50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.38298,,,,,,,,,,,,,19dd66ca-2d85-49e8-99c0-7fe679c82dd7,3272,,"[45.5, 36.9]",3825899,90,,,,True,0.63583845,,,,,,"[53.9, 43.1]",,Low Pass,,10.440307,,Incomplete,,Álvaro Negredo Sánchez,20542.0,,,,,,Recovery,2,From Free Kick,Santiago Mina Lorenzo,6594.0,Left Midfield,180,Getafe,216,"['043f1d7f-143a-465a-b65b-8afddf7f2b4a', '1e7cce7c-a884-4a79-97f9-4e000792739f', '8c623164-3f56-4e8f-ac40-0df6d8229279']",29,,,,,,,,,,,,,,,,,,Valencia,207,00:45:29.276,Pass,True
,,,,,,,,,,,,,,,,2.156642,,,,,,,,,,,,,6f5dc800-1d38-4632-81f4-b54301161cc1,3277,,"[67.2, 39.1]",3825899,90,,,,,1.7641542,,Left Foot,,,,"[64.4, 53.4]",,Ground Pass,,14.5715475,,,,Damián Nicolás Suárez Suárez,6627.0,,,,,,,2,From Free Kick,Mehdi Lacen,6745.0,Center Defensive Midfield,180,Getafe,216,['3b0eef38-66c7-416a-90fe-598600a801d8'],31,,,,,,,,,,,,,,,,,,Getafe,216,00:45:31.197,Pass,
,,,,,,,,,,,,,,,,0.947095,,,,,,,,,,,,,bd741174-595d-4b65-827f-520eb582eb24,3281,,"[63.8, 60.4]",3825899,90,,,,,0.54310524,,Right Foot,,,,"[80.2, 70.3]",,Ground Pass,,19.156462,,,,Víctor Rodríguez Romero,15893.0,,,,,,,2,From Free Kick,Damián Nicolás Suárez Suárez,6627.0,Right Back,180,Getafe,216,"['20cdc9f6-41ca-4379-8d55-007673b84f1e', 'f5522b84-404e-412f-ad3b-487463eda124']",34,,,,,,,,,,,,,,,,,,Getafe,216,00:45:34.180,Pass,True
,,,,,,,,,,,,,,,,1.847591,,,,,,,,,,,,,b4e756c3-2c21-4de2-9476-39a6ed7e2452,3297,,"[32.3, 0.1]",3825899,90,,,,,0.9033664,,,,,,"[44.2, 15.2]",,Low Pass,,19.225504,,,,Álvaro Negredo Sánchez,20542.0,,,,,,Throw-in,2,From Throw In,Javier Fuego Martínez,6751.0,Left Center Midfield,181,Valencia,207,['0a3716b3-db7e-4958-9338-5160bef13a68'],48,,,,,,,,,,,,,,,,,,Valencia,207,00:45:48.734,Pass,
,,,,,,,,,,,,,,,,5.047239,,,,,,,,,,,,,6982e5b9-0a02-4966-a100-c0c22e707a89,3301,,"[41.4, 17.4]",3825899,90,,,,,1.8295672,,Right Foot,,,,"[28.8, 65.0]",,Ground Pass,,49.239414,,,,João Pedro Cavaco Cancelo,7005.0,,,True,,,,2,From Throw In,Álvaro Negredo Sánchez,20542.0,Right Midfield,181,Valencia,207,"['043fbda3-f61c-4b18-9065-b4b17d2aa0c7', '8e1e992a-9f75-468f-ad62-3c25a64e7266']",52,,,,,,,,,,,,,,,,,,Valencia,207,00:45:52.874,Pass,True
,,,,,,,,,,,,,,,,1.18279,,,,,,,,,,,,,4c06ebc8-a6e5-4faf-a120-39579a7ef1cc,3304,,"[28.6, 64.8]",3825899,90,,,,,-1.5932645,,Left Foot,,,,"[28.4, 55.9]",,Ground Pass,,8.902246,,,,Shkodran Mustafi,3638.0,,,,,,,2,From Throw In,João Pedro Cavaco Cancelo,7005.0,Right Back,181,Valencia,207,['27722ca6-760c-47b4-8fd0-03d957985274'],57,,,,,,,,,,,,,,,,,,Valencia,207,00:45:57.957,Pass,
,,,,,,,,,,,,,,,,2.078536,,,,,,,,,,,,,e8780322-07f0-4dd9-8210-c3f593e34054,3307,,"[28.4, 55.9]",3825899,91,,,,,-1.4662834,,Right Foot,,,,"[31.4, 27.3]",,Ground Pass,,28.756912,,,,Aymen Abdennour,4406.0,,,,,,,2,From Throw In,Shkodran Mustafi,3638.0,Right Center Back,181,Valencia,207,['008f31ac-85fc-44e8-96c4-c7c809058828'],2,,,,,,,,,,,,,,,,,,Valencia,207,00:46:02.993,Pass,
,,,,,,,,,,,,,,,,1.64446,,,,,,,,,,,,,6334de00-ee39-45d6-9f78-1cede4ee5ee6,3310,,"[46.8, 19.7]",3825899,91,,,,,-0.6857295,,Left Foot,,,,"[60.0, 8.9]",,Ground Pass,,17.055204,,,,Guilherme Magdalena Siqueira,26780.0,,,,,,,2,From Throw In,Aymen Abdennour,4406.0,Left Center Back,181,Valencia,207,['170dfc95-ca76-4bcf-b3c7-8c0b3a415726'],6,,,,,,,,,,,,,,,,,,Valencia,207,00:46:06.161,Pass,
,,,,,,,,,,,,,,,,2.175301,,,,,,,,,,,,,37b0a701-c138-480c-9191-fe5d93663351,3316,,"[71.3, 13.0]",3825899,91,,,,,0.8852105,,Right Foot,,,,"[102.3, 50.9]",,High Pass,,48.963352,,Incomplete,,Álvaro Negredo Sánchez,20542.0,,,,,,Free Kick,2,From Free Kick,Daniel Parejo Muñoz,6595.0,Right Center Midfield,182,Valencia,207,"['8c1c5b16-7541-4ff0-9463-7cfc609b002f', 'e355ae72-785b-4cc7-8da7-41af4e8bd7f7']",32,,,,,,,,,,,,,,,,,,Valencia,207,00:46:32.393,Pass,
,,,,,,,,,,,,,,,,1.963091,,,,,,,,,,,,,9f2fe556-162c-4f5d-86b7-714c23898a68,3322,,"[84.5, 42.3]",3825899,91,,,,,2.2738125,,Right Foot,,,,"[69.5, 60.0]",,Ground Pass,,23.201078,,,,João Pedro Cavaco Cancelo,7005.0,,,,,,,2,From Free Kick,André Filipe Tavares Gomes,10802.0,Center Defensive Midfield,182,Valencia,207,['7921c339-081c-428b-80c6-6b5725c2e632'],38,,,,,,,,,,,,,,,,,,Valencia,207,00:46:38.570,Pass,
,,,,,,,,,,,,,,,,1.874122,,,,,,,,,,,,,7ae28620-83de-42d3-bc84-3c596f46902e,3329,,"[69.8, 59.8]",3825899,91,,,,,-0.7522977,,Left Foot,,,,"[93.2, 37.9]",,High Pass,,32.04949,,Incomplete,,Francisco Alcácer García,6402.0,,,,,,,2,From Free Kick,João Pedro Cavaco Cancelo,7005.0,Right Back,182,Valencia,207,"['0c83ceda-f427-47e8-ad3c-14149750d6f7', '4f9a1b08-3226-49c7-bae0-08733b25e1ff']",42,,,,,,,,,,,,,,,,,,Valencia,207,00:46:42.722,Pass,
,,,,,,,,,,,,,,,,1.046283,,,,,,,,,,,,,c93db074-5148-4a43-a318-2b73ea58dc93,3335,,"[77.6, 25.8]",3825899,91,,,,,-1.2084178,,Right Foot,,,,"[84.5, 7.6]",,Ground Pass,,19.46407,,,,Santiago Mina Lorenzo,6594.0,,,,,,,2,From Free Kick,Daniel Parejo Muñoz,6595.0,Right Center Midfield,182,Valencia,207,['e3f5dbd3-fa18-4407-a49e-5b22fb2ac6c2'],47,,,,,,,,,,,,,,,,,,Valencia,207,00:46:47.620,Pass,
,,,,,,,,,,,,,,,,1.111262,,,,,,,,,,,,,3e6637a7-3620-4cac-acb1-77a30a9fcef6,3338,,"[84.7, 9.1]",3825899,91,,,,,1.5707964,,Right Foot,,,,"[84.7, 16.7]",,Ground Pass,,7.6,,,,Daniel Parejo Muñoz,6595.0,,,,,,,2,From Free Kick,Santiago Mina Lorenzo,6594.0,Left Midfield,182,Valencia,207,['2ac4b1d6-dd85-4616-8cd3-74e39952589b'],50,,,,,,,,,,,,,,,,,,Valencia,207,00:46:50.939,Pass,
,,,,,,,,,,,,,,,,0.470908,,,,,,,,,,,,,08acc054-4683-4c95-a107-733035d9a2ff,3341,,"[87.3, 16.9]",3825899,91,,,,,-0.5844439,,Right Foot,,,,"[93.8, 12.6]",,Ground Pass,,7.793587,,,,Javier Fuego Martínez,6751.0,,,,,,,2,From Free Kick,Daniel Parejo Muñoz,6595.0,Right Center Midfield,182,Valencia,207,['b2c1bbe2-1337-4e0f-bac8-a57ea4c4a456'],52,,,,,,,,,,,,,,,,,,Valencia,207,00:46:52.791,Pass,
,,,,,,,,,,,,,,,,1.305638,,,,,,,,,,,,,73d187ce-9a2f-4ab4-885e-5c536d59b798,3343,,"[95.1, 13.3]",3825899,91,,,,,1.5707964,,Right Foot,,,,"[95.1, 22.6]",,Ground Pass,,9.3,,,,Santiago Mina Lorenzo,6594.0,,,,,,,2,From Free Kick,Javier Fuego Martínez,6751.0,Left Center Midfield,182,Valencia,207,['2d4daa9d-746d-4291-9788-b7e7997bbb81'],53,,,,,,,,,,,,,,,,,,Valencia,207,00:46:53.262,Pass,
,,,,,,,,,,,,,,,,2.316574,,,,,,,,,,,,,ed405234-f586-4752-aa29-54052398bed5,3346,,"[95.3, 32.5]",3825899,91,,,,,-0.27770194,,Right Foot,,,,"[117.4, 26.2]",,Ground Pass,,22.980427,,Incomplete,,,,,,,,,,2,From Free Kick,Santiago Mina Lorenzo,6594.0,Left Midfield,182,Valencia,207,['fb703f00-d96a-4350-9ee6-412f06aabab3'],55,,,,,,,,,,,,,,,,,,Valencia,207,00:46:55.702,Pass,
,,,,,,,,,,,,,,,,3.670355,,,,,,,,,,,,,0ddd70bc-8d23-4165-ba12-3e7c4f44148b,3349,,"[22.0, 53.9]",3825899,92,,,,,0.21959917,,Right Foot,,,,"[78.9, 66.6]",,High Pass,,58.300087,,Unknown,,Stefan Šćepović,23416.0,,,,,,,2,From Counter,Vicente Guaita Panadero,6625.0,Goalkeeper,183,Getafe,216,['da06e077-6f42-47c6-b0fb-30591eb4f9a5'],5,,,,,,,,,,,,,,,,,,Getafe,216,00:47:05.168,Pass,
,,,,,,,,,,,,,,,,1.834483,,,,,,,,,,,,,545b4559-85b8-4e4a-8abd-2d428c8ebfb6,3354,,"[81.7, 62.1]",3825899,92,,,,,-0.7370488,,Left Foot,,,,"[107.7, 38.5]",,High Pass,,35.11353,,Incomplete,,Álvaro Medrán Just,6736.0,,,,,,Free Kick,2,From Free Kick,Pablo Sarabia García,6720.0,Left Midfield,184,Getafe,216,"['64ecc00c-b9cd-4d7a-9561-ba958a1de6de', '7e1f0569-405a-4721-a5d0-0a719eb8d792']",38,,,,,,,,,,,,,,,,,,Getafe,216,00:47:38.386,Pass,
,,,,,,,,,,,,,,,,6.046057,,,,,,,,,,,,,ad4b2325-ce30-4e78-a1ee-2d84bf047fc1,3364,,"[7.0, 44.1]",3825899,92,,True,,,0.07171588,,Right Foot,,,,"[41.8, 46.6]",,High Pass,,34.889683,,Unknown,,,,,,,,,Goal Kick,2,From Goal Kick,Diego Alves Carreira,25144.0,Goalkeeper,185,Valencia,207,,54,,,,,,,,,,,,,,,,,,Valencia,207,00:47:54.602,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81d3e67c-ebff-43be-bb6a-ef1066869a2d,6,,"[61.1, 37.8]",3825899,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Moisés Gómez Bordonado,11675.0,Right Center Midfield,2,Getafe,216,['5e73ab17-42be-47ac-8e9e-40f6f0d96b19'],0,,,,,,,,,,,,,,,,,,Getafe,216,00:00:00.860,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f4386777-23fd-4eb0-a0fd-a0ccac1c248c,8,,"[54.9, 40.7]",3825899,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Mehdi Lacen,6745.0,Center Defensive Midfield,2,Getafe,216,['035ea296-44b5-4d40-ac4e-4fd9097c8c12'],1,,,,,,,,,,,,,,,,,,Getafe,216,00:00:01.457,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0a736ed5-1be0-4b45-8c92-6247027c866c,11,,"[39.6, 16.7]",3825899,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Damián Nicolás Suárez Suárez,6627.0,Left Back,2,Getafe,216,['6d289c71-3501-4b69-bf79-0eeb97a6fd22'],4,,,,,,,,,,,,,,,,,,Getafe,216,00:00:04.160,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14928428-aaa7-42ef-a58a-f98bbd5985cd,18,,"[106.9, 56.4]",3825899,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Rodrigo Moreno Machado,5718.0,Right Midfield,3,Valencia,207,['874f7492-a0c9-4399-b24f-92d8a64e2b28'],9,,,,,,,,,,,,,,,,,,Valencia,207,00:00:09.508,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9bf3b0a9-3782-4f28-9066-c9fc986cb787,21,,"[105.2, 47.4]",3825899,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Francisco Alcácer García,6402.0,Center Forward,3,Valencia,207,['638d6b0e-5105-4f95-a95b-4a4b59f32f1c'],10,,,,,,,,,,,,,,,,,,Valencia,207,00:00:10.944,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,86d9cb3f-388c-4cd2-a46c-675913140a0b,25,,"[68.3, 78.0]",3825899,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Pedro León Sánchez Gil,6907.0,Right Midfield,4,Getafe,216,['bf8a0712-d6ec-4444-b0f6-b7800261313b'],30,,,,,,,,,,,,,,,,,,Getafe,216,00:00:30.882,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f8a8dc70-6134-42be-9e64-78d45089fff3,28,,"[57.2, 7.6]",3825899,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,André Filipe Tavares Gomes,10802.0,Left Midfield,5,Valencia,207,['09a96f23-fd9b-40e2-84f8-01daf911a53f'],32,,,,,,,,,,,,,,,,,,Valencia,207,00:00:32.450,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a3271914-0e44-4d6a-943c-a54fd55a14df,36,,"[38.1, 1.7]",3825899,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Guilherme Magdalena Siqueira,26780.0,Left Back,5,Valencia,207,['ddec0bdb-d6a7-4c56-81ca-1d752e367d6a'],37,,,,,,,,,,,,,,,,,,Valencia,207,00:00:37.740,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2c5c59a0-29d9-44a5-b7d2-2f1d8cde8894,40,,"[28.4, 7.9]",3825899,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Aymen Abdennour,4406.0,Left Center Back,5,Valencia,207,['b97ff1cf-2451-49b0-a92c-8627e0dc0f09'],40,,,,,,,,,,,,,,,,,,Valencia,207,00:00:40.403,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21773906-4f81-4ab2-97fb-e842a007c810,43,,"[34.1, 20.9]",3825899,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Enzo Nicolás Pérez,5741.0,Center Defensive Midfield,5,Valencia,207,['f621bddf-9f2f-4db0-ac02-e893ca7efffb'],43,,,,,,,,,,,,,,,,,,Valencia,207,00:00:43.002,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44c894ff-99e7-4261-99f6-f332b7cb3497,46,,"[42.4, 74.1]",3825899,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Antonio Barragán Fernández,6663.0,Right Back,5,Valencia,207,['9dd0cc6b-eae6-4d47-900a-037b51bfe186'],48,,,,,,,,,,,,,,,,,,Valencia,207,00:00:48.769,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39f17c4d-d442-43bb-ab7e-243b286db94c,49,,"[28.8, 51.1]",3825899,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Shkodran Mustafi,3638.0,Right Center Back,5,Valencia,207,['3ab59e69-8fa7-4cd3-b032-ddf17b93b08b'],50,,,,,,,,,,,,,,,,,,Valencia,207,00:00:50.504,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3876601e-36d4-499a-bc7c-da6efd031a8a,52,,"[40.5, 48.5]",3825899,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Enzo Nicolás Pérez,5741.0,Center Defensive Midfield,5,Valencia,207,['57414c26-2a17-41bc-9713-842263fd1baf'],52,,,,,,,,,,,,,,,,,,Valencia,207,00:00:52.568,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6b95d62f-1e16-4795-982d-6a48ac5452d5,55,,"[48.7, 29.4]",3825899,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Javier Fuego Martínez,6751.0,Left Center Midfield,5,Valencia,207,['40e7e98c-3709-41d2-ad0a-1df6718e9e76'],55,,,,,,,,,,,,,,,,,,Valencia,207,00:00:55.710,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7dd652aa-56a4-4b00-9ab6-50b74659ec6d,58,,"[62.0, 71.7]",3825899,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Antonio Barragán Fernández,6663.0,Right Back,5,Valencia,207,['d86ccb3c-9bbe-4c10-93c8-67ee7f43026c'],1,,,,,,,,,,,,,,,,,,Valencia,207,00:01:01.236,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,1a5b9012-7121-423c-bee0-dd1f17d8cc34,61,,"[72.3, 72.7]",3825899,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Rodrigo Moreno Machado,5718.0,Right Midfield,5,Valencia,207,['b7b56713-edd0-4939-ab88-308b4cf2199f'],3,,,,,,,,,,,,,,,,,,Valencia,207,00:01:03.156,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45b89344-a35c-46e8-aba4-dbb3e96264f1,66,,"[85.2, 7.0]",3825899,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Damián Nicolás Suárez Suárez,6627.0,Left Back,5,Valencia,207,['415b0bd2-5d89-4bb5-ac80-2523796c4048'],7,,,,,,,,,,,,,,,,,,Getafe,216,00:01:07.544,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,923f8217-332c-4739-ba04-88636c65ac4d,68,,"[99.0, 23.0]",3825899,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Álvaro Vázquez García,24035.0,Center Forward,5,Valencia,207,['4c082c81-e5f0-44ce-819f-4dacaad74781'],9,,,,,,,,,,,,,,,,,,Getafe,216,00:01:09.211,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6714fa97-7a6a-4a26-8670-e8e8becdcd12,72,,"[33.2, 59.8]",3825899,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Daniel Parejo Muñoz,6595.0,Right Center Midfield,5,Valencia,207,['d4b9991e-78bd-4188-b467-c9da47d04e8d'],13,,,,,,,,,,,,,,,,,,Valencia,207,00:01:13.916,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a4b5c962-be62-4cf5-a493-baf8c7e164e0,75,,"[21.4, 58.8]",3825899,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Antonio Barragán Fernández,6663.0,Right Back,5,Valencia,207,"['7e4d0743-70b9-4020-95b8-4d4d7976cffb', 'af5b0561-fc19-4bc0-abf1-e0684cd98f13']",15,,,,,,,,,,,,,,,,,,Valencia,207,00:01:15.286,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7dfbd875-7661-4960-8bbc-f5fcfade019f,77,,"[23.9, 45.9]",3825899,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Enzo Nicolás Pérez,5741.0,Center Defensive Midfield,5,Valencia,207,['73593997-b61a-4a6a-a87e-16befb4c350d'],17,,,,,,,,,,,,,,,,,,Valencia,207,00:01:17.259,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ef27c465-a0ab-4ab4-9422-968b53ff5b48,84,,"[62.6, 14.8]",3825899,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Pablo Sarabia García,6720.0,Left Midfield,6,Getafe,216,['1d12a9f4-a204-46b0-aaa9-21d179c5ef97'],22,,,,,,,,,,,,,,,,,,Getafe,216,00:01:22.650,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74c47516-a8b9-4c25-890a-c5b6d2880d6d,87,,"[65.7, 23.2]",3825899,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Mehdi Lacen,6745.0,Center Defensive Midfield,6,Getafe,216,['6d16a440-71ab-4b00-b07e-0150ebe9cb43'],24,,,,,,,,,,,,,,,,,,Getafe,216,00:01:24.656,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e01d3bab-8884-4d1d-bc1a-7ca2d0656a3f,91,,"[71.0, 6.0]",3825899,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Damián Nicolás Suárez Suárez,6627.0,Left Back,6,Getafe,216,['db74f35e-6cd1-4df9-9a46-7b24a5334ef4'],27,,,,,,,,,,,,,,,,,,Getafe,216,00:01:27.203,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e4b725e-bbaf-4933-be58-0d05621efe34,95,,"[57.1, 8.3]",3825899,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Pablo Sarabia García,6720.0,Left Midfield,6,Getafe,216,"['b71aa2da-1a60-4f2f-a205-de3d1aeb43f0', 'e3e06655-8812-4976-9384-0e68a6d062ea']",30,,,,,,,,,,,,,,,,,,Getafe,216,00:01:30.083,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2ea583e7-d8f1-436a-85ca-a4279fa5adcc,99,,"[65.9, 12.5]",3825899,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Damián Nicolás Suárez Suárez,6627.0,Left Back,6,Getafe,216,"['0e2cc9e7-ee60-4f1b-9867-f7ee66c61fa3', 'f87c965c-c75e-4ab6-8dca-8bf7158b2662']",31,,,,,,,,,,,,,,,,,,Getafe,216,00:01:31.849,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a0f02c14-a4c7-42c7-b6bc-81559a101473,102,,"[56.7, 17.2]",3825899,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Álvaro Medrán Just,6736.0,Left Center Midfield,6,Getafe,216,['42ba059d-8b13-4572-8323-d2a3554f2066'],33,,,,,,,,,,,,,,,,,,Getafe,216,00:01:33.483,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99de6dac-e03b-43b4-ba24-e91e25a6e787,106,,"[89.9, 77.6]",3825899,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Pedro León Sánchez Gil,6907.0,Right Midfield,6,Getafe,216,['f7a1b553-152c-4d6a-a9d7-7da9de6d6d2e'],39,,,,,,,,,,,,,,,,,,Getafe,216,00:01:39.042,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720afde6-8bac-4334-9788-7dfdd0d9bba5,116,,"[17.7, 50.7]",3825899,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Shkodran Mustafi,3638.0,Right Center Back,7,Valencia,207,['108b427c-6247-4e2f-adf3-076a19271af2'],2,,,,,,,,,,,,,,,,,,Valencia,207,00:02:02.731,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c4b2f0e5-bef0-4517-ae6e-474ce48fd6de,118,,"[43.1, 57.4]",3825899,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Daniel Parejo Muñoz,6595.0,Right Center Midfield,7,Valencia,207,['440865e4-c0ec-4d60-8db1-9fed2f2cd37e'],5,,,,,,,,,,,,,,,,,,Valencia,207,00:02:05.562,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3c34935f-5153-4800-ab51-f54236f38cc1,121,,"[43.8, 74.6]",3825899,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Antonio Barragán Fernández,6663.0,Right Back,7,Valencia,207,['4b6aef70-c1b1-4404-9b88-3edfd2d5f5a7'],6,,,,,,,,,,,,,,,,,,Valencia,207,00:02:06.078,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e4f7bd5b-da60-4a9e-89fb-b1003eaf9afa,125,,"[57.6, 61.7]",3825899,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Rodrigo Moreno Machado,5718.0,Right Midfield,7,Valencia,207,"['1a1853be-98c2-4e3e-85de-8885454de56b', '284b5edc-dd9f-426a-99c3-ba2ae3dcd885']",9,,,,,,,,,,,,,,,,,,Valencia,207,00:02:09.425,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ff05e1fa-aecf-4ccf-ae9d-8be1f0e80ad8,128,,"[50.0, 38.5]",3825899,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Javier Fuego Martínez,6751.0,Left Center Midfield,7,Valencia,207,['31c3d419-69fc-4d93-8ae0-2b3351608e87'],13,,,,,,,,,,,,,,,,,,Valencia,207,00:02:13.463,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e9a6c0b4-fca7-4de0-a741-055ef788b270,131,,"[41.8, 25.7]",3825899,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Aymen Abdennour,4406.0,Left Center Back,7,Valencia,207,['22be31a3-9d41-4d88-9748-6065608b6527'],15,,,,,,,,,,,,,,,,,,Valencia,207,00:02:15.698,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d8b4416a-e3c0-4f56-8949-eb7ffe1e3875,133,,"[35.7, 45.6]",3825899,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Shkodran Mustafi,3638.0,Right Center Back,7,Valencia,207,['5370cae1-9260-49ba-a91c-17fb30f21767'],18,,,,,,,,,,,,,,,,,,Valencia,207,00:02:18.150,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e4d99422-99d2-41da-8cc9-e9224876497a,136,,"[48.2, 49.5]",3825899,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Enzo Nicolás Pérez,5741.0,Center Defensive Midfield,7,Valencia,207,['618debfd-624f-4fae-9294-9168cb364291'],21,,,,,,,,,,,,,,,,,,Valencia,207,00:02:21.108,Ball Receipt*,
