50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.338928,,,,,,,,,,,,d21268b9-56b4-4deb-8791-f79d76f2bbc4,14,,,"[42.9, 33.3]",3825671,0,,,,-1.6680496,,Head,,,"[41.7, 21.0]",,Low Pass,,12.3583975,Incomplete,,Carles Planas Antolínez,7577.0,,,,,,,1,From Kick Off,Pedro Pablo Hernández,6801.0,Left Center Midfield,2,Sporting Gijón,1041,"['d9eb5236-afa1-48e4-a5cb-7c61327649aa', 'f5b4fba0-5ebf-4c54-b45b-b0b38ab55140']",8,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:08.763,Pass,
,,,,,,,,,,,,,,,,,0.807447,,,,,,,,,,,,6b0e65e8-4b40-489c-8427-4327bfe35d0c,20,,,"[78.4, 57.9]",3825671,0,,,,-0.637961,,Left Foot,,,"[84.2, 53.6]",,Ground Pass,,7.220111,,,Daniel Arnaud N''Di	,40822.0,,,,,,,1,From Kick Off,Alen Halilović,6926.0,Right Wing,2,Sporting Gijón,1041,"['157e1f56-3038-4460-997c-3d36da1f51f6', '4fb9bf9e-969b-45a2-8589-2417f4e4e9cd', '91c9eb56-e8e0-49cc-aee6-10dc36c9a285']",11,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:11.746,Pass,True
,,,,,,,,,,,,,,,,,0.520487,,,,,,,,,,,,74972d78-bcfc-4a3c-9a44-5fd753625004,24,,,"[81.1, 46.8]",3825671,0,,,,-1.6926388,,Right Foot,,,"[80.5, 41.9]",,Ground Pass,,4.936598,Incomplete,,Alen Halilović,6926.0,,,,,,,1,From Kick Off,Daniel Arnaud N''Di	,40822.0,Center Attacking Midfield,2,Sporting Gijón,1041,"['2ed27814-8c1b-44ff-bae4-194e837f2575', '59ed062e-305d-4ec8-a536-1e6b18dba67f', '614cc11b-c964-48c9-bc13-d3ef2556fe44']",13,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:13.359,Pass,True
,,,,,,,,,,,,,,,,,0.8015,,,,,,,,,,,,dc042597-5068-4892-b00b-b5f29e3394ea,35,,,"[70.4, 31.8]",3825671,0,,,,2.3376782,,Left Foot,,,"[65.1, 37.3]",,Ground Pass,,7.6380625,,,Ignacio Cases Mora,18925.0,,,,,,,1,From Kick Off,Ismael López Blanco,24263.0,Left Back,2,Sporting Gijón,1041,['4930ce02-d22e-4e1d-86d9-8b08503dfe8f'],22,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:22.096,Pass,
,,,,,,,,,,,,,,,,,1.736528,,,,,,,,,,,,6bdce18c-9335-4dda-807f-f803e5395c42,38,,,"[65.1, 30.8]",3825671,0,,,,-1.0366582,,Left Foot,,,"[79.0, 7.3]",,Ground Pass,,27.303114,,,Jonathan Rodríguez Menéndez,6581.0,,,,,,,1,From Kick Off,Ignacio Cases Mora,18925.0,Left Defensive Midfield,2,Sporting Gijón,1041,['eadb5955-1d0e-495b-8fd9-fe70fa90ebef'],24,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:24.025,Pass,
,,,,,,,,,,,,,,,,,2.713656,,,,,,,,,,,,20a3a630-3a7e-4012-9dba-2fe0522eb3aa,41,,,"[78.8, 9.0]",3825671,0,,,,-0.35974014,,Left Foot,,,"[101.4, 0.5]",,Ground Pass,,24.1456,Out,,Daniel Arnaud N''Di	,40822.0,,,,,,,1,From Kick Off,Jonathan Rodríguez Menéndez,6581.0,Left Wing,2,Sporting Gijón,1041,['7fd00b11-4960-4b8e-b13f-aae32f669f9c'],27,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:27.735,Pass,
,,,,,,,,,,,,,,,,,1.13952,,,,,,,,,,,,cdcaba83-3ef3-4372-ab74-bfbe001890b2,43,,,"[16.2, 80.0]",3825671,0,,,,-0.45415422,,,,,"[28.9, 73.8]",,High Pass,,14.1325865,,,Théo Bongonda Mbul''Ofeko Batombo,23785.0,,,,,,Throw-in,1,From Throw In,Hugo Mallo Novegil,6805.0,Right Back,3,Celta Vigo,209,['727af928-5308-4f4a-9cad-bd874466a1ce'],44,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:44.884,Pass,
,,,,,,,,,,,,,,,,,1.401362,,,,,,,,,,,,dd6ea82e-2137-4756-bc4a-e3b35f3032a4,46,,,"[28.9, 74.8]",3825671,0,,,,0.7741627,,Left Foot,,,"[33.4, 79.2]",,High Pass,,6.293648,Out,,,,,,,,,,1,From Throw In,Théo Bongonda Mbul''Ofeko Batombo,23785.0,Right Wing,3,Celta Vigo,209,['889102b6-2ea7-42f9-9593-58213373b7ac'],46,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:46.023,Pass,True
,,,,,,,,,,,,,,,,,1.326157,,,,,,,,,,,,eb094fca-7210-4300-baa0-bcbc822a17e7,47,,,"[88.9, 0.1]",3825671,0,,,,0.40187064,,,,,"[104.9, 6.9]",,High Pass,,17.385052,Incomplete,,Daniel Arnaud N''Di	,40822.0,,,,,,Throw-in,1,From Throw In,Ismael López Blanco,24263.0,Left Back,4,Sporting Gijón,1041,"['51fedbce-a161-448f-8da1-8d801f6cfab4', '78fd07b1-e045-4d1a-b58a-bd1726ae6fad']",55,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:55.513,Pass,
,,,,,,,,,,,,,,,,,1.969618,,,,,,,,,,,,f915b16e-292b-4da2-814e-fbd1ad6a7987,50,,,"[106.0, 0.1]",3825671,1,,,,1.4074601,,,True,,"[111.9, 35.9]",,High Pass,,36.282917,Incomplete,,,,,,,,,Throw-in,1,From Throw In,Luis Hernández Rodríguez,6561.0,Right Center Back,5,Sporting Gijón,1041,['ac208164-15eb-49f4-afc7-564aef2a5cde'],23,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:01:23.681,Pass,
,,,,,,,,,,,,,,,,,2.753699,,,,,,,,,,,,f51db911-b5dc-476e-891a-a97d099419b3,54,,,"[12.9, 31.3]",3825671,1,,,,0.08915695,,Drop Kick,,,"[78.9, 37.2]",,High Pass,,66.26318,Incomplete,,John Guidetti,6038.0,,,,,,,1,From Throw In,Sergio Álvarez Conde,6884.0,Goalkeeper,5,Sporting Gijón,1041,"['5c4d08aa-9822-4d11-b6fb-e0324d1f4808', 'b7b1d18b-5c46-4630-84d5-d125bb8338b0']",30,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:01:30.848,Pass,
,,,,,,,,,,,,,,,,,1.64685,,,,,,,,,,,,b7b1d18b-5c46-4630-84d5-d125bb8338b0,56,,,"[41.2, 42.9]",3825671,1,,,,-0.109772004,,Head,,,"[78.4, 38.8]",,High Pass,,37.42526,Incomplete,,,,,,,,,Recovery,1,From Throw In,Alberto Lora Ramos,26633.0,Right Back,5,Sporting Gijón,1041,"['9df022a0-29f6-4c98-bbbd-7d05775cda98', 'f51db911-b5dc-476e-891a-a97d099419b3']",33,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:01:33.602,Pass,
,,,,,,,,,,,,,,,,,1.166501,,,,,,,,,,,,491ecbf8-f571-4755-8ad9-4de57707777b,62,,,"[62.4, 42.5]",3825671,1,,,,1.439555,,Right Foot,,,"[65.7, 67.5]",,Ground Pass,,25.21686,,,Alen Halilović,6926.0,,,,,,,1,From Throw In,Omar Mascarell González,18398.0,Right Defensive Midfield,5,Sporting Gijón,1041,"['1cb4f16f-6643-4831-a6ad-b61bef939248', 'f72aaf11-bad3-4d08-9eea-90cabc2bc5fc', 'fd42bf99-3950-4d70-82c3-6f8716699ef4']",36,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:01:36.689,Pass,True
,,,,,,,,,,,,,,,,,1.256036,,,,,,,,,,,,50084124-39da-4467-a54f-90d45f84fe8c,68,,,"[73.7, 80.0]",3825671,1,,,,-1.0006171,,,,,"[82.1, 66.9]",,High Pass,,15.561812,,,Alen Halilović,6926.0,,,,,,Throw-in,1,From Throw In,Alberto Lora Ramos,26633.0,Right Back,6,Sporting Gijón,1041,['680a5f8f-ddfd-4902-8a0f-0d2cea4f32ba'],54,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:01:54.581,Pass,
,,,,,,,,,,,,,,,,,1.112449,,,,,,,,,,,,f9435ad6-d6a5-4ca2-8578-07033d77b68d,71,,,"[82.7, 66.3]",3825671,1,,,,2.0866053,,Right Foot,,,"[77.2, 76.0]",,Ground Pass,,11.1507845,,,Alberto Lora Ramos,26633.0,,,,,,,1,From Throw In,Alen Halilović,6926.0,Right Wing,6,Sporting Gijón,1041,"['43a53be4-ef33-43d2-a0fb-d01298ca0ddd', 'fde37645-8732-4b87-bb59-892aea3cdc7c']",55,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:01:55.837,Pass,True
,,,,,,,,,,,,,,,,,1.047343,,,,,,,,,,,,20d4b022-9aee-46f4-8b07-de526f86632e,73,,,"[77.2, 76.0]",3825671,1,,,,-2.3825042,,Right Foot,,,"[69.4, 68.6]",,Ground Pass,,10.751744,,,Omar Mascarell González,18398.0,,,,,,,1,From Throw In,Alberto Lora Ramos,26633.0,Right Back,6,Sporting Gijón,1041,['401e5417-8a14-4be9-9650-2b6281880db0'],56,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:01:56.949,Pass,
,,,,,,,,,,,,,,,,,0.239516,,,,,,,,,,,,041bb989-cb0d-4810-9f25-021780755300,81,,,"[56.1, 6.4]",3825671,2,,,,0.4636476,,Right Foot,,,"[59.3, 8.0]",,Low Pass,,3.5777087,Incomplete,,John Guidetti,6038.0,,,,,,,1,Regular Play,Manuel Agudo Durán,6724.0,Left Wing,7,Celta Vigo,209,"['2b4688fa-5187-46a3-97a9-26f3bc05ea2b', 'db0ca534-1ebd-4109-9389-216c6ca14188']",3,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:02:03.596,Pass,
,,,,,,,,,,,,,,,,,1.548988,,,,,,,,,,,,e29c17d3-095f-454d-80a0-cf2e3f52a147,84,,,"[57.1, 0.1]",3825671,2,,,,1.8771204,,,,,"[50.3, 21.6]",,Low Pass,,22.549723,,,Augusto Matías Fernández,19668.0,,,,,,Throw-in,1,From Throw In,Carles Planas Antolínez,7577.0,Left Back,8,Celta Vigo,209,['e54e3679-373c-4a88-a5a1-5c014aeda92f'],9,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:02:09.852,Pass,
,,,,,,,,,,,,,,,,,1.730975,,,,,,,,,,,,c3a5dbd3-4097-42e7-b8a2-3183fb001c0d,86,,,"[49.9, 21.8]",3825671,2,,,,-2.441489,,Right Foot,,,"[35.3, 9.5]",,High Pass,,19.090574,,,Sergi Gómez Solà,6804.0,,,,,,,1,From Throw In,Augusto Matías Fernández,19668.0,Center Defensive Midfield,8,Celta Vigo,209,['12757106-8553-45a4-b04f-24c1dfdd8799'],11,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:02:11.401,Pass,
,,,,,,,,,,,,,,,,,2.4,,,,,,,,,,,,f98eab50-fd67-4d5c-91ee-08c39022e9c1,89,,,"[34.3, 10.9]",3825671,2,,,,1.7270219,,Right Foot,,,"[30.0, 38.2]",,Ground Pass,,27.63657,,,Gustavo Daniel Cabral Cáceres,6794.0,,,,,,,1,From Throw In,Sergi Gómez Solà,6804.0,Left Center Back,8,Celta Vigo,209,['5290f6bc-1ef6-4f47-9136-7e3265530afb'],14,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:02:14.668,Pass,
,,,,,,,,,,,,,,,,,1.775499,,,,,,,,,,,,e8f3128e-f84d-49e4-acce-b6ad62ffdc65,92,,,"[34.9, 42.4]",3825671,2,,,,1.3970687,,Right Foot,,,"[40.2, 72.6]",,Ground Pass,,30.66154,,,Hugo Mallo Novegil,6805.0,,,,,,,1,From Throw In,Gustavo Daniel Cabral Cáceres,6794.0,Right Center Back,8,Celta Vigo,209,['3784cdf7-ab2d-4d86-9788-c68cb41e0fdc'],18,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:02:18.756,Pass,
,,,,,,,,,,,,,,,,,1.55651,,,,,,,,,,,,08866707-e802-4c6b-acc7-2317270b8422,95,,,"[39.2, 71.3]",3825671,2,,,,-2.1362107,,Right Foot,,,"[26.7, 51.6]",,Ground Pass,,23.331095,,,Gustavo Daniel Cabral Cáceres,6794.0,,,,,,,1,From Throw In,Hugo Mallo Novegil,6805.0,Right Back,8,Celta Vigo,209,['a26ca447-1083-4a1d-88e2-c1fd4acfe7ab'],21,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:02:21.388,Pass,
,,,,,,,,,,,,,,,,,1.881483,,,,,,,,,,,,cf172f65-f6ac-45aa-92e3-7c4087d59ee1,98,,,"[26.7, 51.4]",3825671,2,,,,-1.608901,,Right Foot,,,"[25.4, 17.3]",,Ground Pass,,34.12477,,,Sergi Gómez Solà,6804.0,,,,,,,1,From Throw In,Gustavo Daniel Cabral Cáceres,6794.0,Right Center Back,8,Celta Vigo,209,['273e049f-d1fa-4cfd-bf7b-cd7962dabc92'],24,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:02:24.023,Pass,
,,,,,,,,,,,,,,,,,1.430644,,,,,,,,,,,,9fa8839a-9980-47c2-ae98-51762376e477,101,,,"[25.4, 17.3]",3825671,2,,,,-0.7558709,,Right Foot,,,"[37.6, 5.8]",,Ground Pass,,16.76574,,,Carles Planas Antolínez,7577.0,,,,,,,1,From Throw In,Sergi Gómez Solà,6804.0,Left Center Back,8,Celta Vigo,209,['2e53e69d-c8aa-48a8-96e6-1216c34fe8a9'],26,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:02:26.693,Pass,
,,,,,,,,,,,,,,,,,1.226836,,,,,,,,,,,,0a6ae305-c74d-43a5-938d-1422e1920818,104,,,"[38.0, 5.6]",3825671,2,,,,1.3768371,,Left Foot,,,"[41.3, 22.4]",,Ground Pass,,17.12104,,,Augusto Matías Fernández,19668.0,,,,,,,1,From Throw In,Carles Planas Antolínez,7577.0,Left Back,8,Celta Vigo,209,['7fc36ee0-4ed3-434b-9841-ecaf9f43cf46'],29,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:02:29.309,Pass,
,,,,,,,,,,,,,,,,,3.168925,,,,,,,,,,,,29e2f9f1-8fd9-4115-9e42-b80e11dcb6f1,107,,,"[40.6, 23.9]",3825671,2,,,,2.5415425,,Right Foot,,,"[12.1, 43.4]",,Ground Pass,,34.532593,,,Sergio Álvarez Conde,6884.0,,,,,,,1,From Throw In,Augusto Matías Fernández,19668.0,Center Defensive Midfield,8,Celta Vigo,209,"['5334b68b-e8a8-49ac-9800-25679ac1a0ef', '61a30b52-fd3f-49b3-b49d-c7b6ba734deb']",30,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:02:30.536,Pass,True
,,,,,,,,,,,,,,,,,1.581862,,,,,,,,,,,,504b0ea9-a70c-4ae5-9b8b-8bce0a1b095b,110,,,"[13.1, 43.4]",3825671,2,,,,-1.1817319,,Right Foot,,,"[23.8, 17.3]",,Ground Pass,,28.208155,,,Sergi Gómez Solà,6804.0,,,,,,,1,From Throw In,Sergio Álvarez Conde,6884.0,Goalkeeper,8,Celta Vigo,209,['eb433085-fede-4934-8eaa-da1bda7d8cc0'],36,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:02:36.009,Pass,
,,,,,,,,,,,,,,,,,1.166848,,,,,,,,,,,,1f06ee0c-1b01-445b-9bbf-08e6b92554a8,113,,,"[24.6, 16.9]",3825671,2,,,,-0.055498507,,Right Foot,,,"[40.8, 16.0]",,Ground Pass,,16.224981,,,Pedro Pablo Hernández,6801.0,,,,,,,1,From Throw In,Sergi Gómez Solà,6804.0,Left Center Back,8,Celta Vigo,209,['26b8833c-1249-490b-bad9-405ec0f552f2'],38,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:02:38.588,Pass,
,,,,,,,,,,,,,,,,,1.127174,,,,,,,,,,,,7f79ffc5-0509-4ecb-90b3-3609b8373458,116,,,"[40.8, 16.0]",3825671,2,,,,-3.009041,,Left Foot,,,"[27.3, 14.2]",,Ground Pass,,13.619472,,,Sergi Gómez Solà,6804.0,,,,,,,1,From Throw In,Pedro Pablo Hernández,6801.0,Left Center Midfield,8,Celta Vigo,209,['f9cb6ebe-726a-41fb-9d09-94c1c2fd3199'],39,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:02:39.770,Pass,
,,,,,,,,,,,,,,,,,1.228647,,,,,,,,,,,,21494edf-0b22-4578-ae35-74940e37390b,119,,,"[26.9, 17.3]",3825671,2,,,,0.810393,,Right Foot,,,"[34.7, 25.5]",,Ground Pass,,11.317244,,,Pedro Pablo Hernández,6801.0,,,,,,,1,From Throw In,Sergi Gómez Solà,6804.0,Left Center Back,8,Celta Vigo,209,['aced0cf2-f868-4654-8fca-9f95f7930669'],41,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:02:41.933,Pass,
,,,,,,,,,,,,,,,,,0.99027,,,,,,,,,,,,2045c79d-256c-4a3c-b9d1-3bda41f3317b,122,,,"[44.5, 35.4]",3825671,2,,,,1.0797583,,Left Foot,,,"[52.2, 49.8]",,Ground Pass,,16.329422,,,Augusto Matías Fernández,19668.0,,,,,,,1,From Throw In,Pedro Pablo Hernández,6801.0,Left Center Midfield,8,Celta Vigo,209,['153f7051-1ae8-4423-b8a9-07a490c3b6a4'],49,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:02:49.846,Pass,
