bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,e48e3646-8adb-428b-8316-ab5ffd16ae42,1,,,3825568,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Betis,218,,0,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 6654, 'name': 'Antonio Adán Garrido'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 11634, 'name': 'Cristiano Piccini'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 12}, {'player': {'id': 7161, 'name': 'Germán Alejandro Pezzella'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 20}, {'player': {'id': 6872, 'name': 'Bruno González Cabrera'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 27347, 'name': 'Juan Manuel Vargas Risco'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 11}, {'player': {'id': 24162, 'name': 'Xavier Torres Buigues'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 5671, 'name': ""Alfred John Momar N''Diaye""}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 26723, 'name': 'Álvaro Cejudo Carmona'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 16}, {'player': {'id': 6873, 'name': 'Francisco Portillo Soler'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 22}, {'player': {'id': 6630, 'name': 'Jorge Molina Vidal'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 19}, {'player': {'id': 6832, 'name': 'Rubén Castro Martín'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 24}]}",Real Betis,218,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,5109c7f2-f6ea-4f13-8cda-ffadb9e02a9c,2,,,3825568,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Betis,218,,0,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 3379, 'name': 'Alphonse Areola'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6772, 'name': 'Mario Gaspar Pérez Martínez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 3324, 'name': 'Eric Bertrand Bailly'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 24}, {'player': {'id': 6752, 'name': 'Víctor Ruíz Torre'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 6828, 'name': 'Jaume Vicent Costa Jordá'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 11}, {'player': {'id': 18867, 'name': 'Matías Nahuel Leiva Esquivel'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 26}, {'player': {'id': 6622, 'name': 'Tomás Pina Isla'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 22819, 'name': 'Bruno Soriano Llido'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 21}, {'player': {'id': 6829, 'name': 'Samuel Castillejo Azuaga'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 19}, {'player': {'id': 6761, 'name': 'Leonardo Carrilho Baptistão'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 10}, {'player': {'id': 26009, 'name': 'Roberto Soldado Rillo'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",Villarreal,222,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,8f8ebb06-0c1c-4d9b-9fe4-02c5bdc4f814,3,,,3825568,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Betis,218,['6489ca65-e095-49fb-b8ef-bdda13fd34e1'],0,,,,,,,,,,,,,,,,,,Villarreal,222,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,6489ca65-e095-49fb-b8ef-bdda13fd34e1,4,,,3825568,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Betis,218,['8f8ebb06-0c1c-4d9b-9fe4-02c5bdc4f814'],0,,,,,,,,,,,,,,,,,,Real Betis,218,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,a6a36998-7d9a-4d00-81da-4305e5f98ad3,1368,,,3825568,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,92,Real Betis,218,['c2a5fa8d-dc03-4e39-ad9d-3a96851aa3e0'],0,,,,,,,,,,,,,,,,,,Villarreal,222,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,c2a5fa8d-dc03-4e39-ad9d-3a96851aa3e0,1369,,,3825568,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,92,Real Betis,218,['a6a36998-7d9a-4d00-81da-4305e5f98ad3'],0,,,,,,,,,,,,,,,,,,Real Betis,218,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.817568,,,,,,,,,,,,,4d12cac0-d33c-4997-91fd-d6b1dea0e96f,5,,"[61.0, 40.1]",3825568,0,,,,,3.1415927,,Right Foot,,,"[51.2, 40.1]",,Ground Pass,,9.8,,,,Bruno Soriano Llido,22819.0,,,,,,Kick Off,1,From Kick Off,Roberto Soldado Rillo,26009.0,Left Center Forward,2,Villarreal,222,['a9e91c5c-c907-48b2-9dea-10d52c7d8afe'],0,,,,,,,,,,,,,,,,,,Villarreal,222,00:00:00.940,Pass,
,,,,,,,,,,,,,,,2.091956,,,,,,,,,,,,,56fbf44a-6344-4c0f-830c-fa5f094d4f36,8,,"[50.8, 43.6]",3825568,0,,,,,2.3002918,,Left Foot,,,"[31.4, 65.3]",,Ground Pass,,29.10756,,,,Eric Bertrand Bailly,3324.0,,,,,,,1,From Kick Off,Bruno Soriano Llido,22819.0,Left Center Midfield,2,Villarreal,222,['0614a08a-70af-4641-a874-c8555dcff157'],3,,,,,,,,,,,,,,,,,,Villarreal,222,00:00:03.203,Pass,
,,,,,,,,,,,,,,,2.637968,,,,,,,,,,,,,0e146011-8408-4357-8084-bce30fe62a67,11,,"[47.7, 77.8]",3825568,0,,,,,-0.0040241233,,Right Foot,,,"[97.4, 77.6]",,High Pass,,49.7004,,Incomplete,,Leonardo Carrilho Baptistão,6761.0,,,,,,,1,From Kick Off,Eric Bertrand Bailly,3324.0,Right Center Back,2,Villarreal,222,"['07a1e1e6-edb1-461c-9545-575e24654316', '0b13f33b-9034-43f2-a733-b1a5fd0cca97']",10,,,,,,,,,,,,,,,,,,Villarreal,222,00:00:10.995,Pass,
,,,,,,,,,,,,,,,1.08588,,,,,,,,,,,,,ca23d079-d0f9-42cb-b2ed-6433228491cc,15,,"[84.7, 80.0]",3825568,0,,,,,-0.3402181,,,,,"[96.0, 76.0]",,Low Pass,,11.987077,,,,Matías Nahuel Leiva Esquivel,18867.0,,,,,,Throw-in,1,From Throw In,Mario Gaspar Pérez Martínez,6772.0,Right Back,3,Villarreal,222,['e1373c59-80e5-42d7-9a44-36534837810c'],22,,,,,,,,,,,,,,,,,,Villarreal,222,00:00:22.541,Pass,
,,,,,,,,,,,,,,,1.022813,,,,,,,,,,,,,d9c63491-b618-4681-8baa-a8b75ac1682b,18,,"[96.0, 76.0]",3825568,0,,,,,-0.5337082,,Right Foot,,,"[100.4, 73.4]",,Low Pass,,5.110773,,,,Leonardo Carrilho Baptistão,6761.0,,,,,,,1,From Throw In,Matías Nahuel Leiva Esquivel,18867.0,Right Midfield,3,Villarreal,222,['64a3438d-1dc3-450b-9c9f-bc6ccb18d8d3'],23,,,,,,,,,,,,,,,,,,Villarreal,222,00:00:23.705,Pass,
,,,,,,,,,,,,,,,2.019321,,,,,,,,,,,,,863c7c37-e94b-4918-999e-d479b7683c9e,24,,"[14.9, 0.1]",3825568,0,,,,,0.163146,,,,,"[39.2, 4.1]",,High Pass,,24.627018,,,,Jorge Molina Vidal,6630.0,,,,,,Throw-in,1,From Throw In,Juan Manuel Vargas Risco,27347.0,Left Back,4,Real Betis,218,['1f1151ac-b229-47ea-be0c-461f532156aa'],39,,,,,,,,,,,,,,,,,,Real Betis,218,00:00:39.115,Pass,
,,,,,,,,,,,,,,,1.260871,,,,,,,,,,,,,1ac85414-a097-4f60-ac06-cc702a0f7b02,27,,"[37.2, 5.1]",3825568,0,,,,,0.87872237,,Right Foot,,,"[46.4, 16.2]",,High Pass,,14.417004,,Incomplete,,Alfred John Momar N''Diaye,5671.0,,,,,,,1,From Throw In,Jorge Molina Vidal,6630.0,Right Center Forward,4,Real Betis,218,"['5164542a-458e-4a9b-b47e-ecf6bb364988', '64922ead-3a99-46a7-865a-211136efd084']",41,,,,,,,,,,,,,,,,,,Real Betis,218,00:00:41.848,Pass,
,,,,,,,,,,,,,,,1.658661,,,,,,,,,,,,,6680bcb3-98b7-4665-8fdc-5184b9928415,31,,"[73.7, 56.9]",3825568,0,,,,,-2.3003867,,Left Foot,,,"[56.8, 38.0]",,Ground Pass,,25.353895,,,,Jaume Vicent Costa Jordá,6828.0,,,,,,,1,Regular Play,Bruno Soriano Llido,22819.0,Left Center Midfield,5,Villarreal,222,['e08a7037-a7e8-49d8-93ce-fd6ec963bfc2'],44,,,,,,,,,,,,,,,,,,Villarreal,222,00:00:44.525,Pass,
,,,,,,,,,,,,,,,0.957473,,,,,,,,,,,,,b491fcb7-736d-406b-aef5-a24db7330faf,34,,"[56.6, 38.0]",3825568,0,,,,,2.17187,,Left Foot,,,"[51.8, 45.0]",,Ground Pass,,8.487638,,,,Víctor Ruíz Torre,6752.0,,,,,,,1,Regular Play,Jaume Vicent Costa Jordá,6828.0,Left Back,5,Villarreal,222,['81e0c5e0-c76d-4890-a682-efbbd5b8c7f2'],46,,,,,,,,,,,,,,,,,,Villarreal,222,00:00:46.263,Pass,
,,,,,,,,,,,,,,,1.512652,,,,,,,,,,,,,140a7402-284b-4631-8490-4d0557098d7c,37,,"[51.8, 45.0]",3825568,0,,,,,1.5658703,,Left Foot,,,"[51.9, 65.3]",,Ground Pass,,20.300247,,,,Eric Bertrand Bailly,3324.0,,,,,,,1,Regular Play,Víctor Ruíz Torre,6752.0,Left Center Back,5,Villarreal,222,['3c637f15-895d-4011-980c-b37ee856bd88'],49,,,,,,,,,,,,,,,,,,Villarreal,222,00:00:49.194,Pass,
,,,,,,,,,,,,,,,0.927718,,,,,,,,,,,,,8e555a00-b3a5-4590-94d1-ed144702e80b,40,,"[56.1, 67.9]",3825568,0,,,,,0.5426905,,Right Foot,,,"[75.5, 79.6]",,Ground Pass,,22.655022,,,,Matías Nahuel Leiva Esquivel,18867.0,,,,,,,1,Regular Play,Eric Bertrand Bailly,3324.0,Right Center Back,5,Villarreal,222,['f6de8e3f-94bf-48f7-a8fe-e14b8a70d6f9'],52,,,,,,,,,,,,,,,,,,Villarreal,222,00:00:52.073,Pass,
,,,,,,,,,,,,,,,0.406737,,,,,,,,,,,,,57976d22-7915-41aa-8166-35f4cbd14cca,43,,"[75.5, 79.6]",3825568,0,,,,,-0.21109334,,Right Foot,,,"[78.3, 79.0]",,Low Pass,,2.8635643,,Incomplete,,Leonardo Carrilho Baptistão,6761.0,,,,,,,1,Regular Play,Matías Nahuel Leiva Esquivel,18867.0,Right Midfield,5,Villarreal,222,"['10b4f0cf-64d7-43ad-9edb-20f4162059de', 'a7f6fbf4-c0fc-47eb-bd6d-cf8f5db12bcc']",53,,,,,,,,,,,,,,,,,,Villarreal,222,00:00:53.041,Pass,
,,,,,,,,,,,,,,,1.17778,,,,,,,,,,,,,c7e37330-0438-46ad-bb76-5af808a369df,47,,"[77.0, 72.9]",3825568,0,,,,,-0.89213383,,Left Foot,,,"[87.0, 60.5]",,Ground Pass,,15.929846,,,,Roberto Soldado Rillo,26009.0,,,,,,Recovery,1,Regular Play,Leonardo Carrilho Baptistão,6761.0,Right Center Forward,5,Villarreal,222,"['2a272a38-ff4e-4c9b-8719-cfb5b40180ed', 'd8170dbd-4707-40a6-ad17-73d70ad90b39']",55,,,,,,,,,,,,,,,,,,Villarreal,222,00:00:55.105,Pass,True
