ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,1.978131,,,,,,,,,,,,,f0feba0c-2f21-4383-a0b9-817f0402b62d,3164,,"[38.1, 20.5]",3825618,78,,,,,1.0093435,,Right Foot,,,,"[55.9, 48.8]",,Ground Pass,33.43247,,,,,Juan Carlos Valerón Santana,15602.0,,,,,,,2,Regular Play,Aythami Artiles Oliva,8440.0,Center Back,146,Las Palmas,208,['db532032-79d6-403e-80a2-d0d91ebc52b8'],34,,,,,,,,,,,,,,,,,,Las Palmas,208,00:33:34.434,Pass,
,,,,,,,,,,,,,,1.391497,,,,,,,,,,,,,845dd9ef-5717-44fc-ac61-f04d3c6700c2,3167,,"[59.0, 55.2]",3825618,78,,,,,-0.16958816,,Right Foot,,,,"[88.2, 50.2]",,Ground Pass,29.624989,,,Incomplete,,,,,,,,,,2,Regular Play,Juan Carlos Valerón Santana,15602.0,Left Center Midfield,146,Las Palmas,208,['38cf16b6-b687-4253-bc42-1da399cefa86'],38,,,,,,,,,,,,,,,,,,Las Palmas,208,00:33:38.025,Pass,
,,,,,,,,,,,,,,1.4,,,,,,,,,,,,,2626bb9e-3525-4f32-b22e-2de264e7fd16,3176,,"[35.8, 17.7]",3825618,78,,,,,2.6739128,,Other,,,,"[25.9, 22.7]",,Low Pass,11.090987,,,,,David Juncà Reñé,6776.0,,,,,,Recovery,2,Regular Play,Takashi Inui,5687.0,Left Wing,147,Eibar,322,"['01047b44-e78d-4e4e-a2bd-6bcd6e2d83f6', 'edaf2aac-3da7-4661-9a72-dd72882c02fa']",43,,,,,,,,,,,,,,,,,,Eibar,322,00:33:43.480,Pass,True
,,,,,,,,,,,,,,3.12861,,,,,,,,,,,,,1b3bc509-dcfe-4825-9092-4cfb28675ddf,3179,,"[28.6, 23.5]",3825618,78,,,,,1.1921206,,Right Foot,,,,"[43.6, 61.2]",,High Pass,40.5745,,,Incomplete,,,,,,,,,,2,Regular Play,David Juncà Reñé,6776.0,Left Back,147,Eibar,322,['db3920f9-9d19-4bfb-b1b0-03cde2d072ae'],44,,,,,,,,,,,,,,,,,,Eibar,322,00:33:44.884,Pass,
,,,,,,,,,,,,,,0.965085,,,,,,,,,,,,,db3920f9-9d19-4bfb-b1b0-03cde2d072ae,3180,,"[76.5, 18.9]",3825618,78,,,,,0.5814923,,Head,,,,"[94.3, 30.6]",,High Pass,21.30094,,,Incomplete,,,,,,,,,Recovery,2,Regular Play,Willian José da Silva,6721.0,Right Center Midfield,147,Eibar,322,"['1b3bc509-dcfe-4825-9092-4cfb28675ddf', 'dfb09706-0af3-4ccc-9dba-2e664014ef98']",48,,,,,,,,,,,,,,,,,,Las Palmas,208,00:33:48.012,Pass,
,,,,,,,,,,,,,,2.285223,,,,,,,,,,,,,e852055a-5b79-4a9b-8fd1-882e599995a2,3185,,"[49.2, 24.0]",3825618,78,,,,,-0.92545867,,Right Foot,,,,"[62.3, 6.6]",,High Pass,21.780037,,,,,Takashi Inui,5687.0,,,,,,,2,Regular Play,Sergio Enrich Ametller,6700.0,Center Forward,147,Eibar,322,['b7ae3e1b-f1e7-45cf-858c-98714389843f'],52,,,,,,,,,,,,,,,,,,Eibar,322,00:33:52.918,Pass,
,,,,,,,,,,,,,,1.289692,,,,,,,,,,,,,9e32855d-cc39-4c03-b422-f701f8114f61,3190,,"[32.3, 80.0]",3825618,79,,,,,-2.395044,,,,,,"[17.6, 66.4]",,Low Pass,20.026234,,,,,David García Santana,6927.0,,,,,,Throw-in,2,From Throw In,David Simón Rodríguez Santana,7906.0,Right Wing Back,148,Las Palmas,208,['1548e418-08a3-4caa-a4e3-1bb6577282d7'],1,,,,,,,,,,,,,,,,,,Las Palmas,208,00:34:01.485,Pass,
,,,,,,,,,,,,,,1.54763,,,,,,,,,,,,,84d6f8a8-29f2-43af-aac3-8fdfa9445286,3193,,"[19.7, 65.0]",3825618,79,,,,,-1.4586681,,Right Foot,,,,"[23.9, 27.7]",,Ground Pass,37.535717,,,,,Aythami Artiles Oliva,8440.0,,,,,,,2,From Throw In,David García Santana,6927.0,Right Center Back,148,Las Palmas,208,['48662c65-dca6-4a64-bcc4-c80c059c9ad8'],4,,,,,,,,,,,,,,,,,,Las Palmas,208,00:34:04.463,Pass,
,,,,,,,,,,,,,,1.295399,,,,,,,,,,,,,46c77a79-0352-4fe8-8c76-f90963af1abd,3196,,"[27.6, 21.3]",3825618,79,,,,,1.1169523,,Left Foot,,,,"[35.6, 37.7]",,Ground Pass,18.247192,,,,,Juan Carlos Valerón Santana,15602.0,,,,,,,2,From Throw In,Aythami Artiles Oliva,8440.0,Center Back,148,Las Palmas,208,['0c83f6ed-61c6-401e-ae3e-88995ccc6a44'],6,,,,,,,,,,,,,,,,,,Las Palmas,208,00:34:06.908,Pass,
,,,,,,,,,,,,,,1.155447,,,,,,,,,,,,,f368f5fe-99ef-4f4f-b9ed-c7fd81622060,3199,,"[37.9, 44.1]",3825618,79,,,,,-0.34194982,,Right Foot,,,,"[55.6, 37.8]",,Ground Pass,18.787762,,,,,Jonathan Viera Ramos,10755.0,,,,,,,2,From Throw In,Juan Carlos Valerón Santana,15602.0,Left Center Midfield,148,Las Palmas,208,['04311017-6691-469f-9828-602abbf81aca'],10,,,,,,,,,,,,,,,,,,Las Palmas,208,00:34:10.336,Pass,
,,,,,,,,,,,,,,0.601808,,,,,,,,,,,,,4b455ea5-8301-4bae-bfa7-091b094bbabb,3202,,"[47.0, 44.2]",3825618,79,,,,,1.4475306,,Right Foot,,,,"[48.4, 55.5]",,Ground Pass,11.386395,,,,,Juan Carlos Valerón Santana,15602.0,,,,,,,2,From Throw In,Jonathan Viera Ramos,10755.0,Left Center Forward,148,Las Palmas,208,['ee52de79-cd67-440d-a905-4936092a0179'],13,,,,,,,,,,,,,,,,,,Las Palmas,208,00:34:13.504,Pass,
,,,,,,,,,,,,,,0.730882,,,,,,,,,,,,,e0695430-23ea-4119-acfb-958a309f8c62,3205,,"[55.9, 50.6]",3825618,79,,,,,0.07006058,,Right Foot,,,,"[67.3, 51.4]",,Ground Pass,11.428036,,,,,Jonathan Viera Ramos,10755.0,,,,,,,2,From Throw In,Juan Carlos Valerón Santana,15602.0,Left Center Midfield,148,Las Palmas,208,['eaf6f230-0c25-4e18-8782-095d9909430c'],16,,,,,,,,,,,,,,,,,,Las Palmas,208,00:34:16.160,Pass,
,,,,,,,,,,,,,,0.842164,,,,,,,,,,,,,e935c09e-fabf-4e68-8541-bf2a4c5d586a,3211,,"[62.9, 53.5]",3825618,79,,,,,-0.38050637,,Right Foot,,,,"[70.9, 50.3]",,Ground Pass,8.616263,,,,,Jonathan Viera Ramos,10755.0,,,,,,Free Kick,2,From Free Kick,Juan Carlos Valerón Santana,15602.0,Left Center Midfield,149,Las Palmas,208,['000fa835-d411-44f6-9463-02d0e53ba1d0'],23,,,,,,,,,,,,,,,,,,Las Palmas,208,00:34:23.678,Pass,
,,,,,,,,,,,,,,0.683869,,,,,,,,,,,,,e3c68249-1cab-486a-8dad-4f759a092fcf,3215,,"[73.7, 50.0]",3825618,79,,,,,-0.2234766,,Right Foot,,,,"[84.7, 47.5]",,Ground Pass,11.280514,,,,,Nabil El Zhar,6608.0,,,,,,,2,From Free Kick,Jonathan Viera Ramos,10755.0,Left Center Forward,149,Las Palmas,208,"['47eeccc0-1b44-466f-ba6d-60f632f75188', 'feaaffda-68ee-4c6a-a7e7-72db33c7040e']",25,,,,,,,,,,,,,,,,,,Las Palmas,208,00:34:25.527,Pass,True
,,,,,,,,,,,,,,1.414499,,,,,,,,,,,,,7fc51af7-47c0-4fd0-92c5-c3f5c8a6db91,3218,,"[84.5, 51.4]",3825618,79,,,,,1.6251361,,Right Foot,,,,"[83.2, 75.3]",,Ground Pass,23.93533,,,,,David Simón Rodríguez Santana,7906.0,,,,,,,2,From Free Kick,Nabil El Zhar,6608.0,Left Wing Back,149,Las Palmas,208,['6a584d69-fcaf-4872-a317-dcd7459c4cfd'],27,,,,,,,,,,,,,,,,,,Las Palmas,208,00:34:27.042,Pass,
,,,,,,,,,,,,,,2.489122,,,,,,,,,,,,,490f117f-319a-4845-bad8-eb08027c6761,3221,,"[91.4, 71.1]",3825618,79,,,,,-1.1787208,ccb2fd44-7423-4c7f-b324-532af20ded67,Right Foot,True,,,"[109.8, 26.6]",,High Pass,48.154022,,,,,Willian José da Silva,6721.0,True,,True,,,,2,From Free Kick,David Simón Rodríguez Santana,7906.0,Right Wing Back,149,Las Palmas,208,['b5b9978d-2baf-4f22-a536-4bff20171607'],31,,,,,,,,,,,,,,,,,,Las Palmas,208,00:34:31.186,Pass,
,,,,,,,,,,,,,,3.199642,,,,,,,,,,,,,897c3151-c746-45a6-abf8-00080627daf6,3226,,"[7.0, 44.1]",3825618,80,,,,,0.069001704,,Right Foot,,,,"[77.9, 49.0]",,High Pass,71.06912,,,Incomplete,,,,,,,,,Goal Kick,2,From Goal Kick,Asier Riesgo Unamuno,10763.0,Goalkeeper,150,Eibar,322,['bc8c8af2-1783-4c3d-a4d3-2163b0eea93a'],3,,,,,,,,,,,,,,,,,,Eibar,322,00:35:03.036,Pass,
,,,,,,,,,,,,,,0.291903,,,,,,,,,,,,,a329a0e7-df90-4841-a990-81c4bb8ad801,3229,,"[58.1, 24.9]",3825618,80,,,,,-2.2634382,,Right Foot,,,,"[54.2, 20.2]",,Low Pass,6.1073728,,,Incomplete,,,,,,,,,Recovery,2,From Goal Kick,Willian José da Silva,6721.0,Right Center Midfield,150,Eibar,322,['42defc54-3e70-4d4c-9a08-e5e79bc50420'],7,,,,,,,,,,,,,,,,,,Las Palmas,208,00:35:07.389,Pass,
,,,,,,,,,,,,,,0.601305,,,,,,,,,,,,,ab6f6fb9-d6f4-4df1-8d3f-100db008f1b5,3238,,"[52.6, 2.5]",3825618,80,,,,,2.9312668,,Right Foot,,,,"[43.7, 4.4]",,Ground Pass,9.10055,,,,,Pedro Bigas Rigo,7907.0,,,,,,,2,Regular Play,Willian José da Silva,6721.0,Right Center Midfield,151,Las Palmas,208,['9ed26b91-d8f5-4788-8324-1f352808f6e6'],10,,,,,,,,,,,,,,,,,,Las Palmas,208,00:35:10.892,Pass,
,,,,,,,,,,,,,,0.448197,,,,,,,,,,,,,0ad89787-e4e9-4c42-93f4-0e0382cab291,3241,,"[43.7, 4.4]",3825618,80,,,,,1.3711125,,Left Foot,,,,"[45.4, 12.8]",,Ground Pass,8.570297,,,,,Mubarak Wakaso,6626.0,,,,,,,2,Regular Play,Pedro Bigas Rigo,7907.0,Left Center Back,151,Las Palmas,208,['2f986a59-e403-40e9-b069-5077d3aac00f'],12,,,,,,,,,,,,,,,,,,Las Palmas,208,00:35:12.343,Pass,
,,,,,,,,,,,,,,1.679935,,,,,,,,,,,,,64da7f52-5bd1-4dd0-a39b-4a7a93d33040,3244,,"[46.1, 9.1]",3825618,80,,,,,2.920764,,Left Foot,,,,"[31.4, 12.4]",,Ground Pass,15.065855,,,,,Aythami Artiles Oliva,8440.0,,,,,,,2,Regular Play,Mubarak Wakaso,6626.0,Center Defensive Midfield,151,Las Palmas,208,['2612b1d5-cc94-48bf-b608-9917b1736d4a'],14,,,,,,,,,,,,,,,,,,Las Palmas,208,00:35:14.002,Pass,
,,,,,,,,,,,,,,1.374662,,,,,,,,,,,,,550376f5-08ca-4b22-a29e-d5fb274df31c,3247,,"[31.4, 12.4]",3825618,80,,,,,1.2743429,,Right Foot,,,,"[39.8, 39.9]",,Ground Pass,28.754305,,,,,Juan Carlos Valerón Santana,15602.0,,,,,,,2,Regular Play,Aythami Artiles Oliva,8440.0,Center Back,151,Las Palmas,208,['83e9bcd3-b33e-46f5-a4e5-c233a82f1625'],16,,,,,,,,,,,,,,,,,,Las Palmas,208,00:35:16.535,Pass,
,,,,,,,,,,,,,,1.524324,,,,,,,,,,,,,80c85327-8f1f-490b-b316-facce410588b,3250,,"[40.0, 39.7]",3825618,80,,,,,0.4949725,,Right Foot,,,,"[68.9, 55.3]",,Ground Pass,32.84159,,,,,Nabil El Zhar,6608.0,,,,,,,2,Regular Play,Juan Carlos Valerón Santana,15602.0,Left Center Midfield,151,Las Palmas,208,['42dfba1b-3159-46c9-9bce-e27d3d011e0e'],20,,,,,,,,,,,,,,,,,,Las Palmas,208,00:35:20.120,Pass,
,,,,,,,,,,,,,,1.382028,,,,,,,,,,,,,0d337765-8ea8-4b40-b004-ac35b67e2a64,3260,,"[83.1, 50.3]",3825618,80,,,,,1.2397002,,Right Foot,,,,"[89.7, 69.5]",,Ground Pass,20.30271,,,,,David Simón Rodríguez Santana,7906.0,,,,,,,2,Regular Play,Nabil El Zhar,6608.0,Left Wing Back,151,Las Palmas,208,['a43f5698-3de4-4af3-96d0-a6740b4d5d96'],28,,,,,,,,,,,,,,,,,,Las Palmas,208,00:35:28.347,Pass,
,,,,,,,,,,,,,,1.381015,,,,,,,,,,,,,54b28b8c-1fd3-444e-8abe-58d1760ec54c,3263,,"[94.7, 67.8]",3825618,80,,,,,-2.4448504,,Right Foot,,,,"[80.0, 55.5]",,Ground Pass,19.16716,,,,,Juan Carlos Valerón Santana,15602.0,,,,,,,2,Regular Play,David Simón Rodríguez Santana,7906.0,Right Wing Back,151,Las Palmas,208,['5eed2360-5d86-4590-9e23-cd3ff9ba0d33'],32,,,,,,,,,,,,,,,,,,Las Palmas,208,00:35:32.322,Pass,
,,,,,,,,,,,,,,0.753544,,,,,,,,,,,,,82c86eff-8c8e-4e5d-a1e2-fcfacf355230,3266,,"[86.4, 53.5]",3825618,80,,,,,-1.8250169,,Right Foot,,,,"[83.1, 40.8]",,Ground Pass,13.1217375,,,,,Jonathan Viera Ramos,10755.0,,,,,,,2,Regular Play,Juan Carlos Valerón Santana,15602.0,Left Center Midfield,151,Las Palmas,208,['d25f4d40-3838-4054-9f35-f28e6118cc32'],36,,,,,,,,,,,,,,,,,,Las Palmas,208,00:35:36.460,Pass,
,,,,,,,,,,,,,,3.531908,,,,,,,,,,,,,e00eb973-f651-48cc-8262-18cf2050fce3,3269,,"[83.1, 40.8]",3825618,80,,,,,-0.95613337,,Right Foot,,,,"[105.9, 8.5]",,High Pass,39.536438,,,Incomplete,,Pedro Bigas Rigo,7907.0,,,,,,,2,Regular Play,Jonathan Viera Ramos,10755.0,Left Center Forward,151,Las Palmas,208,"['848040eb-887d-479f-b4cc-8187f14eb662', '990fbdc7-c08c-4c09-83d1-fba5547417bd']",38,,,,,,,,,,,,,,,,,,Las Palmas,208,00:35:38.829,Pass,
,,,,,,,,,,,,,,4.392447,,,,,,,,,,,,,ac930feb-4e12-4667-beb6-1fbe73ff255c,3273,,"[17.2, 72.0]",3825618,80,,,,,-0.019321267,,Right Foot,,,,"[58.6, 71.2]",,High Pass,41.40773,,,,,Saúl Berjón Pérez,24070.0,,,,,,,2,From Counter,Ander Capa Rodríguez,6699.0,Right Back,152,Eibar,322,['b122a69a-332f-439a-98b1-d43c9ddb5fdf'],42,,,,,,,,,,,,,,,,,,Eibar,322,00:35:42.561,Pass,
,,,,,,,,,,,,,,1.444958,,,,,,,,,,,,,e47241f5-9083-404d-912b-726d101ef04f,3276,,"[98.4, 58.8]",3825618,80,,,,,-0.48118967,e9756cfe-174b-4884-9477-2d0369a65a4c,Right Foot,,,,"[109.7, 52.9]",,Ground Pass,12.747549,,,,,Sergio Enrich Ametller,6700.0,True,,,Through Ball,True,,2,From Counter,Saúl Berjón Pérez,24070.0,Right Wing,152,Eibar,322,['8bff556c-6f23-46b3-be13-b2e1648367b4'],57,,,,,,,,,,,,,,,,,,Eibar,322,00:35:57.929,Pass,
,,,,,,,,,,,,,,1.410139,,,,,,,,,,,,,db664356-f728-400a-ac25-148c2adce7f3,3284,,"[50.3, 16.1]",3825618,81,,,,,1.6277522,,Right Foot,,,,"[49.0, 38.9]",,Ground Pass,22.83703,,,,,Juan Carlos Valerón Santana,15602.0,,,,,,,2,Regular Play,Jonathan Viera Ramos,10755.0,Left Center Forward,153,Las Palmas,208,['84f97d02-798d-4890-be6b-86d362ffe678'],8,,,,,,,,,,,,,,,,,,Las Palmas,208,00:36:08.473,Pass,
,,,,,,,,,,,,,,1.38248,,,,,,,,,,,,,04f6fa80-b471-409a-b775-8ca797a1421a,3288,,"[53.9, 33.3]",3825618,81,,,,,-0.4320999,,Right Foot,,,,"[74.5, 23.8]",,Ground Pass,22.685017,,,,,Willian José da Silva,6721.0,,,,,,,2,Regular Play,Juan Carlos Valerón Santana,15602.0,Left Center Midfield,153,Las Palmas,208,"['54e7a8cb-0b0e-4982-ac68-e0dd72bdbd22', 'a851e75d-0282-4621-bc7d-7b56ca5a6e34']",12,,,,,,,,,,,,,,,,,,Las Palmas,208,00:36:12.521,Pass,True
,,,,,,,,,,,,,,1.523192,,,,,,,,,,,,,9042bd10-106f-412a-a9d2-30a2b0e33be2,3291,,"[74.5, 23.8]",3825618,81,,,,,-1.8438051,,Right Foot,,,,"[70.3, 8.8]",,Ground Pass,15.576906,,,,,Jonathan Viera Ramos,10755.0,,,,,,,2,Regular Play,Willian José da Silva,6721.0,Right Center Midfield,153,Las Palmas,208,['819e6314-f203-4c9c-a854-371a5e106998'],13,,,,,,,,,,,,,,,,,,Las Palmas,208,00:36:13.944,Pass,
,,,,,,,,,,,,,,0.894741,,,,,,,,,,,,,b0e37ca2-3743-4563-8e3b-a8d0fb9d1b44,3297,,"[72.8, 17.4]",3825618,81,,,,,0.14862844,,Right Foot,,,,"[91.5, 20.2]",,Ground Pass,18.908464,,,,,Willian José da Silva,6721.0,,,,,,Free Kick,2,From Free Kick,Jonathan Viera Ramos,10755.0,Left Center Forward,154,Las Palmas,208,['d5f187c9-4d9b-4096-b7bc-83fa8f9dd644'],25,,,,,,,,,,,,,,,,,,Las Palmas,208,00:36:25.043,Pass,
,,,,,,,,,,,,,,1.459386,,,,,,,,,,,,,b2872e38-9741-4f0c-89d6-c9f44edc3fb0,3300,,"[91.5, 20.2]",3825618,81,,,,,-2.128627,,Right Foot,,,,"[84.2, 8.5]",,Ground Pass,13.790577,,,,,Pedro Bigas Rigo,7907.0,,,,,,,2,From Free Kick,Willian José da Silva,6721.0,Right Center Midfield,154,Las Palmas,208,['c748e093-5e8f-4645-b37c-f488152641aa'],25,,,,,,,,,,,,,,,,,,Las Palmas,208,00:36:25.978,Pass,
,,,,,,,,,,,,,,0.713874,,,,,,,,,,,,,650945db-b9a3-422a-a4f7-935dda0145e0,3303,,"[84.2, 8.5]",3825618,81,,,,,2.145101,,Right Foot,,,,"[79.8, 15.3]",,Ground Pass,8.099382,,,,,Jonathan Viera Ramos,10755.0,,,,,,,2,From Free Kick,Pedro Bigas Rigo,7907.0,Left Center Back,154,Las Palmas,208,['57f76169-03f5-43eb-a4de-e982e9211519'],28,,,,,,,,,,,,,,,,,,Las Palmas,208,00:36:28.431,Pass,
,,,,,,,,,,,,,,1.013339,,,,,,,,,,,,,ce5049ac-ef79-4153-9c76-bd85beb7466e,3306,,"[79.8, 15.3]",3825618,81,,,,,2.105994,,Right Foot,,,,"[73.1, 26.6]",,Ground Pass,13.1369705,,,,,Juan Carlos Valerón Santana,15602.0,,,,,,,2,From Free Kick,Jonathan Viera Ramos,10755.0,Left Center Forward,154,Las Palmas,208,['971fb0b4-cd9d-45a5-8919-9bb9882f70df'],29,,,,,,,,,,,,,,,,,,Las Palmas,208,00:36:29.878,Pass,
,,,,,,,,,,,,,,0.737416,,,,,,,,,,,,,32ce9c22-10c4-48bd-a5a9-3eea2b00a59c,3309,,"[77.5, 23.8]",3825618,81,,,,,0.28746322,,Right Foot,,,,"[89.0, 27.2]",,Ground Pass,11.992081,,,,,Jonathan Viera Ramos,10755.0,,,,,,,2,From Free Kick,Juan Carlos Valerón Santana,15602.0,Left Center Midfield,154,Las Palmas,208,['728eccb1-b4b8-474d-81e0-93c67f4c14ac'],33,,,,,,,,,,,,,,,,,,Las Palmas,208,00:36:33.727,Pass,
,,,,,,,,,,,,,,2.363071,,,,,,,,,,,,,a6911744-7b1d-4a0e-92e5-0f1bffc8b5b3,3316,,"[31.7, 58.2]",3825618,81,,,,,0.59171546,,Right Foot,,,,"[50.3, 70.7]",,Low Pass,22.410042,,,,,Saúl Berjón Pérez,24070.0,,,,,,,2,Regular Play,Daniel García Carrillo,6775.0,Left Defensive Midfield,155,Eibar,322,['d486f053-2be6-45a3-8a01-b1b031b9b60b'],36,,,,,,,,,,,,,,,,,,Eibar,322,00:36:36.805,Pass,
,,,,,,,,,,,,,,1.611887,,,,,,,,,,,,,d75e944a-4525-4aeb-85bc-96c777c53697,3319,,"[70.1, 72.0]",3825618,81,,,,,3.0276604,,Right Foot,,,,"[50.0, 74.3]",,Ground Pass,20.231165,,,,,Ander Capa Rodríguez,6699.0,,,,,,,2,Regular Play,Saúl Berjón Pérez,24070.0,Right Wing,155,Eibar,322,['d16dc91c-71c1-4484-b492-570d2b1df7df'],44,,,,,,,,,,,,,,,,,,Eibar,322,00:36:44.932,Pass,
,,,,,,,,,,,,,,2.094543,,,,,,,,,,,,,d5ce9574-4636-488c-b7c1-03e4bc599edc,3323,,"[58.4, 77.9]",3825618,81,,,,,-0.86666673,,Right Foot,,,,"[78.7, 54.0]",,High Pass,31.357615,,,Incomplete,,Sergio Enrich Ametller,6700.0,,,,,,,2,Regular Play,Ander Capa Rodríguez,6699.0,Right Back,155,Eibar,322,"['ba1f207c-8481-4476-a762-4cdde40c08d0', 'e931f3a3-47fe-4fd5-9c67-ebe723c87563']",48,,,,,,,,,,,,,,,,,,Eibar,322,00:36:48.059,Pass,
,,,,,,,,,,,,,,1.377296,,,,,,,,,,,,,ba1f207c-8481-4476-a762-4cdde40c08d0,3325,,"[41.4, 26.1]",3825618,81,,,,,-0.265575,,Head,,,,"[53.9, 22.7]",,High Pass,12.95415,,,,,Willian José da Silva,6721.0,,,,,,Recovery,2,Regular Play,David García Santana,6927.0,Right Center Back,155,Eibar,322,"['d5ce9574-4636-488c-b7c1-03e4bc599edc', 'fcda1d1b-4175-42c8-aec9-69f255e5a0d0']",50,,,,,,,,,,,,,,,,,,Las Palmas,208,00:36:50.154,Pass,
,,,,,,,,,,,,,,1.761274,,,,,,,,,,,,,70678ee9-118c-4315-aec3-47dcc512f9e4,3328,,"[55.0, 22.5]",3825618,81,,,,,-0.07982998,,Right Foot,,,,"[72.5, 21.1]",,Low Pass,17.55591,,,Incomplete,,,,,,,,,,2,Regular Play,Willian José da Silva,6721.0,Right Center Midfield,155,Eibar,322,['ef8e4348-95b7-4ff9-81ce-3c139e4c9be9'],51,,,,,,,,,,,,,,,,,,Las Palmas,208,00:36:51.565,Pass,
,,,,,,,,,,,,,,4.002006,,,,,,,,,,,,,ef8e4348-95b7-4ff9-81ce-3c139e4c9be9,3329,,"[47.6, 59.0]",3825618,81,,,,,-1.1701283,,Right Foot,,,,"[67.0, 13.2]",,High Pass,49.73932,,,,,Takashi Inui,5687.0,,,True,,,Recovery,2,Regular Play,Mauro Javier Dos Santos,6837.0,Right Center Back,155,Eibar,322,"['6010e004-faca-4afa-8c3f-b7f1f12cd926', '70678ee9-118c-4315-aec3-47dcc512f9e4']",53,,,,,,,,,,,,,,,,,,Eibar,322,00:36:53.327,Pass,
,,,,,,,,,,,,,,1.696718,,,,,,,,,,,,,59893589-48ed-4837-912b-3e5c4c48e6fd,3332,,"[67.0, 13.2]",3825618,81,,,,,2.9056344,,Right Foot,,,,"[48.7, 17.6]",,Ground Pass,18.82153,,,,,David Juncà Reñé,6776.0,,,,,,,2,Regular Play,Takashi Inui,5687.0,Left Wing,155,Eibar,322,['0081b6d1-ad94-4b93-97bf-3bf74eaf011a'],57,,,,,,,,,,,,,,,,,,Eibar,322,00:36:57.337,Pass,
,,,,,,,,,,,,,,1.249208,,,,,,,,,,,,,e5e174b6-35ea-4ca8-b5d5-b51dc02d8dde,3335,,"[48.7, 17.6]",3825618,82,,,,,0.6955123,,Left Foot,,,,"[61.4, 28.2]",,Ground Pass,16.54237,,,,,Daniel García Carrillo,6775.0,,,,,,,2,Regular Play,David Juncà Reñé,6776.0,Left Back,155,Eibar,322,['6b13bdc9-262a-4f08-a340-537b16f4e33e'],0,,,,,,,,,,,,,,,,,,Eibar,322,00:37:00.061,Pass,
,,,,,,,,,,,,,,0.812382,,,,,,,,,,,,,991fccf0-577f-4b2a-92e0-6a9af748009b,3338,,"[88.1, 24.8]",3825618,82,,,,,-1.1941924,,Right Foot,,,,"[95.1, 7.1]",,Ground Pass,19.033916,,,,,Takashi Inui,5687.0,,,,,,,2,Regular Play,Daniel García Carrillo,6775.0,Left Defensive Midfield,155,Eibar,322,['24c96d24-e67b-4706-906f-4241e42a661a'],5,,,,,,,,,,,,,,,,,,Eibar,322,00:37:05.649,Pass,
,,,,,,,,,,,,,,1.485721,,,,,,,,,,,,,fb56d7ca-1717-444d-a1a0-0ef900298706,3341,,"[93.7, 18.8]",3825618,82,,,,,1.4881448,,Right Foot,,,,"[95.1, 35.7]",,Ground Pass,16.95789,,,,,Sergio Enrich Ametller,6700.0,,,,,,,2,Regular Play,Takashi Inui,5687.0,Left Wing,155,Eibar,322,['7f1a5396-f74d-4cca-a446-4fab79cea66d'],8,,,,,,,,,,,,,,,,,,Eibar,322,00:37:08.248,Pass,
,,,,,,,,,,,,,,0.988108,,,,,,,,,,,,,2a0ff104-4aa4-47e0-8bd7-b8b9eeb38f72,3344,,"[95.1, 35.7]",3825618,82,,,,,-0.40861848,,Right Foot,,,,"[104.8, 31.5]",,Ground Pass,10.570241,,,Incomplete,,Takashi Inui,5687.0,,,,Through Ball,True,,2,Regular Play,Sergio Enrich Ametller,6700.0,Center Forward,155,Eibar,322,"['057d3caa-4760-4ee1-af89-1cd21b07c5d2', 'c40d13bc-568e-4fca-aef5-d74bffb41e56']",9,,,,,,,,,,,,,,,,,,Eibar,322,00:37:09.813,Pass,
,,,,,,,,,,,,,,1.098838,,,,,,,,,,,,,057d3caa-4760-4ee1-af89-1cd21b07c5d2,3346,,"[15.3, 48.6]",3825618,82,,,,,-0.6857295,,Right Foot,,,,"[19.7, 45.0]",,Ground Pass,5.685068,,,,,Aythami Artiles Oliva,8440.0,,,,,,Recovery,2,Regular Play,David García Santana,6927.0,Right Center Back,156,Las Palmas,208,"['2a0ff104-4aa4-47e0-8bd7-b8b9eeb38f72', 'dfa12e40-ee7e-402e-a287-9dc0625c66d0']",10,,,,,,,,,,,,,,,,,,Las Palmas,208,00:37:10.802,Pass,
