50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,f24d776d-e148-4c82-aca7-3d2fdb9c9e2b,1,,,3825732,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Celta Vigo,209,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 6884, 'name': 'Sergio Álvarez Conde'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6802, 'name': 'Jonathan Castro Otto'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 19}, {'player': {'id': 6805, 'name': 'Hugo Mallo Novegil'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 6794, 'name': 'Gustavo Daniel Cabral Cáceres'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 22}, {'player': {'id': 7577, 'name': 'Carles Planas Antolínez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 21}, {'player': {'id': 6797, 'name': 'Daniel Wass'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 6801, 'name': 'Pedro Pablo Hernández'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 5217, 'name': 'Iago Aspas Juncal'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 9}, {'player': {'id': 7105, 'name': 'Fabián Ariel Orellana Valenzuela'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 14}, {'player': {'id': 23785, 'name': ""Théo Bongonda Mbul''Ofeko Batombo""}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 6038, 'name': 'John Guidetti'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]}",Celta Vigo,209,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,7fbf3832-d283-4f4b-b2d6-dd2ab42ed51e,2,,,3825732,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Celta Vigo,209,,0,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 23843, 'name': 'Diego Mariño Villar'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 25}, {'player': {'id': 6787, 'name': 'Pedro López Muñoz'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 19}, {'player': {'id': 26012, 'name': 'David Navarro Pedrós'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 6647, 'name': 'Zouhair Feddal'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 24}, {'player': {'id': 6784, 'name': 'Antonio García Aranda'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 27122, 'name': 'Simão Mate'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 27463, 'name': 'Mauricio Andrés Cuero Castillo'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 9}, {'player': {'id': 6659, 'name': 'Víctor Camarasa Ferrando'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 5678, 'name': 'Jefferson Andrés Lerma Solís'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 6668, 'name': 'José Luis Morales Nogales'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 11}, {'player': {'id': 25134, 'name': 'Deyverson Brum Silva Acosta'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 20}]}",Levante UD,221,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,d0bdf921-9136-4139-9151-0a4618fb31a6,3,,,3825732,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Celta Vigo,209,['5d1c195a-245c-4269-b03e-c61530bafb39'],0,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,5d1c195a-245c-4269-b03e-c61530bafb39,4,,,3825732,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Celta Vigo,209,['d0bdf921-9136-4139-9151-0a4618fb31a6'],0,,,,,,,,,,,,,,,,,Levante UD,221,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,4bcd2612-3f1c-47c1-810c-ba31d3866142,1821,,,3825732,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,127,Celta Vigo,209,['f4c56744-8894-4278-b3ee-b77f1c146a7d'],0,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,f4c56744-8894-4278-b3ee-b77f1c146a7d,1822,,,3825732,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,127,Celta Vigo,209,['4bcd2612-3f1c-47c1-810c-ba31d3866142'],0,,,,,,,,,,,,,,,,,Levante UD,221,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.391933,,,,,,,,,,,,d95376a7-39b6-4271-8094-63a75554f0c7,5,,"[61.0, 40.1]",3825732,0,,True,,,1.8347601,,Left Foot,,,,"[60.0, 43.8]",,Ground Pass,,3.8327537,,,José Luis Morales Nogales,6668.0,,,,,,Kick Off,1,From Kick Off,Deyverson Brum Silva Acosta,25134.0,Center Forward,2,Levante UD,221,['40abbf97-97c5-45c8-b1df-f51f7154b31a'],0,,,,,,,,,,,,,,,,,Levante UD,221,00:00:00.483,Pass,
,,,,,,,,,,,,,,,,,1.768737,,,,,,,,,,,,689e6a40-fbcf-4d62-aa89-70d91e89d0ad,7,,"[60.9, 44.4]",3825732,0,,,,,-2.942077,,Right Foot,,,,"[33.7, 38.9]",,Ground Pass,,27.750496,,,David Navarro Pedrós,26012.0,,,,,,,1,From Kick Off,José Luis Morales Nogales,6668.0,Left Midfield,2,Levante UD,221,['2d5c73cd-f665-4dc5-892f-79c32f54409d'],1,,,,,,,,,,,,,,,,,Levante UD,221,00:00:01.616,Pass,
,,,,,,,,,,,,,,,,,2.382021,,,,,,,,,,,,f6993ea3-9d06-40bc-8ebd-637f56baeb26,10,,"[33.7, 38.9]",3825732,0,,,,,2.9427068,,Right Foot,,,,"[7.9, 44.1]",,Ground Pass,,26.318815,,,Diego Mariño Villar,23843.0,,,,,,,1,From Kick Off,David Navarro Pedrós,26012.0,Right Center Back,2,Levante UD,221,['73d3565b-3b01-4172-8a12-bd479f5b68ef'],3,,,,,,,,,,,,,,,,,Levante UD,221,00:00:03.659,Pass,
,,,,,,,,,,,,,,,,,3.718818,,,,,,,,,,,,abfc0fe9-5387-4a33-8ee6-9e3a08e1f4e4,13,,"[8.5, 43.8]",3825732,0,,,,,-0.062600315,,Right Foot,,,,"[77.1, 39.5]",,High Pass,,68.734634,,,Deyverson Brum Silva Acosta,25134.0,,,,,,,1,From Kick Off,Diego Mariño Villar,23843.0,Goalkeeper,2,Levante UD,221,['56c54e32-f11e-4291-83d6-528dd5e15b8c'],6,,,,,,,,,,,,,,,,,Levante UD,221,00:00:06.081,Pass,
