bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,2.040085,,,,,,,,,,,,c1fd8493-45ea-40c9-970d-8725822cffad,15,,"[50.4, 12.7]",3825778,0,,,,,0.7135222,,Left Foot,,,,"[57.1, 18.5]",,High Pass,,8.861715,,,,,Alejandro Menéndez Díez,23994.0,,,,,,,1,From Throw In,Alen Halilović,6926.0,Right Center Forward,3,Sporting Gijón,1041,"['26c80bef-4150-4a24-9cd4-689ee9f8fe93', 'e2c9d458-742c-4e64-9387-1ed765878f67']",20,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:20.625,Pass,True
,,,,,,,,,,,,,,,,,,0.525553,,,,,,,,,,,,4e5d8f9b-392e-409e-b60c-eb4be8224ea5,19,,"[63.5, 65.3]",3825778,0,,,,,0.0,,Left Foot,,,,"[63.5, 65.3]",,Ground Pass,,0.0,,,Incomplete,,Petros Matheus dos Santos Araújo,27346.0,,,,,,Recovery,1,From Throw In,Germán Alejandro Pezzella,7161.0,Right Center Back,3,Sporting Gijón,1041,"['5fdb0280-f84f-49e4-a400-830d857f76e6', 'de88c860-4893-4360-a282-bb1e458c5011']",23,,,,,,,,,,,,,,,,,,Real Betis,218,00:00:23.802,Pass,
,,,,,,,,,,,,,,,,,,1.707307,,,,,,,,,,,,9e7f0122-ee21-4718-a47e-56b88b2cfebc,23,,"[87.9, 24.5]",3825778,0,,,,,1.4965835,,Left Foot,,,,"[89.9, 51.4]",,Ground Pass,,26.974247,,,,,Carlos Carmona Bonet,23848.0,,,,,,,1,From Throw In,Alen Halilović,6926.0,Right Center Forward,3,Sporting Gijón,1041,['b138cf96-6a8a-4c6d-bbb6-24f1b0985232'],27,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:27.138,Pass,
,,,,,,,,,,,,,,,,,,2.019359,,,,,,,,,,,,3ea4f200-7ceb-43f7-ba9c-378693d4fcbd,28,,"[26.6, 32.5]",3825778,0,,,,,-0.72989964,,Right Foot,,,,"[36.1, 24.0]",,Low Pass,,12.747549,,,,,Charly Musonda Junior,3601.0,,,,,,Recovery,1,Regular Play,Alfred John Momar N''Diaye,5671.0,Right Defensive Midfield,4,Real Betis,218,"['669f0545-7022-4da7-955d-8c15b7346762', 'a8778d71-d7c8-4908-98fc-3130cc0c84b8']",29,,,,,,,,,,,,,,,,,,Real Betis,218,00:00:29.881,Pass,True
,,,,,,,,,,,,,,,,,,1.691611,,,,,,,,,,,,667d68c7-75ea-4089-922d-46bc58af9344,34,,"[34.6, 24.9]",3825778,0,,True,,,-1.6639836,,Right Foot,,,,"[32.6, 3.5]",,Ground Pass,,21.493256,,,,,Juan Manuel Vargas Risco,27347.0,,,,,,Free Kick,1,From Free Kick,Petros Matheus dos Santos Araújo,27346.0,Left Defensive Midfield,5,Real Betis,218,['e8159b69-7fcc-4f70-b580-4307127df6ed'],42,,,,,,,,,,,,,,,,,,Real Betis,218,00:00:42.699,Pass,
,,,,,,,,,,,,,,,,,,1.470709,,,,,,,,,,,,d725e2da-b0e8-4cca-9adc-363fe6e5f311,36,,"[29.9, 10.2]",3825778,0,,,,,1.5431536,,Left Foot,,,,"[30.5, 31.9]",,Ground Pass,,21.708294,,,,,Bruno González Cabrera,6872.0,,,,,,,1,From Free Kick,Juan Manuel Vargas Risco,27347.0,Left Back,5,Real Betis,218,['344abde2-59b4-4231-9a52-57a2e32de9bf'],45,,,,,,,,,,,,,,,,,,Real Betis,218,00:00:45.341,Pass,
,,,,,,,,,,,,,,,,,,1.270528,,,,,,,,,,,,176c0fd6-642f-472d-b7ee-b8bcbd5e9811,39,,"[30.5, 31.9]",3825778,0,,,,,1.5707964,,Right Foot,,,,"[30.5, 64.8]",,Ground Pass,,32.9,,,,,Germán Alejandro Pezzella,7161.0,,,,,,,1,From Free Kick,Bruno González Cabrera,6872.0,Left Center Back,5,Real Betis,218,['532bbe0a-c9c5-456e-b836-5e294f454fd1'],48,,,,,,,,,,,,,,,,,,Real Betis,218,00:00:48.241,Pass,
,,,,,,,,,,,,,,,,,,1.36933,,,,,,,,,,,,4176808e-5e35-464f-9256-ea76bab2e2ee,42,,"[33.7, 63.9]",3825778,0,,,,,1.009633,,Left Foot,,,,"[42.5, 77.9]",,Ground Pass,,16.536022,,,,,Martín Montoya Torralbo,6593.0,,,,,,,1,From Free Kick,Germán Alejandro Pezzella,7161.0,Right Center Back,5,Real Betis,218,['4acb5aa0-8139-489b-918f-372cbb41e074'],50,,,,,,,,,,,,,,,,,,Real Betis,218,00:00:50.497,Pass,
,,,,,,,,,,,,,,,,,,0.587992,,,,,,,,,,,,859a67a3-a754-49e7-8d4d-f2b89e098a43,46,,"[41.9, 78.8]",3825778,0,,,,,0.1269728,,Right Foot,,,,"[51.3, 80.0]",,Ground Pass,,9.476286,,,,,Foued Kadir,186264.0,,,,,,,1,From Free Kick,Martín Montoya Torralbo,6593.0,Right Back,5,Real Betis,218,"['44921538-3e04-48fc-b7c1-7d8b94714f74', '859c1ebd-25a2-4b1b-99d4-dc69ce5d12d0']",52,,,,,,,,,,,,,,,,,,Real Betis,218,00:00:52.895,Pass,True
,,,,,,,,,,,,,,,,,,0.907305,,,,,,,,,,,,3da3e75b-ebf2-4c43-bb10-1c0441f264c4,50,,"[45.5, 78.8]",3825778,0,,,,,-2.6546934,,Left Foot,,,,"[37.0, 74.3]",,Ground Pass,,9.617692,,,,,Alfred John Momar N''Diaye,5671.0,,,,,,,1,From Free Kick,Foued Kadir,186264.0,Right Midfield,5,Real Betis,218,['5c5ea907-933f-42d9-a482-5d5943cb3946'],55,,,,,,,,,,,,,,,,,,Real Betis,218,00:00:55.222,Pass,
,,,,,,,,,,,,,,,,,,5.178396,,,,,,,,,,,,33dd2a83-15ce-4d8c-b5fc-0cfebc4b805d,53,,"[37.0, 74.3]",3825778,0,,,,,0.105852865,,Right Foot,,,,"[85.0, 79.4]",,High Pass,,48.270176,,,Incomplete,,Ricky van Wolfswinkel,27348.0,,,,,,,1,From Free Kick,Alfred John Momar N''Diaye,5671.0,Right Defensive Midfield,5,Real Betis,218,"['1dd0c7bc-f273-4f6e-ad8a-029d59432f60', '6918e806-1a57-43b7-94a1-23b267b32c4c', 'e7a1a5a6-a094-4891-9236-460a78051088']",56,,,,,,,,,,,,,,,,,,Real Betis,218,00:00:56.129,Pass,True
,,,,,,,,,,,,,,,,,,1.315626,,,,,,,,,,,,09216b40-9fc3-40b9-b719-9f20f8ac5eb8,57,,"[32.4, 1.3]",3825778,1,,,,,0.8640236,,Right Foot,,,,"[40.0, 10.2]",,Ground Pass,,11.703419,,,,,Carlos Castro García,24173.0,,,,,,,1,Regular Play,Jorge Meré Pérez,8818.0,Left Center Back,6,Sporting Gijón,1041,['3ee7e0e8-5855-485b-bc6b-3472aca29e90'],2,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:01:02.084,Pass,
,,,,,,,,,,,,,,,,,,1.470571,,,,,,,,,,,,474a39bd-5620-49ae-a1e3-76509f2af407,60,,"[40.4, 10.9]",3825778,1,,,,,2.4021392,,Right Foot,,,,"[31.3, 19.2]",,Ground Pass,,12.316655,,,,,Luis Hernández Rodríguez,6561.0,,,,,,,1,Regular Play,Carlos Castro García,24173.0,Left Center Forward,6,Sporting Gijón,1041,['db9d49ed-22e1-416a-8717-6387684c7914'],4,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:01:04.148,Pass,
,,,,,,,,,,,,,,,,,,1.088991,,,,,,,,,,,,ebcb4ec6-4ad1-43ba-a90c-34505743e0fb,63,,"[31.3, 19.2]",3825778,1,,,,,0.7853982,,Right Foot,,,,"[44.2, 32.1]",,Ground Pass,,18.243355,,,,,Alen Halilović,6926.0,,,,,,,1,Regular Play,Luis Hernández Rodríguez,6561.0,Right Center Back,6,Sporting Gijón,1041,['3a38784c-3bb5-420b-8113-1e7898956270'],6,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:01:06.389,Pass,
,,,,,,,,,,,,,,,,,,1.285746,,,,,,,,,,,,e4624058-2647-4f7c-a8ae-bac7c96019a9,67,,"[44.2, 32.1]",3825778,1,,,,,-2.9594243,,Left Foot,,,,"[32.8, 30.0]",,Ground Pass,,11.591807,,,,,Jorge Meré Pérez,8818.0,,,,,,,1,Regular Play,Alen Halilović,6926.0,Right Center Forward,6,Sporting Gijón,1041,"['156004bd-fe62-422f-8dec-5ff4beb50eed', 'b34e2f29-43b9-4bc1-93ec-bd3fcce57629']",7,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:01:07.518,Pass,True
,,,,,,,,,,,,,,,,,,1.470466,,,,,,,,,,,,d24aef1c-819b-4e87-b1d1-daa9faa4de29,71,,"[32.8, 30.0]",3825778,1,,,,,0.7333126,,Right Foot,,,,"[55.0, 50.0]",,Ground Pass,,29.880428,,,,,Carlos Carmona Bonet,23848.0,,,,,,,1,Regular Play,Jorge Meré Pérez,8818.0,Left Center Back,6,Sporting Gijón,1041,"['94c4c3bb-7995-4466-8054-232ea62d2e06', 'fc316c46-099a-42b3-ac5d-a6d6abc675a9']",9,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:01:09.511,Pass,True
,,,,,,,,,,,,,,,,,,1.526769,,,,,,,,,,,,ae9598fd-223d-46c8-9d06-52751055b3ce,76,,"[59.4, 31.8]",3825778,1,,,,,-1.5027199,,Right Foot,,,,"[61.2, 5.4]",,Low Pass,,26.461292,,,,,Ismael López Blanco,24263.0,,,,,,,1,Regular Play,Carlos Carmona Bonet,23848.0,Right Midfield,6,Sporting Gijón,1041,['9b75c30e-1297-4ae0-83da-d77d0160e743'],14,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:01:14.570,Pass,
,,,,,,,,,,,,,,,,,,2.286904,,,,,,,,,,,,96f29e72-7c19-4485-9731-e6932366170e,80,,"[76.4, 2.8]",3825778,1,,,,,0.15480244,,Left Foot,,,,"[107.8, 7.7]",,Ground Pass,,31.780025,,,,,Alejandro Menéndez Díez,23994.0,,,,,,,1,Regular Play,Ismael López Blanco,24263.0,Left Back,6,Sporting Gijón,1041,['21d9120e-e805-4f13-b24a-3801287e6a95'],19,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:01:19.495,Pass,
,,,,,,,,,,,,,,,,,,1.079519,,,,,,,,,,,,3e683900-9d78-45d6-8af9-06a809a75a91,83,,"[107.8, 7.7]",3825778,1,,,,,1.8483858,,Left Foot,,,,"[102.5, 26.3]",,Ground Pass,,19.340372,,,,,Carlos Carmona Bonet,23848.0,,,,,,,1,Regular Play,Alejandro Menéndez Díez,23994.0,Left Midfield,6,Sporting Gijón,1041,['780276ed-dfd1-4d60-a366-3d1948eee0b8'],21,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:01:21.902,Pass,
,,,,,,,,,,,,,,,,,,2.298489,,,,,,,,,,,,f7e157ad-ba44-4aad-bb93-78651b1a3555,91,,"[29.0, 55.9]",3825778,1,,,,,-1.2973845,,Right Foot,,,,"[41.9, 9.9]",,Ground Pass,,47.774574,,,,,Charly Musonda Junior,3601.0,,,True,,,,1,Regular Play,Petros Matheus dos Santos Araújo,27346.0,Left Defensive Midfield,7,Real Betis,218,['6c309001-d0e4-44e3-926a-bd6a3be1646d'],26,,,,,,,,,,,,,,,,,,Real Betis,218,00:01:26.774,Pass,
,,,,,,,,,,,,,,,,,,1.212301,,,,,,,,,,,,d49794ca-a3fe-4b39-b728-a09584816981,94,,"[78.5, 11.1]",3825778,1,,,,,-0.23737425,,Right Foot,,,,"[90.9, 8.1]",,Ground Pass,,12.757743,,,,,Rubén Castro Martín,6832.0,,,,,,,1,Regular Play,Charly Musonda Junior,3601.0,Left Midfield,7,Real Betis,218,['2337adb8-8b57-4cae-bd15-51982e29a9f6'],32,,,,,,,,,,,,,,,,,,Real Betis,218,00:01:32.807,Pass,
,,,,,,,,,,,,,,,,,,1.138715,,,,,,,,,,,,e87ed916-f275-4dcd-b23f-dfc4bf16e291,103,,"[36.8, 55.8]",3825778,1,,,,,2.7953072,,Right Foot,,,,"[27.1, 59.3]",,Ground Pass,,10.312129,,,,,Jorge Meré Pérez,8818.0,,,,,,,1,Regular Play,Carlos Carmona Bonet,23848.0,Right Midfield,8,Sporting Gijón,1041,"['05929e4e-3479-4b6b-a2b0-eb989ac89a69', '4ae7e45d-0309-4569-ab6a-5100f2f6925b']",38,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:01:38.133,Pass,True
,,,,,,,,,,,,,,,,,,1.0694,,,,,,,,,,,,17fd813a-4c78-4d0e-b133-2e63a29d14d1,106,,"[27.1, 59.3]",3825778,1,,,,,-2.2419403,,Right Foot,,,,"[19.0, 49.1]",,Ground Pass,,13.024976,,,,,Luis Hernández Rodríguez,6561.0,,,,,,,1,Regular Play,Jorge Meré Pérez,8818.0,Left Center Back,8,Sporting Gijón,1041,['530de53e-273f-45d3-bd53-b5d73cdcd2e8'],39,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:01:39.330,Pass,
,,,,,,,,,,,,,,,,,,0.867096,,,,,,,,,,,,ea53ba87-bb83-4385-b740-51985642f6b0,110,,"[19.3, 51.2]",3825778,1,,,,,0.012421722,,Right Foot,,,,"[35.4, 51.4]",,Ground Pass,,16.101242,,,,,Carlos Carmona Bonet,23848.0,,,,,,,1,Regular Play,Luis Hernández Rodríguez,6561.0,Right Center Back,8,Sporting Gijón,1041,"['20bcf4cc-ef21-4c54-9a8d-dbeee235b256', '5a1e1489-802a-468f-9186-268424ca91a8']",40,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:01:40.751,Pass,True
,,,,,,,,,,,,,,,,,,0.940282,,,,,,,,,,,,e5d45747-fad0-46e4-93e3-562badcff415,113,,"[38.4, 51.4]",3825778,1,,,,,0.8315193,,Right Foot,,,,"[47.7, 61.6]",,Ground Pass,,13.803261,,,,,Alen Halilović,6926.0,,,,,,,1,Regular Play,Carlos Carmona Bonet,23848.0,Right Midfield,8,Sporting Gijón,1041,['6f7b6506-bc42-4165-9ed2-ecd5e65690cc'],43,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:01:43.078,Pass,
,,,,,,,,,,,,,,,,,,1.217221,,,,,,,,,,,,6bd7d878-b666-4ff6-8674-84d4bbfe92d4,116,,"[47.7, 61.6]",3825778,1,,,,,-1.7574856,,Left Foot,,,,"[46.0, 52.6]",,Ground Pass,,9.159148,,,Incomplete,,Carlos Castro García,24173.0,,,,,,,1,Regular Play,Alen Halilović,6926.0,Right Center Forward,8,Sporting Gijón,1041,"['7fd0f5dc-7e08-421c-a56e-7efd79229213', 'ec4b6203-c7e5-4322-bece-6218353a6cbe']",44,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:01:44.021,Pass,
,,,,,,,,,,,,,,,,,,1.033065,,,,,,,,,,,,2ab3ce5f-cf95-415a-a219-2b7053eebbb5,121,,"[61.9, 31.0]",3825778,1,,,,,1.4314612,,Right Foot,,,,"[64.2, 47.4]",,Ground Pass,,16.560495,,,,,Foued Kadir,186264.0,,,,,,,1,Regular Play,Alfred John Momar N''Diaye,5671.0,Right Defensive Midfield,9,Real Betis,218,['b147fe41-90c0-4d1b-bd69-a0faecc5c4ac'],49,,,,,,,,,,,,,,,,,,Real Betis,218,00:01:49.951,Pass,
,,,,,,,,,,,,,,,,,,1.739891,,,,,,,,,,,,ed7545c2-2cbb-4401-8e36-78f8876ce9f9,124,,"[74.1, 55.1]",3825778,1,,,,,1.2924967,,Right Foot,,,,"[80.3, 76.8]",,Ground Pass,,22.56834,,,,,Martín Montoya Torralbo,6593.0,,,,,,,1,Regular Play,Foued Kadir,186264.0,Right Midfield,9,Real Betis,218,['98d25efc-5698-42fd-9f8f-a71001c8ab8e'],53,,,,,,,,,,,,,,,,,,Real Betis,218,00:01:53.552,Pass,
,,,,,,,,,,,,,,,,,,2.431606,,,,,,,,,,,,1492c98e-4708-42fd-94b3-695d0891d2a6,127,,"[72.4, 63.5]",3825778,1,,,,,-2.299821,,Right Foot,,,,"[51.5, 40.1]",,Ground Pass,,31.374672,,,,,Bruno González Cabrera,6872.0,,,,,,,1,Regular Play,Martín Montoya Torralbo,6593.0,Right Back,9,Real Betis,218,['6137648f-c476-404d-a8a6-5d294accc8d7'],59,,,,,,,,,,,,,,,,,,Real Betis,218,00:01:59.126,Pass,
,,,,,,,,,,,,,,,,,,2.164385,,,,,,,,,,,,1f6fbdf8-b27a-44b2-9a6e-42672b3ba1e7,130,,"[51.5, 40.1]",3825778,2,,,,,-1.3720176,,Right Foot,,,,"[57.1, 12.3]",,Ground Pass,,28.35842,,,,,Juan Manuel Vargas Risco,27347.0,,,,,,,1,Regular Play,Bruno González Cabrera,6872.0,Left Center Back,9,Real Betis,218,['90d77219-35ed-49e5-b652-953bf1254db9'],2,,,,,,,,,,,,,,,,,,Real Betis,218,00:02:02.305,Pass,
,,,,,,,,,,,,,,,,,,0.823652,,,,,,,,,,,,d9e6768d-27b2-4c6e-be13-0d4695d64353,133,,"[57.1, 9.9]",3825778,2,,,,,-0.07624082,,Left Foot,,,,"[71.5, 8.8]",,Ground Pass,,14.441953,,,,,Charly Musonda Junior,3601.0,,,,,,,1,Regular Play,Juan Manuel Vargas Risco,27347.0,Left Back,9,Real Betis,218,['0c6a3aed-0b98-497b-9552-192398f2b7ac'],5,,,,,,,,,,,,,,,,,,Real Betis,218,00:02:05.001,Pass,
