bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2bf73ebe-ba66-452c-91bb-f9b26917a0d0,1,,,3825832,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sporting Gijón,1041,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 6610, 'name': 'Iván Cuéllar Sacristán'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 16332, 'name': 'Ognjen Vranješ'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 21}, {'player': {'id': 6561, 'name': 'Luis Hernández Rodríguez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 8818, 'name': 'Jorge Meré Pérez'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 28}, {'player': {'id': 24263, 'name': 'Ismael López Blanco'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 13107, 'name': 'Sergio Álvarez Díaz'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 18925, 'name': 'Ignacio Cases Mora'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 23848, 'name': 'Carlos Carmona Bonet'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 19}, {'player': {'id': 23838, 'name': 'Pablo Pérez Rodríguez'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 22}, {'player': {'id': 6581, 'name': 'Jonathan Rodríguez Menéndez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 23}, {'player': {'id': 6880, 'name': 'Arnaldo Antonio Sanabria Ayala'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 20}]}",Sporting Gijón,1041,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,a2dde1a8-ac28-471b-98a8-e199d048e4ec,2,,,3825832,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sporting Gijón,1041,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 6795, 'name': 'Rubén Blanco Veiga'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6802, 'name': 'Jonathan Castro Otto'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 19}, {'player': {'id': 6794, 'name': 'Gustavo Daniel Cabral Cáceres'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 22}, {'player': {'id': 6804, 'name': 'Sergi Gómez Solà'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 20}, {'player': {'id': 7577, 'name': 'Carles Planas Antolínez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 21}, {'player': {'id': 6796, 'name': 'Nemanja Radoja'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 6797, 'name': 'Daniel Wass'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 18}, {'player': {'id': 7105, 'name': 'Fabián Ariel Orellana Valenzuela'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 14}, {'player': {'id': 5217, 'name': 'Iago Aspas Juncal'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 9}, {'player': {'id': 6724, 'name': 'Manuel Agudo Durán'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 6038, 'name': 'John Guidetti'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]}",Celta Vigo,209,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,398f2423-86f9-41eb-818d-9993ec72bad8,3,,,3825832,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sporting Gijón,1041,['02fa2106-b0b4-4c29-841f-da635be432d7'],0,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,02fa2106-b0b4-4c29-841f-da635be432d7,4,,,3825832,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sporting Gijón,1041,['398f2423-86f9-41eb-818d-9993ec72bad8'],0,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,729f0ca7-4b08-4122-bdf4-fc1574b49722,1685,,,3825832,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,93,Sporting Gijón,1041,['65821901-4d12-41e2-9cad-32bd1d46b496'],0,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,65821901-4d12-41e2-9cad-32bd1d46b496,1686,,,3825832,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,93,Sporting Gijón,1041,['729f0ca7-4b08-4122-bdf4-fc1574b49722'],0,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.33272,,,,,,,,,,,,,47b4d45e-ffc0-4425-ba1b-73761b73b568,5,,"[61.0, 40.1]",3825832,0,True,,,-2.6191893,,Right Foot,,"[57.7, 38.2]",,Ground Pass,,3.8078866,,,,,Iago Aspas Juncal,5217.0,,,,,,Kick Off,1,From Kick Off,John Guidetti,6038.0,Center Forward,2,Celta Vigo,209,['2940268a-2599-4070-a505-b9819bbc5993'],0,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:00.158,Pass,
,,,,,,,,,,,,,,,1.38916,,,,,,,,,,,,,b8a0e55b-b733-48c6-aa97-9258687d054f,7,,"[60.1, 38.2]",3825832,0,True,,,2.3676882,,Right Foot,,"[51.3, 46.8]",,Ground Pass,,12.304471,,,,,Daniel Wass,6797.0,,,,,,,1,From Kick Off,Iago Aspas Juncal,5217.0,Right Wing,2,Celta Vigo,209,['4cb1eb4d-f1a7-4508-a973-d8fcf4299bbf'],1,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:01.077,Pass,
,,,,,,,,,,,,,,,1.22178,,,,,,,,,,,,,bca86c40-24f5-4bce-b6f2-2ff98a0a191c,10,,"[47.0, 48.6]",3825832,0,,,,1.8250169,,Right Foot,,"[40.4, 74.0]",,Ground Pass,,26.243475,,,,,Jonathan Castro Otto,6802.0,,,,,,,1,From Kick Off,Daniel Wass,6797.0,Right Center Midfield,2,Celta Vigo,209,"['13e98475-0f0b-4534-af3c-df0b73cc3d16', '2f9dc06f-411e-4bd7-b2da-90162db721ab']",3,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:03.414,Pass,True
,,,,,,,,,,,,,,,3.266774,,,,,,,,,,,,,f3cc36e6-579f-4f5a-b7ec-96e3d624e74f,12,,"[39.0, 73.0]",3825832,0,,,,-2.4183366,,Right Foot,,"[15.1, 51.9]",,Ground Pass,,31.881342,,,,,Gustavo Daniel Cabral Cáceres,6794.0,,,,,,,1,From Kick Off,Jonathan Castro Otto,6802.0,Right Back,2,Celta Vigo,209,['a702e31a-4b1d-48d4-a1b3-a543e163be8d'],4,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:04.636,Pass,
,,,,,,,,,,,,,,,3.532169,,,,,,,,,,,,,6d1a64d7-0841-4334-b04a-54912c63e546,15,,"[14.9, 48.6]",3825832,0,,,,-1.5141406,,Right Foot,,"[16.8, 15.1]",,Ground Pass,,33.553837,,,,,Sergi Gómez Solà,6804.0,,,,,,,1,From Kick Off,Gustavo Daniel Cabral Cáceres,6794.0,Right Center Back,2,Celta Vigo,209,"['137dacd8-99ce-40ce-b4ce-90021a7819e0', 'bd82695f-49e0-466b-9a33-829c2019aeec']",7,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:07.902,Pass,True
,,,,,,,,,,,,,,,0.749911,,,,,,,,,,,,,4fd98ea7-5891-44ad-8ce7-01192ce6e7dd,18,,"[14.8, 9.4]",3825832,0,,,,-0.80391455,,Right Foot,,"[20.1, 3.9]",,Ground Pass,,7.6380625,,,,,Carles Planas Antolínez,7577.0,,,,,,,1,From Kick Off,Sergi Gómez Solà,6804.0,Left Center Back,2,Celta Vigo,209,"['93b42543-d54a-45ba-b622-7cd5fdbc0bd8', 'a6bebbd7-e34d-46c6-adb2-a8dc5990da40']",11,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:11.435,Pass,True
,,,,,,,,,,,,,,,0.920313,,,,,,,,,,,,,17f07e7c-9695-43c9-9baa-3b055c0da290,22,,"[21.5, 3.2]",3825832,0,,,,2.5498164,,Left Foot,,"[15.4, 7.3]",,Ground Pass,,7.34983,,,,,Sergi Gómez Solà,6804.0,,,,,,,1,From Kick Off,Carles Planas Antolínez,7577.0,Left Back,2,Celta Vigo,209,"['6332fac4-465d-4de1-8b82-a8bf8384f07e', '64850361-495d-4f86-92d4-da06004777f5']",12,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:12.786,Pass,True
,,,,,,,,,,,,,,,3.790986,,,,,,,,,,,,,7f81a787-9502-4b78-9fe9-85a6b67c0590,25,,"[14.9, 8.5]",3825832,0,,,,0.64063215,,Right Foot,,"[65.2, 46.0]",,High Pass,,62.740257,,,Incomplete,,,,,,,,,,1,From Kick Off,Sergi Gómez Solà,6804.0,Left Center Back,2,Celta Vigo,209,['2e858dfe-15c8-4d84-b60a-e52e943b9d33'],15,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:15.236,Pass,
,,,,,,,,,,,,,,,2.149391,,,,,,,,,,,,,2e858dfe-15c8-4d84-b60a-e52e943b9d33,27,,"[54.9, 34.1]",3825832,0,,,True,0.23554498,,,,"[72.4, 38.3]",,High Pass,,17.996944,,,,,Arnaldo Antonio Sanabria Ayala,6880.0,,,,,,Recovery,1,Regular Play,Jorge Meré Pérez,8818.0,Left Center Back,3,Sporting Gijón,1041,"['39220afb-e081-493d-85f1-b2ea55db7463', '7f81a787-9502-4b78-9fe9-85a6b67c0590', 'bc9ad267-7f78-440e-9c83-cf49ac81e0f8']",19,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:19.027,Pass,True
,,,,,,,,,,,,,,,0.899186,,,,,,,,,,,,,9eb13456-ef8e-498f-8cc3-3cc2ed51824e,30,,"[72.1, 37.4]",3825832,0,,,,-3.039386,,Right Foot,,"[64.3, 36.6]",,Low Pass,,7.8409185,,,,,Ignacio Cases Mora,18925.0,,,,,,,1,Regular Play,Arnaldo Antonio Sanabria Ayala,6880.0,Center Forward,3,Sporting Gijón,1041,"['4dcff8fd-1b35-4733-b809-1a77a2f5edd2', 'bd199db7-8348-468f-8ff9-c953cad06ceb']",21,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:21.176,Pass,True
,,,,,,,,,,,,,,,1.757327,,,,,,,,,,,,,118974dd-cf56-4223-a41b-2aebb6d253c2,33,,"[67.4, 35.9]",3825832,0,,,,-1.2082521,,Right Foot,,"[76.2, 12.7]",,Ground Pass,,24.8129,,,,,Jonathan Rodríguez Menéndez,6581.0,,,,,,,1,Regular Play,Ignacio Cases Mora,18925.0,Left Defensive Midfield,3,Sporting Gijón,1041,['3be1bb63-6c7c-4af8-9728-a07c51fc0349'],22,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:22.939,Pass,
,,,,,,,,,,,,,,,1.079325,,,,,,,,,,,,,81e3bbcd-7468-48d5-bc5c-5c2ef550bb20,36,,"[81.4, 10.6]",3825832,0,,,,0.5698228,,Left Foot,,"[98.1, 21.3]",,Ground Pass,,19.833809,,,Incomplete,,Arnaldo Antonio Sanabria Ayala,6880.0,,,,,,,1,Regular Play,Jonathan Rodríguez Menéndez,6581.0,Left Wing,3,Sporting Gijón,1041,"['37ef7bc2-af69-45e8-9a30-826fc7302bae', 'b946982b-a7a0-4961-b4bc-20397c60a471']",26,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:26.302,Pass,
,,,,,,,,,,,,,,,0.717255,,,,,,,,,,,,,5286ca3b-b8b2-49ac-9e53-2d18da29515d,40,,"[29.7, 64.7]",3825832,0,,,,1.2617034,,Right Foot,,"[33.5, 76.6]",,Ground Pass,,12.491998,,,,,Fabián Ariel Orellana Valenzuela,7105.0,,,,,,,1,Regular Play,Gustavo Daniel Cabral Cáceres,6794.0,Right Center Back,4,Celta Vigo,209,['349400ae-99ed-47bf-a54d-9a220300b362'],29,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:29.088,Pass,
,,,,,,,,,,,,,,,1.295317,,,,,,,,,,,,,113a6500-f561-41f2-94da-d9d7abe05797,45,,"[61.0, 65.2]",3825832,0,,,,2.2615871,,Right Foot,,"[54.8, 72.7]",,Ground Pass,,9.730879,,,,,Jonathan Castro Otto,6802.0,,,,,,,1,Regular Play,Fabián Ariel Orellana Valenzuela,7105.0,Left Center Midfield,4,Celta Vigo,209,['f646140d-5dc7-4628-a395-097acd8fa3e3'],37,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:37.472,Pass,
,,,,,,,,,,,,,,,0.467838,,,,,,,,,,,,,2a256fae-bf4e-494e-a0af-1fe5f571580d,48,,"[55.8, 73.3]",3825832,0,,,,-1.1131366,,Right Foot,,"[59.1, 66.6]",,Ground Pass,,7.4686007,,,,,Fabián Ariel Orellana Valenzuela,7105.0,,,,,,,1,Regular Play,Jonathan Castro Otto,6802.0,Right Back,4,Celta Vigo,209,"['76e03e68-b401-4aa9-871a-dee38a199b9f', 'e2e31294-e26c-4203-87c1-83cb5950a997']",38,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:38.768,Pass,True
,,,,,,,,,,,,,,,2.197649,,,,,,,,,,,,,98750a07-05a7-4fde-a83b-4a2747ce5665,52,,"[60.0, 66.2]",3825832,0,,,,-2.7314653,,Right Foot,,"[50.8, 62.2]",,Ground Pass,,10.031949,,,,,Nemanja Radoja,6796.0,,,,,,,1,Regular Play,Fabián Ariel Orellana Valenzuela,7105.0,Left Center Midfield,4,Celta Vigo,209,"['b9624b9a-cdb2-4364-aefb-99c142fa6c0b', 'd2dc1635-e51c-4b45-a1c5-b0e64faa9142']",39,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:39.320,Pass,True
,,,,,,,,,,,,,,,2.344195,,,,,,,,,,,,,9c2a2b57-f668-4a1e-9681-3bd7ac9f0d31,55,,"[46.6, 54.3]",3825832,0,,,,-1.9219878,,Right Foot,,"[38.1, 31.1]",,Ground Pass,,24.708096,,,,,Sergi Gómez Solà,6804.0,,,,,,,1,Regular Play,Nemanja Radoja,6796.0,Center Defensive Midfield,4,Celta Vigo,209,['5166535e-ea1c-476e-bb4b-6acdaa3f54d7'],42,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:42.676,Pass,
,,,,,,,,,,,,,,,1.595911,,,,,,,,,,,,,50b6344d-8f0d-4003-905f-4b937b5f6f04,58,,"[38.0, 28.6]",3825832,0,,,,-1.2822089,,Right Foot,,"[45.6, 3.0]",,Ground Pass,,26.704308,,,,,Carles Planas Antolínez,7577.0,,,,,,,1,Regular Play,Sergi Gómez Solà,6804.0,Left Center Back,4,Celta Vigo,209,['28c73214-3d55-4f4c-8e4a-accd4a68e984'],45,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:45.632,Pass,
,,,,,,,,,,,,,,,1.768333,,,,,,,,,,,,,a7dd5086-c828-431b-a0e5-dcafd24f4875,60,,"[45.1, 3.3]",3825832,0,,,,2.313419,,Left Foot,,"[32.8, 16.7]",,Ground Pass,,18.189283,,,,,Sergi Gómez Solà,6804.0,,,,,,,1,Regular Play,Carles Planas Antolínez,7577.0,Left Back,4,Celta Vigo,209,['f8776eb6-a2b5-43d0-936a-61faee4a8d80'],47,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:47.228,Pass,
