bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,1.901645,,,,,,,,,,,,,c349125f-83cb-423d-90d4-14ccaa8d3d44,63,,"[32.8, 20.8]",3825832,0,,,,1.4645799,,Right Foot,,"[35.7, 48.0]",,Ground Pass,,27.354158,,,,,Gustavo Daniel Cabral Cáceres,6794.0,,,,,,,1,Regular Play,Sergi Gómez Solà,6804.0,Left Center Back,4,Celta Vigo,209,['93d17f8c-1583-4b9d-b7a0-ed5b12afc409'],50,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:50.452,Pass,
,,,,,,,,,,,,,,,1.248238,,,,,,,,,,,,,d8b82196-28bc-46f4-bfce-6ac04c4f5556,66,,"[43.0, 49.6]",3825832,0,,,,-0.8950483,,Right Foot,,"[52.7, 37.5]",,Ground Pass,,15.508062,,,,,Nemanja Radoja,6796.0,,,,,,,1,Regular Play,Gustavo Daniel Cabral Cáceres,6794.0,Right Center Back,4,Celta Vigo,209,['3c293218-9342-40f7-8847-3e583fd948eb'],54,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:54.448,Pass,
,,,,,,,,,,,,,,,0.722569,,,,,,,,,,,,,2f5759ab-a5db-406a-b386-15b627060ac6,69,,"[53.4, 39.0]",3825832,0,,,,0.773634,,Left Foot,,"[57.7, 43.2]",,Ground Pass,,6.0108237,,,,,Daniel Wass,6797.0,,,,,,,1,Regular Play,Nemanja Radoja,6796.0,Center Defensive Midfield,4,Celta Vigo,209,['ef463b95-37a2-4258-98eb-5c1caf5d5a7c'],58,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:58.274,Pass,
,,,,,,,,,,,,,,,1.900682,,,,,,,,,,,,,edd4e39e-cf33-4db0-b814-be597600039e,73,,"[57.4, 43.5]",3825832,0,,,,-2.2128005,,Right Foot,,"[41.4, 22.1]",,Ground Pass,,26.72003,,,,,Sergi Gómez Solà,6804.0,,,,,,,1,Regular Play,Daniel Wass,6797.0,Right Center Midfield,4,Celta Vigo,209,"['304c625a-120b-47b5-b312-b5de4d0de728', '35d8128b-4ffb-40ef-9b59-ef2554fa0551']",59,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:59.867,Pass,True
,,,,,,,,,,,,,,,1.83855,,,,,,,,,,,,,be41d519-6c6d-4971-84f3-6cf5b892b92a,76,,"[34.2, 21.5]",3825832,1,,,,2.4700906,,Right Foot,,"[19.1, 33.5]",,Ground Pass,,19.287561,,,,,Rubén Blanco Veiga,6795.0,,,,,,,1,Regular Play,Sergi Gómez Solà,6804.0,Left Center Back,4,Celta Vigo,209,['40dffac2-3cda-492f-a93d-2eb6f62bef3e'],3,,,,,,,,,,,,,,,,,Celta Vigo,209,00:01:03.625,Pass,
,,,,,,,,,,,,,,,3.673186,,,,,,,,,,,,,1bd700ff-3eb5-4633-a5b5-08297a3847e6,79,,"[28.6, 46.5]",3825832,1,,,,0.41337553,,Right Foot,,"[93.8, 75.1]",,High Pass,,71.19691,,,Incomplete,,,,,,,,,,1,Regular Play,Rubén Blanco Veiga,6795.0,Goalkeeper,4,Celta Vigo,209,['10ce8886-ff06-4ab2-9de7-f7e4a031c848'],13,,,,,,,,,,,,,,,,,Celta Vigo,209,00:01:13.128,Pass,
,,,,,,,,,,,,,,,1.584226,,,,,,,,,,,,,10ce8886-ff06-4ab2-9de7-f7e4a031c848,80,,"[26.3, 5.0]",3825832,1,,,,0.42178726,,Head,,"[34.1, 8.5]",,High Pass,,8.549269,,,Incomplete,,Jonathan Rodríguez Menéndez,6581.0,,,,,,Recovery,1,Regular Play,Ismael López Blanco,24263.0,Left Back,4,Celta Vigo,209,"['1bd700ff-3eb5-4633-a5b5-08297a3847e6', '234bd9be-b8ac-4afb-87cc-0dd793b07d59', 'c4fb968c-57cf-4c6c-95f1-0aa4fc016b6c']",16,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:01:16.801,Pass,
,,,,,,,,,,,,,,,0.781449,,,,,,,,,,,,,c4fb968c-57cf-4c6c-95f1-0aa4fc016b6c,82,,"[86.0, 71.6]",3825832,1,,,True,-1.2329181,,,,"[89.9, 60.5]",,Low Pass,,11.7652025,,,Incomplete,,John Guidetti,6038.0,,,,,,Recovery,1,Regular Play,Fabián Ariel Orellana Valenzuela,7105.0,Left Center Midfield,4,Celta Vigo,209,"['05b117c9-b540-42e3-8848-277d5bf832a2', '10ce8886-ff06-4ab2-9de7-f7e4a031c848', '4702f742-bcd0-4798-9a02-f031c20182e0', 'd1b126e7-430d-4816-8818-a098a4421db3']",18,,,,,,,,,,,,,,,,,Celta Vigo,209,00:01:18.386,Pass,True
,,,,,,,,,,,,,,,2.300616,,,,,,,,,,,,,d1b126e7-430d-4816-8818-a098a4421db3,85,,"[30.2, 19.6]",3825832,1,,,,-0.614997,,Left Foot,,"[53.7, 3.0]",,High Pass,,28.771687,,,Incomplete,,Arnaldo Antonio Sanabria Ayala,6880.0,,,,,,Recovery,1,Regular Play,Sergio Álvarez Díaz,13107.0,Right Defensive Midfield,4,Celta Vigo,209,"['2da870ec-4f30-4d0d-8629-f1531bf0e63e', 'bfb1abfe-69a3-4add-85dc-2d98a2569283', 'c4fb968c-57cf-4c6c-95f1-0aa4fc016b6c']",19,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:01:19.167,Pass,
,,,,,,,,,,,,,,,1.17327,,,,,,,,,,,,,0b447774-87dd-4283-9d1e-a2abb12c4604,90,,"[70.0, 78.2]",3825832,1,,,,0.0,,Right Foot,,"[82.7, 78.2]",,Ground Pass,,12.7,,,,,Jonathan Castro Otto,6802.0,,,,,,,1,Regular Play,Gustavo Daniel Cabral Cáceres,6794.0,Right Center Back,4,Celta Vigo,209,['c8b873c2-01e3-468b-8315-1c9410766cfd'],22,,,,,,,,,,,,,,,,,Celta Vigo,209,00:01:22.476,Pass,
,,,,,,,,,,,,,,,1.387856,,,,,,,,,,,,,40404aad-7fb2-4068-80c6-b0d34983fe6e,94,,"[86.8, 78.9]",3825832,1,,,,0.20095426,,Right Foot,,"[92.2, 80.0]",,Ground Pass,,5.510898,,,Out,,,,,,,,,,1,Regular Play,Jonathan Castro Otto,6802.0,Right Back,4,Celta Vigo,209,['67afdbf8-c3d9-4c6e-bd34-a014b3bdbc07'],24,,,,,,,,,,,,,,,,,Celta Vigo,209,00:01:24.623,Pass,True
,,,,,,,,,,,,,,,2.041391,,,,,,,,,,,,,913cac0e-5037-4418-ba73-8b01858fb1ad,95,,"[33.3, 0.1]",3825832,1,,,,0.12526657,,,,"[60.3, 3.5]",,High Pass,,27.213232,,,Incomplete,,,,,,,,,Throw-in,1,From Throw In,Ismael López Blanco,24263.0,Left Back,5,Sporting Gijón,1041,['9b4f933b-ab82-48a2-8775-61bac39bc2d8'],37,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:01:37.553,Pass,
,,,,,,,,,,,,,,,2.029425,,,,,,,,,,,,,9b4f933b-ab82-48a2-8775-61bac39bc2d8,96,,"[59.8, 76.6]",3825832,1,,,,-2.1112158,,Head,,"[50.8, 61.6]",,High Pass,,17.492855,,,,,Nemanja Radoja,6796.0,,,,,,Interception,1,Regular Play,Gustavo Daniel Cabral Cáceres,6794.0,Right Center Back,6,Celta Vigo,209,"['4bfe564a-a5bd-4053-a3fb-296f6959e29e', '913cac0e-5037-4418-ba73-8b01858fb1ad']",39,,,,,,,,,,,,,,,,,Celta Vigo,209,00:01:39.595,Pass,
,,,,,,,,,,,,,,,1.60671,,,,,,,,,,,,,85d9e9bd-1fef-4be5-9a08-b3ac6652715b,100,,"[39.0, 55.1]",3825832,1,,,,-2.69325,,Right Foot,,"[15.3, 43.7]",,Ground Pass,,26.29924,,,,,Rubén Blanco Veiga,6795.0,,,,,,,1,Regular Play,Nemanja Radoja,6796.0,Center Defensive Midfield,6,Celta Vigo,209,['b637a0dc-fb28-47fb-86ce-80ddd1ec3229'],44,,,,,,,,,,,,,,,,,Celta Vigo,209,00:01:44.175,Pass,
,,,,,,,,,,,,,,,3.701309,,,,,,,,,,,,,98c875c5-375b-49df-879f-5340d3625b4a,104,,"[15.4, 44.8]",3825832,1,,,,0.45646498,,Right Foot,,"[65.7, 69.5]",,High Pass,,56.037308,,,Incomplete,,John Guidetti,6038.0,,,,,,,1,Regular Play,Rubén Blanco Veiga,6795.0,Goalkeeper,6,Celta Vigo,209,"['435ccd89-ce59-4bfa-88a8-6290ce22a43d', '9d66b775-500b-4ad3-8442-361e6ffb06c0', 'e1e7fa0c-f8db-497c-89d5-c2b36feda02f']",47,,,,,,,,,,,,,,,,,Celta Vigo,209,00:01:47.617,Pass,True
,,,,,,,,,,,,,,,1.058545,,,,,,,,,,,,,e1e7fa0c-f8db-497c-89d5-c2b36feda02f,107,,"[54.4, 10.6]",3825832,1,,,True,0.90975314,,,,"[57.9, 15.1]",,Low Pass,,5.700877,,,,,Ignacio Cases Mora,18925.0,,,,,,Recovery,1,Regular Play,Ismael López Blanco,24263.0,Left Back,7,Sporting Gijón,1041,"['0cd0db05-c0c3-4e88-a492-4b0eb5294389', '98c875c5-375b-49df-879f-5340d3625b4a', 'e8613c33-bcaf-41ea-b039-48a76b7108d4']",51,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:01:51.318,Pass,True
