ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.194721,,,,,,,,,,,,,f8a807b2-37fa-4ddf-aec1-07c6adecaa8f,18,,"[49.0, 3.5]",3825684,0,,,,,1.6069251,,Right Foot,,,"[48.4, 20.1]",,Ground Pass,,16.61084,,,,Jozabed Sánchez Ruiz,6852.0,,,,,,1,From Kick Off,Roberto Román Triguero,6914.0,Left Back,2,Rayo Vallecano,360,"['8d8cfcc3-c0da-48c7-89d3-bbb1cce601e1', 'b66f1ff9-d1ca-4a9b-9725-7ccd19b70148']",8,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:08.118,Pass,True
,,,,,,,,,,,,,,,,,1.752649,,,,,,,,,,,,,55ff4508-f42e-44b0-8972-6da8e30beeb1,20,,"[47.4, 19.9]",3825684,0,,,,,3.0788946,,Right Foot,,,"[25.1, 21.3]",,Ground Pass,,22.343903,,,,José Eduardo Rosa Vale de Castro,26222.0,,,,,,1,From Kick Off,Jozabed Sánchez Ruiz,6852.0,Right Defensive Midfield,2,Rayo Vallecano,360,['281906fd-ba34-4152-9851-c956b4ca24a0'],9,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:09.313,Pass,
,,,,,,,,,,,,,,,,,2.348514,,,,,,,,,,,,,3c4f158e-8fa5-4853-abd0-cb083389e42c,23,,"[24.2, 22.1]",3825684,0,,,,,1.5737994,,Right Foot,,,"[24.1, 55.4]",,Ground Pass,,33.30015,,,,Diego Javier Llorente Ríos,6713.0,,,,,,1,From Kick Off,José Eduardo Rosa Vale de Castro,26222.0,Left Center Back,2,Rayo Vallecano,360,['adba3dfb-edff-4019-b09e-19802778dedf'],11,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:11.139,Pass,
,,,,,,,,,,,,,,,,,2.917477,,,,,,,,,,,,,54d596bd-fd33-4c1b-b780-def1a0fbd17e,27,,"[29.0, 57.9]",3825684,0,,,,,0.3589966,,Right Foot,,,"[77.5, 76.1]",,High Pass,,51.802414,,,,Pablo Hernández Domínguez,4711.0,,,,,,1,From Kick Off,Diego Javier Llorente Ríos,6713.0,Right Center Back,2,Rayo Vallecano,360,"['0d33ea16-c31a-41fe-bcc5-ab5b564ab08f', 'cfca2293-3e17-415c-ac44-82b06d374549']",16,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:16.116,Pass,True
,,,,,,,,,,,,,,,,,2.360733,,,,,,,,,,,,,a446f44c-d67d-445d-ab3e-e4108378e7b5,30,,"[77.9, 76.1]",3825684,0,,,,True,-1.8986259,,,,,"[71.2, 56.4]",,Low Pass,,20.808172,,Incomplete,,,,,,,,,1,From Kick Off,Pablo Hernández Domínguez,4711.0,Right Wing,2,Rayo Vallecano,360,"['a5c8c4b5-9806-4d6e-9953-c79a99ef039b', 'fdd1499c-2f83-44ef-b256-72dd5a311c04']",19,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:19.033,Pass,True
,,,,,,,,,,,,,,,,,2.706033,,,,,,,,,,,,,a5c8c4b5-9806-4d6e-9953-c79a99ef039b,31,,"[48.9, 23.7]",3825684,0,,,,,2.4161227,,Left Foot,,,"[33.0, 37.8]",,Low Pass,,21.251352,,,,Eric Bertrand Bailly,3324.0,,,,,Recovery,1,Regular Play,Bruno Soriano Llido,22819.0,Left Defensive Midfield,3,Villarreal,222,"['52062a4c-f870-4b41-8bfd-9c4b3bbf8264', 'a446f44c-d67d-445d-ab3e-e4108378e7b5']",21,,,,,,,,,,,,,,,,,,Villarreal,222,00:00:21.394,Pass,
,,,,,,,,,,,,,,,,,1.005004,,,,,,,,,,,,,988f5646-6009-450d-950e-976cd10ab401,35,,"[36.1, 42.7]",3825684,0,,,,,-0.32792333,,Right Foot,,,"[45.8, 39.4]",,Ground Pass,,10.245975,,,,Tomás Pina Isla,6622.0,,,,,,1,Regular Play,Eric Bertrand Bailly,3324.0,Right Center Back,3,Villarreal,222,"['7ca7c138-d258-401e-941a-8316e1090311', 'f46daeeb-ee0c-4267-a04e-eb12f1369bb0']",25,,,,,,,,,,,,,,,,,,Villarreal,222,00:00:25.224,Pass,True
,,,,,,,,,,,,,,,,,1.453716,,,,,,,,,,,,,d6bcb697-55d9-41b0-8be5-b5cf11fa8576,45,,"[82.0, 43.4]",3825684,0,,,,,1.5563046,,Right Foot,,,"[82.1, 50.3]",,Ground Pass,,6.9007244,,Unknown,,Patrick Ebert,9246.0,,,,,,1,Regular Play,Javier Guerra Rodríguez,11542.0,Center Forward,4,Rayo Vallecano,360,"['43986710-4963-435c-9c13-473f81e68e46', '980fe275-c66f-4a81-937e-2da6591075de']",28,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:28.607,Pass,True
,,,,,,,,,,,,,,,,,2.155946,,,,,,,,,,,,,9faa0838-1678-44fd-958f-482628c17c79,52,,"[11.0, 39.0]",3825684,1,,,,,1.097828,,Keeper Arm,,,"[26.3, 68.9]",,Low Pass,,33.5872,,,,Jaume Vicent Costa Jordá,6828.0,,,,,,1,From Keeper,Alphonse Areola,3379.0,Goalkeeper,7,Villarreal,222,['0017c6af-0bf3-49df-acc3-f44f0621a0f0'],10,,,,,,,,,,,,,,,,,,Villarreal,222,00:01:10.796,Pass,
,,,,,,,,,,,,,,,,,1.802303,,,,,,,,,,,,,169d6dd1-aff3-4362-a0bb-7b043389d941,54,,"[28.8, 67.7]",3825684,1,,True,,,-0.521669,,Right Foot,,,"[62.9, 48.1]",,High Pass,,39.33154,,,,Cédric Bakambu,6862.0,,,,,,1,Regular Play,Jaume Vicent Costa Jordá,6828.0,Right Back,8,Villarreal,222,['9029f4e9-0821-4430-9ecf-71a2c1925799'],15,,,,,,,,,,,,,,,,,,Villarreal,222,00:01:15.769,Pass,
,,,,,,,,,,,,,,,,,0.54016,,,,,,,,,,,,,2c5075d0-c711-4678-9986-8b4778218a2c,56,,"[55.0, 55.8]",3825684,1,,,,,-0.97303796,,Right Foot,,,"[58.2, 51.1]",,Low Pass,,5.6859474,,,,Roberto Soldado Rillo,26009.0,,,,,,1,Regular Play,Cédric Bakambu,6862.0,Left Center Forward,9,Villarreal,222,['36b1f242-c63b-46b4-a3d9-371c9bdfe3c8'],19,,,,,,,,,,,,,,,,,,Villarreal,222,00:01:19.121,Pass,
,,,,,,,,,,,,,,,,,3.976794,,,,,,,,,,,,,f78c2802-5e8d-4f19-9a3b-9234c5657dac,59,,"[58.2, 51.3]",3825684,1,,,,,0.40015548,,Right Foot,,,"[96.5, 67.5]",,High Pass,,41.585213,,,,Jonathan dos Santos Ramírez,6357.0,,,Through Ball,True,,1,Regular Play,Roberto Soldado Rillo,26009.0,Right Center Forward,10,Villarreal,222,['95a2fb8f-f025-4a17-b364-66fce7ea63ca'],19,,,,,,,,,,,,,,,,,,Villarreal,222,00:01:19.701,Pass,
,,,,,,,,,,,,,,,,,2.698525,,,,,,,,,,,,,160bee7d-c662-4de4-84f2-4bd8aaee4083,63,,"[100.2, 60.2]",3825684,1,,,,,-1.0343609,,Right Foot,,,"[120.0, 26.9]",,High Pass,,38.741837,,Out,,Denis Suárez Fernández,6609.0,,,,,,1,Regular Play,Jonathan dos Santos Ramírez,6357.0,Right Midfield,11,Villarreal,222,['b74c2f2a-a066-4878-9beb-7f115ad8b7ba'],23,,,,,,,,,,,,,,,,,,Villarreal,222,00:01:23.805,Pass,
,,,,,,,,,,,,,,,,,1.653931,,,,,,,,,,,,,3ad94f19-029a-4585-8894-ac171425b18f,65,,"[6.0, 44.0]",3825684,1,,,,,1.541144,,Left Foot,,,"[6.7, 67.6]",,Ground Pass,,23.610378,,,,Diego Javier Llorente Ríos,6713.0,,,,,Goal Kick,1,From Goal Kick,Yoel Rodríguez Oterino,10612.0,Goalkeeper,12,Rayo Vallecano,360,['debc9eff-d5db-49cd-a6a8-4abb0bda9c14'],39,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:01:39.157,Pass,
,,,,,,,,,,,,,,,,,0.931238,,,,,,,,,,,,,8f304a3c-0012-45bc-b365-6bf52bbf05cc,69,,"[18.0, 72.3]",3825684,1,,,,,-0.34639347,,Right Foot,,,"[51.8, 60.1]",,Ground Pass,,35.934383,,,,Tiago Manuel Dias Correia,7900.0,,,,,,1,From Goal Kick,Diego Javier Llorente Ríos,6713.0,Right Center Back,12,Rayo Vallecano,360,['8ab67fc5-bdae-40a9-a9f9-060d0bbf5830'],44,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:01:44.010,Pass,
,,,,,,,,,,,,,,,,,1.050314,,,,,,,,,,,,,296f187c-49dc-4fb4-964a-f802eda6aeae,71,,"[51.8, 60.1]",3825684,1,,,,,1.0816765,,Right Foot,,,"[58.4, 72.5]",,Ground Pass,,14.047064,,,,Joaquín José Marín Ruiz,24138.0,,,,,,1,From Goal Kick,Tiago Manuel Dias Correia,7900.0,Left Wing,12,Rayo Vallecano,360,['74721748-5b6a-4839-b3dd-7334ec2d7350'],44,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:01:44.941,Pass,
,,,,,,,,,,,,,,,,,1.948588,,,,,,,,,,,,,326449f2-4851-4c79-bd54-b96d8f292994,76,,"[54.6, 0.1]",3825684,2,,,,,0.20893118,,,,,"[86.2, 6.8]",,High Pass,,32.302475,,,,Roberto Soldado Rillo,26009.0,,,,,Throw-in,1,From Throw In,Adrián Marín Gómez,6935.0,Left Back,13,Villarreal,222,['d3ed89d7-8076-4a2f-a03e-98ca92ff6759'],2,,,,,,,,,,,,,,,,,,Villarreal,222,00:02:02.253,Pass,
,,,,,,,,,,,,,,,,,4.27625,,,,,,,,,,,,,a9781e9a-eb2a-481c-addd-5b0748459709,80,,"[84.9, 6.6]",3825684,2,,,,,-0.02788122,,Right Foot,,,"[110.0, 5.9]",,High Pass,,25.109758,,Incomplete,,Denis Suárez Fernández,6609.0,,,,,,1,From Throw In,Roberto Soldado Rillo,26009.0,Right Center Forward,13,Villarreal,222,"['0ba5e0b0-ec08-4dbb-b685-32282027c308', '4a98ddf0-734a-45a4-9eea-2576a85d3919', 'dedcb0a2-f310-4f13-a49e-dbb7f1631da0']",4,,,,,,,,,,,,,,,,,,Villarreal,222,00:02:04.764,Pass,True
,,,,,,,,,,,,,,,,,1.367187,,,,,,,,,,,,,7d7cdc1d-0e93-4b6c-8fe6-b3e212ba34d6,83,,"[112.2, 0.1]",3825684,2,,,,,1.4265069,,,,,"[115.6, 23.5]",,High Pass,,23.645718,,,,Cédric Bakambu,6862.0,,,,,Throw-in,1,From Throw In,Adrián Marín Gómez,6935.0,Left Back,14,Villarreal,222,['db0bb95c-e14a-40aa-bc5b-17631a8dd9c7'],22,,,,,,,,,,,,,,,,,,Villarreal,222,00:02:22.175,Pass,
,,,,,,,,,,,,,,,,,1.151929,,,,,,,,,,,,,5ad90c84-b363-484e-86c8-a5b46733ed67,87,,"[116.4, 20.6]",3825684,2,,,,,-1.6713732,,Right Foot,,,"[115.3, 9.7]",,Ground Pass,,10.955364,,,,Adrián Marín Gómez,6935.0,,,,,,1,From Throw In,Cédric Bakambu,6862.0,Left Center Forward,14,Villarreal,222,['b99b88ab-83fd-49db-9359-439d7522f19d'],24,,,,,,,,,,,,,,,,,,Villarreal,222,00:02:24.234,Pass,
,,,,,,,,,,,,,,,,,1.542577,,,,,,,,,,,,,d668ebd7-2d52-4cfd-ae70-dee799a2d727,90,,"[115.3, 9.7]",3825684,2,,,,,1.754336,caee9717-928a-4169-ad81-2fdfb24df8fc,Left Foot,True,,"[109.1, 43.1]",,High Pass,,33.970577,,,,Jonathan dos Santos Ramírez,6357.0,True,,,,,1,From Throw In,Adrián Marín Gómez,6935.0,Left Back,14,Villarreal,222,['0bab37e4-0a73-4a9b-b43f-2d27120e606f'],26,,,,,,,,,,,,,,,,,,Villarreal,222,00:02:26.243,Pass,
,,,,,,,,,,,,,,,,,1.82219,,,,,,,,,,,,,a57f7934-f20b-420d-85ea-575901e6270c,95,,"[10.7, 37.2]",3825684,2,,,,,1.1630749,,Keeper Arm,,,"[19.9, 58.5]",,Ground Pass,,23.201939,,,,Diego Javier Llorente Ríos,6713.0,,,,,,1,From Keeper,Yoel Rodríguez Oterino,10612.0,Goalkeeper,16,Rayo Vallecano,360,['c8803907-dc88-4af3-a33e-4210015aad4a'],38,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:02:38.288,Pass,
,,,,,,,,,,,,,,,,,1.62321,,,,,,,,,,,,,1aedd8a0-99fa-4931-8701-893cae9159dd,97,,"[20.6, 57.1]",3825684,2,,,,,-2.06684,,Right Foot,,,"[11.4, 40.1]",,Ground Pass,,19.32977,,,,Yoel Rodríguez Oterino,10612.0,,,,,,1,Regular Play,Diego Javier Llorente Ríos,6713.0,Right Center Back,17,Rayo Vallecano,360,['ac56b459-4711-468d-abaf-378969388b33'],40,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:02:40.111,Pass,
,,,,,,,,,,,,,,,,,3.325755,,,,,,,,,,,,,520fd84c-35a2-4b73-9f9c-6eb52dfdf756,101,,"[11.7, 44.3]",3825684,2,,,,,-0.42749983,,Right Foot,,,"[63.5, 20.7]",,High Pass,,56.922756,,Incomplete,,Pablo Hernández Domínguez,4711.0,,,,,,1,Regular Play,Yoel Rodríguez Oterino,10612.0,Goalkeeper,18,Rayo Vallecano,360,"['79fa0045-2115-49f6-8397-7184085697b4', '9c3c91ff-4c38-4f6f-9153-8da273342eba']",43,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:02:43.174,Pass,
,,,,,,,,,,,,,,,,,3.082328,,,,,,,,,,,,,9c3c91ff-4c38-4f6f-9153-8da273342eba,103,,"[56.6, 59.4]",3825684,2,,,,,-0.4191426,,Head,,,"[76.8, 50.4]",,High Pass,,22.114248,,,,Tomás Pina Isla,6622.0,,,,,Recovery,1,From Counter,Jaume Vicent Costa Jordá,6828.0,Right Back,19,Villarreal,222,"['438b11b4-029e-4835-9cf3-f7f79a3cb99f', '520fd84c-35a2-4b73-9f9c-6eb52dfdf756']",46,,,,,,,,,,,,,,,,,,Villarreal,222,00:02:46.499,Pass,
,,,,,,,,,,,,,,,,,0.768143,,,,,,,,,,,,,9a185ad9-78ba-43c7-9b39-b94cddbd0745,107,,"[40.9, 29.7]",3825684,2,,,,,-1.2230294,,Right Foot,,,"[43.8, 21.7]",,Ground Pass,,8.509406,,,,Roberto Román Triguero,6914.0,,,,,Recovery,1,Regular Play,José Eduardo Rosa Vale de Castro,26222.0,Left Center Back,20,Rayo Vallecano,360,['9d0e42f2-8124-475e-b418-df0c6a3fc7fa'],50,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:02:50.652,Pass,
,,,,,,,,,,,,,,,,,0.661004,,,,,,,,,,,,,c2a1dadf-d41a-4617-95ce-2e46248f1d66,110,,"[43.8, 21.7]",3825684,2,,,,,0.96781355,,Right Foot,,,"[48.0, 27.8]",,Ground Pass,,7.406079,,,,José Raúl Baena Urdiales,26607.0,,,,,,1,Regular Play,Roberto Román Triguero,6914.0,Left Back,20,Rayo Vallecano,360,['ff5043dc-c53f-4e9e-8bbd-013caee88ce4'],51,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:02:51.542,Pass,
,,,,,,,,,,,,,,,,,0.931677,,,,,,,,,,,,,1ba7c7c0-2225-4a73-af9a-ae9a61265221,116,,"[74.0, 60.3]",3825684,2,,,,,-0.7213832,,Right Foot,,,"[82.3, 53.0]",,Ground Pass,,11.053506,,Incomplete,,Roberto Soldado Rillo,26009.0,,,,,Recovery,1,Regular Play,Jonathan dos Santos Ramírez,6357.0,Right Midfield,20,Rayo Vallecano,360,"['57764460-7693-40f7-be84-a21786b34233', 'ab034093-7037-4a41-8587-094dd3ade7fe', 'f3d3cf22-6b27-433b-82bd-0084580ff9e2']",53,,,,,,,,,,,,,,,,,,Villarreal,222,00:02:53.749,Pass,True
,,,,,,,,,,,,,,,,,0.710896,,,,,,,,,,,,,a9095aa9-eb46-4f55-9dcc-8e5c9dfa7c2e,120,,"[51.1, 28.5]",3825684,2,,,,,2.4374964,,Right Foot,,,"[43.8, 34.7]",,Ground Pass,,9.577578,,,,Jozabed Sánchez Ruiz,6852.0,,,,,,1,Regular Play,José Eduardo Rosa Vale de Castro,26222.0,Left Center Back,20,Rayo Vallecano,360,['67f4d909-9579-4293-82e7-11472de2f0aa'],57,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:02:57.068,Pass,
,,,,,,,,,,,,,,,,,1.755177,,,,,,,,,,,,,9e20266f-01a6-4569-af66-c2c89c1542ec,123,,"[46.1, 34.7]",3825684,2,,,,,1.2065735,,Right Foot,,,"[59.1, 68.8]",,Ground Pass,,36.493973,,,,Patrick Ebert,9246.0,,,,,,1,Regular Play,Jozabed Sánchez Ruiz,6852.0,Right Defensive Midfield,20,Rayo Vallecano,360,['1714f97d-a7d3-485b-8ac3-718bb821f1b2'],58,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:02:58.814,Pass,
,,,,,,,,,,,,,,,,,1.080213,,,,,,,,,,,,,fe7015c3-b29d-4bb3-aeaf-05c35f59256f,126,,"[50.5, 65.7]",3825684,3,,,,,-1.333184,,Left Foot,,,"[53.6, 52.9]",,Ground Pass,,13.170042,,,,Jozabed Sánchez Ruiz,6852.0,,,,,,1,Regular Play,Patrick Ebert,9246.0,Center Attacking Midfield,20,Rayo Vallecano,360,['88392785-29a3-470b-b557-4d2154595805'],1,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:03:01.979,Pass,
