50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,1.017236,,,,,,,,,,,,,,f36286c5-3421-4933-b469-4ff49fceb5a0,20,,,"[97.6, 4.2]",3825812,0,,,,,2.9945142,,Left Foot,,,"[84.1, 6.2]",,Ground Pass,,13.647344,,,,Ismael López Blanco,24263.0,,,,,1,From Kick Off,Jonathan Rodríguez Menéndez,6581.0,Left Wing,2,Sporting Gijón,1041,['defca79e-f1d0-4b42-b313-543418496db1'],12,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:12.015,Pass,
,,,,,,,,,,,,,,,,,,,0.616345,,,,,,,,,,,,,,c70c1f35-bf24-415d-aa8e-18b2bb4279be,24,,,"[83.6, 3.7]",3825812,0,,,,,0.12102722,,Left Foot,,,"[91.0, 4.6]",,Ground Pass,,7.454529,,,,Jonathan Rodríguez Menéndez,6581.0,,,,,1,From Kick Off,Ismael López Blanco,24263.0,Left Back,2,Sporting Gijón,1041,"['16d90f97-827e-4950-81d8-6d431ab8190c', 'ae1ee307-f5ce-4528-9a4f-3f789c6d84c7']",14,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:14.043,Pass,True
,,,,,,,,,,,,,,,,,,,1.394803,,,,,,,,,,,,,,59e57877-299b-4856-86d7-ffe60329134f,27,,,"[97.6, 5.9]",3825812,0,,,,,1.1169523,4b8bf264-e0de-47c7-ac01-f3eee9d1ea9c,Right Foot,True,,"[109.6, 30.5]",,High Pass,,27.370787,,,,Arnaldo Antonio Sanabria Ayala,6880.0,True,,,,1,From Kick Off,Jonathan Rodríguez Menéndez,6581.0,Left Wing,2,Sporting Gijón,1041,['12542cdf-2d89-4c5d-b3fc-9c47ada11b9d'],16,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:16.007,Pass,
,,,,,,,,,,,,,,,,,,,1.173003,,,,,,,,,,,,,,f344a6b3-a7cd-40d3-93f2-7ef4fc984280,32,,,"[120.0, 0.1]",3825812,0,,,,,1.6511784,,Right Foot,,,"[117.1, 36.1]",,High Pass,True,36.116615,,Incomplete,,,,,,Inswinging,Corner,1,From Corner,Omar Mascarell González,18398.0,Left Defensive Midfield,3,Sporting Gijón,1041,['96500a9c-32ea-44dc-a5f2-67c6367bb3d8'],44,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:44.288,Pass,
,,,,,,,,,,,,,,,,,,,3.357078,,,,,,,,,,,,,,97a21fba-1623-429b-8461-18ba27c25f21,36,,,"[65.5, 60.7]",3825812,0,,,,,-3.0199735,,Right Foot,,,"[20.5, 55.2]",,Low Pass,,45.334866,,,,Iván Cuéllar Sacristán,6610.0,,,,Recovery,1,From Corner,Alberto Lora Ramos,26633.0,Right Back,3,Sporting Gijón,1041,['b1f5debf-eaac-4612-833c-762a538f4a4a'],53,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:53.714,Pass,
,,,,,,,,,,,,,,,,,,,3.099992,,,,,,,,,,,,,,31f202bc-e357-4ffa-bc06-09bd0848f1bd,40,,,"[21.1, 55.8]",3825812,0,,,,,0.36813077,,Left Foot,,,"[70.1, 74.7]",,High Pass,,52.51866,,,,Carlos Carmona Bonet,23848.0,,,,,1,From Corner,Iván Cuéllar Sacristán,6610.0,Goalkeeper,3,Sporting Gijón,1041,"['14311cb0-1612-4bf8-bc2c-7d9c82250afb', '4997f19c-5375-45e8-a949-9d0f9538ec6a']",59,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:59.358,Pass,True
,,,,,,,,,,,,,,,,,,,1.828478,,,,,,,,,,,,,,654d8916-eb51-42a5-b0e1-346fc826a84d,44,,,"[44.0, 0.1]",3825812,1,,,,,0.3022725,,,,,"[62.6, 5.9]",,High Pass,,19.483326,,Incomplete,,Charles Días Barbosa de Oliveira,6707.0,,,,Throw-in,1,From Throw In,Miguel Torres Gómez,6878.0,Left Back,4,Málaga,223,"['0a5371f3-8a25-4482-ba27-6f485018d0df', '64f06527-c648-4a46-8d46-9c03741fc330']",23,,,,,,,,,,,,,,,,,Málaga,223,00:01:23.074,Pass,
,,,,,,,,,,,,,,,,,,,1.088915,,,,,,,,,,,,,,64f06527-c648-4a46-8d46-9c03741fc330,46,,,"[57.5, 74.2]",3825812,1,,,,,0.36019313,,Head,,,"[65.2, 77.1]",,Low Pass,,8.228001,,,,Carlos Carmona Bonet,23848.0,,,,Recovery,1,Regular Play,Sergio Álvarez Díaz,13107.0,Right Defensive Midfield,5,Sporting Gijón,1041,"['654d8916-eb51-42a5-b0e1-346fc826a84d', 'dd0381ac-ad92-416e-a850-c58d17297b16']",24,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:01:24.902,Pass,
,,,,,,,,,,,,,,,,,,,2.223894,,,,,,,,,,,,,,d8cb882c-6ae1-4ed9-80af-2d34e632fa1c,50,,,"[65.0, 77.6]",3825812,1,,,,,-1.0113574,,Right Foot,,,"[71.7, 66.9]",,High Pass,,12.624579,,Incomplete,,Daniel Arnaud N''Di	,40822.0,,,,,1,Regular Play,Carlos Carmona Bonet,23848.0,Right Wing,5,Sporting Gijón,1041,"['25ede1a2-db09-4f81-87cd-e60bcffe5db5', 'b871541c-87c3-4630-83a8-42914932ea19']",26,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:01:26.712,Pass,
,,,,,,,,,,,,,,,,,,,3.311395,,,,,,,,,,,,,,25ede1a2-db09-4f81-87cd-e60bcffe5db5,53,,,"[48.4, 13.2]",3825812,1,,,,,-0.3571967,,Right Foot,,,"[69.3, 5.4]",,High Pass,,22.308071,,Incomplete,,Charles Días Barbosa de Oliveira,6707.0,,,,Recovery,1,Regular Play,Weligton Róbson Pena de Oliveira,26669.0,Left Center Back,5,Sporting Gijón,1041,"['18808c5e-82fb-42b8-a648-2c9c9047d397', 'd8cb882c-6ae1-4ed9-80af-2d34e632fa1c', 'fa58d430-4f27-46f6-9cb7-bdf750890b1b']",28,,,,,,,,,,,,,,,,,Málaga,223,00:01:28.936,Pass,
,,,,,,,,,,,,,,,,,,,1.270873,,,,,,,,,,,,,,fa58d430-4f27-46f6-9cb7-bdf750890b1b,55,,,"[50.8, 74.7]",3825812,1,,,,,-0.69329005,,Head,,,"[64.4, 63.4]",,High Pass,,17.681911,,Incomplete,,,,,,,Recovery,1,Regular Play,Alberto Lora Ramos,26633.0,Right Back,5,Sporting Gijón,1041,"['25ede1a2-db09-4f81-87cd-e60bcffe5db5', '8fe1a53b-760f-4a18-afbf-d853d648c913']",32,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:01:32.247,Pass,
,,,,,,,,,,,,,,,,,,,0.651639,,,,,,,,,,,,,,8fe1a53b-760f-4a18-afbf-d853d648c913,56,,,"[55.7, 16.7]",3825812,1,,,,,0.080286816,,Other,,,"[64.4, 17.4]",,Low Pass,,8.728115,,Incomplete,,Juan Pablo Añor Acosta,6563.0,,,,Recovery,1,Regular Play,Pablo Fornals Malla,6764.0,Left Defensive Midfield,5,Sporting Gijón,1041,"['0d3384b1-b404-4592-ba0f-e07055918bcc', '3137a6d7-a6dc-44ea-bbb4-edb7aa7f552b', 'fa58d430-4f27-46f6-9cb7-bdf750890b1b']",33,,,,,,,,,,,,,,,,,Málaga,223,00:01:33.518,Pass,
,,,,,,,,,,,,,,,,,,,1.425217,,,,,,,,,,,,,,c0ac7f9b-4b8f-40ca-b68b-2b2fd0420907,61,,,"[54.8, 62.0]",3825812,1,,,,,3.0231028,,Right Foot,,,"[38.0, 64.0]",,Ground Pass,,16.918629,,,,Luis Hernández Rodríguez,6561.0,,,,,1,Regular Play,Omar Mascarell González,18398.0,Left Defensive Midfield,5,Sporting Gijón,1041,"['0dd41f86-3a12-42ef-8699-e7225a38346b', '2f208ece-d849-438b-b4f9-9404a00c7ad2']",35,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:01:35.076,Pass,True
,,,,,,,,,,,,,,,,,,,2.434875,,,,,,,,,,,,,,03c726da-bcde-45c9-9ea2-64e1ef3c367c,64,,,"[37.8, 62.9]",3825812,1,,,,,-2.42409,,Right Foot,,,"[11.1, 39.6]",,Ground Pass,,35.436985,,,,Iván Cuéllar Sacristán,6610.0,,,,,1,Regular Play,Luis Hernández Rodríguez,6561.0,Right Center Back,5,Sporting Gijón,1041,['22093f05-76eb-4def-8299-62d672da3104'],36,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:01:36.595,Pass,
,,,,,,,,,,,,,,,,,,,3.115053,,,,,,,,,,,,,,779d149d-f31c-4b0f-b0ae-9755030736ed,67,,,"[13.6, 34.5]",3825812,1,,,,,-0.113046296,,Left Foot,,,"[77.9, 27.2]",,High Pass,,64.71306,,Incomplete,,,,,,,,1,Regular Play,Iván Cuéllar Sacristán,6610.0,Goalkeeper,5,Sporting Gijón,1041,['41695da8-a1ce-4891-989e-7a130218f02b'],48,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:01:48.318,Pass,
,,,,,,,,,,,,,,,,,,,1.223123,,,,,,,,,,,,,,41695da8-a1ce-4891-989e-7a130218f02b,68,,,"[42.2, 52.9]",3825812,1,,,,True,0.1784105,,,,,"[54.4, 55.1]",,Low Pass,,12.396773,,Incomplete,,Juan Pablo Añor Acosta,6563.0,,,,Recovery,1,Regular Play,Raúl Albentosa Redal,6727.0,Right Center Back,5,Sporting Gijón,1041,"['47d23322-e594-4e47-b0c1-309843985b7b', '779d149d-f31c-4b0f-b0ae-9755030736ed', '9e746318-30bb-4864-ab8d-b1328320b4c4', 'eba76c67-f450-4a86-b3c5-6623a5531878']",51,,,,,,,,,,,,,,,,,Málaga,223,00:01:51.433,Pass,True
,,,,,,,,,,,,,,,,,,,0.545215,,,,,,,,,,,,,,836ec751-b8fb-448a-aecb-ce5937de19d6,73,,,"[64.6, 30.5]",3825812,1,,,,,1.3165758,,Right Foot,,,"[67.9, 43.2]",,Ground Pass,,13.1217375,,,,Carlos Carmona Bonet,23848.0,,,,,1,Regular Play,Omar Mascarell González,18398.0,Left Defensive Midfield,5,Sporting Gijón,1041,['d5638014-d0af-4dc3-aec3-f3d2337671c2'],53,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:01:53.735,Pass,
,,,,,,,,,,,,,,,,,,,0.871281,,,,,,,,,,,,,,fc6a6329-d783-4848-bce6-d68eb37441c1,77,,,"[68.4, 43.0]",3825812,1,,,,,-2.3761919,,Right Foot,,,"[63.3, 38.1]",,Ground Pass,,7.072482,,,,Sergio Álvarez Díaz,13107.0,,,,,1,Regular Play,Carlos Carmona Bonet,23848.0,Right Wing,5,Sporting Gijón,1041,"['ba853acc-0fb5-4327-9b14-9feff2f67f94', 'bbb958db-a380-4000-b62b-da67fb33dd0a']",54,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:01:54.320,Pass,True
,,,,,,,,,,,,,,,,,,,2.622193,,,,,,,,,,,,,,778e608b-006f-400f-a90a-252fa1e3d091,80,,,"[63.0, 38.3]",3825812,1,,,,,-0.88794976,,Left Foot,,,"[86.1, 9.9]",,Low Pass,,36.608334,,Incomplete,,,,,,,,1,Regular Play,Sergio Álvarez Díaz,13107.0,Right Defensive Midfield,5,Sporting Gijón,1041,['def606b5-1c3f-4a80-928c-30dfa9340ad9'],55,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:01:55.231,Pass,
,,,,,,,,,,,,,,,,,,,1.000735,,,,,,,,,,,,,,def606b5-1c3f-4a80-928c-30dfa9340ad9,81,,,"[34.0, 70.2]",3825812,1,,,,,0.5931705,,Head,,,"[42.9, 76.2]",,Low Pass,,10.733592,,Incomplete,,,,,,,Recovery,1,Regular Play,Roberto José Rosales Altuve,6569.0,Right Back,5,Sporting Gijón,1041,"['6cc3268a-acee-4332-adaf-82a9703cc316', '778e608b-006f-400f-a90a-252fa1e3d091']",57,,,,,,,,,,,,,,,,,Málaga,223,00:01:57.853,Pass,
,,,,,,,,,,,,,,,,,,,1.085589,,,,,,,,,,,,,,aa9ca7e3-be73-4964-9a23-e79b097a9799,83,,,"[49.3, 80.0]",3825812,2,,,,,-1.0158006,,,,,"[55.5, 70.0]",,Low Pass,,11.766053,,,,Ikechukwu Uche,23930.0,,,,Throw-in,1,From Throw In,Roberto José Rosales Altuve,6569.0,Right Back,6,Málaga,223,['b2881f06-eeb6-4c09-b50e-8f9966b07718'],11,,,,,,,,,,,,,,,,,Málaga,223,00:02:11.141,Pass,
,,,,,,,,,,,,,,,,,,,1.26922,,,,,,,,,,,,,,92cfdf42-6270-4f27-bf02-ca9473930602,86,,,"[56.6, 68.8]",3825812,2,,,,,2.6336193,,Right Foot,,,"[46.9, 74.2]",,Low Pass,,11.101802,,,,Roberto José Rosales Altuve,6569.0,,,,,1,From Throw In,Ikechukwu Uche,23930.0,Right Center Forward,6,Málaga,223,['db90d478-1563-4fb3-ab85-fc206936fbdd'],12,,,,,,,,,,,,,,,,,Málaga,223,00:02:12.261,Pass,
,,,,,,,,,,,,,,,,,,,1.106155,,,,,,,,,,,,,,2109cc47-cd2c-4118-9bc1-f9a56e835865,90,,,"[44.0, 75.7]",3825812,2,,,,,-0.68604785,,Right Foot,,,"[61.1, 61.7]",,Ground Pass,,22.1,,,,Ikechukwu Uche,23930.0,,,,,1,From Throw In,Roberto José Rosales Altuve,6569.0,Right Back,6,Málaga,223,"['8afbeffb-c103-48d4-9243-627383143b76', '9a1e47bf-8d17-425f-811c-8f8d3951d421']",16,,,,,,,,,,,,,,,,,Málaga,223,00:02:16.490,Pass,True
,,,,,,,,,,,,,,,,,,,1.128209,,,,,,,,,,,,,,1f34699c-57fb-4730-9ec3-7f90f04d3c7c,93,,,"[68.2, 58.0]",3825812,2,,,,,0.3148778,,Right Foot,,,"[85.7, 63.7]",,Ground Pass,,18.40489,,,,Charles Días Barbosa de Oliveira,6707.0,,,,,1,From Throw In,Ikechukwu Uche,23930.0,Right Center Forward,6,Málaga,223,['2dc45743-516f-409a-b0fb-6b8766d37e99'],20,,,,,,,,,,,,,,,,,Málaga,223,00:02:20.622,Pass,
,,,,,,,,,,,,,,,,,,,1.043172,,,,,,,,,,,,,,96ba22b0-445c-4c5a-b6ad-daa16ff8bf23,96,,,"[86.1, 64.6]",3825812,2,,,,,-1.7894653,,Right Foot,,,"[83.7, 53.8]",,Ground Pass,,11.063454,,,,Ikechukwu Uche,23930.0,,,,,1,From Throw In,Charles Días Barbosa de Oliveira,6707.0,Left Center Forward,6,Málaga,223,['12f921a7-7467-48a8-b796-b5df280f010a'],23,,,,,,,,,,,,,,,,,Málaga,223,00:02:23.386,Pass,
,,,,,,,,,,,,,,,,,,,3.19772,,,,,,,,,,,,,,cd2fb00e-a53c-420f-8fc8-ec4124db921a,100,,,"[82.6, 52.7]",3825812,2,,,,,-0.8539313,,Right Foot,,,"[117.2, 13.0]",,High Pass,,52.661655,,,,Gonzalo Castro Irizábal,6740.0,,,,,1,From Throw In,Ikechukwu Uche,23930.0,Right Center Forward,6,Málaga,223,"['34832468-be48-4d14-8091-2de0aabc340d', 'ad43a2ce-5a77-4018-b6fe-042f85eb50b0']",25,,,,,,,,,,,,,,,,,Málaga,223,00:02:25.009,Pass,True
,,,,,,,,,,,,,,,,,,,1.056182,,,,,,,,,,,,,,1e751431-7d2b-47fb-a857-8e72f201c6ba,103,,,"[110.5, 22.3]",3825812,2,,,,,2.6597652,,Right Foot,,,"[99.6, 28.0]",,Ground Pass,,12.300406,,,,Pablo Fornals Malla,6764.0,,,,,1,From Throw In,Gonzalo Castro Irizábal,6740.0,Left Midfield,6,Málaga,223,['452e20a0-58bf-4c31-a61e-0be8953fd68e'],32,,,,,,,,,,,,,,,,,Málaga,223,00:02:32.809,Pass,
,,,,,,,,,,,,,,,,,,,2.141128,,,,,,,,,,,,,,e4efea18-5031-4f97-b1ec-54271e6c4761,110,,,"[28.9, 47.4]",3825812,2,,,,,0.7038186,,Left Foot,,,"[37.5, 54.7]",,Ground Pass,,11.280514,,,,Daniel Arnaud N''Di	,40822.0,,,,Recovery,1,From Throw In,Carlos Carmona Bonet,23848.0,Right Wing,6,Málaga,223,['5503e80d-a81a-4193-b803-c262577a0552'],37,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:02:37.412,Pass,
,,,,,,,,,,,,,,,,,,,2.026172,,,,,,,,,,,,,,206c7ea0-2d94-4862-80dd-cc1da845c9fc,114,,,"[73.0, 58.9]",3825812,2,,,,,-0.15803367,,Left Foot,,,"[98.1, 54.9]",,Ground Pass,,25.416727,,Incomplete,,Arnaldo Antonio Sanabria Ayala,6880.0,,,,,1,From Throw In,Daniel Arnaud N''Di	,40822.0,Center Attacking Midfield,6,Málaga,223,"['2c5e23dd-c677-44fd-baf7-971d13f42b05', '98cbb602-5912-400f-b561-d6d4a859c67b']",43,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:02:43.318,Pass,
