ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,f1e3fe8c-cd24-4788-92af-34804d9d0bd5,1,,,,3825565,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Espanyol,214,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 6792, 'name': 'Pau López Sabata'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6709, 'name': 'Anaitz Arbilla Zabala'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 23}, {'player': {'id': 6762, 'name': 'Álvaro González Soberón'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 22}, {'player': {'id': 24086, 'name': 'Antonio José Raillo Arenas'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 24}, {'player': {'id': 6612, 'name': 'Rubén Duarte Sánchez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 6758, 'name': 'Víctor Sánchez Mata'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 6791, 'name': 'Javier López Rodríguez'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 16}, {'player': {'id': 24578, 'name': 'Francisco Montañés Claverías'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 24072, 'name': 'Salvador Sevilla López'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 8}, {'player': {'id': 27241, 'name': 'Víctor Guillermo Álvarez Delgado'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 5}, {'player': {'id': 7781, 'name': 'Felipe Salvador Caicedo Corozo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 20}]}",Espanyol,214,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,fe3f9264-a14e-4d21-a13a-b2481cb04041,2,,,,3825565,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Espanyol,214,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 6625, 'name': 'Vicente Guaita Panadero'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6627, 'name': 'Damián Nicolás Suárez Suárez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 19}, {'player': {'id': 27403, 'name': 'Santiago Vergini'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 6614, 'name': 'Alexis Ruano Delgado'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 2}, {'player': {'id': 6856, 'name': 'Carlos Martín Vigaray'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 15}, {'player': {'id': 25881, 'name': 'Juan Antonio Rodríguez Villamuela'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 22}, {'player': {'id': 6745, 'name': 'Mehdi Lacen'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 6907, 'name': 'Pedro León Sánchez Gil'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 14}, {'player': {'id': 6720, 'name': 'Pablo Sarabia García'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 15893, 'name': 'Víctor Rodríguez Romero'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 18}, {'player': {'id': 24035, 'name': 'Álvaro Vázquez García'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Getafe,216,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,3820236b-ffc3-4745-a344-b047cd37a02e,3,,,,3825565,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Espanyol,214,['93eba6c1-064b-4508-bb02-cea8720158f2'],0,,,,,,,,,,,,,,,,,,Espanyol,214,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,93eba6c1-064b-4508-bb02-cea8720158f2,4,,,,3825565,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Espanyol,214,['3820236b-ffc3-4745-a344-b047cd37a02e'],0,,,,,,,,,,,,,,,,,,Getafe,216,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,8881da46-52d4-4817-b519-eb2f7e235c90,1586,,,,3825565,45,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,112,Getafe,216,['ddf8a34e-be7d-4df7-a17e-a4be2b5ea972'],0,,,,,,,,,,,,,,,,,,Espanyol,214,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,ddf8a34e-be7d-4df7-a17e-a4be2b5ea972,1587,,,,3825565,45,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,112,Getafe,216,['8881da46-52d4-4817-b519-eb2f7e235c90'],0,,,,,,,,,,,,,,,,,,Getafe,216,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.106164,,,,,,,,,,,,,b1cd5361-cd26-4b92-8374-f6d70aa2400d,5,,,"[61.0, 40.1]",3825565,0,,,,2.2597208,,Left Foot,,,"[58.2, 43.5]",Ground Pass,,4.404543,,,,Salvador Sevilla López,24072.0,,,,,Kick Off,1,From Kick Off,Felipe Salvador Caicedo Corozo,7781.0,Center Forward,2,Espanyol,214,['e061ea49-6922-4538-8602-6a594bba2b7a'],0,,,,,,,,,,,,,,,,,,Espanyol,214,00:00:00.911,Pass,
,,,,,,,,,,,,,,,1.241149,,,,,,,,,,,,,a8d23293-4d16-4e1a-b20b-4570f56aed61,8,,,"[56.7, 42.3]",3825565,0,,,,-2.4800851,,Right Foot,,,"[41.8, 30.7]",Ground Pass,,18.88306,,,,Javier López Rodríguez,6791.0,,,,,,1,From Kick Off,Salvador Sevilla López,24072.0,Center Attacking Midfield,2,Espanyol,214,['aec3adb0-535a-49d8-9281-30a97dfda5eb'],1,,,,,,,,,,,,,,,,,,Espanyol,214,00:00:01.619,Pass,
,,,,,,,,,,,,,,,1.162209,,,,,,,,,,,,,1372e8c7-c2f2-4e9e-a44f-bf2b5b13badf,12,,,"[40.8, 28.8]",3825565,0,,,,-1.5131679,,Right Foot,,,"[42.0, 8.0]",Ground Pass,,20.834587,,,,Rubén Duarte Sánchez,6612.0,,,,,,1,From Kick Off,Javier López Rodríguez,6791.0,Left Defensive Midfield,2,Espanyol,214,"['13612cc6-afbe-4e81-878f-79fe8c1e006f', 'b2f4cb73-3695-4665-84d5-e467a914a153']",3,,,,,,,,,,,,,,,,,,Espanyol,214,00:00:03.822,Pass,True
,,,,,,,,,,,,,,,1.913636,,,,,,,,,,,,,86ed41e9-f0a3-4dac-a22b-416cdc83812b,15,,,"[42.0, 8.5]",3825565,0,,,,0.5112307,,Left Foot,,,"[78.9, 29.2]",High Pass,,42.309574,,,,Felipe Salvador Caicedo Corozo,7781.0,,,,,,1,From Kick Off,Rubén Duarte Sánchez,6612.0,Left Back,2,Espanyol,214,['36b445ce-fb5c-47dd-bac2-803f6236c49d'],6,,,,,,,,,,,,,,,,,,Espanyol,214,00:00:06.628,Pass,
