bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,47b1d45e-59df-44c4-92d5-d2ea46994d19,1,,,3825635,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Celta Vigo,209,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 6884, 'name': 'Sergio Álvarez Conde'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6805, 'name': 'Hugo Mallo Novegil'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 6794, 'name': 'Gustavo Daniel Cabral Cáceres'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 22}, {'player': {'id': 6804, 'name': 'Sergi Gómez Solà'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 20}, {'player': {'id': 6802, 'name': 'Jonathan Castro Otto'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 19}, {'player': {'id': 19668, 'name': 'Augusto Matías Fernández'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 24}, {'player': {'id': 6797, 'name': 'Daniel Wass'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 18}, {'player': {'id': 6801, 'name': 'Pedro Pablo Hernández'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 7105, 'name': 'Fabián Ariel Orellana Valenzuela'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 14}, {'player': {'id': 6724, 'name': 'Manuel Agudo Durán'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 5217, 'name': 'Iago Aspas Juncal'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Celta Vigo,209,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,3852c807-c5fc-403c-9883-f39e8514b178,2,,,3825635,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Celta Vigo,209,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 5597, 'name': 'Keylor Navas Gamboa'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3063, 'name': 'Danilo Luiz da Silva'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 23}, {'player': {'id': 5485, 'name': 'Raphaël Varane'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 5201, 'name': 'Sergio Ramos García'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 5552, 'name': 'Marcelo Vieira da Silva Júnior'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 12}, {'player': {'id': 5539, 'name': 'Carlos Henrique Casimiro'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 5463, 'name': 'Luka Modrić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 19}, {'player': {'id': 5574, 'name': 'Toni Kroos'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 5200, 'name': 'Lucas Vázquez Iglesias'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 18}, {'player': {'id': 3990, 'name': 'Jesé Rodríguez Ruiz'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 20}, {'player': {'id': 5207, 'name': 'Cristiano Ronaldo dos Santos Aveiro'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 7}]}",Real Madrid,220,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,f7f00725-3936-414a-bc90-cc7032a9e15d,3,,,3825635,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Celta Vigo,209,['24842b6b-a0eb-4451-a266-e7cbc767fed0'],0,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,24842b6b-a0eb-4451-a266-e7cbc767fed0,4,,,3825635,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Celta Vigo,209,['f7f00725-3936-414a-bc90-cc7032a9e15d'],0,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,31192036-8711-44f8-8114-30ac2d18a5d0,1999,,,3825635,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,99,Real Madrid,220,['9b55b599-99d4-4136-9862-4e9ff1cab937'],0,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,9b55b599-99d4-4136-9862-4e9ff1cab937,2000,,,3825635,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,99,Real Madrid,220,['31192036-8711-44f8-8114-30ac2d18a5d0'],0,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.457854,,,,,,,,,,,,,37c6d3b4-8ed5-48bd-863e-71c4513a2af3,5,,"[61.0, 40.1]",3825635,0,,,,-2.5161076,,Right Foot,,,,"[59.2, 38.8]",,Ground Pass,,2.2203603,,,,,Cristiano Ronaldo dos Santos Aveiro,5207.0,,,,,,Kick Off,1,From Kick Off,Lucas Vázquez Iglesias,5200.0,Right Wing,2,Real Madrid,220,['3a5e8cfb-1a10-430d-a298-c59861cd37f0'],0,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:00.111,Pass,
,,,,,,,,,,,,,,,,,1.928538,,,,,,,,,,,,,5db8b57f-3777-4722-ba68-699ef2313b8a,8,,"[58.8, 38.6]",3825635,0,,,,2.792108,,Left Foot,,,,"[36.3, 46.8]",,Ground Pass,,23.94765,,,,,Raphaël Varane,5485.0,,,,,,,1,From Kick Off,Cristiano Ronaldo dos Santos Aveiro,5207.0,Center Forward,2,Real Madrid,220,['3d5dd599-e81e-407e-a673-a01b76a051a5'],0,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:00.937,Pass,
,,,,,,,,,,,,,,,,,2.94276,,,,,,,,,,,,,263e11e9-d776-4777-8541-884d52ef3ba5,12,,"[38.6, 48.5]",3825635,0,,,,-0.051481187,,Right Foot,,,,"[91.0, 45.8]",,High Pass,,52.469517,,,Incomplete,,,,,,,,,,1,From Kick Off,Raphaël Varane,5485.0,Right Center Back,2,Real Madrid,220,"['5cc3a8a5-4599-4dd2-bafb-70d7a4af2bdf', 'c29573be-4067-431f-9a07-efbb8aa61b5e']",3,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:03.756,Pass,True
,,,,,,,,,,,,,,,,,1.913112,,,,,,,,,,,,,beedcdda-a693-4c35-a048-16bb72c21ba1,15,,"[26.3, 36.2]",3825635,0,,,,2.7670803,,Right Foot,,,,"[9.0, 43.0]",,Ground Pass,,18.588438,,,,,Sergio Álvarez Conde,6884.0,,,,,,,1,Regular Play,Sergi Gómez Solà,6804.0,Left Center Back,3,Celta Vigo,209,['88cfd65e-cdd9-480d-b4e9-a5039d0b3c6b'],9,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:09.408,Pass,
