bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.849388,,,,,,,,,,,,,89b00657-2808-4108-9921-a4370f38299d,906,,"[91.1, 12.7]",3825657,23,,,,,-1.0135008,,Left Foot,,,,"[95.4, 5.8]",Ground Pass,,8.130191,,,,Rubén Castro Martín,6832.0,,,,,,1,From Throw In,Rafael van der Vaart,19724.0,Center Attacking Midfield,52,Real Betis,218,['27356106-820d-4a1e-8dfb-438c98cd87b5'],54,,,,,,,,,,,,,,,,Real Betis,218,00:23:54.313,Pass,
,,,,,,,,,,,,,,,,,1.23474,,,,,,,,,,,,,82f145db-6e5d-41c8-9465-6503134938f6,912,,"[98.6, 0.1]",3825657,24,,,,,1.487655,,,,,,"[99.7, 13.3]",High Pass,,13.245754,,,,Rubén Castro Martín,6832.0,,,,,Throw-in,1,From Throw In,Francisco Miguel Varela Martín,24132.0,Left Back,53,Real Betis,218,['957f850a-2b1f-4f2f-956f-f2804ae20281'],0,,,,,,,,,,,,,,,,Real Betis,218,00:24:00.356,Pass,
,,,,,,,,,,,,,,,,,0.973091,,,,,,,,,,,,,5484a931-8e70-4789-bb00-a1e79733869f,916,,"[99.1, 12.7]",3825657,24,,,,,-2.2073045,,Right Foot,,,,"[95.7, 8.1]",Low Pass,,5.72014,,,,Francisco Miguel Varela Martín,24132.0,,,,,,1,From Throw In,Rubén Castro Martín,6832.0,Center Forward,53,Real Betis,218,"['1bf2d838-30bf-4923-a44b-5874524b4e67', 'eb96e540-032d-4e5a-827c-6234c3163c5a']",1,,,,,,,,,,,,,,,,Real Betis,218,00:24:01.607,Pass,True
,,,,,,,,,,,,,,,,,1.930113,,,,,,,,,,,,,49b1fb3d-ba09-4fb5-b8af-8ee2e7d0d277,922,,"[35.9, 80.0]",3825657,24,,,,,-0.3866488,,,,,,"[63.9, 68.6]",High Pass,,30.231771,,Incomplete,,Adnane Tighadouini,8264.0,,,,,Throw-in,1,From Throw In,Roberto José Rosales Altuve,6569.0,Right Back,54,Málaga,223,"['a8a86b72-fd38-4465-a072-8d172b963a0f', 'c53e0b9f-6f06-4af2-ba31-3404603b420d']",24,,,,,,,,,,,,,,,,Málaga,223,00:24:24.947,Pass,
,,,,,,,,,,,,,,,,,2.037299,,,,,,,,,,,,,c53e0b9f-6f06-4af2-ba31-3404603b420d,925,,"[56.2, 11.5]",3825657,24,,,,True,0.31122464,,,,,,"[70.5, 16.1]",High Pass,,15.021651,,,,Rafael van der Vaart,19724.0,,,,,Recovery,1,Regular Play,Heiko Westermann,27349.0,Left Center Back,55,Real Betis,218,"['49b1fb3d-ba09-4fb5-b8af-8ee2e7d0d277', '4ff7d835-61a5-4ff8-878a-5569bbec1d6d', 'df287747-0933-4bb0-8ce8-d30ad82e1968']",26,,,,,,,,,,,,,,,,Real Betis,218,00:24:26.877,Pass,True
,,,,,,,,,,,,,,,,,1.709155,,,,,,,,,,,,,3cdbe875-51cc-45e1-a916-9f74fc1f07e2,927,,"[71.1, 16.1]",3825657,24,,,,,-0.6889244,,Left Foot,,,,"[72.8, 14.7]",High Pass,,2.2022715,,Incomplete,,Álvaro Cejudo Carmona,26723.0,,,,,,1,Regular Play,Rafael van der Vaart,19724.0,Center Attacking Midfield,55,Real Betis,218,"['3a782dd4-c79e-4680-8f81-4df0e20ef9ab', '8d255463-d37c-4e39-af71-7bb9d15ff06a']",28,,,,,,,,,,,,,,,,Real Betis,218,00:24:28.914,Pass,
,,,,,,,,,,,,,,,,,2.073561,,,,,,,,,,,,,bb9b2c36-ec90-4a5e-af33-67ddd03e7f10,933,,"[62.2, 18.4]",3825657,24,,,,True,1.7044486,,,,,,"[59.0, 42.2]",High Pass,,24.014162,,Incomplete,,Joaquín Sánchez Rodríguez,6651.0,,,,,Recovery,1,Regular Play,Heiko Westermann,27349.0,Left Center Back,55,Real Betis,218,"['d0c2991a-aacc-43a8-92cf-30a721478b31', 'd5a49b25-89bb-41e4-8912-db88a9ca596c', 'f2373214-b3d6-40c9-ac31-fb28563dbf15']",33,,,,,,,,,,,,,,,,Real Betis,218,00:24:33.735,Pass,True
,,,,,,,,,,,,,,,,,2.576519,,,,,,,,,,,,,d5a49b25-89bb-41e4-8912-db88a9ca596c,936,,"[61.1, 37.9]",3825657,24,,,,,-0.012765264,,Left Foot,,,,"[84.6, 37.6]",High Pass,,23.501915,,Incomplete,,Adnane Tighadouini,8264.0,,,,,Interception,1,Regular Play,Sérgio Paulo Barbosa Valente,25859.0,Right Midfield,55,Real Betis,218,"['08a25104-1e53-4bc3-9873-ae0fc0d60003', '55495339-d106-4adc-aec1-c1babf4b0693', '65dff056-ff78-4334-a1c1-5b3dd6ada3b4', 'bb9b2c36-ec90-4a5e-af33-67ddd03e7f10']",35,,,,,,,,,,,,,,,,Málaga,223,00:24:35.809,Pass,True
,,,,,,,,,,,,,,,,,2.560025,,,,,,,,,,,,,08a25104-1e53-4bc3-9873-ae0fc0d60003,938,,"[35.5, 42.5]",3825657,24,,,,,3.0957913,,Left Foot,,,,"[11.5, 43.6]",Ground Pass,,24.025194,,,,Antonio Adán Garrido,6654.0,,,,,Recovery,1,Regular Play,Bruno González Cabrera,6872.0,Right Center Back,55,Real Betis,218,"['72f3453d-64a5-4954-8e27-654d4b0cf001', 'd5a49b25-89bb-41e4-8912-db88a9ca596c']",38,,,,,,,,,,,,,,,,Real Betis,218,00:24:38.385,Pass,
,,,,,,,,,,,,,,,,,3.198619,,,,,,,,,,,,,6bcfdca6-c2ef-4c96-bdea-15a7cfda24d3,941,,"[9.7, 37.3]",3825657,24,,,,,-0.43268406,,Left Foot,,,,"[55.6, 16.1]",High Pass,,50.559372,,Incomplete,,Álvaro Cejudo Carmona,26723.0,,,,,,1,Regular Play,Antonio Adán Garrido,6654.0,Goalkeeper,55,Real Betis,218,"['83c05065-54c8-4c84-9404-02784defa693', 'c8a0e77c-245d-49d6-86b8-d72435f8f67c']",43,,,,,,,,,,,,,,,,Real Betis,218,00:24:43.030,Pass,
,,,,,,,,,,,,,,,,,2.163121,,,,,,,,,,,,,5d8c2ead-2fb9-4b43-bfa9-dd21470f491f,946,,"[47.6, 8.1]",3825657,24,,,,,0.07175161,,Left Foot,,,,"[79.6, 10.4]",High Pass,,32.08255,,,,Rubén Castro Martín,6832.0,,,,,,1,Regular Play,Francisco Miguel Varela Martín,24132.0,Left Back,55,Real Betis,218,['0e7d7eac-d878-45d6-b354-5ea592e7fee4'],50,,,,,,,,,,,,,,,,Real Betis,218,00:24:50.646,Pass,
,,,,,,,,,,,,,,,,,1.241838,,,,,,,,,,,,,4aff0be8-8bd7-4fde-9d7b-71505299c0a6,949,,"[79.6, 9.2]",3825657,24,,,,,2.8501358,,Head,,,,"[75.6, 10.4]",Low Pass,,4.1761227,,Incomplete,,Álvaro Cejudo Carmona,26723.0,,,,,,1,Regular Play,Rubén Castro Martín,6832.0,Center Forward,55,Real Betis,218,"['4333de7d-bf1e-4ce7-949e-006283919347', '7e619071-3bbb-4a7e-ba81-bc7dccb5b181']",52,,,,,,,,,,,,,,,,Real Betis,218,00:24:52.809,Pass,
,,,,,,,,,,,,,,,,,1.844146,,,,,,,,,,,,,4a67cf56-54bd-498a-b8fb-617f3d61c231,953,,"[45.0, 62.8]",3825657,24,,,,,-2.1724968,,Right Foot,,,,"[30.1, 41.1]",Ground Pass,,26.322994,,,,Weligton Róbson Pena de Oliveira,26669.0,,,,,,1,Regular Play,Roberto José Rosales Altuve,6569.0,Right Back,56,Málaga,223,['97402754-eb9b-4c3c-a1fd-63032bf581a9'],54,,,,,,,,,,,,,,,,Málaga,223,00:24:54.770,Pass,
,,,,,,,,,,,,,,,,,2.246599,,,,,,,,,,,,,dee5c186-9b42-4f89-9d1a-e1364cad125b,956,,"[38.4, 41.1]",3825657,24,,,,,0.5383505,,Left Foot,,,,"[81.1, 66.6]",High Pass,,49.734695,,,,Charles Días Barbosa de Oliveira,6707.0,,,,,,1,Regular Play,Weligton Róbson Pena de Oliveira,26669.0,Left Center Back,56,Málaga,223,['5bb9ef08-0bb9-463f-9878-4438f4a2603d'],59,,,,,,,,,,,,,,,,Málaga,223,00:24:59.836,Pass,
,,,,,,,,,,,,,,,,,1.15519,,,,,,,,,,,,,4a7cef89-357f-4324-908a-3521bb7f4884,959,,"[86.3, 59.4]",3825657,25,,,,,1.3275359,,Right Foot,,,,"[89.7, 73.1]",High Pass,,14.115594,,,,Juan Carlos Pérez López,6559.0,,,,,,1,Regular Play,Charles Días Barbosa de Oliveira,6707.0,Right Center Forward,56,Málaga,223,['2bdde7c6-cf5f-4696-966d-6710953a849f'],3,,,,,,,,,,,,,,,,Málaga,223,00:25:03.504,Pass,
,,,,,,,,,,,,,,,,,1.294374,,,,,,,,,,,,,45caef27-b8b7-4b7a-b57c-b93a5ba3b042,962,,"[92.0, 69.7]",3825657,25,,,,,-2.951814,,Left Foot,,,,"[74.3, 66.3]",Ground Pass,,18.023596,,,,Fernando Damián Tissone,19431.0,,,,,,1,Regular Play,Juan Carlos Pérez López,6559.0,Left Midfield,56,Málaga,223,['cdf150fc-69dc-45e6-b1c7-c143260a19b2'],7,,,,,,,,,,,,,,,,Málaga,223,00:25:07.749,Pass,
,,,,,,,,,,,,,,,,,1.33146,,,,,,,,,,,,,b4fdcf78-7cae-4d4d-818b-6e0b4f83faa9,965,,"[77.4, 67.4]",3825657,25,,,,,1.5208379,,Right Foot,,,,"[77.7, 73.4]",Ground Pass,,6.0074954,,,,Juan Carlos Pérez López,6559.0,,,,,,1,Regular Play,Fernando Damián Tissone,19431.0,Right Defensive Midfield,56,Málaga,223,['cc75b12d-a604-4102-94d9-06769033cb15'],10,,,,,,,,,,,,,,,,Málaga,223,00:25:10.220,Pass,
,,,,,,,,,,,,,,,,,3.147394,,,,,,,,,,,,,655fe69f-0806-4176-b9a9-886afa505bb4,969,,"[75.1, 73.1]",3825657,25,,,,,-1.4988487,,Left Foot,,,,"[78.3, 28.7]",Ground Pass,,44.515167,,Incomplete,,José Luis García del Pozo,6580.0,,True,,,,1,Regular Play,Juan Carlos Pérez López,6559.0,Left Midfield,56,Málaga,223,"['22416ccd-3918-4054-a43f-29d4613334b8', '8e2a92e6-47cb-42b4-951a-61c41e6f6095', 'f5e0b4c0-7712-411d-b698-efa824ee3158']",12,,,,,,,,,,,,,,,,Málaga,223,00:25:12.333,Pass,True
,,,,,,,,,,,,,,,,,0.470589,,,,,,,,,,,,,22416ccd-3918-4054-a43f-29d4613334b8,972,,"[41.8, 51.4]",3825657,25,,,,,-2.768605,,Left Foot,,,,"[39.5, 50.5]",Ground Pass,,2.4698179,,,,Joaquín Sánchez Rodríguez,6651.0,,,,,Recovery,1,Regular Play,Petros Matheus dos Santos Araújo,27346.0,Left Defensive Midfield,56,Málaga,223,"['655fe69f-0806-4176-b9a9-886afa505bb4', 'a67a9205-942b-46e3-9f8a-9c3cb422b8e7']",15,,,,,,,,,,,,,,,,Real Betis,218,00:25:15.481,Pass,
,,,,,,,,,,,,,,,,,1.261617,,,,,,,,,,,,,c46af7d1-ba57-4fe1-b11c-93d4a85100d6,985,,"[76.0, 23.9]",3825657,25,,,,,-1.5144458,,Left Foot,,,,"[77.1, 4.4]",Ground Pass,,19.531,,,,Sérgio Paulo Barbosa Valente,25859.0,,,,,,1,Regular Play,José Luis García del Pozo,6580.0,Left Defensive Midfield,56,Málaga,223,"['34c4be9d-8504-4aec-9b4f-96e25ce0efa3', 'b8a2ff40-0edd-4c3d-810e-690bab7899d9']",18,,,,,,,,,,,,,,,,Málaga,223,00:25:18.257,Pass,True
,,,,,,,,,,,,,,,,,1.533808,,,,,,,,,,,,,08ee7c00-abdb-4915-8830-c9272ddff4f0,988,,"[78.3, 11.3]",3825657,25,,,,,0.6943805,,Left Foot,,,,"[105.8, 34.2]",High Pass,,35.786312,,Incomplete,,Adnane Tighadouini,8264.0,,,,,,1,Regular Play,Sérgio Paulo Barbosa Valente,25859.0,Right Midfield,56,Málaga,223,"['c024a1af-cb61-4ba8-a5eb-de593402f519', 'e98c66c5-3a71-4d6a-81f5-eeb63c68a763']",20,,,,,,,,,,,,,,,,Málaga,223,00:25:20.957,Pass,
,,,,,,,,,,,,,,,,,1.100564,,,,,,,,,,,,,b6936499-ddd4-467d-bf55-73be039b2dd6,992,,"[78.6, 38.8]",3825657,25,,,,,-0.91762704,,Left Foot,,,,"[87.4, 27.3]",Ground Pass,,14.480677,,,,José Luis García del Pozo,6580.0,,,,,Recovery,1,Regular Play,Arthur Etienne Boka,27335.0,Left Back,56,Málaga,223,"['344514df-ec38-4f2d-804a-c79e9eb4a2f6', '6e8fa4e8-365e-44bf-ab7a-aebd67d2b1aa']",25,,,,,,,,,,,,,,,,Málaga,223,00:25:25.035,Pass,True
,,,,,,,,,,,,,,,,,1.451816,,,,,,,,,,,,,4702203f-3d65-4f1b-a583-d5c97619b485,996,,"[93.7, 6.1]",3825657,25,,,,,1.5707964,,Right Foot,,,,"[93.7, 12.4]",Ground Pass,,6.3,,,,Sérgio Paulo Barbosa Valente,25859.0,,,,,,1,Regular Play,José Luis García del Pozo,6580.0,Left Defensive Midfield,56,Málaga,223,['b8ff84e5-50df-4eef-9ac5-c26765c06db3'],30,,,,,,,,,,,,,,,,Málaga,223,00:25:30.225,Pass,
,,,,,,,,,,,,,,,,,1.237524,,,,,,,,,,,,,13ebef16-b469-4b79-9ecc-8a572cf7b35d,1000,,"[93.2, 3.2]",3825657,25,,,,,2.8802667,,Right Foot,,,,"[84.6, 5.5]",Ground Pass,,8.902246,,Incomplete,,Fernando Damián Tissone,19431.0,,,,,,1,Regular Play,Sérgio Paulo Barbosa Valente,25859.0,Right Midfield,56,Málaga,223,"['11305535-75ed-47c6-b9c4-1c5ab45f80b4', '6a516787-e3e9-49db-a05c-15586a8a660d', '9e08aa1f-b53c-4944-8ae7-51e0f9d2df82']",33,,,,,,,,,,,,,,,,Málaga,223,00:25:33.302,Pass,True
,,,,,,,,,,,,,,,,,0.443034,,,,,,,,,,,,,2d5029fb-b2d8-45d5-945b-1df69e17c468,1005,,"[37.2, 74.6]",3825657,25,,,,,0.5501658,,Right Foot,,,,"[44.7, 79.2]",Low Pass,,8.798295,,,,Petros Matheus dos Santos Araújo,27346.0,,,,,,1,Regular Play,Rafael van der Vaart,19724.0,Center Attacking Midfield,56,Málaga,223,"['5b55b218-8481-42dd-a332-32993357b48c', 'b46eefa8-90e3-4dc0-9410-6cd48e75caac']",36,,,,,,,,,,,,,,,,Real Betis,218,00:25:36.133,Pass,True
,,,,,,,,,,,,,,,,,0.594601,,,,,,,,,,,,,16248f6e-8ca4-4aea-9c13-f569076ddb64,1012,,"[77.7, 7.0]",3825657,25,,,,,-1.6495802,,Right Foot,,,,"[77.4, 3.2]",Ground Pass,,3.8118236,,Incomplete,,Sérgio Paulo Barbosa Valente,25859.0,,,,,,1,Regular Play,Fernando Damián Tissone,19431.0,Right Defensive Midfield,56,Málaga,223,"['2a061494-34f3-4396-bf5b-cef6995c9eb9', 'd4b313b3-4997-4792-9de4-ae6c6c346635']",40,,,,,,,,,,,,,,,,Málaga,223,00:25:40.072,Pass,
,,,,,,,,,,,,,,,,,3.116037,,,,,,,,,,,,,209f686f-3529-4205-b92c-53f78f52f9fa,1016,,"[59.6, 79.2]",3825657,25,,,,,-1.163998,,Right Foot,,,,"[70.5, 53.9]",Ground Pass,,27.54814,,Incomplete,,Petros Matheus dos Santos Araújo,27346.0,,,,,,1,Regular Play,Rafael van der Vaart,19724.0,Center Attacking Midfield,56,Málaga,223,"['12c4288d-4b1d-47f6-9bef-8ab7d6481333', '56cc97af-b36b-400f-9945-f06c216d0fb7']",43,,,,,,,,,,,,,,,,Real Betis,218,00:25:43.337,Pass,
,,,,,,,,,,,,,,,,,1.355525,,,,,,,,,,,,,12c4288d-4b1d-47f6-9bef-8ab7d6481333,1018,,"[49.6, 26.2]",3825657,25,,,,,-0.35004488,,Right Foot,,,,"[62.2, 21.6]",Ground Pass,,13.413426,,,,Fernando Damián Tissone,19431.0,,,,,Interception,1,Regular Play,Marcos Alberto Angeleri,27184.0,Right Center Back,56,Málaga,223,"['209f686f-3529-4205-b92c-53f78f52f9fa', '6a7b0892-a271-486e-8585-87afd481b34c']",46,,,,,,,,,,,,,,,,Málaga,223,00:25:46.454,Pass,
,,,,,,,,,,,,,,,,,0.781244,,,,,,,,,,,,,85ae9088-18aa-48ba-9cbd-72e33aee79ce,1021,,"[69.1, 26.2]",3825657,25,,,,,0.33563855,,Right Foot,,,,"[86.3, 32.2]",Low Pass,,18.216476,,Incomplete,,Charles Días Barbosa de Oliveira,6707.0,,,Through Ball,True,,1,Regular Play,Fernando Damián Tissone,19431.0,Right Defensive Midfield,56,Málaga,223,"['1f9ccac2-6e7f-4ad4-9f0d-fe354b975598', 'cfa61140-527a-4f7e-a1a4-862978c8452b']",49,,,,,,,,,,,,,,,,Málaga,223,00:25:49.410,Pass,
,,,,,,,,,,,,,,,,,1.354005,,,,,,,,,,,,,c9589283-2a5b-46c2-b0b5-19990ed3a13c,1029,,"[23.2, 30.7]",3825657,25,,,,,-0.06738249,,Left Foot,,,,"[39.5, 29.6]",Ground Pass,,16.337074,,,,Álvaro Cejudo Carmona,26723.0,,,,,Recovery,1,Regular Play,Francisco Miguel Varela Martín,24132.0,Left Back,57,Real Betis,218,['d8e91381-c321-4ede-a12b-848590f32666'],54,,,,,,,,,,,,,,,,Real Betis,218,00:25:54.853,Pass,
,,,,,,,,,,,,,,,,,1.394546,,,,,,,,,,,,,79c3596b-1580-4e47-9f2c-bf0de1818623,1035,,"[41.8, 31.0]",3825657,26,,,,,0.3578794,,Right Foot,,,,"[54.1, 35.6]",Ground Pass,,13.132022,,,,Didier Digard,27345.0,,,,,Free Kick,1,From Free Kick,Heiko Westermann,27349.0,Left Center Back,58,Real Betis,218,['4bf1911f-530a-4f8f-8894-bf8c6b33a3b4'],13,,,,,,,,,,,,,,,,Real Betis,218,00:26:13.321,Pass,
,,,,,,,,,,,,,,,,,1.439151,,,,,,,,,,,,,6ddad0bb-601b-4da8-91aa-4f11b20d96fe,1038,,"[56.7, 38.5]",3825657,26,,,,,1.93617,,Left Foot,,,,"[51.0, 53.4]",Ground Pass,,15.953056,,,,Petros Matheus dos Santos Araújo,27346.0,,,,,,1,From Free Kick,Didier Digard,27345.0,Right Defensive Midfield,58,Real Betis,218,['8546c2a4-3d49-44e6-aa9e-b1f59ecc8c52'],14,,,,,,,,,,,,,,,,Real Betis,218,00:26:14.993,Pass,
,,,,,,,,,,,,,,,,,1.717793,,,,,,,,,,,,,51a5dd69-78fb-4bf9-bab6-fe2febecb439,1041,,"[49.9, 58.5]",3825657,26,,,,,1.3231757,,Right Foot,,,,"[54.4, 76.3]",Ground Pass,,18.36001,,,,Cristiano Piccini,11634.0,,,,,,1,From Free Kick,Petros Matheus dos Santos Araújo,27346.0,Left Defensive Midfield,58,Real Betis,218,['de0f5ce3-de00-48d7-a49c-ec68194bfa76'],17,,,,,,,,,,,,,,,,Real Betis,218,00:26:17.610,Pass,
,,,,,,,,,,,,,,,,,4.837954,,,,,,,,,,,,,1a0c8614-9955-4ff8-adf2-d6bde94b8c20,1044,,"[68.2, 48.2]",3825657,26,,,,,-2.0585656,,Left Foot,,,,"[43.0, 0.7]",High Pass,,53.770718,,Out,,Francisco Miguel Varela Martín,24132.0,,True,,,,1,From Free Kick,Cristiano Piccini,11634.0,Right Back,58,Real Betis,218,['7443cf36-9e88-4fdb-88dd-6aba794a490d'],25,,,,,,,,,,,,,,,,Real Betis,218,00:26:25.138,Pass,
,,,,,,,,,,,,,,,,,1.378915,,,,,,,,,,,,,ab27d549-0f4c-4c14-be6a-acd85f2a511f,1046,,"[67.1, 80.0]",3825657,26,,,,,-1.6471503,,,,,,"[65.7, 61.7]",Low Pass,,18.353474,,,,Sérgio Paulo Barbosa Valente,25859.0,,,,,Throw-in,1,From Throw In,Roberto José Rosales Altuve,6569.0,Right Back,59,Málaga,223,['fe3850d6-d4d2-4c8c-9c77-fad927fbdeaf'],36,,,,,,,,,,,,,,,,Málaga,223,00:26:36.228,Pass,
,,,,,,,,,,,,,,,,,0.954934,,,,,,,,,,,,,27474342-2a2a-4014-a2db-65f77f0ad344,1049,,"[71.7, 62.8]",3825657,26,,,,,-2.0374928,,Left Foot,,,,"[65.1, 49.7]",Ground Pass,,14.668674,,,,José Luis García del Pozo,6580.0,,,,,,1,From Throw In,Sérgio Paulo Barbosa Valente,25859.0,Right Midfield,59,Málaga,223,['f9c52db7-a86c-4ddc-ad42-e041b645ffec'],41,,,,,,,,,,,,,,,,Málaga,223,00:26:41.454,Pass,
,,,,,,,,,,,,,,,,,1.463909,,,,,,,,,,,,,1e5a4182-b87c-4f97-9917-19749156a523,1052,,"[61.7, 37.6]",3825657,26,,,,,1.4491295,,Right Foot,,,,"[64.5, 60.5]",Ground Pass,,23.070543,,,,Fernando Damián Tissone,19431.0,,,,,,1,From Throw In,José Luis García del Pozo,6580.0,Left Defensive Midfield,59,Málaga,223,['204563b0-ed2b-4612-8ac7-047ec74fddbd'],46,,,,,,,,,,,,,,,,Málaga,223,00:26:46.309,Pass,
,,,,,,,,,,,,,,,,,1.561767,,,,,,,,,,,,,d57b9461-865e-4643-8044-3021959ddeb0,1055,,"[72.5, 60.0]",3825657,26,,,,,-2.8049178,,Left Foot,,,,"[54.5, 53.7]",Ground Pass,,19.070658,,,,Marcos Alberto Angeleri,27184.0,,,,,,1,From Throw In,Fernando Damián Tissone,19431.0,Right Defensive Midfield,59,Málaga,223,['af6911ef-9048-4b19-9405-69ae080d4e6a'],52,,,,,,,,,,,,,,,,Málaga,223,00:26:52.974,Pass,
,,,,,,,,,,,,,,,,,3.227043,,,,,,,,,,,,,611a64e4-60b5-4290-8edd-e59bdc905ab2,1058,,"[57.1, 54.8]",3825657,26,,,,,-0.8417376,,Right Foot,,,,"[100.6, 6.1]",High Pass,,65.29885,,,,Arthur Etienne Boka,27335.0,,True,,,,1,From Throw In,Marcos Alberto Angeleri,27184.0,Right Center Back,59,Málaga,223,['875d0ed0-f542-489f-8429-7de32592af0a'],56,,,,,,,,,,,,,,,,Málaga,223,00:26:56.355,Pass,
,,,,,,,,,,,,,,,,,0.406574,,,,,,,,,,,,,55d3b32b-7246-4c04-838e-e9b10345d40f,1068,,"[5.2, 75.1]",3825657,27,,,,,0.4031156,,Right Foot,,,,"[12.0, 78.0]",Ground Pass,,7.392564,,Incomplete,,Joaquín Sánchez Rodríguez,6651.0,,,,,,1,From Throw In,Cristiano Piccini,11634.0,Right Back,59,Málaga,223,"['327693b8-e92b-4355-a60f-2cb4b4cd06de', '6ad6627e-be63-4853-967e-e79fcf02b633']",2,,,,,,,,,,,,,,,,Real Betis,218,00:27:02.587,Pass,
,,,,,,,,,,,,,,,,,1.330207,,,,,,,,,,,,,19df12e8-ed9d-442c-850d-1d6f5c26ddf9,1073,,"[111.8, 3.2]",3825657,27,,,,,1.6307843,,Left Foot,True,,,"[109.8, 36.5]",Low Pass,,33.360004,,Incomplete,,,,,,,,,1,From Throw In,Arthur Etienne Boka,27335.0,Left Back,59,Málaga,223,"['2d626ff6-4557-4244-9a8b-8670690f3618', '52829e87-ff13-422f-a4d7-69a6ce555a5d']",7,,,,,,,,,,,,,,,,Málaga,223,00:27:07.079,Pass,True
,,,,,,,,,,,,,,,,,3.847567,,,,,,,,,,,,,52dc7342-ddcb-4d40-9ad6-582f5cc76e42,1076,,"[74.8, 29.6]",3825657,27,,,,True,-1.7659547,,,,,,"[69.7, 3.8]",High Pass,,26.29924,,,,José Luis García del Pozo,6580.0,,,,,Recovery,1,From Throw In,Weligton Róbson Pena de Oliveira,26669.0,Left Center Back,59,Málaga,223,"['272718a3-dd10-43bc-9f6b-1162af5264c9', '380f1faf-71c2-409d-a1cb-1308483b889c']",11,,,,,,,,,,,,,,,,Málaga,223,00:27:11.554,Pass,True
,,,,,,,,,,,,,,,,,0.28649,,,,,,,,,,,,,5e98e781-7fb4-4ac6-8ec7-0db96e5b0b5c,1079,,"[66.8, 4.4]",3825657,27,,,,,0.0,,Left Foot,,,,"[70.2, 4.4]",Low Pass,,3.4,,Incomplete,,Arthur Etienne Boka,27335.0,,,,,,1,From Throw In,José Luis García del Pozo,6580.0,Left Defensive Midfield,59,Málaga,223,"['0962ff88-059d-421e-b8eb-fb82c4e7d276', 'b46a1813-e5cb-4880-9700-c67a2c47f556']",16,,,,,,,,,,,,,,,,Málaga,223,00:27:16.347,Pass,
,,,,,,,,,,,,,,,,,0.992258,,,,,,,,,,,,,dac492de-3f6b-4c9b-b1aa-53a5230e6ac4,1082,,"[54.2, 0.1]",3825657,27,,,,,0.80426383,,,,,,"[59.4, 5.5]",Low Pass,,7.496666,,,,José Luis García del Pozo,6580.0,,,,,Throw-in,1,From Throw In,Arthur Etienne Boka,27335.0,Left Back,60,Málaga,223,['e947ee75-9b29-48cb-828d-97447325f25b'],30,,,,,,,,,,,,,,,,Málaga,223,00:27:30.316,Pass,
,,,,,,,,,,,,,,,,,0.817171,,,,,,,,,,,,,1d52fb79-8a68-4fb5-92d9-872b4f1135ee,1085,,"[63.4, 6.7]",3825657,27,,,,,-2.5142844,,Right Foot,,,,"[55.4, 0.9]",Ground Pass,,9.881295,,,,Arthur Etienne Boka,27335.0,,,,,,1,From Throw In,José Luis García del Pozo,6580.0,Left Defensive Midfield,60,Málaga,223,['4a1a3728-eb94-449a-87f8-870b1f095b8f'],31,,,,,,,,,,,,,,,,Málaga,223,00:27:31.372,Pass,
,,,,,,,,,,,,,,,,,1.408438,,,,,,,,,,,,,99eff6c5-4999-42a7-a360-a2f6e56d8036,1089,,"[51.9, 3.2]",3825657,27,,,,,3.1241527,,Left Foot,,,,"[34.7, 3.5]",Ground Pass,,17.202616,,,,Weligton Róbson Pena de Oliveira,26669.0,,,,,,1,From Throw In,Arthur Etienne Boka,27335.0,Left Back,60,Málaga,223,"['95a07611-9ebb-4695-a1d2-40dff403b8ca', 'a8ad0571-392d-4f8c-a30a-52aebdd571d1']",34,,,,,,,,,,,,,,,,Málaga,223,00:27:34.155,Pass,True
