ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,b1647ccb-6caa-4dcd-befa-d544afaf91be,1,,,3825840,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Valencia,207,,0,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 25144, 'name': 'Diego Alves Carreira'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 7005, 'name': 'João Pedro Cavaco Cancelo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 3638, 'name': 'Shkodran Mustafi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 4406, 'name': 'Aymen Abdennour'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 23}, {'player': {'id': 26780, 'name': 'Guilherme Magdalena Siqueira'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 6}, {'player': {'id': 6595, 'name': 'Daniel Parejo Muñoz'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 6751, 'name': 'Javier Fuego Martínez'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 18}, {'player': {'id': 10802, 'name': 'André Filipe Tavares Gomes'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 21}, {'player': {'id': 5718, 'name': 'Rodrigo Moreno Machado'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 17}, {'player': {'id': 6594, 'name': 'Santiago Mina Lorenzo'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 22}, {'player': {'id': 6402, 'name': 'Francisco Alcácer García'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Valencia,207,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,f62b7082-67e6-4874-a7af-84b2c7979882,2,,,3825840,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Valencia,207,,0,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 10763, 'name': 'Asier Riesgo Unamuno'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6699, 'name': 'Ander Capa Rodríguez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 7}, {'player': {'id': 26764, 'name': 'Jon Ansotegi Gorostola'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 6778, 'name': 'Iván Ramis Barrios'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 6776, 'name': 'David Juncà Reñé'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 17}, {'player': {'id': 6775, 'name': 'Daniel García Carrillo'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 6712, 'name': 'Gonzalo Escalante'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 5}, {'player': {'id': 6557, 'name': 'Adrián González Morales'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 24}, {'player': {'id': 6742, 'name': 'Sergio Gontán Gallardo'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 20}, {'player': {'id': 5687, 'name': 'Takashi Inui'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 8}, {'player': {'id': 6566, 'name': 'Borja González Tomás'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 18}]}",Eibar,322,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,142e9917-688b-4435-bc8b-b210d0130758,3,,,3825840,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Valencia,207,['03e471b5-c16c-49ce-acb9-5e71913fd079'],0,,,,,,,,,,,,,,,,Eibar,322,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,03e471b5-c16c-49ce-acb9-5e71913fd079,4,,,3825840,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Valencia,207,['142e9917-688b-4435-bc8b-b210d0130758'],0,,,,,,,,,,,,,,,,Valencia,207,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,30edae59-4a3d-4008-9361-9a30f527ea61,1840,,,3825840,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,88,Valencia,207,['8f8fa1a2-349d-409e-b117-3c9bd4a1e28b'],0,,,,,,,,,,,,,,,,Eibar,322,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,8f8fa1a2-349d-409e-b117-3c9bd4a1e28b,1841,,,3825840,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,88,Valencia,207,['30edae59-4a3d-4008-9361-9a30f527ea61'],0,,,,,,,,,,,,,,,,Valencia,207,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.487238,,,,,,,,,,,,,,,6863855b-96f8-461b-af9e-e958a5cb92d3,5,,"[60.0, 40.0]",3825840,0,,,,,1.3521274,,Right Foot,,,"[60.2, 40.9]",,Ground Pass,,0.92195445,,,,,Daniel Parejo Muñoz,6595.0,,,,,,Kick Off,1,From Kick Off,Francisco Alcácer García,6402.0,Center Forward,2,Valencia,207,['550f5ae6-65f1-4a27-af3a-316cbf50e888'],0,,,,,,,,,,,,,,,,Valencia,207,00:00:00.435,Pass,
,,,,,,,,,,,,,,,,2.75057,,,,,,,,,,,,,,,4f7ff293-41b9-4d3f-b9e2-ddecbc50ce64,7,,"[59.9, 40.8]",3825840,0,,,,,2.976444,,Right Foot,,,"[32.9, 45.3]",,Ground Pass,,27.37243,,,,,Shkodran Mustafi,3638.0,,,,,,,1,From Kick Off,Daniel Parejo Muñoz,6595.0,Center Defensive Midfield,2,Valencia,207,['c00b7b78-d527-44f1-bf42-99b4f6b6939c'],0,,,,,,,,,,,,,,,,Valencia,207,00:00:00.922,Pass,
,,,,,,,,,,,,,,,,1.786227,,,,,,,,,,,,,,,729b9e7e-48b9-454e-82ea-6070ab5b972f,10,,"[33.1, 45.3]",3825840,0,,,,,-1.7975951,,Right Foot,,,"[27.4, 20.6]",,Ground Pass,,25.349161,,,,,Aymen Abdennour,4406.0,,,,,,,1,From Kick Off,Shkodran Mustafi,3638.0,Right Center Back,2,Valencia,207,['fa22a6af-3da2-4e89-8650-f3b1205f4327'],3,,,,,,,,,,,,,,,,Valencia,207,00:00:03.703,Pass,
,,,,,,,,,,,,,,,,1.811887,,,,,,,,,,,,,,,cbb64315-cb72-4233-b152-bd929ff1191a,13,,"[27.4, 20.6]",3825840,0,,,,,-1.0647213,,Right Foot,,,"[36.6, 4.0]",,Ground Pass,,18.978935,,,,,Guilherme Magdalena Siqueira,26780.0,,,,,,,1,From Kick Off,Aymen Abdennour,4406.0,Left Center Back,2,Valencia,207,['b1b3bd6f-89f5-49e6-9acb-15e50af7d2b2'],6,,,,,,,,,,,,,,,,Valencia,207,00:00:06.670,Pass,
