50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,2.07267,,,,,,,,,,,,,,82556c94-e1cd-4661-87f4-dea4beca725c,22,,,"[102.7, 0.1]",3825722,0,,,,,1.4259838,defeb247-eed4-47fd-a14e-85a4b1383270,,True,,,"[107.6, 33.7]",,High Pass,,33.955414,,,,,Bernardo José Espinosa Zúñiga,6573.0,True,,,,Throw-in,1,From Throw In,Ismael López Blanco,24263.0,Left Back,3,Sporting Gijón,1041,['df1e2ba6-c947-43eb-b03a-128b0ef93a39'],37,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:37.942,Pass,
,,,,,,,,,,,,,,,,,,,2.071284,,,,,,,,,,,,,,bef11df5-a9c9-4f5a-8c9c-a96390c68403,29,,,"[10.1, 41.8]",3825722,0,,,,,-0.5107825,,Keeper Arm,,,,"[51.5, 18.6]",,High Pass,,47.457348,,,,,Víctor Rodríguez Romero,15893.0,,,,,,1,Regular Play,Vicente Guaita Panadero,6625.0,Goalkeeper,4,Getafe,216,['7c2629da-27d9-4e14-9f1a-c8b1a833dc67'],46,,,,,,,,,,,,,,,,,Getafe,216,00:00:46.584,Pass,
,,,,,,,,,,,,,,,,,,,1.456533,,,,,,,,,,,,,,96ebeaac-35ed-427a-a6d1-b78b3c013269,31,,,"[51.5, 18.6]",3825722,0,,,,,-2.4053352,,Right Foot,,,,"[38.7, 7.0]",,Ground Pass,,17.274258,,,,,Roberto Lago Soto,27054.0,,,,,,1,Regular Play,Víctor Rodríguez Romero,15893.0,Left Wing,4,Getafe,216,['d2e6a525-1c8b-4dda-a2b7-bdbe24ffe04f'],48,,,,,,,,,,,,,,,,,Getafe,216,00:00:48.655,Pass,
,,,,,,,,,,,,,,,,,,,1.132101,,,,,,,,,,,,,,8cd6f4d5-d241-4108-bd2c-a160da56dce7,33,,,"[38.7, 7.0]",3825722,0,,,,,1.3051666,,Left Foot,,,,"[42.4, 20.6]",,Ground Pass,,14.094325,,,,,Mehdi Lacen,6745.0,,,,,,1,Regular Play,Roberto Lago Soto,27054.0,Left Back,4,Getafe,216,['0ade6131-1384-441e-9058-0189cd608d85'],50,,,,,,,,,,,,,,,,,Getafe,216,00:00:50.111,Pass,
,,,,,,,,,,,,,,,,,,,0.703032,,,,,,,,,,,,,,2e7dc3a9-26dc-48b0-86d7-f8b62c2a88f7,35,,,"[42.4, 20.6]",3825722,0,,,,,-0.47212198,,Right Foot,,,,"[47.1, 18.2]",,Ground Pass,,5.27731,,,,,Víctor Rodríguez Romero,15893.0,,,,,,1,Regular Play,Mehdi Lacen,6745.0,Left Defensive Midfield,4,Getafe,216,['634e1425-e1e1-4dbe-ab4b-73d8bce86345'],51,,,,,,,,,,,,,,,,,Getafe,216,00:00:51.244,Pass,
,,,,,,,,,,,,,,,,,,,0.653936,,,,,,,,,,,,,,912888a3-abff-454d-9142-1a634b4de13d,37,,,"[47.1, 18.2]",3825722,0,,,,,-3.0231028,,Left Foot,,,,"[42.9, 17.7]",,Ground Pass,,4.229657,,,,,Mehdi Lacen,6745.0,,,,,,1,Regular Play,Víctor Rodríguez Romero,15893.0,Left Wing,4,Getafe,216,['eb974f3b-2b69-42b4-a015-6c23d5396099'],51,,,,,,,,,,,,,,,,,Getafe,216,00:00:51.947,Pass,
,,,,,,,,,,,,,,,,,,,0.667828,,,,,,,,,,,,,,7fe74372-48d1-4703-b464-d447b4a6f883,39,,,"[42.5, 16.4]",3825722,0,,,,,0.38248658,,Left Foot,,,,"[51.2, 19.9]",,Ground Pass,,9.377633,,,,,Víctor Rodríguez Romero,15893.0,,,,,,1,Regular Play,Mehdi Lacen,6745.0,Left Defensive Midfield,4,Getafe,216,['79d1bbe7-eeed-478e-bcd2-e4b81ceac5d3'],52,,,,,,,,,,,,,,,,,Getafe,216,00:00:52.601,Pass,
,,,,,,,,,,,,,,,,,,,0.943197,,,,,,,,,,,,,,7d2d04cc-a9ef-4e43-8843-0b473682bc5f,41,,,"[51.2, 19.9]",3825722,0,,,,,-2.084595,,Left Foot,,,,"[45.5, 9.8]",,Ground Pass,,11.597413,,,,,Mehdi Lacen,6745.0,,,,,,1,Regular Play,Víctor Rodríguez Romero,15893.0,Left Wing,4,Getafe,216,['4c109e5d-2a40-43d5-af7a-e2e63f11432f'],53,,,,,,,,,,,,,,,,,Getafe,216,00:00:53.268,Pass,
,,,,,,,,,,,,,,,,,,,1.495998,,,,,,,,,,,,,,a19f3c27-57e5-442f-ad68-5d9a24d159e6,44,,,"[53.2, 9.8]",3825722,0,,,,,2.5963655,,Left Foot,,,,"[41.0, 17.2]",,Ground Pass,,14.268847,,,,,Juan Torres Ruiz,6861.0,,,,,,1,Regular Play,Mehdi Lacen,6745.0,Left Defensive Midfield,4,Getafe,216,['68c19359-89f1-4959-ba4f-beb2815ac248'],56,,,,,,,,,,,,,,,,,Getafe,216,00:00:56.308,Pass,
,,,,,,,,,,,,,,,,,,,1.672651,,,,,,,,,,,,,,27657a22-f22c-4a02-b5a8-d824d5979576,47,,,"[36.5, 22.9]",3825722,0,,,,,1.5823565,,Right Foot,,,,"[36.1, 57.5]",,Ground Pass,,34.60231,,,,,Santiago Vergini,27403.0,,,,,,1,Regular Play,Juan Torres Ruiz,6861.0,Left Center Back,4,Getafe,216,['490ae0a4-7204-438c-85f8-46d1a79816af'],58,,,,,,,,,,,,,,,,,Getafe,216,00:00:58.954,Pass,
,,,,,,,,,,,,,,,,,,,0.034288,,,,,,,,,,,,,,b889a8b9-529a-443d-9bb5-87645fc64774,56,,,"[21.8, 69.3]",3825722,1,,,,,0.57907426,,Right Foot,,,,"[24.4, 71.0]",,Ground Pass,,3.1064448,,,Incomplete,,,,,,,,,1,Regular Play,Santiago Vergini,27403.0,Right Center Back,4,Getafe,216,"['2dec08bd-d61a-484a-992a-efd46f72beb8', 'c9250287-c284-48a9-8d1a-daf825e767b7']",8,,,,,,,,,,,,,,,,,Getafe,216,00:01:08.872,Pass,True
,,,,,,,,,,,,,,,,,,,3.36616,,,,,,,,,,,,,,f247876f-906d-4a03-a984-afcde2783803,58,,,"[7.0, 36.1]",3825722,1,,,,,0.20680152,,Right Foot,,,,"[72.3, 49.8]",,High Pass,,66.721664,,,,,Stefan Šćepović,23416.0,,,,,Goal Kick,1,From Goal Kick,Vicente Guaita Panadero,6625.0,Goalkeeper,5,Getafe,216,['eb10e6d1-f040-45ff-9201-eaf9125a608c'],37,,,,,,,,,,,,,,,,,Getafe,216,00:01:37.914,Pass,
,,,,,,,,,,,,,,,,,,,1.24128,,,,,,,,,,,,,,924a6827-c305-4127-b261-a0cbe5d400c6,60,,,"[72.3, 49.8]",3825722,1,,,,,-0.5394823,,Head,,,,"[88.0, 40.4]",,High Pass,,18.298906,,,Incomplete,,,,,,,,,1,From Goal Kick,Stefan Šćepović,23416.0,Center Forward,5,Getafe,216,['9dbbdd40-e59d-49a2-a003-31441666388f'],41,,,,,,,,,,,,,,,,,Getafe,216,00:01:41.280,Pass,
,,,,,,,,,,,,,,,,,,,1.679888,,,,,,,,,,,,,,d9a79f46-6b01-4b4d-a4fc-02011dc93e37,63,,,"[31.6, 39.7]",3825722,1,,,,,2.9878163,,Left Foot,,,,"[11.6, 42.8]",,Ground Pass,,20.238825,,,,,Iván Cuéllar Sacristán,6610.0,,,,,,1,From Goal Kick,Jorge Meré Pérez,8818.0,Right Center Back,5,Getafe,216,['63b59acb-15b7-4192-a607-1c66a1f66424'],43,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:01:43.627,Pass,
,,,,,,,,,,,,,,,,,,,3.676455,,,,,,,,,,,,,,abe53b57-84ce-49d7-854c-5f2c9862754f,65,,,"[11.6, 42.8]",3825722,1,,,,,-0.09812138,,Left Foot,,,,"[75.6, 36.5]",,High Pass,,64.30933,,,Incomplete,,,,,,,,,1,From Goal Kick,Iván Cuéllar Sacristán,6610.0,Goalkeeper,5,Getafe,216,['2d7a6d98-3b43-4c8b-9030-a2a64ea9c5ed'],45,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:01:45.307,Pass,
,,,,,,,,,,,,,,,,,,,0.070538,,,,,,,,,,,,,,9d13aa8a-5164-4c2f-92ed-b85061769b93,69,,,"[49.8, 34.9]",3825722,1,,,,,-0.12891077,,Left Foot,,,,"[55.2, 34.2]",,Ground Pass,,5.4451814,,,Incomplete,,,,,,,,,1,From Goal Kick,Mehdi Lacen,6745.0,Left Defensive Midfield,5,Getafe,216,['008e95a5-c9d0-43a2-b348-48b09db9e6b0'],51,,,,,,,,,,,,,,,,,Getafe,216,00:01:51.547,Pass,
,,,,,,,,,,,,,,,,,,,2.292067,,,,,,,,,,,,,,a979368b-3fbf-41a2-814b-1b6571865672,75,,,"[79.0, 50.5]",3825722,1,,,,,0.1613751,,Right Foot,,,,"[109.1, 55.4]",,Ground Pass,,30.49623,,,Incomplete,,Arnaldo Antonio Sanabria Ayala,6880.0,,,,,,1,From Goal Kick,Miguel Ángel Guerrero Martín,6602.0,Right Center Forward,5,Getafe,216,"['5d713d85-9606-464b-b916-9b9773720de9', '93575075-be3d-4682-bc68-deed2aa96679']",54,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:01:54.707,Pass,
,,,,,,,,,,,,,,,,,,,1.298103,,,,,,,,,,,,,,b044340a-24e4-472d-acec-14e5f00d7001,80,,,"[2.3, 10.2]",3825722,1,,,,,-0.34302393,,Left Foot,,,,"[16.3, 5.2]",,Ground Pass,,14.866069,,,Incomplete,,Víctor Rodríguez Romero,15893.0,,,,,,1,From Goal Kick,Juan Torres Ruiz,6861.0,Left Center Back,5,Getafe,216,"['091f93b9-be72-465c-a61d-8102c5ea5a43', '31ff467a-b90f-4123-b09a-8b84928b3c8d']",59,,,,,,,,,,,,,,,,,Getafe,216,00:01:59.917,Pass,
,,,,,,,,,,,,,,,,,,,2.516034,,,,,,,,,,,,,,31958c2d-e68f-4140-b1d1-eb15b249554d,87,,,"[103.8, 80.0]",3825722,2,,,,,-1.2808199,,,,,,"[114.9, 42.8]",,High Pass,,38.820744,,,Incomplete,,,,,,,,Throw-in,1,From Throw In,Luis Hernández Rodríguez,6561.0,Right Back,6,Sporting Gijón,1041,['52d4c556-ca0c-413a-98fa-601a1c97c2ed'],22,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:02:22.049,Pass,
,,,,,,,,,,,,,,,,,,,1.692535,,,,,,,,,,,,,,f6ecc9a4-5696-46ff-ade2-f917e992c577,91,,,"[120.0, 80.0]",3825722,2,,,,,-1.7250632,,Left Foot,,,,"[113.5, 38.2]",,High Pass,True,42.302364,,,Incomplete,,,,,True,Inswinging,,Corner,1,From Corner,Ignacio Cases Mora,18925.0,Left Defensive Midfield,7,Sporting Gijón,1041,['14b7c88f-4a1f-4c24-81df-fbf0aae12f52'],47,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:02:47.845,Pass,
,,,,,,,,,,,,,,,,,,,2.393347,,,,,,,,,,,,,,c763c0b2-c3a1-483a-8a42-96b1d790e477,93,,,"[99.2, 80.0]",3825722,3,,,,,-1.2189491,,,,,,"[112.6, 43.5]",,High Pass,,38.882,,,Incomplete,,,,,,,,Throw-in,1,From Throw In,Luis Hernández Rodríguez,6561.0,Right Back,8,Sporting Gijón,1041,['61b1b3a2-a8b4-4058-9640-3ea729cc2712'],12,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:03:12.824,Pass,
,,,,,,,,,,,,,,,,,,,0.947998,,,,,,,,,,,,,,689db367-089a-493b-9c41-1bcc4ecf28ac,96,,,"[22.0, 27.6]",3825722,3,,,,,2.634494,,Other,,,,"[16.6, 30.6]",,Low Pass,,6.177378,,,,,Mehdi Lacen,6745.0,,,,,Recovery,1,Regular Play,Pablo Sarabia García,6720.0,Center Attacking Midfield,9,Getafe,216,['86424c17-51ad-4cec-bf94-39c7cb30e72a'],16,,,,,,,,,,,,,,,,,Getafe,216,00:03:16.528,Pass,
,,,,,,,,,,,,,,,,,,,1.806424,,,,,,,,,,,,,,2ff88941-cf60-4380-a41f-38908c1b20c9,98,,,"[15.6, 31.0]",3825722,3,,,,,-0.55650616,,Right Foot,,,,"[32.8, 20.3]",,High Pass,,20.256603,,,,,Stefan Šćepović,23416.0,,,,,,1,Regular Play,Mehdi Lacen,6745.0,Left Defensive Midfield,9,Getafe,216,['18d67a91-40ad-4782-8259-a6346e74c357'],17,,,,,,,,,,,,,,,,,Getafe,216,00:03:17.476,Pass,
,,,,,,,,,,,,,,,,,,,1.937173,,,,,,,,,,,,,,305ee57c-b9e7-4d0f-a71c-7bd2ca495304,101,,,"[33.0, 20.5]",3825722,3,,,,,0.39234015,,Other,,,,"[41.7, 24.1]",,High Pass,,9.415413,,,Incomplete,,,,,,,,,1,Regular Play,Stefan Šćepović,23416.0,Center Forward,9,Getafe,216,"['131905d9-915a-4aa1-a438-f8da97cf2a3f', '1b9739e8-232f-45a4-9790-ebda0b98d588']",19,,,,,,,,,,,,,,,,,Getafe,216,00:03:19.282,Pass,True
,,,,,,,,,,,,,,,,,,,2.632186,,,,,,,,,,,,,,d2bd0733-27ff-42d0-88fd-826b9be8a5a5,105,,,"[81.8, 80.0]",3825722,3,,,,,-2.0625265,,,,,,"[63.0, 44.9]",,Low Pass,,39.81771,,,,,Bernardo José Espinosa Zúñiga,6573.0,,,,,Throw-in,1,From Throw In,Luis Hernández Rodríguez,6561.0,Right Back,10,Sporting Gijón,1041,['76cf659c-11f1-4e45-aab6-9f4c6f691454'],36,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:03:36.623,Pass,
,,,,,,,,,,,,,,,,,,,1.940672,,,,,,,,,,,,,,0b724ced-d86f-40f4-909d-a1d4bf9508e1,108,,,"[65.1, 32.9]",3825722,3,,,,,-1.3640553,,Left Foot,,,,"[70.7, 6.2]",,Ground Pass,,27.280945,,,,,Ismael López Blanco,24263.0,,,,,,1,From Throw In,Bernardo José Espinosa Zúñiga,6573.0,Left Center Back,10,Sporting Gijón,1041,['624020dc-b1ad-483b-aa88-443a13c03eea'],40,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:03:40.742,Pass,
,,,,,,,,,,,,,,,,,,,0.517667,,,,,,,,,,,,,,ad547242-e184-4b6a-adac-3201669a5fea,111,,,"[77.7, 29.1]",3825722,3,,,,,0.16977827,,Left Foot,,,,"[88.2, 30.9]",,Ground Pass,,10.653169,,,,,Alen Halilović,6926.0,,,,,,1,From Throw In,Ismael López Blanco,24263.0,Left Back,10,Sporting Gijón,1041,['02cec786-d461-4277-b0c5-6304b1ad553b'],46,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:03:46.957,Pass,
,,,,,,,,,,,,,,,,,,,1.314312,,,,,,,,,,,,,,f541eb06-a7b5-4282-a573-463d864eb37e,114,,,"[90.1, 17.6]",3825722,3,,,,,-0.9649119,,Right Foot,,,,"[100.7, 2.3]",,Ground Pass,,18.613167,,,,,Jonathan Rodríguez Menéndez,6581.0,,,,,,1,From Throw In,Alen Halilović,6926.0,Right Midfield,10,Sporting Gijón,1041,['084e33ad-9970-45a5-986a-e08a27892387'],50,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:03:50.518,Pass,
,,,,,,,,,,,,,,,,,,,1.536346,,,,,,,,,,,,,,006ce9b8-7d5c-4ddf-9c1d-ee6a21eb8cb5,117,,,"[101.7, 3.1]",3825722,3,,,,,1.2839847,,Left Foot,True,,,"[112.2, 38.7]",,High Pass,,37.11617,,,Unknown,,,,,,,,,1,From Throw In,Jonathan Rodríguez Menéndez,6581.0,Left Midfield,10,Sporting Gijón,1041,,52,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:03:52.771,Pass,
,,,,,,,,,,,,,,,,,,,4.766426,,,,,,,,,,,,,,41f26927-ffbf-4a93-be48-28f747f54e67,122,,,"[13.9, 35.6]",3825722,5,,,,,0.41648498,,Right Foot,,,,"[83.3, 66.3]",,High Pass,,75.887085,,,,,Pablo Sarabia García,6720.0,,,,,Free Kick,1,From Free Kick,Vicente Guaita Panadero,6625.0,Goalkeeper,11,Getafe,216,['d0da06d3-dde2-4271-9b81-bfda6fbbae58'],13,,,,,,,,,,,,,,,,,Getafe,216,00:05:13.055,Pass,
,,,,,,,,,,,,,,,,,,,0.177529,,,,,,,,,,,,,,490ff9bd-498c-4bba-a5ac-42293c2ee756,130,,,"[42.2, 2.5]",3825722,5,,,,,0.0,,Left Foot,,,,"[45.2, 2.5]",,Low Pass,,3.0,,,Incomplete,,,,,,,,,1,From Free Kick,Ismael López Blanco,24263.0,Left Back,11,Getafe,216,['787aab0b-4d77-40f9-908c-5b895acf9d21'],23,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:05:23.759,Pass,
,,,,,,,,,,,,,,,,,,,1.662627,,,,,,,,,,,,,,98496efe-482e-48a2-90b4-3215a15bb860,132,,,"[47.6, 0.1]",3825722,5,,True,,,2.7995641,,,,,,"[28.5, 6.9]",,Low Pass,,20.274368,,,,,Bernardo José Espinosa Zúñiga,6573.0,,,,,Throw-in,1,From Throw In,Ismael López Blanco,24263.0,Left Back,12,Sporting Gijón,1041,['cd4fcf9c-35c9-4063-8892-0322285b0012'],30,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:05:30.938,Pass,
