bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_lost_in_play,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,8e4c24ec-bb99-47ff-8fcf-dc54dabe367e,1,,,3825632,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sporting Gijón,1041,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 11537, 'name': 'Alberto García Cabrera'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 26633, 'name': 'Alberto Lora Ramos'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 11}, {'player': {'id': 6561, 'name': 'Luis Hernández Rodríguez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 6573, 'name': 'Bernardo José Espinosa Zúñiga'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 24686, 'name': 'Roberto Canella Suárez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 15}, {'player': {'id': 13107, 'name': 'Sergio Álvarez Díaz'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 18925, 'name': 'Ignacio Cases Mora'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 6581, 'name': 'Jonathan Rodríguez Menéndez'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 23}, {'player': {'id': 6926, 'name': 'Alen Halilović'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 25}, {'player': {'id': 23994, 'name': 'Alejandro Menéndez Díez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 3}, {'player': {'id': 24173, 'name': 'Carlos Castro García'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 16}]}",Sporting Gijón,1041,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,b001a61e-bde2-43ee-bfd6-e26d7d2eb7b8,2,,,3825632,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sporting Gijón,1041,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 8697, 'name': 'Andrés Eduardo Fernández Moreno'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 20064, 'name': 'Hugo Miguel Almeida Costa Lopes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 25}, {'player': {'id': 6702, 'name': 'David Rodríguez Lombán'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 4418, 'name': 'Matheus Dória Macedo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 12}, {'player': {'id': 7158, 'name': 'Cristiano Biraghi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 3160, 'name': 'Rene Krhin'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 6599, 'name': 'Rubén Salvador Pérez Del Mármol'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 20}, {'player': {'id': 24783, 'name': 'Javier Márquez Moreno'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 6918, 'name': 'Isaac Ajayi Success'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 26797, 'name': 'Francisco Medina Luna'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 27109, 'name': 'Youssef El-Arabi'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Granada,1049,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,bc500859-0ce8-4d17-839d-4539465d8f65,3,,,3825632,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sporting Gijón,1041,['44afbd97-9b92-4701-96f2-e947ea0f39ea'],0,,,,,,,,,,,,,,,,,,Granada,1049,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,44afbd97-9b92-4701-96f2-e947ea0f39ea,4,,,3825632,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sporting Gijón,1041,['bc500859-0ce8-4d17-839d-4539465d8f65'],0,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,e3c8fc92-0135-47ea-8314-e0b630e3cd2f,1595,,,3825632,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,93,Granada,1049,['6f2b9b9a-cafb-4f0d-a776-344dd2321b5c'],0,,,,,,,,,,,,,,,,,,Granada,1049,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,6f2b9b9a-cafb-4f0d-a776-344dd2321b5c,1596,,,3825632,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,93,Granada,1049,['e3c8fc92-0135-47ea-8314-e0b630e3cd2f'],0,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.881964,,,,,,,,,,,,,,698ed1f2-4ef7-4dfb-84ed-cc38648a4bbd,5,,"[60.0, 40.0]",3825632,0,,True,,,-1.7294515,,Left Foot,,,"[59.6, 37.5]",,Ground Pass,,2.531798,,,Alen Halilović,6926.0,,,,,Kick Off,1,From Kick Off,Carlos Castro García,24173.0,Center Forward,2,Sporting Gijón,1041,['8c40d669-49ba-48d4-b853-0b9c0a8cb75c'],0,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:00.852,Pass,
,,,,,,,,,,,,,,,,,1.921298,,,,,,,,,,,,,,93a61a75-bee2-43b5-87fc-085e1bf65caf,7,,"[58.8, 36.3]",3825632,0,,True,,,3.129545,,Right Foot,,,"[42.2, 36.5]",,Ground Pass,,16.601204,,,Ignacio Cases Mora,18925.0,,,,,,1,From Kick Off,Alen Halilović,6926.0,Center Attacking Midfield,2,Sporting Gijón,1041,['34b317e7-c67c-49cb-9daf-23de174c24c5'],1,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:01.813,Pass,
,,,,,,,,,,,,,,,,,1.597588,,,,,,,,,,,,,,feec4e48-8f52-4c42-aede-d7fe27da6efb,9,,"[41.8, 24.2]",3825632,0,,,,,1.8992198,,Left Foot,,,"[31.1, 55.6]",,Ground Pass,,33.17303,,,Luis Hernández Rodríguez,6561.0,,,,,,1,From Kick Off,Ignacio Cases Mora,18925.0,Left Defensive Midfield,2,Sporting Gijón,1041,['03897413-3d2d-45f4-b2f1-4dc38b96b041'],4,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:04.255,Pass,
,,,,,,,,,,,,,,,,,1.083672,,,,,,,,,,,,,,78219089-2d9b-4ad3-97bc-cdacb3c6e8dd,12,,"[31.5, 52.5]",3825632,0,,,,,-1.6396528,,Right Foot,,,"[29.3, 20.6]",,Ground Pass,,31.975773,,,Bernardo José Espinosa Zúñiga,6573.0,,,,,,1,From Kick Off,Luis Hernández Rodríguez,6561.0,Right Center Back,2,Sporting Gijón,1041,['fb27bd6e-8036-4e7a-a5b3-6becd7252246'],7,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:07.094,Pass,
