ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_card,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,0.0,,,,,,,,,092d0243-fd18-4a1c-b0ab-18552e7d9166,1,,,,3825851,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Villarreal,222,,0,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 6860, 'name': 'Mariano Damián Barbosa'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 25}, {'player': {'id': 6772, 'name': 'Mario Gaspar Pérez Martínez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 6827, 'name': 'Daniele Bonera'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 23}, {'player': {'id': 6752, 'name': 'Víctor Ruíz Torre'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 5588, 'name': 'Antonio Rukavina'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 22}, {'player': {'id': 22819, 'name': 'Bruno Soriano Llido'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 6771, 'name': 'Manuel Trigueros Muñoz'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 6783, 'name': 'Samuel García Sánchez'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 7}, {'player': {'id': 6829, 'name': 'Samuel Castillejo Azuaga'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 19}, {'player': {'id': 6735, 'name': 'Adrián López Álvarez'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 20}, {'player': {'id': 6761, 'name': 'Leonardo Carrilho Baptistão'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 10}]}",Villarreal,222,00:00:00.000,Starting XI,
,,,,,,,,,,,,,0.0,,,,,,,,,688b1095-d51d-4622-ac6e-e1947ab5b9c0,2,,,,3825851,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Villarreal,222,,0,,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 27457, 'name': 'Manuel Fernández Muñíz'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 25}, {'player': {'id': 23800, 'name': 'Laureano Sanabria Ruiz'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 15}, {'player': {'id': 6869, 'name': 'Alejandro Arribas Garrido'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 14}, {'player': {'id': 6777, 'name': 'Sidnei Rechel da Silva Júnior'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 12}, {'player': {'id': 6738, 'name': 'Juan Francisco Moreno Fuertes'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 11}, {'player': {'id': 6733, 'name': 'Pedro Mosquera Parada'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 6728, 'name': 'Federico Nicolás Cartabia'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 17}, {'player': {'id': 23806, 'name': 'Alejandro Bergantiños García'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 5724, 'name': 'Fayçal Fajr'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 19}, {'player': {'id': 7782, 'name': 'Luis Alberto Romero Alconchel'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 21}, {'player': {'id': 6732, 'name': 'Lucas Pérez Martínez'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 7}]}",RC Deportivo La Coruña,219,00:00:00.000,Starting XI,
,,,,,,,,,,,,,0.0,,,,,,,,,61875448-833b-4b62-bfde-cdb7d1201377,3,,,,3825851,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Villarreal,222,['82c186cf-e85c-482b-9328-3c9895070b59'],0,,,,,,,,,,,,,,,,,,Villarreal,222,00:00:00.000,Half Start,
,,,,,,,,,,,,,0.0,,,,,,,,,82c186cf-e85c-482b-9328-3c9895070b59,4,,,,3825851,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Villarreal,222,['61875448-833b-4b62-bfde-cdb7d1201377'],0,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:00.000,Half Start,
,,,,,,,,,,,,,0.0,,,,,,,,,9f5721a9-77b1-40de-9986-122683000ace,1712,,,,3825851,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,85,RC Deportivo La Coruña,219,['fe67b719-63a7-4905-8aba-d20789412e4b'],0,,,,,,,,,,,,,,,,,,Villarreal,222,00:00:00.000,Half Start,
,,,,,,,,,,,,,0.0,,,,,,,,,fe67b719-63a7-4905-8aba-d20789412e4b,1713,,,,3825851,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,85,RC Deportivo La Coruña,219,['9f5721a9-77b1-40de-9986-122683000ace'],0,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:00.000,Half Start,
,,,,,,,,,,,,,0.46391,,,,,,,,,f6490c5d-d69e-4c24-b804-b90d250969cb,5,,,"[61.0, 40.1]",3825851,0,,,,,1.3203533,,Right Foot,,,"[62.1, 44.4]",,Ground Pass,,4.438468,,,,Adrián López Álvarez,6735.0,,,,,Kick Off,1,From Kick Off,Leonardo Carrilho Baptistão,6761.0,Left Center Forward,2,Villarreal,222,['e120cbb7-2845-4be3-acb5-885279f74bd1'],0,,,,,,,,,,,,,,,,,,Villarreal,222,00:00:00.868,Pass,
,,,,,,,,,,,,,1.198791,,,,,,,,,14427fc2-12bb-4ea6-a067-52e29e657a7b,7,,,"[63.8, 44.4]",3825851,0,,,,,-2.9057546,,Right Foot,,,"[50.9, 41.3]",,Ground Pass,,13.267253,,,,Bruno Soriano Llido,22819.0,,,,,,1,From Kick Off,Adrián López Álvarez,6735.0,Right Center Forward,2,Villarreal,222,['a0d3a141-ab55-452a-8920-41ed4480b046'],1,,,,,,,,,,,,,,,,,,Villarreal,222,00:00:01.332,Pass,
,,,,,,,,,,,,,1.315756,,,,,,,,,4a2b97f9-fbdc-49e5-b90e-1d3b442c1f12,10,,,"[51.3, 41.2]",3825851,0,,,,,-2.0108726,,Left Foot,,,"[41.6, 20.6]",,Ground Pass,,22.769497,,,,Antonio Rukavina,5588.0,,,,,,1,From Kick Off,Bruno Soriano Llido,22819.0,Right Defensive Midfield,2,Villarreal,222,['5b0cc02e-1997-4c5b-9a46-1713b651c155'],3,,,,,,,,,,,,,,,,,,Villarreal,222,00:00:03.157,Pass,
,,,,,,,,,,,,,1.774051,,,,,,,,,33fd376c-138f-4878-b4f6-dd0db6b92c6d,13,,,"[41.2, 20.6]",3825851,0,,,,,1.8171668,,Right Foot,,,"[32.7, 54.4]",,Ground Pass,,34.8524,,,,Daniele Bonera,6827.0,,,,,,1,From Kick Off,Antonio Rukavina,5588.0,Left Back,2,Villarreal,222,['f3b47bd4-4f0d-48e2-8cad-14db397f9953'],5,,,,,,,,,,,,,,,,,,Villarreal,222,00:00:05.577,Pass,
,,,,,,,,,,,,,2.065168,,,,,,,,,8b478c25-ffc1-441c-be32-9ce22e782997,16,,,"[54.3, 58.2]",3825851,0,,,,,-2.0200565,,Right Foot,,,"[40.8, 30.2]",,Ground Pass,,31.084562,,,,Víctor Ruíz Torre,6752.0,,,,,,1,From Kick Off,Daniele Bonera,6827.0,Right Center Back,2,Villarreal,222,['094a9c09-a31c-4960-b26b-423e737551b0'],14,,,,,,,,,,,,,,,,,,Villarreal,222,00:00:14.396,Pass,
,,,,,,,,,,,,,1.442733,,,,,,,,,3aef906a-fb1f-44e7-9839-150367c0fbb1,19,,,"[43.1, 29.3]",3825851,0,,,,,1.1469287,,Left Foot,,,"[50.5, 45.7]",,Ground Pass,,17.99222,,,,Bruno Soriano Llido,22819.0,,,,,,1,From Kick Off,Víctor Ruíz Torre,6752.0,Left Center Back,2,Villarreal,222,['a8943a81-99d9-49d6-ad60-4ba1f78c3b63'],18,,,,,,,,,,,,,,,,,,Villarreal,222,00:00:18.206,Pass,
,,,,,,,,,,,,,1.021203,,,,,,,,,51af09c9-3784-49e2-9d6b-e3ab5b57be00,22,,,"[58.0, 53.8]",3825851,0,,,,,1.8466022,,Left Foot,,,"[53.5, 69.7]",,Ground Pass,,16.524527,,,,Daniele Bonera,6827.0,,,,,,1,From Kick Off,Bruno Soriano Llido,22819.0,Right Defensive Midfield,2,Villarreal,222,['0dae4827-bbaf-4c2e-892f-e8966c3df1b7'],22,,,,,,,,,,,,,,,,,,Villarreal,222,00:00:22.958,Pass,
,,,,,,,,,,,,,1.414841,,,,,,,,,92cd12a9-340d-4fb8-a414-afe396f84207,25,,,"[54.2, 70.2]",3825851,0,,,,,0.36397895,,Right Foot,,,"[73.1, 77.4]",,Ground Pass,,20.224985,,,,Samuel García Sánchez,6783.0,,,,,,1,From Kick Off,Daniele Bonera,6827.0,Right Center Back,2,Villarreal,222,['bbd534fb-db05-47e1-af64-377aa4bd0650'],25,,,,,,,,,,,,,,,,,,Villarreal,222,00:00:25.608,Pass,
,,,,,,,,,,,,,0.569969,,,,,,,,,5fe4c673-df6e-4708-a564-62150c64185b,27,,,"[73.5, 77.0]",3825851,0,,,,,-0.821527,,Right Foot,,,"[77.5, 72.7]",,Ground Pass,,5.872819,,,,Adrián López Álvarez,6735.0,,,,,,1,From Kick Off,Samuel García Sánchez,6783.0,Right Midfield,2,Villarreal,222,['cf6a8045-5e25-4f64-bd8f-ee577093d6fb'],27,,,,,,,,,,,,,,,,,,Villarreal,222,00:00:27.023,Pass,
,,,,,,,,,,,,,0.994429,,,,,,,,,1ae3cc6b-99c9-4829-9cd8-30c02bac95dc,31,,,"[77.5, 72.4]",3825851,0,,,,,2.782822,,Right Foot,,,"[64.7, 77.2]",,Ground Pass,,13.670406,,,,Mario Gaspar Pérez Martínez,6772.0,,,,,,1,From Kick Off,Adrián López Álvarez,6735.0,Right Center Forward,2,Villarreal,222,"['0af9f5ca-a904-4f60-86ea-a81028ff87af', 'a98e9ef7-06a8-4db9-8b51-bef143424c64']",29,,,,,,,,,,,,,,,,,,Villarreal,222,00:00:29.014,Pass,True
,,,,,,,,,,,,,1.349337,,,,,,,,,24d1ed4e-6c1e-4aa0-92c9-0a16a15bc9d8,34,,,"[63.4, 76.8]",3825851,0,,,,,-2.8994508,,Right Foot,,,"[46.8, 72.7]",,Ground Pass,,17.098831,,,,Daniele Bonera,6827.0,,,,,,1,From Kick Off,Mario Gaspar Pérez Martínez,6772.0,Right Back,2,Villarreal,222,['029c8926-ad01-49b7-8e68-7adc835dabad'],31,,,,,,,,,,,,,,,,,,Villarreal,222,00:00:31.199,Pass,
,,,,,,,,,,,,,1.058527,,,,,,,,,a24b9ca1-8234-47c1-8d81-afe342948a59,37,,,"[49.8, 68.6]",3825851,0,,,,,-0.018689413,,Right Foot,,,"[71.2, 68.2]",,Ground Pass,,21.403738,,,,Adrián López Álvarez,6735.0,,,,,,1,From Kick Off,Daniele Bonera,6827.0,Right Center Back,2,Villarreal,222,['a250298e-6457-44d7-a9bf-174229970014'],35,,,,,,,,,,,,,,,,,,Villarreal,222,00:00:35.100,Pass,
,,,,,,,,,,,,,1.101939,,,,,,,,,d48f85be-cc1a-46d3-9599-eebdf303f4af,39,,,"[71.0, 68.2]",3825851,0,,,,,0.98279375,,Right Foot,,,"[76.6, 76.6]",,Ground Pass,,10.095544,,,,Samuel García Sánchez,6783.0,,,,,,1,From Kick Off,Adrián López Álvarez,6735.0,Right Center Forward,2,Villarreal,222,['b71881cf-6afc-4b79-8faa-26e4abfd9366'],36,,,,,,,,,,,,,,,,,,Villarreal,222,00:00:36.159,Pass,
,,,,,,,,,,,,,1.060104,,,,,,,,,828924b5-f212-4f03-bc6d-5db5c0eff221,42,,,"[74.2, 76.6]",3825851,0,,,,,-2.2419403,,Right Foot,,,"[68.8, 69.8]",,Ground Pass,,8.683317,,,,Bruno Soriano Llido,22819.0,,,,,,1,From Kick Off,Samuel García Sánchez,6783.0,Right Midfield,2,Villarreal,222,['215947bd-6855-4d2f-8876-5518982bb24d'],39,,,,,,,,,,,,,,,,,,Villarreal,222,00:00:39.107,Pass,
,,,,,,,,,,,,,2.211854,,,,,,,,,d8a051ea-1b34-4d03-86c9-04a13cb24a5a,45,,,"[61.1, 74.7]",3825851,0,,,,,-1.8925469,,Left Foot,,,"[45.2, 27.0]",,Ground Pass,,50.280216,,,,Víctor Ruíz Torre,6752.0,,True,,,,1,From Kick Off,Bruno Soriano Llido,22819.0,Right Defensive Midfield,2,Villarreal,222,['d73c7f9c-f372-4ff3-9cc3-8ae029af7420'],42,,,,,,,,,,,,,,,,,,Villarreal,222,00:00:42.612,Pass,
,,,,,,,,,,,,,1.875751,,,,,,,,,784bb04d-8840-44dc-8334-3ff34f56c055,48,,,"[46.0, 25.8]",3825851,0,,,,,-1.0726053,,Right Foot,,,"[55.9, 7.6]",,Ground Pass,,20.71835,,,,Antonio Rukavina,5588.0,,,,,,1,From Kick Off,Víctor Ruíz Torre,6752.0,Left Center Back,2,Villarreal,222,['c015d977-03cb-460b-a704-ae72e31ad499'],46,,,,,,,,,,,,,,,,,,Villarreal,222,00:00:46.278,Pass,
,,,,,,,,,,,,,1.096989,,,,,,,,,005c6c30-ea58-4fb7-bde3-2bbed0c38074,51,,,"[54.9, 9.7]",3825851,0,,,,,1.4531159,,Right Foot,,,"[57.3, 30.0]",,Ground Pass,,20.44138,,,,Manuel Trigueros Muñoz,6771.0,,,,,,1,From Kick Off,Antonio Rukavina,5588.0,Left Back,2,Villarreal,222,['e51eb05f-9f8f-46df-b0e4-579e3144cf7c'],49,,,,,,,,,,,,,,,,,,Villarreal,222,00:00:49.230,Pass,
,,,,,,,,,,,,,1.574486,,,,,,,,,d6725c4e-80ee-42b2-9dd9-94b35aaf17ed,55,,,"[55.5, 30.5]",3825851,0,,,,,0.8466548,,Right Foot,,,"[73.1, 50.4]",,Ground Pass,,26.566332,,,,Adrián López Álvarez,6735.0,,,,,,1,From Kick Off,Manuel Trigueros Muñoz,6771.0,Left Defensive Midfield,2,Villarreal,222,"['2e326319-3d39-4682-a15d-24ce1760278f', '91c392aa-c49f-47f0-a58b-4cf2ec290c61']",51,,,,,,,,,,,,,,,,,,Villarreal,222,00:00:51.236,Pass,True
,,,,,,,,,,,,,4.302239,,,,,,,,,5ba6819a-4b0b-402d-9e05-c7d8f23852e6,59,,,"[72.9, 51.7]",3825851,0,,,,,0.46807235,,Right Foot,,,"[118.0, 74.5]",,High Pass,,50.53563,,,,Samuel García Sánchez,6783.0,,,,,,1,From Kick Off,Adrián López Álvarez,6735.0,Right Center Forward,2,Villarreal,222,"['9484f935-fa51-44d1-99e2-bcbaf5957f84', 'ee64e80e-a5bf-4a1c-8709-bd50c9653276']",53,,,,,,,,,,,,,,,,,,Villarreal,222,00:00:53.228,Pass,True
