bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.6165,,,,,,,,,,,,,4212212c-b277-450b-83a6-2de8eb16dd20,2447,,"[73.0, 35.0]",3825855,70,,,,,1.9720252,,Right Foot,,,"[64.6, 54.8]",,Ground Pass,,21.508139,,,Miguel Torres Gómez,6878.0,,,,,,,2,Regular Play,Ignacio Camacho Barnola,8234.0,Right Defensive Midfield,162,Málaga,223,['37f56195-42a3-4e5c-99a5-beb69d7f2d60'],10,,,,,,,,,,,,,,,,,Málaga,223,00:25:10.165,Pass,
,,,,,,,,,,,,,,,,1.64,,,,,,,,,,,,,a07fee00-88b4-4551-9169-1db0d4d1d893,2450,,"[64.6, 54.8]",3825855,70,,,,,-1.9953225,,Right Foot,,,"[50.0, 22.5]",,Ground Pass,,35.446438,,,Egor Filipenko,16723.0,,,,,,,2,Regular Play,Miguel Torres Gómez,6878.0,Right Back,162,Málaga,223,['27b9a314-8337-4e80-b676-a8101972368f'],14,,,,,,,,,,,,,,,,,Málaga,223,00:25:14.070,Pass,
,,,,,,,,,,,,,,,,1.135013,,,,,,,,,,,,,f8de3eff-5482-43ab-b485-942558290b19,2453,,"[50.0, 22.5]",3825855,70,,,,,0.3597757,,Right Foot,,,"[60.9, 26.6]",,Ground Pass,,11.6456,,,Pablo Fornals Malla,6764.0,,,,,,,2,Regular Play,Egor Filipenko,16723.0,Left Center Back,162,Málaga,223,['21fbbfc2-674f-4660-bd18-61386ab1e5de'],17,,,,,,,,,,,,,,,,,Málaga,223,00:25:17.013,Pass,
,,,,,,,,,,,,,,,,0.304807,,,,,,,,,,,,,0b60467b-5f97-4205-85ed-c43656fd9111,2456,,"[59.7, 26.9]",3825855,70,,,,,2.694989,,Right Foot,,,"[52.6, 30.3]",,Ground Pass,,7.8721027,Incomplete,,,,,,,,,,2,Regular Play,Pablo Fornals Malla,6764.0,Left Defensive Midfield,162,Málaga,223,['8140b12f-e112-41da-8679-74d5469fcb40'],18,,,,,,,,,,,,,,,,,Málaga,223,00:25:18.898,Pass,
,,,,,,,,,,,,,,,,2.598718,,,,,,,,,,,,,009ea743-73f5-48bb-be15-587c631ebce0,2460,,"[61.1, 41.1]",3825855,70,,,,,-0.75861883,,Right Foot,,,"[84.1, 19.3]",,Ground Pass,,31.689747,,,José Luis Morales Nogales,6668.0,,,,,,,2,Regular Play,José Antonio García Rabasco,24149.0,Right Defensive Midfield,162,Málaga,223,['911f5b79-54b3-4102-9e32-7366fe1691fa'],22,,,,,,,,,,,,,,,,,Levante UD,221,00:25:22.028,Pass,
,,,,,,,,,,,,,,,,1.237822,,,,,,,,,,,,,ee3b5f3b-ad3d-498a-854b-d6c299ad49fc,2467,,"[3.4, 76.6]",3825855,70,,,,,-0.040350758,,Right Foot,,,"[35.6, 75.3]",,High Pass,,32.22623,Incomplete,,,,,,,,,,2,Regular Play,Raúl Albentosa Redal,6727.0,Right Center Back,162,Málaga,223,['d03d3e76-0b82-401d-be14-4e27dceeb113'],32,,,,,,,,,,,,,,,,,Málaga,223,00:25:32.785,Pass,
,,,,,,,,,,,,,,,,2.650392,,,,,,,,,,,,,d03d3e76-0b82-401d-be14-4e27dceeb113,2468,,"[84.5, 4.8]",3825855,70,,,,,1.2476511,,Head,,,"[91.7, 26.3]",,High Pass,,22.673553,Incomplete,,,,,,,,,Recovery,2,Regular Play,José Luis Morales Nogales,6668.0,Left Midfield,162,Málaga,223,"['356d95b5-c4fa-489c-92c1-a73fa073fa7f', 'ee3b5f3b-ad3d-498a-854b-d6c299ad49fc']",34,,,,,,,,,,,,,,,,,Levante UD,221,00:25:34.023,Pass,
,,,,,,,,,,,,,,,,1.225527,,,,,,,,,,,,,356d95b5-c4fa-489c-92c1-a73fa073fa7f,2470,,"[28.4, 53.8]",3825855,70,,,,,-1.0901188,,Left Foot,,,"[36.9, 37.5]",,Ground Pass,,18.383144,,,Gonzalo Castro Irizábal,6740.0,,,,,,Recovery,2,Regular Play,Pablo Fornals Malla,6764.0,Left Defensive Midfield,162,Málaga,223,"['d03d3e76-0b82-401d-be14-4e27dceeb113', 'd40f2507-e049-4cb4-b480-e5d1bd774829', 'dc7ab0ed-a945-4e0e-ab81-86da8e0f2336']",36,,,,,,,,,,,,,,,,,Málaga,223,00:25:36.673,Pass,True
,,,,,,,,,,,,,,,,0.609662,,,,,,,,,,,,,f82e962b-0a5f-4d2f-9510-8b6a702cb50b,2475,,"[114.6, 21.5]",3825855,70,,,,,1.5280873,,Left Foot,True,,"[115.1, 33.2]",,Ground Pass,,11.710679,Incomplete,,,,,,,,,,2,Regular Play,Gonzalo Castro Irizábal,6740.0,Left Midfield,162,Málaga,223,['ef1ee0d2-ff41-4c00-8b35-ca0340541bba'],48,,,,,,,,,,,,,,,,,Málaga,223,00:25:48.165,Pass,
,,,,,,,,,,,,,,,,1.698616,,,,,,,,,,,,,0cb9257b-dded-48dc-963f-43a2a017ebe2,2478,,"[120.0, 0.1]",3825855,71,,,,,1.7578423,,Left Foot,,,"[112.6, 39.2]",,High Pass,,39.794094,Incomplete,True,,,,,,Outswinging,,Corner,2,From Corner,Gonzalo Castro Irizábal,6740.0,Left Midfield,163,Málaga,223,['a2537859-5e71-4698-a007-964168ae3db7'],51,,,,,,,,,,,,,,,,,Málaga,223,00:26:51.673,Pass,
,,,,,,,,,,,,,,,,1.228592,,,,,,,,,,,,,8f47b8f0-312f-429f-8ee8-8985fc7b3649,2483,,"[36.2, 10.2]",3825855,71,,,,,1.6064954,,Right Foot,,,"[35.9, 18.6]",,Ground Pass,,8.405355,Unknown,,José María Martín-Bejarano Serrano,23970.0,,,,,,,2,Regular Play,José Luis Morales Nogales,6668.0,Left Midfield,164,Levante UD,221,"['3c86c3b0-8fcd-47a1-8dba-07c75dcd5ca3', '6e358967-2a8f-48ad-b965-7d073a1a840c']",59,,,,,,,,,,,,,,,,,Levante UD,221,00:26:59.627,Pass,True
,,,,,,,,,,,,,,,,0.675945,,,,,,,,,,,,,6f619dae-cb8a-43ee-a366-7cf86b3b9203,2488,,"[36.6, 24.8]",3825855,72,,True,,,1.2919716,,Left Foot,,,"[51.0, 75.1]",,Ground Pass,,52.320644,,,Pedro López Muñoz,6787.0,,,True,,,Free Kick,2,From Free Kick,José María Martín-Bejarano Serrano,23970.0,Left Defensive Midfield,165,Levante UD,221,['33429634-642d-403b-9b8d-add98b3484ba'],19,,,,,,,,,,,,,,,,,Levante UD,221,00:27:19.561,Pass,
,,,,,,,,,,,,,,,,1.173673,,,,,,,,,,,,,e0579206-3d72-4af7-a37a-5dc2a2f8cf5f,2490,,"[51.7, 74.4]",3825855,72,,,,,-0.7198551,,Right Foot,,,"[65.5, 62.3]",,Ground Pass,,18.353474,,,Giuseppe Rossi,7141.0,,,,,,,2,From Free Kick,Pedro López Muñoz,6787.0,Right Back,165,Levante UD,221,['ae2f48f5-baf5-4547-81d5-5bc7eeaefb98'],21,,,,,,,,,,,,,,,,,Levante UD,221,00:27:21.089,Pass,
,,,,,,,,,,,,,,,,2.745868,,,,,,,,,,,,,8ebeffa8-4af9-46e5-a42d-de00b733f051,2493,,"[65.5, 61.8]",3825855,72,,,,,3.1182325,,Left Foot,,,"[44.1, 62.3]",,Ground Pass,,21.40584,,,Carl Medjani,27656.0,,,,,,,2,From Free Kick,Giuseppe Rossi,7141.0,Left Center Forward,165,Levante UD,221,['46f209dc-9001-4d42-9f58-9dd8cf2700cc'],22,,,,,,,,,,,,,,,,,Levante UD,221,00:27:22.337,Pass,
,,,,,,,,,,,,,,,,5.001818,,,,,,,,,,,,,9660b7ec-4ce1-4c67-876a-90ea990b07be,2496,,"[47.6, 62.6]",3825855,72,,,,,-0.09256856,,Right Foot,,,"[109.0, 56.9]",,High Pass,,61.66401,,,Deyverson Brum Silva Acosta,25134.0,,,,,,,2,From Free Kick,Carl Medjani,27656.0,Right Center Back,165,Levante UD,221,['44dac412-e0c1-4200-900e-a5125352e79c'],26,,,,,,,,,,,,,,,,,Levante UD,221,00:27:26.752,Pass,
,,,,,,,,,,,,,,,,1.776666,,,,,,,,,,,,,cf20e98c-855c-4c11-a255-0872fa69ccfb,2499,,"[110.4, 58.1]",3825855,72,,,,,-1.7785008,,Left Foot,True,,"[105.3, 33.9]",,High Pass,,24.731558,,,Giuseppe Rossi,7141.0,,,,,,,2,From Free Kick,Deyverson Brum Silva Acosta,25134.0,Right Center Forward,165,Levante UD,221,['8b3a4da1-2205-4717-874c-8de5692e7a8d'],32,,,,,,,,,,,,,,,,,Levante UD,221,00:27:32.997,Pass,
,,,,,,,,,,,,,,,,4.575997,,,,,,,,,,,,,cac2d6ab-f2d6-43ac-9107-c3f5a49ca3f8,2505,,"[17.6, 38.7]",3825855,72,,,,,-0.6287963,,Left Foot,,,"[57.2, 9.9]",,High Pass,,48.965294,,,Gonzalo Castro Irizábal,6740.0,,,,,,,2,Regular Play,Miguel Torres Gómez,6878.0,Right Back,166,Málaga,223,['41a90b87-6b66-4c4f-982e-6a31f306f356'],37,,,,,,,,,,,,,,,,,Málaga,223,00:27:37.102,Pass,
,,,,,,,,,,,,,,,,1.570236,,,,,,,,,,,,,482ead40-43ab-40de-a880-ac2d190f4d74,2508,,"[113.3, 12.5]",3825855,72,,,,,1.6883947,0706466f-e47a-4446-8172-1d69f71a5400,Left Foot,True,,"[110.5, 36.2]",,Low Pass,,23.864828,,,Duje Čop,8419.0,True,,,,,,2,Regular Play,Gonzalo Castro Irizábal,6740.0,Left Midfield,166,Málaga,223,['bf21f1c4-7f91-4399-b113-87495ef75c66'],45,,,,,,,,,,,,,,,,,Málaga,223,00:27:45.823,Pass,
,,,,,,,,,,,,,,,,10.424018,,,,,,,,,,,,,f6ac43c9-7f0a-4be7-bf73-7ae75b0a8097,2512,,"[6.0, 36.0]",3825855,72,,True,,,-0.36103165,,Right Foot,,,"[39.9, 23.2]",,Ground Pass,,36.23603,,,Zouhair Feddal,6647.0,,,,,,Goal Kick,2,From Goal Kick,Diego Mariño Villar,23843.0,Goalkeeper,167,Levante UD,221,['ea185593-c6db-4fed-b832-d1658a5824f6'],58,,,,,,,,,,,,,,,,,Levante UD,221,00:27:58.309,Pass,
,,,,,,,,,,,,,,,,1.424187,,,,,,,,,,,,,6de5d75b-a1b6-453d-a53d-e116d63198d1,2514,,"[41.3, 20.5]",3825855,73,,True,,,-1.1071488,,Right Foot,,,"[48.3, 6.5]",,Ground Pass,,15.652476,,,Juan Francisco García García,26023.0,,,,,,,2,From Goal Kick,Zouhair Feddal,6647.0,Left Center Back,167,Levante UD,221,['b53b9d27-5e84-48ff-a79c-889df2740563'],9,,,,,,,,,,,,,,,,,Levante UD,221,00:28:09.608,Pass,
,,,,,,,,,,,,,,,,2.179617,,,,,,,,,,,,,82b79858-a1a0-446f-b1bb-08c3c7b45cd6,2516,,"[48.3, 6.3]",3825855,73,,,,,0.029246977,,Left Foot,,,"[85.9, 7.4]",,High Pass,,37.61609,Incomplete,,,,,,,,,,2,From Goal Kick,Juan Francisco García García,26023.0,Left Back,167,Levante UD,221,['9122df15-943d-4914-9f2b-ea7d43dbc2e7'],11,,,,,,,,,,,,,,,,,Levante UD,221,00:28:11.864,Pass,
,,,,,,,,,,True,,,,,,2.239779,,,,,,,,,,,,,9122df15-943d-4914-9f2b-ea7d43dbc2e7,2517,,"[34.2, 72.7]",3825855,73,,,,,0.5404195,,Head,,,"[44.2, 78.7]",,High Pass,,11.661903,,,Christian Atsu Twasam,3084.0,,,,,,Interception,2,Regular Play,Miguel Torres Gómez,6878.0,Right Back,168,Málaga,223,"['57353d0b-fb29-4726-925d-055bca114b82', '82b79858-a1a0-446f-b1bb-08c3c7b45cd6']",14,,,,,,,,,,,,,,,,,Málaga,223,00:28:14.044,Pass,
,,,,,,,,,,,,,,,,2.000088,,,,,,,,,,,,,63adf34e-f707-4b8d-9b63-a36c424fba7c,2519,,"[43.5, 78.1]",3825855,73,,True,,,-1.6588037,,Left Foot,,,"[42.3, 64.5]",,Ground Pass,,13.652839,,,Ignacio Camacho Barnola,8234.0,,,,,,,2,Regular Play,Christian Atsu Twasam,3084.0,Right Midfield,168,Málaga,223,['9a59b5d5-0b21-4626-8d75-aa2d25f1e57e'],17,,,,,,,,,,,,,,,,,Málaga,223,00:28:17.544,Pass,
,,,,,,,,,,,,,,,,2.039999,,,,,,,,,,,,,e465153f-d6b2-470e-ba97-59340b0fc2a3,2521,,"[42.3, 64.5]",3825855,73,,,,,1.0316347,,Right Foot,,,"[49.3, 76.2]",,Ground Pass,,13.634149,,,Christian Atsu Twasam,3084.0,,,,,,,2,Regular Play,Ignacio Camacho Barnola,8234.0,Right Defensive Midfield,168,Málaga,223,['83ee5fd3-ae8e-40e9-8761-c01d047590fa'],19,,,,,,,,,,,,,,,,,Málaga,223,00:28:19.663,Pass,
,,,,,,,,,,,,,,,,1.049231,,,,,,,,,,,,,d134fdad-7f0c-411f-bb9c-e71984b3ce5d,2525,,"[58.8, 71.5]",3825855,73,,,,,-1.1453466,,Left Foot,,,"[64.6, 58.7]",,Ground Pass,,14.052757,,,Sérgio Paulo Barbosa Valente,25859.0,,,,,,,2,Regular Play,Christian Atsu Twasam,3084.0,Right Midfield,168,Málaga,223,['e3968433-49c9-480f-8c1c-5e52e639f97c'],24,,,,,,,,,,,,,,,,,Málaga,223,00:28:24.371,Pass,
,,,,,,,,,,,,,,,,4.088908,,,,,,,,,,,,,bcf15031-6e3a-4a8f-a561-923ef9ae4688,2528,,"[64.6, 59.4]",3825855,73,,,,,0.57275325,,Left Foot,,,"[86.0, 73.2]",,Ground Pass,,25.4637,Incomplete,,,,,,,,,,2,Regular Play,Sérgio Paulo Barbosa Valente,25859.0,Left Defensive Midfield,168,Málaga,223,['d27b73d8-9a02-4e1d-9fc4-9ea0d0193383'],25,,,,,,,,,,,,,,,,,Málaga,223,00:28:25.460,Pass,
,,,,,,,,,,,,,,,,0.827677,,,,,,,,,,,,,bd61e7f5-9645-4ab1-ac90-9320e6fa6c03,2531,,"[34.3, 7.4]",3825855,73,,,,,1.2136623,,Left Foot,,,"[36.8, 14.1]",,Ground Pass,,7.1512237,,,José Antonio García Rabasco,24149.0,,,,,,,2,Regular Play,Zouhair Feddal,6647.0,Left Center Back,169,Levante UD,221,['8add61c5-23e2-4f94-b1ee-f8a8d689ec3b'],29,,,,,,,,,,,,,,,,,Levante UD,221,00:28:29.949,Pass,
,,,,,,,,,,,,,,,,1.046216,,,,,,,,,,,,,15798e82-7d20-41d9-8059-bd4bb06ed345,2534,,"[36.8, 14.1]",3825855,73,,,,,-0.8396926,,Right Foot,,,"[45.5, 4.4]",,Ground Pass,,13.029965,,,Juan Francisco García García,26023.0,,,,,,,2,Regular Play,José Antonio García Rabasco,24149.0,Right Defensive Midfield,169,Levante UD,221,['d2e7cd2e-bc0a-4bf9-a71c-435736790f26'],30,,,,,,,,,,,,,,,,,Levante UD,221,00:28:30.850,Pass,
,,,,,,,,,,,,,,,,1.804138,,,,,,,,,,,,,82af7d7d-544e-42c8-9b35-843930a4c9a3,2540,,"[43.8, 0.1]",3825855,73,,,,,0.23109066,,,,,"[65.9, 5.3]",,Low Pass,,22.703524,,,Deyverson Brum Silva Acosta,25134.0,,,,,,Throw-in,2,From Throw In,Juan Francisco García García,26023.0,Left Back,170,Levante UD,221,['e6798575-1a00-4118-a391-f8ddadc46c58'],42,,,,,,,,,,,,,,,,,Levante UD,221,00:28:42.840,Pass,
,,,,,,,,,,,,,,,,2.097339,,,,,,,,,,,,,b14cd849-2e60-41fd-b2e9-ef0eab6b2db8,2544,,"[65.5, 3.2]",3825855,73,,,,,0.9212469,,Left Foot,,,"[77.5, 19.0]",,High Pass,,19.840363,Incomplete,,,,,,,,,,2,From Throw In,Deyverson Brum Silva Acosta,25134.0,Right Center Forward,170,Levante UD,221,"['51cfe39f-ee0b-4ce8-b757-5a59074f4d84', 'e3349998-210c-40b3-aa4c-373d73673ebe']",44,,,,,,,,,,,,,,,,,Levante UD,221,00:28:44.679,Pass,True
,,,,,,,,,,,,,,,,0.725198,,,,,,,,,,,,,e41ed128-44b0-481f-b1be-232e9a33a3a9,2549,,"[33.5, 52.4]",3825855,73,,,,,1.1809694,,Right Foot,,,"[38.8, 65.3]",,Ground Pass,,13.946325,,,Miguel Torres Gómez,6878.0,,,,,,,2,Regular Play,Egor Filipenko,16723.0,Left Center Back,171,Málaga,223,['bb1d89d3-7bc9-46e3-86d8-5291529701d9'],49,,,,,,,,,,,,,,,,,Málaga,223,00:28:49.067,Pass,
,,,,,,,,,,,,,,,,1.604066,,,,,,,,,,,,,5366a6c6-5256-4c5b-b7fd-bcb7810bef95,2552,,"[38.8, 65.3]",3825855,73,,,,,-1.2414123,,Left Foot,,,"[45.5, 45.7]",,Ground Pass,,20.713522,,,Sérgio Paulo Barbosa Valente,25859.0,,,,,,,2,Regular Play,Miguel Torres Gómez,6878.0,Right Back,171,Málaga,223,['1511a824-0458-4fbd-b010-7131f143ede3'],49,,,,,,,,,,,,,,,,,Málaga,223,00:28:49.949,Pass,
,,,,,,,,,,,,,,,,1.423194,,,,,,,,,,,,,a2708c67-61fa-477e-ae09-3affc30f8c50,2555,,"[43.9, 45.9]",3825855,73,,,,,1.2231035,,Right Foot,,,"[49.3, 60.8]",,Ground Pass,,15.848344,,,Ignacio Camacho Barnola,8234.0,,,,,,,2,Regular Play,Sérgio Paulo Barbosa Valente,25859.0,Left Defensive Midfield,171,Málaga,223,['2eddd4ff-1726-4ccb-85d8-45c5de2147e0'],51,,,,,,,,,,,,,,,,,Málaga,223,00:28:51.896,Pass,
,,,,,,,,,,,,,,,,1.639999,,,,,,,,,,,,,e702fe8a-1644-4a7b-a6be-4ab25fb1a25d,2558,,"[56.3, 66.6]",3825855,73,,,,,0.41704923,,Right Foot,,,"[80.0, 77.1]",,Ground Pass,,25.921806,,,Christian Atsu Twasam,3084.0,,,,,,,2,Regular Play,Ignacio Camacho Barnola,8234.0,Right Defensive Midfield,171,Málaga,223,['2e0175f0-26d5-474f-b893-c0fb834e0333'],54,,,,,,,,,,,,,,,,,Málaga,223,00:28:54.848,Pass,
,,,,,,,,,,,,,,,,1.842368,,,,,,,,,,,,,1d23f117-be62-46e8-a3aa-481b77032bde,2565,,"[115.4, 71.1]",3825855,74,,,,,-1.6046816,81908945-b26d-463d-93d3-df20a681e3df,Right Foot,True,,"[114.2, 35.7]",,High Pass,,35.420334,,,Charles Días Barbosa de Oliveira,6707.0,True,,,,,,2,Regular Play,Christian Atsu Twasam,3084.0,Right Midfield,171,Málaga,223,['502dffad-e8db-4b07-a280-cd7e660f6aff'],2,,,,,,,,,,,,,,,,,Málaga,223,00:29:02.452,Pass,
,,,,,,,,,,,,,,,,0.647792,,,,,,,,,,,,,6549acff-ff4c-4dab-b40f-003e63c151fb,2569,,"[6.0, 44.0]",3825855,74,,True,,,0.22860585,,Left Foot,,,"[66.6, 58.1]",,High Pass,,62.218727,,,Deyverson Brum Silva Acosta,25134.0,,,,,,Goal Kick,2,From Goal Kick,Diego Mariño Villar,23843.0,Goalkeeper,172,Levante UD,221,['bfa25f7a-8253-460f-9004-6cc7e48332e0'],35,,,,,,,,,,,,,,,,,Levante UD,221,00:29:35.229,Pass,
,,,,,,,,,,,,,,,,0.894118,,,,,,,,,,,,,9c186874-a902-4815-a3c4-977bf733f656,2571,,"[66.6, 58.1]",3825855,74,,,,,-1.8445671,,Right Foot,,,"[62.5, 43.5]",,Low Pass,,15.164762,,,José María Martín-Bejarano Serrano,23970.0,,,,,,,2,From Goal Kick,Deyverson Brum Silva Acosta,25134.0,Right Center Forward,172,Levante UD,221,['047fb8d5-e47f-4202-b563-4ced2e3e3dd1'],36,,,,,,,,,,,,,,,,,Levante UD,221,00:29:36.630,Pass,
,,,,,,,,,,,,,,,,2.990113,,,,,,,,,,,,,65e6d99d-8c82-4afe-8220-49fde81633b7,2574,,"[72.9, 41.8]",3825855,74,,,,,0.36854416,,Right Foot,,,"[112.0, 56.9]",,High Pass,,41.914436,,,Mauricio Andrés Cuero Castillo,27463.0,,,,,,,2,From Goal Kick,José María Martín-Bejarano Serrano,23970.0,Left Defensive Midfield,172,Levante UD,221,['e17a525e-493a-4ebe-8768-099c6097539c'],39,,,,,,,,,,,,,,,,,Levante UD,221,00:29:39.947,Pass,
,,,,,,,,,,,,,,,,1.036425,,,,,,,,,,,,,5fa0b57b-8726-4e28-aef6-747b488fadbf,2577,,"[114.1, 56.5]",3825855,74,,,,,-1.7506498,c389c2a4-1973-4eee-8815-9e86f28fbed0,Right Foot,True,True,"[111.3, 41.1]",,Ground Pass,,15.652476,,,Deyverson Brum Silva Acosta,25134.0,True,,,,,,2,From Goal Kick,Mauricio Andrés Cuero Castillo,27463.0,Right Midfield,172,Levante UD,221,['8c4de765-0dcc-4c1a-87d4-1c7ab0bd7d40'],43,,,,,,,,,,,,,,,,,Levante UD,221,00:29:43.268,Pass,
,,,,,,,,,,,,,,,,4.387878,,,,,,,,,,,,,8889fd9a-22e9-4bd2-b7e7-16a9b24ecc51,2584,,"[7.7, 44.1]",3825855,76,,True,,,-0.49288276,,Right Foot,,,"[69.7, 10.8]",,High Pass,,70.37677,Incomplete,,,,,,,,,Free Kick,2,From Free Kick,Francisco Guillermo Ochoa Magaña,5577.0,Goalkeeper,173,Málaga,223,['486f9ad7-8a7f-40f0-b495-495fe3e34257'],18,,,,,,,,,,,,,,,,,Málaga,223,00:31:18.017,Pass,
,,,,,,,,,,,,,,,,1.958589,,,,,,,,,,,,,b6507aef-42f9-4fac-beec-883cf700e171,2587,,"[72.2, 80.0]",3825855,76,,True,,,-0.63309836,,,,,"[84.6, 70.9]",,Low Pass,,15.380833,,,Deyverson Brum Silva Acosta,25134.0,,,,,,Throw-in,2,From Throw In,Pedro López Muñoz,6787.0,Right Back,174,Levante UD,221,['7eb0da2f-d99f-4b82-8365-8d852111e9f5'],39,,,,,,,,,,,,,,,,,Levante UD,221,00:31:39.100,Pass,
,,,,,,,,,,,,,,,,1.71462,,,,,,,,,,,,,b6117c6e-0a40-4946-9053-198a5fe9b80a,2592,,"[91.1, 72.3]",3825855,77,,,,,-1.0242128,6c98ffec-9788-45f9-8aff-af1e4638ab0a,Right Foot,True,,"[109.9, 41.4]",,High Pass,,36.16974,,,Zouhair Feddal,6647.0,True,,,,,Free Kick,2,From Free Kick,José Antonio García Rabasco,24149.0,Right Defensive Midfield,175,Levante UD,221,['81fe45e6-2973-4824-8c0a-bda20dde5a55'],15,,,,,,,,,,,,,,,,,Levante UD,221,00:32:15.089,Pass,
,,,,,,,,,,,,,,,,2.214623,,,,,,,,,,,,,cf1ad25a-87c4-4392-87ce-9837c18ee3b6,2597,,"[120.0, 80.0]",3825855,77,,,,,-1.7966627,,Right Foot,,,"[109.2, 33.0]",,High Pass,,48.22489,Incomplete,True,,,,,True,Outswinging,,Corner,2,From Corner,José Antonio García Rabasco,24149.0,Right Defensive Midfield,176,Levante UD,221,['fb376d45-bd0b-42a8-a7de-ab22eb6f64e0'],36,,,,,,,,,,,,,,,,,Levante UD,221,00:32:36.150,Pass,
,,,,,,,,,,,,,,,,3.931378,,,,,,,,,,,,,d722b178-63f4-4de7-9935-f94108bf0d1b,2601,,"[7.0, 44.1]",3825855,78,,,,,-0.3536597,,Right Foot,,,"[69.3, 21.1]",,High Pass,,66.41001,Incomplete,,,,,,,,,Goal Kick,2,From Goal Kick,Francisco Guillermo Ochoa Magaña,5577.0,Goalkeeper,177,Málaga,223,['0728eae5-e75a-498b-a107-3569bf26cee6'],10,,,,,,,,,,,,,,,,,Málaga,223,00:33:10.442,Pass,
,,,,,,,,,,,,,,,,1.746117,,,,,,,,,,,,,0728eae5-e75a-498b-a107-3569bf26cee6,2603,,"[50.8, 59.0]",3825855,78,,,,True,-0.37542513,,,,,"[67.8, 52.3]",,High Pass,,18.272657,,,Giuseppe Rossi,7141.0,,,,,,Recovery,2,Regular Play,Zouhair Feddal,6647.0,Left Center Back,178,Levante UD,221,"['ba764b55-7d9f-43f5-a6ea-a3e34a6a7c8c', 'd722b178-63f4-4de7-9935-f94108bf0d1b', 'ec8cb2f1-80d0-43f2-968b-43bdc9204cde']",14,,,,,,,,,,,,,,,,,Levante UD,221,00:33:14.373,Pass,True
,,,,,,,,,,,,,,,,0.804867,,,,,,,,,,,,,0853dafe-dd1f-4cc9-8a62-179bf7b86dd0,2606,,"[67.5, 53.2]",3825855,78,,,,,3.0947518,,Left Foot,,,"[61.1, 53.5]",,Ground Pass,,6.4070272,,,Deyverson Brum Silva Acosta,25134.0,,,,,,,2,Regular Play,Giuseppe Rossi,7141.0,Left Center Forward,178,Levante UD,221,['6a486b93-49e8-4172-90e8-f2b425a31e40'],16,,,,,,,,,,,,,,,,,Levante UD,221,00:33:16.180,Pass,
,,,,,,,,,,,,,,,,2.298688,,,,,,,,,,,,,201c5664-b312-4cd2-861f-e1a56174d4d9,2609,,"[79.2, 31.8]",3825855,78,,,,,-0.5759186,05b02c8b-1271-4e7b-9143-02a317aa2527,Right Foot,,,"[94.6, 21.8]",,Ground Pass,,18.361917,,,José Luis Morales Nogales,6668.0,True,,,,,,2,Regular Play,Deyverson Brum Silva Acosta,25134.0,Right Center Forward,178,Levante UD,221,['b00a4bb3-5979-4593-a2bd-a25564e23584'],18,,,,,,,,,,,,,,,,,Levante UD,221,00:33:18.665,Pass,
,,,,,,,,,,,,,,,,2.520545,,,,,,,,,,,,,4db43a33-a3c6-4ab8-a363-e63d45e64de7,2615,,"[120.0, 0.1]",3825855,78,,,,,1.6123602,,Right Foot,,,"[117.8, 53.0]",,High Pass,,52.94573,,,Giuseppe Rossi,7141.0,,True,True,Straight,,Corner,2,From Corner,José Antonio García Rabasco,24149.0,Right Defensive Midfield,179,Levante UD,221,['5a0bc22b-66a5-45b6-a06f-635bb930e1b0'],49,,,,,,,,,,,,,,,,,Levante UD,221,00:33:49.575,Pass,
,,,,,,,,,,,,,,,,1.524639,,,,,,,,,,,,,77dfcfd7-ac00-4f2a-9459-b43e70a22eae,2618,,"[117.4, 53.5]",3825855,78,,,,True,-2.5431738,,,True,True,"[110.8, 49.0]",,Low Pass,,7.9881163,,,Zouhair Feddal,6647.0,,,,,,,2,From Corner,Giuseppe Rossi,7141.0,Left Center Forward,179,Levante UD,221,"['558138a7-5f2b-4282-a728-5bce796b7eb5', 'c8ff1c9f-1149-47a0-ad3b-2f8585241f90']",52,,,,,,,,,,,,,,,,,Levante UD,221,00:33:52.095,Pass,True
