50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,0.898786,,,,,,,,,,,,,,17a03a7d-0278-44ca-bef3-10229e5a3847,18,,"[23.2, 57.2]",3825819,0,,,,,1.3147616,,Right Foot,,,,"[28.2, 76.3]",,Ground Pass,,19.743607,,Hugo Mallo Novegil,6805.0,,,,,,,1,From Kick Off,Gustavo Daniel Cabral Cáceres,6794.0,Right Center Back,2,Celta Vigo,209,['73e98b53-3668-44c5-b944-bbf304a9e1f5'],12,,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:12.271,Pass,
,,,,,,,,,,,,,,,,,,,2.548911,,,,,,,,,,,,,,7d92bc70-4694-4a81-b7ca-da28e691a7ae,21,,"[28.5, 77.5]",3825819,0,,,,,-0.18594567,,Right Foot,,,,"[79.0, 68.0]",,High Pass,,51.385796,Incomplete,Jonathan Castro Otto,6802.0,,,,,,,1,From Kick Off,Hugo Mallo Novegil,6805.0,Right Back,2,Celta Vigo,209,"['77730b00-1280-4ac6-be08-0ccbd839394d', 'a804f0c8-7142-4cd0-8f45-3744cfa7a6dc']",14,,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:14.865,Pass,
,,,,,,,,,,,,True,,,,,,,2.185233,,,,,,,,,,,,,,a804f0c8-7142-4cd0-8f45-3744cfa7a6dc,24,,"[41.1, 12.1]",3825819,0,,,,True,0.3529904,,,,,,"[54.4, 17.0]",,High Pass,,14.17392,,Danilo Barbosa da Silva,10037.0,,,,,,Interception,1,Regular Play,Aymen Abdennour,4406.0,Left Center Back,3,Valencia,207,"['75e21f4c-62fb-4454-8e86-aa05096adc9a', '7d92bc70-4694-4a81-b7ca-da28e691a7ae', 'deb56069-2b9f-4a9b-ac76-8b5de4c08f22']",17,,,,,,,,,,,,,,,,,,,Valencia,207,00:00:17.414,Pass,True
,,,,,,,,,,,,,,,,,,,2.429432,,,,,,,,,,,,,,f608b538-cd72-4e07-b975-cbf6f6e938c6,26,,"[54.8, 17.0]",3825819,0,,,,,-0.9438226,,Head,,,,"[61.9, 7.2]",,High Pass,,12.101653,,Javier Fuego Martínez,6751.0,,,,,,,1,Regular Play,Danilo Barbosa da Silva,10037.0,Right Defensive Midfield,3,Valencia,207,['22a639f1-2625-4903-801a-95ec444007ea'],19,,,,,,,,,,,,,,,,,,,Valencia,207,00:00:19.664,Pass,
,,,,,,,,,,,,,,,,,,,0.667577,,,,,,,,,,,,,,e315a3b9-f5d5-4a39-804b-ba37c3dd1990,30,,"[63.8, 6.6]",3825819,0,,,,,-3.0472786,,Right Foot,,,,"[56.4, 5.9]",,Ground Pass,,7.4330344,,André Filipe Tavares Gomes,10802.0,,,,,,,1,Regular Play,Javier Fuego Martínez,6751.0,Left Defensive Midfield,3,Valencia,207,"['721d1fad-1523-4209-94df-d0e5df3a43c7', 'f254b459-fbb6-424c-a85d-8f987f6e3082']",22,,,,,,,,,,,,,,,,,,,Valencia,207,00:00:22.208,Pass,True
,,,,,,,,,,,,,,,,,,,1.1,,,,,,,,,,,,,,21b4f038-a98b-44ca-b34e-f66143e53e94,33,,"[55.9, 5.6]",3825819,0,,,,,-2.7564352,,Left Foot,,,,"[48.5, 2.6]",,Ground Pass,,7.984986,,Guilherme Magdalena Siqueira,26780.0,,,,,,,1,Regular Play,André Filipe Tavares Gomes,10802.0,Left Wing,3,Valencia,207,['016a308d-4ec8-4663-945f-3837bbc5ca93'],22,,,,,,,,,,,,,,,,,,,Valencia,207,00:00:22.973,Pass,
,,,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,,566d0329-5ecc-404e-8ab5-75b359772cdb,36,,"[47.9, 1.5]",3825819,0,,,,,2.6640086,,Left Foot,,,,"[36.5, 7.4]",,Ground Pass,,12.836277,,Aymen Abdennour,4406.0,,,,,,,1,Regular Play,Guilherme Magdalena Siqueira,26780.0,Left Back,3,Valencia,207,['9c21af98-44e6-41af-a71a-f3ab9b853b81'],24,,,,,,,,,,,,,,,,,,,Valencia,207,00:00:24.780,Pass,
,,,,,,,,,,,,,,,,,,,1.599999,,,,,,,,,,,,,,e672255a-57cc-42ba-af2d-2b6119e10b81,39,,"[37.0, 7.4]",3825819,0,,,,,2.5242376,,Left Foot,,,,"[10.8, 26.0]",,Ground Pass,,32.13098,,Mathew Ryan,3240.0,,,,,,,1,Regular Play,Aymen Abdennour,4406.0,Left Center Back,3,Valencia,207,['5394cf15-3c28-4239-86e0-dbba68ee01d3'],26,,,,,,,,,,,,,,,,,,,Valencia,207,00:00:26.702,Pass,
,,,,,,,,,,,,,,,,,,,1.199999,,,,,,,,,,,,,,92ee7ac4-957b-483b-9c2a-467fa6c51783,42,,"[10.8, 25.8]",3825819,0,,,,,1.1791716,,Right Foot,,,,"[21.0, 50.5]",,Ground Pass,,26.723211,,Shkodran Mustafi,3638.0,,,,,,,1,Regular Play,Mathew Ryan,3240.0,Goalkeeper,3,Valencia,207,['4e735621-a8db-432d-a8b2-370326eeb7c3'],30,,,,,,,,,,,,,,,,,,,Valencia,207,00:00:30.342,Pass,
,,,,,,,,,,,,,,,,,,,4.308127,,,,,,,,,,,,,,946d8fc8-e28f-411c-8ed1-92cbbfca1c85,45,,"[29.2, 47.5]",3825819,0,,,,,-0.65509236,,Right Foot,,,,"[85.3, 4.4]",,High Pass,,70.74475,Incomplete,André Filipe Tavares Gomes,10802.0,,,True,,,,1,Regular Play,Shkodran Mustafi,3638.0,Right Center Back,3,Valencia,207,"['95fa658d-c02c-4353-82df-fd0b47ad869d', 'c29608a0-8573-4499-90ee-877bf6a08ecf']",34,,,,,,,,,,,,,,,,,,,Valencia,207,00:00:34.290,Pass,
,,,,,,,,,,,,,,,,,,,0.07177,,,,,,,,,,,,,,9d5ffcb4-1f74-42ae-9da1-6c5c7095a829,50,,"[34.5, 76.3]",3825819,0,,,,,0.43984258,,Right Foot,,,,"[36.2, 77.1]",,Ground Pass,,1.8788295,Incomplete,,,,,,,,,1,Regular Play,Hugo Mallo Novegil,6805.0,Right Back,4,Celta Vigo,209,['7809add6-3146-4b80-bed8-48cb57f08fbe'],41,,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:41.644,Pass,
,,,,,,,,,,,,,,,,,,,0.721751,,,,,,,,,,,,,,bcf117c7-972c-459e-9600-70c455dd7501,52,,"[41.8, 80.0]",3825819,1,,,,,-0.62267077,,,,,,"[49.6, 74.4]",,Low Pass,,9.602083,,Fabián Ariel Orellana Valenzuela,7105.0,,,,,,Throw-in,1,From Throw In,Hugo Mallo Novegil,6805.0,Right Back,5,Celta Vigo,209,['af45a210-fb4c-4aee-899e-9a343b3144f1'],2,,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:01:02.062,Pass,
,,,,,,,,,,,,,,,,,,,1.5145,,,,,,,,,,,,,,ab044fe0-1ce2-43e8-a49e-13d0dd2e0b94,56,,"[49.6, 72.0]",3825819,1,,,,,-3.1100717,,Right Foot,,,,"[27.4, 71.3]",,Ground Pass,,22.211033,,Gustavo Daniel Cabral Cáceres,6794.0,,,,,,,1,From Throw In,Fabián Ariel Orellana Valenzuela,7105.0,Center Attacking Midfield,5,Celta Vigo,209,['42e78d34-3e52-415e-bb38-e876459c37e0'],5,,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:01:05.674,Pass,
,,,,,,,,,,,,,,,,,,,1.209676,,,,,,,,,,,,,,2e784319-2364-43bf-a232-8dac53afa4ab,59,,"[30.8, 70.3]",3825819,1,,,,,0.047262076,,Right Foot,,,,"[60.4, 71.7]",,High Pass,,29.63309,,Claudio Beauvue,6600.0,,,,,,,1,From Throw In,Gustavo Daniel Cabral Cáceres,6794.0,Right Center Back,5,Celta Vigo,209,['c95c01eb-0a7b-47e2-b118-ada95b64a6bd'],8,,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:01:08.904,Pass,
,,,,,,,,,,,,,,,,,,,0.042714,,,,,,,,,,,,,,b366aea7-e018-4baf-8b63-31288ff0ae41,61,,"[60.4, 71.7]",3825819,1,,,,,-0.16514868,,Head,,,,"[61.6, 71.5]",,High Pass,,1.2165525,Incomplete,John Guidetti,6038.0,,,,,,,1,From Throw In,Claudio Beauvue,6600.0,Right Wing,5,Celta Vigo,209,"['183d7e4f-77f6-411d-a9b1-64905db0024b', '91da3260-f568-4177-8043-0de36965defc']",10,,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:01:10.234,Pass,
,,,,,,,,,,,,,,,,,,,1.995061,,,,,,,,,,,,,,183d7e4f-77f6-411d-a9b1-64905db0024b,63,,"[58.5, 8.6]",3825819,1,,,,,2.2685077,,Head,,,,"[50.2, 18.5]",,High Pass,,12.918979,,Shkodran Mustafi,3638.0,,,,,,Recovery,1,Regular Play,Guilherme Magdalena Siqueira,26780.0,Left Back,6,Valencia,207,"['10aaf78d-4b07-40b0-a9ef-216eab931073', 'b366aea7-e018-4baf-8b63-31288ff0ae41']",10,,,,,,,,,,,,,,,,,,,Valencia,207,00:01:10.277,Pass,
,,,,,,,,,,,,,,,,,,,1.795075,,,,,,,,,,,,,,b2218f67-0ed4-4d5c-a995-03ffb7e25291,65,,"[50.2, 18.5]",3825819,1,,,,,-0.09820524,,Head,,,,"[70.5, 16.5]",,High Pass,,20.398285,Incomplete,,,,,,,,,1,Regular Play,Shkodran Mustafi,3638.0,Right Center Back,6,Valencia,207,['e215cc14-4e51-4ea2-b47b-ce44e84ed6f5'],12,,,,,,,,,,,,,,,,,,,Valencia,207,00:01:12.266,Pass,
,,,,,,,,,,,,,,,,,,,2.073731,,,,,,,,,,,,,,e215cc14-4e51-4ea2-b47b-ce44e84ed6f5,66,,"[49.6, 63.6]",3825819,1,,,,,-0.6198194,,Right Foot,,,,"[71.6, 47.9]",,High Pass,,27.027578,Incomplete,,,,,,,,Recovery,1,Regular Play,Marcelo Alfonso Díaz Rojas,27341.0,Left Defensive Midfield,6,Valencia,207,"['166ad750-a5d1-483a-ba26-92cc575e2759', 'b2218f67-0ed4-4d5c-a995-03ffb7e25291']",14,,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:01:14.061,Pass,
,,,,,,,,,,,,,,,,,,,0.996444,,,,,,,,,,,,,,166ad750-a5d1-483a-ba26-92cc575e2759,67,,"[48.5, 32.2]",3825819,1,,,,,0.5419993,,Head,,,,"[57.8, 37.8]",,Low Pass,,10.855874,,Danilo Barbosa da Silva,10037.0,,,,,,Recovery,1,Regular Play,Shkodran Mustafi,3638.0,Right Center Back,6,Valencia,207,"['72e222e1-0c9b-4a1c-ae68-5c7c5966e5ca', 'e215cc14-4e51-4ea2-b47b-ce44e84ed6f5']",16,,,,,,,,,,,,,,,,,,,Valencia,207,00:01:16.135,Pass,
,,,,,,,,,,,,,,,,,,,1.527766,,,,,,,,,,,,,,de89a119-c95a-4658-a1b3-64bb28bf1d8d,70,,"[55.5, 36.9]",3825819,1,,,,,0.74566376,,Left Foot,,,,"[72.5, 52.6]",,Ground Pass,,23.140657,Incomplete,Rodrigo Moreno Machado,5718.0,,,,,,,1,Regular Play,Danilo Barbosa da Silva,10037.0,Right Defensive Midfield,6,Valencia,207,"['10fa5001-f0a4-4849-ae44-93cc6bd79829', 'aea263b9-bbba-4b6d-9569-7c92c38fc3ec']",18,,,,,,,,,,,,,,,,,,,Valencia,207,00:01:18.129,Pass,
,,,,,,,,,,,,,,,,,,,4.10871,,,,,,,,,,,,,,c41c498f-1fd7-4310-a26d-360e728e9d79,75,,"[56.1, 21.5]",3825819,1,,,,,-0.09249549,,Left Foot,,,,"[100.3, 17.4]",,Low Pass,,44.38975,Incomplete,Manuel Agudo Durán,6724.0,,,,,,,1,Regular Play,Jonathan Castro Otto,6802.0,Left Back,6,Valencia,207,"['19077b67-ae3a-45c2-8757-1036ee2208ae', '44c5dc59-5083-43a3-a6f3-9a1d33a813b6']",22,,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:01:22.303,Pass,
,,,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,,44c5dc59-5083-43a3-a6f3-9a1d33a813b6,77,,"[19.8, 62.7]",3825819,1,,,,,-2.262899,,Right Foot,,,,"[4.3, 44.0]",,Ground Pass,,24.288681,,Mathew Ryan,3240.0,,,,,,Recovery,1,Regular Play,Shkodran Mustafi,3638.0,Right Center Back,6,Valencia,207,"['c41c498f-1fd7-4310-a26d-360e728e9d79', 'e3dfa175-5831-4083-9e67-adcdb34e2a3c']",26,,,,,,,,,,,,,,,,,,,Valencia,207,00:01:26.412,Pass,
,,,,,,,,,,,,,,,,,,,2.423888,,,,,,,,,,,,,,e5c02bfb-0fc2-4292-bd7e-cf89cb251f07,80,,"[5.0, 44.2]",3825819,1,,,,,0.072892934,,Right Foot,,,,"[54.3, 47.8]",,High Pass,,49.431267,,Santiago Mina Lorenzo,6594.0,,,,,,,1,Regular Play,Mathew Ryan,3240.0,Goalkeeper,6,Valencia,207,['bf1d6098-7ebf-4183-a41f-1ddd9a52d3ad'],28,,,,,,,,,,,,,,,,,,,Valencia,207,00:01:28.180,Pass,
,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,5d5d1a4c-5845-4192-a7d8-c9d08e9b00ae,83,,"[53.9, 47.8]",3825819,1,,,,True,-0.76635283,,,,,,"[64.6, 37.5]",,High Pass,,14.851936,,Francisco Alcácer García,6402.0,,,,,,,1,Regular Play,Santiago Mina Lorenzo,6594.0,Center Attacking Midfield,6,Valencia,207,"['6d2a7c24-eb5e-43ea-8d7d-754d082c2e94', 'ffa24d96-96db-4c0d-9cc0-23ce0b04f782']",30,,,,,,,,,,,,,,,,,,,Valencia,207,00:01:30.724,Pass,True
,,,,,,,,,,,,,,,,,,,0.48,,,,,,,,,,,,,,cf933fbb-1247-4d1f-a533-6feb23f113e7,87,,"[62.9, 37.5]",3825819,1,,,,,-2.5408788,,Right Foot,,,,"[57.5, 33.8]",,Ground Pass,,6.545991,,André Filipe Tavares Gomes,10802.0,,,,,,,1,Regular Play,Francisco Alcácer García,6402.0,Center Forward,6,Valencia,207,['eb1baa56-6c7d-4681-990b-dc70971226ef'],33,,,,,,,,,,,,,,,,,,,Valencia,207,00:01:33.990,Pass,
,,,,,,,,,,,,,,,,,,,2.037476,,,,,,,,,,,,,,ab683e64-6b5b-4561-ad7e-de788ba51008,90,,"[57.5, 34.9]",3825819,1,,,,,0.16514868,,Left Foot,,,,"[94.1, 41.0]",,High Pass,,37.10485,Incomplete,,,,,,,,,1,Regular Play,André Filipe Tavares Gomes,10802.0,Left Wing,6,Valencia,207,['df765fe9-ab00-46f3-92b1-249dab0d988b'],34,,,,,,,,,,,,,,,,,,,Valencia,207,00:01:34.670,Pass,
,,,,,,,,,,,,,,,,,,,2.435606,,,,,,,,,,,,,,df765fe9-ab00-46f3-92b1-249dab0d988b,91,,"[26.0, 39.1]",3825819,1,,,,,-0.97998476,,Head,,,,"[31.5, 30.9]",,High Pass,,9.873702,Incomplete,,,,,,,,Recovery,1,Regular Play,Gustavo Daniel Cabral Cáceres,6794.0,Right Center Back,6,Valencia,207,"['10ccf621-9930-49e5-9269-adcf474a7bd0', 'ab683e64-6b5b-4561-ad7e-de788ba51008']",36,,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:01:36.707,Pass,
,,,,,,,,,,,,,,,,,,,1.143929,,,,,,,,,,,,,,08dcbbcd-5f0f-4d8a-94e9-4dbc854bade7,95,,"[88.8, 47.8]",3825819,1,,,,,-0.7602778,,Left Foot,,,,"[99.0, 38.1]",,High Pass,,14.075866,Incomplete,Francisco Alcácer García,6402.0,,,,,,,1,Regular Play,Rodrigo Moreno Machado,5718.0,Right Wing,6,Valencia,207,"['7e4f8da7-04a6-4104-8c5c-f0a0e4e8d4a0', '8cbac301-5dee-41fb-a771-81b152f0eb91', '9f7ff451-f060-4087-9fc7-cb4cc8ec3569']",41,,,,,,,,,,,,,,,,,,,Valencia,207,00:01:41.555,Pass,True
,,,,,,,,,,,,,,,,,,,2.050502,,,,,,,,,,,,,,8cbac301-5dee-41fb-a771-81b152f0eb91,97,,"[21.1, 42.0]",3825819,1,,,,,-1.0592402,,Left Foot,,,,"[37.1, 13.5]",,High Pass,,32.684093,,Manuel Agudo Durán,6724.0,,,,,,Interception,1,Regular Play,Hugo Mallo Novegil,6805.0,Right Back,6,Valencia,207,"['08dcbbcd-5f0f-4d8a-94e9-4dbc854bade7', 'ce165522-bae1-4e95-9d64-db09d0b801ea']",42,,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:01:42.699,Pass,
,,,,,,,,,,,,,,,,,,,5.583294,,,,,,,,,,,,,,266e5c87-fbd0-445f-a73f-e4597178fde4,100,,"[37.3, 13.0]",3825819,1,,,,,-0.12616988,,Right Foot,,,,"[105.1, 4.4]",,Low Pass,,68.343254,Incomplete,John Guidetti,6038.0,,,,,,,1,Regular Play,Manuel Agudo Durán,6724.0,Left Wing,6,Valencia,207,"['2dd89830-604a-4091-b1a0-f600cfe4d2bc', 'e585fc72-3855-4f77-96d5-02faef7f87c7']",46,,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:01:46.322,Pass,
