bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.245579,,,,,,,,,,,,,76aba0f5-d2e3-472a-a0af-f1ea7596103a,17,,"[28.9, 57.0]",3825897,0,,,,,1.0092261,,Right Foot,,,"[38.4, 72.1]",,Ground Pass,17.839844,,,,Aritz Elustondo Irribaria,6679.0,,,,,,1,From Kick Off,Diego Antonio Reyes Rosales,16539.0,Right Center Back,2,Real Sociedad,210,['768918ab-4002-49bd-8f90-0249f15a1a1b'],11,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:11.448,Pass,
,,,,,,,,,,,,,,,,0.718078,,,,,,,,,,,,,1f254761-d7c7-4317-8c4e-901c66b83470,21,,"[39.2, 73.6]",3825897,0,,,,,0.22303097,,Right Foot,,,"[48.9, 75.8]",,Ground Pass,9.946356,,,,Mikel Oyarzabal Ugarte,6685.0,,,,,,1,From Kick Off,Aritz Elustondo Irribaria,6679.0,Right Back,2,Real Sociedad,210,['8fed1f78-5d6f-4d70-99f0-90cfe3d00b87'],13,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:13.844,Pass,
,,,,,,,,,,,,,,,,0.905914,,,,,,,,,,,,,171b422b-7c4b-48d4-9d3f-d4ebe37c0fdf,25,,"[49.2, 75.0]",3825897,0,,,,,-0.3510309,,Left Foot,,,"[63.4, 69.8]",,Low Pass,15.1221695,,Incomplete,,,,,,,,,1,From Kick Off,Mikel Oyarzabal Ugarte,6685.0,Right Wing,2,Real Sociedad,210,"['b6bfcb1b-411e-46cc-8cb5-204bd6db038f', 'c110f8bb-6469-4b7a-be30-5599e8f712e2']",14,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:14.939,Pass,True
,,,,,,,,,,,,,,,,1.106347,,,,,,,,,,,,,def50ebf-a8ee-4cec-918e-1e5d9b3e7e39,29,,"[57.6, 12.7]",3825897,0,,,,,0.58224726,,Right Foot,,,"[73.7, 23.3]",,High Pass,19.276152,,,,Sergio Enrich Ametller,6700.0,,,,,,1,Regular Play,Daniel García Carrillo,6775.0,Right Defensive Midfield,3,Eibar,322,"['03ccc410-82d7-4ac6-b020-63c144b44a80', '15fe1cb2-083c-4d93-901d-17c61edfd836']",16,,,,,,,,,,,,,,,,,,Eibar,322,00:00:16.768,Pass,True
,,,,,,,,,,,,,,,,1.194631,,,,,,,,,,,,,0dcbf339-e94b-4c3e-819f-0c8a3aba29cd,33,,"[74.1, 23.9]",3825897,0,,,,,2.2787242,,Right Foot,,,"[64.0, 35.7]",,Ground Pass,15.532225,,,,Gonzalo Escalante,6712.0,,,,,,1,Regular Play,Sergio Enrich Ametller,6700.0,Right Center Forward,3,Eibar,322,"['010a2976-9dbe-4749-bf84-105cf67da52d', '6249e1eb-60a4-455d-bdeb-f88679786ec8']",18,,,,,,,,,,,,,,,,,,Eibar,322,00:00:18.836,Pass,True
,,,,,,,,,,,,,,,,2.416975,,,,,,,,,,,,,9e293cdb-09de-49cf-a9d5-abbd588db5af,36,,"[65.9, 39.1]",3825897,0,,,,,1.6056348,,Right Foot,,,"[64.6, 76.4]",,Ground Pass,37.322647,,,,Ander Capa Rodríguez,6699.0,,,,,,1,Regular Play,Gonzalo Escalante,6712.0,Left Defensive Midfield,3,Eibar,322,['752fd65f-7bdf-42d7-816b-6957b61a3cd7'],21,,,,,,,,,,,,,,,,,,Eibar,322,00:00:21.387,Pass,
,,,,,,,,,,,,,,,,1.562795,,,,,,,,,,,,,181413d1-11c3-4eab-962a-992447f41673,39,,"[64.6, 76.4]",3825897,0,,,,,0.06007799,,Right Foot,,,"[77.9, 77.2]",,Ground Pass,13.3240385,,,,Sergio Gontán Gallardo,6742.0,,,,,,1,Regular Play,Ander Capa Rodríguez,6699.0,Right Back,3,Eibar,322,['4e23d2aa-0c94-4472-85a9-7b74a030abd0'],24,,,,,,,,,,,,,,,,,,Eibar,322,00:00:24.204,Pass,
,,,,,,,,,,,,,,,,0.765767,,,,,,,,,,,,,e0a82fbf-c166-4d8a-b579-5fbda93885de,43,,"[73.5, 72.8]",3825897,0,,,,,3.028048,,Right Foot,,,"[62.1, 74.1]",,Ground Pass,11.473884,,,,Gonzalo Escalante,6712.0,,,,,,1,Regular Play,Sergio Gontán Gallardo,6742.0,Right Midfield,3,Eibar,322,['4eaa543d-1853-42ec-b459-c37277a891be'],28,,,,,,,,,,,,,,,,,,Eibar,322,00:00:28.811,Pass,
,,,,,,,,,,,,,,,,4.480354,,,,,,,,,,,,,98ab63e1-8964-47bd-8c18-4cd56bac2913,46,,"[63.0, 74.1]",3825897,0,,,,,-0.07368009,,Right Foot,,,"[119.9, 69.9]",,High Pass,57.0548,,Out,,Ander Capa Rodríguez,6699.0,,,,,,1,Regular Play,Gonzalo Escalante,6712.0,Left Defensive Midfield,3,Eibar,322,['b2c3d3a5-7cdd-49d6-b130-70e0b57751b5'],30,,,,,,,,,,,,,,,,,,Eibar,322,00:00:30.561,Pass,
,,,,,,,,,,,,,,,,4.062791,,,,,,,,,,,,,c57df3df-08be-4a77-abd3-5ca47a38f2e8,49,,"[6.0, 44.0]",3825897,1,,,,,0.23292637,,Right Foot,,,"[66.7, 58.4]",,High Pass,62.384693,,Incomplete,,Xabier Prieto Argarate,6690.0,,,,,Goal Kick,1,From Goal Kick,Gerónimo Rulli,6694.0,Goalkeeper,4,Real Sociedad,210,"['bd4bd355-8e46-4c4e-bb00-7f9cf5057ab6', 'd79654bf-033e-4fd2-864b-bc08870ec1f4']",0,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:01:00.765,Pass,
,,,,,,,,,,,,,,,,1.578879,,,,,,,,,,,,,bd4bd355-8e46-4c4e-bb00-7f9cf5057ab6,52,,"[53.4, 21.7]",3825897,1,,,,True,-0.8636693,,,,,"[58.1, 16.2]",,High Pass,7.2346387,,,,Takashi Inui,5687.0,,,,,Recovery,1,Regular Play,Daniel García Carrillo,6775.0,Right Defensive Midfield,5,Eibar,322,"['700a5d46-925b-451b-807a-29b875efba69', 'c57df3df-08be-4a77-abd3-5ca47a38f2e8', 'ce74ad2e-b5a4-47e7-9de4-a6d028071da5']",4,,,,,,,,,,,,,,,,,,Eibar,322,00:01:04.828,Pass,True
,,,,,,,,,,,,,,,,1.157112,,,,,,,,,,,,,53344a33-0a27-4463-a357-ea8f1f1d5bad,54,,"[56.7, 16.3]",3825897,1,,,,True,0.90614676,,,,,"[67.2, 29.7]",,High Pass,17.023808,,Incomplete,,,,,,,,,1,Regular Play,Takashi Inui,5687.0,Left Midfield,5,Eibar,322,"['639ed38d-51a5-4d28-adb7-6986453ab625', '73dc99d3-908a-4a25-bb02-95bcfe3cdc86']",6,,,,,,,,,,,,,,,,,,Eibar,322,00:01:06.515,Pass,True
,,,,,,,,,,,,,,,,2.902538,,,,,,,,,,,,,795d9ef6-ac06-45d8-9848-e544a0aba833,59,,"[15.0, 35.7]",3825897,1,,,,,-0.16062939,,Right Foot,,,"[94.0, 22.9]",,High Pass,80.03024,,Incomplete,,,,,,,,,1,Regular Play,Asier Riesgo Unamuno,10763.0,Goalkeeper,5,Eibar,322,['137514ba-bfc2-454f-9c98-eb08f2ebfd6d'],32,,,,,,,,,,,,,,,,,,Eibar,322,00:01:32.315,Pass,
,,,,,,,,,,,,,,,,1.503071,,,,,,,,,,,,,9541b2d6-73b8-4f01-a31e-6dad9fa3619c,62,,"[108.5, 0.1]",3825897,1,,,,,1.6773678,e5c3556a-6247-4a83-8d50-d57db8c7969a,,,,"[106.2, 21.6]",,Low Pass,21.622673,,,,Takashi Inui,5687.0,True,,,,Throw-in,1,From Throw In,Antonio Manuel Luna Rodríguez,6675.0,Left Back,6,Eibar,322,['5b563192-8707-464e-be90-4809018030d4'],53,,,,,,,,,,,,,,,,,,Eibar,322,00:01:53.093,Pass,
,,,,,,,,,,,,,,,,4.073574,,,,,,,,,,,,,0b7ea421-f557-4b0b-b70e-7f5a07a7e5fa,70,,"[66.4, 57.3]",3825897,2,,,,,0.15026069,,Right Foot,,,"[119.9, 65.4]",,High Pass,54.109703,,Out,,,,,,,,,1,From Throw In,Ander Capa Rodríguez,6699.0,Right Back,6,Eibar,322,,1,,,,,,,,,,,,,,,,,,Eibar,322,00:02:01.566,Pass,
,,,,,,,,,,,,,,,,3.675185,,,,,,,,,,,,,3e98c7d3-0cde-479e-be37-b93dfe9bc87a,71,,"[6.0, 36.0]",3825897,2,,,,,0.2536741,,Right Foot,,,"[76.2, 54.2]",,High Pass,72.5209,,Incomplete,,,,,,,,Goal Kick,1,From Goal Kick,Gerónimo Rulli,6694.0,Goalkeeper,7,Real Sociedad,210,['ad45c2fe-db40-4d16-af85-0b98034413f1'],28,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:02:28.189,Pass,
,,,,,,,,,,,,,,,,1.699616,,,,,,,,,,,,,ad45c2fe-db40-4d16-af85-0b98034413f1,72,,"[43.9, 25.9]",3825897,2,,,,,-0.004385937,,Head,,,"[66.7, 25.8]",,High Pass,22.800219,,,,Sergio Enrich Ametller,6700.0,,,,,Recovery,1,From Goal Kick,Iván Ramis Barrios,6778.0,Left Center Back,7,Real Sociedad,210,"['18573377-e9d5-4158-838d-ff068d36c9e6', '3e98c7d3-0cde-479e-be37-b93dfe9bc87a']",31,,,,,,,,,,,,,,,,,,Eibar,322,00:02:31.864,Pass,
,,,,,,,,,,,,,,,,1.227514,,,,,,,,,,,,,a29b706d-cf72-4c34-9297-0ad286e989d0,74,,"[81.0, 31.4]",3825897,2,,,,True,-1.9040406,,,,,"[80.1, 28.8]",,Low Pass,2.7513633,,Incomplete,,,,,,,,,1,From Goal Kick,Sergio Enrich Ametller,6700.0,Right Center Forward,7,Real Sociedad,210,"['01363020-6ca0-4eba-b1d1-bd403fe3366b', '1180e99f-ac1b-4397-876e-f8cceb6e1dcb']",33,,,,,,,,,,,,,,,,,,Eibar,322,00:02:33.710,Pass,True
,,,,,,,,,,,,,,,,2.147222,,,,,,,,,,,,,01363020-6ca0-4eba-b1d1-bd403fe3366b,77,,"[40.0, 51.3]",3825897,2,,,,,-2.8982375,,Left Foot,,,"[11.0, 44.1]",,Ground Pass,29.880428,,,,Gerónimo Rulli,6694.0,,,,,Recovery,1,From Goal Kick,Íñigo Martínez Berridi,6665.0,Left Center Back,7,Real Sociedad,210,"['37181ca6-7978-4c5e-8767-9feab33ae701', 'a29b706d-cf72-4c34-9297-0ad286e989d0', 'b6990428-9323-40df-997f-d32275b30f60']",34,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:02:34.937,Pass,True
,,,,,,,,,,,,,,,,3.504297,,,,,,,,,,,,,c1da571d-26c8-424b-a4c2-a175c1301fb9,80,,"[10.2, 43.6]",3825897,2,,,,,0.0053475425,,Right Foot,,,"[66.3, 43.9]",,High Pass,56.100803,,Incomplete,,Xabier Prieto Argarate,6690.0,,,,,,1,From Goal Kick,Gerónimo Rulli,6694.0,Goalkeeper,7,Real Sociedad,210,"['2a1efcd9-22b0-4ba4-b85a-b9ba821af1da', '8cc21e7a-5302-495e-8a5e-e5de720580cf']",37,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:02:37.160,Pass,
,,,,,,,,,,,,,,,,1.399836,,,,,,,,,,,,,266cc89b-dde9-4e23-bd37-13e867ea9b5b,86,,"[57.2, 36.3]",3825897,2,,,,,-2.0138988,,Left Foot,,,"[51.6, 24.5]",,Ground Pass,13.061394,,,,Yuri Berchiche Izeta,3023.0,,,,,,1,From Goal Kick,Asier Illarramendi Andonegi,6671.0,Left Defensive Midfield,7,Real Sociedad,210,['9b60ae6d-66d2-4d68-9904-105741852c81'],42,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:02:42.382,Pass,
,,,,,,,,,,,,,,,,1.26476,,,,,,,,,,,,,12fbeec3-ba05-4f5c-83ac-713c8c5bf907,89,,"[52.4, 22.4]",3825897,2,,,,,-0.09661456,,Left Foot,,,"[75.1, 20.2]",,Ground Pass,22.806358,,,,Carlos Alberto Vela Garrido,5560.0,,,,,,1,From Goal Kick,Yuri Berchiche Izeta,3023.0,Left Back,7,Real Sociedad,210,['7c39904d-282a-4c96-9061-c6e3424f55fb'],43,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:02:43.894,Pass,
,,,,,,,,,,,,,,,,1.398239,,,,,,,,,,,,,30a9f815-7d56-45b5-adb0-566d348dc1b7,93,,"[74.1, 16.2]",3825897,2,,,,,-1.298102,,Left Foot,,,"[77.4, 4.4]",,Ground Pass,12.252755,,,,David Zurutuza Veillet,6669.0,,,,,,1,From Goal Kick,Carlos Alberto Vela Garrido,5560.0,Center Forward,7,Real Sociedad,210,"['c50859f9-5573-44e3-a8be-e074ebc96f9b', 'e7c9b38c-42b2-4e8b-9668-38084de147d0']",46,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:02:46.574,Pass,True
,,,,,,,,,,,,,,,,0.881786,,,,,,,,,,,,,b1000f8d-9bd3-4c3e-97cd-bd5e6d4f0007,98,,"[76.1, 3.1]",3825897,2,,,,,3.113029,,Right Foot,,,"[62.1, 3.5]",,Ground Pass,14.005713,,,,Yuri Berchiche Izeta,3023.0,,,,,,1,From Goal Kick,David Zurutuza Veillet,6669.0,Left Wing,7,Real Sociedad,210,['0fbc1365-d91f-47f4-b44f-445fe3038f86'],49,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:02:49.137,Pass,
,,,,,,,,,,,,,,,,1.123056,,,,,,,,,,,,,5ee38221-711d-4d3e-9f24-2bd6d7c340fa,102,,"[57.1, 2.1]",3825897,2,,,,,2.2183874,,Left Foot,,,"[51.2, 9.9]",,Ground Pass,9.780082,,,,Markel Bergara Larrañaga,6633.0,,,,,,1,From Goal Kick,Yuri Berchiche Izeta,3023.0,Left Back,7,Real Sociedad,210,"['3d11a2e1-c6f8-4090-a00c-f06bdfa3d868', '6aff718c-06fd-45f8-883f-da968007beca']",51,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:02:51.442,Pass,True
,,,,,,,,,,,,,,,,1.394412,,,,,,,,,,,,,726b3d7a-a9f8-46dd-8089-7904e4fb4a1c,105,,"[51.7, 11.2]",3825897,2,,,,,3.1213253,,Right Foot,,,"[36.9, 11.5]",,Ground Pass,14.8030405,,,,Íñigo Martínez Berridi,6665.0,,,,,,1,From Goal Kick,Markel Bergara Larrañaga,6633.0,Right Defensive Midfield,7,Real Sociedad,210,['fa193fb5-fb59-4f4d-8312-abc12018b263'],52,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:02:52.770,Pass,
,,,,,,,,,,,,,,,,1.820528,,,,,,,,,,,,,04e1f6f8-014d-44e8-84b4-b9c3285b8fe5,108,,"[37.3, 12.6]",3825897,2,,,,,0.78165287,,Left Foot,,,"[50.7, 25.9]",,Ground Pass,18.879883,,Incomplete,,Markel Bergara Larrañaga,6633.0,,,,,,1,From Goal Kick,Íñigo Martínez Berridi,6665.0,Left Center Back,7,Real Sociedad,210,"['44977797-bb3f-46c1-b337-ab7265b1e0e2', 'af4740fb-8209-465e-a06c-b99f5d7084e3']",54,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:02:54.910,Pass,
,,,,,,,,,,,,,,,,1.534993,,,,,,,,,,,,,44977797-bb3f-46c1-b337-ab7265b1e0e2,110,,"[69.4, 54.2]",3825897,2,,,,,-0.82981336,,Right Foot,,,"[86.6, 35.4]",,Ground Pass,25.480974,,Incomplete,,Takashi Inui,5687.0,,,,,Recovery,1,From Goal Kick,Gonzalo Escalante,6712.0,Left Defensive Midfield,7,Real Sociedad,210,"['04e1f6f8-014d-44e8-84b4-b9c3285b8fe5', '7be683ca-22e7-4177-95c3-2f498002050b', 'e8ef7185-f12d-40d2-a128-4c5fb2a6443c']",56,,,,,,,,,,,,,,,,,,Eibar,322,00:02:56.730,Pass,
,,,,,,,,,,,,,,,,0.886924,,,,,,,,,,,,,145b1f68-4a90-4730-b106-8a219d65b95c,114,,"[48.3, 52.1]",3825897,3,,,,,-0.06846426,,Right Foot,,,"[65.8, 50.9]",,Ground Pass,17.541094,,,,Xabier Prieto Argarate,6690.0,,,,,,1,From Goal Kick,Diego Antonio Reyes Rosales,16539.0,Right Center Back,7,Real Sociedad,210,['71cecea3-53c4-4de3-b06d-301c44b54a78'],0,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:03:00.642,Pass,
,,,,,,,,,,,,,,,,0.640087,,,,,,,,,,,,,49a9c297-74ab-47a0-97eb-5f3455c02e0b,117,,"[66.7, 53.4]",3825897,3,,,,,-2.1692152,,Right Foot,,,"[65.2, 51.2]",,Ground Pass,2.6627054,,,,Diego Antonio Reyes Rosales,16539.0,,,,,,1,From Goal Kick,Xabier Prieto Argarate,6690.0,Center Attacking Midfield,7,Real Sociedad,210,['c9ce3f49-b70c-4382-a1a7-021c3294d115'],2,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:03:02.449,Pass,
,,,,,,,,,,,,,,,,1.210427,,,,,,,,,,,,,bc230f73-0b36-4f36-909d-fc24543afb89,121,,"[85.7, 55.5]",3825897,3,,,,,0.4636476,,Right Foot,,,"[104.7, 65.0]",,Ground Pass,21.242645,,,,Mikel Oyarzabal Ugarte,6685.0,,,,,,1,From Goal Kick,Diego Antonio Reyes Rosales,16539.0,Right Center Back,7,Real Sociedad,210,"['3db2a25b-c200-4067-be8e-0dde682af8bc', '8c217e5d-9631-4ace-9942-4df1424fa08f']",5,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:03:05.737,Pass,True
