ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,player_off_permanent,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,ad6147c3-6a16-47b5-9a4c-3542e2be37e0,1,,,3825907,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,,1,Sporting Gijón,1041,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 6610, 'name': 'Iván Cuéllar Sacristán'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 26633, 'name': 'Alberto Lora Ramos'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 11}, {'player': {'id': 6561, 'name': 'Luis Hernández Rodríguez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 8818, 'name': 'Jorge Meré Pérez'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 28}, {'player': {'id': 24263, 'name': 'Ismael López Blanco'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 18398, 'name': 'Omar Mascarell González'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 17}, {'player': {'id': 13107, 'name': 'Sergio Álvarez Díaz'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 18925, 'name': 'Ignacio Cases Mora'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 23838, 'name': 'Pablo Pérez Rodríguez'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 22}, {'player': {'id': 6581, 'name': 'Jonathan Rodríguez Menéndez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 23}, {'player': {'id': 6880, 'name': 'Arnaldo Antonio Sanabria Ayala'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 20}]}",Sporting Gijón,1041,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,c8705881-5855-4f0c-94a6-900c1c5fcefd,2,,,3825907,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,,1,Sporting Gijón,1041,,0,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 6378, 'name': 'Jan Oblak'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 4788, 'name': 'Jesús Gámez Duarte'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 18}, {'player': {'id': 5259, 'name': 'José María Giménez de Vargas'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 24}, {'player': {'id': 5484, 'name': 'Lucas Hernández Pi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 19}, {'player': {'id': 6320, 'name': 'Filipe Luís Kasmirski'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 18904, 'name': 'Claudio Matías Kranevitter'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 6377, 'name': 'Ángel Martín Correa'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 16}, {'player': {'id': 5199, 'name': 'Jorge Resurrección Merodio'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 6381, 'name': 'Saúl Ñíguez Esclapez'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 17}, {'player': {'id': 5487, 'name': 'Antoine Griezmann'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 7}, {'player': {'id': 6744, 'name': 'Luciano Vietto'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 23}]}",Atlético Madrid,212,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,4519c652-9662-44b5-8ea6-fa0adf172517,3,,,3825907,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,,1,Sporting Gijón,1041,['d7ab914c-196f-413d-92d7-52ed8bf425a9'],0,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,d7ab914c-196f-413d-92d7-52ed8bf425a9,4,,,3825907,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,,1,Sporting Gijón,1041,['4519c652-9662-44b5-8ea6-fa0adf172517'],0,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,c74a574b-3cfe-475b-89d2-7018c7042acd,1881,,,3825907,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,,95,Atlético Madrid,212,['ecf3ced6-2d21-45d6-b378-53dc4b345bf1'],0,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,ecf3ced6-2d21-45d6-b378-53dc4b345bf1,1882,,,3825907,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,,95,Atlético Madrid,212,['c74a574b-3cfe-475b-89d2-7018c7042acd'],0,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.447734,,,,,,,,,,,,,9c8810f9-0552-4fe3-903c-69da2f9df8d8,5,,"[61.0, 40.1]",3825907,0,,,,,1.5707964,,Right Foot,,,,"[61.0, 44.3]",,Ground Pass,,4.2,,,,,Jorge Resurrección Merodio,5199.0,,,,,Kick Off,1,From Kick Off,Antoine Griezmann,5487.0,,Left Midfield,2,Atlético Madrid,212,['c70e6998-06f6-479b-b8bc-98e5a13a1f04'],0,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:00.664,Pass,
,,,,,,,,,,,,,,,,0.861614,,,,,,,,,,,,,646a7b71-042b-42d6-b84b-1c43c4c78217,7,,"[61.3, 39.4]",3825907,0,,True,,,-2.7191203,,Left Foot,,,,"[50.4, 34.5]",,Ground Pass,,11.950732,,,,,Claudio Matías Kranevitter,18904.0,,,,,,1,From Kick Off,Jorge Resurrección Merodio,5199.0,,Right Center Midfield,2,Atlético Madrid,212,['e72676d6-a7a2-4aff-8414-198cef883cc0'],1,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:01.605,Pass,
,,,,,,,,,,,,,,,,1.521605,,,,,,,,,,,,,0e3f9656-ad50-432d-8e95-f29b0dadaeaa,9,,"[50.4, 34.5]",3825907,0,,,,,-1.549523,,Right Foot,,,,"[50.8, 15.7]",,Ground Pass,,18.804255,,,,,Saúl Ñíguez Esclapez,6381.0,,,,,,1,From Kick Off,Claudio Matías Kranevitter,18904.0,,Center Defensive Midfield,2,Atlético Madrid,212,['c85c446e-5b64-4538-87d4-76af2ce36773'],2,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:02.935,Pass,
,,,,,,,,,,,,,,,,0.910081,,,,,,,,,,,,,eacf5520-bfb4-4150-8b8a-e84808684ab6,12,,"[52.2, 15.5]",3825907,0,,,,,0.12034585,,Left Foot,,,,"[73.7, 18.1]",,Ground Pass,,21.65664,,,,,Jorge Resurrección Merodio,5199.0,,,,,,1,From Kick Off,Saúl Ñíguez Esclapez,6381.0,,Left Center Midfield,2,Atlético Madrid,212,['625b68a7-ea3a-419a-9c1c-8347a50dec4b'],5,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:05.526,Pass,
,,,,,,,,,,,,,,,,0.760728,,,,,,,,,,,,,7253ccf7-d054-4353-83d9-5b481d8caceb,18,,"[74.8, 0.1]",3825907,0,,,,,1.7415315,,,,,,"[72.8, 11.7]",,Low Pass,,11.771152,,,,,Claudio Matías Kranevitter,18904.0,,,,,Throw-in,1,From Throw In,Filipe Luís Kasmirski,6320.0,,Left Back,3,Atlético Madrid,212,['a85dcc01-885f-45a9-b8a9-645dea5c2f98'],21,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:21.491,Pass,
,,,,,,,,,,,,,,,,0.286734,,,,,,,,,,,,,e6772850-39ef-4999-8a53-d8f195f281cf,21,,"[73.9, 12.1]",3825907,0,,,,,0.0,,Right Foot,,,,"[78.3, 12.1]",,Ground Pass,,4.4,,,Incomplete,,Jorge Resurrección Merodio,5199.0,,,,,,1,From Throw In,Claudio Matías Kranevitter,18904.0,,Center Defensive Midfield,3,Atlético Madrid,212,"['15a368c6-cc1a-4745-8ebf-fbf6e14608a7', 'ea48e224-635f-4910-9409-b839cdf86ff8']",23,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:23.087,Pass,
,,,,,,,,,,,,,,,,2.533435,,,,,,,,,,,,,18898041-a48b-4228-a51b-20bb27b2f89d,24,,"[86.5, 0.1]",3825907,0,,,,,0.34579402,,,,,,"[116.2, 10.8]",,Low Pass,,31.568655,,,,,Luciano Vietto,6744.0,,,,,Throw-in,1,From Throw In,Filipe Luís Kasmirski,6320.0,,Left Back,4,Atlético Madrid,212,['304baba5-ad15-47c7-8d5e-691d47b4373c'],38,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:38.895,Pass,
,,,,,,,,,,,,,,,,0.726399,,,,,,,,,,,,,27238f6f-401e-4e81-818b-b26270878e08,28,,"[111.8, 8.6]",3825907,0,,,,,1.8817946,,Right Foot,,,,"[109.1, 17.0]",,Low Pass,,8.823265,,,Incomplete,,Antoine Griezmann,5487.0,,,,,,1,From Throw In,Luciano Vietto,6744.0,,Center Forward,4,Atlético Madrid,212,"['35fa6336-daae-4b91-8376-83ddb996c420', '44b3d578-1919-4996-b8de-e953c5d0589d', '92cc11f5-9780-4fde-a446-d037e6329877']",43,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:43.729,Pass,True
,,,,,,,,,,,,,,,,1.631517,,,,,,,,,,,,,21ebc658-21f0-4b4d-a42f-00faeb922b88,31,,"[85.4, 41.4]",3825907,0,,,,,1.5707964,,Right Foot,,,,"[85.4, 59.4]",,Ground Pass,,18.0,,,,,Jesús Gámez Duarte,4788.0,,,,,Recovery,1,From Throw In,Claudio Matías Kranevitter,18904.0,,Center Defensive Midfield,4,Atlético Madrid,212,['f838579c-dbe7-431e-b9c3-4ae866132a59'],47,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:47.996,Pass,
,,,,,,,,,,,,,,,,1.476102,,,,,,,,,,,,,3bb98c04-76be-4f1e-bcd5-ce812d67f70b,35,,"[94.7, 73.8]",3825907,0,,,,,-1.4546547,,Right Foot,,,,"[96.1, 61.8]",,Ground Pass,,12.08139,,,,,Ángel Martín Correa,6377.0,,,,,,1,From Throw In,Jesús Gámez Duarte,4788.0,,Right Back,4,Atlético Madrid,212,['4985816e-ab3a-4939-a114-b816b92de0ac'],52,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:52.694,Pass,
,,,,,,,,,,,,,,,,1.74595,,,,,,,,,,,,,3bf5aa6e-676c-403c-8708-3efe7e7004a6,38,,"[95.6, 61.8]",3825907,0,,,,,-1.0806339,,Right Foot,,,,"[109.1, 36.5]",,Low Pass,,28.676472,,,Incomplete,,,,,,,,,1,From Throw In,Ángel Martín Correa,6377.0,,Right Midfield,4,Atlético Madrid,212,['cce26351-1d53-4554-9baf-7b37ac7d6f36'],55,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:55.841,Pass,
,,,,,,,,,,,,,,,,2.527345,,,,,,,,,,,,,a2b35c21-3aad-4d0c-961d-8dc5d6bbf353,45,,"[6.5, 20.9]",3825907,1,,,,,-0.11722455,,Left Foot,,,,"[56.6, 15.0]",,Low Pass,,50.44621,,,Incomplete,,,,,,,,,1,From Throw In,Ismael López Blanco,24263.0,,Left Back,4,Atlético Madrid,212,['0c19e9c5-3d4e-4c21-9aa3-d5f0689afb77'],2,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:01:02.233,Pass,
,,,,,,,,,,,,,,,,1.401149,,,,,,,,,,,,,90dd06ef-7c4c-48fe-9dd5-19f336f52605,49,,"[69.9, 63.4]",3825907,1,,,,,0.9972257,,Left Foot,,,,"[77.2, 74.7]",,Ground Pass,,13.452881,,,,,Jesús Gámez Duarte,4788.0,,,,,,1,From Throw In,Jorge Resurrección Merodio,5199.0,,Right Center Midfield,4,Atlético Madrid,212,['e97c77d4-c97c-4fc0-b25f-2330c7a6c30f'],6,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:06.977,Pass,
,,,,,,,,,,,,,,,,2.13142,,,,,,,,,,,,,3a1419fe-c5f9-4195-8832-8fb2818c4f7c,52,,"[79.0, 73.8]",3825907,1,,,,,-0.9021487,,Right Foot,,,,"[107.6, 37.6]",,High Pass,,46.134586,,,Incomplete,,Luciano Vietto,6744.0,,,,,,1,From Throw In,Jesús Gámez Duarte,4788.0,,Right Back,4,Atlético Madrid,212,"['85ea7066-dc17-4a8a-91bb-d6ab7710afa9', 'f6e5ab61-180a-44fa-a8b9-3752a34c27ab']",9,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:09.694,Pass,
,,,,,,,,,,,,,,,,0.918928,,,,,,,,,,,,,60695bdd-a1f7-489a-816f-69ae5b0488c1,57,,"[9.0, 44.0]",3825907,1,,True,,,-1.4003726,,Keeper Arm,,,,"[12.7, 22.5]",,Low Pass,,21.81605,,,,,Jorge Meré Pérez,8818.0,,,,,,1,Regular Play,Iván Cuéllar Sacristán,6610.0,,Goalkeeper,5,Sporting Gijón,1041,['ac72216e-d231-42fa-9455-5c4b57a9d8bc'],28,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:01:28.435,Pass,
,,,,,,,,,,,,,,,,1.060414,,,,,,,,,,,,,2c6738e2-cf62-48e3-871d-a70b55c14670,59,,"[25.6, 23.2]",3825907,1,,,,,0.09374154,,Right Foot,,,,"[37.3, 24.3]",,Ground Pass,,11.7515955,,,,,Omar Mascarell González,18398.0,,,,,,1,Regular Play,Jorge Meré Pérez,8818.0,,Left Center Back,5,Sporting Gijón,1041,['515020b4-c06a-420b-866e-31323751d2df'],33,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:01:33.644,Pass,
