bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,88b7aaee-f768-442c-897d-b37e3c4dfbd8,1,,,,3825803,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Granada,1049,,0,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 8697, 'name': 'Andrés Eduardo Fernández Moreno'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 20064, 'name': 'Hugo Miguel Almeida Costa Lopes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 18}, {'player': {'id': 4498, 'name': 'Jean-Sylvain Claude Babin'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 19454, 'name': 'Ricardo Miguel Moreira da Costa'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 24}, {'player': {'id': 7158, 'name': 'Cristiano Biraghi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 3292, 'name': 'Abdoulaye Doucouré'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 16}, {'player': {'id': 25707, 'name': 'Francisco Manuel Rico Castro'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 6680, 'name': 'Rubén Rochina Naixes'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 23}, {'player': {'id': 6918, 'name': 'Isaac Ajayi Success'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 11}, {'player': {'id': 27109, 'name': 'Youssef El-Arabi'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 6847, 'name': 'Adalberto Peñaranda Maestre'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 27}]}",Granada,1049,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,01c15b23-9acc-4c01-8aab-029a46df11c3,2,,,,3825803,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Granada,1049,,0,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 6610, 'name': 'Iván Cuéllar Sacristán'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 16332, 'name': 'Ognjen Vranješ'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 21}, {'player': {'id': 6561, 'name': 'Luis Hernández Rodríguez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 8818, 'name': 'Jorge Meré Pérez'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 28}, {'player': {'id': 24686, 'name': 'Roberto Canella Suárez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 15}, {'player': {'id': 13107, 'name': 'Sergio Álvarez Díaz'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 18398, 'name': 'Omar Mascarell González'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 17}, {'player': {'id': 26633, 'name': 'Alberto Lora Ramos'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 11}, {'player': {'id': 6581, 'name': 'Jonathan Rodríguez Menéndez'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 23}, {'player': {'id': 24173, 'name': 'Carlos Castro García'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 16}, {'player': {'id': 6880, 'name': 'Arnaldo Antonio Sanabria Ayala'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 20}]}",Sporting Gijón,1041,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,53d12419-a282-439e-ae9e-1d19f510df27,3,,,,3825803,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Granada,1049,['02e285de-7092-4bba-9041-1e406bdfb1de'],0,,,,,,,,,,,,,,,,,,Granada,1049,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,02e285de-7092-4bba-9041-1e406bdfb1de,4,,,,3825803,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Granada,1049,['53d12419-a282-439e-ae9e-1d19f510df27'],0,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,9731142e-ea1f-499c-abce-d1906299b951,1611,,,,3825803,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,87,Granada,1049,['41f62073-1110-4a36-9de7-6e4957e44552'],0,,,,,,,,,,,,,,,,,,Granada,1049,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,41f62073-1110-4a36-9de7-6e4957e44552,1612,,,,3825803,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,87,Granada,1049,['9731142e-ea1f-499c-abce-d1906299b951'],0,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.480895,,,,,,,,,,,,,,,ae0e6bb2-f8f4-4532-8e93-ab2e24e334a4,5,,,"[60.0, 40.0]",3825803,0,,True,,,0.5633163,,Right Foot,,,"[61.9, 41.2]",Ground Pass,,2.2472205,,,,,Alberto Lora Ramos,26633.0,,,,Kick Off,1,From Kick Off,Carlos Castro García,24173.0,Right Center Forward,2,Sporting Gijón,1041,['489c4a40-172d-46c9-8f58-e73c1f806274'],0,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:00.299,Pass,
,,,,,,,,,,,,,,,2.505773,,,,,,,,,,,,,,,b3c0decc-48f6-48b4-8a5e-10013dd13276,7,,,"[62.3, 42.0]",3825803,0,,,,,2.8210282,,Right Foot,,,"[37.0, 50.4]",Ground Pass,,26.65802,,,,,Luis Hernández Rodríguez,6561.0,,,,,1,From Kick Off,Alberto Lora Ramos,26633.0,Right Midfield,2,Sporting Gijón,1041,['9c57d1a1-bc2c-4d54-8cba-241b973234a1'],1,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:01.361,Pass,
,,,,,,,,,,,,,,,3.220084,,,,,,,,,,,,,,,d8031d67-14b7-44dc-83f0-f7a50b61cdf3,10,,,"[39.3, 50.9]",3825803,0,,,,,-0.5537359,,Right Foot,,,"[87.5, 21.1]",High Pass,,56.668156,,,Incomplete,,Arnaldo Antonio Sanabria Ayala,6880.0,,,,,1,From Kick Off,Luis Hernández Rodríguez,6561.0,Right Center Back,2,Sporting Gijón,1041,"['6d29c302-25a5-4062-af08-6425ae6f0c75', 'a76085d2-4d7f-4b3d-940a-305e6415f149']",5,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:05.673,Pass,
,,,,,,,,,,,,,,,0.583807,,,,,,,,,,,,,,,6d29c302-25a5-4062-af08-6425ae6f0c75,13,,,"[32.6, 59.0]",3825803,0,,,,True,0.44039598,,,,,"[41.3, 63.1]",Low Pass,,9.617692,,,,,Rubén Rochina Naixes,6680.0,,,,Recovery,1,From Kick Off,Hugo Miguel Almeida Costa Lopes,20064.0,Right Back,2,Sporting Gijón,1041,"['51d11394-e6c5-40a8-8a91-1da59bd0b1dd', '72d043cb-d25d-48bc-a15d-ded7afaa1cba', 'd8031d67-14b7-44dc-83f0-f7a50b61cdf3']",8,,,,,,,,,,,,,,,,,,Granada,1049,00:00:08.893,Pass,True
