bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,7b9d0146-002d-4066-9f86-f19f7b25e7d7,1,,,3825589,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Getafe,216,,0,,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 6625, 'name': 'Vicente Guaita Panadero'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6627, 'name': 'Damián Nicolás Suárez Suárez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 19}, {'player': {'id': 17054, 'name': 'Emiliano Daniel Velázquez Maldonado'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 6614, 'name': 'Alexis Ruano Delgado'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 2}, {'player': {'id': 27054, 'name': 'Roberto Lago Soto'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 6736, 'name': 'Álvaro Medrán Just'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 23}, {'player': {'id': 6745, 'name': 'Mehdi Lacen'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 16426, 'name': 'Wanderson Maciel Sousa Campos'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 30}, {'player': {'id': 15893, 'name': 'Víctor Rodríguez Romero'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 18}, {'player': {'id': 26020, 'name': 'Ángel Lafita Castillo'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 23416, 'name': 'Stefan Šćepović'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 12}]}",Getafe,216,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,36a9a7b2-ae06-49fc-85bd-e360889d5c3d,2,,,3825589,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Getafe,216,,0,,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 26103, 'name': 'Idriss Carlos Kameni'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6569, 'name': 'Roberto José Rosales Altuve'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 18}, {'player': {'id': 6727, 'name': 'Raúl Albentosa Redal'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 27184, 'name': 'Marcos Alberto Angeleri'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 27335, 'name': 'Arthur Etienne Boka'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 19}, {'player': {'id': 19431, 'name': 'Fernando Damián Tissone'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 12}, {'player': {'id': 6580, 'name': 'José Luis García del Pozo'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 25859, 'name': 'Sérgio Paulo Barbosa Valente'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 17}, {'player': {'id': 3302, 'name': 'Nordin Amrabat'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 11}, {'player': {'id': 10868, 'name': 'Ricardo Jorge Luz Horta'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 6707, 'name': 'Charles Días Barbosa de Oliveira'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Málaga,223,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,deb8be9f-0336-45c1-9c7c-1f827ab19e74,3,,,3825589,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Getafe,216,['6f4e4745-6dc6-4ad8-9596-aa7bef62a1e7'],0,,,,,,,,,,,,,,,,,,,Málaga,223,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,6f4e4745-6dc6-4ad8-9596-aa7bef62a1e7,4,,,3825589,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Getafe,216,['deb8be9f-0336-45c1-9c7c-1f827ab19e74'],0,,,,,,,,,,,,,,,,,,,Getafe,216,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,03bfe6ab-1745-4f0b-ba4d-cfa06ec6bcfc,1530,,,3825589,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,109,Getafe,216,['686a1eaf-4c47-4a2b-8c3c-99dd48957678'],0,,,,,,,,,,,,,,,,,,,Málaga,223,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,686a1eaf-4c47-4a2b-8c3c-99dd48957678,1531,,,3825589,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,109,Getafe,216,['03bfe6ab-1745-4f0b-ba4d-cfa06ec6bcfc'],0,,,,,,,,,,,,,,,,,,,Getafe,216,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,1.107163,,,,,,,,,,,,,,,1a5a0050-20e0-4fc2-9cda-a846e8bf48bd,5,,"[60.0, 40.0]",3825589,0,,,,,-1.7126933,,Right Foot,,,"[59.5, 36.5]",,Ground Pass,,3.535534,,,,,Álvaro Medrán Just,6736.0,,,,Kick Off,1,From Kick Off,Stefan Šćepović,23416.0,Center Forward,2,Getafe,216,['75b679fd-5e96-4152-a5a5-19b050d4ef25'],1,,,,,,,,,,,,,,,,,,,Getafe,216,00:00:01.065,Pass,
,,,,,,,,,,,,,,,,,2.011096,,,,,,,,,,,,,,,1d51363f-b4f9-43da-a7e8-34a2e92b155e,9,,"[42.6, 39.5]",3825589,0,,,,,-1.7707044,,Left Foot,,,"[36.4, 8.9]",,Ground Pass,,31.221786,,,,,Roberto Lago Soto,27054.0,,,,,1,From Kick Off,Álvaro Medrán Just,6736.0,Right Defensive Midfield,2,Getafe,216,['984ee3d1-cf62-45ba-800d-6ade830309c2'],3,,,,,,,,,,,,,,,,,,,Getafe,216,00:00:03.030,Pass,
,,,,,,,,,,,,,,,,,1.386513,,,,,,,,,,,,,,,f033f90e-c19a-4126-90fb-e0eb2a94e50e,12,,"[35.6, 8.9]",3825589,0,,,,,-0.27625605,,Left Foot,,,"[55.0, 3.4]",,Ground Pass,,20.164574,,,,,Ángel Lafita Castillo,26020.0,,,,,1,From Kick Off,Roberto Lago Soto,27054.0,Left Back,2,Getafe,216,['bceddddb-e674-4364-a3b6-fbc92d58b1e8'],5,,,,,,,,,,,,,,,,,,,Getafe,216,00:00:05.074,Pass,
,,,,,,,,,,,,,,,,,1.320876,,,,,,,,,,,,,,,5742acca-1571-414e-83c9-ed6830753f79,19,,"[72.8, 0.1]",3825589,0,,,,,0.3607379,,,,,"[89.5, 6.4]",,High Pass,,17.84881,,,,,Ángel Lafita Castillo,26020.0,,,,Throw-in,1,From Throw In,Roberto Lago Soto,27054.0,Left Back,3,Getafe,216,['580be434-a5f4-427c-aaef-0dc1833aa0d7'],21,,,,,,,,,,,,,,,,,,,Getafe,216,00:00:21.844,Pass,
