50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_lost_in_play,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.319919,,,,,,,,,,,,,,,,ecfa4a1b-bca6-4145-9ea5-45b6a32ddb2e,15,,,"[71.9, 76.7]",3825818,0,,,,3.1140134,,Right Foot,,,"[57.4, 77.1]",,Ground Pass,,14.505516,,,,Aritz Elustondo Irribaria,6679.0,,,,,,1,From Kick Off,Carlos Alberto Vela Garrido,5560.0,Right Wing,2,Real Sociedad,210,['ca2123c6-dc72-465e-b898-2174849d2bdd'],10,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:10.567,Pass,
,,,,,,,,,,,,,,,,2.251554,,,,,,,,,,,,,,,,58812124-5281-4b67-9873-85f8cb94f632,18,,,"[57.4, 77.1]",3825818,0,,,,-2.7184215,,Right Foot,,,"[31.2, 65.3]",,Ground Pass,,28.734648,,,,Diego Antonio Reyes Rosales,16539.0,,,,,,1,From Kick Off,Aritz Elustondo Irribaria,6679.0,Right Back,2,Real Sociedad,210,['905d6d41-67d1-4dcc-b0f8-fd9b05cfa34b'],12,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:12.287,Pass,
,,,,,,,,,,,,,,,,1.915797,,,,,,,,,,,,,,,,0db619aa-03dd-4f60-b848-4ea59d761b6c,21,,,"[31.2, 65.3]",3825818,0,,,,-1.1994996,,Right Foot,,,"[45.1, 29.6]",,Ground Pass,,38.310574,,,,Íñigo Martínez Berridi,6665.0,,,,,,1,From Kick Off,Diego Antonio Reyes Rosales,16539.0,Right Center Back,2,Real Sociedad,210,['a346061b-2d41-4105-9a78-2165e8f08393'],14,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:14.608,Pass,
,,,,,,,,,,,,,,,,2.707643,,,,,,,,,,,,,,,,8254c040-aa83-4e0d-a984-2e41e5e7f5a0,24,,,"[53.9, 29.2]",3825818,0,,,,1.1326616,,Left Foot,,,"[77.7, 80.0]",,Low Pass,,56.098843,,Out,,Carlos Alberto Vela Garrido,5560.0,,True,,,,1,From Kick Off,Íñigo Martínez Berridi,6665.0,Left Center Back,2,Real Sociedad,210,['f340179c-b80f-4eef-9c4c-3cb1b1c6951f'],19,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:19.379,Pass,
,,,,,,,,,,,,,,,,2.550322,,,,,,,,,,,,,,,,b1b45940-2f2a-49c8-8dd1-dfe8aaf9f504,26,,,"[43.6, 0.1]",3825818,0,,,,0.44423258,,,,,"[64.4, 10.0]",,High Pass,,23.035841,,,,Jerónimo Figueroa Cabrera,6934.0,,,,,Throw-in,1,From Throw In,Javier Garrido Behovide,26448.0,Left Back,3,Las Palmas,208,['446e84a6-92c5-4e3b-80b2-c15bb437dbb2'],33,,,,,,,,,,,,,,,,,,Las Palmas,208,00:00:33.372,Pass,
,,,,,,,,,,,,,,,,1.047357,,,,,,,,,,,,,,,,551f0a04-491b-4fba-94c9-08a3912d6bbf,34,,,"[58.4, 57.4]",3825818,0,,,,-0.99193424,,Right Foot,,,"[66.7, 44.7]",,Ground Pass,,15.171684,,,,Xabier Prieto Argarate,6690.0,,,,,,1,Regular Play,Asier Illarramendi Andonegi,6671.0,Right Defensive Midfield,4,Real Sociedad,210,['421080a7-f797-4ca3-a06c-6d4aeff087dc'],38,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:38.846,Pass,
,,,,,,,,,,,,,,,,1.615828,,,,,,,,,,,,,,,,a2ca8e90-de7f-4394-a61b-041ff54e866f,36,,,"[68.3, 44.7]",3825818,0,,,,-3.1150837,,Left Foot,,,"[41.9, 44.0]",,Low Pass,,26.409279,,,,Íñigo Martínez Berridi,6665.0,,,,,,1,Regular Play,Xabier Prieto Argarate,6690.0,Center Attacking Midfield,4,Real Sociedad,210,['0ad1d1cb-d809-4264-838b-77dba34eb7a4'],39,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:39.894,Pass,
,,,,,,,,,,,,,,,,1.418064,,,,,,,,,,,,,,,,3b8cf16c-b0b7-4895-ac23-e6de1f97434e,40,,,"[39.9, 40.7]",3825818,0,,,,1.6386532,,Left Foot,,,"[38.5, 61.3]",,Ground Pass,,20.647518,,,,Diego Antonio Reyes Rosales,16539.0,,,,,,1,Regular Play,Íñigo Martínez Berridi,6665.0,Left Center Back,4,Real Sociedad,210,['e805a091-1e19-4d15-9ec8-1fbd14f43f43'],42,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:42.586,Pass,
,,,,,,,,,,,,,,,,3.258886,,,,,,,,,,,,,,,,054442c8-fcac-4f1f-8151-acce645cf5f1,42,,,"[38.5, 61.3]",3825818,0,,,,-2.4826832,,Right Foot,,,"[19.0, 46.2]",,Ground Pass,,24.662928,,,,Gerónimo Rulli,6694.0,,,,,,1,Regular Play,Diego Antonio Reyes Rosales,16539.0,Right Center Back,4,Real Sociedad,210,['1da8734f-1df2-496f-bf54-024acbf5916e'],44,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:44.004,Pass,
,,,,,,,,,,,,,,,,1.878396,,,,,,,,,,,,,,,,aa0bbbb4-106f-4b79-8102-8ff9dbf925eb,45,,,"[19.2, 46.2]",3825818,0,,,,-0.8191516,,Right Foot,,,"[37.8, 26.3]",,Ground Pass,,27.239126,,,,Íñigo Martínez Berridi,6665.0,,,,,,1,Regular Play,Gerónimo Rulli,6694.0,Goalkeeper,4,Real Sociedad,210,['c1ba9076-e1f4-402e-8314-40f33222b063'],48,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:48.863,Pass,
,,,,,,,,,,,,,,,,2.119806,,,,,,,,,,,,,,,,f1f4dc63-696b-4fc0-9703-687997684128,48,,,"[37.8, 26.3]",3825818,0,,,,1.5707964,,Left Foot,,,"[37.8, 65.6]",,Ground Pass,,39.3,,,,Diego Antonio Reyes Rosales,16539.0,,,,,,1,Regular Play,Íñigo Martínez Berridi,6665.0,Left Center Back,4,Real Sociedad,210,['844374a5-6d2c-41bf-8a22-83927317bf67'],53,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:53.141,Pass,
,,,,,,,,,,,,,,,,2.624168,,,,,,,,,,,,,,,,419806b5-aa47-4b66-b0a3-557fce7a8749,51,,,"[37.8, 65.6]",3825818,0,,,,-2.503935,,Right Foot,,,"[15.8, 49.3]",,Ground Pass,,27.380468,,,,Gerónimo Rulli,6694.0,,,,,,1,Regular Play,Diego Antonio Reyes Rosales,16539.0,Right Center Back,4,Real Sociedad,210,['f5d6f570-25c7-419b-b9b0-dd8d71bd9db2'],58,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:58.518,Pass,
,,,,,,,,,,,,,,,,2.371128,,,,,,,,,,,,,,,,d0e6ac49-2fd9-42e3-8c31-86941e4de472,54,,,"[15.8, 49.3]",3825818,1,,,,-1.2127923,,Right Foot,,,"[26.5, 20.7]",,Ground Pass,,30.536045,,,,Íñigo Martínez Berridi,6665.0,,,,,,1,Regular Play,Gerónimo Rulli,6694.0,Goalkeeper,4,Real Sociedad,210,['3b9ede3c-9dcd-42f9-a78e-949ad0c9ae5b'],1,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:01:01.542,Pass,
,,,,,,,,,,,,,,,,2.900976,,,,,,,,,,,,,,,,027b50fc-69d0-4e5b-b7d8-492acb5be7c3,57,,,"[35.8, 17.0]",3825818,1,,,,0.4818458,,Left Foot,,,"[75.0, 37.5]",,High Pass,,44.236748,,,,Jonathas Cristian de Jesus,8584.0,,,,,,1,Regular Play,Íñigo Martínez Berridi,6665.0,Left Center Back,4,Real Sociedad,210,['c8ca340d-0a26-477a-b04f-2d6a71083d33'],5,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:01:05.949,Pass,
,,,,,,,,,,,,,,,,3.584963,,,,,,,,,,,,,,,,72262f5e-51bd-4563-a1b7-4297c2e92e3a,60,,,"[75.6, 37.1]",3825818,1,,,True,0.46497563,,,,,"[105.7, 52.2]",,High Pass,,33.675213,,Incomplete,,,,,,,,,1,Regular Play,Jonathas Cristian de Jesus,8584.0,Center Forward,4,Real Sociedad,210,"['75bd512c-6f85-4e4f-b638-d78c38518341', 'cbd6ae61-4be1-4bb7-81ac-560cf8cecbba']",8,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:01:08.850,Pass,True
,,,,,,,,,,,,,,,,1.237852,,,,,,,,,,,,,,,,4ed5203f-7480-4a4f-a656-8f67fd3aaaad,63,,,"[17.3, 27.0]",3825818,1,,,,-0.77090645,,Right Foot,,,"[24.3, 20.2]",,Ground Pass,,9.759098,,,,Aythami Artiles Oliva,8440.0,,,,,,1,Regular Play,Javier Varas Herrera,26753.0,Goalkeeper,5,Las Palmas,208,['c81e1ac7-cf7f-4da9-b575-e5359b738073'],16,,,,,,,,,,,,,,,,,,Las Palmas,208,00:01:16.016,Pass,
,,,,,,,,,,,,,,,,1.362407,,,,,,,,,,,,,,,,0430498f-b739-45b2-9dea-d6a208adffd8,66,,,"[33.6, 15.1]",3825818,1,,,,-0.98643667,,Right Foot,,,"[42.0, 2.4]",,Ground Pass,,15.226622,,,,Javier Garrido Behovide,26448.0,,,,,,1,Regular Play,Aythami Artiles Oliva,8440.0,Left Center Back,5,Las Palmas,208,['b351aaae-902c-43c2-b922-11981fd4998a'],22,,,,,,,,,,,,,,,,,,Las Palmas,208,00:01:22.339,Pass,
,,,,,,,,,,,,,,,,1.639712,,,,,,,,,,,,,,,,5878bdba-0a22-48ec-b352-39a81f3344e3,69,,,"[42.8, 2.4]",3825818,1,,,,-0.17779022,,Left Foot,,,"[55.6, 0.1]",,Ground Pass,,13.004999,,Out,,,,,,,,,1,Regular Play,Javier Garrido Behovide,26448.0,Left Back,5,Las Palmas,208,,24,,,,,,,,,,,,,,,,,,Las Palmas,208,00:01:24.357,Pass,
,,,,,,,,,,,,,,,,1.972856,,,,,,,,,,,,,,,,e47a15fd-1411-4799-869b-11d39c053928,70,,,"[64.5, 80.0]",3825818,1,True,,,-2.4240513,,,,,"[53.5, 70.4]",,Low Pass,,14.6,,,,Diego Antonio Reyes Rosales,16539.0,,,,,Throw-in,1,From Throw In,Aritz Elustondo Irribaria,6679.0,Right Back,6,Real Sociedad,210,['a38ce2cb-8848-4103-a168-619e23a835dc'],29,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:01:29.936,Pass,
,,,,,,,,,,,,,,,,1.438646,,,,,,,,,,,,,,,,478ee8df-39e1-49a0-a4cb-c579009a6dd6,72,,,"[51.5, 70.4]",3825818,1,,,,0.8559877,,Left Foot,,,"[56.1, 75.7]",,Ground Pass,,7.017834,,,,Aritz Elustondo Irribaria,6679.0,,,,,,1,From Throw In,Diego Antonio Reyes Rosales,16539.0,Right Center Back,6,Real Sociedad,210,['048b6b67-5a09-4692-8b78-6a10a766e9a6'],33,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:01:33.763,Pass,
,,,,,,,,,,,,,,,,2.497916,,,,,,,,,,,,,,,,f57cc8ac-2def-4f43-b009-1e120154ee5b,75,,,"[56.1, 75.7]",3825818,1,,,,-0.47592273,,Right Foot,,,"[98.2, 54.0]",,High Pass,,47.363487,,Incomplete,,Jonathas Cristian de Jesus,8584.0,,,,,,1,From Throw In,Aritz Elustondo Irribaria,6679.0,Right Back,6,Real Sociedad,210,"['8c015431-9bdf-43e5-8890-708292d24212', '8ead0399-7489-4bf5-a6f1-a1a9dee1b353']",36,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:01:36.519,Pass,
,,,,,,,,,,,,,,,,1.809818,,,,,,,,,,,,,,,,01321712-012f-42c0-b2cd-3dbec1cb2a12,81,,,"[87.6, 58.2]",3825818,1,,,,0.73372006,,Left Foot,,,"[105.9, 74.7]",,Ground Pass,,24.640211,,,,Carlos Alberto Vela Garrido,5560.0,,,,,,1,From Throw In,Xabier Prieto Argarate,6690.0,Center Attacking Midfield,6,Real Sociedad,210,['336967f4-6b8d-49d7-ac85-5252be0763b5'],42,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:01:42.547,Pass,
,,,,,,,,,,,,,,,,1.634059,,,,,,,,,,,,,,,,2ba54cc9-a09e-4595-a61c-a21873e4a560,84,,,"[105.0, 74.7]",3825818,1,,,,3.1301646,,Right Foot,,,"[87.5, 74.9]",,Ground Pass,,17.501143,,,,Aritz Elustondo Irribaria,6679.0,,,,,,1,From Throw In,Carlos Alberto Vela Garrido,5560.0,Right Wing,6,Real Sociedad,210,['1d230e54-dd54-43b5-bf96-904b105a88b3'],44,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:01:44.978,Pass,
,,,,,,,,,,,,,,,,1.072737,,,,,,,,,,,,,,,,aa37c672-16bd-4190-90b6-8133736e75e5,87,,,"[87.5, 74.9]",3825818,1,,,,-0.9138017,,Right Foot,,,"[104.7, 52.6]",,Ground Pass,,28.162563,,Incomplete,,,,,,,,,1,From Throw In,Aritz Elustondo Irribaria,6679.0,Right Back,6,Real Sociedad,210,['be11d6b3-0e22-4de3-b427-9d2c5f385e88'],47,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:01:47.379,Pass,
,,,,,,,,,,,,,,,,0.806907,,,,,,,,,,,,,,,,6e05e827-59af-4ca5-9171-645a85e81f36,92,,,"[95.5, 56.0]",3825818,1,,,,3.038303,,Left Foot,,,"[79.1, 57.7]",,Low Pass,,16.487875,,,,Asier Illarramendi Andonegi,6671.0,,,,,,1,From Throw In,Xabier Prieto Argarate,6690.0,Center Attacking Midfield,6,Real Sociedad,210,"['3d3a4867-29a9-43e5-a952-9461fb2348b4', '4a1be266-e56d-48f2-8e3e-ff430c0f3779']",51,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:01:51.060,Pass,True
,,,,,,,,,,,,,,,,2.031368,,,,,,,,,,,,,,,,d4a66a3f-6dd7-401f-98b0-73d5c08321c3,95,,,"[73.8, 58.7]",3825818,1,,,,-1.7157893,,Left Foot,,,"[70.5, 36.1]",,Ground Pass,,22.839659,,,,Íñigo Martínez Berridi,6665.0,,,,,,1,From Throw In,Asier Illarramendi Andonegi,6671.0,Right Defensive Midfield,6,Real Sociedad,210,['2f70c540-a90b-44f4-8f32-acc664ea6187'],53,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:01:53.637,Pass,
,,,,,,,,,,,,,,,,1.579528,,,,,,,,,,,,,,,,4ac8a176-c097-4bc1-83c0-d21f5df1ce83,99,,,"[75.6, 32.0]",3825818,1,,,,-0.7775858,,Left Foot,,,"[101.4, 6.6]",,Ground Pass,,36.20497,,,,Yuri Berchiche Izeta,3023.0,,,,,,1,From Throw In,Íñigo Martínez Berridi,6665.0,Left Center Back,6,Real Sociedad,210,"['64e04eeb-44b9-46b5-8631-bfde5c82fcb7', 'b96e6926-f785-4692-bf96-fa8a5f0092cd']",57,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:01:57.228,Pass,True
,,,,,,,,,,,,,,,,1.019402,,,,,,,,,,,,,,,,7c4a0d29-0ec8-44f1-87a7-d6514acd6ceb,103,,,"[98.6, 6.4]",3825818,2,,,,1.5707964,,Left Foot,,,"[98.6, 23.1]",,Ground Pass,,16.7,,,,Mikel Oyarzabal Ugarte,6685.0,,,,,,1,From Throw In,Yuri Berchiche Izeta,3023.0,Left Back,6,Real Sociedad,210,"['6985b47a-3707-4a37-8a68-ea1d29bc876f', 'e282044f-d8f8-4e49-992c-b204c2519e15']",3,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:02:03.218,Pass,True
,,,,,,,,,,,,,,,,0.157321,,,,,,,,,,,,,,,,121d9d33-7566-4a96-ac56-88395917f8c9,105,,,"[98.7, 23.1]",3825818,2,,,,-0.05258306,,Left Foot,,,"[100.6, 23.0]",,Ground Pass,,1.9026297,,Incomplete,,,,,,,,,1,From Throw In,Mikel Oyarzabal Ugarte,6685.0,Left Wing,6,Real Sociedad,210,['32782f8b-c63d-4d09-aa9b-25fad8f4cf47'],4,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:02:04.237,Pass,
,,,,,,,,,,,,,,,,1.524617,,,,,,,,,,,,,,,,b06fc46a-4f0c-4dcc-9fb1-6be0c85bd904,107,,,"[26.4, 51.9]",3825818,2,,,,-1.0557731,,Right Foot,,,"[42.7, 23.1]",,Ground Pass,,33.092747,,,,Jonathan Viera Ramos,10755.0,,,,,Recovery,1,Regular Play,Pedro Taunausú Domínguez Placeres,6928.0,Right Center Midfield,7,Las Palmas,208,['5552ef5a-ef71-4e9d-973b-f6f0ae93fd79'],6,,,,,,,,,,,,,,,,,,Las Palmas,208,00:02:06.296,Pass,
,,,,,,,,,,,,,,,,1.75493,,,,,,,,,,,,,,,,7e497c01-9288-4a07-845d-fd0f5f070f5a,111,,,"[43.1, 21.4]",3825818,2,,,,-1.1633027,,Right Foot,,,"[49.1, 7.5]",,Ground Pass,,15.139683,,,,Jerónimo Figueroa Cabrera,6934.0,,,,,,1,Regular Play,Jonathan Viera Ramos,10755.0,Left Center Midfield,7,Las Palmas,208,['9823ea3b-7d6d-406a-8f3b-58f5b6dd2fe9'],9,,,,,,,,,,,,,,,,,,Las Palmas,208,00:02:09.099,Pass,
