bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_redirect,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,2.146158,,,,,,,,,,,,,,9d2cb3ea-3876-4100-9bf2-bbd703b1de86,17,,,"[14.8, 49.8]",3825724,0,,,,-1.2632293,,Right Foot,,,,"[22.9, 24.3]",,Ground Pass,,26.75556,,,,Sidnei Rechel da Silva Júnior,6777.0,,,,,,1,From Kick Off,Germán Darío Lux,27305.0,Goalkeeper,2,RC Deportivo La Coruña,219,['39c29de5-5b79-4d1f-b0b7-792550b95aed'],10,,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:10.529,Pass,
,,,,,,,,,,,,,,,,,2.88658,,,,,,,,,,,,,,22bb86f9-4461-4232-b5c2-72fc5baba49e,20,,,"[22.9, 24.3]",3825724,0,,,,2.0957704,,Right Foot,,,,"[10.1, 46.4]",,Ground Pass,,25.539186,,,,Germán Darío Lux,27305.0,,,,,,1,From Kick Off,Sidnei Rechel da Silva Júnior,6777.0,Left Center Back,2,RC Deportivo La Coruña,219,['17fc5cb6-108c-4cd3-97af-42e7f8d06073'],12,,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:12.922,Pass,
,,,,,,,,,,,,,,,,,2.014785,,,,,,,,,,,,,,22210ac4-9452-4869-88df-32e19e12b7f2,23,,,"[10.1, 46.4]",3825724,0,,,,-0.7800932,,Right Foot,,,,"[48.0, 8.9]",,High Pass,,53.3166,,,,Fernando Navarro i Corbacho,6913.0,,,,,,1,From Kick Off,Germán Darío Lux,27305.0,Goalkeeper,2,RC Deportivo La Coruña,219,['da81b926-de16-4ca6-b305-11920a534021'],15,,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:15.920,Pass,
,,,,,,,,,,,,,,,,,2.048299,,,,,,,,,,,,,,53dece01-c3e0-46b4-b7a2-c9c2a8915848,26,,,"[55.9, 16.9]",3825724,0,,,,1.083581,,Left Foot,,,,"[79.0, 60.5]",,High Pass,,49.341362,,Incomplete,,Federico Nicolás Cartabia,6728.0,,True,,,,1,From Kick Off,Fernando Navarro i Corbacho,6913.0,Left Back,2,RC Deportivo La Coruña,219,"['0dee4396-c125-41f8-aef7-5e6c4ad4b890', '629f0480-4a7f-4496-a02f-2732b8304f9b']",20,,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:20.464,Pass,
,,,,,,,,,,,,,,,,,0.548799,,,,,,,,,,,,,,389f3c2d-60e7-403b-b42c-7a02cfb8b511,30,,,"[45.2, 14.7]",3825724,0,,,,1.2277724,,Left Foot,,,,"[49.7, 27.3]",,Ground Pass,,13.379462,,,,Francisco Román Alarcón Suárez,4926.0,,,,,,1,Regular Play,Marcelo Vieira da Silva Júnior,5552.0,Left Back,3,Real Madrid,220,['3a1f161c-6f9b-44b3-8f65-13c16a922d7e'],24,,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:24.113,Pass,
,,,,,,,,,,,,,,,,,1.514655,,,,,,,,,,,,,,a86931fe-0370-4332-9d9d-fad2b8048c3b,32,,,"[49.7, 27.3]",3825724,0,,,,-3.0693502,,Right Foot,,,,"[34.5, 26.2]",,Ground Pass,,15.239751,,,,Sergio Ramos García,5201.0,,,,,,1,Regular Play,Francisco Román Alarcón Suárez,4926.0,Center Attacking Midfield,3,Real Madrid,220,['26f09460-0476-4e4d-8a60-4cc843873a44'],24,,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:24.662,Pass,
,,,,,,,,,,,,,,,,,0.936727,,,,,,,,,,,,,,31d0a531-f2a0-41bf-a59f-4879373771dc,35,,,"[34.5, 26.2]",3825724,0,,,,0.83620185,,Right Foot,,,,"[40.1, 32.4]",,Ground Pass,,8.354639,,,,Toni Kroos,5574.0,,,,,,1,Regular Play,Sergio Ramos García,5201.0,Left Center Back,3,Real Madrid,220,['1de9055d-c203-45f6-b41c-08a625c8fd95'],26,,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:26.216,Pass,
,,,,,,,,,,,,,,,,,0.825418,,,,,,,,,,,,,,2ac65ae5-21e5-4f81-b901-93b740a6ab63,38,,,"[41.8, 33.9]",3825724,0,,,,1.2360595,,Right Foot,,,,"[45.0, 43.1]",,Ground Pass,,9.740637,,,,Luka Modrić,5463.0,,,,,,1,Regular Play,Toni Kroos,5574.0,Left Defensive Midfield,3,Real Madrid,220,['0a992faa-d240-4c6e-b73f-973244f93c8a'],28,,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:28.508,Pass,
,,,,,,,,,,,,,,,,,1.083676,,,,,,,,,,,,,,cf0e5767-9927-4fdd-be96-afe493add5f6,41,,,"[52.5, 49.1]",3825724,0,,,,-1.056559,,Right Foot,,,,"[61.2, 33.7]",,Ground Pass,,17.687567,,,,Francisco Román Alarcón Suárez,4926.0,,,,,,1,Regular Play,Luka Modrić,5463.0,Right Defensive Midfield,3,Real Madrid,220,['94f95c1e-14bc-40bb-953b-a82c6f5195c5'],33,,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:33.575,Pass,
,,,,,,,,,,,,,,,,,1.083886,,,,,,,,,,,,,,b547e35d-bf97-4303-8035-4b275c17fc64,43,,,"[61.2, 32.2]",3825724,0,,,,-2.6354175,,Right Foot,,,,"[52.0, 27.1]",,Ground Pass,,10.519031,,,,Toni Kroos,5574.0,,,,,,1,Regular Play,Francisco Román Alarcón Suárez,4926.0,Center Attacking Midfield,3,Real Madrid,220,['135ab500-a970-4abc-b20d-5f22c7fb72bd'],34,,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:34.659,Pass,
,,,,,,,,,,,,,,,,,1.296741,,,,,,,,,,,,,,f7e9e206-02b0-4f7b-8f27-cec09a16f131,46,,,"[52.0, 27.1]",3825724,0,,,,-1.2784903,,Left Foot,,,,"[58.5, 5.5]",,Ground Pass,,22.556818,,,,Marcelo Vieira da Silva Júnior,5552.0,,,,,,1,Regular Play,Toni Kroos,5574.0,Left Defensive Midfield,3,Real Madrid,220,['ede9d6e1-6a28-4059-a03a-fdcfe6726622'],36,,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:36.164,Pass,
,,,,,,,,,,,,,,,,,1.603872,,,,,,,,,,,,,,88986960-d11d-4269-ad16-3b5db5e1ffcf,48,,,"[58.5, 5.5]",3825724,0,,,,2.8341951,,Left Foot,,,,"[39.6, 11.5]",,Ground Pass,,19.829523,,,,Sergio Ramos García,5201.0,,,,,,1,Regular Play,Marcelo Vieira da Silva Júnior,5552.0,Left Back,3,Real Madrid,220,['7d9b3637-204a-4919-b2c8-82ca9d92cc8d'],37,,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:37.461,Pass,
,,,,,,,,,,,,,,,,,1.581131,,,,,,,,,,,,,,f537cb51-5b66-42e5-915c-436196e395e2,51,,,"[38.3, 19.4]",3825724,0,,,,1.5765269,,Right Foot,,,,"[38.1, 54.3]",,Ground Pass,,34.900574,,,,Kléper Laveran Lima Ferreira,20016.0,,,,,,1,Regular Play,Sergio Ramos García,5201.0,Left Center Back,3,Real Madrid,220,['a224aef7-aa5a-4bb8-b6a6-ab0b114d958b'],40,,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:40.364,Pass,
,,,,,,,,,,,,,,,,,1.39897,,,,,,,,,,,,,,7ff25f81-ff49-4546-ae13-795986d06411,54,,,"[44.3, 60.5]",3825724,0,,,,1.0293491,,Right Foot,,,,"[52.9, 74.8]",,Ground Pass,,16.686821,,,,Daniel Carvajal Ramos,5721.0,,,,,,1,Regular Play,Kléper Laveran Lima Ferreira,20016.0,Right Center Back,3,Real Madrid,220,['4343c5f3-e1e9-4841-8814-3792a01327de'],43,,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:43.321,Pass,
,,,,,,,,,,,,,,,,,1.692344,,,,,,,,,,,,,,03aad11f-8930-49ea-b251-e52ca2116d5e,56,,,"[52.9, 74.8]",3825724,0,,,,-2.1821492,,Right Foot,,,,"[45.4, 64.1]",,Ground Pass,,13.0667515,,,,Kléper Laveran Lima Ferreira,20016.0,,,,,,1,Regular Play,Daniel Carvajal Ramos,5721.0,Right Back,3,Real Madrid,220,['8b830a96-0406-4d93-8c90-6ed076a25bd9'],44,,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:44.720,Pass,
,,,,,,,,,,,,,,,,,0.915753,,,,,,,,,,,,,,9173e413-80c9-4610-9d19-7f04c9322175,59,,,"[45.4, 64.1]",3825724,0,,,,-1.4035424,,Right Foot,,,,"[46.7, 56.4]",,Ground Pass,,7.808969,,,,Luka Modrić,5463.0,,,,,,1,Regular Play,Kléper Laveran Lima Ferreira,20016.0,Right Center Back,3,Real Madrid,220,['4617c810-a845-4d21-a212-b8cf27f1fd2e'],46,,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:46.528,Pass,
,,,,,,,,,,,,,,,,,1.167837,,,,,,,,,,,,,,047e8460-dade-4507-a574-f995e7cb95f4,62,,,"[47.3, 61.5]",3825724,0,,,,0.91066474,,Right Foot,,,,"[59.1, 76.7]",,Ground Pass,,19.24266,,,,Daniel Carvajal Ramos,5721.0,,,,,,1,Regular Play,Luka Modrić,5463.0,Right Defensive Midfield,3,Real Madrid,220,['96cdd9be-397b-4356-a6b0-a85cf0e1673f'],48,,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:48.341,Pass,
,,,,,,,,,,,,,,,,,1.459254,,,,,,,,,,,,,,7e8359e5-9fcb-480e-91df-5ff30efedc0e,65,,,"[58.9, 75.7]",3825724,0,,,,-2.4785745,,Right Foot,,,,"[48.4, 67.5]",,Ground Pass,,13.322537,,,,Luka Modrić,5463.0,,,,,,1,Regular Play,Daniel Carvajal Ramos,5721.0,Right Back,3,Real Madrid,220,['e2396053-bd7b-4539-934b-d2289b1e094e'],50,,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:50.136,Pass,
,,,,,,,,,,,,,,,,,1.411295,,,,,,,,,,,,,,7abac1ad-b701-47d0-95c2-bf535c87002f,68,,,"[49.9, 63.2]",3825724,0,,,,-1.4858946,,Right Foot,,,,"[52.3, 35.0]",,Ground Pass,,28.301943,,,,Toni Kroos,5574.0,,,,,,1,Regular Play,Luka Modrić,5463.0,Right Defensive Midfield,3,Real Madrid,220,['36af967b-9de2-485f-986d-efe60c205155'],52,,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:52.540,Pass,
,,,,,,,,,,,,,,,,,1.949874,,,,,,,,,,,,,,9444f0aa-4484-4752-8578-47549411beca,71,,,"[55.5, 32.9]",3825724,0,,,,-1.1071488,,Right Foot,,,,"[70.9, 2.1]",,Ground Pass,,34.435448,,,,Cristiano Ronaldo dos Santos Aveiro,5207.0,,,,,,1,Regular Play,Toni Kroos,5574.0,Left Defensive Midfield,3,Real Madrid,220,['e1fbc60d-1b05-4c53-8cc8-2e6c02f99836'],55,,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:55.096,Pass,
,,,,,,,,,,,,,,,,,1.253563,,,,,,,,,,,,,,b75c52bc-70b7-41aa-893e-b74a10ad23fb,74,,,"[74.7, 8.7]",3825724,1,,,,-0.49710792,,Right Foot,,,,"[84.1, 3.6]",,Ground Pass,,10.694391,,,,Marcelo Vieira da Silva Júnior,5552.0,,,,,,1,Regular Play,Cristiano Ronaldo dos Santos Aveiro,5207.0,Left Wing,3,Real Madrid,220,['c99e8044-ce6d-4e17-baa0-47c444dc05dc'],0,,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:00.941,Pass,
,,,,,,,,,,,,,,,,,0.976179,,,,,,,,,,,,,,317c7cdd-977d-4ab0-b740-51cfb7885b3d,78,,,"[92.0, 9.6]",3825724,1,,,,2.3640683,,Left Foot,,,,"[79.2, 22.2]",,Ground Pass,,17.96107,,,,Luka Modrić,5463.0,,,,,,1,Regular Play,Marcelo Vieira da Silva Júnior,5552.0,Left Back,3,Real Madrid,220,['0d94c48b-1318-4848-be53-a0e5030f721b'],7,,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:07.437,Pass,
,,,,,,,,,,,,,,,,,1.394159,,,,,,,,,,,,,,fa28c124-b423-49a6-a101-e709464ab14b,81,,,"[81.8, 27.7]",3825724,1,,,,1.1696675,,Right Foot,,,,"[92.7, 53.4]",,Ground Pass,,27.915945,,,,Daniel Carvajal Ramos,5721.0,,,,,,1,Regular Play,Luka Modrić,5463.0,Right Defensive Midfield,3,Real Madrid,220,['6723edef-de40-4a14-88d8-aa458cd74388'],9,,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:09.730,Pass,
,,,,,,,,,,,,,,,,,1.159305,,,,,,,,,,,,,,8a8d924c-a8f1-4242-a00e-212d0893e8c5,84,,,"[92.7, 53.4]",3825724,1,,,,-0.43178588,,Right Foot,,,,"[102.9, 48.7]",,Low Pass,,11.230762,,Incomplete,,Gareth Frank Bale,6399.0,,,,,,1,Regular Play,Daniel Carvajal Ramos,5721.0,Right Back,3,Real Madrid,220,"['04c8cdd3-4e8f-4acd-9657-5d6d41e00eea', '7dd421fd-ba5c-47ab-88cf-fab0124e610b']",11,,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:11.183,Pass,
,,,,,,,,,,,,,,,,,3.322477,,,,,,,,,,,,,,7dd421fd-ba5c-47ab-88cf-fab0124e610b,86,,,"[17.2, 31.4]",3825724,1,,,,-1.5959709,,Right Foot,,,,"[16.5, 3.6]",,High Pass,,27.808811,,,,Fernando Navarro i Corbacho,6913.0,,,,,Recovery,1,Regular Play,Sidnei Rechel da Silva Júnior,6777.0,Left Center Back,3,Real Madrid,220,"['8a8d924c-a8f1-4242-a00e-212d0893e8c5', 'd9dde24f-6669-4f90-958b-41c5eae4da22']",12,,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:01:12.343,Pass,
,,,,,,,,,,,,,,,,,1.623645,,,,,,,,,,,,,,73dd2fc1-c768-4ea5-965d-cc43141bdc09,89,,,"[19.3, 3.4]",3825724,1,,,,0.5267217,,Left Foot,,,,"[56.1, 24.8]",,High Pass,,42.569942,,Incomplete,,Lucas Pérez Martínez,6732.0,,,,,,1,Regular Play,Fernando Navarro i Corbacho,6913.0,Left Back,3,Real Madrid,220,"['11e479f0-5f10-4c8a-9099-61244d2f57a5', '5de408ce-72ab-4fcb-bdf1-f87a12bcbaed']",17,,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:01:17.470,Pass,
,,,,,,,,,,,,,,,,,2.010418,,,,,,,,,,,,,,5de408ce-72ab-4fcb-bdf1-f87a12bcbaed,91,,,"[64.0, 55.3]",3825724,1,,,,-2.9037566,,Right Foot,,,,"[50.8, 52.1]",,Ground Pass,,13.582341,,,,Sergio Ramos García,5201.0,,,,,Recovery,1,Regular Play,Toni Kroos,5574.0,Left Defensive Midfield,3,Real Madrid,220,"['73dd2fc1-c768-4ea5-965d-cc43141bdc09', 'ed449ff8-1a80-4ba0-8736-e25c6e644a99']",19,,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:19.093,Pass,
,,,,,,,,,,,,,,,,,0.812563,,,,,,,,,,,,,,cb2fdb0c-3ef0-4342-8b26-79c8842a5779,93,,,"[50.8, 52.1]",3825724,1,,,,0.58427125,,Right Foot,,,,"[57.0, 56.2]",,Ground Pass,,7.4330344,,,,Toni Kroos,5574.0,,,,,,1,Regular Play,Sergio Ramos García,5201.0,Left Center Back,3,Real Madrid,220,['c504e5ec-b03b-4990-a2e2-1771d3d1b59c'],21,,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:21.104,Pass,
,,,,,,,,,,,,,,,,,1.659609,,,,,,,,,,,,,,d529a0cd-2a0e-4e8a-9080-7bcb10c1bc78,96,,,"[57.0, 56.2]",3825724,1,,,,-1.7318882,,Left Foot,,,,"[53.1, 32.2]",,Ground Pass,,24.31481,,,,Marcelo Vieira da Silva Júnior,5552.0,,,,,,1,Regular Play,Toni Kroos,5574.0,Left Defensive Midfield,3,Real Madrid,220,['5f51951f-516b-431c-b198-0d46f2cf723a'],21,,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:21.956,Pass,
,,,,,,,,,,,,,,,,,0.764479,,,,,,,,,,,,,,99374d46-7d7d-449e-b4b4-545978bdfbf3,99,,,"[57.8, 31.2]",3825724,1,,,,0.11710875,,Right Foot,,,,"[62.9, 31.8]",,Ground Pass,,5.135173,,,,Francisco Román Alarcón Suárez,4926.0,,,,,,1,Regular Play,Marcelo Vieira da Silva Júnior,5552.0,Left Back,3,Real Madrid,220,['6ff3c77a-4982-4339-b1b9-507c40c08dcf'],26,,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:26.177,Pass,
,,,,,,,,,,,,,,,,,0.945785,,,,,,,,,,,,,,f341148e-f878-491e-a1f3-ec04928f05ea,102,,,"[63.8, 36.3]",3825724,1,,,,1.9513026,,Right Foot,,,,"[61.4, 42.3]",,Ground Pass,,6.462198,,,,Toni Kroos,5574.0,,,,,,1,Regular Play,Francisco Román Alarcón Suárez,4926.0,Center Attacking Midfield,3,Real Madrid,220,['a089f982-3bd5-4623-8621-f39fb4ac88f0'],28,,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:28.703,Pass,
