ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.077974,,,,,,,,,,,,,decb929d-53ac-4863-8eca-cd2e9821ff65,19,,"[56.8, 80.0]",3825775,0,,,,,-1.5475447,,,,,"[57.2, 62.8]",,Low Pass,,17.20465,,,,Francisco Manuel Rico Castro,25707.0,,,,,Throw-in,1,From Throw In,Dimitri Foulquier,4546.0,Right Back,3,Granada,1049,['de3fe7e1-5343-44fb-b95c-2d8e4a34fa52'],15,,,,,,,,,,,,,,,,,,Granada,1049,00:00:15.405,Pass,
,,,,,,,,,,,,,,,,1.20563,,,,,,,,,,,,,00c7b74c-b8f0-4b70-8669-2d109ab613a7,21,,"[57.2, 62.8]",3825775,0,,,,,0.13213694,,Right Foot,,,"[73.0, 64.9]",,Ground Pass,,15.938946,,Incomplete,,Isaac Ajayi Success,6918.0,,,,,,1,From Throw In,Francisco Manuel Rico Castro,25707.0,Right Defensive Midfield,3,Granada,1049,"['6055d401-c24c-40ea-b73b-bb747ed850c6', 'dc20840d-6cff-41e6-b97e-6a6ed0f510ce']",16,,,,,,,,,,,,,,,,,,Granada,1049,00:00:16.483,Pass,
,,,,,,,,,,,,,,,,0.75456,,,,,,,,,,,,,71ba541b-89cc-46d8-afa4-1dc60d392c5f,26,,"[46.1, 12.8]",3825775,0,,,,,-0.7604034,,Right Foot,,,"[54.3, 5.0]",,Low Pass,,11.317244,,,,Mikel Oyarzabal Ugarte,6685.0,,,,,,1,From Throw In,Rubén Pardo Gutiérrez,6899.0,Left Defensive Midfield,3,Granada,1049,"['9f43a309-df1e-48a7-97c8-372d37536e62', 'cb33d128-1f00-4ee4-8519-14a2a8089f7a']",18,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:18.321,Pass,True
,,,,,,,,,,,,,,,,1.826139,,,,,,,,,,,,,12c1474c-7b2b-4b9f-9ed5-617f456a46b3,29,,"[54.3, 5.0]",3825775,0,,,,,0.7824308,,Right Foot,,,"[71.2, 21.8]",,High Pass,,23.829603,,Incomplete,,Jonathas Cristian de Jesus,8584.0,,,,,,1,From Throw In,Mikel Oyarzabal Ugarte,6685.0,Left Wing,3,Granada,1049,"['2bb316fd-89a5-4dec-9cad-887284d93f93', '9bd24b8b-a52d-42d1-a895-5aca280ddc5e']",19,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:19.116,Pass,
,,,,,,,,,,,,,,,,0.690508,,,,,,,,,,,,,2bb316fd-89a5-4dec-9cad-887284d93f93,31,,"[48.9, 58.3]",3825775,0,,,,,0.12970254,,Head,,,"[65.0, 60.4]",,High Pass,,16.23638,,Incomplete,,,,,,,,Recovery,1,From Throw In,Ricardo Miguel Moreira da Costa,19454.0,Left Center Back,3,Granada,1049,"['12c1474c-7b2b-4b9f-9ed5-617f456a46b3', '18bec286-d7f9-43aa-98d2-ca165478181f']",20,,,,,,,,,,,,,,,,,,Granada,1049,00:00:20.942,Pass,
,,,,,,,,,,,,,,,,1.412625,,,,,,,,,,,,,9389a074-4db0-47ba-802f-99ea88d873d9,35,,"[50.4, 8.0]",3825775,0,,,,,-0.37714317,,Left Foot,,,"[65.8, 1.9]",,High Pass,,16.564117,,Out,,Jonathas Cristian de Jesus,8584.0,,,,,Recovery,1,From Throw In,Mikel Oyarzabal Ugarte,6685.0,Left Wing,3,Granada,1049,['4921a945-c048-430e-a2ba-4b8667cc2267'],25,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:25.651,Pass,
,,,,,,,,,,,,,,,,0.97153,,,,,,,,,,,,,1eabbc88-d0a2-4e9a-bdab-88787fd01785,37,,"[69.3, 80.0]",3825775,0,,,,,-1.1603304,,,,,"[74.0, 69.2]",,Low Pass,,11.77837,,,,Youssef El-Arabi,27109.0,,,,,Throw-in,1,From Throw In,Dimitri Foulquier,4546.0,Right Back,4,Granada,1049,['09101423-215e-4d5c-829e-acff7fc1b936'],34,,,,,,,,,,,,,,,,,,Granada,1049,00:00:34.253,Pass,
,,,,,,,,,,,,,,,,1.252304,,,,,,,,,,,,,50247c89-1a06-4388-8cef-70c641ea2f0c,41,,"[74.0, 70.8]",3825775,0,,,,,-2.6215265,,Right Foot,,,"[62.3, 64.1]",,Ground Pass,,13.482581,,,,Adalberto Peñaranda Maestre,6847.0,,,,,,1,From Throw In,Youssef El-Arabi,27109.0,Center Forward,4,Granada,1049,"['66b54f5e-3aeb-4ba9-923a-6501af33b203', '82df719f-dde2-4054-b894-56309a791bfd']",36,,,,,,,,,,,,,,,,,,Granada,1049,00:00:36.833,Pass,True
,,,,,,,,,,,,,,,,0.92893,,,,,,,,,,,,,78eba950-6ea7-4b6b-8503-e572edc80958,44,,"[63.1, 64.5]",3825775,0,,,,,-0.38232952,,Right Foot,,,"[82.0, 56.9]",,Ground Pass,,20.370813,,,,Francisco Manuel Rico Castro,25707.0,,,,,,1,From Throw In,Adalberto Peñaranda Maestre,6847.0,Left Wing,4,Granada,1049,['d147abbc-e889-4cab-9234-406cd4f728bd'],38,,,,,,,,,,,,,,,,,,Granada,1049,00:00:38.135,Pass,
,,,,,,,,,,,,,,,,0.201951,,,,,,,,,,,,,5097f530-203d-4113-9e01-fd55ba084364,48,,"[74.0, 66.9]",3825775,0,,,,,0.89213383,,Right Foot,,,"[76.5, 70.0]",,Ground Pass,,3.9824615,,Incomplete,,Dimitri Foulquier,4546.0,,,,,,1,From Throw In,Francisco Manuel Rico Castro,25707.0,Right Defensive Midfield,4,Granada,1049,"['0532d0a4-638f-4eae-9545-a63a1b14b4ad', '3931f97c-8f3c-40f2-85ae-bea451fbfdce']",41,,,,,,,,,,,,,,,,,,Granada,1049,00:00:41.219,Pass,
,,,,,,,,,,,,,,,,0.971191,,,,,,,,,,,,,b48a49dc-216f-4130-87d8-b688857e6041,54,,"[67.4, 74.5]",3825775,0,,,,,-0.27829966,,Right Foot,,,"[76.5, 71.9]",,Ground Pass,,9.464143,,Incomplete,,,,,,,,,1,From Throw In,Rubén Salvador Pérez Del Mármol,6599.0,Left Defensive Midfield,4,Granada,1049,"['248a639f-7628-41db-92b9-5a945a7c5953', 'aa16739e-55d1-4f19-a504-841013ec1a67']",43,,,,,,,,,,,,,,,,,,Granada,1049,00:00:43.457,Pass,True
,,,,,,,,,,,,,,,,2.314722,,,,,,,,,,,,,9552603c-9b7d-44f9-866d-dd5a188134f5,61,,"[57.8, 7.0]",3825775,0,,,,,2.351244,,Left Foot,,,"[37.7, 27.3]",,Ground Pass,,28.567465,,,,Diego Antonio Reyes Rosales,16539.0,,,,,Free Kick,1,From Free Kick,Yuri Berchiche Izeta,3023.0,Left Back,6,Real Sociedad,210,['d43f4ef7-5e8c-448e-9a8c-e8feefb2f273'],56,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:56.856,Pass,
,,,,,,,,,,,,,,,,2.079997,,,,,,,,,,,,,e45ba4f7-6c32-4f6b-af0b-f3e9153ff99d,64,,"[37.7, 27.3]",3825775,1,,,,,1.6742829,,Right Foot,,,"[34.2, 61.0]",,Ground Pass,,33.881264,,,,Mikel González de Martín Martínez,16622.0,,,,,,1,From Free Kick,Diego Antonio Reyes Rosales,16539.0,Left Center Back,6,Real Sociedad,210,['082a651c-bdd2-4b32-bb24-9b2b2d5ee51f'],0,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:01:00.071,Pass,
,,,,,,,,,,,,,,,,1.115764,,,,,,,,,,,,,2825c1d7-22de-459a-be4e-569d0716b69b,67,,"[41.8, 58.3]",3825775,1,,,,,-1.7496343,,Right Foot,,,"[37.1, 32.3]",,Ground Pass,,26.421392,,,,Diego Antonio Reyes Rosales,16539.0,,,,,,1,From Free Kick,Mikel González de Martín Martínez,16622.0,Right Center Back,6,Real Sociedad,210,['1ee44914-9c4d-453b-b9d1-3833d438243d'],4,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:01:04.889,Pass,
,,,,,,,,,,,,,,,,2.12,,,,,,,,,,,,,c718c90d-6dc1-4b91-89ac-688dd19dd72f,70,,"[37.1, 32.3]",3825775,1,,,,,-1.1120586,,Right Foot,,,"[49.2, 7.8]",,Ground Pass,,27.32508,,,,Yuri Berchiche Izeta,3023.0,,,,,,1,From Free Kick,Diego Antonio Reyes Rosales,16539.0,Left Center Back,6,Real Sociedad,210,['08f8b4f7-c671-40d7-8306-16b83dcbc986'],7,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:01:07.442,Pass,
,,,,,,,,,,,,,,,,1.28137,,,,,,,,,,,,,69084903-6c12-4bac-b27a-8f36d13053a5,73,,"[49.2, 7.8]",3825775,1,,,,,0.026309717,,Left Foot,,,"[64.4, 8.2]",,High Pass,,15.205262,,Incomplete,,Mikel Oyarzabal Ugarte,6685.0,,,,,,1,From Free Kick,Yuri Berchiche Izeta,3023.0,Left Back,6,Real Sociedad,210,"['2e0b700d-2f44-4193-91d0-6a5e1c3b21f7', '94b4a3dc-c215-4d95-9f50-f18cb18ef899']",10,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:01:10.166,Pass,
,,,,,,,,,,,,,,,,2.879476,,,,,,,,,,,,,2e0b700d-2f44-4193-91d0-6a5e1c3b21f7,75,,"[55.7, 71.9]",3825775,1,,,,,0.10005092,,Head,,,"[81.6, 74.5]",,High Pass,,26.030174,,,,Isaac Ajayi Success,6918.0,,,,,Recovery,1,From Free Kick,Dimitri Foulquier,4546.0,Right Back,6,Real Sociedad,210,"['69084903-6c12-4bac-b27a-8f36d13053a5', '9dd0e0e6-33e5-4f63-b430-8978a9f1cac0']",11,,,,,,,,,,,,,,,,,,Granada,1049,00:01:11.448,Pass,
,,,,,,,,,,,,,,,,0.877702,,,,,,,,,,,,,fe907ce3-e6a0-45f8-977c-01c4e79a04e6,80,,"[37.5, 0.1]",3825775,1,,,,,1.4665247,,,,,"[39.3, 17.3]",,Low Pass,,17.29393,,,,Rubén Pardo Gutiérrez,6899.0,,,,,Throw-in,1,From Throw In,Yuri Berchiche Izeta,3023.0,Left Back,7,Real Sociedad,210,['29460a04-0fc0-4a91-be15-b9c955979264'],22,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:01:22.341,Pass,
,,,,,,,,,,,,,,,,0.786154,,,,,,,,,,,,,55217aca-37b8-4c74-8b2a-f51e66bf0290,83,,"[39.3, 17.3]",3825775,1,,,,,-1.5707964,,Right Foot,,,"[39.3, 6.2]",,Ground Pass,,11.1,,,,Yuri Berchiche Izeta,3023.0,,,,,,1,From Throw In,Rubén Pardo Gutiérrez,6899.0,Left Defensive Midfield,7,Real Sociedad,210,['17d76944-9815-4740-a5a7-abdfea24f9d0'],23,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:01:23.299,Pass,
,,,,,,,,,,,,,,,,1.23913,,,,,,,,,,,,,056104b1-6d78-4676-b728-279e4566c870,87,,"[39.5, 5.8]",3825775,1,,,,,-0.011428074,,Left Foot,,,"[57.0, 5.6]",,Ground Pass,,17.501143,,,,Jonathas Cristian de Jesus,8584.0,,,,,,1,From Throw In,Yuri Berchiche Izeta,3023.0,Left Back,7,Real Sociedad,210,"['3b2a13b2-c7a1-400a-8339-5d4529a26663', '5ec97fde-8155-4b6d-9ba7-a694e3cacde7']",24,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:01:24.662,Pass,True
,,,,,,,,,,,,,,,,1.245745,,,,,,,,,,,,,8d468767-d955-45ac-aee6-f177991cbbbb,92,,"[66.2, 80.0]",3825775,1,,,,,-1.6359215,,,,,"[65.0, 61.6]",,Low Pass,,18.439089,,,,Francisco Manuel Rico Castro,25707.0,,,,,Throw-in,1,From Throw In,Dimitri Foulquier,4546.0,Right Back,8,Granada,1049,['9bab8de3-bed4-42f6-bdc1-7b56b0a77327'],44,,,,,,,,,,,,,,,,,,Granada,1049,00:01:44.414,Pass,
,,,,,,,,,,,,,,,,0.67449,,,,,,,,,,,,,2aa283a7-6ea3-4ed6-a3fc-0a0449f084e7,95,,"[65.0, 61.6]",3825775,1,,,,,1.5098034,,Right Foot,,,"[65.8, 74.7]",,Ground Pass,,13.124405,,,,Dimitri Foulquier,4546.0,,,,,,1,From Throw In,Francisco Manuel Rico Castro,25707.0,Right Defensive Midfield,8,Granada,1049,['2087cf4f-cd6d-42a3-a03f-67e773bcfbcf'],45,,,,,,,,,,,,,,,,,,Granada,1049,00:01:45.981,Pass,
,,,,,,,,,,,,,,,,2.350022,,,,,,,,,,,,,5916253b-b922-4d4f-9cc9-0581cbd40dcb,99,,"[65.8, 73.5]",3825775,1,,,,,-2.2227242,,Right Foot,,,"[44.2, 45.2]",,Ground Pass,,35.601265,,,,Ricardo Miguel Moreira da Costa,19454.0,,,,,,1,From Throw In,Dimitri Foulquier,4546.0,Right Back,8,Granada,1049,"['123cdf51-1aa5-41b1-bdb6-d26e90c12cb8', 'a0efd2d3-d0eb-49aa-839a-7d4d066d77c3']",47,,,,,,,,,,,,,,,,,,Granada,1049,00:01:47.247,Pass,True
,,,,,,,,,,,,,,,,3.695675,,,,,,,,,,,,,86194a8a-fa68-46b7-aa4f-bfb7070b907d,103,,"[42.6, 44.3]",3825775,1,,,,,2.9122696,,Right Foot,,,"[7.9, 52.4]",,Ground Pass,,35.63285,,,,Andrés Eduardo Fernández Moreno,8697.0,,,,,,1,From Throw In,Ricardo Miguel Moreira da Costa,19454.0,Left Center Back,8,Granada,1049,"['2519d4d6-9d3d-4e58-8dd9-c461f5290df6', '80569b4f-45e9-43d8-bc96-98daf451cf4a']",50,,,,,,,,,,,,,,,,,,Granada,1049,00:01:50.750,Pass,True
,,,,,,,,,,,,,,,,3.843403,,,,,,,,,,,,,eb805265-ce55-4e23-954b-852b56d6c197,105,,"[8.1, 52.4]",3825775,1,,,,,0.4868064,,Right Foot,,,"[57.6, 78.6]",,High Pass,,56.00616,,Out,,,,,,,,,1,From Throw In,Andrés Eduardo Fernández Moreno,8697.0,Goalkeeper,8,Granada,1049,,54,,,,,,,,,,,,,,,,,,Granada,1049,00:01:54.446,Pass,
,,,,,,,,,,,,,,,,1.604278,,,,,,,,,,,,,f506b2ae-4afa-428d-a89e-523cde31fcc9,106,,"[64.6, 0.1]",3825775,2,,,,,0.23932368,,,,,"[89.6, 6.2]",,Low Pass,,25.73344,,,,Jonathas Cristian de Jesus,8584.0,,,,,Throw-in,1,From Throw In,Yuri Berchiche Izeta,3023.0,Left Back,9,Real Sociedad,210,['4f1dab9d-6975-405d-816c-0f5f4f0687ae'],3,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:02:03.455,Pass,
,,,,,,,,,,,,,,,,0.457058,,,,,,,,,,,,,817d997a-1132-4c05-a37b-be0a80858046,110,,"[89.6, 6.2]",3825775,2,,,,,2.4364812,,Right Foot,,,"[80.2, 14.2]",,Ground Pass,,12.343419,,,,Rubén Pardo Gutiérrez,6899.0,,,,,,1,From Throw In,Jonathas Cristian de Jesus,8584.0,Center Forward,9,Real Sociedad,210,"['db129fa7-9693-4cd7-9958-2e1e99c016c9', 'fdee9de2-23db-4b2c-b2dc-e1236bd222cf']",6,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:02:06.289,Pass,True
,,,,,,,,,,,,,,,,0.654616,,,,,,,,,,,,,496f24e5-e055-409f-b5df-b876220bc511,114,,"[80.4, 14.2]",3825775,2,,,,,-0.08526287,,Right Foot,,,"[92.1, 13.2]",,Low Pass,,11.742658,,,,Mikel Oyarzabal Ugarte,6685.0,,,,,,1,From Throw In,Rubén Pardo Gutiérrez,6899.0,Left Defensive Midfield,9,Real Sociedad,210,['f609e175-bf63-4a7d-aae2-9faa778b44a4'],6,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:02:06.805,Pass,
,,,,,,,,,,,,,,,,1.201302,,,,,,,,,,,,,fd4c4467-ef70-43f3-a972-36918d6f37d8,118,,"[92.1, 13.2]",3825775,2,,,,,-1.0340309,,Right Foot,,,"[99.3, 1.1]",,Ground Pass,,14.080128,,Out,,Yuri Berchiche Izeta,3023.0,,,,,,1,From Throw In,Mikel Oyarzabal Ugarte,6685.0,Left Wing,9,Real Sociedad,210,['2c3ed3e8-6600-4146-9311-74acc556ae3b'],7,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:02:07.509,Pass,
,,,,,,,,,,,,,,,,2.25306,,,,,,,,,,,,,fdf6d7a2-c8b6-49ed-bd72-cc01ce3cee1a,120,,"[22.0, 80.0]",3825775,2,,,,,-0.34566945,,,,,"[53.1, 68.8]",,High Pass,,33.055256,,,,Isaac Ajayi Success,6918.0,,,,,Throw-in,1,From Throw In,Dimitri Foulquier,4546.0,Right Back,10,Granada,1049,['dd406e6d-a899-4fae-8bb0-efe1a598e918'],21,,,,,,,,,,,,,,,,,,Granada,1049,00:02:21.217,Pass,
,,,,,,,,,,,,,,,,2.501179,,,,,,,,,,,,,34cd6a4f-efce-44f7-a40b-4cf0fa1bda08,127,,"[34.6, 66.9]",3825775,2,,True,,,-0.8853213,,Right Foot,,,"[87.1, 2.7]",,High Pass,,82.933044,,,,Adalberto Peñaranda Maestre,6847.0,,True,,,Free Kick,1,From Free Kick,Dimitri Foulquier,4546.0,Right Back,11,Granada,1049,['e2379da2-24fe-4ff0-b430-17698cb5a00e'],40,,,,,,,,,,,,,,,,,,Granada,1049,00:02:40.416,Pass,
