50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,e64d86fd-f463-4624-8c4d-73a686383de3,1,,,,3825638,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Atlético Madrid,212,,0,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 6378, 'name': 'Jan Oblak'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6375, 'name': 'Juan Francisco Torres Belén'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 20}, {'player': {'id': 5259, 'name': 'José María Giménez de Vargas'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 24}, {'player': {'id': 5249, 'name': 'Diego Roberto Godín Leal'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 2}, {'player': {'id': 6320, 'name': 'Filipe Luís Kasmirski'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 6384, 'name': 'Gabriel Fernández Arenas'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 20669, 'name': 'Tiago Cardoso Mendes'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 5633, 'name': 'Yannick Ferreira Carrasco'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 21}, {'player': {'id': 5199, 'name': 'Jorge Resurrección Merodio'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 6}, {'player': {'id': 5487, 'name': 'Antoine Griezmann'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 7}, {'player': {'id': 17622, 'name': 'Jackson Arley Martínez Valencia'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 11}]}",Atlético Madrid,212,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,920e6fe1-0f44-4318-b00f-7ab91bd66fa8,2,,,,3825638,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Atlético Madrid,212,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 6898, 'name': 'Jaume Doménech Sánchez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 24}, {'player': {'id': 7005, 'name': 'João Pedro Cavaco Cancelo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 3638, 'name': 'Shkodran Mustafi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 27482, 'name': 'Aderllan Leandro de Jesus Santos'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 6596, 'name': 'José Luis Gayà Peña'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 14}, {'player': {'id': 5741, 'name': 'Enzo Nicolás Pérez'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 15}, {'player': {'id': 6595, 'name': 'Daniel Parejo Muñoz'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 10037, 'name': 'Danilo Barbosa da Silva'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 12}, {'player': {'id': 10802, 'name': 'André Filipe Tavares Gomes'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 21}, {'player': {'id': 6594, 'name': 'Santiago Mina Lorenzo'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 22}, {'player': {'id': 5718, 'name': 'Rodrigo Moreno Machado'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 17}]}",Valencia,207,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,ad10ee89-1cbc-4e88-a54a-4b9accd54006,3,,,,3825638,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Atlético Madrid,212,['fd4067fd-dfe9-49c1-983d-f33616016d58'],0,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,fd4067fd-dfe9-49c1-983d-f33616016d58,4,,,,3825638,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Atlético Madrid,212,['ad10ee89-1cbc-4e88-a54a-4b9accd54006'],0,,,,,,,,,,,,,,,,,,Valencia,207,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,a450a1fd-29db-40cd-b6a6-589723b5b901,1750,,,,3825638,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,93,Atlético Madrid,212,['6d337cda-a55a-42dc-b2e4-e28bba5b9ef8'],0,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,6d337cda-a55a-42dc-b2e4-e28bba5b9ef8,1751,,,,3825638,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,93,Atlético Madrid,212,['a450a1fd-29db-40cd-b6a6-589723b5b901'],0,,,,,,,,,,,,,,,,,,Valencia,207,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.875293,,,,,,,,,,,,,,,d674438a-8c67-4dc2-95dd-05ce2eb7d7e8,5,,,"[61.0, 40.1]",3825638,0,,True,,,1.815775,,Right Foot,,,"[60.3, 42.9]",,Ground Pass,,2.886174,,,,Rodrigo Moreno Machado,5718.0,,,,Kick Off,1,From Kick Off,Santiago Mina Lorenzo,6594.0,Left Wing,2,Valencia,207,['3345a0ab-9056-4074-81d0-10ac7b4d555f'],0,,,,,,,,,,,,,,,,,,Valencia,207,00:00:00.537,Pass,
,,,,,,,,,,,,,,,,,2.271977,,,,,,,,,,,,,,,69f456c1-722b-4c08-a121-d744ac8a3d62,7,,,"[59.9, 43.1]",3825638,0,,,,,-2.7655478,,Right Foot,,,"[32.8, 32.4]",,Ground Pass,,29.13589,,,,Aderllan Leandro de Jesus Santos,27482.0,,,,,1,From Kick Off,Rodrigo Moreno Machado,5718.0,Center Forward,2,Valencia,207,['15f051ea-01ef-4784-ad69-20ef0d312823'],1,,,,,,,,,,,,,,,,,,Valencia,207,00:00:01.732,Pass,
,,,,,,,,,,,,,,,,,1.81378,,,,,,,,,,,,,,,b970be13-7392-4859-98cb-0c1a2a476246,10,,,"[32.4, 32.6]",3825638,0,,,,,1.3341392,,Right Foot,,,"[40.6, 66.6]",,Ground Pass,,34.97485,,,,João Pedro Cavaco Cancelo,7005.0,,,,,1,From Kick Off,Aderllan Leandro de Jesus Santos,27482.0,Left Center Back,2,Valencia,207,['8a61c02b-7db1-4563-a450-65aa35c95b0e'],5,,,,,,,,,,,,,,,,,,Valencia,207,00:00:05.026,Pass,
,,,,,,,,,,,,,,,,,0.987739,,,,,,,,,,,,,,,d82630ce-0d44-49de-94e4-73d86d990221,13,,,"[41.2, 69.1]",3825638,0,,,,,0.6736703,,Right Foot,,,"[52.6, 78.2]",,Ground Pass,,14.5866375,,,,André Filipe Tavares Gomes,10802.0,,,,,1,From Kick Off,João Pedro Cavaco Cancelo,7005.0,Right Back,2,Valencia,207,['6a09c536-4981-4f66-a92c-f718b7e01095'],8,,,,,,,,,,,,,,,,,,Valencia,207,00:00:08.608,Pass,
