50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.398175,,,,,,,,,,,ae081480-c603-4a28-85fe-ce1c857f7eae,3185,,,"[80.3, 0.1]",3825838,72,,True,,,2.5648763,,,,,,"[70.0, 6.8]",,High Pass,,12.287392,,,,Beñat Etxebarria Urkiaga,6396.0,,,,,Throw-in,2,From Throw In,Mikel Balenziaga Oruesagasti,6789.0,Left Back,160,Athletic Club,215,['662e97b0-967c-4215-a173-c7df7d6c7648'],21,,,,,,,,,,,,,,,,Athletic Club,215,00:27:21.856,Pass,
,,,,,,,,,,,,,,,,,,1.748381,,,,,,,,,,,88631bb1-0430-412e-b330-62fdf9d4147b,3187,,,"[69.6, 10.0]",3825838,72,,True,,,1.5845991,,Right Foot,,,,"[68.7, 75.2]",,Ground Pass,,65.206215,,,,Óscar de Marcos Arana,6649.0,,True,,,,2,From Throw In,Beñat Etxebarria Urkiaga,6396.0,Left Defensive Midfield,160,Athletic Club,215,['595d4d93-47e8-43db-85b3-a5585d580b99'],22,,,,,,,,,,,,,,,,Athletic Club,215,00:27:22.620,Pass,
,,,,,,,,,,,,,,,,,,1.486522,,,,,,,,,,,13930549-cd69-4bc9-bbdb-389f2cfcf16a,3189,,,"[71.7, 75.2]",3825838,72,,,,,-1.982204,,Right Foot,,,,"[58.0, 43.8]",,Ground Pass,,34.258575,,,,Beñat Etxebarria Urkiaga,6396.0,,,,,,2,From Throw In,Óscar de Marcos Arana,6649.0,Right Back,160,Athletic Club,215,['d2ff29d9-3d47-4640-bc14-7c69a136b438'],26,,,,,,,,,,,,,,,,Athletic Club,215,00:27:26.763,Pass,
,,,,,,,,,,,,,,,,,,1.902863,,,,,,,,,,,53c46759-e236-469a-88f7-1ab1ba0ac7e3,3192,,,"[64.0, 44.7]",3825838,72,,,,,-1.1257801,,Right Foot,,,,"[82.6, 5.7]",,Low Pass,,43.208332,,,,Mikel Balenziaga Oruesagasti,6789.0,,,,,,2,From Throw In,Beñat Etxebarria Urkiaga,6396.0,Left Defensive Midfield,160,Athletic Club,215,['4673162f-a5dd-40b9-8da9-dd73a8472b5c'],29,,,,,,,,,,,,,,,,Athletic Club,215,00:27:29.635,Pass,
,,,,,,,,,,,,,,,,,,1.469653,,,,,,,,,,,b8ab1a71-0162-481b-ac47-26a5092835e6,3195,,,"[92.0, 9.8]",3825838,72,,,,,2.6938891,,Left Foot,,,,"[74.3, 18.3]",,Ground Pass,,19.635172,,,,Beñat Etxebarria Urkiaga,6396.0,,,,,,2,From Throw In,Mikel Balenziaga Oruesagasti,6789.0,Left Back,160,Athletic Club,215,['37d7b301-ca1d-4d43-a79e-3d8aaa4393c4'],36,,,,,,,,,,,,,,,,Athletic Club,215,00:27:36.276,Pass,
,,,,,,,,,,,,,,,,,,1.222045,,,,,,,,,,,96055307-f21e-4953-855a-8aae583a9bd7,3197,,,"[73.8, 17.9]",3825838,72,,,,,-1.61159,,Right Foot,,,,"[73.4, 8.1]",,Ground Pass,,9.80816,,,,Mikel San José Domínguez,6389.0,,,,,,2,From Throw In,Beñat Etxebarria Urkiaga,6396.0,Left Defensive Midfield,160,Athletic Club,215,['51ba12ce-1c9a-4304-a11f-dc8b9ed4a1b6'],37,,,,,,,,,,,,,,,,Athletic Club,215,00:27:37.746,Pass,
,,,,,,,,,,,,,,,,,,1.201339,,,,,,,,,,,45f20598-9f54-4db4-8cf1-c6605f92ba3b,3199,,,"[73.4, 8.1]",3825838,72,,,,,1.3289297,,Right Foot,,,,"[79.0, 30.8]",,Ground Pass,,23.380547,,,,Ander Iturraspe Derteano,6388.0,,,,,,2,From Throw In,Mikel San José Domínguez,6389.0,Left Center Back,160,Athletic Club,215,['59adcb15-5aba-4aca-9563-1a0dee80c765'],38,,,,,,,,,,,,,,,,Athletic Club,215,00:27:38.968,Pass,
,,,,,,,,,,,,,,,,,,1.055103,,,,,,,,,,,c15adb01-479a-4aa5-b74c-5af46d89a342,3201,,,"[79.0, 31.0]",3825838,72,,,,,2.9441972,,Left Foot,,,,"[68.5, 33.1]",,Ground Pass,,10.707941,,,,Beñat Etxebarria Urkiaga,6396.0,,,,,,2,From Throw In,Ander Iturraspe Derteano,6388.0,Right Defensive Midfield,160,Athletic Club,215,['405f8708-dd4d-4cde-9b58-e6c7759da0f2'],40,,,,,,,,,,,,,,,,Athletic Club,215,00:27:40.169,Pass,
,,,,,,,,,,,,,,,,,,2.57535,,,,,,,,,,,854cdebd-431c-4048-b093-42daf8e0eea1,3204,,,"[80.9, 52.6]",3825838,72,,,,,-0.48489946,,Right Foot,,,,"[120.0, 32.0]",,High Pass,,44.194683,,Out,,Mikel Balenziaga Oruesagasti,6789.0,,,,,,2,From Throw In,Beñat Etxebarria Urkiaga,6396.0,Left Defensive Midfield,160,Athletic Club,215,['cb7108c1-43b4-4134-8983-fabe58627b74'],44,,,,,,,,,,,,,,,,Athletic Club,215,00:27:44.278,Pass,
,,,,,,,,,,,,,,,,,,3.365049,,,,,,,,,,,1d31b6ed-9b65-4475-aeb2-df98a3671607,3206,,,"[6.0, 36.0]",3825838,73,,,,,-0.49564618,,Right Foot,,,,"[72.4, 0.1]",,High Pass,,75.483574,,Out,,,,,,,,Goal Kick,2,From Goal Kick,Jan Oblak,6378.0,Goalkeeper,161,Atlético Madrid,212,,12,,,,,,,,,,,,,,,,Atlético Madrid,212,00:28:12.682,Pass,
,,,,,,,,,,,,,,,,,,1.676824,,,,,,,,,,,93619f6c-932e-4743-b69f-ba7a70045552,3207,,,"[46.9, 80.0]",3825838,73,,,,,-2.6115775,,,,,,"[34.1, 72.5]",,Low Pass,,14.83543,,,,Eneko Bóveda Altube,6386.0,,,,,Throw-in,2,From Throw In,Óscar de Marcos Arana,6649.0,Right Back,162,Athletic Club,215,['c2be55ca-5186-4699-beba-d6dc14e77386'],20,,,,,,,,,,,,,,,,Athletic Club,215,00:28:20.466,Pass,
,,,,,,,,,,,,,,,,,,1.339156,,,,,,,,,,,8b064723-df32-44a2-b0fe-38dc28a754af,3210,,,"[37.3, 74.4]",3825838,73,,,,,-1.4793093,,Right Foot,,,,"[41.3, 30.8]",,Ground Pass,,43.7831,,,,Mikel San José Domínguez,6389.0,,True,,,,2,From Throw In,Eneko Bóveda Altube,6386.0,Right Center Back,162,Athletic Club,215,['bc7225ec-69a6-4880-b40f-27079bb657ff'],23,,,,,,,,,,,,,,,,Athletic Club,215,00:28:23.573,Pass,
,,,,,,,,,,,,,,,,,,2.005539,,,,,,,,,,,0d8553c6-4c7f-4578-b060-111e4d532065,3213,,,"[43.9, 30.1]",3825838,73,,,,,-0.8387825,,Right Foot,,,,"[62.5, 9.4]",,Ground Pass,,27.828941,,,,Mikel Balenziaga Oruesagasti,6789.0,,,,,,2,From Throw In,Mikel San José Domínguez,6389.0,Left Center Back,162,Athletic Club,215,['29f929ff-db63-45d4-9eb8-3278b305105f'],26,,,,,,,,,,,,,,,,Athletic Club,215,00:28:26.090,Pass,
,,,,,,,,,,,,,,,,,,2.173156,,,,,,,,,,,5f610d3d-e95a-4025-9ec9-c7628288afc7,3215,,,"[62.5, 9.6]",3825838,73,,,,,2.1147308,,Left Foot,,,,"[52.4, 26.3]",,Ground Pass,,19.516659,,,,Mikel San José Domínguez,6389.0,,,,,,2,From Throw In,Mikel Balenziaga Oruesagasti,6789.0,Left Back,162,Athletic Club,215,['64138fd8-48e4-4fd4-9c40-e3d1140d3fe0'],28,,,,,,,,,,,,,,,,Athletic Club,215,00:28:28.096,Pass,
,,,,,,,,,,,,,,,,,,2.657535,,,,,,,,,,,7df37b4f-cbdc-493b-a440-bd6329ee1873,3218,,,"[51.2, 26.3]",3825838,73,,,,,2.7013783,,Right Foot,,,,"[25.3, 38.5]",,Ground Pass,,28.62953,,,,Gorka Iraizoz Moreno,6576.0,,,,,,2,From Throw In,Mikel San José Domínguez,6389.0,Left Center Back,162,Athletic Club,215,['86d5c333-9bfc-472c-a341-39377d34d730'],30,,,,,,,,,,,,,,,,Athletic Club,215,00:28:30.407,Pass,
,,,,,,,,,,,,,,,,,,1.826776,,,,,,,,,,,1d993bf3-128c-4cb6-b2f3-aee267c57ed6,3221,,,"[26.6, 40.2]",3825838,73,,,,,0.9902404,,Right Foot,,,,"[40.9, 62.0]",,Ground Pass,,26.071632,,,,Eneko Bóveda Altube,6386.0,,,,,,2,From Throw In,Gorka Iraizoz Moreno,6576.0,Goalkeeper,162,Athletic Club,215,['1982bb12-9cd1-4774-95d3-03a812d92435'],34,,,,,,,,,,,,,,,,Athletic Club,215,00:28:34.303,Pass,
,,,,,,,,,,,,,,,,,,0.733236,,,,,,,,,,,1d767d75-4a0f-4aae-b3c0-8f67d591d717,3224,,,"[55.9, 58.8]",3825838,73,,,,,1.4513674,,Left Foot,,,,"[58.0, 76.3]",,Ground Pass,,17.62555,,,,Ander Iturraspe Derteano,6388.0,,,,,,2,From Throw In,Eneko Bóveda Altube,6386.0,Right Center Back,162,Athletic Club,215,['670381b0-5174-4c7e-98b4-bd32f72b538b'],39,,,,,,,,,,,,,,,,Athletic Club,215,00:28:39.117,Pass,
,,,,,,,,,,,,,,,,,,1.943449,,,,,,,,,,,50e3d278-aa17-4065-8a1a-4a7cef859cc7,3227,,,"[69.8, 77.6]",3825838,73,,,,,-0.16933057,,Right Foot,,,,"[100.8, 72.3]",,High Pass,,31.4498,,,,Óscar de Marcos Arana,6649.0,,,,,,2,From Throw In,Ander Iturraspe Derteano,6388.0,Right Defensive Midfield,162,Athletic Club,215,['78f84ac7-13a1-4f0a-ab83-82455132254d'],42,,,,,,,,,,,,,,,,Athletic Club,215,00:28:42.883,Pass,
,,,,,,,,,,,,,,,,,,2.386574,,,,,,,,,,,62e0fdf5-5ddb-47b1-be2d-c7302babb4c1,3233,,,"[109.3, 80.0]",3825838,73,,,,,-2.9590967,,,,,,"[86.0, 75.7]",,High Pass,,23.693459,,,,Ander Iturraspe Derteano,6388.0,,,,,Throw-in,2,From Throw In,Óscar de Marcos Arana,6649.0,Right Back,163,Athletic Club,215,['04bf8752-48a5-4529-a537-d51e1addd481'],53,,,,,,,,,,,,,,,,Athletic Club,215,00:28:53.606,Pass,
,,,,,,,,,,,,,,,,,,1.436554,,,,,,,,,,,e6d2f407-e8f9-4d3d-ae1e-01febc069c84,3236,,,"[84.5, 74.8]",3825838,73,,,,,-2.2004883,,Right Foot,,,,"[70.0, 54.9]",,Ground Pass,,24.622347,,,,Eneko Bóveda Altube,6386.0,,,,,,2,From Throw In,Ander Iturraspe Derteano,6388.0,Right Defensive Midfield,163,Athletic Club,215,['90b5f46b-ea15-4781-bf3b-dfcab239d122'],57,,,,,,,,,,,,,,,,Athletic Club,215,00:28:57.253,Pass,
,,,,,,,,,,,,,,,,,,2.199973,,,,,,,,,,,e3d50489-bd88-468e-9774-ce516d11477f,3239,,,"[74.1, 61.1]",3825838,74,,,,,0.7701088,,Left Foot,,,,"[90.7, 77.2]",,Ground Pass,,23.125095,,,,Óscar de Marcos Arana,6649.0,,,,,,2,From Throw In,Eneko Bóveda Altube,6386.0,Right Center Back,163,Athletic Club,215,['60fdda68-fe38-481a-93c0-33988a0f41c1'],0,,,,,,,,,,,,,,,,Athletic Club,215,00:29:00.038,Pass,
,,,,,,,,,,,,,,,,,,1.837592,,,,,,,,,,,253c425c-ad71-4d73-bf51-2379ea41248a,3242,,,"[91.8, 78.0]",3825838,74,,,,,-2.6011732,,Right Foot,,,,"[84.3, 73.5]",,Ground Pass,,8.746428,,,,Ander Iturraspe Derteano,6388.0,,,,,,2,From Throw In,Óscar de Marcos Arana,6649.0,Right Back,163,Athletic Club,215,['cd63d0cc-403d-431d-b8e2-1b25e6c1478e'],2,,,,,,,,,,,,,,,,Athletic Club,215,00:29:02.381,Pass,
,,,,,,,,,,,,,,,,,,2.009645,,,,,,,,,,,2b88ffc8-3d89-4606-a27c-9f47c34bbf65,3244,,,"[86.9, 73.7]",3825838,74,,,,,-0.9700412,8d51d871-c99e-445e-b480-8cdd1d85d77a,Right Foot,True,,,"[107.8, 43.2]",,High Pass,,36.973774,,,,Raúl García Escudero,6391.0,True,,,,,2,From Throw In,Ander Iturraspe Derteano,6388.0,Right Defensive Midfield,163,Athletic Club,215,['c0d6fb20-3bc6-427a-b52b-b58599a33ee0'],4,,,,,,,,,,,,,,,,Athletic Club,215,00:29:04.219,Pass,
,,,,,,,,,,,,,,,,,,2.808902,,,,,,,,,,,d53f72cc-86fe-4d65-a823-d12790a0fc16,3249,,,"[6.0, 36.0]",3825838,74,,,,,-0.5709265,,Right Foot,,,,"[55.2, 4.4]",,High Pass,,58.473927,,,,Saúl Ñíguez Esclapez,6381.0,,,,,Goal Kick,2,From Goal Kick,Jan Oblak,6378.0,Goalkeeper,164,Atlético Madrid,212,['8e6e685c-51e0-4eb3-b4bc-8da200b7b32e'],30,,,,,,,,,,,,,,,,Atlético Madrid,212,00:29:30.232,Pass,
,,,,,,,,,,,,,,,,,,0.400611,,,,,,,,,,,2577bfcd-e06d-48e0-aac3-06d0ebac4127,3251,,,"[55.2, 4.4]",3825838,74,,,,,-0.066568166,,Head,,,,"[64.2, 3.8]",,Low Pass,,9.019978,,Incomplete,,,,,,,,,2,From Goal Kick,Saúl Ñíguez Esclapez,6381.0,Left Center Midfield,164,Atlético Madrid,212,['f9f69b83-ff7d-4806-9382-e51bb08445af'],33,,,,,,,,,,,,,,,,Atlético Madrid,212,00:29:33.144,Pass,
,,,,,,,,,,,,,,,,,,0.284295,,,,,,,,,,,6be68ea3-6f33-4529-a7eb-2b6ebd3b1113,3254,,,"[63.6, 75.2]",3825838,74,,,,,0.13800602,,Right Foot,,,,"[67.2, 75.7]",,Low Pass,,3.6345563,,Incomplete,,Raúl García Escudero,6391.0,,,,,,2,From Goal Kick,Óscar de Marcos Arana,6649.0,Right Back,164,Atlético Madrid,212,"['60b601c4-25d5-4252-ba53-9663b9b7d65a', 'cc0ab59b-98c7-4a78-b1f8-1f705a8338f3']",34,,,,,,,,,,,,,,,,Athletic Club,215,00:29:34.857,Pass,
,,,,,,,,,,,,,,,,,,0.682232,,,,,,,,,,,c998a094-e5e9-4627-810c-7abec8c6e61e,3257,,,"[66.6, 2.9]",3825838,74,,,,,2.333471,,Other,,,,"[62.3, 7.4]",,Low Pass,,6.2241464,,,,Augusto Matías Fernández,19668.0,,,,,Recovery,2,From Goal Kick,Yannick Ferreira Carrasco,5633.0,Left Midfield,164,Atlético Madrid,212,['404d4989-3d15-4727-88c3-6205b939f17c'],36,,,,,,,,,,,,,,,,Atlético Madrid,212,00:29:36.020,Pass,
,,,,,,,,,,,,,,,,,,0.160993,,,,,,,,,,,edeceefd-9e38-4ae7-803f-9c14792e6a1a,3259,,,"[62.3, 7.4]",3825838,74,,,,,-0.34760687,,Right Foot,,,,"[69.2, 4.9]",,Low Pass,,7.3389373,,Incomplete,,Fernando José Torres Sanz,6382.0,,,,,,2,From Goal Kick,Augusto Matías Fernández,19668.0,Center Defensive Midfield,164,Atlético Madrid,212,"['5f3de635-ddf4-4450-8fd8-d5251bc6ac60', '688df5e8-31f9-4c5a-b69f-e3bc09ded9e6']",36,,,,,,,,,,,,,,,,Atlético Madrid,212,00:29:36.703,Pass,
,,,,,,,,,,,,,,,,,,2.50532,,,,,,,,,,,5e71617b-1d7b-4465-a771-73592a2b11f6,3263,,,"[51.6, 74.0]",3825838,74,,,,,-1.4067008,,Right Foot,,,,"[56.7, 43.2]",,High Pass,,31.219385,,,,Íñigo Lekue Martínez,6392.0,,,,,Recovery,2,Regular Play,Ander Iturraspe Derteano,6388.0,Right Defensive Midfield,165,Athletic Club,215,"['32888d76-172a-4859-94f8-7ea47ed506e9', '334d52dc-8080-4f48-8917-d331580f0b0a']",37,,,,,,,,,,,,,,,,Athletic Club,215,00:29:37.934,Pass,True
,,,,,,,,,,,,,,,,,,2.211331,,,,,,,,,,,4e51a427-059b-4178-b7b7-24575c7b826f,3265,,,"[56.7, 43.2]",3825838,74,,,,,2.413353,,Head,,,,"[37.3, 60.5]",,High Pass,,25.993269,,,,Eneko Bóveda Altube,6386.0,,,,,,2,Regular Play,Íñigo Lekue Martínez,6392.0,Left Wing,165,Athletic Club,215,['18c45513-16d5-40a9-bdd8-b788d3ba2869'],40,,,,,,,,,,,,,,,,Athletic Club,215,00:29:40.440,Pass,
,,,,,,,,,,,,,,,,,,2.239709,,,,,,,,,,,7751cb51-c8e5-44fc-bf24-ad0386015f8c,3268,,,"[35.1, 61.8]",3825838,74,,,,,-2.4511461,,Left Foot,,,,"[14.4, 44.7]",,Ground Pass,,26.84958,,,,Gorka Iraizoz Moreno,6576.0,,,,,,2,Regular Play,Eneko Bóveda Altube,6386.0,Right Center Back,165,Athletic Club,215,['1c1cb114-3826-4353-862c-3000a5aae275'],43,,,,,,,,,,,,,,,,Athletic Club,215,00:29:43.116,Pass,
,,,,,,,,,,,,,,,,,,3.890345,,,,,,,,,,,86fefeb4-c1bb-4632-9c8a-019cb0b73fb2,3270,,,"[14.4, 44.7]",3825838,74,,,,,-0.06057668,,Right Foot,,,,"[82.0, 40.6]",,High Pass,,67.72422,,Incomplete,,,,,,,,,2,Regular Play,Gorka Iraizoz Moreno,6576.0,Goalkeeper,165,Athletic Club,215,['1d9f4651-cf87-44a9-9ac6-5d932b831259'],45,,,,,,,,,,,,,,,,Athletic Club,215,00:29:45.356,Pass,
,,,,,,,,,,,,,,,,,,0.704872,,,,,,,,,,,c8a9dc57-a400-48c5-a291-aefa22e45568,3275,,,"[67.8, 45.3]",3825838,74,,,,,0.33563855,,Right Foot,,,,"[80.7, 49.8]",,Ground Pass,,13.662357,,,,Iñaki Williams Arthuer,6393.0,,,,,,2,Regular Play,Ander Iturraspe Derteano,6388.0,Right Defensive Midfield,165,Athletic Club,215,['eb0b3f07-3674-4ba3-970f-b27dd68773e9'],52,,,,,,,,,,,,,,,,Athletic Club,215,00:29:52.320,Pass,
,,,,,,,,,,,,,,,,,,1.233675,,,,,,,,,,,3d81456c-1155-450d-9e59-d7e14eb38cf5,3278,,,"[92.4, 54.7]",3825838,74,,,,,0.5611634,,Right Foot,,,,"[106.4, 63.5]",,Ground Pass,,16.536022,,,,Óscar de Marcos Arana,6649.0,,,,,,2,Regular Play,Iñaki Williams Arthuer,6393.0,Right Wing,165,Athletic Club,215,['137b0fda-6b57-4ef9-bd61-954d51b25fb1'],55,,,,,,,,,,,,,,,,Athletic Club,215,00:29:55.019,Pass,
,,,,,,,,,,,,,,,,,,0.163859,,,,,,,,,,,1289aa46-5231-4c15-8d92-07871c46c06c,3281,,,"[106.6, 63.5]",3825838,74,,,,,-1.2368512,,Right Foot,,,,"[108.3, 58.6]",,Ground Pass,,5.186521,,Incomplete,,,,,,,,,2,Regular Play,Óscar de Marcos Arana,6649.0,Right Back,165,Athletic Club,215,['52ea2f6d-b418-40ea-931e-538fc83902ab'],56,,,,,,,,,,,,,,,,Athletic Club,215,00:29:56.385,Pass,
,,,,,,,,,,,,,,,,,,0.834302,,,,,,,,,,,9fa58570-4574-4a5d-a7a2-7dfe7c19bdbf,3286,,,"[110.2, 76.7]",3825838,75,,,,,-2.0912547,,Left Foot,,,,"[100.8, 60.3]",,Low Pass,,18.90291,,,,Ander Iturraspe Derteano,6388.0,,,,,,2,Regular Play,Óscar de Marcos Arana,6649.0,Right Back,165,Athletic Club,215,"['ca88bf72-0991-4571-b39a-10be41c92e5c', 'd727ddc0-cb2d-4d94-a155-9bf3bb25f35d']",0,,,,,,,,,,,,,,,,Athletic Club,215,00:30:00.494,Pass,True
,,,,,,,,,,,,,,,,,,1.492088,,,,,,,,,,,6b2ad2c0-a8aa-4eae-98eb-262796c3053e,3293,,,"[113.4, 74.4]",3825838,75,,,,,-1.6456562,,Right Foot,True,,,"[111.3, 46.4]",,High Pass,,28.07864,,Incomplete,,,,,,,,,2,Regular Play,Óscar de Marcos Arana,6649.0,Right Back,165,Athletic Club,215,['b4a4d45a-8be2-4dc2-8024-8b4acb6142fc'],4,,,,,,,,,,,,,,,,Athletic Club,215,00:30:04.931,Pass,
,,,,,,,,,,,,,,,,,,1.361395,,,,,,,,,,,10ba48f5-dbc1-4ec6-a51a-a9bef38a9ce4,3298,,,"[96.1, 58.1]",3825838,75,,,,,-0.056676824,d678fe18-4a27-4dbc-8814-f79f28cb7031,Right Foot,,,,"[110.2, 57.3]",,Ground Pass,,14.122677,,,,Iñaki Williams Arthuer,6393.0,True,,,,,2,Regular Play,Beñat Etxebarria Urkiaga,6396.0,Left Defensive Midfield,165,Athletic Club,215,['c117aeaa-fab1-40e9-97b9-f50b429bd7f3'],12,,,,,,,,,,,,,,,,Athletic Club,215,00:30:12.615,Pass,
,,,,,,,,,,,,,,,,,,0.792732,,,,,,,,,,,360129db-40aa-4e97-bae0-2b8260ff402e,3303,,,"[108.5, 80.0]",3825838,75,,,,,-1.3734008,,,,,,"[109.8, 73.5]",,Low Pass,,6.6287255,,,,Iñaki Williams Arthuer,6393.0,,,,,Throw-in,2,From Throw In,Óscar de Marcos Arana,6649.0,Right Back,166,Athletic Club,215,['a30cdbe8-ed92-45a5-a47b-74569ae3a187'],21,,,,,,,,,,,,,,,,Athletic Club,215,00:30:21.700,Pass,
,,,,,,,,,,,,,,,,,,1.746274,,,,,,,,,,,e7a3f17b-1253-47e7-a89d-114800117995,3309,,,"[120.0, 80.0]",3825838,75,,,,,-1.7709774,,Right Foot,,,,"[113.0, 45.5]",,High Pass,,35.202984,,Incomplete,True,,,,,Outswinging,,Corner,2,From Corner,Beñat Etxebarria Urkiaga,6396.0,Left Defensive Midfield,167,Athletic Club,215,['f2c1451e-0d2f-45b6-b1fa-a927cd4829e5'],46,,,,,,,,,,,,,,,,Athletic Club,215,00:30:46.066,Pass,
,,,,,,,,,,,,,,,,,,1.88009,,,,,,,,,,,66df3bc4-3518-4b11-9732-33524b8a6b86,3317,,,"[120.0, 80.0]",3825838,76,,,,,-1.8747494,c89f29f9-8769-4a44-b34d-26a192829442,Right Foot,,,,"[108.3, 42.7]",,High Pass,,39.09194,,,True,Mikel San José Domínguez,6389.0,True,,Outswinging,,Corner,2,From Corner,Beñat Etxebarria Urkiaga,6396.0,Left Defensive Midfield,168,Athletic Club,215,['7078ebdd-469b-4026-ba31-a2459cb85b8f'],8,,,,,,,,,,,,,,,,Athletic Club,215,00:31:08.404,Pass,
,,,,,,,,,,,,,,,,,,0.798336,,,,,,,,,,,6c539ccb-0213-447a-aada-7b2930356d73,3325,,,"[111.9, 33.5]",3825838,76,,,,,-2.7849724,9e01fa50-08db-4326-a164-1138126d959b,Right Foot,,,,"[106.8, 31.6]",,Ground Pass,,5.4424257,,,,Borja Viguera Manzanares,23833.0,True,,,,,2,From Corner,Iñaki Williams Arthuer,6393.0,Right Wing,168,Athletic Club,215,"['7e7ca0b4-3b88-4073-bead-a03c7252cb40', 'eccf67ec-49ee-4482-b396-c35c414bb0f9']",13,,,,,,,,,,,,,,,,Athletic Club,215,00:31:13.170,Pass,True
,,,,,,,,,,,,,,,,,,1.564695,,,,,,,,,,,43754211-bc6d-407c-9fbb-5374dee16824,3330,,,"[120.0, 0.1]",3825838,76,,,,,1.7168803,,Right Foot,,,,"[114.1, 40.2]",,High Pass,True,40.531715,,Incomplete,,,,,True,Inswinging,,Corner,2,From Corner,Beñat Etxebarria Urkiaga,6396.0,Left Defensive Midfield,169,Athletic Club,215,['fdc938d6-de56-4f52-972b-78ad02567429'],36,,,,,,,,,,,,,,,,Athletic Club,215,00:31:36.562,Pass,
,,,,,,,,,,,,,,,,,,1.762606,,,,,,,,,,,e637f679-5d9b-4460-afdb-457ed1292486,3342,,,"[52.0, 66.9]",3825838,76,,,,,0.39729458,,Left Foot,,,,"[77.5, 77.6]",,Ground Pass,,27.653933,,,,Borja Viguera Manzanares,23833.0,,,,,,2,From Corner,Íñigo Lekue Martínez,6392.0,Left Wing,169,Athletic Club,215,['89b06164-0a1f-48da-8965-f1c44d4b9f87'],51,,,,,,,,,,,,,,,,Athletic Club,215,00:31:51.249,Pass,
,,,,,,,,,,,,,,,,,,1.653999,,,,,,,,,,,d0fd9d49-d5cf-4dc7-a80a-42553535f7b7,3345,,,"[81.3, 78.0]",3825838,76,,,,,-1.3505476,,Right Foot,,,,"[84.3, 64.6]",,Ground Pass,,13.731715,,,,Raúl García Escudero,6391.0,,,,,,2,From Corner,Borja Viguera Manzanares,23833.0,Center Forward,169,Athletic Club,215,['b1866a7f-4e02-42b6-9b9c-92b3330ff4fd'],53,,,,,,,,,,,,,,,,Athletic Club,215,00:31:53.955,Pass,
,,,,,,,,,,,,,,,,,,0.807989,,,,,,,,,,,3978f951-fbd8-4118-a88c-a1dc0e8d320d,3347,,,"[85.4, 65.0]",3825838,76,,,,,2.6135182,,Right Foot,,,,"[81.8, 67.1]",,Ground Pass,,4.167733,,,,Iñaki Williams Arthuer,6393.0,,,,,,2,From Corner,Raúl García Escudero,6391.0,Center Attacking Midfield,169,Athletic Club,215,['06e7b59a-462d-4982-bf6c-1ee1a81c6d15'],55,,,,,,,,,,,,,,,,Athletic Club,215,00:31:55.609,Pass,
,,,,,,,,,,,,,,,,,,1.017119,,,,,,,,,,,b5b96072-421e-4af1-8576-3cdd6a0fd67c,3350,,,"[92.9, 57.7]",3825838,76,,,,,-0.029620964,,Right Foot,,,,"[106.4, 57.3]",,Ground Pass,,13.505924,,,,Borja Viguera Manzanares,23833.0,,,,,,2,From Corner,Iñaki Williams Arthuer,6393.0,Right Wing,169,Athletic Club,215,['243ed397-09cf-405b-9675-5a45bbbd0871'],58,,,,,,,,,,,,,,,,Athletic Club,215,00:31:58.377,Pass,
,,,,,,,,,,,,,,,,,,3.250368,,,,,,,,,,,ffbc5052-baff-40c6-985e-1f8b392e7034,3356,,,"[14.0, 41.9]",3825838,77,,,,,-0.31051508,,Right Foot,,,,"[54.2, 29.0]",,High Pass,,42.21907,,Incomplete,,,,,,,,Recovery,2,From Corner,Juan Francisco Torres Belén,6375.0,Right Back,169,Athletic Club,215,['3c1b5bc9-3ffc-4d93-af8c-97dc3485dacd'],0,,,,,,,,,,,,,,,,Atlético Madrid,212,00:32:00.907,Pass,
