bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,da6df80b-302f-4d61-8349-e9405e32498b,1,,,3825603,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Betis,218,,0,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 6654, 'name': 'Antonio Adán Garrido'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 11634, 'name': 'Cristiano Piccini'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 12}, {'player': {'id': 6872, 'name': 'Bruno González Cabrera'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 27349, 'name': 'Heiko Westermann'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 17}, {'player': {'id': 27347, 'name': 'Juan Manuel Vargas Risco'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 11}, {'player': {'id': 24162, 'name': 'Xavier Torres Buigues'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 27346, 'name': 'Petros Matheus dos Santos Araújo'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 25}, {'player': {'id': 6651, 'name': 'Joaquín Sánchez Rodríguez'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 7}, {'player': {'id': 19724, 'name': 'Rafael van der Vaart'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 23}, {'player': {'id': 6630, 'name': 'Jorge Molina Vidal'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 19}, {'player': {'id': 6832, 'name': 'Rubén Castro Martín'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 24}]}",Real Betis,218,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,883de58e-717c-4996-a5ea-a4ee2e97fb90,2,,,3825603,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Betis,218,,0,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 27305, 'name': 'Germán Darío Lux'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 23800, 'name': 'Laureano Sanabria Ruiz'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 15}, {'player': {'id': 6869, 'name': 'Alejandro Arribas Garrido'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 14}, {'player': {'id': 6777, 'name': 'Sidnei Rechel da Silva Júnior'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 12}, {'player': {'id': 6913, 'name': 'Fernando Navarro i Corbacho'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 24234, 'name': 'Juan Domínguez Lamas'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 6733, 'name': 'Pedro Mosquera Parada'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 6728, 'name': 'Federico Nicolás Cartabia'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 17}, {'player': {'id': 5724, 'name': 'Fayçal Fajr'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 19}, {'player': {'id': 6734, 'name': 'Luis Carlos Correia Pinto'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 16}, {'player': {'id': 26288, 'name': 'Jonathan Javier Rodríguez Portillo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 20}]}",RC Deportivo La Coruña,219,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,dcddc1e0-158b-404d-b9b6-fe5ba9a07625,3,,,3825603,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Betis,218,['8ac6a1f1-d22b-463c-a070-9873a392a031'],0,,,,,,,,,,,,,,,,Real Betis,218,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,8ac6a1f1-d22b-463c-a070-9873a392a031,4,,,3825603,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Betis,218,['dcddc1e0-158b-404d-b9b6-fe5ba9a07625'],0,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,2c7433c1-d0ea-412b-a1ff-7bcea95f3e3a,1637,,,3825603,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,103,Real Betis,218,['13b26e1e-07d0-419c-8aba-d148be5d7bc1'],0,,,,,,,,,,,,,,,,Real Betis,218,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,13b26e1e-07d0-419c-8aba-d148be5d7bc1,1638,,,3825603,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,103,Real Betis,218,['2c7433c1-d0ea-412b-a1ff-7bcea95f3e3a'],0,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.276798,,,,,,,,,,,e47abd12-21a2-496b-b8b5-915a604697a8,5,,"[61.0, 40.1]",3825603,0,True,,,-1.5707964,,Right Foot,,,"[61.0, 37.9]",,Ground Pass,,2.2,,,,,Fayçal Fajr,5724.0,,,,,Kick Off,1,From Kick Off,Jonathan Javier Rodríguez Portillo,26288.0,Center Forward,2,RC Deportivo La Coruña,219,['d0334025-d854-4b06-9e03-772954d695d4'],0,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:00.624,Pass,
,,,,,,,,,,,,,,,,,1.337933,,,,,,,,,,,bf77bd7e-e43d-496f-82ed-93d4fe9c651d,7,,"[59.6, 37.7]",3825603,0,,,,2.7270858,,Left Foot,,,"[49.6, 42.1]",,Ground Pass,,10.9252,,,,,Pedro Mosquera Parada,6733.0,,,,,,1,From Kick Off,Fayçal Fajr,5724.0,Center Attacking Midfield,2,RC Deportivo La Coruña,219,['18f88059-53b0-4b8c-97cd-ce1be13c4cbd'],0,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:00.901,Pass,
,,,,,,,,,,,,,,,,,2.246454,,,,,,,,,,,3bfa0dab-e72c-4ed0-b140-6cce86531f8b,10,,"[49.0, 42.5]",3825603,0,,,,2.0880377,,Left Foot,,,"[32.9, 70.8]",,Ground Pass,,32.559177,,,,,Laureano Sanabria Ruiz,23800.0,,,,,,1,From Kick Off,Pedro Mosquera Parada,6733.0,Left Defensive Midfield,2,RC Deportivo La Coruña,219,['66aae41b-3877-43a2-814d-ac9a98e1b127'],2,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:02.787,Pass,
,,,,,,,,,,,,,,,,,1.177759,,,,,,,,,,,6d073bf3-d31a-4dc0-a018-0a18a2b8259d,12,,"[32.9, 70.8]",3825603,0,,,,-2.2292216,,Right Foot,,,"[24.7, 60.2]",,Ground Pass,,13.401492,,,,,Alejandro Arribas Garrido,6869.0,,,,,,1,From Kick Off,Laureano Sanabria Ruiz,23800.0,Right Back,2,RC Deportivo La Coruña,219,['207adbf5-5346-43e0-b9f8-766e29a19b9e'],5,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:05.034,Pass,
,,,,,,,,,,,,,,,,,2.76606,,,,,,,,,,,72f8c330-e868-438e-98e7-80d7e1eb5f67,15,,"[24.9, 60.2]",3825603,0,,,,0.12337026,,Right Foot,,,"[74.9, 66.4]",,High Pass,,50.382935,,,Incomplete,,Jonathan Javier Rodríguez Portillo,26288.0,,,,,,1,From Kick Off,Alejandro Arribas Garrido,6869.0,Right Center Back,2,RC Deportivo La Coruña,219,"['73f2f61f-7116-4a44-bbfe-55873d5ab16a', '8a36bcc1-cd1c-41e2-b359-aa2b2da5e7cc']",7,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:07.400,Pass,
,,,,,,,,,,,,,,,,,1.246115,,,,,,,,,,,73f2f61f-7116-4a44-bbfe-55873d5ab16a,17,,"[45.2, 13.7]",3825603,0,,,True,-0.37404442,,,,,"[55.9, 9.5]",,Low Pass,,11.4947815,,,Incomplete,,Petros Matheus dos Santos Araújo,27346.0,,,,,Recovery,1,From Kick Off,Heiko Westermann,27349.0,Left Center Back,2,RC Deportivo La Coruña,219,"['3052a5fb-1ddd-4256-a2aa-44e9cfee28f9', '609f5ff7-4ef1-4149-9c42-5147a6e2ea5f', '72f8c330-e868-438e-98e7-80d7e1eb5f67', 'a3a9ba7f-aa25-491b-9d95-1e847ee5861d']",10,,,,,,,,,,,,,,,,Real Betis,218,00:00:10.166,Pass,True
,,,,,,,,,,,,,,,,,1.530625,,,,,,,,,,,0a5a63ee-0eb0-4a8c-9086-40ccccbb23ac,23,,"[64.6, 55.0]",3825603,0,,,,-1.6403702,,Left Foot,,,"[62.6, 26.3]",,Ground Pass,,28.769602,,,,,Pedro Mosquera Parada,6733.0,,,,,,1,From Kick Off,Federico Nicolás Cartabia,6728.0,Right Wing,2,RC Deportivo La Coruña,219,"['883d250b-a8d8-471f-adde-b07353db0c84', '9e2f36bc-d021-46ed-9af7-74ccb6327263']",13,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:13.523,Pass,True
,,,,,,,,,,,,,,,,,1.273035,,,,,,,,,,,76b03ee8-1175-4740-ba89-364c291b9b5e,26,,"[65.2, 23.1]",3825603,0,,,,-0.8987316,,Right Foot,,,"[76.1, 9.4]",,Ground Pass,,17.507141,,,,,Luis Carlos Correia Pinto,6734.0,,,,,,1,From Kick Off,Pedro Mosquera Parada,6733.0,Left Defensive Midfield,2,RC Deportivo La Coruña,219,['339bb21b-7343-4df6-ac77-b48b4e859076'],16,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:16.203,Pass,
