50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,be7d46de-5978-4b40-8a69-957e9b3eb4f0,1,,,3825792,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,RC Deportivo La Coruña,219,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 27305, 'name': 'Germán Darío Lux'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6738, 'name': 'Juan Francisco Moreno Fuertes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 11}, {'player': {'id': 6869, 'name': 'Alejandro Arribas Garrido'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 14}, {'player': {'id': 6913, 'name': 'Fernando Navarro i Corbacho'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 6734, 'name': 'Luis Carlos Correia Pinto'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 16}, {'player': {'id': 6733, 'name': 'Pedro Mosquera Parada'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 23806, 'name': 'Alejandro Bergantiños García'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 5582, 'name': 'Celso Borges Mora'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 22}, {'player': {'id': 5724, 'name': 'Fayçal Fajr'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 19}, {'player': {'id': 7782, 'name': 'Luis Alberto Romero Alconchel'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 21}, {'player': {'id': 6732, 'name': 'Lucas Pérez Martínez'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 7}]}",RC Deportivo La Coruña,219,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,910b1bee-09b7-4ad5-9488-7b8508f17ef9,2,,,3825792,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,RC Deportivo La Coruña,219,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 8697, 'name': 'Andrés Eduardo Fernández Moreno'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 20064, 'name': 'Hugo Miguel Almeida Costa Lopes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 18}, {'player': {'id': 4498, 'name': 'Jean-Sylvain Claude Babin'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 19454, 'name': 'Ricardo Miguel Moreira da Costa'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 24}, {'player': {'id': 7158, 'name': 'Cristiano Biraghi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 3160, 'name': 'Rene Krhin'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 3292, 'name': 'Abdoulaye Doucouré'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 16}, {'player': {'id': 6680, 'name': 'Rubén Rochina Naixes'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 23}, {'player': {'id': 6918, 'name': 'Isaac Ajayi Success'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 11}, {'player': {'id': 27109, 'name': 'Youssef El-Arabi'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 6847, 'name': 'Adalberto Peñaranda Maestre'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 27}]}",Granada,1049,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,917e3d72-bec8-4872-b84f-f1717a8de089,3,,,3825792,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,RC Deportivo La Coruña,219,['8d409df3-7018-41f9-a41a-b9607eea9d7c'],0,,,,,,,,,,,,,,,,,Granada,1049,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,8d409df3-7018-41f9-a41a-b9607eea9d7c,4,,,3825792,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,RC Deportivo La Coruña,219,['917e3d72-bec8-4872-b84f-f1717a8de089'],0,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2077b1fd-90d3-4ed1-bd0b-8b1b64bedb00,1743,,,3825792,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,93,Granada,1049,['7ee36dc9-d8d6-4242-a30a-6dc7ef20cba4'],0,,,,,,,,,,,,,,,,,Granada,1049,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,7ee36dc9-d8d6-4242-a30a-6dc7ef20cba4,1744,,,3825792,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,93,Granada,1049,['2077b1fd-90d3-4ed1-bd0b-8b1b64bedb00'],0,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.668158,,,,,,,,,,,,,a7ce3dc8-0a3d-4322-8f1b-7c60458eec75,5,,"[61.0, 40.1]",3825792,0,,,,,2.06196,,Right Foot,,"[58.7, 44.4]",Ground Pass,,4.876474,,,,Luis Alberto Romero Alconchel,7782.0,,,,,,Kick Off,1,From Kick Off,Lucas Pérez Martínez,6732.0,Center Forward,2,RC Deportivo La Coruña,219,['7e88afe2-79f6-4146-a360-e4afb236f5e3'],0,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:00.201,Pass,
,,,,,,,,,,,,,,,,,0.862161,,,,,,,,,,,,,ed7239e0-dc71-44ba-a27d-802cbce2769f,8,,"[58.7, 44.9]",3825792,0,,,,,-2.927121,,Right Foot,,"[48.6, 42.7]",Ground Pass,,10.336827,,,,Pedro Mosquera Parada,6733.0,,,,,,,1,From Kick Off,Luis Alberto Romero Alconchel,7782.0,Left Wing,2,RC Deportivo La Coruña,219,['e987796d-b62b-4d40-af31-cd9903581670'],1,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:01.661,Pass,
,,,,,,,,,,,,,,,,,2.248193,,,,,,,,,,,,,c6b07c2f-c2fb-4fa0-8349-56d972ba49f0,11,,"[47.3, 41.5]",3825792,0,,,,,-1.5067441,,Left Foot,,"[49.5, 7.2]",Ground Pass,,34.370483,,,,Luis Carlos Correia Pinto,6734.0,,,,,,,1,From Kick Off,Pedro Mosquera Parada,6733.0,Center Defensive Midfield,2,RC Deportivo La Coruña,219,['d33330dc-0187-426d-beb4-ff6b8ea1d8a9'],3,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:03.394,Pass,
,,,,,,,,,,,,,,,,,1.391349,,,,,,,,,,,,,d4771d21-dfbb-4cca-97b4-602a5e0ae3b2,14,,"[49.5, 7.9]",3825792,0,,,,,2.5119474,,Left Foot,,"[35.5, 18.1]",Ground Pass,,17.321663,,,,Fernando Navarro i Corbacho,6913.0,,,,,,,1,From Kick Off,Luis Carlos Correia Pinto,6734.0,Left Back,2,RC Deportivo La Coruña,219,['d30cb462-1938-42e5-a843-db29fb88111d'],6,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:06.757,Pass,
