50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,bad54a56-39fb-4a01-ac76-21fb27cb1b81,1,,,3825844,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Athletic Club,215,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 6576, 'name': 'Gorka Iraizoz Moreno'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6386, 'name': 'Eneko Bóveda Altube'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 26087, 'name': 'Carlos Gurpegi Nausia'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 18}, {'player': {'id': 4353, 'name': 'Aymeric Laporte'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 6392, 'name': 'Íñigo Lekue Martínez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 30}, {'player': {'id': 6389, 'name': 'Mikel San José Domínguez'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 6656, 'name': 'Mikel Rico Moreno'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 17}, {'player': {'id': 6390, 'name': 'Markel Susaeta Laskurain'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 14}, {'player': {'id': 6391, 'name': 'Raúl García Escudero'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 22}, {'player': {'id': 6842, 'name': 'Iker Muniain Goñi'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 19}, {'player': {'id': 6666, 'name': 'Sabin Merino Zuloaga'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 25}]}",Athletic Club,215,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,b4092926-a1ed-4a55-9ee8-be6a587cb8bb,2,,,3825844,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Athletic Club,215,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 6654, 'name': 'Antonio Adán Garrido'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6865, 'name': 'Francisco José Molinero Calderón'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 7161, 'name': 'Germán Alejandro Pezzella'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 20}, {'player': {'id': 6872, 'name': 'Bruno González Cabrera'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 6593, 'name': 'Martín Montoya Torralbo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 5671, 'name': ""Alfred John Momar N''Diaye""}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 27346, 'name': 'Petros Matheus dos Santos Araújo'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 25}, {'player': {'id': 6651, 'name': 'Joaquín Sánchez Rodríguez'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 7}, {'player': {'id': 3601, 'name': 'Charly Musonda Junior'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 8}, {'player': {'id': 6630, 'name': 'Jorge Molina Vidal'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 19}, {'player': {'id': 6832, 'name': 'Rubén Castro Martín'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 24}]}",Real Betis,218,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,a5cd95c5-540d-4c37-961e-158bd9476677,3,,,3825844,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Athletic Club,215,['cb0deb4e-4eea-4d80-9545-4da23b278b80'],0,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,cb0deb4e-4eea-4d80-9545-4da23b278b80,4,,,3825844,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Athletic Club,215,['a5cd95c5-540d-4c37-961e-158bd9476677'],0,,,,,,,,,,,,,,,,,Real Betis,218,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,b104dcb3-5404-44a5-be61-e8f418f8c730,1894,,,3825844,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,108,Real Betis,218,['eed4b2c0-41c5-4c0d-ab96-bc860f18d300'],0,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,eed4b2c0-41c5-4c0d-ab96-bc860f18d300,1895,,,3825844,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,108,Real Betis,218,['b104dcb3-5404-44a5-be61-e8f418f8c730'],0,,,,,,,,,,,,,,,,,Real Betis,218,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.600808,,,,,,,,,,,53a82f6a-b068-42c6-827b-737f7af485e6,5,,"[61.0, 40.1]",3825844,0,,True,,,1.8925469,,Right Foot,,,,"[60.6, 41.3]",,Ground Pass,,1.264911,,,Mikel Rico Moreno,6656.0,,,,,,Kick Off,1,From Kick Off,Raúl García Escudero,6391.0,Center Attacking Midfield,2,Athletic Club,215,['de9e4270-6e86-4b57-8adb-c29f7bee5c97'],0,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:00.575,Pass,
,,,,,,,,,,,,,,,,,2.112724,,,,,,,,,,,5088d067-d26e-4c28-a537-b1c303ca7246,7,,"[60.4, 41.8]",3825844,0,,,,,-2.8704467,,Right Foot,,,,"[34.5, 34.6]",,Ground Pass,,26.88215,,,Aymeric Laporte,4353.0,,,,,,,1,From Kick Off,Mikel Rico Moreno,6656.0,Left Defensive Midfield,2,Athletic Club,215,['412b90b7-e5a0-4857-a078-153a69f9d958'],1,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:01.175,Pass,
,,,,,,,,,,,,,,,,,3.052251,,,,,,,,,,,ce7dc019-528f-4ca3-a193-71cafcf26c8c,10,,"[36.9, 36.0]",3825844,0,,,,,0.44027713,,Left Foot,,,,"[92.3, 62.1]",,High Pass,,61.240265,,,Sabin Merino Zuloaga,6666.0,,,,,,,1,From Kick Off,Aymeric Laporte,4353.0,Left Center Back,2,Athletic Club,215,['c30ed543-e505-4afb-8054-c55a9da3a03d'],4,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:04.673,Pass,
,,,,,,,,,,,,,,,,,1.535566,,,,,,,,,,,826129c0-aa9d-4172-ace4-9700049263d2,13,,"[93.6, 62.6]",3825844,0,,,,True,-0.3350831,0ad6cafd-4998-4ad5-9e1e-e07b32c858d2,,,,,"[104.8, 58.7]",,Low Pass,,11.859595,,,Markel Susaeta Laskurain,6390.0,True,,,,,,1,From Kick Off,Sabin Merino Zuloaga,6666.0,Center Forward,2,Athletic Club,215,"['24d0c524-37db-42f7-9689-47fc0e3f2e6f', '9c3af421-dc15-4b61-8103-09e34c016d99']",7,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:07.725,Pass,True
