ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,1.450658,,,,,,,,,,,bad12dda-3fcd-428e-8cf6-e41eb6365537,24,,"[73.1, 0.1]",3825900,0,,,,,2.7074568,,,,,"[51.1, 10.3]",,Low Pass,,24.249537,,,,Jorge Meré Pérez,8818.0,,,,,,Throw-in,1,From Throw In,Jonathan Rodríguez Menéndez,6581.0,Left Midfield,3,Sporting Gijón,1041,['61941945-8b49-4e55-a9f7-868037a9557d'],17,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:17.480,Pass,
,,,,,,,,,,,,,1.859467,,,,,,,,,,,371aaa86-265b-4ede-a534-241afdf59b4c,27,,"[49.2, 12.5]",3825900,0,,,,,1.816643,,Left Foot,,,"[42.4, 39.6]",,Ground Pass,,27.940115,,,,Luis Hernández Rodríguez,6561.0,,,,,,,1,From Throw In,Jorge Meré Pérez,8818.0,Left Center Back,3,Sporting Gijón,1041,['1b617984-3797-45dd-b727-5cc2ad0792c2'],20,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:20.717,Pass,
,,,,,,,,,,,,,1.625548,,,,,,,,,,,a1a9d386-be62-41ba-9bd3-e3b58afa0fd3,30,,"[42.2, 40.5]",3825900,0,,,,,-1.4431752,,Right Foot,,,"[45.1, 17.9]",,Ground Pass,,22.785303,,,,Jorge Meré Pérez,8818.0,,,,,,,1,From Throw In,Luis Hernández Rodríguez,6561.0,Right Center Back,3,Sporting Gijón,1041,['9f8dfc91-a86f-462e-9b26-76ef5739c471'],24,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:24.022,Pass,
,,,,,,,,,,,,,1.310361,,,,,,,,,,,652f12f4-ea97-4d4d-b7ca-40ae05f2a4a3,33,,"[45.9, 17.4]",3825900,0,,,,,-0.7592603,,Right Foot,,,"[61.6, 2.5]",,Ground Pass,,21.644861,,,,Ismael López Blanco,24263.0,,,,,,,1,From Throw In,Jorge Meré Pérez,8818.0,Left Center Back,3,Sporting Gijón,1041,['1eed2fb3-ed52-4bf5-84b0-890efecbce69'],25,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:25.989,Pass,
,,,,,,,,,,,,,3.965213,,,,,,,,,,,c3b1d3a4-b482-444f-b14b-60228c1a068c,37,,"[62.4, 5.8]",3825900,0,,,,,2.45047,,Left Foot,,,"[24.2, 37.4]",,Low Pass,,49.576202,,,,Iván Cuéllar Sacristán,6610.0,,,,,,,1,From Throw In,Ismael López Blanco,24263.0,Left Back,3,Sporting Gijón,1041,['c680cc98-23b6-4b3e-8c62-9f0083ae690b'],30,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:30.525,Pass,
,,,,,,,,,,,,,1.37764,,,,,,,,,,,67b5f346-505b-4737-8d18-2568414f7f02,39,,"[25.5, 38.8]",3825900,0,,,,,1.2440953,,Left Foot,,,"[29.6, 50.9]",,Ground Pass,,12.775759,,,,Luis Hernández Rodríguez,6561.0,,,,,,,1,From Throw In,Iván Cuéllar Sacristán,6610.0,Goalkeeper,3,Sporting Gijón,1041,['3a5a0270-642d-4ded-ba28-4bb4005e2648'],34,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:34.490,Pass,
,,,,,,,,,,,,,1.984467,,,,,,,,,,,3920f542-302b-42b9-898d-d5b434739bd8,42,,"[34.3, 58.1]",3825900,0,,,,,-2.3483617,,Right Foot,,,"[15.3, 38.8]",,Ground Pass,,27.083021,,,,Iván Cuéllar Sacristán,6610.0,,,,,,,1,From Throw In,Luis Hernández Rodríguez,6561.0,Right Center Back,3,Sporting Gijón,1041,['3594dc7e-0a5f-4d0d-93c6-ddc6bb6e3043'],38,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:38.576,Pass,
,,,,,,,,,,,,,3.162774,,,,,,,,,,,f5b84eef-a6a3-4eb3-9ee5-1e412df52292,46,,"[18.6, 34.2]",3825900,0,,,,,-0.3384776,,Left Foot,,,"[82.8, 11.6]",,High Pass,,68.06174,,,,Miguel Ángel Guerrero Martín,6602.0,,,,,,,1,From Throw In,Iván Cuéllar Sacristán,6610.0,Goalkeeper,3,Sporting Gijón,1041,['58e0c705-f78d-4b89-83e8-0d48370d4a2b'],43,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:43.196,Pass,
,,,,,,,,,,,,,0.777197,,,,,,,,,,,bc620dd8-5055-4250-913e-f7214e1fc03c,48,,"[82.8, 12.3]",3825900,0,,,,,-0.04030075,,Head,,,"[95.2, 11.8]",,High Pass,,12.410076,,Incomplete,,,,,,,,,,1,From Throw In,Miguel Ángel Guerrero Martín,6602.0,Left Center Forward,3,Sporting Gijón,1041,['769bbf62-0c49-4947-b8b0-13acbfedd7bc'],46,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:46.359,Pass,
,,,,,,,,,,,,,0.792004,,,,,,,,,,,769bbf62-0c49-4947-b8b0-13acbfedd7bc,49,,"[24.9, 68.3]",3825900,0,,,,,-1.4243121,,Head,,,"[25.8, 62.2]",,Low Pass,,6.166036,,,,Eric Bertrand Bailly,3324.0,,,,,,Recovery,1,Regular Play,Mario Gaspar Pérez Martínez,6772.0,Right Back,4,Villarreal,222,"['a54b9d9a-d4e7-428f-9455-dfb86f31851c', 'bc620dd8-5055-4250-913e-f7214e1fc03c']",47,,,,,,,,,,,,,,,,Villarreal,222,00:00:47.136,Pass,
,,,,,,,,,,,,,1.902921,,,,,,,,,,,072a252e-6fe5-45b0-a510-d9e73fd3647f,53,,"[21.4, 58.0]",3825900,0,,,,,-2.3604138,,Left Foot,,,"[9.5, 46.2]",,Ground Pass,,16.75858,,,,Mariano Damián Barbosa,6860.0,,,,,,,1,Regular Play,Eric Bertrand Bailly,3324.0,Right Center Back,4,Villarreal,222,"['1cf6af84-dd97-4706-a45b-ea195d919507', '4104787d-e0d5-4da2-b86f-86e037f4fdcf']",48,,,,,,,,,,,,,,,,Villarreal,222,00:00:48.904,Pass,True
,,,,,,,,,,,,,2.806743,,,,,,,,,,,81c4c2bf-1fac-4571-be87-67fffde843ce,57,,"[9.3, 44.6]",3825900,0,,,,,-0.1181212,,Right Foot,,,"[66.6, 37.8]",,High Pass,,57.70208,,Incomplete,,Leonardo Carrilho Baptistão,6761.0,,,,,,,1,Regular Play,Mariano Damián Barbosa,6860.0,Goalkeeper,4,Villarreal,222,"['481a4289-c2c1-4ff0-8148-e93d9f6c6579', 'c336afe4-cd73-4f9e-aef0-8bf993aa5eb5', 'ffee8060-7f6f-4c46-b99c-a144c6561b52']",50,,,,,,,,,,,,,,,,Villarreal,222,00:00:50.869,Pass,True
,,,,,,,,,,,,,1.068596,,,,,,,,,,,c336afe4-cd73-4f9e-aef0-8bf993aa5eb5,59,,"[53.5, 42.3]",3825900,0,,,,,-0.19321148,,Head,,,"[67.3, 39.6]",,High Pass,,14.06165,,Incomplete,,,,,,,,,Recovery,1,Regular Play,Luis Hernández Rodríguez,6561.0,Right Center Back,4,Villarreal,222,"['81c4c2bf-1fac-4571-be87-67fffde843ce', 'fdbb305a-bfbf-4386-943f-03e01f318c18']",53,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:53.676,Pass,
,,,,,,,,,,,,,2.663538,,,,,,,,,,,fdbb305a-bfbf-4386-943f-03e01f318c18,61,,"[52.8, 40.5]",3825900,0,,,,True,1.152572,,,,,"[57.2, 50.4]",,High Pass,,10.833744,,Incomplete,,Samuel García Sánchez,6783.0,,,,,,Recovery,1,Regular Play,Samuel Castillejo Azuaga,6829.0,Left Midfield,4,Villarreal,222,"['2401ec5c-4b3c-45a7-b35a-3697a56bf30a', '4b3acba8-e8c1-4593-aacd-3985cde42236', 'c336afe4-cd73-4f9e-aef0-8bf993aa5eb5', 'd442d18f-b2e5-4fae-b929-5a5a3cf118e1']",54,,,,,,,,,,,,,,,,Villarreal,222,00:00:54.744,Pass,True
,,,,,,,,,,,,,0.928314,,,,,,,,,,,f6a737bf-dc73-429a-a6b2-2c0872384821,66,,"[65.1, 23.1]",3825900,0,,,,,-2.1066077,,Right Foot,,,"[59.4, 13.5]",,Ground Pass,,11.164677,,,,Ismael López Blanco,24263.0,,,,,,,1,Regular Play,Rachid Aït-Atmane,27526.0,Left Defensive Midfield,4,Villarreal,222,['de9ac254-9767-45d3-9030-0c1c51f160ed'],59,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:59.689,Pass,
,,,,,,,,,,,,,5.614383,,,,,,,,,,,f91819ed-6a59-4701-a3e0-5165be3d5358,69,,"[68.5, 3.2]",3825900,1,,,,,0.15118133,,Left Foot,,,"[119.7, 11.0]",,High Pass,,51.790733,,Incomplete,,Jonathan Rodríguez Menéndez,6581.0,,,,,,,1,Regular Play,Ismael López Blanco,24263.0,Left Back,4,Villarreal,222,"['6c29105b-0b78-4e1b-bbda-d49ff72d749d', '93fb0f68-bf5b-4c26-bb2b-4372cf007d5f']",2,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:01:02.853,Pass,
,,,,,,,,,,,,,0.748856,,,,,,,,,,,10c5eb75-f5b5-431c-a76e-4c3140dd18b3,77,,"[115.8, 22.9]",3825900,1,,,,,1.6247978,,Left Foot,True,,"[115.0, 37.7]",,Ground Pass,,14.821606,,Incomplete,,Arnaldo Antonio Sanabria Ayala,6880.0,,,,,,,1,Regular Play,Jonathan Rodríguez Menéndez,6581.0,Left Midfield,5,Sporting Gijón,1041,"['470ab477-3701-47ce-aff1-847400450fd8', '6b6659b4-83cc-49d4-a72e-7fefd5a62ad1']",12,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:01:12.216,Pass,
,,,,,,,,,,,,,2.301099,,,,,,,,,,,8e215e2a-9d28-47e6-bc7a-b52a5c23e866,80,,"[90.4, 0.1]",3825900,1,,,,,0.9305685,,,,,"[112.3, 29.5]",,High Pass,,36.6602,,,,Arnaldo Antonio Sanabria Ayala,6880.0,,,,,,Throw-in,1,From Throw In,Rachid Aït-Atmane,27526.0,Left Defensive Midfield,6,Sporting Gijón,1041,['56bfe58c-73e9-4c0e-a90e-609973424792'],31,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:01:31.686,Pass,
,,,,,,,,,,,,,1.06776,,,,,,,,,,,74424c62-767b-424c-93a1-bd13daca341d,84,,"[116.1, 26.5]",3825900,1,,,,,1.80682,016019d8-c284-4d2e-94e1-e1bd779b862d,Left Foot,True,,"[114.2, 34.4]",,Ground Pass,,8.125269,,,,Miguel Ángel Guerrero Martín,6602.0,True,,,,,,1,From Throw In,Arnaldo Antonio Sanabria Ayala,6880.0,Right Center Forward,6,Sporting Gijón,1041,"['443afe7e-68e3-4e9c-9789-cdc3d2fc4ef0', '6848c587-a2fc-4df3-9100-e54cfdb29632']",34,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:01:34.902,Pass,True
,,,,,,,,,,,,,1.158374,,,,,,,,,,,df2230d2-b520-4255-8198-66f595c46af4,93,,"[10.3, 42.7]",3825900,1,,,,,-0.53595126,,Right Foot,,,"[26.8, 32.9]",,Low Pass,,19.190884,,,,Leonardo Carrilho Baptistão,6761.0,,,,,,,1,From Throw In,Jonathan dos Santos Ramírez,6357.0,Left Defensive Midfield,6,Sporting Gijón,1041,"['16f103a9-bcce-48b9-914d-dc618da4c65a', '1ae8d142-ad93-411f-8d2f-20931c0048ba']",38,,,,,,,,,,,,,,,,Villarreal,222,00:01:38.971,Pass,True
,,,,,,,,,,,,,1.888014,,,,,,,,,,,93342a2b-a754-4e43-9e1a-6fab03a1817a,96,,"[27.2, 32.4]",3825900,1,,,,,-2.340067,,Right Foot,,,"[21.1, 26.1]",,Ground Pass,,8.769264,,Incomplete,,Antonio Rukavina,5588.0,,,,,,,1,From Throw In,Leonardo Carrilho Baptistão,6761.0,Left Center Forward,6,Sporting Gijón,1041,"['c31c60ab-33c7-4d5e-ae41-5c55d32b769a', 'cf7298f0-1fca-4e85-b746-0aa27f7827ba']",40,,,,,,,,,,,,,,,,Villarreal,222,00:01:40.196,Pass,
,,,,,,,,,,,,,1.220484,,,,,,,,,,,e5ea6a3b-65cb-410f-8c54-569817418d8d,101,,"[116.1, 69.6]",3825900,1,,,,,-1.7603533,,Right Foot,,True,"[112.8, 52.4]",,Ground Pass,,17.513708,,Incomplete,,Miguel Ángel Guerrero Martín,6602.0,,,,,,,1,From Throw In,Sergio Álvarez Díaz,13107.0,Right Defensive Midfield,6,Sporting Gijón,1041,"['3f413770-c6eb-4b57-be77-f0e233a934ed', '488d0f9a-2a8d-4ccc-8dd1-836e5c36a3d5', '9ee51705-5dbc-4626-ad49-80bb51f2b03c']",45,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:01:45.190,Pass,True
,,,,,,,,,,,,,1.188561,,,,,,,,,,,488d0f9a-2a8d-4ccc-8dd1-836e5c36a3d5,103,,"[7.3, 27.7]",3825900,1,,,,,-0.7524431,,Left Foot,,,"[12.0, 23.3]",,Ground Pass,,6.4381676,,,,Samuel Castillejo Azuaga,6829.0,,,,,,Interception,1,From Throw In,Jonathan dos Santos Ramírez,6357.0,Left Defensive Midfield,6,Sporting Gijón,1041,"['b995b994-fb2f-473b-89d3-08d3c4ce9661', 'e5ea6a3b-65cb-410f-8c54-569817418d8d']",46,,,,,,,,,,,,,,,,Villarreal,222,00:01:46.410,Pass,
,,,,,,,,,,,,,3.05676,,,,,,,,,,,0c29f74e-7ae0-4787-9854-6cd47d24bced,106,,"[19.9, 23.1]",3825900,1,,,,,0.7540183,,Left Foot,,,"[54.4, 55.5]",,Low Pass,,47.328743,,Incomplete,,Samuel García Sánchez,6783.0,,,,,,,1,From Throw In,Samuel Castillejo Azuaga,6829.0,Left Midfield,6,Sporting Gijón,1041,"['52dc4031-c4e5-41b3-ab8f-275b2a150e03', '7d1bc8dd-ee50-464c-9afe-62b5328aafed']",48,,,,,,,,,,,,,,,,Villarreal,222,00:01:48.782,Pass,
,,,,,,,,,,,,,0.682645,,,,,,,,,,,5446e513-2da8-4851-be07-578d97b6d980,110,,"[70.2, 13.0]",3825900,1,,,,,0.012577953,,Left Foot,,,"[86.1, 13.2]",,Ground Pass,,15.9012575,,Incomplete,,Arnaldo Antonio Sanabria Ayala,6880.0,,,,,,,1,From Throw In,Ismael López Blanco,24263.0,Left Back,6,Sporting Gijón,1041,"['4ea17e91-636f-493f-8bd0-424e10cc2562', '9db61224-0038-462c-8a97-1513e1bdf78e']",55,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:01:55.410,Pass,
,,,,,,,,,,,,,1.42256,,,,,,,,,,,f4b11099-1554-485d-bcf8-e6672f43c6ac,114,,"[35.9, 64.4]",3825900,1,,,,,-0.9816522,,Right Foot,,,"[49.4, 44.2]",,Ground Pass,,24.295885,,,,Leonardo Carrilho Baptistão,6761.0,,,,,,,1,Regular Play,Mario Gaspar Pérez Martínez,6772.0,Right Back,7,Villarreal,222,['c8f898c7-ad17-4365-b7b6-3c10325b28bf'],57,,,,,,,,,,,,,,,,Villarreal,222,00:01:57.739,Pass,
,,,,,,,,,,,,,0.66912,,,,,,,,,,,e858f9f2-9d76-4884-bbee-78394b95580b,118,,"[52.4, 46.5]",3825900,2,,,,,0.37185606,,Right Foot,,,"[62.4, 50.4]",,Ground Pass,,10.733592,,,,Samuel García Sánchez,6783.0,,,,,,,1,Regular Play,Leonardo Carrilho Baptistão,6761.0,Left Center Forward,7,Villarreal,222,"['366624d5-3a8b-400e-928c-10ad69f25def', 'addfd227-e0da-4f67-a7c8-bb4909b13aa1']",0,,,,,,,,,,,,,,,,Villarreal,222,00:02:00.526,Pass,True
,,,,,,,,,,,,,1.44498,,,,,,,,,,,acc79094-8b1a-47f2-92b6-ad9bec1046fa,121,,"[62.4, 50.4]",3825900,2,,,,,-1.4912543,,Right Foot,,,"[63.5, 36.6]",,Ground Pass,,13.843771,,Incomplete,,Leonardo Carrilho Baptistão,6761.0,,,,,,,1,Regular Play,Samuel García Sánchez,6783.0,Right Center Forward,7,Villarreal,222,"['5eb704ae-e0ca-473a-99f5-b3b5575a7a38', 'c9d15999-e666-475e-8f6c-0892662e0bc7']",1,,,,,,,,,,,,,,,,Villarreal,222,00:02:01.284,Pass,
,,,,,,,,,,,,,2.728133,,,,,,,,,,,c9d15999-e666-475e-8f6c-0892662e0bc7,124,,"[56.6, 43.5]",3825900,2,,,,,-0.5813802,,Right Foot,,,"[95.1, 18.2]",,High Pass,,46.068863,,Incomplete,,Arnaldo Antonio Sanabria Ayala,6880.0,,,,,,Recovery,1,Regular Play,Alberto Lora Ramos,26633.0,Right Back,7,Villarreal,222,"['1b058dda-9f7d-4026-8dcc-6db50ead08fe', '1c80f5d8-74c5-41b1-bd66-5f210026440f', 'acc79094-8b1a-47f2-92b6-ad9bec1046fa', 'e970d77a-1bd5-438f-ad48-8d78d8717ac0']",2,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:02:02.729,Pass,True
,,,,,,,,,,,,,2.288828,,,,,,,,,,,1c80f5d8-74c5-41b1-bd66-5f210026440f,127,,"[25.0, 61.9]",3825900,2,,,,,-2.5899377,,Left Foot,,,"[8.1, 51.5]",,Ground Pass,,19.84364,,,,Mariano Damián Barbosa,6860.0,,,,,,Recovery,1,Regular Play,Mario Gaspar Pérez Martínez,6772.0,Right Back,7,Villarreal,222,"['af7cee17-49cc-4c31-aef7-0aff3be515c0', 'c9d15999-e666-475e-8f6c-0892662e0bc7', 'e45666a7-319d-4dfe-8e3d-3104793181a1']",5,,,,,,,,,,,,,,,,Villarreal,222,00:02:05.457,Pass,True
