ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.578778,,,,,,,,,,,98e1cf25-1cb8-429c-a3e7-eb6422d011cf,18,,"[87.9, 69.6]",3825666,0,,,,,1.4374461,,Right Foot,,,,"[89.0, 77.8]",Ground Pass,,8.273452,,,Jesús Gámez Duarte,4788.0,,,,,,1,From Throw In,Antoine Griezmann,5487.0,Right Wing,3,Atlético Madrid,212,['b4a4fa89-5580-41e0-8fdf-1942867f36f3'],22,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:22.380,Pass,
,,,,,,,,,,,,,,,,1.673733,,,,,,,,,,,9005d516-b5a2-43a6-83c5-bdbdc4453ce1,22,,"[88.8, 80.0]",3825666,0,,,,,-1.4625257,,Right Foot,,,,"[91.3, 57.0]",Ground Pass,,23.135471,,,Jorge Resurrección Merodio,5199.0,,,,,,1,From Throw In,Jesús Gámez Duarte,4788.0,Right Back,3,Atlético Madrid,212,"['3c3ca476-aa09-4c9a-9c6d-5df72c4ce13f', '9a5e2640-5fb8-457b-9cf3-7f69dc230102']",23,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:23.107,Pass,True
,,,,,,,,,,,,,,,,1.093242,,,,,,,,,,,c1b7bf86-01f2-45ff-bc97-d3042ecd9948,25,,"[91.3, 57.0]",3825666,0,,,,,0.4691877,,Right Foot,,,,"[105.7, 64.3]",Ground Pass,,16.144659,,,Antoine Griezmann,5487.0,,,,,,1,From Throw In,Jorge Resurrección Merodio,5199.0,Left Center Midfield,3,Atlético Madrid,212,['78b325a6-a956-4d02-ab60-f796c256cf05'],24,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:24.838,Pass,
,,,,,,,,,,,,,,,,1.35897,,,,,,,,,,,cb78a789-284a-4524-82d3-b08931b04a7c,31,,"[103.9, 60.4]",3825666,0,,,,,3.0309355,,Left Foot,,,True,"[94.0, 61.5]",Ground Pass,,9.960923,,,Gabriel Fernández Arenas,6384.0,,,,,,1,From Throw In,Antoine Griezmann,5487.0,Right Wing,3,Atlético Madrid,212,['7ace202e-d9c1-4d34-8dc8-bffae0213dea'],27,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:27.634,Pass,
,,,,,,,,,,,,,,,,1.491355,,,,,,,,,,,89b97b8a-fcf7-4f25-b4b7-7f32dfc08d9e,34,,"[94.0, 61.5]",3825666,0,,,,,0.5368029,,Right Foot,,,,"[110.3, 71.2]",Ground Pass,,18.967867,,,Jesús Gámez Duarte,4788.0,,,,,,1,From Throw In,Gabriel Fernández Arenas,6384.0,Right Center Midfield,3,Atlético Madrid,212,['289be0a3-bb1a-4f47-9f75-d2e5c4d2545d'],29,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:29.089,Pass,
,,,,,,,,,,,,,,,,1.64532,,,,,,,,,,,4dc041e5-49ea-42cc-aed8-17f53c9011f3,37,,"[110.3, 71.2]",3825666,0,,,,,-1.7521719,,Right Foot,True,,,"[105.0, 42.3]",High Pass,,29.381968,,,Jorge Resurrección Merodio,5199.0,,,,,,1,From Throw In,Jesús Gámez Duarte,4788.0,Right Back,3,Atlético Madrid,212,['f38a41c7-cbf6-4c54-ae74-418ecfa550a3'],30,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:30.662,Pass,
,,,,,,,,,,,,,,,,0.833538,,,,,,,,,,,fc8b561a-1713-4904-a849-90bfe4b3b5a8,41,,"[102.5, 41.8]",3825666,0,,,,,-3.0251012,,Right Foot,,,,"[93.1, 40.7]",Ground Pass,,9.464143,,,Tiago Cardoso Mendes,20669.0,,,,,,1,From Throw In,Jorge Resurrección Merodio,5199.0,Left Center Midfield,3,Atlético Madrid,212,"['8a4f54a7-5143-4e47-8fa9-c35efb55a20b', 'cf1d15d3-8d66-4dd2-bd8a-d09a9bbbced1']",33,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:33.300,Pass,True
,,,,,,,,,,,,,,,,2.88426,,,,,,,,,,,18cb8737-a927-4289-a87c-80307d2fe2ab,44,,"[93.1, 40.7]",3825666,0,,,,,-1.4635174,,Right Foot,,,,"[95.2, 21.2]",Ground Pass,,19.612751,,,Filipe Luís Kasmirski,6320.0,,,,,,1,From Throw In,Tiago Cardoso Mendes,20669.0,Center Defensive Midfield,3,Atlético Madrid,212,['cdec42b9-684e-40e9-a144-0014452c2586'],34,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:34.214,Pass,
,,,,,,,,,,,,,,,,0.573076,,,,,,,,,,,f6320718-c99d-46f0-95b5-e85a259539c5,47,,"[98.6, 22.8]",3825666,0,,,,,0.9613378,,Left Foot,,,,"[102.3, 28.1]",Ground Pass,,6.463745,,,Jorge Resurrección Merodio,5199.0,,,,,,1,From Throw In,Filipe Luís Kasmirski,6320.0,Left Back,3,Atlético Madrid,212,['753f16ae-5384-4e14-95cb-9a4092a86136'],39,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:39.272,Pass,
,,,,,,,,,,,,,,,,1.387493,,,,,,,,,,,4a830c0d-1040-4765-b7ef-b34b19e6a9cb,50,,"[102.3, 28.1]",3825666,0,,,,,-0.59933996,,Left Foot,,,,"[112.4, 21.2]",Ground Pass,,12.231925,Incomplete,,Filipe Luís Kasmirski,6320.0,,,,,,1,From Throw In,Jorge Resurrección Merodio,5199.0,Left Center Midfield,3,Atlético Madrid,212,"['28881a88-afef-435f-b85b-9f11f9a0e5ab', 'd47f6e4f-a589-410f-b155-6e36e3c8532d']",39,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:39.885,Pass,
,,,,,,,,,,,,,,,,0.868754,,,,,,,,,,,ce3fbabb-7982-41ae-8aeb-a3210c87fb2d,54,,"[105.0, 0.1]",3825666,0,,,,,2.0947156,,,,,,"[99.8, 9.1]",Low Pass,,10.394229,,,Jorge Resurrección Merodio,5199.0,,,,,Throw-in,1,From Throw In,Filipe Luís Kasmirski,6320.0,Left Back,4,Atlético Madrid,212,['61999a3f-3f0d-4fdf-a3c1-3783f1a9a8cb'],47,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:47.118,Pass,
,,,,,,,,,,,,,,,,0.683319,,,,,,,,,,,53492fc6-48cc-45b2-ad91-880459cf4760,58,,"[99.1, 4.5]",3825666,0,,,,,1.0996301,,Right Foot,,,,"[101.8, 9.8]",Ground Pass,,5.948109,,,Yannick Ferreira Carrasco,5633.0,,,,,,1,From Throw In,Jorge Resurrección Merodio,5199.0,Left Center Midfield,4,Atlético Madrid,212,"['06561377-44ee-415f-99ad-27c16c569d1c', 'e3278ff2-82ad-4a14-a981-4ba3856c1f4a']",49,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:49.351,Pass,True
,,,,,,,,,,,,,,,,1.476714,,,,,,,,,,,2556e4a7-820e-407e-a1b5-d0476f32281a,61,,"[102.3, 10.5]",3825666,0,,,,,-0.49461117,,Right Foot,,,,"[111.2, 5.7]",Ground Pass,,10.111875,,,Filipe Luís Kasmirski,6320.0,,,,,,1,From Throw In,Yannick Ferreira Carrasco,5633.0,Left Wing,4,Atlético Madrid,212,['3dde049c-5f8f-4716-b046-b13fe6c54252'],50,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:50.074,Pass,
,,,,,,,,,,,,,,,,1.149854,,,,,,,,,,,9518054f-bce3-4d6d-9b4f-c290edcae73f,65,,"[112.1, 6.4]",3825666,0,,,,,1.8969522,,Left Foot,,,,"[109.8, 13.2]",Ground Pass,,7.17844,Incomplete,,Yannick Ferreira Carrasco,5633.0,,,,,,1,From Throw In,Filipe Luís Kasmirski,6320.0,Left Back,4,Atlético Madrid,212,"['1486a212-cedf-479f-a38a-76f18cf49e57', '2cadf00e-632c-48dc-8a1e-20a11fa75002', 'a644afaf-d4d1-4dad-aadc-da4251d0a36d']",51,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:51.684,Pass,True
,,,,,,,,,,,,,,,,1.486591,,,,,,,,,,,464f1564-1943-46ba-8451-61aaab7f495b,72,,"[120.0, 0.1]",3825666,1,,,,,1.6224744,,Right Foot,,,,"[117.9, 40.7]",High Pass,True,40.654274,Incomplete,,,,,True,Inswinging,,Corner,1,From Corner,Jorge Resurrección Merodio,5199.0,Left Center Midfield,6,Atlético Madrid,212,['8fbe3111-3552-4b39-9d06-6ae43a8bedfe'],11,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:11.064,Pass,
,,,,,,,,,,,,,,,,3.461935,,,,,,,,,,,87a4ce3f-8b44-4af0-b3e2-3ba6c1dc96e2,75,,"[17.4, 37.3]",3825666,1,,,,,-0.3240389,,Drop Kick,,,,"[69.8, 19.7]",High Pass,,55.27676,,,Álvaro Cejudo Carmona,26723.0,,,,,,1,From Keeper,Antonio Adán Garrido,6654.0,Goalkeeper,7,Real Betis,218,['c2c9fc56-c9c2-47a3-86c1-7502f3e3d5c0'],17,,,,,,,,,,,,,,,,,Real Betis,218,00:01:17.129,Pass,
,,,,,,,,,,,,,,,,2.22262,,,,,,,,,,,6cf5cc5a-b39e-4fed-a393-00e8944423f4,85,,"[31.8, 76.7]",3825666,1,,,,,-0.16018769,,Right Foot,,,,"[77.6, 69.3]",High Pass,,46.393967,Incomplete,,,,,,,,Free Kick,1,From Free Kick,Stefan Savić,6376.0,Right Center Back,8,Atlético Madrid,212,['bf59727a-c25a-4b18-bd5a-5c9dfcddd167'],54,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:54.456,Pass,
,,,,,,,,,,,,,,,,1.774756,,,,,,,,,,,bf59727a-c25a-4b18-bd5a-5c9dfcddd167,86,,"[42.5, 10.8]",3825666,1,,,,,0.03721685,,Head,,,,"[61.3, 11.5]",High Pass,,18.813028,,,Didier Digard,27345.0,,,,,Recovery,1,Regular Play,Xavier Torres Buigues,24162.0,Right Center Midfield,9,Real Betis,218,"['4680d57c-e634-4ca3-9795-1e8e239a26ac', '6cf5cc5a-b39e-4fed-a393-00e8944423f4']",56,,,,,,,,,,,,,,,,,Real Betis,218,00:01:56.678,Pass,
,,,,,,,,,,,,,,,,2.049066,,,,,,,,,,,aedbf73d-0236-4d77-866b-bc09208495d0,88,,"[61.3, 11.5]",3825666,1,,,,,0.793272,,Head,,,,"[73.9, 24.3]",Low Pass,,17.96107,Incomplete,,Rubén Castro Martín,6832.0,,,,,,1,Regular Play,Didier Digard,27345.0,Center Attacking Midfield,9,Real Betis,218,"['1c1e73e9-a927-47b1-a056-dd41bdd2e35e', 'f8b68196-0f3e-48a8-ba92-ed552ef2f453']",58,,,,,,,,,,,,,,,,,Real Betis,218,00:01:58.493,Pass,
,,,,,,,,,,,,,,,,5.019061,,,,,,,,,,,1c1e73e9-a927-47b1-a056-dd41bdd2e35e,90,,"[46.2, 55.8]",3825666,2,,,,,-0.21640468,,Right Foot,,,,"[111.7, 41.4]",High Pass,,67.064224,Incomplete,,,,,,,,Recovery,1,Regular Play,Diego Roberto Godín Leal,5249.0,Left Center Back,9,Real Betis,218,"['9c49c3a7-dbf4-4372-815a-21cfda9ddd7b', 'aedbf73d-0236-4d77-866b-bc09208495d0']",0,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:02:00.542,Pass,
,,,,,,,,,,,,,,,,1.207717,,,,,,,,,,,0aa8e49c-d5ad-4446-9fd2-b0b1386cb3b6,92,,"[11.9, 42.8]",3825666,2,,True,,,0.9790202,,Right Foot,,,,"[20.1, 55.0]",Ground Pass,,14.69966,,,Bruno González Cabrera,6872.0,,,,,,1,Regular Play,Antonio Adán Garrido,6654.0,Goalkeeper,9,Real Betis,218,['959de0ab-3b46-48fa-a943-85bb34db86e7'],9,,,,,,,,,,,,,,,,,Real Betis,218,00:02:09.980,Pass,
,,,,,,,,,,,,,,,,2.037315,,,,,,,,,,,14a5fbbf-92e3-472e-838b-9adc1f37476b,94,,"[28.8, 58.6]",3825666,2,,,,,0.08268399,,Right Foot,,,,"[65.0, 61.6]",High Pass,,36.324097,,,Joaquín Sánchez Rodríguez,6651.0,,,,,,1,Regular Play,Bruno González Cabrera,6872.0,Right Center Back,9,Real Betis,218,['de1aa307-423e-406d-bd67-c21bc7f05b74'],12,,,,,,,,,,,,,,,,,Real Betis,218,00:02:12.829,Pass,
,,,,,,,,,,,,,,,,1.24526,,,,,,,,,,,934f4769-e556-44f0-bf67-d03bedd12f96,96,,"[65.0, 61.6]",3825666,2,,,,,-0.03173537,,Head,,,,"[77.6, 61.2]",High Pass,,12.606348,Incomplete,,Rubén Castro Martín,6832.0,,,,,,1,Regular Play,Joaquín Sánchez Rodríguez,6651.0,Right Wing,9,Real Betis,218,"['2452c2a5-8f6b-4ef9-8a8f-1935fc1f13d6', 'a4b185d0-2a87-469a-bd2d-750c67f559a4']",14,,,,,,,,,,,,,,,,,Real Betis,218,00:02:14.907,Pass,
,,,,,,,,,,,,,,,,0.71505,,,,,,,,,,,2452c2a5-8f6b-4ef9-8a8f-1935fc1f13d6,98,,"[42.5, 18.9]",3825666,2,,,,,0.79314995,,Right Foot,,,,"[48.9, 25.4]",Low Pass,,9.121951,,,Tiago Cardoso Mendes,20669.0,,,,,Recovery,1,Regular Play,Diego Roberto Godín Leal,5249.0,Left Center Back,9,Real Betis,218,"['934f4769-e556-44f0-bf67-d03bedd12f96', 'c03096e7-e28b-4152-9a2b-8dd72bc884ac']",16,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:02:16.152,Pass,
,,,,,,,,,,,,,,,,0.155975,,,,,,,,,,,14b29ba6-d194-4c01-bbb9-7a426c624552,101,,"[48.9, 25.4]",3825666,2,,,,,0.19739556,,Right Foot,,,,"[51.9, 26.0]",Low Pass,,3.0594118,Incomplete,,,,,,,,,1,Regular Play,Tiago Cardoso Mendes,20669.0,Center Defensive Midfield,9,Real Betis,218,['8cd02079-fe2f-4e73-ad3b-a2bcff964c21'],16,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:02:16.907,Pass,
,,,,,,,,,,,,,,,,0.57059,,,,,,,,,,,ab99620b-c47d-43fb-aa8d-a0ffad0929f9,103,,"[61.6, 74.2]",3825666,2,,,,,0.23171684,,Right Foot,,,,"[70.5, 76.3]",Ground Pass,,9.144397,,,Rubén Castro Martín,6832.0,,,,,Recovery,1,Regular Play,Joaquín Sánchez Rodríguez,6651.0,Right Wing,9,Real Betis,218,['c86b207c-da84-4163-982e-bffe678e91ec'],19,,,,,,,,,,,,,,,,,Real Betis,218,00:02:19.450,Pass,
,,,,,,,,,,,,,,,,1.16816,,,,,,,,,,,3de36c09-b4f0-4352-8959-06d7a0953241,106,,"[70.5, 76.3]",3825666,2,,,,,3.1415927,,Right Foot,,,,"[57.4, 76.3]",Ground Pass,,13.1,,,Joaquín Sánchez Rodríguez,6651.0,,,,,,1,Regular Play,Rubén Castro Martín,6832.0,Center Forward,9,Real Betis,218,['524ca6da-e7b0-413a-8d13-948dd155baca'],21,,,,,,,,,,,,,,,,,Real Betis,218,00:02:21.075,Pass,
,,,,,,,,,,,,,,,,1.77203,,,,,,,,,,,1e9a7e28-fa07-4dfe-b84a-f4b6d054a020,110,,"[56.5, 74.9]",3825666,2,,,,,-2.6025486,,Right Foot,,,,"[45.8, 68.5]",Ground Pass,,12.467959,,,Cristiano Piccini,11634.0,,,,,,1,Regular Play,Joaquín Sánchez Rodríguez,6651.0,Right Wing,9,Real Betis,218,"['9c2dce32-9e0d-480f-a6a1-5e3345da894c', 'a2ab891e-555b-4e4b-9c80-2f45bdee3b5b']",22,,,,,,,,,,,,,,,,,Real Betis,218,00:02:22.934,Pass,True
,,,,,,,,,,,,,,,,3.046848,,,,,,,,,,,ced9bb11-b3b4-4aa7-9c59-67f1d4b3a308,113,,"[40.9, 67.1]",3825666,2,,,,,-2.4169562,,Right Foot,,,,"[13.0, 42.4]",Ground Pass,,37.26258,,,Antonio Adán Garrido,6654.0,,,,,,1,Regular Play,Cristiano Piccini,11634.0,Right Back,9,Real Betis,218,['bf142d07-5c10-45bc-bbc4-00c6d6c486a3'],25,,,,,,,,,,,,,,,,,Real Betis,218,00:02:25.197,Pass,
,,,,,,,,,,,,,,,,3.027595,,,,,,,,,,,49dd193a-a2fb-4c96-816c-32f23f9feb21,116,,"[14.6, 41.0]",3825666,2,,,,,-0.38549387,,Left Foot,,,,"[76.7, 15.8]",High Pass,,67.01828,Incomplete,,Álvaro Cejudo Carmona,26723.0,,,,,,1,Regular Play,Antonio Adán Garrido,6654.0,Goalkeeper,9,Real Betis,218,"['26b27a2e-67c1-49d3-b356-16a2eb7f5bd3', '2e6ae432-2ca1-4f26-aeb7-acb20f890d9a']",31,,,,,,,,,,,,,,,,,Real Betis,218,00:02:31.273,Pass,
,,,,,,,,,,,,,,,,3.514121,,,,,,,,,,,26b27a2e-67c1-49d3-b356-16a2eb7f5bd3,119,,"[43.4, 64.3]",3825666,2,,,,True,2.3453646,,,,,,"[29.7, 78.3]",High Pass,,19.588007,,,Stefan Savić,6376.0,,,,,Recovery,1,Regular Play,Jesús Gámez Duarte,4788.0,Right Back,9,Real Betis,218,"['3a289aaa-6e88-4a40-be56-713a275c133e', '49dd193a-a2fb-4c96-816c-32f23f9feb21', '8f0539fe-3206-4bb6-97b6-6b2a29d966a6']",34,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:02:34.300,Pass,True
,,,,,,,,,,,,,,,,2.338643,,,,,,,,,,,1914e763-2fe0-4624-af50-f5d181372d3f,121,,"[29.7, 78.3]",3825666,2,,,,,-0.24127954,,Right Foot,,,,"[67.9, 68.9]",High Pass,,39.339546,Incomplete,,,,,,,,,1,Regular Play,Stefan Savić,6376.0,Right Center Back,9,Real Betis,218,['72087482-a286-4a71-93a3-958c93750f9f'],37,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:02:37.814,Pass,
