ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.70121,,,,,,,,,,,,,,,,17e71064-d60d-4b04-aca1-3cb6e99e5ada,17,,"[32.1, 31.4]",3825718,0,,,,,1.502355,,Right Foot,,,"[33.8, 56.2]",,Ground Pass,,24.858198,,,,Sergio Ramos García,5201.0,,,,,,,1,From Kick Off,Kléper Laveran Lima Ferreira,20016.0,Right Center Back,2,Real Madrid,220,['f40591e0-8463-4a3a-9ff4-e08a4450b58c'],8,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:08.658,Pass,
,,,,,,,,,,,,,,,,0.80452,,,,,,,,,,,,,,,,178e37da-b081-4366-a199-085dcdc24cba,21,,"[36.0, 63.7]",3825718,0,,,,,1.2360595,,Right Foot,,,"[40.0, 75.2]",,Ground Pass,,12.175796,,,,Luka Modrić,5463.0,,,,,,,1,From Kick Off,Sergio Ramos García,5201.0,Left Center Back,2,Real Madrid,220,"['298ec705-2e96-489f-a024-3dcf35b8f0ef', 'c6ab5694-4ecf-4645-b25b-616400320d52']",12,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:12.247,Pass,True
,,,,,,,,,,,,,,,,1.197019,,,,,,,,,,,,,,,,697185f9-b605-42d2-933c-8a225bb05469,25,,"[41.5, 78.7]",3825718,0,,,,,-0.09406123,,Right Foot,,,"[57.4, 77.2]",,Ground Pass,,15.970598,,,,Danilo Luiz da Silva,3063.0,,,,,,,1,From Kick Off,Luka Modrić,5463.0,Right Center Midfield,2,Real Madrid,220,"['5867672b-f43f-4cf9-b4fd-dc3702aa66f4', 'c0160236-c456-450b-826f-40dda5e25403']",14,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:14.417,Pass,True
,,,,,,,,,,,,,,,,0.296931,,,,,,,,,,,,,,,,636a122e-9928-4160-9064-5cfdc8219274,29,,"[48.6, 78.9]",3825718,0,,,,,0.09966865,,Right Foot,,,"[54.6, 79.5]",,Ground Pass,,6.0299253,,Incomplete,,Gareth Frank Bale,6399.0,,,,,,,1,From Kick Off,Danilo Luiz da Silva,3063.0,Right Back,2,Real Madrid,220,"['a24261c8-de98-49af-b126-1791c2c8b27c', 'd36dd15b-a0a9-4469-8c72-907130d89fff', 'dc882130-2d70-4fcb-9b37-45cfc2f149b1']",18,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:18.256,Pass,True
,,,,,,,,,,,,,,,,1.122027,,,,,,,,,,,,,,,,db7e5137-3c91-4b1d-8f1e-d9eecfc1f87d,32,,"[64.0, 13.2]",3825718,0,,,,,-2.8691294,,Right Foot,,,"[57.2, 11.3]",,Ground Pass,,7.0604534,,,,Daniel Parejo Muñoz,6595.0,,,,,,Recovery,1,Regular Play,André Filipe Tavares Gomes,10802.0,Right Center Midfield,3,Valencia,207,['9146cedd-6bfd-4e1c-b0fc-085215fa60d3'],20,,,,,,,,,,,,,,,,,,Valencia,207,00:00:20.252,Pass,
,,,,,,,,,,,,,,,,1.395608,,,,,,,,,,,,,,,,b7ea9717-74f8-4fd8-8bc2-982a79165a41,35,,"[53.5, 19.0]",3825718,0,,,,,3.0494628,,Right Foot,,,"[35.1, 20.7]",,Ground Pass,,18.478365,,,,Aymen Abdennour,4406.0,,,,,,,1,Regular Play,Daniel Parejo Muñoz,6595.0,Center Defensive Midfield,3,Valencia,207,['a416a98c-f679-4452-9eb0-1a3117bc8419'],23,,,,,,,,,,,,,,,,,,Valencia,207,00:00:23.104,Pass,
,,,,,,,,,,,,,,,,1.110878,,,,,,,,,,,,,,,,12954d1e-60dc-464b-bdc4-643ea83d1828,38,,"[36.0, 18.5]",3825718,0,,,,,-1.1430614,,Right Foot,,,"[42.2, 4.9]",,Ground Pass,,14.946571,,,,Lucas Alfonso Orbán Alegre,27480.0,,,,,,,1,Regular Play,Aymen Abdennour,4406.0,Left Center Back,3,Valencia,207,['f08150be-dcc4-4120-8491-d0cc02ced99e'],27,,,,,,,,,,,,,,,,,,Valencia,207,00:00:27.266,Pass,
,,,,,,,,,,,,,,,,3.87708,,,,,,,,,,,,,,,,3431663a-1471-488d-924a-06f446211777,41,,"[34.7, 7.0]",3825718,0,,,,,2.393071,,Right Foot,,,"[8.0, 31.8]",,Ground Pass,,36.440773,,,,Jaume Doménech Sánchez,6898.0,,,,,,,1,Regular Play,Lucas Alfonso Orbán Alegre,27480.0,Left Back,3,Valencia,207,['5be7c4c8-bd30-44fd-99f8-0ca48406d75f'],29,,,,,,,,,,,,,,,,,,Valencia,207,00:00:29.607,Pass,
,,,,,,,,,,,,,,,,3.693095,,,,,,,,,,,,,,,,d3372e63-8b72-4482-a05f-19c9fd2bc290,44,,"[8.6, 36.5]",3825718,0,,,,,0.018769126,,Right Foot,,,"[67.2, 37.6]",,High Pass,,58.610325,,Incomplete,,Francisco Alcácer García,6402.0,,,,,,,1,Regular Play,Jaume Doménech Sánchez,6898.0,Goalkeeper,3,Valencia,207,"['16375e36-f5e6-4469-8895-68fe5929ce0a', '348b9d11-41fa-4387-a310-88b627a01a2a']",33,,,,,,,,,,,,,,,,,,Valencia,207,00:00:33.591,Pass,
,,,,,,,,,,,,,,,,1.718241,,,,,,,,,,,,,,,,348b9d11-41fa-4387-a310-88b627a01a2a,47,,"[52.9, 42.5]",3825718,0,,,,True,0.6409566,,,,,"[65.5, 51.9]",,High Pass,,15.720051,,Incomplete,,,,,,,,,Recovery,1,Regular Play,Kléper Laveran Lima Ferreira,20016.0,Right Center Back,3,Valencia,207,"['123def0c-c2aa-439e-9ffe-8eb622001a4c', '79ad93d9-ec71-4e74-98b0-190fd415d5ff', 'd3372e63-8b72-4482-a05f-19c9fd2bc290']",37,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:37.284,Pass,True
,,,,,,,,,,,,,,,,1.082994,,,,,,,,,,,,,,,,bdba493f-d37b-46d0-b986-cc90cbe376f6,50,,"[64.0, 40.0]",3825718,0,,,,,2.55359,,Right Foot,,,"[58.0, 44.0]",,Ground Pass,,7.2111025,,,,Luka Modrić,5463.0,,,,,,Recovery,1,Regular Play,Toni Kroos,5574.0,Center Defensive Midfield,4,Real Madrid,220,"['84ab82a4-c20d-4077-b7e1-774879284a95', 'a2fceab8-d8f5-44a5-a124-9cb51461e427']",40,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:40.765,Pass,True
,,,,,,,,,,,,,,,,0.821097,,,,,,,,,,,,,,,,0f6aa178-0fa6-45ef-9d71-05d346decfe6,53,,"[57.8, 26.3]",3825718,0,,,,,0.20788993,,Right Foot,,,"[70.6, 29.0]",,Low Pass,,13.081667,,,,Cristiano Ronaldo dos Santos Aveiro,5207.0,,,,,,,1,Regular Play,Luka Modrić,5463.0,Right Center Midfield,4,Real Madrid,220,['7e40d562-66b8-4c7f-87d5-13378c060724'],44,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:44.930,Pass,
,,,,,,,,,,,,,,,,2.13519,,,,,,,,,,,,,,,,8e0211be-64b6-45b3-b788-08cbb3012ae0,57,,"[70.4, 30.3]",3825718,0,,,,,-1.3832132,,Right Foot,,,"[74.5, 8.7]",,Ground Pass,,21.985678,,,,Mateo Kovačić,5456.0,,,,,,,1,Regular Play,Cristiano Ronaldo dos Santos Aveiro,5207.0,Left Wing,4,Real Madrid,220,"['5e1314ee-8053-4403-bb5d-03599978a939', 'f4548c0d-bc09-4bc6-86e4-d0c8490283c8']",47,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:47.030,Pass,True
,,,,,,,,,,,,,,,,1.57346,,,,,,,,,,,,,,,,4b00f8ce-fde4-4be3-9927-17ce84be05f5,60,,"[74.3, 8.9]",3825718,0,,,,,3.0498266,,Right Foot,,,"[58.0, 10.4]",,Ground Pass,,16.368874,,,,Marcelo Vieira da Silva Júnior,5552.0,,,,,,,1,Regular Play,Mateo Kovačić,5456.0,Left Center Midfield,4,Real Madrid,220,"['135beae3-3e7a-4bf7-bfff-dda5d8b4ea09', 'a36f62c8-9c10-43b3-ad5f-7b4a937c92d8']",49,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:49.165,Pass,True
,,,,,,,,,,,,,,,,2.272402,,,,,,,,,,,,,,,,5b30a230-2ab7-4bfc-bdc5-625e16c5bc2b,63,,"[57.6, 16.9]",3825718,0,,,,,1.9343696,,Left Foot,,,"[42.0, 57.9]",,High Pass,,43.867527,,,,Kléper Laveran Lima Ferreira,20016.0,,,True,,,,1,Regular Play,Marcelo Vieira da Silva Júnior,5552.0,Left Back,4,Real Madrid,220,['c4c91aaa-82df-4e9b-8818-f6cf7706f0d0'],51,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:51.944,Pass,
,,,,,,,,,,,,,,,,1.8393,,,,,,,,,,,,,,,,f9220563-be46-4e42-a225-d6e75d79a1cd,66,,"[63.4, 63.1]",3825718,0,,,,,1.2163022,,Right Foot,,,"[69.1, 78.5]",,Ground Pass,,16.421022,,,,Danilo Luiz da Silva,3063.0,,,,,,,1,Regular Play,Kléper Laveran Lima Ferreira,20016.0,Right Center Back,4,Real Madrid,220,['b8308790-1e91-4d78-8065-9b93dbfb3f48'],58,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:58.238,Pass,
,,,,,,,,,,,,,,,,1.637284,,,,,,,,,,,,,,,,81dee0a4-5e82-4f84-83f0-2e2bacd251f3,68,,"[69.1, 78.5]",3825718,1,,,,,-2.5498164,,Right Foot,,,"[56.9, 70.3]",,Ground Pass,,14.69966,,,,Kléper Laveran Lima Ferreira,20016.0,,,,,,,1,Regular Play,Danilo Luiz da Silva,3063.0,Right Back,4,Real Madrid,220,['8668e857-08fd-4bc9-afd6-369f8fee96c5'],0,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:00.077,Pass,
,,,,,,,,,,,,,,,,0.259671,,,,,,,,,,,,,,,,0ff97345-3061-4798-9dea-8780435fc960,72,,"[57.8, 74.8]",3825718,1,,,,,-1.4321566,,Right Foot,,,"[58.4, 70.5]",,Ground Pass,,4.3416586,,Incomplete,,Luka Modrić,5463.0,,,,,,,1,Regular Play,Kléper Laveran Lima Ferreira,20016.0,Right Center Back,4,Real Madrid,220,"['4ea4f741-f6f5-4c0f-aa8f-177c4be29b5f', 'cbe6d091-bcb5-4ed8-9011-0332b15f30f9', 'da17082d-c392-4ff4-9c24-672580663b98']",2,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:02.984,Pass,True
,,,,,,,,,,,,,,,,3.627233,,,,,,,,,,,,,,,,b0bb42ec-04b0-4087-81da-57ad85c79ac5,76,,"[47.1, 80.0]",3825718,1,,,,,-2.6479874,,,,,"[11.6, 60.9]",,High Pass,,40.312035,,,,Keylor Navas Gamboa,5597.0,,,,,,Throw-in,1,From Throw In,Kléper Laveran Lima Ferreira,20016.0,Right Center Back,5,Real Madrid,220,['d64a6ee9-56d5-4850-beea-4ad572033aca'],8,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:08.660,Pass,
,,,,,,,,,,,,,,,,3.376719,,,,,,,,,,,,,,,,70510203-3ad5-44e7-a071-f8c1f8faa21b,79,,"[16.3, 52.8]",3825718,1,,,,,-1.0708325,,Right Foot,,,"[28.7, 30.1]",,Ground Pass,,25.866001,,,,Sergio Ramos García,5201.0,,,,,,,1,From Throw In,Keylor Navas Gamboa,5597.0,Goalkeeper,5,Real Madrid,220,['dfaccc0d-ad7a-4231-aa79-0e3125520c42'],14,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:14.819,Pass,
,,,,,,,,,,,,,,,,1.489955,,,,,,,,,,,,,,,,0acc3389-678e-4c07-a507-5b38a6bcc7a6,82,,"[32.1, 27.3]",3825718,1,,,,,0.9398671,,Left Foot,,,"[44.3, 44.0]",,Ground Pass,,20.681635,,,,Toni Kroos,5574.0,,,,,,,1,From Throw In,Sergio Ramos García,5201.0,Left Center Back,5,Real Madrid,220,['4e35fb06-da20-43d0-9fce-b7aec2a676bc'],19,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:19.243,Pass,
,,,,,,,,,,,,,,,,1.844527,,,,,,,,,,,,,,,,f4372b0d-3cc2-489c-8550-4bbecbfaafe7,85,,"[39.8, 43.2]",3825718,1,,,,,-1.5887316,,Left Foot,,,"[39.4, 20.9]",,Ground Pass,,22.303587,,,,Sergio Ramos García,5201.0,,,,,,,1,From Throw In,Toni Kroos,5574.0,Center Defensive Midfield,5,Real Madrid,220,['fb9a4b56-23bc-43d0-aa61-af78a5820134'],21,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:21.552,Pass,
,,,,,,,,,,,,,,,,1.158402,,,,,,,,,,,,,,,,686a8573-e512-4d7d-9588-ec51fed547de,88,,"[39.4, 20.9]",3825718,1,,,,,-1.3478961,,Right Foot,,,"[42.8, 5.9]",,Ground Pass,,15.380507,,,,Marcelo Vieira da Silva Júnior,5552.0,,,,,,,1,From Throw In,Sergio Ramos García,5201.0,Left Center Back,5,Real Madrid,220,['bf46de66-a89e-49e5-950b-5df7bb865b72'],24,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:24.296,Pass,
,,,,,,,,,,,,,,,,3.884969,,,,,,,,,,,,,,,,3d7d0643-f008-4ced-8da2-8c44462efa66,91,,"[49.5, 6.2]",3825718,1,,,,,0.33042824,,Left Foot,,,"[108.1, 26.3]",,High Pass,,61.95135,,Incomplete,,Karim Benzema,19677.0,,,,,,,1,From Throw In,Marcelo Vieira da Silva Júnior,5552.0,Left Back,5,Real Madrid,220,"['42d355f4-02f0-4f61-b0bf-eb5758750dca', '5bbcc773-bfe3-407e-adc9-40f6c52eb4e5']",26,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:26.853,Pass,
,,,,,,,,,,,,,,,,1.26652,,,,,,,,,,,,,,,,123778b0-e8fc-4aa8-86da-a441a32c68e6,95,,"[9.7, 53.8]",3825718,1,,,,,0.7546386,,Right Foot,,,"[29.8, 72.7]",,Ground Pass,,27.590216,,,,Antonio Barragán Fernández,6663.0,,,,,,,1,Regular Play,Jaume Doménech Sánchez,6898.0,Goalkeeper,6,Valencia,207,['535d3c33-da02-4252-8d86-0f8b0b5e5c22'],33,,,,,,,,,,,,,,,,,,Valencia,207,00:01:33.435,Pass,
,,,,,,,,,,,,,,,,0.98631,,,,,,,,,,,,,,,,1c3c47ff-9ddb-4343-9dd0-03da12c67f0e,98,,"[26.4, 73.1]",3825718,1,,,,,-1.5504946,,Right Foot,,,"[26.8, 53.4]",,Ground Pass,,19.70406,,,,Aderllan Leandro de Jesus Santos,27482.0,,,,,,,1,Regular Play,Antonio Barragán Fernández,6663.0,Right Back,6,Valencia,207,['5c52d0e4-41cb-4f96-8073-50dce4038235'],35,,,,,,,,,,,,,,,,,,Valencia,207,00:01:35.541,Pass,
,,,,,,,,,,,,,,,,2.511736,,,,,,,,,,,,,,,,896e9d49-7580-4c64-8bcb-8f380ae877cb,102,,"[26.6, 42.9]",3825718,1,,,,,0.1229963,,Left Foot,,,"[71.9, 48.5]",,High Pass,,45.644825,,Incomplete,,Francisco Alcácer García,6402.0,,,,,,,1,Regular Play,Aderllan Leandro de Jesus Santos,27482.0,Right Center Back,6,Valencia,207,"['63629e9d-2bf1-46c6-ad74-1560d9fa7c47', '9291f7fe-0efd-4179-aa78-130033cf9791', 'cf6c78ff-151f-4b8f-b47b-1892e2a23dc3']",39,,,,,,,,,,,,,,,,,,Valencia,207,00:01:39.103,Pass,True
,,,,,,,,,,,,,,,,0.675578,,,,,,,,,,,,,,,,d4a40b79-156e-4764-9663-50c2657b216c,106,,"[42.4, 31.2]",3825718,1,,,,,-0.022218565,,Right Foot,,,"[51.4, 31.0]",,Ground Pass,,9.002222,,,,Toni Kroos,5574.0,,,,,,,1,Regular Play,Sergio Ramos García,5201.0,Left Center Back,7,Real Madrid,220,['60190a67-1381-4c92-8e67-6662612f441f'],45,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:45.229,Pass,
,,,,,,,,,,,,,,,,1.446366,,,,,,,,,,,,,,,,3434ec98-87ac-453b-b81e-65fd9c1ded5e,108,,"[51.4, 31.0]",3825718,1,,,,,-3.1229033,,Left Foot,,,"[40.7, 30.8]",,Ground Pass,,10.701869,,,,Sergio Ramos García,5201.0,,,,,,,1,Regular Play,Toni Kroos,5574.0,Center Defensive Midfield,7,Real Madrid,220,['08763004-fb3b-465c-aa4b-4f34aeb21016'],45,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:45.904,Pass,
,,,,,,,,,,,,,,,,1.540138,,,,,,,,,,,,,,,,08007c75-3506-448a-b0e7-3ed5f4549f7c,111,,"[40.7, 30.8]",3825718,1,,,,,-0.9986027,,Right Foot,,,"[55.9, 7.2]",,Ground Pass,,28.071337,,,,Marcelo Vieira da Silva Júnior,5552.0,,,,,,,1,Regular Play,Sergio Ramos García,5201.0,Left Center Back,7,Real Madrid,220,['f3d33d34-ef47-47e8-a478-d6a26c01bddd'],47,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:47.985,Pass,
,,,,,,,,,,,,,,,,1.848086,,,,,,,,,,,,,,,,330acf86-6329-4cb6-95a2-b8ee79e3720f,118,,"[70.2, 22.6]",3825718,2,,True,,,3.096751,,Right Foot,,,"[54.6, 23.3]",,Ground Pass,,15.615697,,,,Sergio Ramos García,5201.0,,,,,,Free Kick,1,From Free Kick,Mateo Kovačić,5456.0,Left Center Midfield,8,Real Madrid,220,['df892cea-88d6-4f32-a007-459dff734a0d'],3,,,,,,,,,,,,,,,,,,Real Madrid,220,00:02:03.525,Pass,
