ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,b17c79c1-19ac-4947-a59f-3f8a91b2a28f,1,,,3825610,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sporting Gijón,1041,,0,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 11537, 'name': 'Alberto García Cabrera'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 26633, 'name': 'Alberto Lora Ramos'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 11}, {'player': {'id': 6561, 'name': 'Luis Hernández Rodríguez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 8818, 'name': 'Jorge Meré Pérez'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 28}, {'player': {'id': 24263, 'name': 'Ismael López Blanco'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 13107, 'name': 'Sergio Álvarez Díaz'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 18925, 'name': 'Ignacio Cases Mora'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 6581, 'name': 'Jonathan Rodríguez Menéndez'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 23}, {'player': {'id': 23994, 'name': 'Alejandro Menéndez Díez'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 3}, {'player': {'id': 24173, 'name': 'Carlos Castro García'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 16}, {'player': {'id': 6926, 'name': 'Alen Halilović'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 25}]}",Sporting Gijón,1041,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,5dd4ef9f-60e7-420a-ae77-dad8f19f1391,2,,,3825610,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sporting Gijón,1041,,0,,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 6654, 'name': 'Antonio Adán Garrido'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 11634, 'name': 'Cristiano Piccini'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 12}, {'player': {'id': 6872, 'name': 'Bruno González Cabrera'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 27349, 'name': 'Heiko Westermann'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 17}, {'player': {'id': 24132, 'name': 'Francisco Miguel Varela Martín'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 33}, {'player': {'id': 5671, 'name': ""Alfred John Momar N''Diaye""}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 6651, 'name': 'Joaquín Sánchez Rodríguez'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 7}, {'player': {'id': 6697, 'name': 'Daniel Ceballos Fernández'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 6873, 'name': 'Francisco Portillo Soler'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 22}, {'player': {'id': 26723, 'name': 'Álvaro Cejudo Carmona'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 16}, {'player': {'id': 6832, 'name': 'Rubén Castro Martín'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 24}]}",Real Betis,218,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,7104491a-6a15-415e-83e1-7f5045d2ce8c,3,,,3825610,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sporting Gijón,1041,['4c85233f-d63c-465f-ac30-5e118a1cdb99'],0,,,,,,,,,,,,,,,,,,Real Betis,218,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,4c85233f-d63c-465f-ac30-5e118a1cdb99,4,,,3825610,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sporting Gijón,1041,['7104491a-6a15-415e-83e1-7f5045d2ce8c'],0,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,ed6deafe-0d6e-4687-a56f-bb74c4fc71df,1891,,,3825610,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,89,Sporting Gijón,1041,['715554b8-87fa-498a-8ad8-69b26eb2066a'],0,,,,,,,,,,,,,,,,,,Real Betis,218,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,715554b8-87fa-498a-8ad8-69b26eb2066a,1892,,,3825610,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,89,Sporting Gijón,1041,['ed6deafe-0d6e-4687-a56f-bb74c4fc71df'],0,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.578817,,,,,,,,,,,,,,0880f195-1b58-42b8-8e1f-2847d85db8ec,5,,"[60.0, 40.0]",3825610,0,,,,,1.4909663,,Left Foot,,,"[60.2, 42.5]",,Ground Pass,,2.5079873,,,Carlos Castro García,24173.0,,,,,Kick Off,1,From Kick Off,Alen Halilović,6926.0,Left Center Forward,2,Sporting Gijón,1041,['ca387465-864e-4b84-9411-c078d5cbaf4b'],1,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:01.219,Pass,
,,,,,,,,,,,,,,,,1.44967,,,,,,,,,,,,,,240f1190-b2dc-4afe-a825-5ad8c47f35b1,8,,"[59.3, 42.5]",3825610,0,,,,,-3.1115265,,Right Foot,,,"[46.0, 42.1]",,Ground Pass,,13.306014,,,Sergio Álvarez Díaz,13107.0,,,,,,1,From Kick Off,Carlos Castro García,24173.0,Right Center Forward,2,Sporting Gijón,1041,['6c680cee-b9cc-4032-ac93-5f6ef3d47cd8'],2,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:02.124,Pass,
,,,,,,,,,,,,,,,,1.265661,,,,,,,,,,,,,,cf87c98c-45ef-4d77-87f3-17c2cc018f06,11,,"[45.8, 42.5]",3825610,0,,,,,1.7580912,,Right Foot,,,"[41.1, 67.3]",,Ground Pass,,25.241434,,,Alberto Lora Ramos,26633.0,,,,,,1,From Kick Off,Sergio Álvarez Díaz,13107.0,Right Defensive Midfield,2,Sporting Gijón,1041,['d2a8c97b-5221-4781-be1e-6717b685ee20'],4,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:04.545,Pass,
,,,,,,,,,,,,,,,,1.451959,,,,,,,,,,,,,,903a7fd3-666e-47b7-8d26-f45fd43d7983,14,,"[39.6, 68.4]",3825610,0,,,,,-2.2668805,,Right Foot,,,"[27.4, 53.8]",,Ground Pass,,19.026299,,,Luis Hernández Rodríguez,6561.0,,,,,,1,From Kick Off,Alberto Lora Ramos,26633.0,Right Back,2,Sporting Gijón,1041,['572fb9a4-ea94-434c-916c-0f2ea2220e27'],6,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:06.656,Pass,
,,,,,,,,,,,,,,,,1.589534,,,,,,,,,,,,,,aaec7ee8-7e91-4b0d-a0f0-dc2263f8e0ef,17,,"[27.2, 53.8]",3825610,0,,,,,-1.5916266,,Right Foot,,,"[26.6, 25.0]",,Ground Pass,,28.80625,,,Jorge Meré Pérez,8818.0,,,,,,1,From Kick Off,Luis Hernández Rodríguez,6561.0,Right Center Back,2,Sporting Gijón,1041,['69755227-c84b-4003-95e1-21ce98ecfc9a'],9,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:09.405,Pass,
,,,,,,,,,,,,,,,,0.904415,,,,,,,,,,,,,,d55178fb-a39c-4802-9c65-1508bce856af,20,,"[26.6, 25.0]",3825610,0,,,,,0.946386,,Left Foot,,,"[31.5, 31.8]",,Ground Pass,,8.381527,,,Ignacio Cases Mora,18925.0,,,,,,1,From Kick Off,Jorge Meré Pérez,8818.0,Left Center Back,2,Sporting Gijón,1041,['8d50b016-ecae-4ca4-a59b-9e6c8497ece4'],12,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:12.215,Pass,
,,,,,,,,,,,,,,,,1.685009,,,,,,,,,,,,,,df5b86c6-15ae-4b8b-8b28-19a7e8d58740,23,,"[39.2, 35.4]",3825610,0,,,,,1.3797586,,Left Foot,,,"[43.3, 56.6]",,Ground Pass,,21.592823,,,Sergio Álvarez Díaz,13107.0,,,,,,1,From Kick Off,Ignacio Cases Mora,18925.0,Left Defensive Midfield,2,Sporting Gijón,1041,['08c8b981-063f-488f-9c8d-7bcfc28f8245'],14,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:14.782,Pass,
,,,,,,,,,,,,,,,,1.149362,,,,,,,,,,,,,,9600ece4-6dc4-4343-b77b-e1a315012306,26,,"[59.5, 56.2]",3825610,0,,,,,2.114839,,Right Foot,,,"[54.6, 64.3]",,Ground Pass,,9.4667845,,,Jonathan Rodríguez Menéndez,6581.0,,,,,,1,From Kick Off,Sergio Álvarez Díaz,13107.0,Right Defensive Midfield,2,Sporting Gijón,1041,['0ef37d79-332b-411e-bf81-342b4a927495'],19,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:19.647,Pass,
,,,,,,,,,,,,,,,,2.271147,,,,,,,,,,,,,,b61de9cc-3319-4b54-a0b1-a9cf4208759c,30,,"[54.2, 61.8]",3825610,0,,,,,-2.0432284,,Left Foot,,,"[40.3, 34.6]",,Ground Pass,,30.545868,,,Jorge Meré Pérez,8818.0,,,,,,1,From Kick Off,Jonathan Rodríguez Menéndez,6581.0,Right Midfield,2,Sporting Gijón,1041,['c4467cd4-9789-469a-b09c-3966504bb9ee'],21,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:21.756,Pass,
,,,,,,,,,,,,,,,,1.979633,,,,,,,,,,,,,,b2941a68-6a22-490c-8158-4592617a0132,33,,"[41.3, 30.3]",3825610,0,,,,,-1.0167365,,Right Foot,,,"[58.5, 2.5]",,Ground Pass,,32.69067,,,Ismael López Blanco,24263.0,,,,,,1,From Kick Off,Jorge Meré Pérez,8818.0,Left Center Back,2,Sporting Gijón,1041,['802c5f60-c180-460c-b520-c2635b430b7e'],25,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:25.375,Pass,
,,,,,,,,,,,,,,,,1.241361,,,,,,,,,,,,,,569919c8-e10f-40c3-bcf9-f513c1115355,36,,"[58.5, 2.5]",3825610,0,,,,,1.9890207,,Left Foot,,,"[52.9, 15.1]",,Ground Pass,,13.788401,,,Ignacio Cases Mora,18925.0,,,,,,1,From Kick Off,Ismael López Blanco,24263.0,Left Back,2,Sporting Gijón,1041,['7de2b46b-54ac-4573-9a2d-b34b369b348c'],28,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:28.945,Pass,
,,,,,,,,,,,,,,,,1.604451,,,,,,,,,,,,,,3e85cf48-1d2c-4fff-a068-9059644be9be,40,,"[52.7, 10.8]",3825610,0,,,,,0.14037499,,Left Foot,,,"[80.3, 14.7]",,High Pass,,27.874182,,,Carlos Castro García,24173.0,,,,,,1,From Kick Off,Ignacio Cases Mora,18925.0,Left Defensive Midfield,2,Sporting Gijón,1041,"['69db42ec-6671-4967-8a05-0418e6fc4d71', 'f40b0dae-3bd5-467b-82fc-1b1d130e91f6']",31,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:31.052,Pass,True
,,,,,,,,,,,,,,,,0.550458,,,,,,,,,,,,,,96aafd33-e18e-484b-8fcf-a363a971d45e,44,,"[81.6, 1.2]",3825610,0,,,,,1.724741,,Left Foot,,,"[80.7, 7.0]",,Ground Pass,,5.8694124,,,Alejandro Menéndez Díez,23994.0,,,,,,1,From Kick Off,Carlos Castro García,24173.0,Right Center Forward,2,Sporting Gijón,1041,"['1c2dcf32-69df-43e0-ac02-822af8bec91b', '8602a397-082e-4e85-9757-bd497383abaf']",40,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:40.092,Pass,True
,,,,,,,,,,,,,,,,0.610458,,,,,,,,,,,,,,53e0c698-7be9-4dcb-a0f0-48e9b94d8b9d,47,,"[97.0, 8.7]",3825610,0,,,,,1.1599451,,Left Foot,,,"[101.4, 18.8]",,Ground Pass,,11.016806,,,Ignacio Cases Mora,18925.0,,,,,,1,From Kick Off,Alejandro Menéndez Díez,23994.0,Left Midfield,2,Sporting Gijón,1041,['c8fe8472-6d95-439e-9030-240d050bb817'],41,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:41.719,Pass,
,,,,,,,,,,,,,,,,1.174887,,,,,,,,,,,,,,53421690-d776-48f1-ac90-37e35c13f176,49,,"[102.3, 17.7]",3825610,0,,,,,-0.54937446,,Left Foot,,,"[112.1, 11.7]",,Ground Pass,,11.490866,,,Alejandro Menéndez Díez,23994.0,,,,,,1,From Kick Off,Ignacio Cases Mora,18925.0,Left Defensive Midfield,2,Sporting Gijón,1041,['46c4deb4-a479-4d89-adde-1a6ebdd29ee4'],42,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:42.329,Pass,
,,,,,,,,,,,,,,,,1.108386,,,,,,,,,,,,,,e7391b10-5f4d-4e5b-b180-640ce74a8a3a,52,,"[112.1, 11.7]",3825610,0,,,,,1.4971592,,Left Foot,True,,"[113.9, 36.1]",,Ground Pass,,24.466303,Incomplete,,Jonathan Rodríguez Menéndez,6581.0,,,,,,1,From Kick Off,Alejandro Menéndez Díez,23994.0,Left Midfield,2,Sporting Gijón,1041,"['ffad1e41-504d-498f-80b1-3f57156d721d', 'ffd8c40c-ad23-44e9-8a31-59f66a8fa352']",43,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:43.653,Pass,
,,,,,,,,,,,,,,,,0.991753,,,,,,,,,,,,,,b88d6988-9bc7-491e-84df-fc367053ded3,55,,"[120.0, 0.1]",3825610,1,,,,,1.7663181,,Left Foot,,,"[113.9, 30.9]",,High Pass,,31.398249,Incomplete,True,,,,,Outswinging,,Corner,1,From Corner,Alejandro Menéndez Díez,23994.0,Left Midfield,3,Sporting Gijón,1041,['90a59525-bfee-4901-b4d8-04744723f225'],11,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:01:11.417,Pass,
,,,,,,,,,,,,,,,,1.734477,,,,,,,,,,,,,,22aa7f04-0708-423a-b1f6-98eb7ace7ae4,66,,"[108.3, 5.1]",3825610,1,,,,,1.4858946,,Left Foot,True,,"[111.5, 42.7]",,High Pass,,37.735924,Incomplete,,Carlos Castro García,24173.0,,,,,,1,From Corner,Alejandro Menéndez Díez,23994.0,Left Midfield,3,Sporting Gijón,1041,"['0a954efd-a8a9-4506-abe8-abbca9ca0be1', 'ff098ff8-279c-44ac-ad0a-43fefc981434']",19,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:01:19.208,Pass,
,,,,,,,,,,,,,,,,3.859274,,,,,,,,,,,,,,dc77961c-a679-4921-b1d8-ea78ab10f934,74,,"[15.2, 42.7]",3825610,1,,,,,-0.36627555,,Left Foot,,,"[74.9, 19.8]",,High Pass,,63.94138,Incomplete,,,,,,,,Free Kick,1,From Free Kick,Antonio Adán Garrido,6654.0,Goalkeeper,4,Real Betis,218,['0a47e73f-b20a-4a05-ae66-252500cdd8d3'],50,,,,,,,,,,,,,,,,,,Real Betis,218,00:01:50.953,Pass,
,,,,,,,,,,,,,,,,1.573847,,,,,,,,,,,,,,0a47e73f-b20a-4a05-ae66-252500cdd8d3,76,,"[45.2, 60.3]",3825610,1,,,,True,0.6240231,,,,,"[55.2, 67.5]",,High Pass,,12.322337,,,Jonathan Rodríguez Menéndez,6581.0,,,,,Recovery,1,Regular Play,Sergio Álvarez Díaz,13107.0,Right Defensive Midfield,5,Sporting Gijón,1041,"['13b2b5c9-0207-449e-a5fc-5140b17d35b8', 'd43abe57-c71d-4149-a124-8b1d40be72e8', 'dc77961c-a679-4921-b1d8-ea78ab10f934']",54,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:01:54.812,Pass,True
,,,,,,,,,,,,,,,,0.872031,,,,,,,,,,,,,,6d605d1b-ae8d-4abd-a8b6-8db826efaa78,79,,"[54.8, 69.2]",3825610,1,,,,,-1.4361984,,Left Foot,,,"[56.1, 59.6]",,Low Pass,,9.687621,,,Alen Halilović,6926.0,,,,,,1,Regular Play,Jonathan Rodríguez Menéndez,6581.0,Right Midfield,5,Sporting Gijón,1041,['ae8ce2fd-8659-4d6e-ab1e-5c3a4fb37aea'],56,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:01:56.386,Pass,
,,,,,,,,,,,,,,,,0.460827,,,,,,,,,,,,,,e9ff568b-adf0-4512-8498-2fc73b8ad088,88,,"[69.1, 12.4]",3825610,2,,,,,1.1071488,,Right Foot,,,"[72.6, 19.4]",,Ground Pass,,7.826238,,,Francisco Portillo Soler,6873.0,,,,,,1,Regular Play,Álvaro Cejudo Carmona,26723.0,Left Midfield,6,Real Betis,218,['60d31dcf-9b3a-47df-8fb0-c25525c43231'],0,,,,,,,,,,,,,,,,,,Real Betis,218,00:02:00.957,Pass,
,,,,,,,,,,,,,,,,1.177061,,,,,,,,,,,,,,c22389d8-1249-488f-9191-41d92a6b1192,98,,"[69.1, 12.9]",3825610,2,,,,,2.0852478,,Right Foot,,,"[63.9, 22.1]",,Ground Pass,,10.567876,,,Alfred John Momar N''Diaye,5671.0,,,,,,1,Regular Play,Francisco Portillo Soler,6873.0,Left Center Midfield,6,Real Betis,218,['5ba049c8-6019-43f5-84c5-8d6378d778f6'],3,,,,,,,,,,,,,,,,,,Real Betis,218,00:02:03.506,Pass,
,,,,,,,,,,,,,,,,0.872725,,,,,,,,,,,,,,f381fbb0-1f4d-4570-885e-a032d53502f9,101,,"[64.2, 19.2]",3825610,2,,,,,-1.2283233,,Right Foot,,,"[68.3, 7.7]",,Ground Pass,,12.209013,,,Francisco Portillo Soler,6873.0,,,,,,1,Regular Play,Alfred John Momar N''Diaye,5671.0,Center Defensive Midfield,6,Real Betis,218,['d8bcb338-3a7b-45e9-9f4c-ace06b2e016a'],4,,,,,,,,,,,,,,,,,,Real Betis,218,00:02:04.723,Pass,
,,,,,,,,,,,,,,,,1.453376,,,,,,,,,,,,,,a0139255-6036-4b0f-abc9-64feabac9092,104,,"[68.3, 7.7]",3825610,2,,,,,3.0971775,,Right Foot,,,"[54.8, 8.3]",,Ground Pass,,13.513327,,,Francisco Miguel Varela Martín,24132.0,,,,,,1,Regular Play,Francisco Portillo Soler,6873.0,Left Center Midfield,6,Real Betis,218,['2e1bb391-02ae-4e1e-befe-2b2d8c751fb0'],6,,,,,,,,,,,,,,,,,,Real Betis,218,00:02:06.028,Pass,
,,,,,,,,,,,,,,,,1.666356,,,,,,,,,,,,,,abdadb7c-f00d-4677-8b24-82bde135b053,106,,"[54.8, 8.3]",3825610,2,,,,,2.5148497,,Left Foot,,,"[40.3, 18.8]",,Ground Pass,,17.902514,,,Heiko Westermann,27349.0,,,,,,1,Regular Play,Francisco Miguel Varela Martín,24132.0,Left Back,6,Real Betis,218,['d83eda5e-6855-4936-bff3-92c24c3c3575'],7,,,,,,,,,,,,,,,,,,Real Betis,218,00:02:07.481,Pass,
,,,,,,,,,,,,,,,,1.677049,,,,,,,,,,,,,,5da61937-0ace-4234-90c5-685cfe662807,109,,"[37.3, 20.5]",3825610,2,,,,,1.4822434,,Right Foot,,,"[39.2, 41.9]",,Ground Pass,,21.48418,,,Bruno González Cabrera,6872.0,,,,,,1,Regular Play,Heiko Westermann,27349.0,Left Center Back,6,Real Betis,218,['b8e1a7da-a838-422e-9c76-242e4a157ebe'],10,,,,,,,,,,,,,,,,,,Real Betis,218,00:02:10.108,Pass,
,,,,,,,,,,,,,,,,1.773336,,,,,,,,,,,,,,a0005911-c69f-4203-a25b-8da2f9626cc6,112,,"[39.2, 41.9]",3825610,2,,,,,1.1088523,,Right Foot,,,"[50.9, 65.4]",,Ground Pass,,26.251476,,,Cristiano Piccini,11634.0,,,,,,1,Regular Play,Bruno González Cabrera,6872.0,Right Center Back,6,Real Betis,218,['bd2335f6-21db-46f3-ace6-810611d10633'],12,,,,,,,,,,,,,,,,,,Real Betis,218,00:02:12.653,Pass,
,,,,,,,,,,,,,,,,1.230266,,,,,,,,,,,,,,6f1f9e9d-e1da-4cc7-a986-cf2400a25359,115,,"[54.4, 66.9]",3825610,2,,,,,-1.5521069,,Right Foot,,,"[54.6, 56.2]",,Ground Pass,,10.701869,,,Francisco Portillo Soler,6873.0,,,,,,1,Regular Play,Cristiano Piccini,11634.0,Right Back,6,Real Betis,218,['34012c6a-2639-4603-affc-68dc0c1b5e49'],16,,,,,,,,,,,,,,,,,,Real Betis,218,00:02:16.347,Pass,
