50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,3.620124,,,,,,,,,,,,,a0beb7c5-5ad0-4e42-b728-89cf24fa6ea6,16,,,"[11.0, 48.7]",3825614,0,,,,,-0.42501348,,Right Foot,,,,"[76.4, 19.1]",,High Pass,,71.78663,,Incomplete,,Luis Alberto Romero Alconchel,7782.0,,,,,,1,From Kick Off,Germán Darío Lux,27305.0,Goalkeeper,2,RC Deportivo La Coruña,219,"['acaa5540-a5bb-4d4c-8ba5-70f2b9794ba6', 'cc8225fd-be2c-46fd-86d2-3ff66c188f2f']",7,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:07.673,Pass,
,,,,,,,,,,,,,,,,,1.15784,,,,,,,,,,,,,acaa5540-a5bb-4d4c-8ba5-70f2b9794ba6,18,,,"[43.7, 61.0]",3825614,0,,,,,-0.41106454,,Head,,,,"[59.3, 54.2]",,Low Pass,,17.017637,,,,Javier Márquez Moreno,24783.0,,,,,Recovery,1,Regular Play,Hugo Miguel Almeida Costa Lopes,20064.0,Right Back,3,Granada,1049,"['a0beb7c5-5ad0-4e42-b728-89cf24fa6ea6', 'ab5518ff-b82c-4beb-a1ba-bd5479d3bc2b']",11,,,,,,,,,,,,,,,,,Granada,1049,00:00:11.293,Pass,
,,,,,,,,,,,,,,,,,1.745981,,,,,,,,,,,,,577f0725-cce2-4084-a5ee-1568488267aa,22,,,"[59.7, 52.4]",3825614,0,,,,,-1.8958042,,Left Foot,,,,"[56.6, 43.2]",,High Pass,,9.708244,,,,Rene Krhin,3160.0,,,,,,1,Regular Play,Javier Márquez Moreno,24783.0,Center Attacking Midfield,3,Granada,1049,"['44f406ce-1cf3-4815-b9a1-67efe564774b', 'c88daead-8fbc-4008-8c4c-71e3ca117f9c']",12,,,,,,,,,,,,,,,,,Granada,1049,00:00:12.506,Pass,True
,,,,,,,,,,,,,,,,,1.970442,,,,,,,,,,,,,2343ddbc-173b-4b4c-b43b-16d26a6c3841,24,,,"[56.4, 42.7]",3825614,0,,,,,-0.8033911,,Right Foot,,,,"[75.5, 22.9]",,High Pass,,27.510906,,Pass Offside,,Youssef El-Arabi,27109.0,,,,,,1,Regular Play,Rene Krhin,3160.0,Right Defensive Midfield,3,Granada,1049,['7f85a123-1e07-448e-8ff5-ccf3a5e5ef54'],14,,,,,,,,,,,,,,,,,Granada,1049,00:00:14.252,Pass,
,,,,,,,,,,,,,,,,,3.277805,,,,,,,,,,,,,71ade704-2a79-4ef2-af8d-3a00cb6977ef,26,,,"[36.2, 43.9]",3825614,0,,True,,,-0.73750454,,Right Foot,,,,"[84.3, 0.2]",,High Pass,,64.98692,,Out,,,,,True,,,Free Kick,1,From Free Kick,Alejandro Arribas Garrido,6869.0,Right Center Back,4,RC Deportivo La Coruña,219,,31,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:31.559,Pass,
,,,,,,,,,,,,,,,,,1.796123,,,,,,,,,,,,,24d6fa87-7db4-4c98-bb16-17f968d1b645,27,,,"[34.3, 80.0]",3825614,0,,,,,-2.6469288,,,,,,"[17.8, 71.1]",,Low Pass,,18.747267,,,,David Rodríguez Lombán,6702.0,,,,,Throw-in,1,From Throw In,Hugo Miguel Almeida Costa Lopes,20064.0,Right Back,5,Granada,1049,['f943c515-6192-4f52-ae51-ec374e029f0f'],40,,,,,,,,,,,,,,,,,Granada,1049,00:00:40.485,Pass,
,,,,,,,,,,,,,,,,,2.411716,,,,,,,,,,,,,3628651b-5405-4193-a68c-90ae5eee600b,30,,,"[16.4, 68.2]",3825614,0,,,,,-1.5804346,,Right Foot,,,,"[16.0, 26.7]",,Ground Pass,,41.501926,,,,Matheus Dória Macedo,4418.0,,True,,,,1,From Throw In,David Rodríguez Lombán,6702.0,Right Center Back,5,Granada,1049,['119e6ed2-73a2-4208-ba9c-0a1e848d334d'],43,,,,,,,,,,,,,,,,,Granada,1049,00:00:43.487,Pass,
,,,,,,,,,,,,,,,,,1.635572,,,,,,,,,,,,,3a94c15f-709c-4f6f-8943-ff6c741071fc,33,,,"[22.5, 20.4]",3825614,0,,,,,1.6257867,,Left Foot,,,,"[20.7, 53.1]",,Ground Pass,,32.749504,,,,David Rodríguez Lombán,6702.0,,,,,,1,From Throw In,Matheus Dória Macedo,4418.0,Left Center Back,5,Granada,1049,['27029171-30eb-4033-a4c6-9873d2bf9fea'],49,,,,,,,,,,,,,,,,,Granada,1049,00:00:49.917,Pass,
,,,,,,,,,,,,,,,,,2.256344,,,,,,,,,,,,,4625fdc7-f9f1-410e-911c-a93e0b0ac0b8,36,,,"[23.9, 54.2]",3825614,0,,,,,-1.5506262,,Right Foot,,,,"[24.6, 19.5]",,Ground Pass,,34.707058,,,,Matheus Dória Macedo,4418.0,,,,,,1,From Throw In,David Rodríguez Lombán,6702.0,Right Center Back,5,Granada,1049,['a004408d-4d98-4cb8-84fb-04842d91d262'],55,,,,,,,,,,,,,,,,,Granada,1049,00:00:55.881,Pass,
,,,,,,,,,,,,,,,,,3.096816,,,,,,,,,,,,,4aefc070-bf3c-4b2a-beaa-6046d29feb69,39,,,"[33.4, 5.0]",3825614,1,,,,,-0.07641342,,Left Foot,,,,"[97.4, 0.1]",,High Pass,,64.1873,,Out,,Cristiano Biraghi,7158.0,,,,,,1,From Throw In,Matheus Dória Macedo,4418.0,Left Center Back,5,Granada,1049,['65927f2d-d83d-4ed6-8d13-0e5d2ea6c534'],1,,,,,,,,,,,,,,,,,Granada,1049,00:01:01.471,Pass,
,,,,,,,,,,,,,,,,,1.014605,,,,,,,,,,,,,9ad17f16-00b5-46fe-ad41-784887999c83,41,,,"[30.6, 80.0]",3825614,1,,,,,-1.9337221,,,,,,"[27.6, 72.1]",,High Pass,,8.450444,,,,Celso Borges Mora,5582.0,,,,,Throw-in,1,From Throw In,Laureano Sanabria Ruiz,23800.0,Right Back,6,RC Deportivo La Coruña,219,['8741fc0e-58c3-40e2-947e-6cef719af4c0'],14,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:01:14.767,Pass,
,,,,,,,,,,,,,,,,,1.736269,,,,,,,,,,,,,8654feaf-1bf3-412d-ace3-0bb96f0ac13f,45,,,"[27.9, 71.7]",3825614,1,,,,,-0.08719096,,Right Foot,,,,"[56.5, 69.2]",,High Pass,,28.709057,,,,Jonathan Javier Rodríguez Portillo,26288.0,,,,,,1,From Throw In,Celso Borges Mora,5582.0,Right Defensive Midfield,6,RC Deportivo La Coruña,219,"['80c93007-285c-421a-be82-dd1ec44de3b8', 'b8733fae-e423-4d01-8226-76a1ae5d0b33']",15,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:01:15.846,Pass,True
,,,,,,,,,,,,,,,,,1.902283,,,,,,,,,,,,,b93a0b65-a768-46f6-80b0-05dfe643c482,50,,,"[64.9, 15.6]",3825614,1,,,,,0.19846967,,Right Foot,,,,"[82.8, 19.2]",,High Pass,,18.258423,,Incomplete,,Youssef El-Arabi,27109.0,,,,,Recovery,1,From Throw In,Rene Krhin,3160.0,Right Defensive Midfield,6,RC Deportivo La Coruña,219,"['9bf3c5e5-7634-407b-958f-869df6acf7ba', 'e8d9aa85-41bc-4678-b57b-694dac4efe70']",19,,,,,,,,,,,,,,,,,Granada,1049,00:01:19.564,Pass,
,,,,,,,,,,,,,,,,,2.410358,,,,,,,,,,,,,8845ab0d-d090-492a-a420-c7ab64a432e6,54,,,"[42.5, 47.5]",3825614,1,,,,,-0.09259163,,Left Foot,,,,"[56.5, 46.2]",,High Pass,,14.060227,,Unknown,,,,,,,,Recovery,1,From Throw In,Pedro Mosquera Parada,6733.0,Left Defensive Midfield,6,RC Deportivo La Coruña,219,,23,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:01:23.069,Pass,
,,,,,,,,,,,,,,,,,7.602585,,,,,,,,,,,,,e3269b8c-35b7-4e52-aece-4c05f9415dfd,57,,,"[63.6, 33.9]",3825614,1,,True,,,1.8014022,,Right Foot,,,,"[52.8, 79.9]",,High Pass,,47.25082,,Out,,,,,True,,,Free Kick,1,From Free Kick,Matheus Dória Macedo,4418.0,Left Center Back,7,Granada,1049,,43,,,,,,,,,,,,,,,,,Granada,1049,00:01:43.539,Pass,
,,,,,,,,,,,,,,,,,1.546366,,,,,,,,,,,,,443411f9-d806-4b11-94a0-85afacdc2ac2,58,,,"[68.5, 0.1]",3825614,2,,True,,,0.8161577,,,,,,"[81.1, 13.5]",,High Pass,,18.393476,,Incomplete,,,,,,,,Throw-in,1,From Throw In,Fernando Navarro i Corbacho,6913.0,Left Back,8,RC Deportivo La Coruña,219,['05396a10-47bc-4e1a-a0f5-ecb4a69d6907'],13,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:02:13.504,Pass,
,,,,,,,,,,,,,,,,,1.202438,,,,,,,,,,,,,c5ec797a-dd95-4223-bc1d-94b724b4edd3,60,,,"[68.2, 0.1]",3825614,2,,,,,1.0180552,,,,,,"[77.7, 15.5]",,Low Pass,,18.094475,,,,Jonathan Javier Rodríguez Portillo,26288.0,,,,,Throw-in,1,From Throw In,Fernando Navarro i Corbacho,6913.0,Left Back,9,RC Deportivo La Coruña,219,['3e0b66b5-f10c-473f-88d8-19a6733535c1'],29,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:02:29.555,Pass,
,,,,,,,,,,,,,,,,,0.772618,,,,,,,,,,,,,ae2b80bd-ab5e-4d33-8e2a-af2f8ea180eb,63,,,"[77.5, 16.4]",3825614,2,,,,,-0.50959224,,Right Foot,,,,"[84.3, 12.6]",,Ground Pass,,7.7897367,,,,Luis Alberto Romero Alconchel,7782.0,,,,,,1,From Throw In,Jonathan Javier Rodríguez Portillo,26288.0,Right Center Forward,9,RC Deportivo La Coruña,219,['d1ed1e8b-6baa-4b40-bd44-e0b8424e7e38'],30,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:02:30.948,Pass,
,,,,,,,,,,,,,,,,,0.120427,,,,,,,,,,,,,6199aa6f-826c-445f-878e-50fcbaae0ef5,67,,,"[84.9, 10.8]",3825614,2,,,,,1.8525681,,Right Foot,,,,"[83.8, 14.6]",,Low Pass,,3.9560082,,Incomplete,,Jonathan Javier Rodríguez Portillo,26288.0,,,,,,1,From Throw In,Luis Alberto Romero Alconchel,7782.0,Left Midfield,9,RC Deportivo La Coruña,219,"['0ab11a09-bff5-4a15-8451-422235669f25', '1e8ab804-00cf-4ebd-a7cc-5087212aa3a4', '79622f7c-fa16-4978-ba3e-72e882447aeb']",32,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:02:32.601,Pass,True
,,,,,,,,,,,,,,,,,0.156387,,,,,,,,,,,,,722b7aa5-73eb-4b0b-9f70-ad186981b2c1,75,,,"[28.6, 63.7]",3825614,2,,,,,1.9922155,,Right Foot,,,,"[27.3, 66.6]",,Ground Pass,,3.1780498,,Incomplete,,Hugo Miguel Almeida Costa Lopes,20064.0,,,,,Recovery,1,From Throw In,Francisco Manuel Rico Castro,25707.0,Left Defensive Midfield,9,RC Deportivo La Coruña,219,"['003d222a-344a-4c8f-9372-9483275eea35', '5e5c38cd-e2dc-45ec-9993-790275183ff1']",35,,,,,,,,,,,,,,,,,Granada,1049,00:02:35.868,Pass,
,,,,,,,,,,,,,,,,,0.113403,,,,,,,,,,,,,5bba5659-7d71-408f-bdc0-f6aebdb93dc5,79,,,"[110.7, 13.5]",3825614,2,,,,,1.7088023,,Left Foot,,,,"[110.2, 17.1]",,Low Pass,,3.6345563,,Incomplete,,,,,,,,,1,From Throw In,Lucas Pérez Martínez,6732.0,Left Center Forward,9,RC Deportivo La Coruña,219,['92042632-4603-4325-ba7f-85a4d86cdf25'],38,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:02:38.024,Pass,
,,,,,,,,,,,,,,,,,2.937552,,,,,,,,,,,,,e9851e73-3105-4074-9f4b-8121ed0265a4,81,,,"[98.2, 0.1]",3825614,2,,,,,0.85168207,,,,,,"[120.0, 25.0]",,High Pass,,33.094563,,Out,,Luis Alberto Romero Alconchel,7782.0,,,,,Throw-in,1,From Throw In,Fernando Navarro i Corbacho,6913.0,Left Back,10,RC Deportivo La Coruña,219,['c6aac14d-0bab-4871-939c-08ac8a3a476c'],54,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:02:54.318,Pass,
,,,,,,,,,,,,,,,,,3.060935,,,,,,,,,,,,,52914cb9-438e-4f04-8cb7-3a22d4ca1cfa,83,,,"[6.0, 44.0]",3825614,3,,True,,,-0.35448444,,Right Foot,,,,"[64.9, 22.2]",,High Pass,,62.804855,,Incomplete,,Youssef El-Arabi,27109.0,,,,,Goal Kick,1,From Goal Kick,Andrés Eduardo Fernández Moreno,8697.0,Goalkeeper,11,Granada,1049,"['5c658d27-5b56-4582-8fdc-b55014ae8af3', 'd491d1cf-2240-45da-bcd3-157a26fb9781']",21,,,,,,,,,,,,,,,,,Granada,1049,00:03:21.154,Pass,
,,,,,,,,,,,,,,,,,1.109406,,,,,,,,,,,,,d491d1cf-2240-45da-bcd3-157a26fb9781,85,,,"[55.2, 57.9]",3825614,3,,,,,0.04694535,,Head,,,,"[70.1, 58.6]",,High Pass,,14.916434,,,,Lucas Pérez Martínez,6732.0,,,,,Recovery,1,Regular Play,Celso Borges Mora,5582.0,Right Defensive Midfield,12,RC Deportivo La Coruña,219,"['52914cb9-438e-4f04-8cb7-3a22d4ca1cfa', 'c0c206da-e5e8-4ffc-ac89-b16a8d4643b5']",24,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:03:24.215,Pass,
,,,,,,,,,,,,,,,,,0.678408,,,,,,,,,,,,,1aa38f02-0936-454a-a1ac-1c238de6fbe8,87,,,"[70.1, 58.8]",3825614,3,,,,,2.5620286,,Head,,,,"[64.6, 62.4]",,Low Pass,,6.5734315,,,,Fayçal Fajr,5724.0,,,,,,1,Regular Play,Lucas Pérez Martínez,6732.0,Left Center Forward,12,RC Deportivo La Coruña,219,['712ad71b-1127-468f-ad1e-8c5a79563fff'],25,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:03:25.409,Pass,
,,,,,,,,,,,,,,,,,0.825788,,,,,,,,,,,,,8373195f-68a6-4036-9c0c-1bbbd2ab07f4,90,,,"[64.2, 62.4]",3825614,3,,,,,-0.42400834,,Right Foot,,,,"[78.6, 55.9]",,Low Pass,,15.79905,,Incomplete,,Jonathan Javier Rodríguez Portillo,26288.0,,,,,,1,Regular Play,Fayçal Fajr,5724.0,Right Midfield,12,RC Deportivo La Coruña,219,"['ad9f9cc8-2192-4305-b549-e20056c148d1', 'b2ecee66-5513-43c6-8457-f956123ccb65']",26,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:03:26.099,Pass,
,,,,,,,,,,,,,,,,,2.350024,,,,,,,,,,,,,bcb8d4ff-9ba9-456f-8d55-590ea8b42a91,95,,,"[57.9, 39.9]",3825614,4,,,,,0.47040427,,Right Foot,,,,"[93.3, 57.9]",,High Pass,,39.713474,,,,Celso Borges Mora,5582.0,,,,,Free Kick,1,From Free Kick,Sidnei Rechel da Silva Júnior,6777.0,Left Center Back,13,RC Deportivo La Coruña,219,['f9c03cc5-c54f-4fd1-b323-4c5c6fce980b'],7,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:04:07.729,Pass,
,,,,,,,,,,,,,,,,,0.745338,,,,,,,,,,,,,619b8290-34e2-463d-bbb3-e7263d01ef22,98,,,"[94.6, 58.6]",3825614,4,,,,True,-0.8192835,,,,,,"[100.3, 52.5]",,Low Pass,,8.348653,,Incomplete,,Lucas Pérez Martínez,6732.0,,,,,,1,From Free Kick,Celso Borges Mora,5582.0,Right Defensive Midfield,13,RC Deportivo La Coruña,219,"['0d80039a-a85a-44e4-b716-42c01ff0cdcf', '45e9f8c1-b31b-471c-943b-7daabb124c45', 'f8d47dde-ee70-4c4e-ba93-ccce29a7ed27']",10,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:04:10.199,Pass,True
,,,,,,,,,,,,,,,,,1.186125,,,,,,,,,,,,,a886fded-611a-4360-9a0a-59da025008ca,101,,,"[43.7, 23.5]",3825614,4,,,,,-0.99516934,,Head,,,,"[49.8, 14.1]",,Low Pass,,11.205802,,Incomplete,,Rubén Rochina Naixes,6680.0,,,,,Recovery,1,From Free Kick,Youssef El-Arabi,27109.0,Center Forward,13,RC Deportivo La Coruña,219,"['37a9353c-b07a-488e-9469-accd0a7795ae', '8014cc3f-342e-4934-8171-34c05056a3ba']",13,,,,,,,,,,,,,,,,,Granada,1049,00:04:13.206,Pass,
,,,,,,,,,,,,,,,,,2.061773,,,,,,,,,,,,,37a9353c-b07a-488e-9469-accd0a7795ae,104,,,"[70.3, 66.0]",3825614,4,,,,,-2.9562447,,Head,,,,"[51.1, 62.4]",,Low Pass,,19.534584,,,,Alejandro Arribas Garrido,6869.0,,,,,Recovery,1,From Free Kick,Laureano Sanabria Ruiz,23800.0,Right Back,13,RC Deportivo La Coruña,219,"['532d7b91-1938-41b6-b31f-66334185623a', '79f9e9eb-2a89-4ef1-9335-42808a734c56', 'a886fded-611a-4360-9a0a-59da025008ca']",14,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:04:14.392,Pass,True
