50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_success_in_play,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,f06ebe46-976e-434d-b727-4980787ae97f,1,,,3825771,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,RC Deportivo La Coruña,219,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 27305, 'name': 'Germán Darío Lux'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6738, 'name': 'Juan Francisco Moreno Fuertes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 11}, {'player': {'id': 6869, 'name': 'Alejandro Arribas Garrido'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 14}, {'player': {'id': 6777, 'name': 'Sidnei Rechel da Silva Júnior'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 12}, {'player': {'id': 6913, 'name': 'Fernando Navarro i Corbacho'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 6733, 'name': 'Pedro Mosquera Parada'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 23806, 'name': 'Alejandro Bergantiños García'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 5724, 'name': 'Fayçal Fajr'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 19}, {'player': {'id': 7782, 'name': 'Luis Alberto Romero Alconchel'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 21}, {'player': {'id': 25921, 'name': 'Rubén Gracia Calmache'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 6}, {'player': {'id': 6732, 'name': 'Lucas Pérez Martínez'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 7}]}",RC Deportivo La Coruña,219,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,b84f815b-f661-4499-89fb-abf389a16dd8,2,,,3825771,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,RC Deportivo La Coruña,219,,0,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 6654, 'name': 'Antonio Adán Garrido'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6593, 'name': 'Martín Montoya Torralbo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 3}, {'player': {'id': 6872, 'name': 'Bruno González Cabrera'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 27349, 'name': 'Heiko Westermann'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 17}, {'player': {'id': 27347, 'name': 'Juan Manuel Vargas Risco'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 11}, {'player': {'id': 5671, 'name': ""Alfred John Momar N''Diaye""}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 27346, 'name': 'Petros Matheus dos Santos Araújo'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 25}, {'player': {'id': 186264, 'name': 'Foued Kadir'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 5}, {'player': {'id': 3601, 'name': 'Charly Musonda Junior'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 8}, {'player': {'id': 6832, 'name': 'Rubén Castro Martín'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 24}, {'player': {'id': 27348, 'name': 'Ricky van Wolfswinkel'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",Real Betis,218,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,b0fbb96a-70b2-4bf3-888c-49146850ce32,3,,,3825771,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,RC Deportivo La Coruña,219,['76e17e68-b0bf-4a43-88a0-858913ba7e8a'],0,,,,,,,,,,,,,,,,,,Real Betis,218,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,76e17e68-b0bf-4a43-88a0-858913ba7e8a,4,,,3825771,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,RC Deportivo La Coruña,219,['b0fbb96a-70b2-4bf3-888c-49146850ce32'],0,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,af39b02a-5c44-4d83-9583-9116b3cdf0e3,1616,,,3825771,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,94,Real Betis,218,['a0b36a67-789f-4ab5-99cb-a89d90eb869f'],0,,,,,,,,,,,,,,,,,,Real Betis,218,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,a0b36a67-789f-4ab5-99cb-a89d90eb869f,1617,,,3825771,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,94,Real Betis,218,['af39b02a-5c44-4d83-9583-9116b3cdf0e3'],0,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.479997,,,,,,,,,,,,,,e7331e31-9de1-4ac6-b26e-32432bd66399,5,,"[61.0, 40.1]",3825771,0,,,,,1.6902252,,Left Foot,,,,"[60.7, 42.6]",,Ground Pass,,2.5179358,,,,Luis Alberto Romero Alconchel,7782.0,,,,,Kick Off,1,From Kick Off,Lucas Pérez Martínez,6732.0,Center Forward,2,RC Deportivo La Coruña,219,['617629b5-30de-485c-949f-963cb3a200cd'],1,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:01.561,Pass,
,,,,,,,,,,,,,,,,,0.842458,,,,,,,,,,,,,,ca171c1a-2177-4702-923a-18393b32f41b,8,,"[61.1, 42.1]",3825771,0,,,,,-0.99198884,,Right Foot,,,,"[67.7, 32.0]",,Ground Pass,,12.065239,,,,Pedro Mosquera Parada,6733.0,,,,,,1,From Kick Off,Luis Alberto Romero Alconchel,7782.0,Center Attacking Midfield,2,RC Deportivo La Coruña,219,['5fcf3aea-6082-4bb8-b6a3-09a9e091d16e'],3,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:03.341,Pass,
,,,,,,,,,,,,,,,,,1.339371,,,,,,,,,,,,,,4633b576-d3be-4078-a3b1-da4e0cec4f57,12,,"[79.3, 34.6]",3825771,0,,,,,-0.61409783,,Left Foot,,,,"[93.2, 24.8]",,Ground Pass,,17.00735,,Incomplete,,Lucas Pérez Martínez,6732.0,,,,,,1,From Kick Off,Pedro Mosquera Parada,6733.0,Right Defensive Midfield,2,RC Deportivo La Coruña,219,"['27c7453d-605e-40a9-8287-f39d48079b29', 'cff0cc54-36ff-4e0e-bb2a-544d59b1b013', 'd313111f-40f3-44e1-a5f3-d947d17bbcab']",6,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:06.085,Pass,True
,,,,,,,,,,,,,,,,,0.735859,,,,,,,,,,,,,,8e6d02d7-1f34-440b-a8ed-557a36028353,18,,"[88.0, 32.0]",3825771,0,,,,,-2.0262475,,Left Foot,,,,"[83.2, 22.2]",,Ground Pass,,10.912378,,,,Fernando Navarro i Corbacho,6913.0,,,,,,1,From Kick Off,Pedro Mosquera Parada,6733.0,Right Defensive Midfield,2,RC Deportivo La Coruña,219,"['73c26fda-6904-4363-94b5-842cb8bb3822', 'af223847-278c-445b-b038-7abcab6866d2']",9,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:09.577,Pass,True
