bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,ee7e5b03-fbb4-484f-a4c5-22ec5715e1a1,1,,,3825577,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Getafe,216,,0,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 6625, 'name': 'Vicente Guaita Panadero'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6627, 'name': 'Damián Nicolás Suárez Suárez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 19}, {'player': {'id': 17054, 'name': 'Emiliano Daniel Velázquez Maldonado'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 6614, 'name': 'Alexis Ruano Delgado'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 2}, {'player': {'id': 6856, 'name': 'Carlos Martín Vigaray'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 15}, {'player': {'id': 6736, 'name': 'Álvaro Medrán Just'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 23}, {'player': {'id': 6745, 'name': 'Mehdi Lacen'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 6907, 'name': 'Pedro León Sánchez Gil'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 14}, {'player': {'id': 11813, 'name': 'Emiliano Buendía'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 32}, {'player': {'id': 15893, 'name': 'Víctor Rodríguez Romero'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 18}, {'player': {'id': 24035, 'name': 'Álvaro Vázquez García'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Getafe,216,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,2d8ed07e-6088-417c-8c23-cae77d097e52,2,,,3825577,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Getafe,216,,0,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 8697, 'name': 'Andrés Eduardo Fernández Moreno'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 20064, 'name': 'Hugo Miguel Almeida Costa Lopes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 25}, {'player': {'id': 4498, 'name': 'Jean-Sylvain Claude Babin'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 6702, 'name': 'David Rodríguez Lombán'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 2}, {'player': {'id': 7158, 'name': 'Cristiano Biraghi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 3160, 'name': 'Rene Krhin'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 6599, 'name': 'Rubén Salvador Pérez Del Mármol'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 6918, 'name': 'Isaac Ajayi Success'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 24783, 'name': 'Javier Márquez Moreno'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 8}, {'player': {'id': 6680, 'name': 'Rubén Rochina Naixes'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 23}, {'player': {'id': 27109, 'name': 'Youssef El-Arabi'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Granada,1049,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,a6186fc8-ffa2-4dd3-b9eb-1d414eed0406,3,,,3825577,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Getafe,216,['9622f619-dd56-4886-adca-b0c077f17e58'],0,,,,,,,,,,,,,,,,Granada,1049,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,9622f619-dd56-4886-adca-b0c077f17e58,4,,,3825577,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Getafe,216,['a6186fc8-ffa2-4dd3-b9eb-1d414eed0406'],0,,,,,,,,,,,,,,,,Getafe,216,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,e650a84c-4f99-4e91-a717-66123c558ce5,1306,,,3825577,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,109,Getafe,216,['08b2a299-0b36-42c7-b4c3-109f35aee715'],0,,,,,,,,,,,,,,,,Granada,1049,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,08b2a299-0b36-42c7-b4c3-109f35aee715,1307,,,3825577,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,109,Getafe,216,['e650a84c-4f99-4e91-a717-66123c558ce5'],0,,,,,,,,,,,,,,,,Getafe,216,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.598909,,,,,,,,,,,,,,,afc28b2c-222a-4ea1-bd39-1e4c57d43062,5,,"[61.0, 40.1]",3825577,0,,,,1.6247978,,Left Foot,,,"[60.8, 43.8]",,Ground Pass,,3.7054014,,,,Álvaro Vázquez García,24035.0,,,,,Kick Off,1,From Kick Off,Emiliano Buendía,11813.0,Center Attacking Midfield,2,Getafe,216,['e0d2218f-c768-4669-a99e-b2fc4d27cef6'],0,,,,,,,,,,,,,,,,Getafe,216,00:00:00.519,Pass,
,,,,,,,,,,,,,,,,1.994276,,,,,,,,,,,,,,,a28b3bc1-bf3e-4fef-b963-8f461737c366,8,,"[60.8, 44.0]",3825577,0,,,,3.034095,,Right Foot,,,"[46.9, 45.5]",,Ground Pass,,13.980701,,,,Álvaro Medrán Just,6736.0,,,,,,1,From Kick Off,Álvaro Vázquez García,24035.0,Center Forward,2,Getafe,216,['c0b4d1ca-02a7-4b62-aa3e-c6dcfc1c923b'],1,,,,,,,,,,,,,,,,Getafe,216,00:00:01.158,Pass,
,,,,,,,,,,,,,,,,1.876717,,,,,,,,,,,,,,,2afbd148-426e-4ff8-95fa-b907b66a04e5,11,,"[43.5, 49.6]",3825577,0,,,,-2.0344439,,Right Foot,,,"[34.1, 30.8]",,Ground Pass,,21.01904,,,,Alexis Ruano Delgado,6614.0,,,,,,1,From Kick Off,Álvaro Medrán Just,6736.0,Right Defensive Midfield,2,Getafe,216,['eaf0935e-5ed9-4a09-aa90-bcda5fe52a0b'],3,,,,,,,,,,,,,,,,Getafe,216,00:00:03.606,Pass,
,,,,,,,,,,,,,,,,1.091265,,,,,,,,,,,,,,,3c1f64d9-f386-4607-b3df-cb9bc5a61dd1,14,,"[38.1, 20.1]",3825577,0,,,,-0.19646186,,Left Foot,,,"[58.7, 16.0]",,Ground Pass,,21.004047,,,,Víctor Rodríguez Romero,15893.0,,,,,,1,From Kick Off,Alexis Ruano Delgado,6614.0,Left Center Back,2,Getafe,216,['43ee656f-efa9-45c6-92d4-a5fcc39db6f7'],7,,,,,,,,,,,,,,,,Getafe,216,00:00:07.475,Pass,
