bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,ccb9ed26-3c5b-4ffd-91cd-da3c96bcdb6c,1,,,3825642,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,RC Deportivo La Coruña,219,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 27305, 'name': 'Germán Darío Lux'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 23800, 'name': 'Laureano Sanabria Ruiz'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 15}, {'player': {'id': 26107, 'name': 'Alberto Lopo García'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 23}, {'player': {'id': 6777, 'name': 'Sidnei Rechel da Silva Júnior'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 12}, {'player': {'id': 6913, 'name': 'Fernando Navarro i Corbacho'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 5582, 'name': 'Celso Borges Mora'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 22}, {'player': {'id': 6733, 'name': 'Pedro Mosquera Parada'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 6728, 'name': 'Federico Nicolás Cartabia'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 17}, {'player': {'id': 5724, 'name': 'Fayçal Fajr'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 19}, {'player': {'id': 25997, 'name': 'Jonás Manuel Gutiérrez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 24}, {'player': {'id': 6732, 'name': 'Lucas Pérez Martínez'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 7}]}",RC Deportivo La Coruña,219,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,c5cf7d66-5f78-4168-96d3-369d6ae5a224,2,,,3825642,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,RC Deportivo La Coruña,219,,0,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 6378, 'name': 'Jan Oblak'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6375, 'name': 'Juan Francisco Torres Belén'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 20}, {'player': {'id': 5259, 'name': 'José María Giménez de Vargas'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 24}, {'player': {'id': 5249, 'name': 'Diego Roberto Godín Leal'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 2}, {'player': {'id': 6320, 'name': 'Filipe Luís Kasmirski'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 6384, 'name': 'Gabriel Fernández Arenas'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 20669, 'name': 'Tiago Cardoso Mendes'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 5633, 'name': 'Yannick Ferreira Carrasco'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 21}, {'player': {'id': 5199, 'name': 'Jorge Resurrección Merodio'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 6}, {'player': {'id': 5487, 'name': 'Antoine Griezmann'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 7}, {'player': {'id': 17622, 'name': 'Jackson Arley Martínez Valencia'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 11}]}",Atlético Madrid,212,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,5201d38c-9bb4-438d-acb2-1289f3c6d4a1,3,,,3825642,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,RC Deportivo La Coruña,219,['214384f1-108e-41c6-be16-9df287388b20'],0,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,214384f1-108e-41c6-be16-9df287388b20,4,,,3825642,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,RC Deportivo La Coruña,219,['5201d38c-9bb4-438d-acb2-1289f3c6d4a1'],0,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,d1e40be0-9db5-4708-aa59-7c0f85a3ee9b,2018,,,3825642,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,83,RC Deportivo La Coruña,219,['288f57b8-217c-4c59-9628-4ce158a767a7'],0,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,288f57b8-217c-4c59-9628-4ce158a767a7,2019,,,3825642,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,83,RC Deportivo La Coruña,219,['d1e40be0-9db5-4708-aa59-7c0f85a3ee9b'],0,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,5a151dda-90a7-448b-b949-e225924632d9,5,,"[61.0, 40.1]",3825642,0,,True,,,3.006065,,Right Foot,,,,"[52.2, 41.3]",Ground Pass,,8.881441,,,,Jorge Resurrección Merodio,5199.0,,,,,Kick Off,1,From Kick Off,Jackson Arley Martínez Valencia,17622.0,Left Center Forward,2,Atlético Madrid,212,['7ede533c-9e7d-4a2c-a742-77ef855bd036'],0,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:00.916,Pass,
,,,,,,,,,,,,,,,,,2.016526,,,,,,,,,,,38dee7d6-7f83-44c2-bce7-0ed942fe0ac8,7,,"[53.0, 44.0]",3825642,0,,,,,0.14510474,,Right Foot,,,,"[87.9, 49.1]",High Pass,,35.270668,,Incomplete,,Jackson Arley Martínez Valencia,17622.0,,,,,,1,From Kick Off,Jorge Resurrección Merodio,5199.0,Left Midfield,2,Atlético Madrid,212,"['712523f3-a0ec-4be3-ac20-6bb78d8fccf1', 'c31e0cef-7ee7-4af4-9b24-332464e04eab']",4,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:04.797,Pass,
,,,,,,,,,,,,,,,,,1.089976,,,,,,,,,,,f5fd7e4e-7ded-4077-896f-ea936f040941,10,,"[62.8, 0.1]",3825642,0,,,,,0.25307566,,,,,,"[74.4, 3.1]",Low Pass,,11.981652,,,,Jorge Resurrección Merodio,5199.0,,,,,Throw-in,1,From Throw In,Filipe Luís Kasmirski,6320.0,Left Back,3,Atlético Madrid,212,['74d94ff2-df63-4063-9194-59c6f797dad5'],21,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:21.855,Pass,
,,,,,,,,,,,,,,,,,3.212055,,,,,,,,,,,8882aaf5-d528-4206-8d4f-a0d011d17a01,13,,"[74.4, 2.9]",3825642,0,,,,,0.14731216,,Head,,,,"[89.9, 5.2]",High Pass,,15.669716,,Incomplete,,Jackson Arley Martínez Valencia,17622.0,,,,,,1,From Throw In,Jorge Resurrección Merodio,5199.0,Left Midfield,3,Atlético Madrid,212,"['59da4e52-2be1-4368-8d40-0ecde315c403', 'a5991374-bc66-404b-884d-9e470bc85290']",23,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:23.029,Pass,
