bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_lost_in_play,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,fc8c8175-5243-4f01-9d22-2d9700e5913a,1,,,3825673,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Las Palmas,208,,0,,,,,,,,,,,,,,,"{'formation': 4411, 'lineup': [{'player': {'id': 26753, 'name': 'Javier Varas Herrera'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 7906, 'name': 'David Simón Rodríguez Santana'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 8440, 'name': 'Aythami Artiles Oliva'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 16}, {'player': {'id': 7907, 'name': 'Pedro Bigas Rigo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 17}, {'player': {'id': 6932, 'name': 'Dani Castellano Betancor'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 23}, {'player': {'id': 6934, 'name': 'Jerónimo Figueroa Cabrera'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 11}, {'player': {'id': 3610, 'name': 'Roque Mesa Quevedo'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 15}, {'player': {'id': 6929, 'name': 'José Vicente Gómez Umpiérrez'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 10755, 'name': 'Jonathan Viera Ramos'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 20}, {'player': {'id': 6928, 'name': 'Pedro Taunausú Domínguez Placeres'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 24}, {'player': {'id': 8167, 'name': 'Sergio Ezequiel Araújo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Las Palmas,208,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,3d8c2ac4-51bf-4851-9f09-56c17967584b,2,,,3825673,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Las Palmas,208,,0,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 27305, 'name': 'Germán Darío Lux'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6738, 'name': 'Juan Francisco Moreno Fuertes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 11}, {'player': {'id': 6869, 'name': 'Alejandro Arribas Garrido'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 14}, {'player': {'id': 6777, 'name': 'Sidnei Rechel da Silva Júnior'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 12}, {'player': {'id': 6913, 'name': 'Fernando Navarro i Corbacho'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 23806, 'name': 'Alejandro Bergantiños García'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 6733, 'name': 'Pedro Mosquera Parada'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 25921, 'name': 'Rubén Gracia Calmache'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 6}, {'player': {'id': 6734, 'name': 'Luis Carlos Correia Pinto'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 16}, {'player': {'id': 26288, 'name': 'Jonathan Javier Rodríguez Portillo'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 20}, {'player': {'id': 6732, 'name': 'Lucas Pérez Martínez'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 7}]}",RC Deportivo La Coruña,219,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,31d1c07c-8602-4beb-a070-f957a52e42cd,3,,,3825673,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Las Palmas,208,['135b561c-8f06-43c3-a50a-9664ee66030f'],0,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,135b561c-8f06-43c3-a50a-9664ee66030f,4,,,3825673,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Las Palmas,208,['31d1c07c-8602-4beb-a070-f957a52e42cd'],0,,,,,,,,,,,,,,,,Las Palmas,208,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,17912a69-9d20-484a-83c1-1eb75d89b3ad,1638,,,3825673,45,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,94,RC Deportivo La Coruña,219,['22bf3532-a3ff-4d30-89f0-23cd6cfa09cb'],0,,,,,,,,,,,,,,,,Las Palmas,208,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,22bf3532-a3ff-4d30-89f0-23cd6cfa09cb,1639,,,3825673,45,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,94,RC Deportivo La Coruña,219,['17912a69-9d20-484a-83c1-1eb75d89b3ad'],0,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.509935,,,,,,,,,,,,,04525138-0911-47ec-8c75-1ac90522fbb0,5,,"[61.0, 40.1]",3825673,0,True,,,1.8662372,,Left Foot,,,"[60.3, 42.4]",,Ground Pass,,2.4041631,,,,Jonathan Javier Rodríguez Portillo,26288.0,,,,Kick Off,1,From Kick Off,Lucas Pérez Martínez,6732.0,Left Center Forward,2,RC Deportivo La Coruña,219,['6a9fe35f-d4a9-4ec4-b8a3-77c9b7b82970'],0,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:00.511,Pass,
,,,,,,,,,,,,,,,,1.107707,,,,,,,,,,,,,191b7294-72f9-4686-be85-44d3e65be156,7,,"[60.7, 40.3]",3825673,0,,,,1.670465,,Right Foot,,,"[60.4, 43.3]",,Ground Pass,,3.0149627,,,,Pedro Mosquera Parada,6733.0,,,,,1,From Kick Off,Jonathan Javier Rodríguez Portillo,26288.0,Right Center Forward,2,RC Deportivo La Coruña,219,['ee7e8e72-c83e-4a46-b644-bf65274f4383'],1,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:01.021,Pass,
,,,,,,,,,,,,,,,,1.871135,,,,,,,,,,,,,0cc8a2ba-0fa6-427e-a7f9-4abe3945a0d5,10,,"[49.7, 41.3]",3825673,0,,,,-1.3856745,,Left Foot,,,"[54.7, 14.6]",,Ground Pass,,27.164131,,,,Fernando Navarro i Corbacho,6913.0,,,,,1,From Kick Off,Pedro Mosquera Parada,6733.0,Left Defensive Midfield,2,RC Deportivo La Coruña,219,['d8f24057-c326-4568-b81d-e2020ee8b1fc'],2,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:02.906,Pass,
,,,,,,,,,,,,,,,,2.935152,,,,,,,,,,,,,a1fcb8ab-2fec-4d7c-bb6b-c2209948c316,13,,"[56.4, 9.5]",3825673,0,,,,2.3260312,,Left Foot,,,"[33.9, 33.4]",,Ground Pass,,32.824684,,,,Sidnei Rechel da Silva Júnior,6777.0,,,,,1,From Kick Off,Fernando Navarro i Corbacho,6913.0,Left Back,2,RC Deportivo La Coruña,219,['a9468616-c886-4786-8fee-699d20517e95'],6,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:06.730,Pass,
