bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.606935,,,,,,,,,,,,,,,,46c71eea-3738-4552-958d-f12dfe8efeae,3005,,"[50.3, 74.0]",3825902,80,,,,-1.5401937,,Right Foot,,,"[50.6, 64.2]",,Ground Pass,,9.804591,,,Rubén García Santos,23943.0,,,,,,,2,Regular Play,José Antonio García Rabasco,24149.0,Right Center Midfield,180,Levante UD,221,['96576980-8b7c-412b-af4c-f2abe0fddd3a'],3,,,,,,,,,,,,,,,,,,,Levante UD,221,00:35:03.844,Pass,
,,,,,,,,,,,,,,,,1.131574,,,,,,,,,,,,,,,,0e0f4f61-3379-437b-b0bc-d47009771f65,3015,,"[53.6, 60.3]",3825902,80,,,,-2.8263779,,Left Foot,,,"[49.0, 58.8]",,Ground Pass,,4.838388,,,Carl Medjani,27656.0,,,,,,Free Kick,2,From Free Kick,Rubén García Santos,23943.0,Right Midfield,181,Levante UD,221,['bfbfadca-523e-4cb3-8386-edde288b198b'],15,,,,,,,,,,,,,,,,,,,Levante UD,221,00:35:15.567,Pass,
,,,,,,,,,,,,,,,,1.35516,,,,,,,,,,,,,,,,824e965b-0a0c-4454-80c9-aa8a90fbda21,3018,,"[49.0, 58.8]",3825902,80,,,,1.2454997,,Right Foot,,,"[54.7, 75.7]",,Ground Pass,,17.835358,,,Iván López Mendoza,8801.0,,,,,,,2,From Free Kick,Carl Medjani,27656.0,Right Center Back,181,Levante UD,221,['bd08c42e-604c-4472-a535-1a8bfb4da25e'],17,,,,,,,,,,,,,,,,,,,Levante UD,221,00:35:17.408,Pass,
,,,,,,,,,,,,,,,,1.133893,,,,,,,,,,,,,,,,b78c2d85-8753-4075-bc27-7bbe9f3ad30b,3021,,"[54.7, 75.7]",3825902,80,,,,0.2573237,,Right Foot,,,"[64.2, 78.2]",,Ground Pass,,9.8234415,,,José Antonio García Rabasco,24149.0,,,,,,,2,From Free Kick,Iván López Mendoza,8801.0,Right Back,181,Levante UD,221,['97272351-38a0-4e08-a1a8-74f931424507'],19,,,,,,,,,,,,,,,,,,,Levante UD,221,00:35:19.287,Pass,
,,,,,,,,,,,,,,,,2.947585,,,,,,,,,,,,,,,,b7c1f463-cb34-40b8-ae1c-c3b9534d997d,3027,,"[70.0, 80.0]",3825902,80,,,,-2.4741476,,,,,"[43.1, 58.8]",,Low Pass,,34.249817,,,Carl Medjani,27656.0,,,,,,Throw-in,2,From Throw In,Iván López Mendoza,8801.0,Right Back,182,Levante UD,221,['11348d0b-5b37-4582-a1cf-760336818959'],33,,,,,,,,,,,,,,,,,,,Levante UD,221,00:35:33.801,Pass,
,,,,,,,,,,,,,,,,1.754557,,,,,,,,,,,,,,,,ba298ddf-eaaf-42f9-a2c0-fed2600d5539,3030,,"[43.1, 58.8]",3825902,80,,,,-1.5252138,,Right Foot,,,"[44.4, 30.3]",,Ground Pass,,28.529634,,,David Navarro Pedrós,26012.0,,,,,,,2,From Throw In,Carl Medjani,27656.0,Right Center Back,182,Levante UD,221,['e131e54a-1b4a-482a-8547-7db77f477552'],37,,,,,,,,,,,,,,,,,,,Levante UD,221,00:35:37.499,Pass,
,,,,,,,,,,,,,,,,2.069189,,,,,,,,,,,,,,,,e516265c-9750-4822-8f27-01924b245a59,3033,,"[45.1, 25.7]",3825902,80,,,,-0.71883,,Right Foot,,,"[61.9, 11.0]",,Ground Pass,,22.323307,,,Jefferson Andrés Lerma Solís,5678.0,,,,,,,2,From Throw In,David Navarro Pedrós,26012.0,Left Center Back,182,Levante UD,221,['7f797655-6551-4a23-8241-3729edf64a68'],40,,,,,,,,,,,,,,,,,,,Levante UD,221,00:35:40.375,Pass,
,,,,,,,,,,,,,,,,3.582905,,,,,,,,,,,,,,,,c5961c15-96f8-4585-9cf3-ec7768a25598,3036,,"[67.4, 9.6]",3825902,80,,,,0.28044155,,Right Foot,,,"[116.7, 23.8]",,High Pass,,51.304287,,,Antonio García Aranda,6784.0,,,,,,,2,From Throw In,Jefferson Andrés Lerma Solís,5678.0,Left Center Midfield,182,Levante UD,221,['41141f70-ea4d-4598-969f-a075e9548188'],43,,,,,,,,,,,,,,,,,,,Levante UD,221,00:35:43.022,Pass,
,,,,,,,,,,,,,,,,4.42914,,,,,,,,,,,,,,,,d0e19ab0-c8aa-402e-b821-85c2cb5f2fc1,3040,,"[116.8, 23.0]",3825902,80,,,,1.6217917,,Left Foot,True,,"[114.1, 75.9]",,High Pass,,52.96886,,,Rubén García Santos,23943.0,,,True,,,,2,From Throw In,Antonio García Aranda,6784.0,Left Back,182,Levante UD,221,"['ba428b21-3e33-4e8c-8b18-fd8df89d8502', 'f0610060-954e-4308-ade0-96c7c751b605']",46,,,,,,,,,,,,,,,,,,,Levante UD,221,00:35:46.711,Pass,True
,,,,,,,,,,,,,,,,5.260687,,,,,,,,,,,,,,,,1570e744-80d1-4906-911f-0e5e051cb620,3050,,"[12.2, 5.4]",3825902,80,,,,0.1873046,,Left Foot,,,"[92.4, 20.6]",,High Pass,,81.62769,Incomplete,,Javier Guerra Rodríguez,11542.0,,,,,,,2,From Throw In,Roberto Román Triguero,6914.0,Left Center Back,182,Levante UD,221,"['dbb005f6-c581-4ec4-87bf-a4e3e6784830', 'fc54c9f0-558f-466f-9f55-5fbf0e73bc88']",57,,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:35:57.860,Pass,
,,,,,,,,,,,,,,,,2.208136,,,,,,,,,,,,,,,,dbb005f6-c581-4ec4-87bf-a4e3e6784830,3052,,"[27.7, 59.5]",3825902,81,,,,-2.385694,,Right Foot,,,"[12.0, 44.7]",,Ground Pass,,21.576145,,,Diego Mariño Villar,23843.0,,,,,,Recovery,2,From Throw In,Carl Medjani,27656.0,Right Center Back,182,Levante UD,221,"['1570e744-80d1-4906-911f-0e5e051cb620', 'cb48f14c-0108-4e6c-b54d-3239b0ffb4f8']",3,,,,,,,,,,,,,,,,,,,Levante UD,221,00:36:03.120,Pass,
,,,,,,,,,,,,,,,,2.428143,,,,,,,,,,,,,,,,432fe3b4-b7ae-45d4-b5c3-bd571adb0605,3055,,"[11.3, 44.1]",3825902,81,,,,1.3208177,,Right Foot,,,"[18.5, 72.3]",,Ground Pass,,29.10464,,,Carl Medjani,27656.0,,,,,,,2,From Throw In,Diego Mariño Villar,23843.0,Goalkeeper,182,Levante UD,221,"['20c0beb8-5ecd-4d06-b35c-501ba1a7cefc', '40dd16ca-7594-4397-b651-398cd1bc8c6a']",5,,,,,,,,,,,,,,,,,,,Levante UD,221,00:36:05.329,Pass,True
,,,,,,,,,,,,,,,,2.242384,,,,,,,,,,,,,,,,fe8e5abc-c3e3-4b68-ad64-3f283c71dad9,3058,,"[20.2, 71.0]",3825902,81,,,,0.08562702,,Right Foot,,,"[43.5, 73.0]",,Ground Pass,,23.38568,,,Iván López Mendoza,8801.0,,,,,,,2,From Throw In,Carl Medjani,27656.0,Right Center Back,182,Levante UD,221,['92da096e-e4b9-4a06-bef1-2a8b3988fb53'],8,,,,,,,,,,,,,,,,,,,Levante UD,221,00:36:08.374,Pass,
,,,,,,,,,,,,,,,,2.194859,,,,,,,,,,,,,,,,c035d306-fecd-4b5f-8bed-03e0c4dae839,3061,,"[43.5, 73.0]",3825902,81,,,,-1.5403489,,Right Foot,,,"[44.1, 53.3]",,Ground Pass,,19.709135,,,Simão Mate,27122.0,,,,,,,2,From Throw In,Iván López Mendoza,8801.0,Right Back,182,Levante UD,221,['6569e474-2d44-40f9-88a1-8e695cfb229e'],11,,,,,,,,,,,,,,,,,,,Levante UD,221,00:36:11.075,Pass,
,,,,,,,,,,,,,,,,2.063647,,,,,,,,,,,,,,,,8364c431-232c-4ef8-95fd-ab3979d2aaff,3064,,"[46.8, 47.8]",3825902,81,,,,-1.5707964,,Right Foot,,,"[46.8, 16.1]",,Ground Pass,,31.7,,,David Navarro Pedrós,26012.0,,,,,,,2,From Throw In,Simão Mate,27122.0,Center Defensive Midfield,182,Levante UD,221,['5811fef6-832d-48ed-a7cb-b2357b0ccb8d'],14,,,,,,,,,,,,,,,,,,,Levante UD,221,00:36:14.070,Pass,
,,,,,,,,,,,,,,,,1.737069,,,,,,,,,,,,,,,,290ff9a3-2a1a-4d2c-9db7-1f2c7cb7bc4c,3067,,"[55.3, 12.9]",3825902,81,,,,-0.4743999,,Right Foot,,,"[66.4, 7.2]",,Ground Pass,,12.477981,,,Antonio García Aranda,6784.0,,,,,,,2,From Throw In,David Navarro Pedrós,26012.0,Left Center Back,182,Levante UD,221,['bd0dd98c-c9a7-49a1-9203-a256917fb476'],17,,,,,,,,,,,,,,,,,,,Levante UD,221,00:36:17.287,Pass,
,,,,,,,,,,,,,,,,1.632786,,,,,,,,,,,,,,,,f9bca1f3-c47b-4114-8265-db72a8bafa0b,3070,,"[65.5, 10.6]",3825902,81,,,,2.3857718,,Left Foot,,,"[48.1, 27.0]",,Ground Pass,,23.910667,,,Simão Mate,27122.0,,,,,,,2,From Throw In,Antonio García Aranda,6784.0,Left Back,182,Levante UD,221,['fd4c7eb2-056e-4e28-b79c-8add07f1cce0'],20,,,,,,,,,,,,,,,,,,,Levante UD,221,00:36:20.275,Pass,
,,,,,,,,,,,,,,,,2.177773,,,,,,,,,,,,,,,,50cac582-8113-41f1-ae8e-eeb21e839a9b,3073,,"[56.0, 37.6]",3825902,81,,,,1.7319872,,Left Foot,,,"[52.0, 62.2]",,Ground Pass,,24.923082,,,Carl Medjani,27656.0,,,,,,,2,From Throw In,Simão Mate,27122.0,Center Defensive Midfield,182,Levante UD,221,['b6de0d69-078e-47e1-8dcc-c58ccc0d924b'],24,,,,,,,,,,,,,,,,,,,Levante UD,221,00:36:24.345,Pass,
,,,,,,,,,,,,,,,,1.258447,,,,,,,,,,,,,,,,48eb4315-72ca-43dd-a607-84bfe9062772,3076,,"[52.0, 62.2]",3825902,81,,,,0.8058035,,Right Foot,,,"[59.2, 69.7]",,Ground Pass,,10.396634,,,Iván López Mendoza,8801.0,,,,,,,2,From Throw In,Carl Medjani,27656.0,Right Center Back,182,Levante UD,221,['d6222cb5-725c-4a8e-8d4c-b0b5a0f49a9b'],26,,,,,,,,,,,,,,,,,,,Levante UD,221,00:36:26.820,Pass,
,,,,,,,,,,,,,,,,2.072996,,,,,,,,,,,,,,,,50b38406-4dfe-431c-b419-e2382bcc4e38,3079,,"[59.2, 69.7]",3825902,81,,,,-0.5236115,,Right Foot,,,"[102.5, 44.7]",,High Pass,,49.9989,,,Deyverson Brum Silva Acosta,25134.0,,,,,,,2,From Throw In,Iván López Mendoza,8801.0,Right Back,182,Levante UD,221,['2c5f4d42-4904-4c44-b5ad-5ce977ce707c'],29,,,,,,,,,,,,,,,,,,,Levante UD,221,00:36:29.691,Pass,
,,,,,,,,,,,,,,,,3.452649,,,,,,,,,,,,,,,,a6cf938c-dd1b-48fe-a696-0903910d6581,3086,,"[6.0, 44.0]",3825902,82,,,,-0.41427732,,Right Foot,,,"[79.0, 11.9]",,High Pass,,79.74591,,,Javier Guerra Rodríguez,11542.0,,,,,,Goal Kick,2,From Goal Kick,Yoel Rodríguez Oterino,10612.0,Goalkeeper,183,Rayo Vallecano,360,['9a5bf122-7088-405b-82ee-c8421aff1faa'],29,,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:37:29.361,Pass,
,,,,,,,,,,,,,,,,2.565386,,,,,,,,,,,,,,,,3135f187-37b5-44a1-bbbb-a2f8965609c5,3088,,"[79.0, 11.9]",3825902,82,,,,0.57280105,,Head,,,"[106.6, 29.7]",,Low Pass,,32.842045,Incomplete,,Nicolás Ladislao Fedor Flores,26685.0,,,,,,,2,From Goal Kick,Javier Guerra Rodríguez,11542.0,Center Forward,183,Rayo Vallecano,360,"['43e6f8ea-0707-4e5f-a220-239d06a5306a', 'b005224d-2d47-499c-9d87-c119aebd709e']",32,,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:37:32.854,Pass,
,,,,,,,,,,,,,,,,1.361203,,,,,,,,,,,,,,,,43e6f8ea-0707-4e5f-a220-239d06a5306a,3090,,"[13.5, 50.4]",3825902,82,,,,-2.1775634,,Right Foot,,,"[7.6, 41.9]",,Ground Pass,,10.34698,,,Diego Mariño Villar,23843.0,,,,,,Recovery,2,Regular Play,Carl Medjani,27656.0,Right Center Back,184,Levante UD,221,"['3135f187-37b5-44a1-bbbb-a2f8965609c5', 'd42a897c-1afc-4ce7-a593-66f5e6b4ac2a']",35,,,,,,,,,,,,,,,,,,,Levante UD,221,00:37:35.419,Pass,
,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,017b1823-030e-4d64-b5a9-2848c57ca2bd,3093,,"[7.6, 41.9]",3825902,82,,,,1.4618543,,Left Foot,,,"[9.7, 61.1]",,Ground Pass,,19.314503,,,Carl Medjani,27656.0,,,,,,,2,Regular Play,Diego Mariño Villar,23843.0,Goalkeeper,184,Levante UD,221,['c42835a0-c513-43dd-8974-d0e5d2aafa91'],38,,,,,,,,,,,,,,,,,,,Levante UD,221,00:37:38.128,Pass,
,,,,,,,,,,,,,,,,0.853622,,,,,,,,,,,,,,,,5d2b625d-6c48-4934-bc72-3a6f810c6f22,3097,,"[23.7, 68.0]",3825902,82,,,,0.8502422,,Right Foot,,,"[30.9, 76.2]",,Ground Pass,,10.912378,,,Iván López Mendoza,8801.0,,,,,,,2,Regular Play,Carl Medjani,27656.0,Right Center Back,184,Levante UD,221,"['ba8f8098-9f73-4ef2-bf77-70ab715a856c', 'd0061b27-c84c-49c0-9c82-bdd98c5cd180']",42,,,,,,,,,,,,,,,,,,,Levante UD,221,00:37:42.200,Pass,True
,,,,,,,,,,,,,,,,1.038145,,,,,,,,,,,,,,,,151fce39-5155-4413-b2b1-a37956ceaba7,3100,,"[30.9, 76.2]",3825902,82,,,,-0.9438753,,Right Foot,,,"[40.1, 63.5]",,Ground Pass,,15.682156,,,Rubén García Santos,23943.0,,,,,,,2,Regular Play,Iván López Mendoza,8801.0,Right Back,184,Levante UD,221,['a7aebc5e-6665-4e4f-a0d9-f8e2f81993c4'],43,,,,,,,,,,,,,,,,,,,Levante UD,221,00:37:43.662,Pass,
,,,,,,,,,,,,,,,,1.272134,,,,,,,,,,,,,,,,71d56908-8de6-4ae6-9ff0-daacb1782197,3105,,"[39.3, 61.1]",3825902,82,,,,-2.0077014,,Left Foot,,,"[30.1, 41.4]",,Ground Pass,,21.742355,,,Simão Mate,27122.0,,,,,,,2,Regular Play,Rubén García Santos,23943.0,Right Midfield,184,Levante UD,221,"['d319379c-20a5-4983-abc9-dc40ca009c1b', 'e9aea415-ab91-48a5-84e7-7123f540327a']",46,,,,,,,,,,,,,,,,,,,Levante UD,221,00:37:46.432,Pass,True
,,,,,,,,,,,,,,,,1.55548,,,,,,,,,,,,,,,,d0395fbe-a412-48c6-b8a6-74b963048a7c,3108,,"[30.1, 41.4]",3825902,82,,,,-1.530617,,Right Foot,,,"[30.9, 21.5]",,Ground Pass,,19.916075,,,David Navarro Pedrós,26012.0,,,,,,,2,Regular Play,Simão Mate,27122.0,Center Defensive Midfield,184,Levante UD,221,['c1123454-d992-438a-a7ad-d5f725b04fb6'],48,,,,,,,,,,,,,,,,,,,Levante UD,221,00:37:48.501,Pass,
,,,,,,,,,,,,,,,,2.991633,,,,,,,,,,,,,,,,3df16967-019b-485f-8189-9ef143e4d03a,3111,,"[43.5, 18.1]",3825902,82,,,,-0.3052504,,Right Foot,,,"[89.2, 3.7]",,Ground Pass,,47.915028,,,Antonio García Aranda,6784.0,,,,,,,2,Regular Play,David Navarro Pedrós,26012.0,Left Center Back,184,Levante UD,221,['62b83fc9-2ea1-452c-8bb7-6dbb6ffb0542'],51,,,,,,,,,,,,,,,,,,,Levante UD,221,00:37:51.718,Pass,
,,,,,,,,,,,,,,,,2.055326,,,,,,,,,,,,,,,,679126a3-5278-4cd9-bf25-fefdb24d9152,3118,,"[9.5, 74.7]",3825902,82,,,,-0.47454637,,Right Foot,,,"[24.1, 67.2]",,Ground Pass,,16.413713,Incomplete,,Nicolás Ladislao Fedor Flores,26685.0,,,,,,,2,Regular Play,Joaquín José Marín Ruiz,24138.0,Right Back,184,Levante UD,221,"['3c55a256-a5bb-4205-a98f-1cb9aba80073', 'f0c1e726-98a5-44f6-81a9-2811443262a7']",57,,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:37:57.981,Pass,
,,,,,,,,,,,,,,,,1.26652,,,,,,,,,,,,,,,,eef348de-796d-49cb-b903-09ee213806c7,3132,,"[49.7, 38.0]",3825902,83,,,,-1.5262399,,Right Foot,,,"[50.4, 22.3]",,Ground Pass,,15.715597,,,José Ignacio Martínez García,11298.0,,,,,,,2,Regular Play,Jozabed Sánchez Ruiz,6852.0,Left Center Midfield,184,Levante UD,221,"['24fb74f5-1859-4381-a6b5-72f036196d86', 'ea69f5b9-d57e-4c25-914b-e4562184ed8c']",11,,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:38:11.362,Pass,True
,,,,,,,,,,,,,,,,1.356317,,,,,,,,,,,,,,,,a5cd60c9-5f2a-47e6-8496-f499cd81a2d6,3135,,"[93.4, 24.1]",3825902,83,,,,-1.1239538,,Right Foot,,,"[100.3, 9.7]",,Ground Pass,,15.96778,Pass Offside,,Tiago Manuel Dias Correia,7900.0,,,,,,,2,Regular Play,José Ignacio Martínez García,11298.0,Left Back,184,Levante UD,221,['11a2c29d-41bf-4b86-8cc6-b3d70f2acfd3'],17,,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:38:17.215,Pass,
,,,,,,,,,,,,,,,,2.455505,,,,,,,,,,,,,,,,a23e9e66-2af5-4130-bf49-7ce2287be548,3137,,"[16.1, 67.5]",3825902,83,,,,0.3752708,,Right Foot,,,"[32.6, 74.0]",,Ground Pass,,17.734148,,,Iván López Mendoza,8801.0,,,,,,Free Kick,2,From Free Kick,Carl Medjani,27656.0,Right Center Back,185,Levante UD,221,['578220a8-0e61-4d15-9c79-6f20bde6441a'],26,,,,,,,,,,,,,,,,,,,Levante UD,221,00:38:26.469,Pass,
,,,,,,,,,,,,,,,,0.626502,,,,,,,,,,,,,,,,950d319c-c151-4a04-bca9-1d9c48f03d01,3140,,"[53.6, 68.2]",3825902,83,,,,1.456356,,Right Foot,,,"[54.6, 76.9]",,Ground Pass,,8.757282,,,José Antonio García Rabasco,24149.0,,,,,,,2,From Free Kick,Iván López Mendoza,8801.0,Right Back,185,Levante UD,221,['61e59ada-e5e2-4e40-81f5-e23912e7346a'],35,,,,,,,,,,,,,,,,,,,Levante UD,221,00:38:35.324,Pass,
,,,,,,,,,,,,,,,,1.658482,,,,,,,,,,,,,,,,79108c3f-2689-4700-9c6d-f118f7ec0af1,3142,,"[54.6, 76.9]",3825902,83,,,,-2.7424347,,Right Foot,,,"[33.5, 68.0]",,Ground Pass,,22.900219,,,Carl Medjani,27656.0,,,,,,,2,From Free Kick,José Antonio García Rabasco,24149.0,Right Center Midfield,185,Levante UD,221,['ad6fb753-af47-4b96-a9e3-636c3e214cfb'],35,,,,,,,,,,,,,,,,,,,Levante UD,221,00:38:35.951,Pass,
,,,,,,,,,,,,,,,,1.255113,,,,,,,,,,,,,,,,c2adec78-9d18-4e51-be93-31e28b33e42e,3145,,"[33.5, 68.0]",3825902,83,,,,-0.66510266,,Right Foot,,,"[48.8, 56.0]",,Ground Pass,,19.444536,,,Jefferson Andrés Lerma Solís,5678.0,,,,,,,2,From Free Kick,Carl Medjani,27656.0,Right Center Back,185,Levante UD,221,['96d2b283-e623-4802-9c04-1def2c14d2b5'],39,,,,,,,,,,,,,,,,,,,Levante UD,221,00:38:39.844,Pass,
,,,,,,,,,,,,,,,,6.044382,,,,,,,,,,,,,,,,3e3b3f49-4541-41fd-a57c-aadff8dcaae2,3149,,"[51.6, 54.9]",3825902,83,,,,-0.26091993,,Right Foot,,,"[110.4, 39.2]",,High Pass,,60.85992,Incomplete,,,,,,,,,,2,From Free Kick,Jefferson Andrés Lerma Solís,5678.0,Left Center Midfield,185,Levante UD,221,"['52a8fef7-51a1-4927-932f-b1cdd2dfa305', '7f65d97e-0ca9-45f6-b93b-4f292e3e235a']",42,,,,,,,,,,,,,,,,,,,Levante UD,221,00:38:42.215,Pass,True
,,,,,,,,,,,,,,,,2.121386,,,,,,,,,,,,,,,,ee357209-f221-4c57-9d57-6e537769fc19,3152,,"[8.7, 48.7]",3825902,83,,,,0.7601328,,Keeper Arm,,,"[37.1, 75.7]",,Low Pass,,39.186222,,,Pablo Hernández Domínguez,4711.0,,,,,,,2,Regular Play,Yoel Rodríguez Oterino,10612.0,Goalkeeper,186,Rayo Vallecano,360,['7c4586c7-9f3c-496c-ba8d-9e5495c736ec'],49,,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:38:49.095,Pass,
,,,,,,,,,,,,,,,,1.458293,,,,,,,,,,,,,,,,2c2206e9-385a-463f-95f1-fbf09422444e,3155,,"[40.1, 74.7]",3825902,83,,,,-2.1696343,,Right Foot,,,"[30.0, 59.9]",,Ground Pass,,17.917868,,,Antonio Amaya Carazo,27144.0,,,,,,,2,Regular Play,Pablo Hernández Domínguez,4711.0,Right Midfield,186,Rayo Vallecano,360,['aa582c82-457a-40d9-9d40-eefdb956ca23'],52,,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:38:52.087,Pass,
,,,,,,,,,,,,,,,,0.672256,,,,,,,,,,,,,,,,abd43086-95fc-442e-9566-ab6a70e6ea73,3158,,"[30.0, 59.9]",3825902,83,,,,-0.9707461,,Right Foot,,,"[36.5, 50.4]",,Ground Pass,,11.510864,,,Roberto Trashorras Gayoso,26848.0,,,,,,,2,Regular Play,Antonio Amaya Carazo,27144.0,Right Center Back,186,Rayo Vallecano,360,['ebe68018-e289-4afc-ad39-6e48741a2343'],54,,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:38:54.419,Pass,
,,,,,,,,,,,,,,,,1.614234,,,,,,,,,,,,,,,,57a53520-255c-4e64-a3b1-207339f4a968,3161,,"[36.5, 50.4]",3825902,83,,,,1.4168516,,Right Foot,,,"[39.2, 67.8]",,Ground Pass,,17.608236,,,Pablo Hernández Domínguez,4711.0,,,,,,,2,Regular Play,Roberto Trashorras Gayoso,26848.0,Center Defensive Midfield,186,Rayo Vallecano,360,['d5be486d-c44c-4115-aa46-885a1b01d6b6'],55,,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:38:55.244,Pass,
,,,,,,,,,,,,,,,,1.637015,,,,,,,,,,,,,,,,410e8adc-2be5-45fa-8623-444a2c470663,3164,,"[48.3, 73.5]",3825902,83,,,,-1.8909155,,Right Foot,,,"[42.2, 55.1]",,Ground Pass,,19.384789,,,Roberto Trashorras Gayoso,26848.0,,,,,,,2,Regular Play,Pablo Hernández Domínguez,4711.0,Right Midfield,186,Rayo Vallecano,360,['460a8630-ce4f-47a8-aa4c-e556d238cf3a'],57,,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:38:57.576,Pass,
,,,,,,,,,,,,,,,,0.330453,,,,,,,,,,,,,,,,06b10fb9-e8a0-4718-8f11-8345a1809052,3167,,"[42.2, 55.1]",3825902,84,,,,-0.04720899,,Right Foot,,,"[54.9, 54.5]",,Ground Pass,,12.714166,,,Nicolás Ladislao Fedor Flores,26685.0,,,,,,,2,Regular Play,Roberto Trashorras Gayoso,26848.0,Center Defensive Midfield,186,Rayo Vallecano,360,['6519eee1-b75b-4ee5-9a95-f149d2f1c5e8'],0,,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:39:00.193,Pass,
,,,,,,,,,,,,,,,,1.139187,,,,,,,,,,,,,,,,299de17b-907f-409a-b229-93157c6b3a3d,3170,,"[54.9, 54.5]",3825902,84,,,,2.7245433,,Right Foot,,,"[47.0, 58.0]",,Ground Pass,,8.640602,,,Antonio Amaya Carazo,27144.0,,,,,,,2,Regular Play,Nicolás Ladislao Fedor Flores,26685.0,Right Center Midfield,186,Rayo Vallecano,360,['109e22d4-0b96-43da-9771-ff40cdc0da9f'],0,,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:39:00.700,Pass,
,,,,,,,,,,,,,,,,0.920826,,,,,,,,,,,,,,,,5e4ce8ff-9f5f-410d-a873-1754cda2ed20,3173,,"[47.7, 68.2]",3825902,84,,,,-1.6752534,,Right Foot,,,"[46.4, 55.8]",,Ground Pass,,12.467959,,,Roberto Trashorras Gayoso,26848.0,,,,,,,2,Regular Play,Antonio Amaya Carazo,27144.0,Right Center Back,186,Rayo Vallecano,360,['8e54ae6f-8bf7-459e-ba6a-4b620832a0a9'],2,,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:39:02.030,Pass,
,,,,,,,,,,,,,,,,1.545788,,,,,,,,,,,,,,,,71fa4d22-53b0-4b6c-b9ae-7b1d0668e637,3176,,"[46.4, 55.8]",3825902,84,,,,-1.3521274,,Right Foot,,,"[52.4, 28.8]",,Ground Pass,,27.658634,,,Jozabed Sánchez Ruiz,6852.0,,,,,,,2,Regular Play,Roberto Trashorras Gayoso,26848.0,Center Defensive Midfield,186,Rayo Vallecano,360,['f6739f94-3321-438c-90b8-5b7f5127bea8'],4,,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:39:04.232,Pass,
,,,,,,,,,,,,,,,,1.499554,,,,,,,,,,,,,,,,18dc6779-cb47-434b-ae9c-0b265ca6f5c4,3179,,"[52.4, 28.8]",3825902,84,,,,-2.6034563,,Right Foot,,,"[39.5, 21.1]",,Ground Pass,,15.023315,,,Roberto Román Triguero,6914.0,,,,,,,2,Regular Play,Jozabed Sánchez Ruiz,6852.0,Left Center Midfield,186,Rayo Vallecano,360,['36e26c6a-9b38-4627-b265-ad4faeddb6e3'],6,,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:39:06.782,Pass,
,,,,,,,,,,,,,,,,2.990809,,,,,,,,,,,,,,,,91ba0017-1b5f-4cb0-917b-6e18d960900f,3182,,"[39.5, 21.1]",3825902,84,,,,2.6324506,,Right Foot,,,"[14.6, 35.0]",,Ground Pass,,28.517012,,,Yoel Rodríguez Oterino,10612.0,,,,,,,2,Regular Play,Roberto Román Triguero,6914.0,Left Center Back,186,Rayo Vallecano,360,['1112b93f-4c1c-42a8-9f48-d7f4ff600a5d'],8,,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:39:08.384,Pass,
