ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.94556,,,,,,,,,,,,e1ed5660-a135-4562-89db-f994a7fc4930,3218,,"[48.4, 17.9]",3825863,83,,,,,-0.25962964,,Right Foot,,,,"[67.6, 12.8]",,Ground Pass,,19.865799,,,,,Sergio Ezequiel Araújo,8167.0,,,,,,2,Regular Play,Jonathan Viera Ramos,10755.0,Left Center Midfield,163,Las Palmas,208,['f6703076-432a-4c2c-8ed8-fadba8b787a3'],41,,,,,,,,,,,,,,,,,,Las Palmas,208,00:38:41.138,Pass,
,,,,,,,,,,,,,,,,1.340461,,,,,,,,,,,,7d518e36-68e1-4ef0-80a4-c1323dcd649f,3222,,"[71.0, 7.4]",3825863,83,,,,,3.0054536,,Right Foot,,,,"[56.4, 9.4]",,Ground Pass,,14.73635,,,,,Jonathan Viera Ramos,10755.0,,,,,,2,Regular Play,Sergio Ezequiel Araújo,8167.0,Center Forward,163,Las Palmas,208,['eacfc6a6-eec9-4095-95a4-66eb77a02753'],47,,,,,,,,,,,,,,,,,,Las Palmas,208,00:38:47.618,Pass,
,,,,,,,,,,,,,,,,1.721583,,,,,,,,,,,,d1afca4a-bdb6-4cef-9a44-a1638d0bfbe0,3225,,"[66.2, 7.3]",3825863,83,,,,,-3.01841,,Right Foot,,,,"[55.7, 6.0]",,Ground Pass,,10.58017,,,,,Dani Castellano Betancor,6932.0,,,,,,2,Regular Play,Jonathan Viera Ramos,10755.0,Left Center Midfield,163,Las Palmas,208,['ffbd7c91-0e06-4a16-affb-0ccbfda3a298'],49,,,,,,,,,,,,,,,,,,Las Palmas,208,00:38:49.250,Pass,
,,,,,,,,,,,,,,,,1.577058,,,,,,,,,,,,0855c1c3-8836-4662-87b3-1b2af4534759,3228,,"[54.6, 6.6]",3825863,83,,,,,2.0344439,,Left Foot,,,,"[46.4, 23.0]",,Ground Pass,,18.335758,,,,,Aythami Artiles Oliva,8440.0,,,,,,2,Regular Play,Dani Castellano Betancor,6932.0,Left Back,163,Las Palmas,208,['96df5a36-97ee-4be0-a96d-10a75051b3dd'],51,,,,,,,,,,,,,,,,,,Las Palmas,208,00:38:51.534,Pass,
,,,,,,,,,,,,,,,,0.864025,,,,,,,,,,,,be5587bc-271f-42fe-ad46-e372e7359099,3231,,"[46.5, 22.5]",3825863,83,,,,,0.5794068,,Right Foot,,,,"[54.6, 27.8]",,Ground Pass,,9.679876,,,,,Roque Mesa Quevedo,3610.0,,,,,,2,Regular Play,Aythami Artiles Oliva,8440.0,Left Center Back,163,Las Palmas,208,['cb92367c-c174-4bce-a97e-49c5fc6c2115'],53,,,,,,,,,,,,,,,,,,Las Palmas,208,00:38:53.770,Pass,
,,,,,,,,,,,,,,,,1.081961,,,,,,,,,,,,df0bbcff-0485-4eb2-b1c7-259828ef712e,3233,,"[55.6, 28.0]",3825863,83,,,,,-3.1296172,,Left Foot,,,,"[38.9, 27.8]",,Ground Pass,,16.701197,,,,,Aythami Artiles Oliva,8440.0,,,,,,2,Regular Play,Roque Mesa Quevedo,3610.0,Center Defensive Midfield,163,Las Palmas,208,['39cc8a33-6b9c-4e1f-832e-6158c509d8bc'],54,,,,,,,,,,,,,,,,,,Las Palmas,208,00:38:54.634,Pass,
,,,,,,,,,,,,,,,,2.180353,,,,,,,,,,,,2ce9b4c1-7cc3-4573-85b0-54cacc7d9e78,3236,,"[38.6, 33.3]",3825863,83,,,,,2.482589,,Right Foot,,,,"[18.2, 49.1]",,Ground Pass,,25.8031,,,,,Javier Varas Herrera,26753.0,,,,,,2,Regular Play,Aythami Artiles Oliva,8440.0,Left Center Back,163,Las Palmas,208,['031e1b78-63d7-4e0f-8f8b-69faf3ab9b2c'],57,,,,,,,,,,,,,,,,,,Las Palmas,208,00:38:57.385,Pass,
,,,,,,,,,,,,,,,,1.150461,,,,,,,,,,,,15ee6133-abf6-4a06-a158-8279c88af7cb,3239,,"[17.8, 49.1]",3825863,84,,,,,-0.32447535,,Right Foot,,,,"[28.8, 45.4]",,Ground Pass,,11.605602,,,,,Roque Mesa Quevedo,3610.0,,,,,,2,Regular Play,Javier Varas Herrera,26753.0,Goalkeeper,163,Las Palmas,208,['4239b7f7-621d-42d1-8bab-bd17a3167457'],1,,,,,,,,,,,,,,,,,,Las Palmas,208,00:39:01.758,Pass,
,,,,,,,,,,,,,,,,1.246564,,,,,,,,,,,,36e81d2f-ca98-48ba-bef6-81d8d77dec90,3245,,"[90.8, 40.8]",3825863,84,,,,,-1.297137,,Left Foot,,,,"[94.0, 29.4]",,Ground Pass,,11.840608,,,,,Celso Borges Mora,5582.0,,,,,Recovery,2,Regular Play,Lucas Pérez Martínez,6732.0,Right Center Forward,164,RC Deportivo La Coruña,219,['8887db9b-4b8c-400d-89c6-1997642122a9'],5,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:39:05.785,Pass,
,,,,,,,,,,,,,,,,1.253005,,,,,,,,,,,,abbef4d5-f59a-497a-87de-0b07fac7b752,3248,,"[96.8, 40.2]",3825863,84,,,,,-0.8023457,b24e1f58-3ba3-4406-8e20-ed17a6682a8d,Right Foot,,,,"[108.4, 28.2]",,Ground Pass,,16.690117,,,,,Jonathan Javier Rodríguez Portillo,26288.0,True,,,,,2,Regular Play,Celso Borges Mora,5582.0,Left Defensive Midfield,164,RC Deportivo La Coruña,219,['802e2d67-b97f-4a3b-a342-db22c77bbe52'],8,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:39:08.477,Pass,
,,,,,,,,,,,,,,,,1.653355,,,,,,,,,,,,f5cea2e8-0377-440d-9999-fc7dc277c6bd,3256,,"[13.7, 52.7]",3825863,84,,,,,-0.1501528,,Right Foot,,,,"[40.8, 48.6]",,Ground Pass,,27.408392,,,,,Juan Carlos Valerón Santana,15602.0,,,,,,2,Regular Play,David García Santana,6927.0,Right Back,164,RC Deportivo La Coruña,219,['7a43d7d4-1c1d-4f94-bb6a-9b7163806fb7'],13,,,,,,,,,,,,,,,,,,Las Palmas,208,00:39:13.050,Pass,
,,,,,,,,,,,,,,,,0.970932,,,,,,,,,,,,63627c1b-a138-4f8a-9af2-7df8ee48e661,3265,,"[76.1, 23.3]",3825863,84,,,,,1.5772897,,Right Foot,,,,"[76.0, 38.7]",,Ground Pass,,15.400325,,,,,Fayçal Fajr,5724.0,,,,,,2,Regular Play,Celso Borges Mora,5582.0,Left Defensive Midfield,164,RC Deportivo La Coruña,219,['d5b06612-a9a4-46fa-8f42-9e1310332ed3'],22,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:39:22.350,Pass,
,,,,,,,,,,,,,,,,1.243905,,,,,,,,,,,,2ba18f93-3262-44dd-84cd-d04eb89554f8,3268,,"[78.4, 43.6]",3825863,84,,,,,0.84892577,,Right Foot,,,,"[96.8, 64.5]",,Ground Pass,,27.845467,,,,,Juan Francisco Moreno Fuertes,6738.0,,,,,,2,Regular Play,Fayçal Fajr,5724.0,Right Midfield,164,RC Deportivo La Coruña,219,['43c47091-bd06-4c1b-be26-878ee3bac7c2'],24,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:39:24.187,Pass,
,,,,,,,,,,,,,,,,1.096876,,,,,,,,,,,,d59708a2-e35f-4b4d-b8d8-f1ced3319bb8,3271,,"[105.9, 68.1]",3825863,84,,,,,-2.74364,,Right Foot,,,,"[90.2, 61.5]",,Ground Pass,,17.030855,,,,,Fayçal Fajr,5724.0,,,,,,2,Regular Play,Juan Francisco Moreno Fuertes,6738.0,Right Back,164,RC Deportivo La Coruña,219,['30a1b911-66f2-4066-93dc-a78492b0afae'],28,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:39:28.753,Pass,
,,,,,,,,,,,,,,,,0.629816,,,,,,,,,,,,b35d1c5f-5587-4f93-8232-bb021ad4cbbf,3274,,"[92.7, 59.7]",3825863,84,,,,,-0.5554937,,Right Foot,,,,"[101.4, 54.3]",,Ground Pass,,10.239629,,,,,Luis Alberto Romero Alconchel,7782.0,,,,,,2,Regular Play,Fayçal Fajr,5724.0,Right Midfield,164,RC Deportivo La Coruña,219,['6c797faa-2942-425e-b228-63fea1d8a5b0'],31,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:39:31.107,Pass,
,,,,,,,,,,,,,,,,1.473693,,,,,,,,,,,,8e71ee77-7b76-4faa-8504-fbffab3d7ab3,3276,,"[101.4, 54.3]",3825863,84,,,,,1.1470048,,Right Foot,,,,"[107.4, 67.6]",,Ground Pass,,14.590751,,,,,Juan Francisco Moreno Fuertes,6738.0,,,,,,2,Regular Play,Luis Alberto Romero Alconchel,7782.0,Left Center Forward,164,RC Deportivo La Coruña,219,['03881106-ae5b-4540-97d2-5b862637ea87'],31,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:39:31.737,Pass,
,,,,,,,,,,,,,,,,1.320613,,,,,,,,,,,,94e2acc9-77ce-4e89-8ecb-b3008858f8b5,3279,,"[112.8, 65.6]",3825863,84,,,,,-1.5345802,1e668d03-4970-44af-9e8b-a7c0c8b94d55,Right Foot,True,,,"[113.8, 38.0]",,High Pass,,27.61811,,,,,Celso Borges Mora,5582.0,True,,,,,2,Regular Play,Juan Francisco Moreno Fuertes,6738.0,Right Back,164,RC Deportivo La Coruña,219,['679cd2aa-2cbf-46c0-88ec-51b21687e0b1'],34,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:39:34.720,Pass,
,,,,,,,,,,,,,,,,3.340519,,,,,,,,,,,,fa599c57-813d-48a8-9516-f8dd073087a9,3283,,"[7.0, 36.1]",3825863,85,,True,,,0.2842428,,Right Foot,,,,"[66.9, 53.6]",,High Pass,,62.404007,,,Incomplete,,,,,,,,Goal Kick,2,From Goal Kick,Javier Varas Herrera,26753.0,Goalkeeper,165,Las Palmas,208,['e0d757b4-3207-4d74-8955-e927878d1167'],3,,,,,,,,,,,,,,,,,,Las Palmas,208,00:40:03.778,Pass,
,,,,,,,,,,,,,,,,0.830394,,,,,,,,,,,,905649af-3843-429d-93e1-4c51fa5693ed,3285,,"[52.4, 32.5]",3825863,85,,,,,0.14601226,,Left Foot,,,,"[55.8, 33.0]",,Ground Pass,,3.436568,,,,,Celso Borges Mora,5582.0,,,,,,2,Regular Play,Fernando Navarro i Corbacho,6913.0,Left Back,166,RC Deportivo La Coruña,219,['45b8b01c-7383-4651-9203-d0549ba5e76b'],8,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:40:08.896,Pass,
,,,,,,,,,,,,,,,,1.086476,,,,,,,,,,,,49115346-4926-4968-9aab-21eb7e130339,3288,,"[56.2, 32.2]",3825863,85,,,,,-3.0664656,,Right Foot,,,,"[37.6, 30.8]",,Ground Pass,,18.652615,,,,,Sidnei Rechel da Silva Júnior,6777.0,,,,,,2,Regular Play,Celso Borges Mora,5582.0,Left Defensive Midfield,166,RC Deportivo La Coruña,219,['af4b84c0-85b3-4009-9330-1d9f47ad953a'],10,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:40:10.635,Pass,
,,,,,,,,,,,,,,,,2.54586,,,,,,,,,,,,35e26c02-0b4f-4699-a85f-537d385a5eb0,3291,,"[43.4, 35.3]",3825863,85,,,,,1.0516502,,Right Foot,,,,"[66.6, 75.9]",,High Pass,,46.761093,,,,,Juan Francisco Moreno Fuertes,6738.0,,True,,,,2,Regular Play,Sidnei Rechel da Silva Júnior,6777.0,Left Center Back,166,RC Deportivo La Coruña,219,['0f8ae141-3ab2-481d-b5e9-0326301e344c'],14,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:40:14.191,Pass,
,,,,,,,,,,,,,,,,1.746725,,,,,,,,,,,,8365dd12-2e1a-456a-9e64-132f667c2ea5,3299,,"[65.2, 72.7]",3825863,85,,,,,-0.5960561,,Right Foot,,,,"[82.3, 61.1]",,Ground Pass,,20.663252,,,,,Fayçal Fajr,5724.0,,,,,,2,Regular Play,Juan Francisco Moreno Fuertes,6738.0,Right Back,166,RC Deportivo La Coruña,219,"['66d95cfa-9110-4d5e-98c2-f1b3a56feb29', '70fbddb7-9d7d-492d-9f6f-9a5db2e3157e']",19,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:40:19.821,Pass,True
,,,,,,,,,,,,,,,,1.414936,,,,,,,,,,,,00e3de9b-4d7a-4876-81f5-3705774e1cee,3302,,"[88.4, 67.3]",3825863,85,,,,,-1.0059333,,Right Foot,True,,,"[103.8, 43.0]",,High Pass,,28.768908,,,Incomplete,,,,,,,,,2,Regular Play,Fayçal Fajr,5724.0,Right Midfield,166,RC Deportivo La Coruña,219,['deb1836a-59f2-4e5d-85a1-14d2ba6c16e7'],23,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:40:23.763,Pass,
,,,,,,,,,,,,,,,,1.354121,,,,,,,,,,,,91994a6d-2bb7-45cb-a710-9ff1dbb14ce5,3305,,"[85.3, 65.2]",3825863,85,,,,True,-2.3561945,,,,,,"[77.2, 57.1]",,High Pass,,11.45513,,,,,Pedro Mosquera Parada,6733.0,,,,,Recovery,2,Regular Play,Fayçal Fajr,5724.0,Right Midfield,166,RC Deportivo La Coruña,219,"['87587d51-b9e7-4434-a7bd-f4d180fb776f', 'b89347c9-a213-48d7-a523-5c9fa9c79bfc']",27,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:40:27.762,Pass,True
,,,,,,,,,,,,,,,,2.560446,,,,,,,,,,,,78fc7f4a-0d63-49b8-bc8f-d243005b7457,3307,,"[77.2, 57.6]",3825863,85,,,,,1.7794781,,Head,,,,"[73.6, 74.6]",,Low Pass,,17.376997,,,,,Alberto Lopo García,26107.0,,,,,,2,Regular Play,Pedro Mosquera Parada,6733.0,Right Defensive Midfield,166,RC Deportivo La Coruña,219,['4bd2c98a-c26f-489c-8133-6c84bcc68290'],29,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:40:29.116,Pass,
,,,,,,,,,,,,,,,,0.347193,,,,,,,,,,,,facd26ae-3792-4bb5-9175-4f11d2c581af,3310,,"[71.3, 77.2]",3825863,85,,,,,0.0,,Right Foot,,,,"[71.3, 77.2]",,Low Pass,,0.0,,,Incomplete,,,,,,,,,2,Regular Play,Alberto Lopo García,26107.0,Right Center Back,166,RC Deportivo La Coruña,219,['5cfc3723-0eb7-4968-974c-6afef3068ba9'],32,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:40:32.407,Pass,
,,,,,,,,,,,,,,,,1.490593,,,,,,,,,,,,74d42fce-3ea3-44ef-9536-ec5b36eac308,3312,,"[74.5, 80.0]",3825863,85,,,,,-0.7771339,,,,,,"[86.7, 68.0]",,Low Pass,,17.112568,,,,,Lucas Pérez Martínez,6732.0,,,,,Throw-in,2,From Throw In,Juan Francisco Moreno Fuertes,6738.0,Right Back,167,RC Deportivo La Coruña,219,['60df8baf-9b3d-46dc-9f04-377834e48189'],40,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:40:40.388,Pass,
,,,,,,,,,,,,,,,,2.145584,,,,,,,,,,,,b59c7d5a-acd5-4b12-a632-f11b3c37384e,3316,,"[94.0, 67.2]",3825863,85,,,,,-0.44610554,,Left Foot,,,,"[117.0, 56.2]",,Ground Pass,,25.495098,,,,,Jonathan Javier Rodríguez Portillo,26288.0,,,,,,2,From Throw In,Lucas Pérez Martínez,6732.0,Right Center Forward,167,RC Deportivo La Coruña,219,['2a5cdbe4-0443-4f80-bbb4-30c82615f5e3'],45,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:40:45.274,Pass,
,,,,,,,,,,,,,,,,0.634713,,,,,,,,,,,,321454be-2a75-4f58-aee6-3cc0e415b9e6,3319,,"[118.0, 57.0]",3825863,85,,,,,-1.6512673,,Right Foot,True,,,"[117.0, 44.6]",,Ground Pass,,12.440257,,,Incomplete,,Alberto Lopo García,26107.0,,,,,,2,From Throw In,Jonathan Javier Rodríguez Portillo,26288.0,Left Midfield,167,RC Deportivo La Coruña,219,"['09a8a517-25d8-46ef-8769-ae5604ebf049', '2ad404ca-725b-41c6-8005-603a188bb93e']",47,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:40:47.492,Pass,
,,,,,,,,,,,,,,,,1.914618,,,,,,,,,,,,fc3a65db-82a7-4f5b-a676-321c7516c0e4,3327,,"[100.5, 13.1]",3825863,85,,,,,1.2871141,a473029d-e953-47ce-a1e6-fe7383b14a76,Left Foot,True,,,"[110.5, 47.4]",,High Pass,,35.728,,,,,Alberto Lopo García,26107.0,True,,,,,2,From Throw In,Fernando Navarro i Corbacho,6913.0,Left Back,167,RC Deportivo La Coruña,219,['b3e3f29b-e268-48e7-9a20-10429faa2685'],55,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:40:55.300,Pass,
,,,,,,,,,,,,,,,,1.71369,,,,,,,,,,,,be5716b4-fb54-4033-9d59-acad95a5ff6b,3331,,"[7.0, 36.1]",3825863,86,,True,,,-0.4012982,,Right Foot,,,,"[44.0, 20.4]",,High Pass,,40.193157,,,,,Jonathan Viera Ramos,10755.0,,,,,Goal Kick,2,From Goal Kick,Javier Varas Herrera,26753.0,Goalkeeper,168,Las Palmas,208,['7fa3fed5-f766-4a8b-916f-e182778a5231'],31,,,,,,,,,,,,,,,,,,Las Palmas,208,00:41:31.044,Pass,
,,,,,,,,,,,,,,,,1.446175,,,,,,,,,,,,97b517cf-1e2b-4a64-aa38-c68dc3d7d49d,3333,,"[64.3, 24.6]",3825863,86,,,,,-1.6384894,,Right Foot,,,,"[63.5, 12.8]",,Ground Pass,,11.827087,,,,,Dani Castellano Betancor,6932.0,,,,,,2,From Goal Kick,Jonathan Viera Ramos,10755.0,Left Center Midfield,168,Las Palmas,208,['5b53a2f1-32fe-4c74-9fd5-37ec92cb7c8d'],35,,,,,,,,,,,,,,,,,,Las Palmas,208,00:41:35.418,Pass,
,,,,,,,,,,,,,,,,1.114449,,,,,,,,,,,,8a31014b-c167-4804-9311-1dd27160e4b4,3336,,"[63.1, 8.7]",3825863,86,,,,,-0.26371184,,Left Foot,,,,"[73.1, 6.0]",,Ground Pass,,10.3580885,,,,,Juan Carlos Valerón Santana,15602.0,,,,,,2,From Goal Kick,Dani Castellano Betancor,6932.0,Left Back,168,Las Palmas,208,['d3b8a5f6-2e37-46a3-a486-9752aefdd36e'],36,,,,,,,,,,,,,,,,,,Las Palmas,208,00:41:36.904,Pass,
,,,,,,,,,,,,,,,,1.932144,,,,,,,,,,,,886d11b8-e162-4b64-b88a-43df2f140f2b,3340,,"[77.0, 14.8]",3825863,86,,,,,0.9014389,,Right Foot,,,,"[84.2, 23.9]",,Ground Pass,,11.603879,,,,,José Vicente Gómez Umpiérrez,6929.0,,,,,,2,From Goal Kick,Juan Carlos Valerón Santana,15602.0,Right Midfield,168,Las Palmas,208,"['7715320d-2fc8-4289-a9e3-c8ef4cace472', 'e0a99be2-f2b0-4a90-942d-01ac4d2ba11d']",39,,,,,,,,,,,,,,,,,,Las Palmas,208,00:41:39.097,Pass,True
,,,,,,,,,,,,,,,,1.245621,,,,,,,,,,,,2c406fcd-bb89-4f86-b1c8-888596cb3ce9,3342,,"[86.0, 22.1]",3825863,86,,,,,2.4405012,,Left Foot,,,,"[78.3, 28.6]",,Ground Pass,,10.076706,,,,,Juan Carlos Valerón Santana,15602.0,,,,,,2,From Goal Kick,José Vicente Gómez Umpiérrez,6929.0,Right Center Midfield,168,Las Palmas,208,['832c8108-af48-477d-b3e3-02086c965541'],41,,,,,,,,,,,,,,,,,,Las Palmas,208,00:41:41.029,Pass,
,,,,,,,,,,,,,,,,1.190157,,,,,,,,,,,,b11a65d0-6563-4896-9771-cf401c43b528,3345,,"[77.3, 32.3]",3825863,86,,,,,0.88008624,,Right Foot,,,,"[93.5, 51.9]",,Ground Pass,,25.428331,,,Incomplete,,Nabil El Zhar,6608.0,,,,,,2,From Goal Kick,Juan Carlos Valerón Santana,15602.0,Right Midfield,168,Las Palmas,208,"['003c71e5-db21-4f1f-983a-bcdcf3bcb149', '3818ad81-6df6-4728-bb3e-6365a3c7584d']",42,,,,,,,,,,,,,,,,,,Las Palmas,208,00:41:42.625,Pass,
,,,,,,,,,,,,,,,,1.48475,,,,,,,,,,,,45d50cdb-4187-410b-b57a-283d4910b9cf,3349,,"[42.0, 33.6]",3825863,86,,,,,1.2836232,,Left Foot,,,,"[47.7, 52.9]",,Ground Pass,,20.124115,,,,,Celso Borges Mora,5582.0,,,,,,2,Regular Play,Fernando Navarro i Corbacho,6913.0,Left Back,169,RC Deportivo La Coruña,219,['4bdcfed1-86b5-44f9-b866-4720b73062d0'],46,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:41:46.636,Pass,
,,,,,,,,,,,,,,,,1.886372,,,,,,,,,,,,8ac650c0-d00f-4b10-83b4-e3844ceda5c1,3352,,"[53.5, 50.1]",3825863,86,,,,,0.8765033,,Left Foot,,,,"[71.9, 72.2]",,Ground Pass,,28.757086,,,,,Fayçal Fajr,5724.0,,,,,,2,Regular Play,Celso Borges Mora,5582.0,Left Defensive Midfield,169,RC Deportivo La Coruña,219,['b61ba7f8-2885-4e7d-b22c-a2ef71928b1c'],49,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:41:49.761,Pass,
,,,,,,,,,,,,,,,,0.97283,,,,,,,,,,,,54dc046b-fb0b-4e83-b7e0-831cbbc4a30b,3355,,"[88.9, 67.6]",3825863,86,,,,,0.4911636,,Right Foot,,,,"[101.8, 74.5]",,Ground Pass,,14.629422,,,,,Lucas Pérez Martínez,6732.0,,,,,,2,Regular Play,Fayçal Fajr,5724.0,Right Midfield,169,RC Deportivo La Coruña,219,['b0928b64-2be9-4beb-ab98-244bc50a6689'],54,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:41:54.207,Pass,
,,,,,,,,,,,,,,,,2.99528,,,,,,,,,,,,6ca3a802-8387-4bdd-bf96-e9b2b0d0f1a2,3363,,"[23.4, 24.6]",3825863,87,,,,,-0.35004488,,Left Foot,,,,"[54.9, 13.1]",,Ground Pass,,33.533566,,,,,Sergio Ezequiel Araújo,8167.0,,,,,,2,Regular Play,Dani Castellano Betancor,6932.0,Left Back,170,Las Palmas,208,['fde3e55c-2fb7-492e-9906-fc00677c6ed9'],0,,,,,,,,,,,,,,,,,,Las Palmas,208,00:42:00.526,Pass,
,,,,,,,,,,,,,,,,1.162644,,,,,,,,,,,,4cf170b7-5962-4752-a745-964ea2a3b1dc,3370,,"[70.5, 0.1]",3825863,87,,,,,0.27094686,,,,,,"[90.3, 5.6]",,High Pass,,20.549696,,,,,Sergio Ezequiel Araújo,8167.0,,,,,Throw-in,2,From Throw In,Dani Castellano Betancor,6932.0,Left Back,171,Las Palmas,208,['d9f2aed0-b45b-467f-bb4a-5484d8722834'],27,,,,,,,,,,,,,,,,,,Las Palmas,208,00:42:27.800,Pass,
,,,,,,,,,,,,,,,,0.739068,,,,,,,,,,,,2d37983d-5c1d-4fae-81c1-d447891ba9b3,3374,,"[93.1, 4.3]",3825863,87,,,,,2.904744,,Right Foot,,,,"[84.4, 6.4]",,Ground Pass,,8.949861,,,,,Jonathan Viera Ramos,10755.0,,,,,,2,From Throw In,Sergio Ezequiel Araújo,8167.0,Center Forward,171,Las Palmas,208,"['59aa0c02-21b6-4f73-a343-630b228a8a34', '976266ff-aec5-4337-bb27-dd38bf9bda0c']",30,,,,,,,,,,,,,,,,,,Las Palmas,208,00:42:30.847,Pass,True
,,,,,,,,,,,,,,,,1.002486,,,,,,,,,,,,74093633-d41b-46d4-8abb-ac31a67db867,3377,,"[82.8, 6.0]",3825863,87,,,,,1.79482,,Right Foot,,,,"[81.0, 13.9]",,Ground Pass,,8.1024685,,,,,José Vicente Gómez Umpiérrez,6929.0,,,,,,2,From Throw In,Jonathan Viera Ramos,10755.0,Left Center Midfield,171,Las Palmas,208,['30a9e884-bb59-48dc-9f00-b5a1567125d3'],32,,,,,,,,,,,,,,,,,,Las Palmas,208,00:42:32.917,Pass,
,,,,,,,,,,,,,,,,1.548903,,,,,,,,,,,,ab9e5e8a-7d4b-4d6b-8df3-239eec4e2817,3383,,"[78.3, 5.9]",3825863,87,,,,,-3.113029,,Left Foot,,,,"[64.3, 5.5]",,Ground Pass,,14.005713,,,,,Dani Castellano Betancor,6932.0,,,,,Free Kick,2,From Free Kick,Jonathan Viera Ramos,10755.0,Left Center Midfield,172,Las Palmas,208,['fbe45036-01d1-40fc-9064-a8ae1322e3ac'],50,,,,,,,,,,,,,,,,,,Las Palmas,208,00:42:50.872,Pass,
,,,,,,,,,,,,,,,,1.143581,,,,,,,,,,,,66709479-bd4b-4b1e-bdf1-999da5946331,3385,,"[61.6, 7.4]",3825863,87,,,,,2.5985668,,Left Foot,,,,"[44.7, 17.6]",,Ground Pass,,19.739553,,,,,Aythami Artiles Oliva,8440.0,,,,,,2,From Free Kick,Dani Castellano Betancor,6932.0,Left Back,172,Las Palmas,208,['c4a4c517-7caa-445f-8e2d-a8009b4781fa'],52,,,,,,,,,,,,,,,,,,Las Palmas,208,00:42:52.421,Pass,
,,,,,,,,,,,,,,,,1.381407,,,,,,,,,,,,afabbd6e-1bf4-459a-a16c-de453549dc2d,3388,,"[24.7, 30.6]",3825863,87,,,,,1.3099123,,Right Foot,,,,"[30.6, 52.7]",,Ground Pass,,22.874002,,,,,Mauricio Lemos Merladet,7692.0,,,,,,2,From Free Kick,Aythami Artiles Oliva,8440.0,Left Center Back,172,Las Palmas,208,['e7108851-299a-4067-ab06-2338f3642fec'],56,,,,,,,,,,,,,,,,,,Las Palmas,208,00:42:56.942,Pass,
,,,,,,,,,,,,,,,,1.155919,,,,,,,,,,,,36e197db-c764-4a53-b67e-995d3ca54de1,3390,,"[31.0, 54.1]",3825863,87,,,,,-1.896489,,Right Foot,,,,"[23.3, 31.3]",,Ground Pass,,24.06512,,,,,Aythami Artiles Oliva,8440.0,,,,,,2,From Free Kick,Mauricio Lemos Merladet,7692.0,Right Center Back,172,Las Palmas,208,['afd18396-784e-49ff-a654-fd18bccbfbc6'],58,,,,,,,,,,,,,,,,,,Las Palmas,208,00:42:58.324,Pass,
