50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,14d1d880-61c0-4bf9-8079-7af8985fdc36,1,,,,3825780,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Espanyol,214,,0,,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 6792, 'name': 'Pau López Sabata'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6791, 'name': 'Javier López Rodríguez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 16}, {'player': {'id': 6762, 'name': 'Álvaro González Soberón'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 22}, {'player': {'id': 5598, 'name': 'Óscar Esau Duarte Gaitán'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 24}, {'player': {'id': 27241, 'name': 'Víctor Guillermo Álvarez Delgado'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 5}, {'player': {'id': 6867, 'name': 'Papa Kouly Diop'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 12}, {'player': {'id': 27148, 'name': 'Abraham González Casanova'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 5719, 'name': 'Marco Asensio Willemsen'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 25}, {'player': {'id': 6758, 'name': 'Víctor Sánchez Mata'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 4}, {'player': {'id': 6624, 'name': 'Jorge Franco Alviz'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 9}, {'player': {'id': 7781, 'name': 'Felipe Salvador Caicedo Corozo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 20}]}",Espanyol,214,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,f9566849-9c76-4a6f-bec9-c3b3e411fa17,2,,,,3825780,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Espanyol,214,,0,,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 27305, 'name': 'Germán Darío Lux'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6738, 'name': 'Juan Francisco Moreno Fuertes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 11}, {'player': {'id': 6869, 'name': 'Alejandro Arribas Garrido'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 14}, {'player': {'id': 6777, 'name': 'Sidnei Rechel da Silva Júnior'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 12}, {'player': {'id': 6913, 'name': 'Fernando Navarro i Corbacho'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 6733, 'name': 'Pedro Mosquera Parada'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 23806, 'name': 'Alejandro Bergantiños García'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 5582, 'name': 'Celso Borges Mora'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 22}, {'player': {'id': 5724, 'name': 'Fayçal Fajr'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 19}, {'player': {'id': 7782, 'name': 'Luis Alberto Romero Alconchel'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 21}, {'player': {'id': 27243, 'name': 'Oriol Riera Magem'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",RC Deportivo La Coruña,219,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,45b1211e-1434-4c90-9740-3733901b879e,3,,,,3825780,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Espanyol,214,['1d8e2012-482f-4088-b399-6d57d4e40556'],0,,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,1d8e2012-482f-4088-b399-6d57d4e40556,4,,,,3825780,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Espanyol,214,['45b1211e-1434-4c90-9740-3733901b879e'],0,,,,,,,,,,,,,,,,,,,Espanyol,214,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,f68ffe45-4bd8-4825-9c99-0202d6d41698,1804,,,,3825780,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,98,RC Deportivo La Coruña,219,['da61247f-2621-49e6-934c-3d6709540cb9'],0,,,,,,,,,,,,,,,,,,,Espanyol,214,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,da61247f-2621-49e6-934c-3d6709540cb9,1805,,,,3825780,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,98,RC Deportivo La Coruña,219,['f68ffe45-4bd8-4825-9c99-0202d6d41698'],0,,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,68a76f53-6c66-46a0-bd77-beef3590340f,5,,,"[61.0, 40.1]",3825780,0,,,,,-2.8501358,,Right Foot,,,"[60.0, 39.8]",,Ground Pass,,1.0440307,,,Luis Alberto Romero Alconchel,7782.0,,,,,Kick Off,1,From Kick Off,Oriol Riera Magem,27243.0,Center Forward,2,RC Deportivo La Coruña,219,['70b28e00-b2f4-4ed2-be87-afd001589178'],1,,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:01.448,Pass,
,,,,,,,,,,,,,,,2.958239,,,,,,,,,,,,,a3936770-d8b9-4a98-a557-769c10c0ab81,9,,,"[62.6, 46.6]",3825780,0,,,,,0.78709596,,Right Foot,,,"[92.0, 76.1]",,High Pass,,41.64865,,,Fayçal Fajr,5724.0,,,,,,1,From Kick Off,Luis Alberto Romero Alconchel,7782.0,Left Wing,2,RC Deportivo La Coruña,219,"['440203e0-38d6-4951-8f92-3eedc4e8e89e', 'a06da136-9982-4980-a5f8-abfdc8400695']",4,,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:04.172,Pass,True
,,,,,,,,,,,,,,,2.159322,,,,,,,,,,,,,8dc595b8-a776-4944-a141-adeccde9c4f6,12,,,"[102.5, 76.1]",3825780,0,,,,,-1.3986055,,Right Foot,True,,"[109.3, 37.0]",,High Pass,,39.6869,Incomplete,,Celso Borges Mora,5582.0,,,,,,1,From Kick Off,Fayçal Fajr,5724.0,Right Wing,2,RC Deportivo La Coruña,219,"['33b5182a-e7b6-497b-8ab0-f0970200d961', '80fc4046-7f83-4670-8485-2d659a7ef599']",8,,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:08.385,Pass,
,,,,,,,,,,,,,,,0.120246,,,,,,,,,,,,,7bc0ebb2-9bf4-40a6-92d5-05c5dd1159d6,17,,,"[24.7, 49.9]",3825780,0,,,,,0.3529904,,Right Foot,,,"[26.6, 50.6]",,Low Pass,,2.0248456,Incomplete,,,,,,,,,1,From Kick Off,Víctor Sánchez Mata,6758.0,Center Attacking Midfield,2,RC Deportivo La Coruña,219,['dbae5c11-43c6-4807-8f2e-340a7255bd01'],14,,,,,,,,,,,,,,,,,,,Espanyol,214,00:00:14.761,Pass,
