50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,1.803973,,,,,,,,,,,,,,,,,d725678e-5cc8-49c4-86da-481162382f40,21,,"[16.1, 26.4]",3825877,0,,,,-0.69044644,,Head,,,"[27.6, 16.9]",,High Pass,,14.916434,,,Incomplete,,Mikel Balenziaga Oruesagasti,6789.0,,,,,Recovery,1,From Kick Off,Xabier Etxeita Gorritxategi,6788.0,Right Center Back,2,Granada,1049,"['b54b500b-31c7-4b9d-bab9-4571582c1da5', 'da46d23e-fa24-4e84-a521-d7827596e8d8']",13,,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:13.261,Pass,
,,,,,,,,,,,,,,,,,,,2.490056,,,,,,,,,,,,,,,,,b54b500b-31c7-4b9d-bab9-4571582c1da5,24,,"[92.5, 63.2]",3825877,0,,,True,0.6210181,,,,,"[104.8, 72.0]",,High Pass,,15.123822,,,,,Adalberto Peñaranda Maestre,6847.0,,,,,Recovery,1,From Kick Off,Javier Márquez Moreno,24783.0,Right Midfield,2,Granada,1049,"['94f4ce7d-d9d3-4537-96d3-2c93d3ed7bc5', 'd725678e-5cc8-49c4-86da-481162382f40', 'db8b613c-7ec7-4485-994c-50867bd930aa']",15,,,,,,,,,,,,,,,,,,Granada,1049,00:00:15.065,Pass,True
,,,,,,,,,,,,,,,,,,,1.502475,,,,,,,,,,,,,,,,,6b6f4930-eae5-4d00-bf67-2ea899ea1bb1,29,,"[6.8, 0.1]",3825877,0,,,,0.4295401,,,,,"[22.3, 7.2]",,High Pass,,17.048754,,,,,Sabin Merino Zuloaga,6666.0,,,,,Throw-in,1,From Throw In,Mikel Balenziaga Oruesagasti,6789.0,Left Back,3,Athletic Club,215,['a033a0d8-3fbc-4db6-b8d6-a5a88de280ca'],31,,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:31.976,Pass,
,,,,,,,,,,,,,,,,,,,2.155569,,,,,,,,,,,,,,,,,a620335d-7f40-4be2-b729-6a547fb73864,31,,"[22.5, 7.2]",3825877,0,,,,0.6624263,,Head,,,"[27.5, 11.1]",,High Pass,,6.3411355,,,Incomplete,,,,,,,,,1,From Throw In,Sabin Merino Zuloaga,6666.0,Left Wing,3,Athletic Club,215,['b9d64afc-c72e-4a27-908f-ba859558ae3b'],33,,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:33.479,Pass,
,,,,,,,,,,,,,,,,,,,0.83542,,,,,,,,,,,,,,,,,b9d64afc-c72e-4a27-908f-ba859558ae3b,32,,"[92.6, 69.0]",3825877,0,,,,0.3362423,,Head,,,"[102.9, 72.6]",,Low Pass,,10.911004,,,Incomplete,,Javier Márquez Moreno,24783.0,,,,,Recovery,1,From Throw In,Dimitri Foulquier,4546.0,Right Back,3,Athletic Club,215,"['1c258098-24e7-4675-a82c-ae0987751675', '34c0c21b-aafb-48ff-9b6a-c7e2a021d8f3', 'a620335d-7f40-4be2-b729-6a547fb73864']",35,,,,,,,,,,,,,,,,,,Granada,1049,00:00:35.634,Pass,
,,,,,,,,,,,,,,,,,,,2.823479,,,,,,,,,,,,,,,,,1c258098-24e7-4675-a82c-ae0987751675,34,,"[17.2, 7.5]",3825877,0,,,,0.2396065,,Left Foot,,,"[47.9, 15.0]",,High Pass,,31.602848,,,Incomplete,,,,,,,,Recovery,1,From Throw In,Mikel Balenziaga Oruesagasti,6789.0,Left Back,3,Athletic Club,215,"['7dac5f79-90d2-4d27-bd58-3165dc5ee669', 'b9d64afc-c72e-4a27-908f-ba859558ae3b']",36,,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:36.470,Pass,
,,,,,,,,,,,,,,,,,,,1.785947,,,,,,,,,,,,,,,,,7dac5f79-90d2-4d27-bd58-3165dc5ee669,35,,"[72.2, 65.1]",3825877,0,,,,-0.046695005,,Head,,,"[93.6, 64.1]",,High Pass,,21.423351,,,Incomplete,,,,,,,,Recovery,1,From Throw In,David Rodríguez Lombán,6702.0,Right Center Back,3,Athletic Club,215,"['1c258098-24e7-4675-a82c-ae0987751675', '45d18140-946b-4372-af0a-cc97c5ee779c']",39,,,,,,,,,,,,,,,,,,Granada,1049,00:00:39.293,Pass,
,,,,,,,,,,,,,,,,,,,1.473683,,,,,,,,,,,,,,,,,45d18140-946b-4372-af0a-cc97c5ee779c,37,,"[26.5, 16.0]",3825877,0,,,True,-0.9600704,,,,,"[35.6, 3.0]",,Low Pass,,15.868523,,,,,Sabin Merino Zuloaga,6666.0,,,,,Interception,1,From Throw In,Carlos Gurpegi Nausia,26087.0,Left Center Back,3,Athletic Club,215,"['3907d2b1-991b-4b0c-9f70-b1cdc1d696fd', '7dac5f79-90d2-4d27-bd58-3165dc5ee669', '8080d71f-6563-4d8a-a1d3-c3a88e0fa4ec']",41,,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:41.079,Pass,True
,,,,,,,,,,,,,,,,,,,1.98718,,,,,,,,,,,,,,,,,b7254bed-77e4-405b-9924-ef3b8fd74197,41,,"[35.6, 3.0]",3825877,0,,,,0.7142782,,Right Foot,,,"[55.9, 20.6]",,High Pass,,26.867266,,,,,Aritz Aduriz Zubeldia,6394.0,,,,,,1,From Throw In,Sabin Merino Zuloaga,6666.0,Left Wing,3,Athletic Club,215,"['3ef8f3f4-64ae-4628-b2cb-04ffa5ae8eb6', 'bbaadff9-6194-4de6-97c9-f1c8fe976efc']",42,,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:42.557,Pass,True
,,,,,,,,,,,,,,,,,,,1.708212,,,,,,,,,,,,,,,,,38be920b-852b-4c65-aad2-87dffabaa838,46,,"[60.7, 12.7]",3825877,0,,,,-0.7475784,,Right Foot,,,"[70.3, 3.8]",,Ground Pass,,13.090837,,,,,Sabin Merino Zuloaga,6666.0,,,,,,1,From Throw In,Aritz Aduriz Zubeldia,6394.0,Center Forward,3,Athletic Club,215,"['0530ea00-d3f0-428d-b3c4-946e77842a36', 'f0e023f0-a46b-482d-9a01-45839f80a0ef']",46,,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:46.751,Pass,True
,,,,,,,,,,,,,,,,,,,1.614415,,,,,,,,,,,,,,,,,1c815a72-6b57-463c-a5c9-01ba65bafe7d,55,,"[77.3, 5.2]",3825877,1,,,,0.7652174,,Right Foot,,,"[105.1, 31.9]",,High Pass,,38.54517,,,,,Mikel San José Domínguez,6389.0,,,,,Free Kick,1,From Free Kick,Beñat Etxebarria Urkiaga,6396.0,Left Defensive Midfield,4,Athletic Club,215,['4121981d-f185-47f1-9562-dab9cda73fa4'],59,,,,,,,,,,,,,,,,,,Athletic Club,215,00:01:59.956,Pass,
,,,,,,,,,,,,,,,,,,,3.969526,,,,,,,,,,,,,,,,,d1e2f0f9-ec6d-44e1-972e-6584819925a3,61,,"[7.6, 37.4]",3825877,2,True,,,-0.31974655,,Drop Kick,,,"[82.5, 12.6]",,High Pass,,78.89899,,,,,Adalberto Peñaranda Maestre,6847.0,,,,,,1,From Free Kick,Andrés Eduardo Fernández Moreno,8697.0,Goalkeeper,4,Athletic Club,215,['94f7798e-53ee-4691-9362-a9fcb3e9147c'],5,,,,,,,,,,,,,,,,,,Granada,1049,00:02:05.304,Pass,
,,,,,,,,,,,,,,,,,,,1.383672,,,,,,,,,,,,,,,,,a62a6b1b-6034-4418-9004-f16b5284958b,67,,"[27.5, 52.8]",3825877,2,,,,1.3085238,,Left Foot,,,"[31.5, 67.7]",,Ground Pass,,15.427572,,,,,Markel Susaeta Laskurain,6390.0,,,,,,1,From Free Kick,Raúl García Escudero,6391.0,Center Attacking Midfield,4,Athletic Club,215,['a9d87f38-7013-4571-b29f-5bd2294236e0'],16,,,,,,,,,,,,,,,,,,Athletic Club,215,00:02:16.055,Pass,
,,,,,,,,,,,,,,,,,,,2.251731,,,,,,,,,,,,,,,,,3a06ab82-1d71-40f2-8bdf-d9011925b8a8,72,,"[64.4, 0.1]",3825877,2,,,,2.53879,,,,,"[39.7, 17.1]",,Low Pass,,29.984829,,,,,Jean-Sylvain Claude Babin,4498.0,,,,,Throw-in,1,From Throw In,Cristiano Biraghi,7158.0,Left Back,5,Granada,1049,['efc996ee-9998-4032-a281-29156e0f0844'],26,,,,,,,,,,,,,,,,,,Granada,1049,00:02:26.300,Pass,
,,,,,,,,,,,,,,,,,,,1.443418,,,,,,,,,,,,,,,,,f5b6cdd7-c089-4cbe-b081-c984144567fb,75,,"[38.9, 19.1]",3825877,2,,,,1.451228,,Right Foot,,,"[42.3, 47.4]",,Ground Pass,,28.503508,,,,,David Rodríguez Lombán,6702.0,,,,,,1,From Throw In,Jean-Sylvain Claude Babin,4498.0,Left Center Back,5,Granada,1049,['398cd254-93bf-4d6b-8617-6fa702e01dde'],30,,,,,,,,,,,,,,,,,,Granada,1049,00:02:30.235,Pass,
,,,,,,,,,,,,,,,,,,,1.579925,,,,,,,,,,,,,,,,,66e5722b-c1da-4a7d-a6f8-041be76dd36d,78,,"[46.2, 49.6]",3825877,2,,,,0.97779375,,Right Foot,,,"[61.7, 72.6]",,Ground Pass,,27.735357,,,,,Dimitri Foulquier,4546.0,,,,,,1,From Throw In,David Rodríguez Lombán,6702.0,Right Center Back,5,Granada,1049,['2f1d96d2-6340-458c-87ba-ceef848f7d45'],32,,,,,,,,,,,,,,,,,,Granada,1049,00:02:32.833,Pass,
,,,,,,,,,,,,,,,,,,,1.264702,,,,,,,,,,,,,,,,,8bff4c27-a5e1-42fc-94a4-1c4df0719a96,81,,"[64.5, 72.9]",3825877,2,,,,0.5912921,,Right Foot,,,"[71.5, 77.6]",,Ground Pass,,8.431489,,,,,Javier Márquez Moreno,24783.0,,,,,,1,From Throw In,Dimitri Foulquier,4546.0,Right Back,5,Granada,1049,['d6b98bd9-8869-4938-a6e1-8e3b0de4f145'],35,,,,,,,,,,,,,,,,,,Granada,1049,00:02:35.858,Pass,
,,,,,,,,,,,,,,,,,,,0.927549,,,,,,,,,,,,,,,,,0a3f6ccc-3c71-424a-b1e3-a23a4604fa6d,84,,"[71.4, 74.3]",3825877,2,,,,-2.8809903,,Left Foot,,,"[63.9, 72.3]",,Ground Pass,,7.7620873,,,,,Abdoulaye Doucouré,3292.0,,,,,,1,From Throw In,Javier Márquez Moreno,24783.0,Right Midfield,5,Granada,1049,['855333dc-6138-4386-8fe5-693762edb11e'],39,,,,,,,,,,,,,,,,,,Granada,1049,00:02:39.114,Pass,
,,,,,,,,,,,,,,,,,,,1.904946,,,,,,,,,,,,,,,,,c68d7986-a2d1-487d-867c-3aa92ba2b09d,87,,"[63.6, 72.3]",3825877,2,,,,-2.1363308,,Right Foot,,,"[46.4, 45.2]",,Ground Pass,,32.097507,,,,,Jean-Sylvain Claude Babin,4498.0,,,,,,1,From Throw In,Abdoulaye Doucouré,3292.0,Right Defensive Midfield,5,Granada,1049,['11aae748-6b9f-4616-b4d2-4ef9368c9429'],41,,,,,,,,,,,,,,,,,,Granada,1049,00:02:41.331,Pass,
,,,,,,,,,,,,,,,,,,,1.963086,,,,,,,,,,,,,,,,,3771ce2c-cf6b-4831-9676-c960a5a15020,90,,"[47.5, 42.9]",3825877,2,,,,-1.1799564,,Right Foot,,,"[56.4, 21.3]",,Ground Pass,,23.361721,,,,,Rubén Salvador Pérez Del Mármol,6599.0,,,,,,1,From Throw In,Jean-Sylvain Claude Babin,4498.0,Left Center Back,5,Granada,1049,['c08f8173-d359-40a2-8d33-96c75dea2456'],44,,,,,,,,,,,,,,,,,,Granada,1049,00:02:44.168,Pass,
,,,,,,,,,,,,,,,,,,,2.349203,,,,,,,,,,,,,,,,,af5ace91-7ca8-41b1-b946-78528d7db79b,94,,"[50.6, 21.5]",3825877,2,,,,1.507053,,Right Foot,,,"[53.3, 63.8]",,Low Pass,,42.38608,,,,,David Rodríguez Lombán,6702.0,,True,,,,1,From Throw In,Rubén Salvador Pérez Del Mármol,6599.0,Left Defensive Midfield,5,Granada,1049,"['09d63f97-18c8-4161-98db-642cb800888b', '2335b0bc-6b84-406c-ae60-30c8b34ea0cf']",49,,,,,,,,,,,,,,,,,,Granada,1049,00:02:49.305,Pass,True
,,,,,,,,,,,,,,,,,,,1.383203,,,,,,,,,,,,,,,,,dee6ee70-b8fe-4b62-8b58-56d2592c5736,98,,"[55.9, 73.7]",3825877,2,,,,0.124973424,,Right Foot,,,"[75.8, 76.2]",,Ground Pass,,20.056421,,,Incomplete,,Dimitri Foulquier,4546.0,,,,,,1,From Throw In,David Rodríguez Lombán,6702.0,Right Center Back,5,Granada,1049,"['16299d78-2070-4033-85f2-6cb674f3b544', '6e6ce3fc-79bf-49ef-9245-418180f48a20']",53,,,,,,,,,,,,,,,,,,Granada,1049,00:02:53.005,Pass,
,,,,,,,,,,,,,,,,,,,4.839999,,,,,,,,,,,,,,,,,af23caa1-0ccd-4b80-9e34-1071768b2e96,103,,"[46.7, 5.0]",3825877,3,True,,,1.5991977,,Left Foot,,,"[45.7, 40.2]",,Ground Pass,,35.214203,,,,,Gorka Iraizoz Moreno,6576.0,,,,,Free Kick,1,From Free Kick,Carlos Gurpegi Nausia,26087.0,Left Center Back,6,Athletic Club,215,['20499722-5c39-406a-a1b9-bea9c34558ac'],48,,,,,,,,,,,,,,,,,,Athletic Club,215,00:03:48.459,Pass,
,,,,,,,,,,,,,,,,,,,0.799998,,,,,,,,,,,,,,,,,7138587d-3ca1-4412-a55e-d3e4258748b9,105,,"[45.7, 41.4]",3825877,4,True,,,1.0892935,,Right Foot,,,"[63.1, 74.7]",,Ground Pass,,37.57193,,,,,Óscar de Marcos Arana,6649.0,,,,,,1,From Free Kick,Gorka Iraizoz Moreno,6576.0,Goalkeeper,6,Athletic Club,215,['a50c5172-5c44-42dd-81bd-eee86e85ff19'],5,,,,,,,,,,,,,,,,,,Athletic Club,215,00:04:05.051,Pass,
,,,,,,,,,,,,,,,,,,,1.436789,,,,,,,,,,,,,,,,,d10f3726-79b4-4e7e-9443-8c077aab39e5,107,,"[65.6, 74.9]",3825877,4,True,,,-2.6683912,,Right Foot,,,"[53.1, 68.5]",,Ground Pass,,14.043148,,,,,Xabier Etxeita Gorritxategi,6788.0,,,,,,1,From Free Kick,Óscar de Marcos Arana,6649.0,Right Back,6,Athletic Club,215,['9166997a-e52f-4e0e-986f-048bc2c50b96'],6,,,,,,,,,,,,,,,,,,Athletic Club,215,00:04:06.035,Pass,
,,,,,,,,,,,,,,,,,,,1.961545,,,,,,,,,,,,,,,,,fa978f34-bdba-4633-9ed0-d41b952dbae0,109,,"[53.7, 67.7]",3825877,4,,,,-0.5337082,,Right Foot,,,"[84.5, 49.5]",,High Pass,,35.77541,,,Incomplete,,Aritz Aduriz Zubeldia,6394.0,,,,,,1,From Free Kick,Xabier Etxeita Gorritxategi,6788.0,Right Center Back,6,Athletic Club,215,"['2216c974-9ed9-41e7-8f2c-47376b8f6fe7', 'b3cb1032-e9f9-4a40-b953-a95baa566792']",7,,,,,,,,,,,,,,,,,,Athletic Club,215,00:04:07.655,Pass,
,,,,,,,,,,,,,,,,,,,1.248359,,,,,,,,,,,,,,,,,b3cb1032-e9f9-4a40-b953-a95baa566792,111,,"[35.6, 30.6]",3825877,4,,,,-1.0445002,,Head,,,"[41.7, 20.1]",,Low Pass,,12.143311,,,Incomplete,,Rubén Salvador Pérez Del Mármol,6599.0,,,,,Recovery,1,From Free Kick,Jean-Sylvain Claude Babin,4498.0,Left Center Back,6,Athletic Club,215,"['253bbdd9-8b47-4bfb-a3fc-63c7f1831a85', '82c3f91d-cba0-4391-af71-9c104aaba941', 'fa978f34-bdba-4633-9ed0-d41b952dbae0']",9,,,,,,,,,,,,,,,,,,Granada,1049,00:04:09.616,Pass,
,,,,,,,,,,,,,,,,,,,0.190184,,,,,,,,,,,,,,,,,253bbdd9-8b47-4bfb-a3fc-63c7f1831a85,113,,"[78.4, 60.0]",3825877,4,,,,-1.091277,,Left Foot,,,"[79.7, 57.5]",,Low Pass,,2.8178005,,,Incomplete,,Aritz Aduriz Zubeldia,6394.0,,,,,Interception,1,From Free Kick,Raúl García Escudero,6391.0,Center Attacking Midfield,6,Athletic Club,215,"['1642e4d5-ee62-49b3-8d7a-2ad438285f95', 'b3cb1032-e9f9-4a40-b953-a95baa566792', 'ddb16247-4a49-476f-875c-ff456fe5bc73']",10,,,,,,,,,,,,,,,,,,Athletic Club,215,00:04:10.865,Pass,
,,,,,,,,,,,,,,,,,,,0.229754,,,,,,,,,,,,,,,,,476d39e8-e24d-4658-bd32-6818082051ef,118,,"[35.8, 0.1]",3825877,4,True,,,2.100043,,,,,"[23.4, 21.3]",,Low Pass,,24.560131,,,,,Jean-Sylvain Claude Babin,4498.0,,,,,Throw-in,1,From Throw In,Cristiano Biraghi,7158.0,Left Back,7,Granada,1049,['1a2c5daa-64e2-4fc8-af41-86908eb176e1'],29,,,,,,,,,,,,,,,,,,Granada,1049,00:04:29.331,Pass,
