bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,da50fa90-3738-4197-af4f-8d747a061f40,1,,,,3825857,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Levante UD,221,,0,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 23843, 'name': 'Diego Mariño Villar'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6787, 'name': 'Pedro López Muñoz'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 19}, {'player': {'id': 27656, 'name': 'Carl Medjani'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 14}, {'player': {'id': 26012, 'name': 'David Navarro Pedrós'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 26023, 'name': 'Juan Francisco García García'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 12}, {'player': {'id': 24149, 'name': 'José Antonio García Rabasco'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 5678, 'name': 'Jefferson Andrés Lerma Solís'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 26211, 'name': 'Joan Verdú Fernández'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 25}, {'player': {'id': 6668, 'name': 'José Luis Morales Nogales'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 11}, {'player': {'id': 7141, 'name': 'Giuseppe Rossi'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 21}, {'player': {'id': 25134, 'name': 'Deyverson Brum Silva Acosta'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 20}]}",Levante UD,221,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,a95b9002-6b58-4bbe-b9d2-7541000aca1a,2,,,,3825857,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Levante UD,221,,0,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 6792, 'name': 'Pau López Sabata'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6791, 'name': 'Javier López Rodríguez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 16}, {'player': {'id': 6762, 'name': 'Álvaro González Soberón'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 22}, {'player': {'id': 5598, 'name': 'Óscar Esau Duarte Gaitán'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 24}, {'player': {'id': 6612, 'name': 'Rubén Duarte Sánchez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 6867, 'name': 'Papa Kouly Diop'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 12}, {'player': {'id': 6758, 'name': 'Víctor Sánchez Mata'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 27148, 'name': 'Abraham González Casanova'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 6838, 'name': 'Hernán Arsenio Pérez González'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 17}, {'player': {'id': 5719, 'name': 'Marco Asensio Willemsen'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 25}, {'player': {'id': 7781, 'name': 'Felipe Salvador Caicedo Corozo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 20}]}",Espanyol,214,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,8a629c0a-241f-4b75-a638-6ec7e05e9e3f,3,,,,3825857,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Levante UD,221,['cd280de5-4926-48d9-91fd-e75f9c469a8b'],0,,,,,,,,,,,,,,,,Espanyol,214,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,cd280de5-4926-48d9-91fd-e75f9c469a8b,4,,,,3825857,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Levante UD,221,['8a629c0a-241f-4b75-a638-6ec7e05e9e3f'],0,,,,,,,,,,,,,,,,Levante UD,221,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,b557410c-3333-4aaa-93f9-af73a25615e5,1532,,,,3825857,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,97,Espanyol,214,['7642ab7e-250d-4b8d-a3da-55bc8e449470'],0,,,,,,,,,,,,,,,,Levante UD,221,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,7642ab7e-250d-4b8d-a3da-55bc8e449470,1533,,,,3825857,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,97,Espanyol,214,['b557410c-3333-4aaa-93f9-af73a25615e5'],0,,,,,,,,,,,,,,,,Espanyol,214,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.532039,,,,,,,,,,,,,9634c386-970a-4ab6-8870-6ffc7bcef02d,5,,,"[60.0, 40.0]",3825857,0,,True,,,2.0899425,,Left Foot,,,"[59.2, 41.4]",,Ground Pass,,1.6124516,,,,Giuseppe Rossi,7141.0,,,,,Kick Off,1,From Kick Off,Deyverson Brum Silva Acosta,25134.0,Left Center Forward,2,Levante UD,221,['0ffb2ee3-7530-4ab0-827f-d505ca7953d7'],0,,,,,,,,,,,,,,,,Levante UD,221,00:00:00.466,Pass,
,,,,,,,,,,,,,,,1.345717,,,,,,,,,,,,,e54a1371-521e-4ca7-afaf-298596e06525,7,,,"[59.8, 42.7]",3825857,0,,True,,,-2.8982375,,Right Foot,,,"[45.3, 39.1]",,Ground Pass,,14.940214,,,,José Antonio García Rabasco,24149.0,,,,,,1,From Kick Off,Giuseppe Rossi,7141.0,Right Center Forward,2,Levante UD,221,['2ca2fc90-e061-4b1e-a051-c2ff2b8759f8'],1,,,,,,,,,,,,,,,,Levante UD,221,00:00:01.122,Pass,
,,,,,,,,,,,,,,,2.12387,,,,,,,,,,,,,d81d8f29-8f1b-45a6-9e57-ab3a4801337c,9,,,"[48.6, 37.8]",3825857,0,,,,,-1.857735,,Right Foot,,,"[43.2, 19.5]",,Ground Pass,,19.080095,,,,Juan Francisco García García,26023.0,,,,,,1,From Kick Off,José Antonio García Rabasco,24149.0,Right Defensive Midfield,2,Levante UD,221,['b6bbe493-f135-4409-863f-c673cf100c08'],3,,,,,,,,,,,,,,,,Levante UD,221,00:00:03.736,Pass,
,,,,,,,,,,,,,,,2.886428,,,,,,,,,,,,,6ad15813-5a4d-4484-800a-80b323d01635,12,,,"[47.0, 17.7]",3825857,0,,,,,0.37361994,,Left Foot,,,"[94.7, 36.4]",,High Pass,,51.23456,,Incomplete,,Deyverson Brum Silva Acosta,25134.0,,,,,,1,From Kick Off,Juan Francisco García García,26023.0,Left Back,2,Levante UD,221,"['5bd3af75-aa95-4796-b4fa-abfcd84e3865', 'e7f7f7ba-d462-4a92-9b67-c936405e5663']",7,,,,,,,,,,,,,,,,Levante UD,221,00:00:07.239,Pass,
