50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,50e793d2-db4f-49e5-a3fa-f9580146a986,1,,,3825782,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Granada,1049,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 8697, 'name': 'Andrés Eduardo Fernández Moreno'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 20064, 'name': 'Hugo Miguel Almeida Costa Lopes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 18}, {'player': {'id': 6702, 'name': 'David Rodríguez Lombán'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 19454, 'name': 'Ricardo Miguel Moreira da Costa'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 24}, {'player': {'id': 4546, 'name': 'Dimitri Foulquier'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 22}, {'player': {'id': 6599, 'name': 'Rubén Salvador Pérez Del Mármol'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 25707, 'name': 'Francisco Manuel Rico Castro'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 6918, 'name': 'Isaac Ajayi Success'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 6680, 'name': 'Rubén Rochina Naixes'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 23}, {'player': {'id': 6847, 'name': 'Adalberto Peñaranda Maestre'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 27}, {'player': {'id': 26248, 'name': 'David Barral Torres'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 15}]}",Granada,1049,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,14f6299e-7219-49f1-803e-b48bde56a1b4,2,,,3825782,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Granada,1049,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 25144, 'name': 'Diego Alves Carreira'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 7005, 'name': 'João Pedro Cavaco Cancelo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 3638, 'name': 'Shkodran Mustafi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 27482, 'name': 'Aderllan Leandro de Jesus Santos'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 26780, 'name': 'Guilherme Magdalena Siqueira'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 6}, {'player': {'id': 5741, 'name': 'Enzo Nicolás Pérez'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 15}, {'player': {'id': 6595, 'name': 'Daniel Parejo Muñoz'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 10802, 'name': 'André Filipe Tavares Gomes'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 21}, {'player': {'id': 18724, 'name': 'Sofiane Feghouli'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 8}, {'player': {'id': 5186, 'name': 'Denis Cheryshev'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 24}, {'player': {'id': 6402, 'name': 'Francisco Alcácer García'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Valencia,207,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,970095b3-5117-44c9-82ef-b1f27eb481be,3,,,3825782,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Granada,1049,['217d890e-48a5-4f0e-8843-5bb1e1303ac5'],0,,,,,,,,,,,,,,,,,Granada,1049,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,217d890e-48a5-4f0e-8843-5bb1e1303ac5,4,,,3825782,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Granada,1049,['970095b3-5117-44c9-82ef-b1f27eb481be'],0,,,,,,,,,,,,,,,,,Valencia,207,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0cfa7b51-7f02-4395-9215-5f8a0357f2f8,1862,,,3825782,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,110,Valencia,207,['f119fe7a-74c6-4ca2-8eed-49e4591fc935'],0,,,,,,,,,,,,,,,,,Valencia,207,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,f119fe7a-74c6-4ca2-8eed-49e4591fc935,1863,,,3825782,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,110,Valencia,207,['0cfa7b51-7f02-4395-9215-5f8a0357f2f8'],0,,,,,,,,,,,,,,,,,Granada,1049,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.342174,,,,,,,,,,,,,bc30f34b-f3c9-4563-8f64-cf4ab0d9d310,5,,"[60.0, 40.0]",3825782,0,,,,-1.8925469,,Right Foot,,,"[58.7, 36.1]",,Ground Pass,,4.110961,,,,Francisco Alcácer García,6402.0,,,,,,Kick Off,1,From Kick Off,André Filipe Tavares Gomes,10802.0,Left Center Midfield,2,Valencia,207,['f6c2ff53-65a2-4e67-89f5-903633592dde'],0,,,,,,,,,,,,,,,,,Valencia,207,00:00:00.280,Pass,
,,,,,,,,,,,,,,,,,,0.960572,,,,,,,,,,,,,357caa49-9ed8-4952-85b9-88de220cb126,8,,"[59.3, 39.9]",3825782,0,,,,3.1415927,,Right Foot,,,"[46.9, 39.9]",,Ground Pass,,12.4,,,,Daniel Parejo Muñoz,6595.0,,,,,,,1,From Kick Off,Francisco Alcácer García,6402.0,Center Forward,2,Valencia,207,['35e6335c-cdbe-4625-a8de-9236d15c85ca'],0,,,,,,,,,,,,,,,,,Valencia,207,00:00:00.707,Pass,
,,,,,,,,,,,,,,,,,,1.84044,,,,,,,,,,,,,fa1275d8-4b39-4fac-830f-c9f6b84e8abb,12,,"[46.3, 44.9]",3825782,0,,,,1.78294,,Right Foot,,,"[40.7, 70.9]",,Ground Pass,,26.596241,,,,João Pedro Cavaco Cancelo,7005.0,,,,,,,1,From Kick Off,Daniel Parejo Muñoz,6595.0,Right Center Midfield,2,Valencia,207,"['259e4f49-9a42-48ea-9cfd-092df40b5dc3', 'a4567c0e-84a5-491e-93af-bfc079156b7d']",3,,,,,,,,,,,,,,,,,Valencia,207,00:00:03.615,Pass,True
,,,,,,,,,,,,,,,,,,1.008781,,,,,,,,,,,,,e55474e1-01f7-48c6-804d-e13ebbb14ce3,15,,"[40.7, 70.9]",3825782,0,,,,-2.2578008,,Right Foot,,,"[30.2, 58.1]",,Ground Pass,,16.555664,,,,Shkodran Mustafi,3638.0,,,,,,,1,From Kick Off,João Pedro Cavaco Cancelo,7005.0,Right Back,2,Valencia,207,['c1feb1ef-5170-4b8c-a6d5-5bea397e291a'],6,,,,,,,,,,,,,,,,,Valencia,207,00:00:06.121,Pass,
