ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_follows_dribble,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,7ada412e-d1c7-41e5-8019-abd353d75572,1,,,3825681,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Madrid,220,,0,,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 5597, 'name': 'Keylor Navas Gamboa'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 5200, 'name': 'Lucas Vázquez Iglesias'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 18}, {'player': {'id': 20016, 'name': 'Kléper Laveran Lima Ferreira'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 5202, 'name': 'José Ignacio Fernández Iglesias'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 3063, 'name': 'Danilo Luiz da Silva'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 23}, {'player': {'id': 5574, 'name': 'Toni Kroos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 5463, 'name': 'Luka Modrić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 19}, {'player': {'id': 5695, 'name': 'James David Rodríguez Rubio'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 6399, 'name': 'Gareth Frank Bale'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 5207, 'name': 'Cristiano Ronaldo dos Santos Aveiro'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 19677, 'name': 'Karim Benzema'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Real Madrid,220,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,6b4ac5b4-ba77-4494-8751-395975ab08a1,2,,,3825681,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Madrid,220,,0,,,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 6625, 'name': 'Vicente Guaita Panadero'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6627, 'name': 'Damián Nicolás Suárez Suárez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 19}, {'player': {'id': 6861, 'name': 'Juan Torres Ruiz'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 6614, 'name': 'Alexis Ruano Delgado'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 2}, {'player': {'id': 27054, 'name': 'Roberto Lago Soto'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 6745, 'name': 'Mehdi Lacen'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 6720, 'name': 'Pablo Sarabia García'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 10}, {'player': {'id': 15893, 'name': 'Víctor Rodríguez Romero'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 18}, {'player': {'id': 16426, 'name': 'Wanderson Maciel Sousa Campos'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 30}, {'player': {'id': 26020, 'name': 'Ángel Lafita Castillo'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 7}, {'player': {'id': 24035, 'name': 'Álvaro Vázquez García'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Getafe,216,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,6742e046-f445-41a2-86ae-7364cd7e5949,3,,,3825681,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Madrid,220,['4567b95b-fd4e-4aa2-8067-ddebbb648ec5'],0,,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,4567b95b-fd4e-4aa2-8067-ddebbb648ec5,4,,,3825681,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Madrid,220,['6742e046-f445-41a2-86ae-7364cd7e5949'],0,,,,,,,,,,,,,,,,,,,Getafe,216,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,f880798e-4705-430e-81be-fcd8bf93b9ea,1875,,,3825681,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,95,Getafe,216,['cba87e97-e0a6-4eaf-b0a2-b5131dd85d6b'],0,,,,,,,,,,,,,,,,,,,Getafe,216,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,cba87e97-e0a6-4eaf-b0a2-b5131dd85d6b,1876,,,3825681,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,95,Getafe,216,['f880798e-4705-430e-81be-fcd8bf93b9ea'],0,,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.447501,,,,,,,,,,,,,43d69266-2455-48bc-8dd1-efb31cdb5ba3,5,,"[61.0, 40.1]",3825681,0,,,,-2.0926306,,Right Foot,,,,"[58.7, 36.1]",,Low Pass,,4.6141086,,,,,Víctor Rodríguez Romero,15893.0,,,,Kick Off,1,From Kick Off,Álvaro Vázquez García,24035.0,Center Forward,2,Getafe,216,['d0c94edd-d0f8-45c2-9e2b-f4843ee8168f'],0,,,,,,,,,,,,,,,,,,,Getafe,216,00:00:00.800,Pass,
,,,,,,,,,,,,,,,,0.437176,,,,,,,,,,,,,7903cd07-9c8b-4d9e-97bb-d7242a4b914b,8,,"[58.9, 36.5]",3825681,0,,,,3.0614078,,Left Foot,,,,"[47.7, 37.4]",,Ground Pass,,11.236102,,,,,Mehdi Lacen,6745.0,,,,,1,From Kick Off,Víctor Rodríguez Romero,15893.0,Right Center Midfield,2,Getafe,216,['2464e1ba-8f45-461c-975f-0418f0d96549'],1,,,,,,,,,,,,,,,,,,,Getafe,216,00:00:01.447,Pass,
,,,,,,,,,,,,,,,,2.369504,,,,,,,,,,,,,50c7e593-95b2-4148-ba3b-fc1eb2f15722,11,,"[47.7, 39.3]",3825681,0,,,,-1.848278,,Left Foot,,,,"[38.5, 7.0]",,Ground Pass,,33.58467,,,,,Roberto Lago Soto,27054.0,,,,,1,From Kick Off,Mehdi Lacen,6745.0,Center Defensive Midfield,2,Getafe,216,['f45ca8c1-f07b-446f-aa96-0c4c67f78acf'],2,,,,,,,,,,,,,,,,,,,Getafe,216,00:00:02.670,Pass,
,,,,,,,,,,,,,,,,0.07217,,,,,,,,,,,,,b825453d-da22-4e83-b542-ec2cab171be1,14,,"[37.5, 4.0]",3825681,0,,,,0.13131544,,Left Foot,,,,"[42.8, 4.7]",,Low Pass,,5.3460264,,,Incomplete,,Pablo Sarabia García,6720.0,,,,,1,From Kick Off,Roberto Lago Soto,27054.0,Left Back,2,Getafe,216,"['7e2a1e1d-3495-4f58-a995-4832bbc46119', 'b5122440-6b33-4737-b7c0-0a71e1c5730c']",5,,,,,,,,,,,,,,,,,,,Getafe,216,00:00:05.915,Pass,
