50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,adb71af1-8fc1-44e7-89ac-72eb816c4875,1,,,3825779,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Celta Vigo,209,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 6884, 'name': 'Sergio Álvarez Conde'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6805, 'name': 'Hugo Mallo Novegil'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 6794, 'name': 'Gustavo Daniel Cabral Cáceres'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 22}, {'player': {'id': 6804, 'name': 'Sergi Gómez Solà'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 20}, {'player': {'id': 6802, 'name': 'Jonathan Castro Otto'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 19}, {'player': {'id': 27341, 'name': 'Marcelo Alfonso Díaz Rojas'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 6797, 'name': 'Daniel Wass'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 18}, {'player': {'id': 6801, 'name': 'Pedro Pablo Hernández'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 5217, 'name': 'Iago Aspas Juncal'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 9}, {'player': {'id': 23785, 'name': ""Théo Bongonda Mbul''Ofeko Batombo""}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 6038, 'name': 'John Guidetti'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]}",Celta Vigo,209,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,dfe3432f-16c0-4d98-b6be-40a37222d5e9,2,,,3825779,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Celta Vigo,209,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 10763, 'name': 'Asier Riesgo Unamuno'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 24508, 'name': 'Manuel Castellano Castro'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 16}, {'player': {'id': 6837, 'name': 'Mauro Javier Dos Santos'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 15}, {'player': {'id': 26764, 'name': 'Jon Ansotegi Gorostola'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 2}, {'player': {'id': 6776, 'name': 'David Juncà Reñé'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 17}, {'player': {'id': 6712, 'name': 'Gonzalo Escalante'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 24453, 'name': 'Josip Radošević'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 9462, 'name': 'José Ignacio Peleteiro Ramallo'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 22}, {'player': {'id': 6557, 'name': 'Adrián González Morales'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 24}, {'player': {'id': 5687, 'name': 'Takashi Inui'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 8}, {'player': {'id': 6566, 'name': 'Borja González Tomás'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 18}]}",Eibar,322,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,3a543e67-bd13-488d-ae7c-52c457374380,3,,,3825779,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Celta Vigo,209,['1d80569f-b00c-41a1-bba3-e187ed338902'],0,,,,,,,,,,,,,,,,,Eibar,322,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,1d80569f-b00c-41a1-bba3-e187ed338902,4,,,3825779,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Celta Vigo,209,['3a543e67-bd13-488d-ae7c-52c457374380'],0,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,f07de4bc-747d-48b4-8385-6b034251ad6f,1637,,,3825779,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,105,Celta Vigo,209,['b215f565-6643-4709-9134-36711ad8f485'],0,,,,,,,,,,,,,,,,,Eibar,322,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,b215f565-6643-4709-9134-36711ad8f485,1638,,,3825779,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,105,Celta Vigo,209,['f07de4bc-747d-48b4-8385-6b034251ad6f'],0,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.308762,,,,,,,,,,,,,,d36d7d55-cec6-4191-9701-96a31943fae3,5,,"[61.0, 40.1]",3825779,0,,,,,-3.0828369,,Right Foot,,"[55.9, 39.8]",,Ground Pass,,5.108816,,,Adrián González Morales,6557.0,,,,,,Kick Off,1,From Kick Off,Borja González Tomás,6566.0,Center Forward,2,Eibar,322,['2681d031-fd7c-45c7-b68f-09c4979cf1c8'],0,,,,,,,,,,,,,,,,,Eibar,322,00:00:00.152,Pass,
,,,,,,,,,,,,,,,,,1.56106,,,,,,,,,,,,,,59d95647-49e3-4646-8a3b-f385ebfd748a,8,,"[56.3, 39.0]",3825779,0,,,,,2.9829373,,Left Foot,,"[43.8, 41.0]",,Ground Pass,,12.658989,,,Josip Radošević,24453.0,,,,,,,1,From Kick Off,Adrián González Morales,6557.0,Center Attacking Midfield,2,Eibar,322,['40401ec5-b8f3-4574-ae66-18182e2942c4'],0,,,,,,,,,,,,,,,,,Eibar,322,00:00:00.474,Pass,
,,,,,,,,,,,,,,,,,3.325936,,,,,,,,,,,,,,bd229e2e-108d-48da-9714-62984690bc9f,11,,"[43.6, 41.3]",3825779,0,,,,,1.9223428,,Right Foot,,"[33.0, 70.2]",,Ground Pass,,30.782625,,,Manuel Castellano Castro,24508.0,,,,,,,1,From Kick Off,Josip Radošević,24453.0,Left Defensive Midfield,2,Eibar,322,['0914ac48-23d9-45dd-b746-f2189e5d4e8b'],2,,,,,,,,,,,,,,,,,Eibar,322,00:00:02.275,Pass,
,,,,,,,,,,,,,,,,,2.734639,,,,,,,,,,,,,,7fa64ac9-c16b-4cbc-80aa-37ecd6280afe,14,,"[30.0, 73.5]",3825779,0,,,,,-0.26811078,,Right Foot,,"[75.5, 61.0]",,High Pass,,47.185802,Incomplete,,,,,,,,,,1,From Kick Off,Manuel Castellano Castro,24508.0,Right Back,2,Eibar,322,['d7644e02-e4f6-494f-a03c-ba19918b054b'],5,,,,,,,,,,,,,,,,,Eibar,322,00:00:05.777,Pass,
