bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,c3eb6083-f375-4c21-94d3-c83497f326bd,1,,,,3825800,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Celta Vigo,209,,0,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 6884, 'name': 'Sergio Álvarez Conde'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6805, 'name': 'Hugo Mallo Novegil'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 6794, 'name': 'Gustavo Daniel Cabral Cáceres'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 22}, {'player': {'id': 6804, 'name': 'Sergi Gómez Solà'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 20}, {'player': {'id': 6802, 'name': 'Jonathan Castro Otto'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 19}, {'player': {'id': 6797, 'name': 'Daniel Wass'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 27341, 'name': 'Marcelo Alfonso Díaz Rojas'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 5217, 'name': 'Iago Aspas Juncal'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 9}, {'player': {'id': 7105, 'name': 'Fabián Ariel Orellana Valenzuela'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 14}, {'player': {'id': 6724, 'name': 'Manuel Agudo Durán'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 6038, 'name': 'John Guidetti'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]}",Celta Vigo,209,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,5e016439-6859-417a-9f52-384575c7dafd,2,,,,3825800,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Celta Vigo,209,,0,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 3379, 'name': 'Alphonse Areola'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6772, 'name': 'Mario Gaspar Pérez Martínez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 3324, 'name': 'Eric Bertrand Bailly'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 24}, {'player': {'id': 6752, 'name': 'Víctor Ruíz Torre'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 5588, 'name': 'Antonio Rukavina'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 22}, {'player': {'id': 6771, 'name': 'Manuel Trigueros Muñoz'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 6622, 'name': 'Tomás Pina Isla'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 18867, 'name': 'Matías Nahuel Leiva Esquivel'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 26}, {'player': {'id': 6609, 'name': 'Denis Suárez Fernández'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 18}, {'player': {'id': 6862, 'name': 'Cédric Bakambu'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 17}, {'player': {'id': 6761, 'name': 'Leonardo Carrilho Baptistão'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 10}]}",Villarreal,222,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,5102338f-3791-4224-9095-b7c9002629ec,3,,,,3825800,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Celta Vigo,209,['bf812825-a616-4904-b68f-7cab3bc045cc'],0,,,,,,,,,,,,,,,Villarreal,222,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,bf812825-a616-4904-b68f-7cab3bc045cc,4,,,,3825800,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Celta Vigo,209,['5102338f-3791-4224-9095-b7c9002629ec'],0,,,,,,,,,,,,,,,Celta Vigo,209,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,87dd22db-2f0a-4ad8-a5aa-15cadb7156f7,1782,,,,3825800,45,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,98,Celta Vigo,209,['0a1718d7-f14f-4d3f-94fb-382964690fe5'],0,,,,,,,,,,,,,,,Villarreal,222,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0a1718d7-f14f-4d3f-94fb-382964690fe5,1783,,,,3825800,45,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,98,Celta Vigo,209,['87dd22db-2f0a-4ad8-a5aa-15cadb7156f7'],0,,,,,,,,,,,,,,,Celta Vigo,209,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.372945,,,,,,,,,,,dc89e35d-f943-4844-bd6b-026936e0e0f8,5,,,"[61.0, 40.1]",3825800,0,,True,,,2.3561945,,Right Foot,,,"[58.5, 42.6]",Ground Pass,,3.535534,,,,Cédric Bakambu,6862.0,,,,Kick Off,1,From Kick Off,Leonardo Carrilho Baptistão,6761.0,Left Center Forward,2,Villarreal,222,['a0df6624-13cf-42f4-994e-9b82038733ae'],0,,,,,,,,,,,,,,,Villarreal,222,00:00:00.397,Pass,
,,,,,,,,,,,,,,,,1.033498,,,,,,,,,,,9b022088-b17e-41d8-b398-84114cc4675a,7,,,"[58.4, 42.8]",3825800,0,,,,,3.0451188,,Right Foot,,,"[46.0, 44.0]",Ground Pass,,12.45793,,,,Manuel Trigueros Muñoz,6771.0,,,,,1,From Kick Off,Cédric Bakambu,6862.0,Right Center Forward,2,Villarreal,222,['d93e44c1-75ca-4922-8257-b69985df4287'],0,,,,,,,,,,,,,,,Villarreal,222,00:00:00.910,Pass,
,,,,,,,,,,,,,,,,0.963761,,,,,,,,,,,f3378b75-caa0-43ff-af73-5dff85f13db5,10,,,"[46.5, 44.4]",3825800,0,,,,,1.8079166,,Right Foot,,,"[43.6, 56.4]",Ground Pass,,12.345445,,,,Tomás Pina Isla,6622.0,,,,,1,From Kick Off,Manuel Trigueros Muñoz,6771.0,Right Defensive Midfield,2,Villarreal,222,['331fbf86-272d-402e-a6a0-e8d6f1e38f81'],2,,,,,,,,,,,,,,,Villarreal,222,00:00:02.942,Pass,
,,,,,,,,,,,,,,,,1.507957,,,,,,,,,,,b44354e6-2760-4182-b493-927770737493,13,,,"[45.1, 56.7]",3825800,0,,,,,-3.0745292,,Right Foot,,,"[31.7, 55.8]",Ground Pass,,13.43019,,,,Eric Bertrand Bailly,3324.0,,,,,1,From Kick Off,Tomás Pina Isla,6622.0,Left Defensive Midfield,2,Villarreal,222,['046d0ffb-f7ca-4621-b702-34a7b6ef731b'],6,,,,,,,,,,,,,,,Villarreal,222,00:00:06.173,Pass,
