50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,5e7f91c1-be79-44f0-b552-433a5d5bdde6,1,,,3825566,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Rayo Vallecano,360,,0,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 26070, 'name': 'Antonio Rodríguez Martínez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 25}, {'player': {'id': 6914, 'name': 'Roberto Román Triguero'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 6713, 'name': 'Diego Javier Llorente Ríos'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 27}, {'player': {'id': 26222, 'name': 'José Eduardo Rosa Vale de Castro'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 18}, {'player': {'id': 11298, 'name': 'José Ignacio Martínez García'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 26848, 'name': 'Roberto Trashorras Gayoso'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 26607, 'name': 'José Raúl Baena Urdiales'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 9246, 'name': 'Patrick Ebert'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 20}, {'player': {'id': 7900, 'name': 'Tiago Manuel Dias Correia'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 23}, {'player': {'id': 26685, 'name': 'Nicolás Ladislao Fedor Flores'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 7}, {'player': {'id': 26690, 'name': 'Alberto Mateus Contreiras Gonçalves'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",Rayo Vallecano,360,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,5dcd4f6f-a9b6-4086-bc42-d7dceea9fdf0,2,,,3825566,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Rayo Vallecano,360,,0,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 3240, 'name': 'Mathew Ryan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 25}, {'player': {'id': 7005, 'name': 'João Pedro Cavaco Cancelo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 3638, 'name': 'Shkodran Mustafi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 6592, 'name': 'Rúben Miguel Nunes Vezo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 27480, 'name': 'Lucas Alfonso Orbán Alegre'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 6}, {'player': {'id': 6751, 'name': 'Javier Fuego Martínez'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 10037, 'name': 'Danilo Barbosa da Silva'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 12}, {'player': {'id': 7797, 'name': 'Rodrigo Javier De Paul'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 20}, {'player': {'id': 6594, 'name': 'Santiago Mina Lorenzo'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 22}, {'player': {'id': 6763, 'name': 'Pablo Daniel Piatti'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 20542, 'name': 'Álvaro Negredo Sánchez'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 7}]}",Valencia,207,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,a61ce9c5-a9e1-4b64-89d9-58caa1e5f50e,3,,,3825566,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Rayo Vallecano,360,['e58db019-286e-419d-9699-436732b5ec7b'],0,,,,,,,,,,,,,,,,Valencia,207,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,e58db019-286e-419d-9699-436732b5ec7b,4,,,3825566,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Rayo Vallecano,360,['a61ce9c5-a9e1-4b64-89d9-58caa1e5f50e'],0,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,f222c185-de48-4c1f-9bb6-83eb063bd600,1821,,,3825566,45,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,96,Valencia,207,['1f0543d9-11b4-4954-928d-69a3efed8d3f'],0,,,,,,,,,,,,,,,,Valencia,207,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,1f0543d9-11b4-4954-928d-69a3efed8d3f,1822,,,3825566,45,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,96,Valencia,207,['f222c185-de48-4c1f-9bb6-83eb063bd600'],0,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.574335,,,,,,,,,,,,,54555143-2259-4ba7-97b2-6a041c04ef4f,5,,"[61.0, 40.1]",3825566,0,,True,,,1.8391626,,Right Foot,,,"[59.9, 44.1]",Ground Pass,,4.148494,,,Pablo Daniel Piatti,6763.0,,,,,Kick Off,1,From Kick Off,Álvaro Negredo Sánchez,20542.0,Center Forward,2,Valencia,207,['1e079a21-935e-4fe6-bb4b-edfd6256e445'],0,,,,,,,,,,,,,,,,Valencia,207,00:00:00.617,Pass,
,,,,,,,,,,,,,,,,,1.203199,,,,,,,,,,,,,086e2763-c92f-4769-8473-0b9c085d04bd,7,,"[59.9, 44.1]",3825566,0,,,,,3.0410156,,Right Foot,,,"[38.1, 46.3]",Ground Pass,,21.910728,,,Javier Fuego Martínez,6751.0,,,,,,1,From Kick Off,Pablo Daniel Piatti,6763.0,Left Wing,2,Valencia,207,['ab61c5ea-eba4-4d5c-8494-7242c5919bb6'],1,,,,,,,,,,,,,,,,Valencia,207,00:00:01.191,Pass,
,,,,,,,,,,,,,,,,,2.009864,,,,,,,,,,,,,b140772d-7f3b-48aa-a9b2-0cf18331ec58,11,,"[38.9, 46.3]",3825566,0,,,,,-0.14999832,,Left Foot,,,"[78.6, 40.3]",High Pass,,40.15084,Incomplete,,,,,,,,,1,From Kick Off,Javier Fuego Martínez,6751.0,Center Defensive Midfield,2,Valencia,207,"['722266ac-b8d2-45fc-bf6b-ff63ae7ccead', 'd5b0e1b4-b209-49db-af45-0f63f887fed0']",3,,,,,,,,,,,,,,,,Valencia,207,00:00:03.309,Pass,True
,,,,,,,,,,,,,,,,,1.709406,,,,,,,,,,,,,722266ac-b8d2-45fc-bf6b-ff63ae7ccead,12,,"[41.5, 39.8]",3825566,0,,,,,-0.7037297,,Head,,,"[56.7, 26.9]",Low Pass,,19.936148,,,Tiago Manuel Dias Correia,7900.0,,,,,Recovery,1,From Kick Off,José Raúl Baena Urdiales,26607.0,Left Defensive Midfield,2,Valencia,207,"['3300fee4-4562-4b8a-8d40-b4ab14b4aa35', 'b140772d-7f3b-48aa-a9b2-0cf18331ec58']",5,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:05.319,Pass,
