50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,46da2d47-ebed-46e8-b2f4-0c37f50540f7,1,,,3825868,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Celta Vigo,209,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 6795, 'name': 'Rubén Blanco Veiga'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6805, 'name': 'Hugo Mallo Novegil'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 6794, 'name': 'Gustavo Daniel Cabral Cáceres'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 22}, {'player': {'id': 6804, 'name': 'Sergi Gómez Solà'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 20}, {'player': {'id': 7577, 'name': 'Carles Planas Antolínez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 21}, {'player': {'id': 27341, 'name': 'Marcelo Alfonso Díaz Rojas'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 6801, 'name': 'Pedro Pablo Hernández'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 7105, 'name': 'Fabián Ariel Orellana Valenzuela'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 14}, {'player': {'id': 5217, 'name': 'Iago Aspas Juncal'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 9}, {'player': {'id': 6724, 'name': 'Manuel Agudo Durán'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 6038, 'name': 'John Guidetti'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]}",Celta Vigo,209,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,09e1eade-ae18-4e9a-a59e-da712eb37cf7,2,,,3825868,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Celta Vigo,209,,0,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 8697, 'name': 'Andrés Eduardo Fernández Moreno'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 20064, 'name': 'Hugo Miguel Almeida Costa Lopes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 18}, {'player': {'id': 6702, 'name': 'David Rodríguez Lombán'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 4498, 'name': 'Jean-Sylvain Claude Babin'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 7158, 'name': 'Cristiano Biraghi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 3160, 'name': 'Rene Krhin'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 3292, 'name': 'Abdoulaye Doucouré'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 16}, {'player': {'id': 6680, 'name': 'Rubén Rochina Naixes'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 23}, {'player': {'id': 26776, 'name': 'Juan Isaac Cuenca López'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 19}, {'player': {'id': 6847, 'name': 'Adalberto Peñaranda Maestre'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 27}, {'player': {'id': 27109, 'name': 'Youssef El-Arabi'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",Granada,1049,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,c8d32e8a-16ec-4d83-8e94-5927b327f6f3,3,,,3825868,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Celta Vigo,209,['955b6f77-3ed1-4ba8-8db8-7d1422db2e81'],0,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,955b6f77-3ed1-4ba8-8db8-7d1422db2e81,4,,,3825868,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Celta Vigo,209,['c8d32e8a-16ec-4d83-8e94-5927b327f6f3'],0,,,,,,,,,,,,,,,,,,Granada,1049,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,c690e650-678a-4715-b52b-c5fe7a2d4d16,1649,,,3825868,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,92,Celta Vigo,209,['1a6f8a9e-8168-4b11-9fea-e555fb052e4d'],0,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,1a6f8a9e-8168-4b11-9fea-e555fb052e4d,1650,,,3825868,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,92,Celta Vigo,209,['c690e650-678a-4715-b52b-c5fe7a2d4d16'],0,,,,,,,,,,,,,,,,,,Granada,1049,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,1.10473,,,,,,,,,,,,,,,2e515b3a-4be9-4310-aff8-9ba47b156675,5,,"[61.0, 40.1]",3825868,0,,,,-2.6224465,,Left Foot,,,"[59.6, 39.3]",,Ground Pass,,1.6124516,,,,Youssef El-Arabi,27109.0,,,,,Kick Off,1,From Kick Off,Adalberto Peñaranda Maestre,6847.0,Right Center Forward,2,Granada,1049,['0ea287f8-4565-4724-8639-c87980ecc3c7'],0,,,,,,,,,,,,,,,,,,Granada,1049,00:00:00.128,Pass,
,,,,,,,,,,,,,,,,,1.489947,,,,,,,,,,,,,,,579535f8-e0e1-44ff-97c9-bf688a5a2d09,8,,"[57.9, 38.9]",3825868,0,,,,-2.7916806,,Right Foot,,,"[36.8, 31.2]",,Ground Pass,,22.461077,,,,Jean-Sylvain Claude Babin,4498.0,,,,,,1,From Kick Off,Youssef El-Arabi,27109.0,Left Center Forward,2,Granada,1049,['5a67ce7d-68ec-47c8-b34f-4686230bb016'],2,,,,,,,,,,,,,,,,,,Granada,1049,00:00:02.027,Pass,
,,,,,,,,,,,,,,,,,3.33632,,,,,,,,,,,,,,,a86fa180-19e9-461b-96c0-0ef58e81e253,11,,"[35.6, 31.6]",3825868,0,,,,0.53862417,,Right Foot,,,"[84.8, 61.0]",,High Pass,,57.31492,,Incomplete,,,,,,,,,1,From Kick Off,Jean-Sylvain Claude Babin,4498.0,Left Center Back,2,Granada,1049,['4860ad2a-06dc-4274-9659-ddf5105bccec'],3,,,,,,,,,,,,,,,,,,Granada,1049,00:00:03.708,Pass,
,,,,,,,,,,,,,,,,,1.176842,,,,,,,,,,,,,,,4860ad2a-06dc-4274-9659-ddf5105bccec,12,,"[35.3, 19.1]",3825868,0,,,,0.17148343,,Head,,,"[53.2, 22.2]",,High Pass,,18.166452,,,,Fabián Ariel Orellana Valenzuela,7105.0,,,,,Recovery,1,Regular Play,Sergi Gómez Solà,6804.0,Left Center Back,3,Celta Vigo,209,"['a86fa180-19e9-461b-96c0-0ef58e81e253', 'c56a49dc-0595-43ab-8c6c-bb4689ac95ba']",7,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:07.044,Pass,
