ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,1.374545,,,,,,,,,,,,00171bea-e7d3-4c8b-8db7-178b8f98187f,15,,"[70.5, 76.8]",3825703,0,,,,,-2.9337535,,Right Foot,,,"[55.8, 73.7]",,Ground Pass,,15.023315,,,,,Óscar de Marcos Arana,6649.0,,,,,,1,From Kick Off,Iñaki Williams Arthuer,6393.0,Right Wing,2,Athletic Club,215,['e611db0b-4741-4554-883f-b85baae34a35'],10,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:10.432,Pass,
,,,,,,,,,,,,,,,2.177759,,,,,,,,,,,,9a11b459-ccaa-4213-bf88-befbdc2a953e,18,,"[55.8, 73.7]",3825703,0,,,,,-1.9095907,,Right Foot,,,"[41.0, 31.7]",,Ground Pass,,44.531338,,,,,Aymeric Laporte,4353.0,,True,,,,1,From Kick Off,Óscar de Marcos Arana,6649.0,Right Back,2,Athletic Club,215,['d1ad1d8a-935b-4922-8a8a-8cd22d01b655'],13,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:13.013,Pass,
,,,,,,,,,,,,,,,1.23706,,,,,,,,,,,,f79a4485-27ea-45ad-813f-c1d3609dfc60,21,,"[68.2, 14.8]",3825703,0,,,,,-0.71306086,,Right Foot,,,"[83.0, 2.0]",,Ground Pass,,19.56732,,,,,Mikel Balenziaga Oruesagasti,6789.0,,,,,,1,From Kick Off,Aymeric Laporte,4353.0,Left Center Back,2,Athletic Club,215,['e02c5132-8469-4de6-8231-64b28be906f7'],20,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:20.854,Pass,
,,,,,,,,,,,,,,,3.057958,,,,,,,,,,,,4dc6e9eb-92da-44a6-b078-bc566c89bb4e,24,,"[83.4, 2.0]",3825703,0,,,,,0.25139707,,Left Foot,,,"[120.0, 11.4]",,Ground Pass,,37.78783,,,Out,,Markel Susaeta Laskurain,6390.0,,,,,,1,From Kick Off,Mikel Balenziaga Oruesagasti,6789.0,Left Back,2,Athletic Club,215,['87049d7e-3f74-4d1d-b06e-3a45847aa5f1'],22,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:22.789,Pass,
,,,,,,,,,,,,,,,2.090835,,,,,,,,,,,,87978d7b-8bab-442d-9dff-c391df4d0567,28,,"[7.0, 44.1]",3825703,0,,,,,-1.6302164,,Right Foot,,,"[4.9, 8.8]",,Ground Pass,,35.362408,,,,,Zouhair Feddal,6647.0,,,,,Goal Kick,1,From Goal Kick,Diego Mariño Villar,23843.0,Goalkeeper,3,Levante UD,221,['3806ecc3-bb61-4efa-ad5f-1b5a056ee7fe'],40,,,,,,,,,,,,,,,,,Levante UD,221,00:00:40.693,Pass,
,,,,,,,,,,,,,,,2.313157,,,,,,,,,,,,281878e1-a240-4fe8-9c6c-fa884efb611f,31,,"[8.4, 8.4]",3825703,0,,,,,0.5198039,,Left Foot,,,"[57.5, 36.5]",,High Pass,,56.572254,,,Incomplete,,Nabil Ghilas,27250.0,,,,,,1,From Goal Kick,Zouhair Feddal,6647.0,Left Center Back,3,Levante UD,221,"['1364226f-1e01-423d-8423-621ff03f364b', '4889d0de-2825-4650-b694-38c28269b0a0']",44,,,,,,,,,,,,,,,,,Levante UD,221,00:00:44.157,Pass,
,,,,,,,,,,,,,,,3.15508,,,,,,,,,,,,1364226f-1e01-423d-8423-621ff03f364b,34,,"[62.6, 43.6]",3825703,0,,,,True,0.15370753,,,,,"[98.1, 49.1]",,High Pass,,35.92353,,,,,Aritz Aduriz Zubeldia,6394.0,,,,,Recovery,1,From Counter,Aymeric Laporte,4353.0,Left Center Back,4,Athletic Club,215,"['0d1cb88c-b149-41d0-adcd-3229a37ff231', '281878e1-a240-4fe8-9c6c-fa884efb611f', 'ee3b2bd6-4e55-4b0b-8b32-a0bcb4f8d2cd']",46,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:46.470,Pass,True
,,,,,,,,,,,,,,,2.155966,,,,,,,,,,,,c2d0b26c-23e0-4605-8abb-72fdec3a90f6,43,,"[63.4, 76.5]",3825703,1,,,,,-0.63540775,,Right Foot,,,"[99.2, 50.1]",,High Pass,,44.481457,,,Incomplete,,Raúl García Escudero,6391.0,,,,,,1,From Free Kick,Óscar de Marcos Arana,6649.0,Right Back,5,Athletic Club,215,"['1de913a4-50da-462f-a4d2-e41b5ce7ce82', 'd34cb789-45f7-4748-b96f-c4d9a96a1181']",58,,,,,,,,,,,,,,,,,Athletic Club,215,00:01:58.704,Pass,
,,,,,,,,,,,,,,,1.022343,,,,,,,,,,,,1de913a4-50da-462f-a4d2-e41b5ce7ce82,45,,"[20.9, 30.0]",3825703,2,,,,,-1.3020933,,Head,,,"[22.8, 23.1]",,High Pass,,7.156815,,,,,Antonio García Aranda,6784.0,,,,,Interception,1,Regular Play,Zouhair Feddal,6647.0,Left Center Back,6,Levante UD,221,"['0c58f072-a06a-4249-a93d-c30a76a88c6c', 'c2d0b26c-23e0-4605-8abb-72fdec3a90f6']",0,,,,,,,,,,,,,,,,,Levante UD,221,00:02:00.860,Pass,
,,,,,,,,,,,,,,,1.641183,,,,,,,,,,,,7e34db5e-3a43-4167-9b63-4498d02b88f8,47,,"[22.8, 23.1]",3825703,2,,,,,-0.5404195,,Head,,,"[35.3, 15.6]",,Low Pass,,14.57738,,,,,Rubén García Santos,23943.0,,,,,,1,Regular Play,Antonio García Aranda,6784.0,Left Back,6,Levante UD,221,['f7fdf9d3-cf3c-4bf4-8bb3-3f55e23f1767'],1,,,,,,,,,,,,,,,,,Levante UD,221,00:02:01.903,Pass,
,,,,,,,,,,,,,,,0.677844,,,,,,,,,,,,136ee914-2d89-4ebf-bfa7-0801b49579e5,50,,"[35.0, 15.3]",3825703,2,,,,,1.5208379,,Left Foot,,,"[35.3, 21.3]",,Low Pass,,6.0074954,,,,,Víctor Camarasa Ferrando,6659.0,,,,,,1,Regular Play,Rubén García Santos,23943.0,Left Midfield,6,Levante UD,221,"['19d5a605-1069-47a3-9196-95b919b01048', '3e9dbe2b-b726-4a7f-8cdb-a2750d70683c']",3,,,,,,,,,,,,,,,,,Levante UD,221,00:02:03.544,Pass,True
,,,,,,,,,,,,,,,0.7245,,,,,,,,,,,,0aeb6ddc-1133-4dd6-adfb-389a2e1da5a1,55,,"[83.9, 59.0]",3825703,2,,,,,2.63353,,Left Foot,,,"[75.1, 63.9]",,Ground Pass,,10.072239,,,,,Óscar de Marcos Arana,6649.0,,,,,Recovery,1,Regular Play,Raúl García Escudero,6391.0,Center Attacking Midfield,7,Athletic Club,215,['3f9e3344-2e91-4b05-8c3a-f7a3e06e3572'],4,,,,,,,,,,,,,,,,,Athletic Club,215,00:02:04.990,Pass,
,,,,,,,,,,,,,,,0.541816,,,,,,,,,,,,564a8ce1-5647-4b3c-83f4-b3a1a0dd0beb,58,,"[77.2, 63.5]",3825703,2,,,,,-0.37206775,,Right Foot,,,"[89.5, 58.7]",,Ground Pass,,13.203408,,,,,Iñaki Williams Arthuer,6393.0,,,,,,1,Regular Play,Óscar de Marcos Arana,6649.0,Right Back,7,Athletic Club,215,['8a6d53fe-972d-4aaa-97ac-d79af0d7a462'],7,,,,,,,,,,,,,,,,,Athletic Club,215,00:02:07.147,Pass,
,,,,,,,,,,,,,,,0.79789,,,,,,,,,,,,d7263dec-1a88-49c5-8a15-787a8fbceb87,60,,"[89.5, 58.7]",3825703,2,,,,,-0.43436727,,No Touch,,,"[99.2, 54.2]",,Ground Pass,,10.692988,,True,Incomplete,,Markel Susaeta Laskurain,6390.0,,,,,,1,Regular Play,Iñaki Williams Arthuer,6393.0,Right Wing,7,Athletic Club,215,"['7bcb3fba-8096-4850-b5e3-5ab48f8b8495', '931aea75-2c8c-4ca3-8664-ba6ae251610d']",7,,,,,,,,,,,,,,,,,Athletic Club,215,00:02:07.689,Pass,
,,,,,,,,,,,,,,,1.214555,,,,,,,,,,,,169106f5-940b-4b7f-964b-e8bce48b76ab,64,,"[22.8, 25.1]",3825703,2,,,,,1.0463264,,Left Foot,,,"[36.8, 49.3]",,Low Pass,,27.957825,,,,,Jordi Xumetra Feliu,27123.0,,,,,,1,Regular Play,Zouhair Feddal,6647.0,Left Center Back,8,Levante UD,221,['9ac5842d-c466-4d1c-944a-7ca6ec4a8710'],9,,,,,,,,,,,,,,,,,Levante UD,221,00:02:09.632,Pass,
,,,,,,,,,,,,,,,2.051249,,,,,,,,,,,,f37cc7c4-1a89-4257-80ce-3ddb6b7d8e79,70,,"[41.7, 50.9]",3825703,2,,,,,-1.9404806,,Right Foot,,,"[29.3, 18.9]",,Ground Pass,,34.31851,,,,,Zouhair Feddal,6647.0,,,,,Free Kick,1,From Free Kick,David Navarro Pedrós,26012.0,Right Center Back,9,Levante UD,221,['51219653-6bc6-4773-858a-94031ed23681'],25,,,,,,,,,,,,,,,,,Levante UD,221,00:02:25.679,Pass,
,,,,,,,,,,,,,,,2.62094,,,,,,,,,,,,0bba4421-3d13-43e8-998f-2e50f3eab644,73,,"[37.7, 14.3]",3825703,2,,,,,2.2722037,,Left Foot,,,"[15.4, 40.7]",,Ground Pass,,34.557922,,,,,Diego Mariño Villar,23843.0,,,,,,1,From Free Kick,Zouhair Feddal,6647.0,Left Center Back,9,Levante UD,221,['2d0c942f-e727-4470-9b87-5f5db21fdb02'],33,,,,,,,,,,,,,,,,,Levante UD,221,00:02:33.598,Pass,
,,,,,,,,,,,,,,,2.465603,,,,,,,,,,,,ac8e9361-e06b-4535-b725-47d4e29ee804,76,,"[15.5, 41.0]",3825703,2,,,,,0.0037105582,,Right Foot,,,"[69.4, 41.2]",,High Pass,,53.90037,,,,,Nabil Ghilas,27250.0,,,,,,1,From Free Kick,Diego Mariño Villar,23843.0,Goalkeeper,9,Levante UD,221,['08cc22c2-1caa-4537-a969-a6fa925e867f'],39,,,,,,,,,,,,,,,,,Levante UD,221,00:02:39.638,Pass,
,,,,,,,,,,,,,,,2.613384,,,,,,,,,,,,2dc416bb-8a87-454a-8c67-a4ab1b52eaab,78,,"[69.0, 41.2]",3825703,2,,,,,0.97150385,,Head,,,"[78.7, 55.4]",,Low Pass,,17.196802,,,Incomplete,,Jordi Xumetra Feliu,27123.0,,,,,,1,From Free Kick,Nabil Ghilas,27250.0,Center Forward,9,Levante UD,221,"['58d3bc60-5dad-4f53-ad4a-88d0df10851f', 'f1c42ccd-a0fa-4d09-9992-8bccaa5d9d51']",42,,,,,,,,,,,,,,,,,Levante UD,221,00:02:42.104,Pass,
,,,,,,,,,,,,,,,1.183056,,,,,,,,,,,,b22a61f6-9c75-401c-ab93-4e98d06f8652,82,,"[71.2, 80.0]",3825703,2,,True,,,-2.779634,,,,,"[50.6, 72.2]",,Low Pass,,22.027256,,,,,David Navarro Pedrós,26012.0,,,,,Throw-in,1,From Throw In,Pedro López Muñoz,6787.0,Right Back,10,Levante UD,221,['47372ce9-52ef-4405-9428-dc7c04c5b4f4'],52,,,,,,,,,,,,,,,,,Levante UD,221,00:02:52.275,Pass,
,,,,,,,,,,,,,,,3.059922,,,,,,,,,,,,bb588531-fcdf-4381-9a6f-72a8e5e4fb12,84,,"[27.9, 70.1]",3825703,2,,True,,,-2.2601604,,Right Foot,,,"[8.2, 46.2]",,Low Pass,,30.972569,,,,,Diego Mariño Villar,23843.0,,,,,,1,From Throw In,David Navarro Pedrós,26012.0,Right Center Back,10,Levante UD,221,['e18debb6-da7f-4b6d-a38c-d576e7ca1500'],54,,,,,,,,,,,,,,,,,Levante UD,221,00:02:54.045,Pass,
,,,,,,,,,,,,,,,2.769801,,,,,,,,,,,,9e33f247-7c27-47ac-905b-a7bad52dcdbb,87,,"[8.2, 44.4]",3825703,2,,,,,-0.29399782,,Left Foot,,,"[55.1, 30.2]",,High Pass,,49.002552,,,,,Víctor Camarasa Ferrando,6659.0,,,,,,1,From Throw In,Diego Mariño Villar,23843.0,Goalkeeper,10,Levante UD,221,"['5830f4fd-9b29-4773-8867-8616b27d8580', 'c61d9d4c-5f93-4ca4-ae07-99a29a0f6fb8']",59,,,,,,,,,,,,,,,,,Levante UD,221,00:02:59.077,Pass,True
,,,,,,,,,,,,,,,0.686589,,,,,,,,,,,,9a91f5fa-0eb2-4a50-8aee-09ebdc53ee98,90,,"[55.1, 30.2]",3825703,3,,,,True,0.516483,,,,,"[63.2, 34.8]",,Low Pass,,9.315042,,,,,Nabil Ghilas,27250.0,,,,,,1,From Throw In,Víctor Camarasa Ferrando,6659.0,Left Center Midfield,10,Levante UD,221,"['1e717364-2cb9-44dd-8926-8048d55ec6e9', 'd003e62a-ad0e-4d42-878c-fe8a8813d4d0']",1,,,,,,,,,,,,,,,,,Levante UD,221,00:03:01.847,Pass,True
,,,,,,,,,,,,,,,1.139473,,,,,,,,,,,,2a9b8efd-a88f-41c1-bb97-4782b082811a,94,,"[65.4, 33.4]",3825703,3,,,,,-1.94013,,Right Foot,,,"[61.8, 24.1]",,High Pass,,9.972462,,,,,Rubén García Santos,23943.0,,,,,,1,From Throw In,Nabil Ghilas,27250.0,Center Forward,10,Levante UD,221,"['239de8ef-9730-4a54-be8b-0cc89b66a767', '5a2ed671-9e0a-44b1-b7b1-63175285d295']",3,,,,,,,,,,,,,,,,,Levante UD,221,00:03:03.333,Pass,True
,,,,,,,,,,,,,,,3.384485,,,,,,,,,,,,9d4737fe-55bd-4012-8035-01b3450c7579,97,,"[63.1, 23.9]",3825703,3,,,,,0.2621841,0d130229-6e66-425f-9a36-9abb5166502e,Left Foot,,,"[98.5, 33.4]",,High Pass,,36.652557,,,,,Nabil Ghilas,27250.0,True,,Through Ball,True,,1,From Throw In,Rubén García Santos,23943.0,Left Midfield,10,Levante UD,221,['6a03869c-ccf9-4642-aac7-2618d02be00e'],5,,,,,,,,,,,,,,,,,Levante UD,221,00:03:05.363,Pass,
,,,,,,,,,,,,,,,1.445237,,,,,,,,,,,,c58c417a-4552-476c-bbaf-603fd9b1743b,103,,"[120.0, 0.1]",3825703,3,,,,,1.8822557,,Left Foot,,,"[108.7, 35.2]",,High Pass,,36.87411,,,,True,Simão Mate,27122.0,,,Outswinging,,Corner,1,From Corner,Rubén García Santos,23943.0,Left Midfield,11,Levante UD,221,['93ff4dae-5fa9-4ac0-9abd-5fe0c758e77f'],45,,,,,,,,,,,,,,,,,Levante UD,221,00:03:45.613,Pass,
,,,,,,,,,,,,,,,2.410714,,,,,,,,,,,,843e5bf4-d3f3-477c-9703-2ca9ea9b3056,106,,"[108.7, 35.2]",3825703,3,,,,True,1.497594,,,,,"[109.8, 50.2]",,High Pass,,15.040279,,,,,Víctor Camarasa Ferrando,6659.0,,,,,,1,From Corner,Simão Mate,27122.0,Center Defensive Midfield,11,Levante UD,221,"['43de7b81-524d-4408-81f5-2b4b99ed8e22', 'c03ffc08-6b9e-4626-9e30-1cd9b26a3865']",47,,,,,,,,,,,,,,,,,Levante UD,221,00:03:47.059,Pass,True
,,,,,,,,,,,,,,,1.139442,,,,,,,,,,,,f71cd16e-a92b-431a-a739-90577547e090,115,,"[6.7, 13.3]",3825703,3,,,,,-0.15460055,,Left Foot,,,"[22.1, 10.9]",,Ground Pass,,15.585891,,,Incomplete,,Iñaki Williams Arthuer,6393.0,,,,,,1,From Corner,Markel Susaeta Laskurain,6390.0,Left Wing,11,Levante UD,221,"['00fae859-280d-4f09-a884-732a5ac7d9c0', '344a3586-e9d0-4f50-97b7-19fda1e4d575', '520d98ec-7a92-42d1-a310-827219dfe84f']",52,,,,,,,,,,,,,,,,,Athletic Club,215,00:03:52.024,Pass,True
,,,,,,,,,,,,,,,0.674247,,,,,,,,,,,,87512a7b-34c1-4ff7-8490-ac15cf180472,119,,"[103.3, 69.8]",3825703,3,,,,,-1.0936055,,Right Foot,,,"[112.4, 52.2]",,Low Pass,,19.81338,,,Incomplete,,Zouhair Feddal,6647.0,,,,,,1,From Corner,Simão Mate,27122.0,Center Defensive Midfield,11,Levante UD,221,"['19c023df-3904-44dc-8201-2a29624fae01', 'd4eae291-312a-4048-bb85-bed31fc231d9']",54,,,,,,,,,,,,,,,,,Levante UD,221,00:03:54.601,Pass,
,,,,,,,,,,,,,,,1.170793,,,,,,,,,,,,3255129d-3b35-41d8-abe2-8aa5cfac87e5,127,,"[92.7, 56.7]",3825703,3,,,,,1.5016,,Left Foot,,,"[93.4, 66.8]",,Ground Pass,,10.1242285,,,,,Víctor Camarasa Ferrando,6659.0,,,,,,1,From Corner,Antonio García Aranda,6784.0,Left Back,11,Levante UD,221,"['1d335cb8-79a0-4e2b-b875-d3699349a63a', 'b824d1e7-432e-466b-8521-7e1f6b48f7ba']",59,,,,,,,,,,,,,,,,,Levante UD,221,00:03:59.068,Pass,True
,,,,,,,,,,,,,,,3.038816,,,,,,,,,,,,159979c9-8c72-4a3c-abc7-331eab201967,131,,"[89.3, 76.1]",3825703,4,,,,,-2.8823116,,Right Foot,,,"[51.6, 66.1]",,Ground Pass,,39.00372,,,,,Pedro López Muñoz,6787.0,,,,,,1,From Corner,Víctor Camarasa Ferrando,6659.0,Left Center Midfield,11,Levante UD,221,"['445ed1f6-7f63-4641-bf12-3facadd83b50', '8bf4daf0-c42d-4338-865d-08ce8c958011']",3,,,,,,,,,,,,,,,,,Levante UD,221,00:04:03.324,Pass,True
,,,,,,,,,,,,,,,3.054741,,,,,,,,,,,,de0a1f74-4372-45cb-975a-96e141aefc80,135,,"[50.6, 65.7]",3825703,4,,,,,-2.5310624,,Right Foot,,,"[16.3, 41.7]",,Ground Pass,,41.86275,,,,,Diego Mariño Villar,23843.0,,,,,,1,From Corner,Pedro López Muñoz,6787.0,Right Back,11,Levante UD,221,"['0fd1859f-8699-44a4-addd-327344520a0f', 'ab8f48fe-b415-4540-92c2-65633f6d2b72']",6,,,,,,,,,,,,,,,,,Levante UD,221,00:04:06.623,Pass,True
