bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,cb1279ea-b14c-4d78-8d41-cd8f41306288,1,,,3825663,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Espanyol,214,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 6792, 'name': 'Pau López Sabata'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6791, 'name': 'Javier López Rodríguez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 16}, {'player': {'id': 6762, 'name': 'Álvaro González Soberón'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 22}, {'player': {'id': 16456, 'name': 'Enzo Pablo Roco Roco'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 4741, 'name': 'Juan Rafael Fuentes Hernández'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 6758, 'name': 'Víctor Sánchez Mata'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 6867, 'name': 'Papa Kouly Diop'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 12}, {'player': {'id': 6838, 'name': 'Hernán Arsenio Pérez González'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 17}, {'player': {'id': 5719, 'name': 'Marco Asensio Willemsen'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 25}, {'player': {'id': 27241, 'name': 'Víctor Guillermo Álvarez Delgado'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 5}, {'player': {'id': 7781, 'name': 'Felipe Salvador Caicedo Corozo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 20}]}",Espanyol,214,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,30faa36f-f64d-4a09-a0e2-fd598b77ff9b,2,,,3825663,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Espanyol,214,,0,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 26103, 'name': 'Idriss Carlos Kameni'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6569, 'name': 'Roberto José Rosales Altuve'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 18}, {'player': {'id': 27184, 'name': 'Marcos Alberto Angeleri'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 15}, {'player': {'id': 26669, 'name': 'Weligton Róbson Pena de Oliveira'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 27335, 'name': 'Arthur Etienne Boka'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 19}, {'player': {'id': 19431, 'name': 'Fernando Damián Tissone'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 12}, {'player': {'id': 6764, 'name': 'Pablo Fornals Malla'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 31}, {'player': {'id': 25859, 'name': 'Sérgio Paulo Barbosa Valente'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 17}, {'player': {'id': 6559, 'name': 'Juan Carlos Pérez López'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 7}, {'player': {'id': 3302, 'name': 'Nordin Amrabat'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 11}, {'player': {'id': 6707, 'name': 'Charles Días Barbosa de Oliveira'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",Málaga,223,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,261c11a4-4051-4eae-8610-05a05b18b953,3,,,3825663,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Espanyol,214,['ba4c3ae5-4c50-4e6f-a572-0b906fc739fd'],0,,,,,,,,,,,,,,,,,,Espanyol,214,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,ba4c3ae5-4c50-4e6f-a572-0b906fc739fd,4,,,3825663,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Espanyol,214,['261c11a4-4051-4eae-8610-05a05b18b953'],0,,,,,,,,,,,,,,,,,,Málaga,223,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,c0c92138-a22d-4983-84ee-28f340383d8b,1424,,,3825663,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,99,Málaga,223,['18ddf00c-d059-49cc-a27c-3221d0d0bcdc'],0,,,,,,,,,,,,,,,,,,Málaga,223,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,18ddf00c-d059-49cc-a27c-3221d0d0bcdc,1425,,,3825663,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,99,Málaga,223,['c0c92138-a22d-4983-84ee-28f340383d8b'],0,,,,,,,,,,,,,,,,,,Espanyol,214,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.655,,,,,,,,,,,,,b4845774-b0d9-4028-930f-a4e8f494cfcd,5,,"[61.0, 40.1]",3825663,0,,,,,1.730148,,Right Foot,,,,"[60.1, 45.7]",,Ground Pass,,5.67186,,,,Nordin Amrabat,3302.0,,,,,Kick Off,1,From Kick Off,Charles Días Barbosa de Oliveira,6707.0,Left Center Forward,2,Málaga,223,['0d39457c-2f6f-422f-a20e-02c07fda6f4c'],0,,,,,,,,,,,,,,,,,,Málaga,223,00:00:00.081,Pass,
,,,,,,,,,,,,,,,,0.883993,,,,,,,,,,,,,d6caeced-b2a8-4b31-9395-e71ae631198e,8,,"[59.9, 45.9]",3825663,0,,,,,-2.6568708,,Right Foot,,,,"[43.0, 37.0]",,Ground Pass,,19.100262,,,,Pablo Fornals Malla,6764.0,,,,,,1,From Kick Off,Nordin Amrabat,3302.0,Right Center Forward,2,Málaga,223,['0d7852e2-98ed-414b-9729-b14d587f9dc0'],0,,,,,,,,,,,,,,,,,,Málaga,223,00:00:00.812,Pass,
,,,,,,,,,,,,,,,,1.582169,,,,,,,,,,,,,613f0daa-f6fb-4b59-a84e-e3d7a0db26e4,11,,"[44.1, 37.6]",3825663,0,,,,,2.207475,,Left Foot,,,,"[31.9, 54.1]",,Ground Pass,,20.520477,,,,Marcos Alberto Angeleri,27184.0,,,,,,1,From Kick Off,Pablo Fornals Malla,6764.0,Left Defensive Midfield,2,Málaga,223,['c456d8f3-0a2f-4634-a345-ea18e131be6c'],2,,,,,,,,,,,,,,,,,,Málaga,223,00:00:02.349,Pass,
,,,,,,,,,,,,,,,,0.055373,,,,,,,,,,,,,375b6f76-95da-4797-a2a3-c39b4dc0d071,15,,"[25.9, 60.1]",3825663,0,,,,,-0.20304522,,Right Foot,,,,"[29.3, 59.4]",,Low Pass,,3.471311,,Incomplete,,,,,,,,,1,From Kick Off,Marcos Alberto Angeleri,27184.0,Right Center Back,2,Málaga,223,['f8ffa66a-69d0-4657-bc8a-ef55600ee6e3'],6,,,,,,,,,,,,,,,,,,Málaga,223,00:00:06.362,Pass,
