bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,b055ed58-c166-4f42-8ed6-6c1fac6a1ae0,1,,,3825599,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Espanyol,214,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 6792, 'name': 'Pau López Sabata'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6709, 'name': 'Anaitz Arbilla Zabala'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 23}, {'player': {'id': 6762, 'name': 'Álvaro González Soberón'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 22}, {'player': {'id': 16456, 'name': 'Enzo Pablo Roco Roco'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 6612, 'name': 'Rubén Duarte Sánchez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 6758, 'name': 'Víctor Sánchez Mata'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 18407, 'name': 'José Alberto Cañas Ruiz Herrera'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 6838, 'name': 'Hernán Arsenio Pérez González'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 17}, {'player': {'id': 5719, 'name': 'Marco Asensio Willemsen'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 25}, {'player': {'id': 27241, 'name': 'Víctor Guillermo Álvarez Delgado'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 5}, {'player': {'id': 7781, 'name': 'Felipe Salvador Caicedo Corozo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 20}]}",Espanyol,214,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,5f0aa15e-2267-453a-a53e-93874c1ed852,2,,,3825599,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Espanyol,214,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 6898, 'name': 'Jaume Doménech Sánchez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 24}, {'player': {'id': 7005, 'name': 'João Pedro Cavaco Cancelo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 27482, 'name': 'Aderllan Leandro de Jesus Santos'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 4406, 'name': 'Aymen Abdennour'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 23}, {'player': {'id': 6596, 'name': 'José Luis Gayà Peña'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 14}, {'player': {'id': 6751, 'name': 'Javier Fuego Martínez'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 10037, 'name': 'Danilo Barbosa da Silva'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 12}, {'player': {'id': 5741, 'name': 'Enzo Nicolás Pérez'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 15}, {'player': {'id': 6594, 'name': 'Santiago Mina Lorenzo'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 22}, {'player': {'id': 6725, 'name': 'Zakaria Bakkali'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 16}, {'player': {'id': 5718, 'name': 'Rodrigo Moreno Machado'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 17}]}",Valencia,207,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0172aa87-8a2b-4796-a5c9-f703621ec8b7,3,,,3825599,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Espanyol,214,['7037b989-6169-41cb-9c80-cffe42abb8d7'],0,,,,,,,,,,,,,,,,,,Espanyol,214,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,7037b989-6169-41cb-9c80-cffe42abb8d7,4,,,3825599,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Espanyol,214,['0172aa87-8a2b-4796-a5c9-f703621ec8b7'],0,,,,,,,,,,,,,,,,,,Valencia,207,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,39f49886-81dd-4782-b1e9-96b1c93719cb,1530,,,3825599,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,90,Espanyol,214,['3effc4df-cf51-4f37-acec-2f73452498ee'],0,,,,,,,,,,,,,,,,,,Espanyol,214,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,3effc4df-cf51-4f37-acec-2f73452498ee,1531,,,3825599,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,90,Espanyol,214,['39f49886-81dd-4782-b1e9-96b1c93719cb'],0,,,,,,,,,,,,,,,,,,Valencia,207,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.541233,,,,,,,,,,,,,b1ed1318-e918-432a-9465-69b646853aeb,5,,"[60.0, 40.0]",3825599,0,,,,,-1.6220335,,Left Foot,,,,"[59.8, 36.1]",Ground Pass,,3.905125,,,,Marco Asensio Willemsen,5719.0,,,,,Kick Off,1,From Kick Off,Felipe Salvador Caicedo Corozo,7781.0,Center Forward,2,Espanyol,214,['c68b6278-7373-4625-a17d-cd73c94bb151'],1,,,,,,,,,,,,,,,,,,Espanyol,214,00:00:01.136,Pass,
,,,,,,,,,,,,,,,2.34052,,,,,,,,,,,,,169547ce-754c-4e6a-98f0-f4172f5f2e97,7,,"[59.8, 35.7]",3825599,0,,,,,2.5351117,,Left Foot,,,,"[37.6, 51.1]",Ground Pass,,27.018513,,,,Álvaro González Soberón,6762.0,,,,,,1,From Kick Off,Marco Asensio Willemsen,5719.0,Center Attacking Midfield,2,Espanyol,214,['4a9b6c2d-49f8-4c40-b5bb-b80a5b2483fa'],1,,,,,,,,,,,,,,,,,,Espanyol,214,00:00:01.678,Pass,
,,,,,,,,,,,,,,,3.015237,,,,,,,,,,,,,a49c3e25-ebdf-47ff-8da5-ed660b09f8bd,10,,"[44.3, 55.9]",3825599,0,,,,,0.058284014,,Right Foot,,,,"[94.0, 58.8]",High Pass,,49.784534,,,,Felipe Salvador Caicedo Corozo,7781.0,,,,,,1,From Kick Off,Álvaro González Soberón,6762.0,Right Center Back,2,Espanyol,214,['9d59f010-a797-44c2-8856-27752e08a085'],6,,,,,,,,,,,,,,,,,,Espanyol,214,00:00:06.298,Pass,
,,,,,,,,,,,,,,,0.636508,,,,,,,,,,,,,8e6dfb62-861e-433e-8555-933e592d2609,12,,"[94.0, 58.8]",3825599,0,,,,,0.69473827,,Head,,,,"[101.2, 64.8]",High Pass,,9.372299,,,,Hernán Arsenio Pérez González,6838.0,,,,,,1,From Kick Off,Felipe Salvador Caicedo Corozo,7781.0,Center Forward,2,Espanyol,214,['dad41408-5b4c-4edd-8a70-01d9d1064abb'],9,,,,,,,,,,,,,,,,,,Espanyol,214,00:00:09.313,Pass,
