50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,0.0,,,,,,,,,,,709fae46-6b39-47a3-aa37-ce7ec94169fe,1,,,3825639,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Las Palmas,208,,0,,,,,,,,,,,,,,,"{'formation': 4411, 'lineup': [{'player': {'id': 26753, 'name': 'Javier Varas Herrera'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 7906, 'name': 'David Simón Rodríguez Santana'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 8440, 'name': 'Aythami Artiles Oliva'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 16}, {'player': {'id': 7907, 'name': 'Pedro Bigas Rigo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 17}, {'player': {'id': 26448, 'name': 'Javier Garrido Behovide'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 22}, {'player': {'id': 3610, 'name': 'Roque Mesa Quevedo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 15}, {'player': {'id': 6929, 'name': 'José Vicente Gómez Umpiérrez'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 6608, 'name': 'Nabil El Zhar'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 25}, {'player': {'id': 10755, 'name': 'Jonathan Viera Ramos'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 20}, {'player': {'id': 6928, 'name': 'Pedro Taunausú Domínguez Placeres'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 24}, {'player': {'id': 8167, 'name': 'Sergio Ezequiel Araújo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Las Palmas,208,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,180401c0-01f3-4b93-826f-5c4945edcd51,2,,,3825639,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Las Palmas,208,,0,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 3379, 'name': 'Alphonse Areola'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6772, 'name': 'Mario Gaspar Pérez Martínez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 6827, 'name': 'Daniele Bonera'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 23}, {'player': {'id': 6752, 'name': 'Víctor Ruíz Torre'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 6828, 'name': 'Jaume Vicent Costa Jordá'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 11}, {'player': {'id': 6357, 'name': 'Jonathan dos Santos Ramírez'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 22819, 'name': 'Bruno Soriano Llido'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 18867, 'name': 'Matías Nahuel Leiva Esquivel'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 26}, {'player': {'id': 6829, 'name': 'Samuel Castillejo Azuaga'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 19}, {'player': {'id': 6862, 'name': 'Cédric Bakambu'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 17}, {'player': {'id': 6609, 'name': 'Denis Suárez Fernández'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 18}]}",Villarreal,222,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,8a69b2b2-09df-4a98-abda-57042f79b1b5,3,,,3825639,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Las Palmas,208,['0d11fb28-688d-40a0-a841-49d25c00f3c9'],0,,,,,,,,,,,,,,,,Las Palmas,208,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,0d11fb28-688d-40a0-a841-49d25c00f3c9,4,,,3825639,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Las Palmas,208,['8a69b2b2-09df-4a98-abda-57042f79b1b5'],0,,,,,,,,,,,,,,,,Villarreal,222,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,604ebe45-a8fd-4712-8c3e-5211863218d7,1877,,,3825639,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,98,Villarreal,222,['e728e131-0fc2-4237-8da2-ae3214321243'],0,,,,,,,,,,,,,,,,Las Palmas,208,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,e728e131-0fc2-4237-8da2-ae3214321243,1878,,,3825639,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,98,Villarreal,222,['604ebe45-a8fd-4712-8c3e-5211863218d7'],0,,,,,,,,,,,,,,,,Villarreal,222,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.058451,,,,,,,,,,,8552ebe9-0b74-4c69-8746-7c4164443251,5,,"[61.0, 40.1]",3825639,0,,True,,,-2.6224465,,Right Foot,,,"[55.4, 36.9]",Ground Pass,,6.449806,,,,Cédric Bakambu,6862.0,,,,,Kick Off,1,From Kick Off,Denis Suárez Fernández,6609.0,Left Center Forward,2,Villarreal,222,['613ad1b6-ec59-4e66-91d3-bbc8fb5e17e7'],0,,,,,,,,,,,,,,,,Villarreal,222,00:00:00.707,Pass,
,,,,,,,,,,,,,,1.842109,,,,,,,,,,,0a9d33c4-47ed-4394-b0fb-e9427c7bd555,7,,"[56.6, 37.8]",3825639,0,,True,,,-3.0343137,,Right Foot,,,"[30.6, 35.0]",Ground Pass,,26.150335,,,,Daniele Bonera,6827.0,,,,,,1,From Kick Off,Cédric Bakambu,6862.0,Right Center Forward,2,Villarreal,222,['73d6dbca-ec44-443f-9609-100b43f343f1'],0,,,,,,,,,,,,,,,,Villarreal,222,00:00:00.876,Pass,
,,,,,,,,,,,,,,3.716667,,,,,,,,,,,74d57643-decd-458c-a2c4-36adbac7e2e7,9,,"[38.3, 27.4]",3825639,0,,,,,0.033120412,,Left Foot,,,"[104.7, 29.6]",High Pass,,66.43644,,Incomplete,,Denis Suárez Fernández,6609.0,,,,,,1,From Kick Off,Daniele Bonera,6827.0,Right Center Back,2,Villarreal,222,"['136b7133-9fe2-4f4b-8044-d6726f2c00c5', '5e27c5fa-00a7-47b4-9112-4747ed064349']",7,,,,,,,,,,,,,,,,Villarreal,222,00:00:07.819,Pass,
,,,,,,,,,,,,,,3.159414,,,,,,,,,,,2b62555e-4e1a-4f14-9795-2a78c7bc79ff,13,,"[27.4, 68.2]",3825639,0,,,,,-0.4601754,,Right Foot,,,"[85.1, 39.6]",High Pass,,64.39915,,,,Sergio Ezequiel Araújo,8167.0,,,,,,1,From Keeper,Javier Varas Herrera,26753.0,Goalkeeper,3,Las Palmas,208,['a8fe6e8a-0cd8-4077-b048-8d666b6633dd'],29,,,,,,,,,,,,,,,,Las Palmas,208,00:00:29.851,Pass,
