ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,a9aac7b2-6457-4b72-bb59-5249b3db4af6,1,,,3825578,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Eibar,322,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 10763, 'name': 'Asier Riesgo Unamuno'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6699, 'name': 'Ander Capa Rodríguez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 7}, {'player': {'id': 6837, 'name': 'Mauro Javier Dos Santos'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 15}, {'player': {'id': 6778, 'name': 'Iván Ramis Barrios'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 6675, 'name': 'Antonio Manuel Luna Rodríguez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 19}, {'player': {'id': 6775, 'name': 'Daniel García Carrillo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 6712, 'name': 'Gonzalo Escalante'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 6742, 'name': 'Sergio Gontán Gallardo'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 20}, {'player': {'id': 6557, 'name': 'Adrián González Morales'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 24}, {'player': {'id': 24070, 'name': 'Saúl Berjón Pérez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 21}, {'player': {'id': 6700, 'name': 'Sergio Enrich Ametller'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Eibar,322,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,b41624a8-7145-4eb5-b74b-c2b999bb9649,2,,,3825578,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Eibar,322,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 6576, 'name': 'Gorka Iraizoz Moreno'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6386, 'name': 'Eneko Bóveda Altube'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 6788, 'name': 'Xabier Etxeita Gorritxategi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 16}, {'player': {'id': 4353, 'name': 'Aymeric Laporte'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 6392, 'name': 'Íñigo Lekue Martínez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 30}, {'player': {'id': 12191, 'name': 'Gorka Elustondo Urkola'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 3}, {'player': {'id': 6396, 'name': 'Beñat Etxebarria Urkiaga'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 6649, 'name': 'Óscar de Marcos Arana'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 6606, 'name': 'Javier Eraso Goñi'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 5}, {'player': {'id': 6617, 'name': 'Ibai Gómez Pérez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 6394, 'name': 'Aritz Aduriz Zubeldia'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 20}]}",Athletic Club,215,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,040e31ab-7499-4b6d-92b8-dd54f81fb9ba,3,,,3825578,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Eibar,322,['06d4fb3a-3061-4ac8-85a9-2df30c56bbb1'],0,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,06d4fb3a-3061-4ac8-85a9-2df30c56bbb1,4,,,3825578,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Eibar,322,['040e31ab-7499-4b6d-92b8-dd54f81fb9ba'],0,,,,,,,,,,,,,,,,,Eibar,322,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,edd139a2-bc50-4410-9c81-7432fff60c86,1645,,,3825578,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,95,Eibar,322,['c4c54977-1e1d-4efe-8d91-fade75ac3033'],0,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,c4c54977-1e1d-4efe-8d91-fade75ac3033,1646,,,3825578,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,95,Eibar,322,['edd139a2-bc50-4410-9c81-7432fff60c86'],0,,,,,,,,,,,,,,,,,Eibar,322,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.41249,,,,,,,,,,,,,,,,6881454a-7bb2-461e-bdb4-b678077dd40c,5,,"[60.0, 40.0]",3825578,0,,,,,1.4464413,,Right Foot,,,,"[60.2, 41.6]",,Ground Pass,,1.6124516,,,Beñat Etxebarria Urkiaga,6396.0,,,,,Kick Off,1,From Kick Off,Javier Eraso Goñi,6606.0,Center Attacking Midfield,2,Athletic Club,215,['331f4afc-16bb-4b8e-8a6c-f65aa6754854'],0,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:00.202,Pass,
,,,,,,,,,,,,,,1.426644,,,,,,,,,,,,,,,,4adb8bac-a845-451f-aaf1-6fe0fdaa0736,8,,"[62.1, 41.9]",3825578,0,,,,,1.7776703,,Right Foot,,,,"[57.0, 66.2]",,Ground Pass,,24.829418,,,Eneko Bóveda Altube,6386.0,,,,,,1,From Kick Off,Beñat Etxebarria Urkiaga,6396.0,Left Defensive Midfield,2,Athletic Club,215,['ce8b84d1-7c48-4165-b427-e2f5c68e86b2'],2,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:02.625,Pass,
,,,,,,,,,,,,,,1.477766,,,,,,,,,,,,,,,,56e9090b-b8f8-4203-a204-5bb59740c6fc,11,,"[57.2, 66.2]",3825578,0,,,,,0.4431901,,Right Foot,,,,"[73.0, 73.7]",,Ground Pass,,17.489712,,,Óscar de Marcos Arana,6649.0,,,,,,1,From Kick Off,Eneko Bóveda Altube,6386.0,Right Back,2,Athletic Club,215,['e35b7af0-1831-43b8-8e1f-f9a59569f6f1'],4,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:04.916,Pass,
,,,,,,,,,,,,,,1.413809,,,,,,,,,,,,,,,,066ef233-d36b-4101-b7ea-3b8996af5853,14,,"[73.2, 73.7]",3825578,0,,,,,3.1292477,,Right Foot,,,,"[57.0, 73.9]",,Ground Pass,,16.201235,,,Eneko Bóveda Altube,6386.0,,,,,,1,From Kick Off,Óscar de Marcos Arana,6649.0,Right Wing,2,Athletic Club,215,['bdf48a67-2e59-4eb0-a149-90d5877da770'],6,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:06.435,Pass,
