50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.109924,,,,,,,,,,,,,c4f83f5c-4d11-4d5f-b837-e7ead8477db9,2254,,,"[33.2, 75.0]",3825895,66,,,,,-0.6377916,,Right Foot,,"[52.9, 60.4]",,Low Pass,,24.5204,,Incomplete,,,,,,,,,2,Regular Play,Jorge Andújar Moreno,6672.0,Right Back,148,Sevilla,213,['f3cfa20a-ecf6-4912-b886-41d233fad71c'],0,,,,,,,,,,,,,,,,,Sevilla,213,00:21:00.474,Pass,
,,,,,,,,,,,,,,,,0.976273,,,,,,,,,,,,,f448f141-e47f-4080-8547-753d74202198,2256,,,"[60.9, 80.0]",3825895,66,,,,,-1.7139544,,,,"[59.3, 68.9]",,Low Pass,,11.214723,,,José Antonio Reyes Calderón,23816.0,,,,,,Throw-in,2,From Throw In,Jorge Andújar Moreno,6672.0,Right Back,149,Sevilla,213,['20928600-dd64-4f3a-ba95-deba1a6778b7'],6,,,,,,,,,,,,,,,,,Sevilla,213,00:21:06.650,Pass,
,,,,,,,,,,,,,,,,0.743359,,,,,,,,,,,,,d2de699a-4960-4c4b-a6a2-7b7b557d5399,2259,,,"[67.7, 56.9]",3825895,66,,,,,0.32536066,,Left Foot,,"[84.3, 62.5]",,Ground Pass,,17.519133,,,Víctor Machín Pérez,6841.0,,,,,,,2,From Throw In,José Antonio Reyes Calderón,23816.0,Right Midfield,149,Sevilla,213,['e827b70c-7bad-46f9-afa4-13aae6626cbb'],11,,,,,,,,,,,,,,,,,Sevilla,213,00:21:11.184,Pass,
,,,,,,,,,,,,,,,,1.015368,,,,,,,,,,,,,1188cc8d-da10-4fee-b549-28afdba0a80b,2267,,,"[41.7, 25.0]",3825895,66,,,,,0.9065728,,Right Foot,,"[53.6, 40.2]",,Ground Pass,,19.304144,,,Roque Mesa Quevedo,3610.0,,,,,,,2,Regular Play,Aythami Artiles Oliva,8440.0,Center Back,150,Las Palmas,208,"['be75ba81-4f4b-4e1a-ac14-9cdddaffcffe', 'e2b5a698-ba5c-4529-9825-5a11aaa50d63']",15,,,,,,,,,,,,,,,,,Las Palmas,208,00:21:15.128,Pass,True
,,,,,,,,,,,,,,,,2.144398,,,,,,,,,,,,,42c36c86-d006-4c6a-8b18-07a637638686,2273,,,"[63.1, 35.5]",3825895,66,,True,,,-1.9122487,,Right Foot,,"[58.8, 23.4]",,Ground Pass,,12.841339,,,Pedro Bigas Rigo,7907.0,,,,,,Free Kick,2,From Free Kick,Roque Mesa Quevedo,3610.0,Right Center Midfield,151,Las Palmas,208,['5e66ee4a-afb5-4906-8e54-368f124fa926'],44,,,,,,,,,,,,,,,,,Las Palmas,208,00:21:44.214,Pass,
,,,,,,,,,,,,,,,,0.862806,,,,,,,,,,,,,798e9db1-852d-4a4f-8989-cf86f59ac9bd,2275,,,"[63.1, 19.2]",3825895,66,,,,,-1.8175703,,Right Foot,,"[59.8, 6.1]",,Ground Pass,,13.509256,,,Dani Castellano Betancor,6932.0,,,,,,,2,From Free Kick,Pedro Bigas Rigo,7907.0,Left Center Back,151,Las Palmas,208,['9d16b95c-e282-4e35-8877-183e037dfde2'],48,,,,,,,,,,,,,,,,,Las Palmas,208,00:21:48.512,Pass,
,,,,,,,,,,,,,,,,1.109579,,,,,,,,,,,,,3ced579b-0d32-416e-a95c-33eeccb0670f,2278,,,"[59.8, 5.7]",3825895,66,,,,,1.7067055,,Left Foot,,"[58.2, 17.4]",,Ground Pass,,11.808895,,,Pedro Bigas Rigo,7907.0,,,,,,,2,From Free Kick,Dani Castellano Betancor,6932.0,Left Wing Back,151,Las Palmas,208,['7507b007-fcc8-4609-8c88-fab435208f88'],49,,,,,,,,,,,,,,,,,Las Palmas,208,00:21:49.412,Pass,
,,,,,,,,,,,,,,,,1.074147,,,,,,,,,,,,,8bdd9ae6-32c6-4948-854a-135ea4150317,2281,,,"[71.5, 19.0]",3825895,66,,,,,-1.6581646,,Right Foot,,"[70.3, 5.3]",,Ground Pass,,13.752455,,,Jonathan Viera Ramos,10755.0,,,,,,,2,From Free Kick,Pedro Bigas Rigo,7907.0,Left Center Back,151,Las Palmas,208,['b3ed4259-8c3e-4213-ad3a-2e21fde37a37'],53,,,,,,,,,,,,,,,,,Las Palmas,208,00:21:53.172,Pass,
,,,,,,,,,,,,,,,,1.087395,,,,,,,,,,,,,ef0dbb3b-db7a-436e-b069-4c8cc6786f99,2285,,,"[69.9, 15.5]",3825895,66,,,,,2.4588625,,Right Foot,,"[60.8, 22.9]",,Ground Pass,,11.729024,,,Mubarak Wakaso,6626.0,,,,,,,2,From Free Kick,Jonathan Viera Ramos,10755.0,Right Center Forward,151,Las Palmas,208,['95a05c43-7273-425a-98fc-d2c945eef5d1'],57,,,,,,,,,,,,,,,,,Las Palmas,208,00:21:57.087,Pass,
,,,,,,,,,,,,,,,,1.598495,,,,,,,,,,,,,1f768c78-2d3a-485b-b510-d31b7a2ed915,2288,,,"[59.8, 24.4]",3825895,66,,,,,1.9308556,,Left Foot,,"[53.4, 41.4]",,Ground Pass,,18.1648,,,Hernán Daniel Santana Trujillo,15805.0,,,,,,,2,From Free Kick,Mubarak Wakaso,6626.0,Left Center Midfield,151,Las Palmas,208,['bbafbf39-70b1-4e76-8c99-26e35e3671de'],58,,,,,,,,,,,,,,,,,Las Palmas,208,00:21:58.960,Pass,
,,,,,,,,,,,,,,,,1.652373,,,,,,,,,,,,,670165c1-00f6-4bb0-88e7-4cba3b3e2ff8,2291,,,"[50.6, 48.4]",3825895,67,,,,,2.1930993,,Right Foot,,"[40.7, 62.2]",,Ground Pass,,16.983816,,,Antolín Alcáraz Viveros,27522.0,,,,,,,2,From Free Kick,Hernán Daniel Santana Trujillo,15805.0,Center Defensive Midfield,151,Las Palmas,208,['a92eeb2b-b157-4791-a1fe-05563ee9ae6a'],1,,,,,,,,,,,,,,,,,Las Palmas,208,00:22:01.776,Pass,
,,,,,,,,,,,,,,,,2.887456,,,,,,,,,,,,,90ddfa1a-249c-45a0-a45d-9151bcce63e8,2294,,,"[41.1, 55.8]",3825895,67,,,,,-1.1063442,,Right Foot,,"[66.0, 6.1]",,High Pass,,55.58867,,,Dani Castellano Betancor,6932.0,,,True,,,,2,From Free Kick,Antolín Alcáraz Viveros,27522.0,Right Center Back,151,Las Palmas,208,['f80c2460-0673-4d84-b9b9-011cfb963479'],5,,,,,,,,,,,,,,,,,Las Palmas,208,00:22:05.705,Pass,
,,,,,,,,,,,,,,,,0.917918,,,,,,,,,,,,,5f1f31bb-bc56-4ddb-9cec-0859a030c7b2,2296,,,"[66.0, 6.1]",3825895,67,,,,,1.2550577,,Left Foot,,"[70.9, 21.1]",,Low Pass,,15.78005,,,Jonathan Viera Ramos,10755.0,,,,,,,2,From Free Kick,Dani Castellano Betancor,6932.0,Left Wing Back,151,Las Palmas,208,['3e98c3f8-999f-41f1-b47c-f9011447bd0e'],8,,,,,,,,,,,,,,,,,Las Palmas,208,00:22:08.592,Pass,
,,,,,,,,,,,,,,,,1.480838,,,,,,,,,,,,,97604c07-4541-4322-85a0-338cdedcee83,2308,,,"[41.6, 48.3]",3825895,67,,,,,0.7853982,,Left Foot,,"[52.3, 59.0]",,Ground Pass,,15.132085,,,Grzegorz Krychowiak,3637.0,,,,,,,2,Regular Play,Timothée Kolodziejczak,10476.0,Left Center Back,152,Sevilla,213,['7e3fe39f-8db0-4a26-a79e-39f836821b93'],16,,,,,,,,,,,,,,,,,Sevilla,213,00:22:16.499,Pass,
,,,,,,,,,,,,,,,,1.312713,,,,,,,,,,,,,f8091583-e30c-430a-88ed-df5f987bdb5a,2311,,,"[53.9, 63.1]",3825895,67,,,,,0.7064261,,Right Foot,,"[68.9, 75.9]",,Ground Pass,,19.719027,,,José Antonio Reyes Calderón,23816.0,,,,,,,2,Regular Play,Grzegorz Krychowiak,3637.0,Right Defensive Midfield,152,Sevilla,213,['ca1368cb-5749-407c-95ce-bfdbeb20fbe1'],19,,,,,,,,,,,,,,,,,Sevilla,213,00:22:19.172,Pass,
,,,,,,,,,,,,,,,,0.824994,,,,,,,,,,,,,a8a9418e-ec75-4c38-8820-1105828f4c60,2315,,,"[72.6, 41.3]",3825895,67,,,,,-0.6478114,,Left Foot,,"[83.7, 32.9]",,Ground Pass,,13.92013,,,Vicente Iborra De La Fuente,3497.0,,,,,,,2,Regular Play,José Antonio Reyes Calderón,23816.0,Right Midfield,152,Sevilla,213,"['01f04115-55ea-45a3-905e-91960474701b', '9153db72-2a5d-492e-9551-9baebdb1951d']",26,,,,,,,,,,,,,,,,,Sevilla,213,00:22:26.596,Pass,True
,,,,,,,,,,,,,,,,1.061805,,,,,,,,,,,,,06ce6fd8-334c-4ad3-80c0-6b842078db24,2318,,,"[87.0, 32.7]",3825895,67,,,,,-0.9357696,3c909538-9d95-4070-a970-c2e5e7a62bf7,Right Foot,,"[94.0, 23.2]",,Ground Pass,,11.800424,,,Kevin Gameiro,6401.0,True,,,,,,2,Regular Play,Vicente Iborra De La Fuente,3497.0,Left Defensive Midfield,152,Sevilla,213,['42061ba0-cf25-4356-8749-79eaf78fb6d7'],28,,,,,,,,,,,,,,,,,Sevilla,213,00:22:28.970,Pass,
,,,,,,,,,,,,,,,,1.612076,,,,,,,,,,,,,b4546363-0c3a-4f58-898c-1e87d1837c06,2324,,,"[120.0, 80.0]",3825895,67,,,,,-1.6624309,56b6c482-3be9-4fda-9cc9-84c0a08a1315,Left Foot,,"[116.6, 43.0]",,High Pass,True,37.155888,,,Timothée Kolodziejczak,10476.0,True,,,Inswinging,,Corner,2,From Corner,José Antonio Reyes Calderón,23816.0,Right Midfield,153,Sevilla,213,['7118eb0a-01e7-4219-ba32-6fc320408b1d'],55,,,,,,,,,,,,,,,,,Sevilla,213,00:22:55.050,Pass,
,,,,,,,,,,,,,,,,2.526061,,,,,,,,,,,,,3a042b22-0bca-404a-87bc-4cee23660a38,2329,,,"[7.0, 44.1]",3825895,68,,,,,-0.15907237,,Right Foot,,"[63.1, 35.1]",,High Pass,,56.817337,,Incomplete,,,,,,,,Goal Kick,2,From Goal Kick,Javier Varas Herrera,26753.0,Goalkeeper,154,Las Palmas,208,['a0d2f9c1-5b34-4a16-a7f4-a884231d832c'],29,,,,,,,,,,,,,,,,,Las Palmas,208,00:23:29.947,Pass,
,,,,,,,,,,,,,,,,1.220688,,,,,,,,,,,,,a0d2f9c1-5b34-4a16-a7f4-a884231d832c,2330,,,"[57.0, 45.0]",3825895,68,,,,,-0.2848909,,Head,,"[71.0, 40.9]",,Low Pass,,14.588009,,Incomplete,,,,,,,,Recovery,2,From Goal Kick,José Antonio Reyes Calderón,23816.0,Right Midfield,154,Las Palmas,208,"['3a042b22-0bca-404a-87bc-4cee23660a38', '5f322354-c842-448b-863d-dfbea6cb7e3f']",32,,,,,,,,,,,,,,,,,Sevilla,213,00:23:32.473,Pass,
,,,,,,,,,,,,,,,,0.768647,,,,,,,,,,,,,ac47cb3d-fddf-4a7e-91e6-c982035c7371,2333,,,"[52.4, 39.4]",3825895,68,,,,,-0.7661698,,Right Foot,,"[57.7, 34.3]",,Low Pass,,7.3552704,,,Dani Castellano Betancor,6932.0,,,,,,,2,From Goal Kick,Pedro Bigas Rigo,7907.0,Left Center Back,154,Las Palmas,208,['e9656c23-314d-437b-b577-aa3888844241'],34,,,,,,,,,,,,,,,,,Las Palmas,208,00:23:34.381,Pass,
,,,,,,,,,,,,,,,,2.401105,,,,,,,,,,,,,6e164976-1175-4a1c-9407-ec18ca3c2373,2336,,,"[57.7, 34.3]",3825895,68,,,,,-0.050976206,,Left Foot,,"[87.1, 32.8]",,High Pass,,29.43824,,Incomplete,,,,,,,,,2,From Goal Kick,Dani Castellano Betancor,6932.0,Left Wing Back,154,Las Palmas,208,['ddb70882-3d99-42fa-80ff-d03de51243d8'],35,,,,,,,,,,,,,,,,,Las Palmas,208,00:23:35.202,Pass,
,,,,,,,,,,,,,,,,2.444874,,,,,,,,,,,,,a93dad87-fb00-4086-963a-01d45de313d7,2340,,,"[41.8, 53.2]",3825895,68,,,,,0.12173548,,Right Foot,,"[79.4, 57.8]",,High Pass,,37.880337,,Incomplete,,,,,,,,,2,From Goal Kick,Marco Andreolli,7948.0,Right Center Back,154,Las Palmas,208,['ea931230-90fe-4b6f-ba61-69d74506e627'],39,,,,,,,,,,,,,,,,,Sevilla,213,00:23:39.874,Pass,
,,,,,,,,,,,,,,,,0.716708,,,,,,,,,,,,,ea931230-90fe-4b6f-ba61-69d74506e627,2341,,,"[40.7, 22.3]",3825895,68,,,,,-0.8734055,,Head,,"[46.9, 14.9]",,Low Pass,,9.654015,,,Dani Castellano Betancor,6932.0,,,,,,Recovery,2,From Goal Kick,Pedro Bigas Rigo,7907.0,Left Center Back,154,Las Palmas,208,"['a93dad87-fb00-4086-963a-01d45de313d7', 'dc9543e7-8850-4499-a076-473009f499ee']",42,,,,,,,,,,,,,,,,,Las Palmas,208,00:23:42.319,Pass,
,,,,,,,,,,,,,,,,2.512776,,,,,,,,,,,,,a5f54161-f722-4bb9-a28c-c53667c94065,2344,,,"[46.0, 12.7]",3825895,68,,,,,0.33052227,,Left Foot,,"[80.1, 24.4]",,High Pass,,36.051353,,Incomplete,,,,,,,,,2,From Goal Kick,Dani Castellano Betancor,6932.0,Left Wing Back,154,Las Palmas,208,['57790394-5a07-4f9e-9cd4-93c5e48bcfef'],43,,,,,,,,,,,,,,,,,Las Palmas,208,00:23:43.584,Pass,
,,,,,,,,,,,,,,,,1.74291,,,,,,,,,,,,,57790394-5a07-4f9e-9cd4-93c5e48bcfef,2345,,,"[40.0, 55.7]",3825895,68,,,,,-0.6739485,,Head,,"[55.4, 43.4]",,Low Pass,,19.709135,,,Michael Krohn-Dehli,6356.0,,,,,,Recovery,2,Regular Play,Marco Andreolli,7948.0,Right Center Back,155,Sevilla,213,"['a5f54161-f722-4bb9-a28c-c53667c94065', 'bf2ca9bd-1ed4-49e7-a17f-ce9ae04fabd5']",46,,,,,,,,,,,,,,,,,Sevilla,213,00:23:46.097,Pass,
,,,,,,,,,,,,,,,,2.416402,,,,,,,,,,,,,de09f185-89e7-40be-a468-595efdb52033,2347,,,"[55.0, 41.9]",3825895,68,,,,,-1.6856729,,Head,,"[52.9, 23.7]",,Low Pass,,18.320753,,,Benoît Trémoulinas,27483.0,,,,,,,2,Regular Play,Michael Krohn-Dehli,6356.0,Left Midfield,155,Sevilla,213,['adad52ec-11f3-4a1e-b008-210d7aa58362'],47,,,,,,,,,,,,,,,,,Sevilla,213,00:23:47.840,Pass,
,,,,,,,,,,,,,,,,0.799603,,,,,,,,,,,,,529b86ec-4335-437e-a4f3-3aaf093b8195,2350,,,"[53.3, 18.1]",3825895,68,,,,,0.95054686,,Left Foot,,"[59.3, 26.5]",,Ground Pass,,10.32279,,,Michael Krohn-Dehli,6356.0,,,,,,,2,Regular Play,Benoît Trémoulinas,27483.0,Left Back,155,Sevilla,213,['2800a892-7e1e-4d18-8a7f-5fd5a28bda0a'],50,,,,,,,,,,,,,,,,,Sevilla,213,00:23:50.757,Pass,
,,,,,,,,,,,,,,,,1.39972,,,,,,,,,,,,,67aa38da-188a-4972-a20e-ea0076e2afb0,2353,,,"[59.3, 26.5]",3825895,68,,,,,-1.2916164,,Right Foot,,"[63.6, 11.5]",,Ground Pass,,15.604166,,,Benoît Trémoulinas,27483.0,,,,,,,2,Regular Play,Michael Krohn-Dehli,6356.0,Left Midfield,155,Sevilla,213,['5db02272-950c-4b8c-8f31-f383987f8d06'],52,,,,,,,,,,,,,,,,,Sevilla,213,00:23:52.050,Pass,
,,,,,,,,,,,,,,,,1.282017,,,,,,,,,,,,,0f5a1ac8-02c5-4fd0-8dc8-243ac3d44890,2356,,,"[86.8, 18.5]",3825895,68,,,,,0.6149083,,Left Foot,,"[102.8, 29.8]",,Ground Pass,,19.588007,,Incomplete,Kevin Gameiro,6401.0,,,,,,,2,Regular Play,Benoît Trémoulinas,27483.0,Left Back,155,Sevilla,213,"['560e95f1-4637-421c-a805-702233a22203', '9e4d8535-d126-4348-804d-fe27c7f8d83c']",56,,,,,,,,,,,,,,,,,Sevilla,213,00:23:56.088,Pass,
,,,,,,,,,,,,,,,,0.768437,,,,,,,,,,,,,560e95f1-4637-421c-a805-702233a22203,2358,,,"[17.3, 50.3]",3825895,68,,,,,0.36616576,,Right Foot,,"[30.6, 55.4]",,Low Pass,,14.244297,,,Hernán Daniel Santana Trujillo,15805.0,,,,,,Recovery,2,Regular Play,Aythami Artiles Oliva,8440.0,Center Back,155,Sevilla,213,"['0f5a1ac8-02c5-4fd0-8dc8-243ac3d44890', '484c81c8-ed69-4a30-90c2-a99fe974621e']",57,,,,,,,,,,,,,,,,,Las Palmas,208,00:23:57.370,Pass,
,,,,,,,,,,,,,,,,1.44483,,,,,,,,,,,,,e1875a04-2abd-4177-96b4-32ca10f7bdb1,2361,,,"[31.0, 55.2]",3825895,68,,,,,0.18226813,,Left Foot,,"[56.5, 59.9]",,Low Pass,,25.92952,,Incomplete,Sergio Ezequiel Araújo,8167.0,,,,,,,2,Regular Play,Hernán Daniel Santana Trujillo,15805.0,Center Defensive Midfield,155,Sevilla,213,"['1b1e6750-33f3-4c51-9bac-e81ff54626a2', 'c23091e9-77ca-46b5-b53c-79bc92d604c2']",59,,,,,,,,,,,,,,,,,Las Palmas,208,00:23:59.162,Pass,
,,,,,,,,,,,,,,,,1.267214,,,,,,,,,,,,,01c0db6c-cc82-4b3f-ba33-36935b1edf6f,2364,,,"[73.0, 20.6]",3825895,69,,,,,2.4143007,,Right Foot,,"[53.9, 37.6]",,Low Pass,,25.569708,,,Marco Andreolli,7948.0,,,,,,Recovery,2,Regular Play,Michael Krohn-Dehli,6356.0,Left Midfield,155,Sevilla,213,['ac2733ff-d5ad-4e15-a081-25bea01b08b5'],1,,,,,,,,,,,,,,,,,Sevilla,213,00:24:01.274,Pass,
,,,,,,,,,,,,,,,,1.192809,,,,,,,,,,,,,f27e48a3-66ba-48f7-91ab-1538ac7de3ea,2367,,,"[42.2, 34.1]",3825895,69,,,,,0.54486394,,Right Foot,,"[55.4, 42.1]",,Ground Pass,,15.435025,,,Grzegorz Krychowiak,3637.0,,,,,,,2,Regular Play,Marco Andreolli,7948.0,Right Center Back,155,Sevilla,213,['2a9c7bc6-660b-47bd-92b4-b32dcf136469'],5,,,,,,,,,,,,,,,,,Sevilla,213,00:24:05.871,Pass,
,,,,,,,,,,,,,,,,1.385211,,,,,,,,,,,,,7ff83515-9537-4605-8270-ce50aaeedadf,2370,,,"[53.5, 40.9]",3825895,69,,,,,-2.7060502,,Right Foot,,"[43.4, 36.2]",,Ground Pass,,11.1400175,,,Marco Andreolli,7948.0,,,,,,,2,Regular Play,Grzegorz Krychowiak,3637.0,Right Defensive Midfield,155,Sevilla,213,['1793f9ec-8e9f-418c-a0b7-69dee0abe8ba'],8,,,,,,,,,,,,,,,,,Sevilla,213,00:24:08.118,Pass,
,,,,,,,,,,,,,,,,0.979261,,,,,,,,,,,,,44043a79-0aa0-48b4-b9ef-49b93f0a3b75,2373,,,"[43.7, 36.2]",3825895,69,,,,,-0.06494917,,Left Foot,,"[56.0, 35.4]",,Ground Pass,,12.325989,,,Michael Krohn-Dehli,6356.0,,,,,,,2,Regular Play,Marco Andreolli,7948.0,Right Center Back,155,Sevilla,213,['9f7e855b-089d-454c-8aa4-091d2090c300'],10,,,,,,,,,,,,,,,,,Sevilla,213,00:24:10.194,Pass,
,,,,,,,,,,,,,,,,2.298887,,,,,,,,,,,,,430fe53f-b138-4b2f-9900-8440a5fdbd41,2377,,,"[56.0, 36.2]",3825895,69,,,,,1.63937,,Right Foot,,"[53.5, 72.6]",,Ground Pass,,36.485752,,,Jorge Andújar Moreno,6672.0,,,,,,,2,Regular Play,Michael Krohn-Dehli,6356.0,Left Midfield,155,Sevilla,213,"['7c46b762-63ce-4d48-acac-2d2d5a716439', 'b63697ce-9f6c-408e-a098-32fa92c0008a']",12,,,,,,,,,,,,,,,,,Sevilla,213,00:24:12.080,Pass,True
,,,,,,,,,,,,,,,,1.001715,,,,,,,,,,,,,6d594271-b0d1-435f-a9db-2c5d675e0d42,2380,,,"[62.8, 74.4]",3825895,69,,,,,-1.3101939,,Right Foot,,"[65.6, 63.9]",,Ground Pass,,10.866922,,,José Antonio Reyes Calderón,23816.0,,,,,,,2,Regular Play,Jorge Andújar Moreno,6672.0,Right Back,155,Sevilla,213,['dc466ac6-d240-49d3-b56c-5c582a20c3c2'],17,,,,,,,,,,,,,,,,,Sevilla,213,00:24:17.011,Pass,
,,,,,,,,,,,,,,,,1.251397,,,,,,,,,,,,,a10b9a90-5ec3-435a-9850-629908afe372,2383,,,"[66.1, 63.9]",3825895,69,,,,,-1.4685897,,Right Foot,,"[67.3, 52.2]",,Ground Pass,,11.761377,,,Michael Krohn-Dehli,6356.0,,,,,,,2,Regular Play,José Antonio Reyes Calderón,23816.0,Right Midfield,155,Sevilla,213,['4a7ffb9e-c863-471e-b941-83fd4b1f97c1'],19,,,,,,,,,,,,,,,,,Sevilla,213,00:24:19.508,Pass,
,,,,,,,,,,,,,,,,1.534647,,,,,,,,,,,,,10a0538e-d80e-41c3-b947-81fb3576ffca,2386,,,"[75.7, 47.3]",3825895,69,,,,,0.15499674,,Right Foot,,"[98.1, 50.8]",,High Pass,,22.67179,,Incomplete,Jorge Andújar Moreno,6672.0,,,,,,,2,Regular Play,Michael Krohn-Dehli,6356.0,Left Midfield,155,Sevilla,213,"['91f5e4fc-d952-4c19-a992-0720641340f7', 'be29da37-eb2c-4aa2-a323-8d0092db2dc5']",24,,,,,,,,,,,,,,,,,Sevilla,213,00:24:24.774,Pass,
,,,,,,,,,,,,,,,,1.350738,,,,,,,,,,,,,be29da37-eb2c-4aa2-a323-8d0092db2dc5,2388,,,"[22.0, 29.3]",3825895,69,,,,,0.5087298,,Head,,"[37.6, 38.0]",,High Pass,,17.86197,,,Hernán Daniel Santana Trujillo,15805.0,,,,,,Recovery,2,Regular Play,Pedro Bigas Rigo,7907.0,Left Center Back,156,Las Palmas,208,"['10a0538e-d80e-41c3-b947-81fb3576ffca', 'ec23f727-ea70-40d1-bbb8-dd10d80732ef']",26,,,,,,,,,,,,,,,,,Las Palmas,208,00:24:26.308,Pass,
,,,,,,,,,,,,,,,,0.595867,,,,,,,,,,,,,8a3c9bbc-6d53-462c-8474-3a3c6a40f01a,2391,,,"[37.4, 38.0]",3825895,69,,,,,-2.0763774,,Right Foot,,"[34.3, 32.4]",,Low Pass,,6.400781,,,Mubarak Wakaso,6626.0,,,,,,,2,Regular Play,Hernán Daniel Santana Trujillo,15805.0,Center Defensive Midfield,156,Las Palmas,208,['f580032f-1917-4765-9a95-ce47ab49da8c'],27,,,,,,,,,,,,,,,,,Las Palmas,208,00:24:27.760,Pass,
,,,,,,,,,,,,,,,,1.196809,,,,,,,,,,,,,ef76c017-0d9f-42de-884d-823be0cc20fd,2394,,,"[34.7, 33.0]",3825895,69,,,,,1.1546243,,Left Foot,,"[42.7, 51.1]",,Low Pass,,19.789139,,,Roque Mesa Quevedo,3610.0,,,,,,,2,Regular Play,Mubarak Wakaso,6626.0,Left Center Midfield,156,Las Palmas,208,['c64eeff9-64c0-45b6-ac1c-4d7b53ac3b96'],28,,,,,,,,,,,,,,,,,Las Palmas,208,00:24:28.385,Pass,
,,,,,,,,,,,,,,,,1.419734,,,,,,,,,,,,,431f4c54-811b-4b17-8496-c31333032ce0,2397,,,"[46.4, 54.2]",3825895,69,,,,,1.8896734,,Right Foot,,"[39.5, 75.1]",,Ground Pass,,22.009542,,,David Simón Rodríguez Santana,7906.0,,,,,,,2,Regular Play,Roque Mesa Quevedo,3610.0,Right Center Midfield,156,Las Palmas,208,['984c6271-5d6c-4075-8820-3b44287740ee'],31,,,,,,,,,,,,,,,,,Las Palmas,208,00:24:31.478,Pass,
,,,,,,,,,,,,,,,,1.17319,,,,,,,,,,,,,f425dbb1-3915-4ea7-9fba-c44c4040111f,2400,,,"[38.6, 74.5]",3825895,69,,,,,0.113029696,,Right Foot,,"[57.1, 76.6]",,Ground Pass,,18.618807,,,Sergio Ezequiel Araújo,8167.0,,,,,,,2,Regular Play,David Simón Rodríguez Santana,7906.0,Right Wing Back,156,Las Palmas,208,['1139e970-705b-4c87-a859-b8e6e1091648'],33,,,,,,,,,,,,,,,,,Las Palmas,208,00:24:33.348,Pass,
,,,,,,,,,,,,,,,,1.67363,,,,,,,,,,,,,ead6a0ce-73c5-4597-aa10-17e8bbdb30cc,2405,,,"[64.7, 80.0]",3825895,69,,,,,-0.9396045,,,,"[81.0, 57.7]",,High Pass,,27.622093,,,Sergio Ezequiel Araújo,8167.0,,,,,,Throw-in,2,From Throw In,David Simón Rodríguez Santana,7906.0,Right Wing Back,157,Las Palmas,208,['aee9b851-e7ef-40f8-9d2e-1cd29e878f42'],50,,,,,,,,,,,,,,,,,Las Palmas,208,00:24:50.258,Pass,
,,,,,,,,,,,,,,,,0.604264,,,,,,,,,,,,,07914a6d-7e54-4077-a867-6f09165d2238,2408,,,"[81.6, 56.9]",3825895,69,,,,,-2.3447008,,Other,,"[77.3, 52.5]",,Low Pass,,6.1522355,,,Roque Mesa Quevedo,3610.0,,,,,,,2,From Throw In,Sergio Ezequiel Araújo,8167.0,Left Center Forward,157,Las Palmas,208,['035e24b7-e757-4418-8515-3b2c87d9681f'],51,,,,,,,,,,,,,,,,,Las Palmas,208,00:24:51.972,Pass,
,,,,,,,,,,,,,,,,1.59144,,,,,,,,,,,,,c12288b1-4037-4386-8ff3-6bbbb0da35eb,2411,,,"[85.7, 39.8]",3825895,69,,,,,-1.7368214,,Left Foot,,"[82.6, 21.3]",,Ground Pass,,18.75793,,,Jonathan Viera Ramos,10755.0,,,,,,,2,From Throw In,Roque Mesa Quevedo,3610.0,Right Center Midfield,157,Las Palmas,208,['cea4b479-65f1-4b96-8240-8bec58cf2d88'],54,,,,,,,,,,,,,,,,,Las Palmas,208,00:24:54.847,Pass,
,,,,,,,,,,,,,,,,2.30343,,,,,,,,,,,,,dfb98b6b-b33a-4255-9b94-86842ad18232,2419,,,"[36.3, 38.5]",3825895,70,,,,,-1.3233935,,Right Foot,,"[41.2, 19.1]",,Ground Pass,,20.009249,,,Víctor Machín Pérez,6841.0,,,,,,,2,Regular Play,Vicente Iborra De La Fuente,3497.0,Left Defensive Midfield,158,Sevilla,213,['267c295e-519d-49e5-85e5-b161a13a6023'],4,,,,,,,,,,,,,,,,,Sevilla,213,00:25:04.050,Pass,
