bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,d895d658-e18e-44a2-9880-1ddc3a8c0c18,1,,,3825726,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sevilla,213,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 6823, 'name': 'Sergio Rico González'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6672, 'name': 'Jorge Andújar Moreno'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 23}, {'player': {'id': 6825, 'name': 'Daniel Filipe Martins Carriço'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 10476, 'name': 'Timothée Kolodziejczak'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 27483, 'name': 'Benoît Trémoulinas'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 2}, {'player': {'id': 7154, 'name': 'Sebastián Carlos Cristóforo Pepe'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 3637, 'name': 'Grzegorz Krychowiak'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 6841, 'name': 'Víctor Machín Pérez'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 20}, {'player': {'id': 5504, 'name': 'Éver Maximiliano David Banega'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 19}, {'player': {'id': 6356, 'name': 'Michael Krohn-Dehli'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 6401, 'name': 'Kevin Gameiro'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Sevilla,213,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,a8cb9560-67e3-40be-b1b7-e56c268cd2b8,2,,,3825726,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sevilla,213,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 6576, 'name': 'Gorka Iraizoz Moreno'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6649, 'name': 'Óscar de Marcos Arana'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 10}, {'player': {'id': 26087, 'name': 'Carlos Gurpegi Nausia'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 18}, {'player': {'id': 4353, 'name': 'Aymeric Laporte'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 6789, 'name': 'Mikel Balenziaga Oruesagasti'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 24}, {'player': {'id': 6389, 'name': 'Mikel San José Domínguez'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 6396, 'name': 'Beñat Etxebarria Urkiaga'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 6393, 'name': 'Iñaki Williams Arthuer'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 15}, {'player': {'id': 6391, 'name': 'Raúl García Escudero'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 22}, {'player': {'id': 6392, 'name': 'Íñigo Lekue Martínez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 30}, {'player': {'id': 6394, 'name': 'Aritz Aduriz Zubeldia'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 20}]}",Athletic Club,215,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,d618d86b-93a8-4cc4-b939-3e4e6cf387e9,3,,,3825726,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sevilla,213,['066fd89d-d1e3-4156-b6ab-820a7359e222'],0,,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,066fd89d-d1e3-4156-b6ab-820a7359e222,4,,,3825726,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sevilla,213,['d618d86b-93a8-4cc4-b939-3e4e6cf387e9'],0,,,,,,,,,,,,,,,,,,Sevilla,213,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,06c24653-d3cd-4ee1-9d34-6a833c73d838,1748,,,3825726,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,91,Athletic Club,215,['7c4049a7-ff61-4b6b-a37d-e34f47c23b9d'],0,,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,7c4049a7-ff61-4b6b-a37d-e34f47c23b9d,1749,,,3825726,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,91,Athletic Club,215,['06c24653-d3cd-4ee1-9d34-6a833c73d838'],0,,,,,,,,,,,,,,,,,,Sevilla,213,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,1.661656,,,,,,,,,,,,,,0a631172-e7f8-4f4b-a952-8d628b515ce8,5,,"[60.0, 40.0]",3825726,0,True,,,-2.8864102,,Right Foot,,,"[46.2, 36.4]",,Ground Pass,,14.261837,,,,,Aymeric Laporte,4353.0,,,,,Kick Off,1,From Kick Off,Aritz Aduriz Zubeldia,6394.0,Center Forward,2,Athletic Club,215,['d20c8d75-6de6-4d8d-b9fb-1403d7bce3e3'],1,,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:01.198,Pass,
,,,,,,,,,,,,,,,,,1.657617,,,,,,,,,,,,,,7dee1604-744c-42f4-bca1-d61aed5249db,7,,"[29.3, 33.4]",3825726,0,,,,2.4620247,,Left Foot,,,"[14.2, 45.6]",,Ground Pass,,19.412624,,,,,Gorka Iraizoz Moreno,6576.0,,,,,,1,From Kick Off,Aymeric Laporte,4353.0,Left Center Back,2,Athletic Club,215,['eb4af929-3487-4c8f-9183-8ab025043e72'],4,,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:04.203,Pass,
,,,,,,,,,,,,,,,,,3.646872,,,,,,,,,,,,,,dffee867-dd68-41a0-a530-f3ebbe319331,10,,"[14.6, 45.6]",3825726,0,,,,-0.09451311,,Right Foot,,,"[68.4, 40.5]",,High Pass,,54.041187,,,Incomplete,,Raúl García Escudero,6391.0,,,,,,1,From Kick Off,Gorka Iraizoz Moreno,6576.0,Goalkeeper,2,Athletic Club,215,"['993b2a69-80b8-4ba5-8155-0a48bfa95a15', 'd67b589f-c17c-4b6c-b05c-f7165b262d92']",6,,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:06.786,Pass,
,,,,,,,,,,,,,,,,,1.778471,,,,,,,,,,,,,,d67b589f-c17c-4b6c-b05c-f7165b262d92,13,,"[51.7, 39.6]",3825726,0,,,True,0.104876935,,,,,"[68.8, 41.4]",,Low Pass,,17.194475,,,Incomplete,,Éver Maximiliano David Banega,5504.0,,,,,Recovery,1,From Kick Off,Grzegorz Krychowiak,3637.0,Left Defensive Midfield,2,Athletic Club,215,"['04f3347d-691e-4ebf-8047-c9c4c3a06fa2', 'd1d205bc-e4fb-461a-8530-feaf97a87aec', 'de473b6d-0fce-4a92-899a-7ffb884d7d95', 'dffee867-dd68-41a0-a530-f3ebbe319331']",10,,,,,,,,,,,,,,,,,,Sevilla,213,00:00:10.433,Pass,True
,,,,,,,,,,,,,,,,,0.605632,,,,,,,,,,,,,,04f3347d-691e-4ebf-8047-c9c4c3a06fa2,15,,"[51.3, 38.7]",3825726,0,,,,0.4567273,,Left Foot,,,"[62.9, 44.4]",,Ground Pass,,12.924783,,,,,Raúl García Escudero,6391.0,,,,,Recovery,1,From Kick Off,Aymeric Laporte,4353.0,Left Center Back,2,Athletic Club,215,"['70d81684-c8ac-4cad-944b-392c5af834e6', 'd67b589f-c17c-4b6c-b05c-f7165b262d92']",12,,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:12.211,Pass,
,,,,,,,,,,,,,,,,,0.897189,,,,,,,,,,,,,,22cdf11a-8a1b-471b-8ea4-b4ff2bd7ec99,19,,"[61.3, 43.1]",3825726,0,,,,2.7538226,,Right Foot,,,"[54.2, 46.0]",,Ground Pass,,7.66942,,,,,Mikel San José Domínguez,6389.0,,,,,,1,From Kick Off,Raúl García Escudero,6391.0,Center Attacking Midfield,2,Athletic Club,215,"['539ee9a1-6c5d-41ae-86c7-1f8de26fd28c', '54ac5a1a-1d01-4692-810f-2ba6f840d155']",12,,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:12.937,Pass,True
,,,,,,,,,,,,,,,,,1.906334,,,,,,,,,,,,,,124159b5-9410-43f6-8313-c31246bc13c2,21,,"[54.2, 46.0]",3825726,0,,,,0.89463896,,Right Foot,,,"[68.0, 63.2]",,Ground Pass,,22.051758,,,,,Iñaki Williams Arthuer,6393.0,,,,,,1,From Kick Off,Mikel San José Domínguez,6389.0,Right Defensive Midfield,2,Athletic Club,215,['3860d306-9200-438a-9c4a-24567422bc8e'],13,,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:13.834,Pass,
,,,,,,,,,,,,,,,,,0.69298,,,,,,,,,,,,,,848bd9ff-7728-402f-813e-0300398a71c8,25,,"[64.1, 62.3]",3825726,0,,,,-2.101012,,Right Foot,,,"[59.0, 53.6]",,Ground Pass,,10.084641,,,,,Mikel San José Domínguez,6389.0,,,,,,1,From Kick Off,Iñaki Williams Arthuer,6393.0,Right Wing,2,Athletic Club,215,"['21e264ed-6cd9-4f4e-b937-bf08287b5794', 'eaa29943-9015-49d7-8c86-2f3c87e56b4e']",16,,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:16.273,Pass,True
,,,,,,,,,,,,,,,,,1.160264,,,,,,,,,,,,,,4a10ce75-243f-4a23-a3c8-4b90d9b0c6b5,28,,"[59.0, 53.6]",3825726,0,,,,-0.61360675,,Right Foot,,,"[77.6, 40.5]",,High Pass,,22.750164,,,,,Aritz Aduriz Zubeldia,6394.0,,,,,,1,From Kick Off,Mikel San José Domínguez,6389.0,Right Defensive Midfield,2,Athletic Club,215,['9ca1e500-8330-40b7-8491-3c08ab2eb88b'],17,,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:17.006,Pass,
,,,,,,,,,,,,,,,,,1.067822,,,,,,,,,,,,,,af881ef6-4e8e-423d-a4af-3c4110b4f66b,32,,"[77.4, 41.0]",3825726,0,,,,1.815775,,Right Foot,,,"[73.9, 55.0]",,Ground Pass,,14.43087,,,Incomplete,,Iñaki Williams Arthuer,6393.0,,,,,,1,From Kick Off,Aritz Aduriz Zubeldia,6394.0,Center Forward,2,Athletic Club,215,"['2e28feb2-834a-482a-a5f9-73588cfa6761', '8f600d3d-c06e-4789-8e04-06975a27119d', 'f3773437-40d2-4b47-97a9-829a2a7e0650']",18,,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:18.286,Pass,True
,,,,,,,,,,,,True,,,,,2.631766,,,,,,,,,,,,,,8f600d3d-c06e-4789-8e04-06975a27119d,35,,"[46.2, 25.1]",3825726,0,,,,2.919943,,Left Foot,,,"[17.8, 31.5]",,Ground Pass,,29.112196,,,,,Sergio Rico González,6823.0,,,,,Interception,1,Regular Play,Benoît Trémoulinas,27483.0,Left Back,3,Sevilla,213,"['9e2d02cd-6f1e-402a-98d4-126efa5750a7', 'af881ef6-4e8e-423d-a4af-3c4110b4f66b', 'b81ef766-e29d-48f0-b2c5-6c6fc5144b91']",19,,,,,,,,,,,,,,,,,,Sevilla,213,00:00:19.354,Pass,True
,,,,,,,,,,,,,,,,,1.881624,,,,,,,,,,,,,,3334e71f-0049-4eb0-a5ae-27307b47ebc3,38,,"[14.4, 31.8]",3825726,0,,,,-1.670465,,Right Foot,,,"[13.0, 17.8]",,Ground Pass,,14.069826,,,,,Timothée Kolodziejczak,10476.0,,,,,,1,Regular Play,Sergio Rico González,6823.0,Goalkeeper,3,Sevilla,213,['e5b4fa68-54fa-411e-bdb6-f31b77cf0f3d'],24,,,,,,,,,,,,,,,,,,Sevilla,213,00:00:24.776,Pass,
,,,,,,,,,,,,,,,,,1.291424,,,,,,,,,,,,,,c2908558-56b3-43ea-87e4-4a10096057ab,41,,"[18.2, 14.1]",3825726,0,,,,0.11242713,,Left Foot,,,"[30.6, 15.5]",,Ground Pass,,12.478782,,,,,Éver Maximiliano David Banega,5504.0,,,,,,1,Regular Play,Timothée Kolodziejczak,10476.0,Left Center Back,3,Sevilla,213,['f171d997-40a2-4625-b40e-3ffa0a3b6e40'],28,,,,,,,,,,,,,,,,,,Sevilla,213,00:00:28.905,Pass,
