bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,2.212332,,,,,,,,,,,,,,43a17113-b6b7-4e1a-9544-e07c0f614db7,16,,,"[39.2, 58.8]",3825619,0,,,,-1.3721105,,Right Foot,,,"[45.2, 29.0]",,Ground Pass,,30.398026,,,,Víctor Ruíz Torre,6752.0,,,,,,1,From Kick Off,Eric Bertrand Bailly,3324.0,Right Center Back,2,Villarreal,222,['fd00c3a0-1391-4566-b96c-7f684334790c'],13,,,,,,,,,,,,,,,,,Villarreal,222,00:00:13.216,Pass,
,,,,,,,,,,,,,,,,1.61748,,,,,,,,,,,,,,285a3121-df0e-4ea7-98f7-81f41f2cf258,19,,,"[47.1, 28.2]",3825619,0,,,,-0.9522011,,Right Foot,,,"[63.4, 5.3]",,Ground Pass,,28.108717,,,,Bojan Jokić,27155.0,,,,,,1,From Kick Off,Víctor Ruíz Torre,6752.0,Left Center Back,2,Villarreal,222,['ae407919-9201-422a-887d-6104c1dd757e'],16,,,,,,,,,,,,,,,,,Villarreal,222,00:00:16.599,Pass,
,,,,,,,,,,,,,,,,4.211153,,,,,,,,,,,,,,cf804362-3358-4e7e-8390-287aada211f6,21,,,"[62.7, 5.3]",3825619,0,,,,-0.025575817,,Left Foot,,,"[105.7, 4.2]",,High Pass,,43.01407,,,,Alfonso Pedraza Sag,6737.0,,,,,,1,From Kick Off,Bojan Jokić,27155.0,Left Back,2,Villarreal,222,['eb761c4e-04bd-4202-9e29-8044b51063c8'],18,,,,,,,,,,,,,,,,,Villarreal,222,00:00:18.217,Pass,
,,,,,,,,,,,,,,,,0.103001,,,,,,,,,,,,,,29ce9f00-4da2-4949-a1a2-ac0612c8c8ae,24,,,"[117.3, 4.0]",3825619,0,,,,1.7681919,,Left Foot,,,"[117.0, 5.5]",,Low Pass,,1.5297059,,Incomplete,,,,,,,,,1,From Kick Off,Alfonso Pedraza Sag,6737.0,Left Midfield,2,Villarreal,222,['33901cb6-90ac-44c3-a57e-7dfdde3475bd'],25,,,,,,,,,,,,,,,,,Villarreal,222,00:00:25.360,Pass,
,,,,,,,,,,,,,,,,1.318849,,,,,,,,,,,,,,1529b02f-9d8f-4119-a925-49c133bb2c8c,30,,,"[9.0, 76.5]",3825619,0,,,,-0.2672591,,Right Foot,,,"[17.4, 74.2]",,Ground Pass,,8.70919,,Incomplete,,Iván López Mendoza,8801.0,,,,,,1,From Kick Off,Simão Mate,27122.0,Right Center Back,2,Villarreal,222,"['283b6ab7-36a0-4c35-b915-7e3726041453', '5ea4f0b5-2aca-42dc-9390-b163afe708b5', 'a8183d2a-1a60-46d8-9566-e5adeca310e2']",27,,,,,,,,,,,,,,,,,Levante UD,221,00:00:27.857,Pass,True
,,,,,,,,,,,,,,,,0.904714,,,,,,,,,,,,,,9cb55f37-c329-443e-b8e6-294c9a086c35,39,,,"[20.6, 74.6]",3825619,0,,,,0.09295171,,Right Foot,,,"[32.4, 75.7]",,Ground Pass,,11.85116,,,,Deyverson Brum Silva Acosta,25134.0,,,,,,1,From Counter,Iván López Mendoza,8801.0,Right Wing Back,3,Levante UD,221,['fc5dead5-c52b-4388-989b-001ed040a296'],31,,,,,,,,,,,,,,,,,Levante UD,221,00:00:31.399,Pass,
,,,,,,,,,,,,,,,,1.099928,,,,,,,,,,,,,,a3f752f2-62e6-496b-a156-08c65c66c864,45,,,"[44.3, 72.2]",3825619,0,,,,-0.8224183,,Right Foot,,,"[50.8, 65.2]",,Ground Pass,,9.552486,,,,José María Martín-Bejarano Serrano,23970.0,,,,,Free Kick,1,From Free Kick,Simão Mate,27122.0,Right Center Back,4,Levante UD,221,['4accd067-c7f7-4acd-b72b-8e24b1104ae3'],47,,,,,,,,,,,,,,,,,Levante UD,221,00:00:47.619,Pass,
,,,,,,,,,,,,,,,,0.560911,,,,,,,,,,,,,,c01b7213-0a32-4a86-874b-d21c6e408fb5,55,,,"[56.5, 14.9]",3825619,0,,,,0.22923194,,Right Foot,,,"[59.5, 15.6]",,Ground Pass,,3.0805843,,,,Roberto Soldado Rillo,26009.0,,,,,,1,From Free Kick,Tomás Pina Isla,6622.0,Left Defensive Midfield,4,Levante UD,221,['f2e0f39e-31e3-4fcf-baa5-00ce17b2ea44'],52,,,,,,,,,,,,,,,,,Villarreal,222,00:00:52.621,Pass,
,,,,,,,,,,,,,,,,0.433643,,,,,,,,,,,,,,3480a697-2177-4b07-a4e6-fec441a54766,59,,,"[59.9, 15.4]",3825619,0,,,,-2.926235,,Left Foot,,,"[56.7, 14.7]",,Low Pass,,3.275668,,,,Tomás Pina Isla,6622.0,,,,,,1,From Free Kick,Roberto Soldado Rillo,26009.0,Left Center Forward,4,Levante UD,221,['ee8e0832-dc29-4662-af86-3353b781c2f7'],53,,,,,,,,,,,,,,,,,Villarreal,222,00:00:53.231,Pass,
,,,,,,,,,,,,,,,,1.777767,,,,,,,,,,,,,,d9d0a3dc-b99e-4cf6-9eca-d7dcb2fd852a,64,,,"[57.6, 15.6]",3825619,1,,,,1.9116087,,Left Foot,,,"[45.4, 50.0]",,Ground Pass,,36.499313,,,,Eric Bertrand Bailly,3324.0,,,,,Free Kick,1,From Free Kick,Víctor Ruíz Torre,6752.0,Left Center Back,5,Villarreal,222,['06519f75-7a96-4393-8452-4e0d6aede9ad'],31,,,,,,,,,,,,,,,,,Villarreal,222,00:01:31.863,Pass,
,,,,,,,,,,,,,,,,1.690252,,,,,,,,,,,,,,02bd57f8-78f9-494b-9efc-f0f0cf778126,67,,,"[50.7, 51.7]",3825619,1,,,,-1.5074664,,Right Foot,,,"[52.0, 31.2]",,Ground Pass,,20.541178,,,,Víctor Ruíz Torre,6752.0,,,,,,1,From Free Kick,Eric Bertrand Bailly,3324.0,Right Center Back,5,Villarreal,222,['6f0a20d2-e876-4141-92cf-5836398cd590'],36,,,,,,,,,,,,,,,,,Villarreal,222,00:01:36.629,Pass,
,,,,,,,,,,,,,,,,3.238606,,,,,,,,,,,,,,6c256c11-33d3-4c4d-9e2b-629ed28fac16,70,,,"[56.6, 29.4]",3825619,1,,,,0.6833152,,Left Foot,,,"[101.8, 66.2]",,High Pass,,58.28619,,Incomplete,,Matías Nahuel Leiva Esquivel,18867.0,,,,,,1,From Free Kick,Víctor Ruíz Torre,6752.0,Left Center Back,5,Villarreal,222,"['32030756-4598-4e94-a66e-6f55ba9a6aef', 'f964d956-ec08-49f8-bb6d-0866ace8fb34']",40,,,,,,,,,,,,,,,,,Villarreal,222,00:01:40.026,Pass,
,,,,,,,,,,,,,,,,0.803883,,,,,,,,,,,,,,d7560ead-a3fa-4a9d-bb89-290d8bbc8074,73,,,"[91.8, 74.4]",3825619,1,,,,0.46926552,,Head,,,"[98.9, 78.0]",,Low Pass,,7.9605274,,,,Matías Nahuel Leiva Esquivel,18867.0,,,,,Recovery,1,From Free Kick,Mario Gaspar Pérez Martínez,6772.0,Right Back,5,Villarreal,222,['1e5c3d33-5ca8-4008-a78a-276d4b2dc2e4'],45,,,,,,,,,,,,,,,,,Villarreal,222,00:01:45.704,Pass,
,,,,,,,,,,,,,,,,0.004964,,,,,,,,,,,,,,52edf096-d0a6-4564-b92e-e7c701641374,84,,,"[18.9, 0.1]",3825619,1,True,,,1.586795,,,,,"[18.7, 12.6]",,Low Pass,,12.5016,,Incomplete,,,,,,,,Throw-in,1,From Throw In,Antonio García Aranda,6784.0,Left Wing Back,6,Levante UD,221,['ba92a911-185d-4a66-a07e-488d23ef2a7a'],59,,,,,,,,,,,,,,,,,Levante UD,221,00:01:59.272,Pass,
,,,,,,,,,,,,,,,,2.109774,,,,,,,,,,,,,,ba92a911-185d-4a66-a07e-488d23ef2a7a,85,,,"[101.4, 67.5]",3825619,1,True,,,-2.5843775,,Head,,,"[88.4, 59.4]",,High Pass,,15.316984,,,,Roberto Soldado Rillo,26009.0,,,,,Recovery,1,Regular Play,Tomás Pina Isla,6622.0,Left Defensive Midfield,7,Villarreal,222,"['52edf096-d0a6-4564-b92e-e7c701641374', 'b887a317-aeab-4d32-890d-5a96bb3e1138']",59,,,,,,,,,,,,,,,,,Villarreal,222,00:01:59.277,Pass,
,,,,,,,,,,,,,,,,1.54387,,,,,,,,,,,,,,524e1261-b641-4f7a-aa63-430d26911331,87,,,"[88.4, 59.4]",3825619,2,,,,-2.961097,,Other,,,"[74.7, 56.9]",,High Pass,,13.926234,,,,Tomás Pina Isla,6622.0,,,,,,1,Regular Play,Roberto Soldado Rillo,26009.0,Left Center Forward,7,Villarreal,222,['3fc9183e-897a-4ca6-9dd1-348764b585cf'],1,,,,,,,,,,,,,,,,,Villarreal,222,00:02:01.434,Pass,
,,,,,,,,,,,,,,,,0.069928,,,,,,,,,,,,,,01beadf2-b223-4315-947d-f73bdc475f8d,91,,,"[74.5, 57.7]",3825619,2,,,,0.7853982,,Right Foot,,,"[75.1, 58.3]",,Low Pass,,0.84852815,,Incomplete,,,,,,,,,1,Regular Play,Tomás Pina Isla,6622.0,Left Defensive Midfield,7,Villarreal,222,['f00ac741-861b-4f0c-a12a-170298b7a821'],3,,,,,,,,,,,,,,,,,Villarreal,222,00:02:03.128,Pass,
,,,,,,,,,,,,,,,,1.382089,,,,,,,,,,,,,,bbb8f5e8-cf72-4b5e-92da-2b89de8b49bd,95,,,"[69.8, 56.2]",3825619,2,,,,1.5989579,,Right Foot,,,"[69.6, 63.3]",,Low Pass,,7.102816,,,,Manuel Trigueros Muñoz,6771.0,,,,,Recovery,1,Regular Play,Tomás Pina Isla,6622.0,Left Defensive Midfield,7,Villarreal,222,"['1d29f185-29f0-4321-8f61-a4364ed714b2', 'bc2a2d65-4585-4204-b80b-93f15595ded7']",4,,,,,,,,,,,,,,,,,Villarreal,222,00:02:04.140,Pass,True
,,,,,,,,,,,,,,,,1.782785,,,,,,,,,,,,,,fce3f722-9601-490c-8c14-d858b0d015a0,97,,,"[69.6, 63.3]",3825619,2,,,,3.1415927,,Left Foot,,,"[55.2, 63.3]",,Ground Pass,,14.4,,,,Eric Bertrand Bailly,3324.0,,,,,,1,Regular Play,Manuel Trigueros Muñoz,6771.0,Right Defensive Midfield,7,Villarreal,222,['b1dcff22-cc53-4ff3-b828-bbd922ea4239'],5,,,,,,,,,,,,,,,,,Villarreal,222,00:02:05.522,Pass,
,,,,,,,,,,,,,,,,2.544171,,,,,,,,,,,,,,061af233-bead-4e77-8400-d389e9d93353,100,,,"[55.2, 63.3]",3825619,2,,,,-1.5082382,,Right Foot,,,"[58.0, 18.6]",,Ground Pass,,44.78761,,,,Bojan Jokić,27155.0,,True,,,,1,Regular Play,Eric Bertrand Bailly,3324.0,Right Center Back,7,Villarreal,222,['f2c707f4-61da-4fe5-bdf6-6cc3cfe4d70a'],8,,,,,,,,,,,,,,,,,Villarreal,222,00:02:08.474,Pass,
,,,,,,,,,,,,,,,,1.829285,,,,,,,,,,,,,,f9f7c581-e13d-4c88-83b9-b9063804373a,103,,,"[64.7, 16.0]",3825619,2,,,,0.22968674,,Left Foot,,,"[92.5, 22.5]",,Low Pass,,28.549782,,Incomplete,,Roberto Soldado Rillo,26009.0,,,,,,1,Regular Play,Bojan Jokić,27155.0,Left Back,7,Villarreal,222,"['775367c9-179a-4e20-80d5-204d6a06c7e1', 'bc3b68e1-950a-461e-8765-30847cd7f2a4']",13,,,,,,,,,,,,,,,,,Villarreal,222,00:02:13.718,Pass,
,,,,,,,,,,,,,,,,1.83781,,,,,,,,,,,,,,a3446b64-7f95-4485-84b7-0126658e58ea,108,,,"[45.6, 16.2]",3825619,2,,,,1.747216,,Left Foot,,,"[39.2, 52.1]",,Ground Pass,,36.46601,,,,Eric Bertrand Bailly,3324.0,,,,,,1,Regular Play,Víctor Ruíz Torre,6752.0,Left Center Back,7,Villarreal,222,['4e843294-7911-4123-ab4b-f7b1ff7ded1a'],19,,,,,,,,,,,,,,,,,Villarreal,222,00:02:19.544,Pass,
,,,,,,,,,,,,,,,,1.608237,,,,,,,,,,,,,,49e07856-c6bf-450c-9c0f-7db396ee1082,111,,,"[46.2, 54.1]",3825619,2,,,,1.0813242,,Right Foot,,,"[57.6, 75.5]",,Ground Pass,,24.24706,,,,Mario Gaspar Pérez Martínez,6772.0,,,,,,1,Regular Play,Eric Bertrand Bailly,3324.0,Right Center Back,7,Villarreal,222,['7814e6ad-d08a-487d-aa92-0809cd1610e7'],23,,,,,,,,,,,,,,,,,Villarreal,222,00:02:23.041,Pass,
,,,,,,,,,,,,,,,,1.519227,,,,,,,,,,,,,,e46f2294-421b-4e01-a83a-327a3626920d,114,,,"[57.6, 75.7]",3825619,2,,,,-2.17233,,Right Foot,,,"[46.0, 58.8]",,Ground Pass,,20.498049,,,,Eric Bertrand Bailly,3324.0,,,,,,1,Regular Play,Mario Gaspar Pérez Martínez,6772.0,Right Back,7,Villarreal,222,['0d320a92-8ee0-42b0-9c11-3a7851fdac45'],26,,,,,,,,,,,,,,,,,Villarreal,222,00:02:26.219,Pass,
,,,,,,,,,,,,,,,,2.657525,,,,,,,,,,,,,,3931bfb2-b16d-4def-96b0-2151e33d62ad,117,,,"[45.0, 58.8]",3825619,2,,,,-1.2067258,,Right Foot,,,"[62.3, 13.4]",,Ground Pass,,48.58446,,,,Bojan Jokić,27155.0,,True,,,,1,Regular Play,Eric Bertrand Bailly,3324.0,Right Center Back,7,Villarreal,222,['06252503-1361-4928-8121-ffcc76ea5906'],28,,,,,,,,,,,,,,,,,Villarreal,222,00:02:28.815,Pass,
,,,,,,,,,,,,,,,,1.556957,,,,,,,,,,,,,,379cda98-3d51-4f8d-b8ff-7fc6c14fd9fc,120,,,"[62.7, 13.6]",3825619,2,,,,3.0654688,,Left Foot,,,"[50.9, 14.5]",,Ground Pass,,11.834272,,,,Víctor Ruíz Torre,6752.0,,,,,,1,Regular Play,Bojan Jokić,27155.0,Left Back,7,Villarreal,222,['a3a5386d-9da6-4e26-b1b5-dbe368cdf129'],32,,,,,,,,,,,,,,,,,Villarreal,222,00:02:32.660,Pass,
,,,,,,,,,,,,,,,,2.401931,,,,,,,,,,,,,,e36444d2-74d4-42d9-88ea-4e09ce86a5f1,123,,,"[49.9, 14.5]",3825619,2,,,,1.2093753,,Left Foot,,,"[70.2, 68.2]",,High Pass,,57.408886,,,,Mario Gaspar Pérez Martínez,6772.0,,True,,,,1,Regular Play,Víctor Ruíz Torre,6752.0,Left Center Back,7,Villarreal,222,['88f518b5-32dc-4843-8fdc-d117771e78a2'],36,,,,,,,,,,,,,,,,,Villarreal,222,00:02:36.322,Pass,
,,,,,,,,,,,,,,,,2.878849,,,,,,,,,,,,,,dd2557db-5f74-4fd0-87e8-5adff3765b65,126,,,"[75.5, 64.1]",3825619,2,,,,-0.7137348,,Right Foot,,,"[107.6, 36.3]",,High Pass,,42.46469,,Incomplete,,Roberto Soldado Rillo,26009.0,,,,,,1,Regular Play,Mario Gaspar Pérez Martínez,6772.0,Right Back,7,Villarreal,222,"['484a1ccf-56bd-4ce2-9fbf-f2dde91f8820', '943f51bf-e362-4766-a3b1-7049ce692ab3']",41,,,,,,,,,,,,,,,,,Villarreal,222,00:02:41.267,Pass,
,,,,,,,,,,,,,,,,3.612427,,,,,,,,,,,,,,dee3ccdb-507f-4f82-a416-b7e3627b1174,130,,,"[16.3, 47.8]",3825619,2,,,,0.1828863,,Drop Kick,,,"[80.1, 59.6]",,High Pass,,64.88205,,,,Deyverson Brum Silva Acosta,25134.0,,,,,,1,Regular Play,Rubén Iván Martínez Andrade,6730.0,Goalkeeper,7,Villarreal,222,['2cb5d95d-6013-4b1d-8c9c-772dd6dc4849'],55,,,,,,,,,,,,,,,,,Levante UD,221,00:02:55.365,Pass,
,,,,,,,,,,,,,,,,3.144338,,,,,,,,,,,,,,bd281757-e260-4cd5-8f34-345175904c50,133,,,"[80.5, 59.6]",3825619,2,,,True,-0.051237166,,,,,"[96.1, 58.8]",,Low Pass,,15.6205,,Incomplete,,Jefferson Andrés Lerma Solís,5678.0,,,,,,1,Regular Play,Deyverson Brum Silva Acosta,25134.0,Right Center Forward,7,Villarreal,222,"['81fb89f0-1029-48ce-90c3-6387ee2ab5a5', 'c7835447-feaf-45fb-a596-c9fe263d5d6d', 'ce53c3ef-3c7d-46eb-a08f-87324f42e92b']",58,,,,,,,,,,,,,,,,,Levante UD,221,00:02:58.977,Pass,True
,,,,,,,,,,,,,,,,0.947609,,,,,,,,,,,,,,5dc9c822-b32a-4b83-8b27-008e9625029c,138,,,"[98.7, 58.1]",3825619,4,,,,-0.94330806,,Right Foot,,,"[111.9, 39.9]",,High Pass,,22.482882,,Incomplete,,,,,,,,Free Kick,1,From Free Kick,Jefferson Andrés Lerma Solís,5678.0,Right Center Midfield,8,Levante UD,221,['c058b2f2-e357-4dc6-8a69-1c3533df3c30'],18,,,,,,,,,,,,,,,,,Levante UD,221,00:04:18.834,Pass,
,,,,,,,,,,,,,,,,1.861735,,,,,,,,,,,,,,0c095097-90fa-4950-bdf1-87c7b5aa8808,143,,,"[22.1, 61.3]",3825619,4,,,,0.27434084,,Right Foot,,,"[38.8, 66.0]",,Ground Pass,,17.348776,,,,Mario Gaspar Pérez Martínez,6772.0,,,,,,1,Regular Play,Matías Nahuel Leiva Esquivel,18867.0,Right Midfield,9,Villarreal,222,['9ed607a9-77dc-490f-b4c1-7318cfad4853'],24,,,,,,,,,,,,,,,,,Villarreal,222,00:04:24.111,Pass,
