50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,a61b81f5-9cf8-4042-98a3-5856c8ff9df3,1,,,3825749,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Levante UD,221,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 23843, 'name': 'Diego Mariño Villar'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 25}, {'player': {'id': 6787, 'name': 'Pedro López Muñoz'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 19}, {'player': {'id': 26012, 'name': 'David Navarro Pedrós'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 6647, 'name': 'Zouhair Feddal'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 24}, {'player': {'id': 6784, 'name': 'Antonio García Aranda'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 24149, 'name': 'José Antonio García Rabasco'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 6659, 'name': 'Víctor Camarasa Ferrando'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 5678, 'name': 'Jefferson Andrés Lerma Solís'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 27123, 'name': 'Jordi Xumetra Feliu'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 17}, {'player': {'id': 6668, 'name': 'José Luis Morales Nogales'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 25134, 'name': 'Deyverson Brum Silva Acosta'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 20}]}",Levante UD,221,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,59b35b30-bc75-49a5-a9d3-806b553cf6db,2,,,3825749,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Levante UD,221,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 26753, 'name': 'Javier Varas Herrera'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 7906, 'name': 'David Simón Rodríguez Santana'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 6927, 'name': 'David García Santana'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 8440, 'name': 'Aythami Artiles Oliva'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 16}, {'player': {'id': 6932, 'name': 'Dani Castellano Betancor'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 23}, {'player': {'id': 3610, 'name': 'Roque Mesa Quevedo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 15}, {'player': {'id': 15602, 'name': 'Juan Carlos Valerón Santana'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 21}, {'player': {'id': 10755, 'name': 'Jonathan Viera Ramos'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 20}, {'player': {'id': 6928, 'name': 'Pedro Taunausú Domínguez Placeres'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 24}, {'player': {'id': 6626, 'name': 'Mubarak Wakaso'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 12}, {'player': {'id': 6721, 'name': 'Willian José da Silva'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 8}]}",Las Palmas,208,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,7c6a2934-4c40-498a-bf82-3acde0f2c9b8,3,,,3825749,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Levante UD,221,['95576d46-1106-4f5d-af44-c2abdcb27ebe'],0,,,,,,,,,,,,,,,,,Las Palmas,208,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,95576d46-1106-4f5d-af44-c2abdcb27ebe,4,,,3825749,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Levante UD,221,['7c6a2934-4c40-498a-bf82-3acde0f2c9b8'],0,,,,,,,,,,,,,,,,,Levante UD,221,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,c68f121b-7d96-434a-a428-546c5e5f02ce,1887,,,3825749,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,95,Levante UD,221,['178840ac-ed4c-4746-a8c8-76611acca965'],0,,,,,,,,,,,,,,,,,Las Palmas,208,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,178840ac-ed4c-4746-a8c8-76611acca965,1888,,,3825749,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,95,Levante UD,221,['c68f121b-7d96-434a-a428-546c5e5f02ce'],0,,,,,,,,,,,,,,,,,Levante UD,221,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.730606,,,,,,,,,,,,80a275eb-0669-48e2-9a15-e570bdc7facb,5,,"[61.0, 40.1]",3825749,0,,,,-2.6057813,,Right Foot,,,,"[57.8, 38.2]",,Ground Pass,,3.7215588,,,,Roque Mesa Quevedo,3610.0,,,,,Kick Off,1,From Kick Off,Willian José da Silva,6721.0,Center Forward,2,Las Palmas,208,['0b3ddcbe-d070-4ccd-aedc-5ab7b29042c8'],0,,,,,,,,,,,,,,,,,Las Palmas,208,00:00:00.233,Pass,
,,,,,,,,,,,,,,,,,2.312939,,,,,,,,,,,,d70a4fd3-0f6f-42f4-9a2b-8ab8b7be5e5b,7,,"[58.2, 39.1]",3825749,0,,,,-3.0761838,,Right Foot,,,,"[35.3, 37.6]",,Ground Pass,,22.949074,,,,Aythami Artiles Oliva,8440.0,,,,,,1,From Kick Off,Roque Mesa Quevedo,3610.0,Right Defensive Midfield,2,Las Palmas,208,['35707123-51a0-42a2-a7fd-e5726883ca83'],0,,,,,,,,,,,,,,,,,Las Palmas,208,00:00:00.892,Pass,
,,,,,,,,,,,,,,,,,2.807652,,,,,,,,,,,,b33a3fb3-bc49-4ce5-99cd-f55065591de1,10,,"[35.5, 33.1]",3825749,0,,,,0.5275604,,Right Foot,,,,"[83.9, 61.3]",,High Pass,,56.016068,,Incomplete,,Pedro Taunausú Domínguez Placeres,6928.0,,,,,,1,From Kick Off,Aythami Artiles Oliva,8440.0,Left Center Back,2,Las Palmas,208,"['950ee69a-8b12-467e-9eed-8e161d3f116e', 'abe2f992-e073-4022-8ffe-8e75e9b9c9dd']",5,,,,,,,,,,,,,,,,,Las Palmas,208,00:00:05.581,Pass,
,,,,,,,,,,,,,,,,,1.044807,,,,,,,,,,,,950ee69a-8b12-467e-9eed-8e161d3f116e,12,,"[36.2, 18.8]",3825749,0,,,,0.40795612,,Head,,,,"[48.0, 23.9]",,High Pass,,12.85496,,,,José Antonio García Rabasco,24149.0,,,,,Recovery,1,From Kick Off,Zouhair Feddal,6647.0,Left Center Back,2,Las Palmas,208,"['b33a3fb3-bc49-4ce5-99cd-f55065591de1', 'cfbe6156-6d9a-4476-9846-f3f660885296']",8,,,,,,,,,,,,,,,,,Levante UD,221,00:00:08.388,Pass,
