50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,a3208a62-4e71-4a28-9b7d-be4fa541838c,1,,,3825644,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Sociedad,210,,0,,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 6694, 'name': 'Gerónimo Rulli'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6605, 'name': 'Joseba Zaldúa Bengoetxea'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 20}, {'player': {'id': 16622, 'name': 'Mikel González de Martín Martínez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 6665, 'name': 'Íñigo Martínez Berridi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 3023, 'name': 'Yuri Berchiche Izeta'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 19}, {'player': {'id': 6671, 'name': 'Asier Illarramendi Andonegi'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 6633, 'name': 'Markel Bergara Larrañaga'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 6690, 'name': 'Xabier Prieto Argarate'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 5560, 'name': 'Carlos Alberto Vela Garrido'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 11}, {'player': {'id': 6669, 'name': 'David Zurutuza Veillet'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 17}, {'player': {'id': 6677, 'name': 'Imanol Agirretxe Arruti'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Real Sociedad,210,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,a0281a27-30aa-4d11-a63e-ed0a87ea905e,2,,,3825644,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Sociedad,210,,0,,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 6884, 'name': 'Sergio Álvarez Conde'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6805, 'name': 'Hugo Mallo Novegil'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 6804, 'name': 'Sergi Gómez Solà'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 20}, {'player': {'id': 6890, 'name': 'Andreu Fontàs Prat'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 6802, 'name': 'Jonathan Castro Otto'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 19}, {'player': {'id': 6796, 'name': 'Nemanja Radoja'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 6801, 'name': 'Pedro Pablo Hernández'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 6797, 'name': 'Daniel Wass'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 18}, {'player': {'id': 7105, 'name': 'Fabián Ariel Orellana Valenzuela'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 14}, {'player': {'id': 6724, 'name': 'Manuel Agudo Durán'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 5217, 'name': 'Iago Aspas Juncal'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Celta Vigo,209,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,6653fa38-afa6-4120-9826-23ac6a670062,3,,,3825644,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Sociedad,210,['dbfe59a8-3968-437f-899f-eb1067ce456c'],0,,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,dbfe59a8-3968-437f-899f-eb1067ce456c,4,,,3825644,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Sociedad,210,['6653fa38-afa6-4120-9826-23ac6a670062'],0,,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,49c570ca-01fd-4d04-81bd-36c10acb0005,1587,,,3825644,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,,,,103,Celta Vigo,209,['17a8bb88-1ba8-4b6c-ac5c-07869b9f6ac8'],0,,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,17a8bb88-1ba8-4b6c-ac5c-07869b9f6ac8,1588,,,3825644,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,,,,103,Celta Vigo,209,['49c570ca-01fd-4d04-81bd-36c10acb0005'],0,,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.024578,,,,,,,,,,,8824e12e-68a1-490c-bbfa-d8feac66d36e,5,,"[60.0, 40.0]",3825644,0,,True,,,2.9329736,,Right Foot,,,,"[24.1, 47.6]",,Ground Pass,,36.69564,,,,,Pedro Pablo Hernández,6801.0,,,,,,Kick Off,1,From Kick Off,Iago Aspas Juncal,5217.0,Center Forward,2,Celta Vigo,209,['e7ccd4dd-8c89-4071-a278-e09734aad5ea'],1,,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:01.259,Pass,
,,,,,,,,,,,,,,,,,,1.722951,,,,,,,,,,,10b0c0e0-48c1-4e64-86ae-974644d9db56,7,,"[61.3, 38.1]",3825644,0,,True,,,2.8682623,,Left Foot,,,,"[26.7, 47.8]",,Ground Pass,,35.933968,,,,,Sergi Gómez Solà,6804.0,,,,,,,1,From Kick Off,Pedro Pablo Hernández,6801.0,Right Center Midfield,2,Celta Vigo,209,['19b2abae-3d8f-4577-9f67-a91a5834132e'],1,,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:01.745,Pass,
,,,,,,,,,,,,,,,,,,1.333854,,,,,,,,,,,652d9e9e-24a8-4a51-a1ee-4d0d8730a12c,9,,"[29.9, 47.8]",3825644,0,,,,,1.3189496,,Right Foot,,,,"[34.3, 64.9]",,Ground Pass,,17.65701,,,,,Hugo Mallo Novegil,6805.0,,,,,,,1,From Kick Off,Sergi Gómez Solà,6804.0,Right Center Back,2,Celta Vigo,209,['07149fd5-a95f-498f-9b18-98f1c32d5551'],4,,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:04.898,Pass,
,,,,,,,,,,,,,,,,,,2.103785,,,,,,,,,,,23cc3139-7284-4a74-b0b4-6ac39d47854d,12,,"[32.8, 67.7]",3825644,0,,,,,0.03612885,,Right Foot,,,,"[57.7, 68.6]",,High Pass,,24.91626,,,,,Iago Aspas Juncal,5217.0,,,,,,,1,From Kick Off,Hugo Mallo Novegil,6805.0,Right Back,2,Celta Vigo,209,['a7990695-ed1f-423b-bcff-5a644019d0ee'],7,,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:07.386,Pass,
