50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,63f17e48-e079-44f8-88fc-d5f535b3cc15,1,,,3825878,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Atlético Madrid,212,,0,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 6378, 'name': 'Jan Oblak'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6375, 'name': 'Juan Francisco Torres Belén'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 20}, {'player': {'id': 5259, 'name': 'José María Giménez de Vargas'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 24}, {'player': {'id': 5484, 'name': 'Lucas Hernández Pi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 19}, {'player': {'id': 4788, 'name': 'Jesús Gámez Duarte'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 6384, 'name': 'Gabriel Fernández Arenas'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 18904, 'name': 'Claudio Matías Kranevitter'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 6383, 'name': 'Thomas Teye Partey'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 22}, {'player': {'id': 12021, 'name': 'Óliver Torres Muñoz'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 10}, {'player': {'id': 6377, 'name': 'Ángel Martín Correa'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 16}, {'player': {'id': 6744, 'name': 'Luciano Vietto'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 23}]}",Atlético Madrid,212,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,94746e6e-b9bf-43e3-b48b-2cc0bfd13494,2,,,3825878,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Atlético Madrid,212,,0,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 24255, 'name': 'Juan Carlos Martín Corral'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 24138, 'name': 'Joaquín José Marín Ruiz'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 17}, {'player': {'id': 27144, 'name': 'Antonio Amaya Carazo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 18404, 'name': 'José Ángel Crespo Rincón'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 22}, {'player': {'id': 6914, 'name': 'Roberto Román Triguero'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 2}, {'player': {'id': 6852, 'name': 'Jozabed Sánchez Ruiz'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 6713, 'name': 'Diego Javier Llorente Ríos'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 27}, {'player': {'id': 11539, 'name': 'Adrián Embarba Blázquez'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 11}, {'player': {'id': 7900, 'name': 'Tiago Manuel Dias Correia'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 23}, {'player': {'id': 11542, 'name': 'Javier Guerra Rodríguez'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 24}, {'player': {'id': 26685, 'name': 'Nicolás Ladislao Fedor Flores'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 7}]}",Rayo Vallecano,360,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,ea44e253-b728-4a19-b086-3c1ab4ef6c2f,3,,,3825878,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Atlético Madrid,212,['fed58f83-7cca-41a8-b0a0-9d044018fd7a'],0,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,fed58f83-7cca-41a8-b0a0-9d044018fd7a,4,,,3825878,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Atlético Madrid,212,['ea44e253-b728-4a19-b086-3c1ab4ef6c2f'],0,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,cf179060-a781-45be-afe9-8232a22cc718,1736,,,3825878,45,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,116,Atlético Madrid,212,['4dffc6dd-18b8-4700-b415-1bdeb090a79d'],0,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,4dffc6dd-18b8-4700-b415-1bdeb090a79d,1737,,,3825878,45,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,116,Atlético Madrid,212,['cf179060-a781-45be-afe9-8232a22cc718'],0,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.47863,,,,,,,,,,,,,8e18d60a-057d-4690-8578-33f8ad26346a,5,,"[60.0, 40.0]",3825878,0,,,,1.9222411,,Right Foot,,,,"[58.9, 43.0]",Ground Pass,,3.1953092,,,Ángel Martín Correa,6377.0,,,,,Kick Off,1,From Kick Off,Luciano Vietto,6744.0,Left Center Forward,2,Atlético Madrid,212,['1dcba009-6546-4a2b-974d-68d7308a6fbc'],0,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:00.304,Pass,
,,,,,,,,,,,,,,,,,,1.524261,,,,,,,,,,,,,351f4276-079b-444e-84d2-6118f27be4b1,8,,"[59.1, 42.5]",3825878,0,,,,-2.742172,,Right Foot,,,,"[39.2, 34.1]",Ground Pass,,21.600231,,,Gabriel Fernández Arenas,6384.0,,,,,,1,From Kick Off,Ángel Martín Correa,6377.0,Right Center Forward,2,Atlético Madrid,212,['cc10ce0f-9198-4b0a-af40-d177f3e04444'],1,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:01.133,Pass,
,,,,,,,,,,,,,,,,,,1.053345,,,,,,,,,,,,,955ce824-4a2c-4d1a-b373-4b332533bfc0,11,,"[39.0, 29.1]",3825878,0,,,,-2.063992,,Right Foot,,,,"[30.4, 13.1]",Ground Pass,,18.1648,,,Jesús Gámez Duarte,4788.0,,,,,,1,From Kick Off,Gabriel Fernández Arenas,6384.0,Right Defensive Midfield,2,Atlético Madrid,212,['e88dc298-3341-4416-8974-38ab2b17eef1'],3,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:03.385,Pass,
,,,,,,,,,,,,,,,,,,1.232677,,,,,,,,,,,,,e238e427-5edc-4461-ba36-84fab7d88277,14,,"[31.7, 11.7]",3825878,0,,,,-0.45585048,,Left Foot,,,,"[52.3, 1.6]",Ground Pass,,22.942755,,,Óliver Torres Muñoz,12021.0,,,,,,1,From Kick Off,Jesús Gámez Duarte,4788.0,Left Back,2,Atlético Madrid,212,['464357bf-0d31-4f39-b685-be05f56a1865'],5,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:05.269,Pass,
