bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,12b453d9-45bc-436d-a61f-69f76c3d0e22,1,,,,3825653,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Eibar,322,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 27462, 'name': 'Xabier Iruretagoiena Aranzamendi'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6699, 'name': 'Ander Capa Rodríguez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 7}, {'player': {'id': 6837, 'name': 'Mauro Javier Dos Santos'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 15}, {'player': {'id': 27239, 'name': 'Aleksandar Pantić'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 6776, 'name': 'David Juncà Reñé'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 17}, {'player': {'id': 23799, 'name': 'Eddy Silvestre Pascual İsrafilov'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 6712, 'name': 'Gonzalo Escalante'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 6742, 'name': 'Sergio Gontán Gallardo'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 20}, {'player': {'id': 24070, 'name': 'Saúl Berjón Pérez'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 21}, {'player': {'id': 6566, 'name': 'Borja González Tomás'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 18}, {'player': {'id': 6700, 'name': 'Sergio Enrich Ametller'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",Eibar,322,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,2a98154a-2a74-41a9-ab06-b8e4575163d3,2,,,,3825653,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Eibar,322,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 6625, 'name': 'Vicente Guaita Panadero'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6627, 'name': 'Damián Nicolás Suárez Suárez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 19}, {'player': {'id': 17054, 'name': 'Emiliano Daniel Velázquez Maldonado'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 6614, 'name': 'Alexis Ruano Delgado'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 2}, {'player': {'id': 27054, 'name': 'Roberto Lago Soto'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 25881, 'name': 'Juan Antonio Rodríguez Villamuela'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 22}, {'player': {'id': 6745, 'name': 'Mehdi Lacen'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 6720, 'name': 'Pablo Sarabia García'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 15893, 'name': 'Víctor Rodríguez Romero'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 18}, {'player': {'id': 26020, 'name': 'Ángel Lafita Castillo'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 24035, 'name': 'Álvaro Vázquez García'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Getafe,216,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,9646052f-9e93-42b7-a498-a89610e14731,3,,,,3825653,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Eibar,322,['f5e8fdca-d663-4dd9-adea-46516b95f5e4'],0,,,,,,,,,,,,,,,,,Getafe,216,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,f5e8fdca-d663-4dd9-adea-46516b95f5e4,4,,,,3825653,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Eibar,322,['9646052f-9e93-42b7-a498-a89610e14731'],0,,,,,,,,,,,,,,,,,Eibar,322,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,8a87c211-cd70-44ff-9fe4-22f1bf32dd73,1489,,,,3825653,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,,,,95,Eibar,322,['0fc7a3de-2de2-48a0-87e3-8b2041f63f0d'],0,,,,,,,,,,,,,,,,,Getafe,216,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0fc7a3de-2de2-48a0-87e3-8b2041f63f0d,1490,,,,3825653,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,,,,95,Eibar,322,['8a87c211-cd70-44ff-9fe4-22f1bf32dd73'],0,,,,,,,,,,,,,,,,,Eibar,322,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.663763,,,,,,,,,,,,,,,dea0a045-31a4-49f4-baf4-648c3baa72e4,5,,,"[60.0, 40.0]",3825653,0,,,,,-0.7853982,,Right Foot,,,,"[60.4, 39.6]",,Ground Pass,,0.56568545,,,Víctor Rodríguez Romero,15893.0,,,,,,Kick Off,1,From Kick Off,Álvaro Vázquez García,24035.0,Center Forward,2,Getafe,216,['f986ec2c-0e67-4bd1-b222-58c65e1bad2b'],0,,,,,,,,,,,,,,,,,Getafe,216,00:00:00.681,Pass,
,,,,,,,,,,,,,,,,2.009227,,,,,,,,,,,,,,,f443b500-15dd-418f-9f4a-0befdf56c2e8,7,,,"[59.5, 38.3]",3825653,0,,,,,-2.742751,,Right Foot,,,,"[31.5, 26.5]",,Ground Pass,,30.384865,,,Alexis Ruano Delgado,6614.0,,,,,,,1,From Kick Off,Víctor Rodríguez Romero,15893.0,Center Attacking Midfield,2,Getafe,216,['6f0d174d-c2e0-49a9-a92e-a457b56356e0'],1,,,,,,,,,,,,,,,,,Getafe,216,00:00:01.345,Pass,
,,,,,,,,,,,,,,,,2.522057,,,,,,,,,,,,,,,642fade3-e393-42ff-ad51-93442cb554c3,10,,,"[31.5, 26.5]",3825653,0,,,,,0.7804231,,Right Foot,,,,"[71.9, 66.5]",,High Pass,,56.85209,Incomplete,,Pablo Sarabia García,6720.0,,,True,,,,1,From Kick Off,Alexis Ruano Delgado,6614.0,Left Center Back,2,Getafe,216,"['99b5b68d-f2b7-4d90-be91-d09aa5d33a49', 'beaca6dd-2cf6-4bea-b478-bd71dd9bb949']",5,,,,,,,,,,,,,,,,,Getafe,216,00:00:05.010,Pass,
,,,,,,,,,,True,,,,,,1.897261,,,,,,,,,,,,,,,beaca6dd-2cf6-4bea-b478-bd71dd9bb949,12,,,"[48.2, 13.6]",3825653,0,,,,,0.3718921,,Head,,,,"[72.3, 23.0]",,High Pass,,25.86832,,,Borja González Tomás,6566.0,,,,,,Interception,1,Regular Play,Saúl Berjón Pérez,24070.0,Left Midfield,3,Eibar,322,"['642fade3-e393-42ff-ad51-93442cb554c3', '9df9578c-ddbd-471c-accb-f777380c90b1']",7,,,,,,,,,,,,,,,,,Eibar,322,00:00:07.533,Pass,
,,,,,,,,,,,,,,,,1.232546,,,,,,,,,,,,,,,402cf6ed-089a-4b12-9fc4-6822e8e5f362,14,,,"[71.5, 24.7]",3825653,0,,,,,1.6607171,,Right Foot,,,,"[70.4, 36.9]",,Ground Pass,,12.24949,Incomplete,,Sergio Enrich Ametller,6700.0,,,,,,,1,Regular Play,Borja González Tomás,6566.0,Right Center Forward,3,Eibar,322,"['5b36699e-d590-4562-92e7-3c94af9efb08', '9ae89a96-28ff-4c9c-a625-10dc39e8a738']",9,,,,,,,,,,,,,,,,,Eibar,322,00:00:09.430,Pass,
,,,,,,,,,,True,,,,,,0.371765,,,,,,,,,,,,,,,5b36699e-d590-4562-92e7-3c94af9efb08,16,,,"[49.7, 43.2]",3825653,0,,,,,-2.1970577,,Left Foot,,,,"[46.3, 38.5]",,Ground Pass,,5.800862,Incomplete,,Alexis Ruano Delgado,6614.0,,,,,,Interception,1,Regular Play,Mehdi Lacen,6745.0,Left Defensive Midfield,3,Eibar,322,"['402cf6ed-089a-4b12-9fc4-6822e8e5f362', 'bd7bb844-5552-4a97-8d4f-9a4a46edb0f5', 'f7a5c57e-8a54-427a-b3fc-20c77b8a7188']",10,,,,,,,,,,,,,,,,,Getafe,216,00:00:10.662,Pass,
,,,,,,,,,,,,,,,,1.79787,,,,,,,,,,,,,,,f77bed91-1696-44a8-8d1b-96f9db964836,21,,,"[47.3, 32.9]",3825653,0,,,,,-0.3143706,,Left Foot,,,,"[63.6, 27.6]",,Ground Pass,,17.14001,Incomplete,,Ángel Lafita Castillo,26020.0,,,,,,Recovery,1,Regular Play,Alexis Ruano Delgado,6614.0,Left Center Back,3,Eibar,322,"['36b662c9-12bb-4e2b-a946-2835e28d9ca7', '84dcb971-6c9c-42c7-a33e-8ada216ce9bb']",11,,,,,,,,,,,,,,,,,Getafe,216,00:00:11.917,Pass,
,,,,,,,,,,,,,,,,0.721314,,,,,,,,,,,,,,,36b662c9-12bb-4e2b-a946-2835e28d9ca7,23,,,"[56.5, 52.5]",3825653,0,,,,,-0.9526521,,Left Foot,,,,"[59.7, 48.0]",,Ground Pass,,5.5217752,,,Eddy Silvestre Pascual İsrafilov,23799.0,,,,,,Recovery,1,Regular Play,Ander Capa Rodríguez,6699.0,Right Back,3,Eibar,322,"['cb627568-17db-43c9-9651-84f827ac25e6', 'f77bed91-1696-44a8-8d1b-96f9db964836']",13,,,,,,,,,,,,,,,,,Eibar,322,00:00:13.715,Pass,
,,,,,,,,,,,,,,,,0.859191,,,,,,,,,,,,,,,8d1c7a72-a997-43ed-842c-1110e9a380ef,25,,,"[59.7, 48.0]",3825653,0,,,,,2.071562,,Right Foot,,,,"[51.6, 62.8]",,Ground Pass,,16.871574,,,Ander Capa Rodríguez,6699.0,,,,,,,1,Regular Play,Eddy Silvestre Pascual İsrafilov,23799.0,Right Defensive Midfield,3,Eibar,322,['589914ff-c663-4419-9521-c673a57b7eb1'],14,,,,,,,,,,,,,,,,,Eibar,322,00:00:14.436,Pass,
,,,,,,,,,,,,,,,,1.112923,,,,,,,,,,,,,,,3ba55f6a-b503-4060-9280-592e5c397dc2,28,,,"[51.6, 62.8]",3825653,0,,,,,0.8697049,,Right Foot,,,,"[64.6, 78.2]",,Ground Pass,,20.153412,,,Sergio Gontán Gallardo,6742.0,,,,,,,1,Regular Play,Ander Capa Rodríguez,6699.0,Right Back,3,Eibar,322,['4f5b9eb9-65d3-4146-85fa-89ea1145b84f'],16,,,,,,,,,,,,,,,,,Eibar,322,00:00:16.546,Pass,
,,,,,,,,,,,,,,,,1.303406,,,,,,,,,,,,,,,0933af4f-cda5-4aa9-900c-7e0feeda01b1,31,,,"[74.2, 74.5]",3825653,0,,,,,-0.42190853,,Right Foot,,,,"[91.8, 66.6]",,Ground Pass,,19.291708,Incomplete,,Borja González Tomás,6566.0,,,,Through Ball,True,,1,Regular Play,Sergio Gontán Gallardo,6742.0,Right Midfield,3,Eibar,322,"['b4d375cd-8d66-4dc0-ba93-01906d4d1da6', 'e344938e-c788-4140-bfcc-0b44706857ec']",18,,,,,,,,,,,,,,,,,Eibar,322,00:00:18.961,Pass,
,,,,,,,,,,,,,,,,0.883152,,,,,,,,,,,,,,,baaffd68-355e-44ce-92be-b9755ad199f5,36,,,"[23.6, 2.4]",3825653,0,,,,,0.0,,Left Foot,,,,"[36.7, 2.4]",,Low Pass,,13.1,Incomplete,,Ángel Lafita Castillo,26020.0,,,,,,,1,Regular Play,Alexis Ruano Delgado,6614.0,Left Center Back,3,Eibar,322,"['88716c9b-02f1-468e-9c67-def6021107d7', 'dec97324-c6ad-47c3-9aae-cd580a28a44e']",22,,,,,,,,,,,,,,,,,Getafe,216,00:00:22.522,Pass,
,,,,,,,,,,,,,,,,3.377795,,,,,,,,,,,,,,,9e51ea00-70ee-43ca-9324-3bd017e0dec0,39,,,"[41.4, 2.6]",3825653,0,,,,,0.2758059,,Right Foot,,,,"[78.5, 13.1]",,High Pass,,38.55723,Incomplete,,Álvaro Vázquez García,24035.0,,,,,,Recovery,1,Regular Play,Ángel Lafita Castillo,26020.0,Left Wing,3,Eibar,322,"['d629acda-887d-44f6-b193-f2a76da3e073', 'e2296336-7e80-422e-8231-6bc37543c33e']",24,,,,,,,,,,,,,,,,,Getafe,216,00:00:24.728,Pass,
,,,,,,,,,,,,,,,,1.979034,,,,,,,,,,,,,,,e2296336-7e80-422e-8231-6bc37543c33e,41,,,"[41.6, 67.0]",3825653,0,,,,,0.011546831,,Right Foot,,,,"[84.9, 67.5]",,High Pass,,43.302887,,,Sergio Enrich Ametller,6700.0,,,,,,Recovery,1,Regular Play,Aleksandar Pantić,27239.0,Left Center Back,3,Eibar,322,"['9e51ea00-70ee-43ca-9324-3bd017e0dec0', 'b219cf70-c670-42c4-a67c-4ebae743e0f7']",28,,,,,,,,,,,,,,,,,Eibar,322,00:00:28.106,Pass,
