bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.81199,,,,,,,,,,,,,65a7aabf-1c65-4631-9e4c-ce77e3ae7e4f,17,,"[56.1, 4.5]",3825859,0,,,,,-3.0735161,,Left Foot,,,"[42.9, 3.6]",,Ground Pass,,13.230646,,,Javier Garrido Behovide,26448.0,,,,,,,1,From Kick Off,Mubarak Wakaso,6626.0,Left Wing,2,Las Palmas,208,['32011d1f-d198-4b37-a434-4d9670512cea'],8,,,,,,,,,,,,,,,,,Las Palmas,208,00:00:08.322,Pass,
,,,,,,,,,,,,,,,,1.602682,,,,,,,,,,,,,9c5f12c1-b688-4062-9720-bbbf19fc195e,21,,"[40.7, 2.4]",3825859,0,,,,,2.55359,,Left Foot,,,"[20.9, 15.6]",,Ground Pass,,23.796638,,,Pedro Bigas Rigo,7907.0,,,,,,,1,From Kick Off,Javier Garrido Behovide,26448.0,Left Back,2,Las Palmas,208,"['26313c46-5bd4-4d91-bcc7-34c6837a4d55', 'fd4d582d-33c7-4d2e-8b27-1a6acb67701b']",10,,,,,,,,,,,,,,,,,Las Palmas,208,00:00:10.864,Pass,True
,,,,,,,,,,,,,,,,1.330781,,,,,,,,,,,,,21d481e9-dd61-42c0-87f8-d0a00ff0ee53,24,,"[20.9, 15.6]",3825859,0,,,,,2.3044274,,Left Foot,,,"[2.6, 35.9]",,Ground Pass,,27.330935,,,Raúl Lizoáin Cruz,7905.0,,,,,,,1,From Kick Off,Pedro Bigas Rigo,7907.0,Left Center Back,2,Las Palmas,208,['6f062b6a-4a3a-49ca-a08b-22e4c7d3f25b'],14,,,,,,,,,,,,,,,,,Las Palmas,208,00:00:14.015,Pass,
,,,,,,,,,,,,,,,,2.283344,,,,,,,,,,,,,6ce05208-6918-4c03-9f41-b8b1026a7ec6,27,,"[7.6, 37.1]",3825859,0,,,,,-0.28171474,,Left Foot,,,"[50.1, 24.8]",,High Pass,,44.244095,Incomplete,,,,,,,,,,1,From Kick Off,Raúl Lizoáin Cruz,7905.0,Goalkeeper,2,Las Palmas,208,['dfadfe7b-9915-4707-a037-1328d8b79e3e'],19,,,,,,,,,,,,,,,,,Las Palmas,208,00:00:19.050,Pass,
,,,,,,,,,,,,,,,,1.079169,,,,,,,,,,,,,dfadfe7b-9915-4707-a037-1328d8b79e3e,28,,"[70.0, 55.3]",3825859,0,,,,,0.6151862,,Head,,,"[77.5, 60.6]",,Low Pass,,9.1836815,,,Adalberto Peñaranda Maestre,6847.0,,,,,,Interception,1,From Kick Off,Abdoulaye Doucouré,3292.0,Left Defensive Midfield,2,Las Palmas,208,"['34e4834d-73ba-400a-9fe7-5c4581d82a5d', '6ce05208-6918-4c03-9f41-b8b1026a7ec6']",21,,,,,,,,,,,,,,,,,Granada,1049,00:00:21.333,Pass,
,,,,,,,,,,,,,,,,2.305124,,,,,,,,,,,,,95c1250f-bf20-4d36-a01a-c1fd1516d1e3,34,,"[76.3, 69.3]",3825859,0,,,,,-0.6825178,,Left Foot,,,"[113.7, 38.9]",,High Pass,,48.196682,Incomplete,,,,,,,,,Free Kick,1,From Free Kick,Rubén Rochina Naixes,6680.0,Right Midfield,3,Granada,1049,['c4c707a3-e30d-46fb-a70d-79428d269e13'],47,,,,,,,,,,,,,,,,,Granada,1049,00:00:47.055,Pass,
,,,,,,,,,,,,,,,,0.956279,,,,,,,,,,,,,5779211e-f36e-4754-b0c5-6267d33dfa48,40,,"[55.9, 14.7]",3825859,0,,,,,1.4613454,,Right Foot,,,"[56.9, 23.8]",,Ground Pass,,9.15478,,,Roque Mesa Quevedo,3610.0,,,,,,,1,From Free Kick,Ángel Montoro Sánchez,24144.0,Left Defensive Midfield,3,Granada,1049,['f595f409-b61f-472a-98db-fe6b64269dcc'],56,,,,,,,,,,,,,,,,,Las Palmas,208,00:00:56.386,Pass,
,,,,,,,,,,,,,,,,2.573466,,,,,,,,,,,,,fcd4cec5-eb5f-4487-a174-368b49b3411d,46,,"[29.5, 44.9]",3825859,1,,,,,3.0611217,,Left Foot,,,"[10.9, 46.4]",,Ground Pass,,18.660385,,,Andrés Eduardo Fernández Moreno,8697.0,,,,,,Recovery,1,From Free Kick,David Rodríguez Lombán,6702.0,Right Center Back,3,Granada,1049,['8128d38e-71a9-4433-af13-e12d2625b67e'],0,,,,,,,,,,,,,,,,,Granada,1049,00:01:00.016,Pass,
,,,,,,,,,,,,,,,,3.564032,,,,,,,,,,,,,5d4d1b21-c174-41e8-8a59-5f1b52e5c9e1,48,,"[10.9, 46.4]",3825859,1,,,,,0.2864577,,Right Foot,,,"[64.2, 62.1]",,High Pass,,55.564198,Pass Offside,,Adalberto Peñaranda Maestre,6847.0,,,,,,,1,From Free Kick,Andrés Eduardo Fernández Moreno,8697.0,Goalkeeper,3,Granada,1049,['294577a3-936b-4897-bdbb-f476a273aad4'],2,,,,,,,,,,,,,,,,,Granada,1049,00:01:02.590,Pass,
,,,,,,,,,,,,,,,,1.474754,,,,,,,,,,,,,cd746ca1-4a84-458c-be9e-7f3b7b55f2e4,50,,"[48.7, 6.0]",3825859,1,,True,,,2.567288,,Left Foot,,,"[36.8, 13.7]",,Ground Pass,,14.17392,,,Aythami Artiles Oliva,8440.0,,,,,,Free Kick,1,From Free Kick,Javier Garrido Behovide,26448.0,Left Back,4,Las Palmas,208,['d7c44c0f-2922-4647-a20b-2acea7375689'],15,,,,,,,,,,,,,,,,,Las Palmas,208,00:01:15.103,Pass,
,,,,,,,,,,,,,,,,1.918615,,,,,,,,,,,,,94887510-4d91-41e5-a09e-a0915757ef6a,52,,"[26.9, 48.2]",3825859,1,,,,,1.3130608,,Right Foot,,,"[33.2, 72.1]",,Ground Pass,,24.71639,,,David Simón Rodríguez Santana,7906.0,,,,,,,1,From Free Kick,Aythami Artiles Oliva,8440.0,Right Center Back,4,Las Palmas,208,['70e236f5-04c2-4d17-b408-f95a777c1ddb'],22,,,,,,,,,,,,,,,,,Las Palmas,208,00:01:22.007,Pass,
,,,,,,,,,,,,,,,,0.857749,,,,,,,,,,,,,3c53cd89-9f71-4d52-9d77-48f351b874b7,56,,"[34.9, 71.4]",3825859,1,,,,,-2.3500595,,Right Foot,,,"[18.7, 55.0]",,Ground Pass,,23.052114,,,Aythami Artiles Oliva,8440.0,,,,,,,1,From Free Kick,David Simón Rodríguez Santana,7906.0,Right Back,4,Las Palmas,208,['654275cd-5836-4f7a-a60f-f0bc6a4114ab'],25,,,,,,,,,,,,,,,,,Las Palmas,208,00:01:25.094,Pass,
,,,,,,,,,,,,,,,,4.707788,,,,,,,,,,,,,34e83bbd-94da-43f6-bbfa-4208e149a9ba,60,,"[22.6, 62.9]",3825859,1,,,,,0.028939286,,Right Foot,,,"[98.6, 65.1]",,High Pass,,76.03184,Incomplete,,,,,,,,,,1,From Free Kick,Aythami Artiles Oliva,8440.0,Right Center Back,4,Las Palmas,208,['691042a2-5029-4d5b-a5ba-5298b84ba40d'],27,,,,,,,,,,,,,,,,,Las Palmas,208,00:01:27.285,Pass,
,,,,,,,,,,,,,,,,2.872171,,,,,,,,,,,,,691042a2-5029-4d5b-a5ba-5298b84ba40d,61,,"[21.5, 15.0]",3825859,1,,,,,2.2258327,,Right Foot,,,"[4.6, 37.0]",,Low Pass,,27.741846,,,Andrés Eduardo Fernández Moreno,8697.0,,,,,,Recovery,1,Regular Play,Ricardo Miguel Moreira da Costa,19454.0,Left Center Back,5,Granada,1049,"['34e83bbd-94da-43f6-bbfa-4208e149a9ba', 'be4d7e09-b938-4b9d-a20e-3662dac0dab9']",31,,,,,,,,,,,,,,,,,Granada,1049,00:01:31.992,Pass,
,,,,,,,,,,,,,,,,0.240914,,,,,,,,,,,,,33efbf46-c19e-433f-8939-4b3d2f1e3566,64,,"[4.4, 36.2]",3825859,1,,,,,-0.36933365,,Right Foot,,,"[10.6, 33.8]",,High Pass,,6.6483083,Incomplete,,,,,,,,,,1,Regular Play,Andrés Eduardo Fernández Moreno,8697.0,Goalkeeper,5,Granada,1049,"['0cb4d8b8-b4ee-4dc8-affb-8ae5467c10cc', '728add46-1005-43c4-b7a4-d254541a2c9e']",34,,,,,,,,,,,,,,,,,Granada,1049,00:01:34.864,Pass,True
,,,,,,,,,,,,,,,,3.380174,,,,,,,,,,,,,51e91b33-d279-4dc4-90ea-ac9c1092cefc,66,,"[7.0, 36.1]",3825859,1,,,,,-0.3533954,,Right Foot,,,"[64.2, 15.0]",,High Pass,,60.967613,,,Rubén Rochina Naixes,6680.0,,,,,,Goal Kick,1,From Goal Kick,Andrés Eduardo Fernández Moreno,8697.0,Goalkeeper,6,Granada,1049,['e971c67a-7416-4e83-be07-2cae6f6b7395'],53,,,,,,,,,,,,,,,,,Granada,1049,00:01:53.520,Pass,
,,,,,,,,,,,,,,,,3.056998,,,,,,,,,,,,,58edb024-4300-40a3-86db-e2ed39cc1658,69,,"[64.2, 15.2]",3825859,1,,,,True,0.22229213,,,,,"[93.4, 21.8]",,Low Pass,,29.9366,Incomplete,,Youssef El-Arabi,27109.0,,,,,,,1,From Goal Kick,Rubén Rochina Naixes,6680.0,Right Midfield,6,Granada,1049,"['442da0ad-ef62-4bd7-8fc0-9d339a81e11c', '4917379c-1bb5-444a-ad69-135ac7d1b856', 'd827213b-8e30-4d79-bae0-22371de9205e']",56,,,,,,,,,,,,,,,,,Granada,1049,00:01:56.900,Pass,True
,,,,,,,,,,,,,,,,2.020415,,,,,,,,,,,,,442da0ad-ef62-4bd7-8fc0-9d339a81e11c,71,,"[26.7, 58.3]",3825859,1,,,,,-2.602431,,Left Foot,,,"[3.3, 44.3]",,Ground Pass,,27.268297,,,Raúl Lizoáin Cruz,7905.0,,,,,,Recovery,1,From Goal Kick,Pedro Bigas Rigo,7907.0,Left Center Back,6,Granada,1049,"['58edb024-4300-40a3-86db-e2ed39cc1658', 'c40e20a6-893d-473c-bbd1-78de7ec6b900']",59,,,,,,,,,,,,,,,,,Las Palmas,208,00:01:59.957,Pass,
,,,,,,,,,,,,,,,,2.941264,,,,,,,,,,,,,4bc297eb-38a2-4868-a6e1-575f7180cc67,75,,"[2.6, 45.1]",3825859,2,,,,,0.9179497,,Right Foot,,,"[28.6, 79.1]",,High Pass,,42.80187,Out,,David Simón Rodríguez Santana,7906.0,,,,,,,1,From Goal Kick,Raúl Lizoáin Cruz,7905.0,Goalkeeper,6,Granada,1049,['0d2b628b-1c7b-4746-afc0-7c9b7594a9f4'],2,,,,,,,,,,,,,,,,,Las Palmas,208,00:02:02.298,Pass,
,,,,,,,,,,,,,,,,1.748489,,,,,,,,,,,,,644693e8-7de1-48bc-b16a-1c7d8ec44a6d,77,,"[91.5, 0.1]",3825859,2,,,,,0.5489796,,,,,"[110.3, 11.6]",,Low Pass,,22.038376,,,Youssef El-Arabi,27109.0,,,,,,Throw-in,1,From Throw In,Cristiano Biraghi,7158.0,Left Back,7,Granada,1049,['b62f3b2e-7c06-42b5-b34e-4e7b561fd87b'],12,,,,,,,,,,,,,,,,,Granada,1049,00:02:12.598,Pass,
,,,,,,,,,,,,,,,,1.480406,,,,,,,,,,,,,09dbe817-6dc5-485c-b51b-75edec2ce5e3,81,,"[111.7, 9.7]",3825859,2,,,,,-2.9493077,,Right Foot,,,"[100.4, 7.5]",,High Pass,,11.512168,,,Cristiano Biraghi,7158.0,,,,,,,1,From Throw In,Youssef El-Arabi,27109.0,Left Center Forward,7,Granada,1049,"['0870f917-ad63-45d2-b875-9de82710b4c4', 'f8018ec3-4a40-4b88-a3d1-ea1061ee41d4']",16,,,,,,,,,,,,,,,,,Granada,1049,00:02:16.480,Pass,True
,,,,,,,,,,,,,,,,0.728064,,,,,,,,,,,,,11f3e3e1-657a-4740-90ee-d07c5cd7c112,85,,"[112.7, 6.1]",3825859,2,,,,,1.5928192,,Left Foot,,,"[112.2, 28.8]",,High Pass,,22.705505,Incomplete,,,,,,,,,,1,From Throw In,Cristiano Biraghi,7158.0,Left Back,7,Granada,1049,['129cdf84-cc1a-4c9c-91b5-0bc1f6bd3ff6'],21,,,,,,,,,,,,,,,,,Granada,1049,00:02:21.024,Pass,
,,,,,,,,,,,,,,,,0.172177,,,,,,,,,,,,,0b593a2f-3b4e-4e6c-9b9a-b36562a30dfb,90,,"[91.0, 7.5]",3825859,2,,,,,1.8417432,,Right Foot,,,"[90.0, 11.1]",,Ground Pass,,3.7363083,Incomplete,,,,,,,,,,1,From Throw In,Abdoulaye Doucouré,3292.0,Left Defensive Midfield,7,Granada,1049,['4d6c4657-f392-44e1-9f5f-5202e932343d'],25,,,,,,,,,,,,,,,,,Granada,1049,00:02:25.559,Pass,
,,,,,,,,,,,,,,,,1.120382,,,,,,,,,,,,,94b88f87-5abc-42e1-8b4e-2b58333cf6c0,92,,"[35.1, 58.8]",3825859,2,,,,,1.0703555,,Right Foot,,,"[42.1, 71.6]",,Ground Pass,,14.589037,,,Roque Mesa Quevedo,3610.0,,,,,,Recovery,1,From Throw In,Jonathan Viera Ramos,10755.0,Center Attacking Midfield,7,Granada,1049,['2241da90-9828-48fe-9505-d51499858c8f'],26,,,,,,,,,,,,,,,,,Las Palmas,208,00:02:26.979,Pass,
,,,,,,,,,,,,,,,,1.64804,,,,,,,,,,,,,7dac229a-8580-41bb-86b2-7f625332f15c,98,,"[57.9, 10.7]",3825859,2,,,,,0.12786992,,Right Foot,,,"[64.9, 11.6]",,High Pass,,7.05762,,,Abdoulaye Doucouré,3292.0,,,,,,Recovery,1,From Throw In,Ricardo Miguel Moreira da Costa,19454.0,Left Center Back,7,Granada,1049,"['313db73e-714e-4d18-949c-613732eb94eb', 'a72f3634-a9bb-4d83-831a-b64e20e60929']",30,,,,,,,,,,,,,,,,,Granada,1049,00:02:30.411,Pass,True
,,,,,,,,,,,,,,,,0.598461,,,,,,,,,,,,,d3103343-3bfe-4f7c-bd33-2183c12a0709,102,,"[64.7, 12.1]",3825859,2,,,,,-2.9955804,,Right Foot,,,"[57.9, 11.1]",,Ground Pass,,6.873136,,,Ricardo Miguel Moreira da Costa,19454.0,,,,,,,1,From Throw In,Abdoulaye Doucouré,3292.0,Left Defensive Midfield,7,Granada,1049,"['68464f9b-d90f-4184-a8a8-b0937c7ed59c', 'c84dff85-875c-4995-bf4b-38fa01d7841a']",33,,,,,,,,,,,,,,,,,Granada,1049,00:02:33.762,Pass,True
,,,,,,,,,,,,,,,,0.749715,,,,,,,,,,,,,b13c82e6-73ca-4857-b9d9-8a90cfdc47f8,107,,"[93.1, 33.7]",3825859,2,,,,,-0.606481,,Right Foot,,,"[104.2, 26.0]",,Ground Pass,,13.509256,Incomplete,,Mubarak Wakaso,6626.0,,,,,,,1,From Throw In,Jonathan Viera Ramos,10755.0,Center Attacking Midfield,7,Granada,1049,"['21db90a8-cde1-4701-b0ba-3df34be113e7', '9c58e4d3-1e65-4624-ac08-af8a16a066f3']",40,,,,,,,,,,,,,,,,,Las Palmas,208,00:02:40.114,Pass,
,,,,,,,,,,,,,,,,2.921313,,,,,,,,,,,,,621eb047-5110-44bc-b30d-c2f3e4371c76,115,,"[61.0, 40.1]",3825859,3,,True,,,1.7062024,,Right Foot,,,"[56.0, 76.8]",,Ground Pass,,37.039032,,,Hugo Miguel Almeida Costa Lopes,20064.0,,,,,,Kick Off,1,From Kick Off,Rubén Rochina Naixes,6680.0,Right Midfield,8,Granada,1049,['457d3747-5c89-4976-b36f-0a0b6c103a40'],39,,,,,,,,,,,,,,,,,Granada,1049,00:03:39.390,Pass,
,,,,,,,,,,,,,,,,0.873927,,,,,,,,,,,,,9dcd7833-773f-40b3-92d0-5e417d663505,117,,"[64.2, 76.8]",3825859,3,,,,,0.20304522,,Right Foot,,,"[71.0, 78.2]",,Ground Pass,,6.942622,,,Adalberto Peñaranda Maestre,6847.0,,,,,,,1,From Kick Off,Hugo Miguel Almeida Costa Lopes,20064.0,Right Back,8,Granada,1049,['78f208fb-93fa-4c92-b07a-05828cc71f95'],42,,,,,,,,,,,,,,,,,Granada,1049,00:03:42.834,Pass,
,,,,,,,,,,,,,,,,1.215329,,,,,,,,,,,,,ff5daf04-9e4f-439d-ad5b-8e3a65be2f86,122,,"[76.5, 76.5]",3825859,3,,,,,-1.6909051,,Right Foot,,,"[75.8, 70.7]",,Ground Pass,,5.8420887,,,Abdoulaye Doucouré,3292.0,,,,,,,1,From Kick Off,Adalberto Peñaranda Maestre,6847.0,Right Center Forward,8,Granada,1049,"['63c1ecfb-f885-44e4-a3da-962099726a03', '7f842afa-b4a7-4a2d-82c9-9119b9930916']",48,,,,,,,,,,,,,,,,,Granada,1049,00:03:48.872,Pass,True
,,,,,,,,,,,,,,,,0.890453,,,,,,,,,,,,,4bfac33a-4e12-466d-a943-39c2dd45112e,125,,"[75.8, 70.0]",3825859,3,,,,,0.15865526,,Right Foot,,,"[83.3, 71.2]",,Ground Pass,,7.595393,,,Rubén Rochina Naixes,6680.0,,,,,,,1,From Kick Off,Abdoulaye Doucouré,3292.0,Left Defensive Midfield,8,Granada,1049,"['3529c2ca-a265-481f-bbd7-ef5e8cf22433', 'aec2b970-6e50-43d6-a9af-5b2fc0c36316']",50,,,,,,,,,,,,,,,,,Granada,1049,00:03:50.087,Pass,True
,,,,,,,,,,,,,,,,1.142522,,,,,,,,,,,,,e85157c7-d5c0-423c-bacd-2a655518c813,128,,"[98.0, 66.2]",3825859,3,,,,,1.0034947,,Right Foot,,,"[105.2, 77.5]",,Ground Pass,,13.398881,,,Adalberto Peñaranda Maestre,6847.0,,,,,,,1,From Kick Off,Rubén Rochina Naixes,6680.0,Right Midfield,8,Granada,1049,['d38f09b4-3eb5-4665-94ce-d772fbe0cfab'],55,,,,,,,,,,,,,,,,,Granada,1049,00:03:55.355,Pass,
